from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,AT,RH,BP,WS,WD,to date,station
28-Aug-2020 - 00:00,33.33,101.77,46.33,14.57,32.83,39.91,7.27,1.0,10.36,,,30.49,90.6,740.12,1.48,185.79,29-Aug-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
29-Aug-2020 - 00:00,25.89,132.41,36.15,15.81,28.38,31.83,7.15,1.0,14.06,,,31.83,79.07,740.4,2.08,241.97,30-Aug-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
30-Aug-2020 - 00:00,7.66,65.15,20.38,8.21,13.76,25.13,7.11,1.0,19.44,,,30.58,85.61,740.02,4.6,269.78,31-Aug-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
31-Aug-2020 - 00:00,3.23,27.51,22.53,7.26,14.02,23.78,7.34,1.0,19.92,,,31.12,81.26,740.31,3.54,271.89,01-Sep-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
01-Sep-2020 - 00:00,5.16,34.16,20.86,7.65,13.48,23.87,7.78,1.0,27.84,,,31.72,78.24,740.49,2.1,162.28,02-Sep-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
02-Sep-2020 - 00:00,20.75,91.78,41.79,11.86,28.17,27.37,7.37,1.0,32.96,,,32.62,77.98,740.83,1.76,197.12,03-Sep-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
03-Sep-2020 - 00:00,42.28,144.27,35.94,11.51,24.77,34.29,5.84,1.0,21.47,,,32.31,83.45,740.88,2.61,269.82,04-Sep-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
04-Sep-2020 - 00:00,35.54,112.93,28.89,8.2,18.27,31.46,8.32,1.0,25.07,,,32.57,81.97,740.57,2.36,240.66,05-Sep-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
05-Sep-2020 - 00:00,29.85,101.18,32.73,11.58,23.62,31.32,7.8,1.0,29.3,,,32.61,78.04,740.54,2.04,160.43,06-Sep-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
06-Sep-2020 - 00:00,42.12,150.75,35.25,4.79,30.3,28.44,8.19,,53.64,,,32.39,77.44,740.42,1.82,147.43,07-Sep-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
07-Sep-2020 - 00:00,56.76,252.05,49.73,10.78,32.87,31.77,7.83,0.03,23.09,,,32.07,82.24,740.31,1.77,157.44,08-Sep-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
08-Sep-2020 - 00:00,27.4,113.3,39.26,6.47,23.69,31.87,4.34,,35.71,,,33.29,71.97,740.62,2.52,136.26,09-Sep-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
09-Sep-2020 - 00:00,47.06,143.88,38.89,6.23,23.38,29.31,5.84,,46.29,,,34.18,69.43,740.5,2.06,130.98,10-Sep-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
10-Sep-2020 - 00:00,41.74,145.79,37.09,9.19,24.8,28.73,8.92,0.03,46.43,,,34.51,65.48,740.43,2.63,131.0,11-Sep-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
11-Sep-2020 - 00:00,58.38,220.57,64.01,22.08,49.65,35.04,5.51,1.83,39.69,,,34.84,61.76,740.61,1.73,163.38,12-Sep-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
12-Sep-2020 - 00:00,69.69,298.7,70.07,29.95,59.13,37.05,7.87,,33.16,,,34.79,62.46,741.0,1.67,197.69,13-Sep-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
13-Sep-2020 - 00:00,74.73,276.96,51.49,12.36,34.92,36.18,7.16,,36.33,,,34.29,69.04,740.88,1.64,225.97,14-Sep-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
14-Sep-2020 - 00:00,82.16,231.44,59.09,18.17,43.78,40.74,6.08,,23.94,,,33.53,77.26,740.48,1.34,235.84,15-Sep-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
15-Sep-2020 - 00:00,69.28,205.65,61.5,19.67,45.45,45.58,5.24,,42.18,,,34.27,69.3,740.48,1.62,186.99,16-Sep-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
16-Sep-2020 - 00:00,66.12,211.55,51.4,13.2,34.62,44.96,6.31,1.41,37.86,,,35.21,65.72,740.67,2.17,127.31,17-Sep-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
17-Sep-2020 - 00:00,38.53,141.0,31.02,1.86,18.09,36.5,7.15,1.2,41.3,,,35.82,59.36,740.62,2.98,116.27,18-Sep-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
18-Sep-2020 - 00:00,32.85,133.79,38.18,2.61,22.5,35.36,8.04,1.46,34.43,,,35.89,60.65,740.46,2.95,116.41,19-Sep-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
19-Sep-2020 - 00:00,59.9,214.26,54.45,8.51,35.95,34.29,8.44,1.35,43.06,,,35.15,63.2,740.44,1.98,176.96,20-Sep-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
20-Sep-2020 - 00:00,84.61,244.48,42.39,5.96,27.45,41.76,6.61,1.85,49.72,,,34.53,66.65,740.41,2.56,179.91,21-Sep-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
21-Sep-2020 - 00:00,51.73,195.58,47.39,3.91,28.46,33.13,7.87,1.71,52.98,,,35.12,62.07,740.4,2.17,175.53,22-Sep-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
22-Sep-2020 - 00:00,22.77,112.21,35.18,5.38,23.16,30.04,5.5,1.41,26.13,,,33.73,70.84,740.33,2.29,262.02,23-Sep-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
23-Sep-2020 - 00:00,17.67,89.56,35.52,6.47,24.23,27.38,7.9,1.69,19.29,,,33.13,72.52,740.39,2.51,276.44,24-Sep-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
24-Sep-2020 - 00:00,24.07,96.74,30.25,2.77,18.41,24.74,6.95,1.55,41.36,,,32.15,74.25,740.4,2.13,238.21,25-Sep-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
25-Sep-2020 - 00:00,47.3,194.42,46.08,19.52,40.46,25.7,8.96,1.62,44.59,,,33.35,64.41,740.4,2.39,126.59,26-Sep-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
26-Sep-2020 - 00:00,69.41,258.69,61.35,17.29,46.75,33.82,8.05,1.61,23.22,,,32.49,59.04,740.35,2.59,111.29,27-Sep-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
27-Sep-2020 - 00:00,38.5,183.84,50.5,11.27,36.1,30.11,6.87,1.39,36.91,,,32.68,52.98,740.54,2.63,128.86,28-Sep-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
28-Sep-2020 - 00:00,52.15,235.56,54.17,12.87,39.35,32.59,8.09,1.59,34.58,,,33.46,51.36,740.88,3.0,121.05,29-Sep-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
29-Sep-2020 - 00:00,53.58,229.18,37.59,2.31,21.95,34.16,8.99,1.35,48.32,,,33.15,55.24,740.66,3.19,120.46,30-Sep-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
30-Sep-2020 - 00:00,50.53,210.06,40.3,2.07,23.11,27.22,6.46,1.69,46.41,,,32.86,49.68,740.44,3.12,114.55,01-Oct-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
01-Oct-2020 - 00:00,59.91,254.19,58.79,13.07,41.89,30.44,9.45,1.51,41.17,,,33.01,49.74,740.44,2.79,134.69,02-Oct-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
02-Oct-2020 - 00:00,67.25,229.07,61.89,20.96,46.39,36.35,8.38,2.09,49.54,,,32.86,50.11,740.7,2.44,123.44,03-Oct-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
03-Oct-2020 - 00:00,79.86,245.7,67.4,13.39,43.92,33.51,10.55,1.63,39.6,,,32.56,47.56,740.7,2.26,156.0,04-Oct-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
04-Oct-2020 - 00:00,77.14,246.42,58.55,10.83,36.84,30.01,9.69,1.38,51.02,,,31.78,45.69,740.62,2.11,154.83,05-Oct-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
05-Oct-2020 - 00:00,61.2,238.05,57.28,5.57,32.1,31.08,7.61,1.05,47.59,,,32.19,44.53,740.57,2.83,116.19,06-Oct-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
06-Oct-2020 - 00:00,69.5,271.99,79.22,16.04,52.45,32.77,9.71,1.36,38.93,,,32.24,43.18,740.77,2.61,136.98,07-Oct-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
07-Oct-2020 - 00:00,98.4,316.68,76.89,13.04,47.95,35.47,9.74,1.18,52.13,,,32.06,45.48,740.95,2.36,151.56,08-Oct-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
08-Oct-2020 - 00:00,82.24,252.57,59.05,6.27,33.59,35.29,9.49,1.32,69.55,,,32.51,45.65,741.07,2.23,139.18,09-Oct-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
09-Oct-2020 - 00:00,110.46,326.91,76.44,22.48,55.85,37.93,11.25,1.43,51.92,,,32.12,47.36,741.0,1.52,187.72,10-Oct-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
10-Oct-2020 - 00:00,122.41,317.36,66.48,14.61,43.35,41.38,14.56,1.32,48.89,,,31.23,51.75,740.85,1.67,145.82,11-Oct-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
11-Oct-2020 - 00:00,92.24,272.12,58.11,5.8,32.44,39.75,11.82,1.34,61.58,,,32.37,47.7,740.46,2.13,121.23,12-Oct-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
12-Oct-2020 - 00:00,170.66,467.99,95.44,29.18,71.69,43.08,12.99,1.57,40.44,,,31.92,48.54,740.4,1.3,208.35,13-Oct-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
13-Oct-2020 - 00:00,129.21,381.89,70.15,15.4,46.18,53.78,7.11,1.55,32.61,,,31.08,61.18,740.47,1.89,228.36,14-Oct-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
14-Oct-2020 - 00:00,130.51,398.4,84.26,19.42,57.89,51.18,9.49,1.53,33.62,,,31.86,55.25,740.69,1.45,214.44,15-Oct-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
15-Oct-2020 - 00:00,152.28,463.2,91.03,23.78,64.67,37.97,11.69,1.53,28.65,,,32.12,39.08,740.89,2.07,165.6,16-Oct-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
16-Oct-2020 - 00:00,121.93,393.58,109.57,35.18,84.01,29.53,17.97,1.45,41.56,,,30.93,31.52,740.7,1.69,155.32,17-Oct-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
17-Oct-2020 - 00:00,144.6,448.42,118.94,43.38,94.75,40.11,14.06,1.64,44.8,,,30.56,37.65,740.77,1.42,168.58,18-Oct-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
18-Oct-2020 - 00:00,103.12,300.19,83.41,7.66,47.41,35.03,13.35,1.46,40.88,,,31.07,33.33,740.66,2.69,112.38,19-Oct-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
19-Oct-2020 - 00:00,108.59,309.05,75.57,6.1,42.08,34.81,16.09,1.5,51.32,,,30.87,31.39,740.51,2.7,114.16,20-Oct-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
20-Oct-2020 - 00:00,94.77,303.99,100.16,28.9,73.33,30.35,14.0,1.51,37.96,,,30.3,27.94,740.54,2.19,137.73,21-Oct-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
21-Oct-2020 - 00:00,133.55,440.29,138.93,92.91,145.96,38.0,16.48,1.71,26.44,,,29.85,31.91,740.67,1.64,152.19,22-Oct-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
22-Oct-2020 - 00:00,156.01,426.52,112.49,36.0,83.89,46.45,15.84,1.6,44.16,,,30.04,33.98,740.42,1.76,167.9,23-Oct-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
23-Oct-2020 - 00:00,260.48,557.11,123.06,51.28,104.4,48.2,25.99,1.61,36.57,,,29.25,34.43,740.38,1.65,181.9,24-Oct-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
24-Oct-2020 - 00:00,182.55,486.76,139.06,70.15,127.1,48.0,19.55,2.08,40.6,,,28.59,37.96,740.38,2.03,143.78,25-Oct-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
25-Oct-2020 - 00:00,235.86,587.11,139.35,67.13,125.6,54.34,16.32,2.09,37.62,,,28.49,41.03,740.67,1.35,157.53,26-Oct-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
26-Oct-2020 - 00:00,205.72,522.39,123.31,42.56,96.1,51.19,18.44,1.78,35.13,,,28.73,38.02,740.88,1.78,134.91,27-Oct-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
27-Oct-2020 - 00:00,167.12,355.12,89.69,20.24,60.06,43.47,18.95,1.68,30.11,,,27.48,35.79,740.57,2.69,120.5,28-Oct-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
28-Oct-2020 - 00:00,213.31,495.83,145.24,60.78,124.2,47.53,19.18,3.17,41.66,,,27.11,36.09,740.65,2.18,131.17,29-Oct-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
29-Oct-2020 - 00:00,231.64,596.44,137.36,58.18,117.44,53.23,16.81,1.32,32.8,,,27.16,39.52,740.86,1.27,175.02,30-Oct-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
30-Oct-2020 - 00:00,219.28,472.67,129.31,39.87,97.3,53.6,18.66,2.02,43.19,,,27.5,38.96,740.87,1.88,129.51,31-Oct-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
31-Oct-2020 - 00:00,293.73,486.82,91.72,12.34,52.86,59.04,20.78,,43.68,,,26.41,40.4,740.72,3.01,107.54,01-Nov-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
01-Nov-2020 - 00:00,277.6,488.43,91.72,12.02,54.99,49.36,18.91,,42.85,,,26.28,32.25,740.7,2.76,103.97,02-Nov-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
02-Nov-2020 - 00:00,204.78,441.55,116.29,35.35,87.27,44.13,16.06,0.31,42.92,,,25.83,30.75,740.6,2.85,118.35,03-Nov-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
03-Nov-2020 - 00:00,178.42,474.1,128.7,69.74,120.12,46.78,14.73,0.31,52.83,,,25.93,30.61,740.73,1.68,145.24,04-Nov-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
04-Nov-2020 - 00:00,338.73,612.34,136.42,35.13,97.68,69.56,25.35,,44.64,,,25.29,39.43,740.34,2.21,92.11,05-Nov-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
05-Nov-2020 - 00:00,298.18,548.18,129.1,30.71,90.38,57.34,25.8,,54.23,,,26.68,36.48,740.76,2.56,110.42,06-Nov-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
06-Nov-2020 - 00:00,269.55,545.85,141.81,40.92,104.9,59.61,28.07,,51.25,,,26.82,34.45,740.97,2.15,107.15,07-Nov-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
07-Nov-2020 - 00:00,338.31,595.93,127.43,38.08,95.08,64.71,25.55,,43.55,,,26.42,36.22,741.19,2.25,110.89,08-Nov-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
08-Nov-2020 - 00:00,457.44,765.09,195.09,84.58,169.75,80.74,30.62,,29.83,,,24.85,43.39,741.04,1.34,153.85,09-Nov-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
09-Nov-2020 - 00:00,470.47,761.51,179.38,73.9,150.67,91.76,28.08,,46.55,,,24.39,49.68,740.75,1.73,135.32,10-Nov-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
10-Nov-2020 - 00:00,416.38,615.05,143.84,62.63,122.22,92.01,17.68,,44.17,,,24.61,55.1,740.85,1.5,232.75,11-Nov-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
11-Nov-2020 - 00:00,178.45,465.82,111.28,48.61,94.65,57.97,13.99,,34.99,,,24.9,50.72,740.95,1.82,236.06,12-Nov-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
12-Nov-2020 - 00:00,181.09,421.42,126.29,59.5,110.95,52.93,25.84,,37.3,,,24.75,51.11,740.95,1.43,182.14,13-Nov-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
13-Nov-2020 - 00:00,218.57,551.12,153.51,77.33,138.28,61.5,31.26,,50.27,,,25.17,48.96,740.93,1.43,155.34,14-Nov-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
14-Nov-2020 - 00:00,322.41,497.77,98.62,16.95,62.01,72.3,30.49,,54.36,,,24.35,48.08,740.52,1.13,162.89,15-Nov-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
15-Nov-2020 - 00:00,243.76,363.8,46.93,7.77,27.8,65.5,10.08,,93.17,,,23.29,61.74,740.36,2.41,262.2,16-Nov-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
16-Nov-2020 - 00:00,83.36,127.03,43.77,9.16,27.4,57.62,5.55,,47.48,,,22.78,79.24,740.55,2.18,209.29,17-Nov-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
17-Nov-2020 - 00:00,87.74,182.04,73.98,15.34,48.18,50.52,13.34,,36.34,,,23.53,62.7,740.36,2.12,124.61,18-Nov-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
18-Nov-2020 - 00:00,113.46,233.04,76.29,20.63,54.0,42.3,18.68,,70.03,,,22.77,54.24,740.32,2.18,138.66,19-Nov-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
19-Nov-2020 - 00:00,156.3,396.02,117.46,40.5,90.33,46.18,24.25,,51.93,,,21.7,51.54,740.19,1.59,194.24,20-Nov-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
20-Nov-2020 - 00:00,147.95,296.77,85.5,12.33,51.95,43.41,15.61,,75.62,,,21.99,44.54,740.34,2.34,122.52,21-Nov-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
21-Nov-2020 - 00:00,96.82,243.41,73.69,13.07,46.51,33.06,10.48,,69.75,,,21.26,39.48,740.34,3.11,119.69,22-Nov-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
22-Nov-2020 - 00:00,126.24,250.5,88.96,19.3,57.92,37.28,21.11,,47.92,,,20.36,38.79,740.26,2.36,118.33,23-Nov-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
23-Nov-2020 - 00:00,176.7,400.19,131.79,65.99,123.75,42.83,28.67,,62.36,,,21.36,38.01,740.46,1.42,167.05,24-Nov-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
24-Nov-2020 - 00:00,289.09,565.06,152.51,73.75,141.08,67.86,30.47,0.31,11.61,,,19.72,48.55,740.14,1.27,218.37,25-Nov-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
25-Nov-2020 - 00:00,239.51,443.31,96.18,21.7,65.82,65.89,12.59,0.31,,,,20.65,57.16,740.33,1.99,235.69,26-Nov-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
26-Nov-2020 - 00:00,98.08,215.15,60.62,17.94,43.12,44.89,13.38,0.31,41.39,,,22.35,58.07,740.84,2.54,168.3,27-Nov-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
27-Nov-2020 - 00:00,73.93,177.44,75.59,12.86,47.68,39.21,18.35,0.31,38.73,,,22.73,49.91,740.99,2.76,120.9,28-Nov-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
28-Nov-2020 - 00:00,110.5,227.7,88.46,14.31,55.97,43.05,11.01,0.31,46.86,,,22.06,47.32,740.82,3.04,104.27,29-Nov-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
29-Nov-2020 - 00:00,145.43,314.09,114.06,27.11,80.36,45.06,17.03,0.31,43.26,,,21.7,42.65,740.55,2.45,114.47,30-Nov-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
30-Nov-2020 - 00:00,216.89,462.85,158.29,91.71,154.88,58.74,16.66,0.31,40.69,,,21.49,49.67,740.48,1.7,116.59,01-Dec-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
01-Dec-2020 - 00:00,343.0,683.0,224.1,165.95,254.15,72.9,28.3,0.31,2.35,,,18.85,62.0,740.0,0.4,136.5,02-Dec-2020 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
