from date,PM2.5,PM10,WD,WS,RH,SO2,NO2,NO,NOx,NH3,CO,Ozone,to date,station
23-May-2020 - 00:00,32.12,,167.23,1.45,20.1,,16.73,8.14,23.08,17.84,,,24-May-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
24-May-2020 - 00:00,35.62,,159.64,1.52,21.02,,29.93,7.87,23.81,17.87,,,25-May-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
25-May-2020 - 00:00,34.9,,206.4,1.61,22.75,,9.88,6.84,13.96,17.43,,,26-May-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
26-May-2020 - 00:00,27.95,,246.16,2.23,39.26,,3.72,8.41,8.34,19.14,,,27-May-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
27-May-2020 - 00:00,25.48,,208.65,2.11,28.25,,3.63,3.96,3.26,15.92,,,28-May-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
28-May-2020 - 00:00,21.08,,202.73,2.32,26.94,,2.09,4.23,4.71,15.67,,,29-May-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
29-May-2020 - 00:00,22.67,,224.15,2.43,45.0,,0.09,15.51,12.62,19.51,,,30-May-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
30-May-2020 - 00:00,102.6,,219.19,1.95,31.93,,9.21,10.76,15.46,37.18,,,31-May-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
31-May-2020 - 00:00,18.17,,206.24,1.65,43.1,,3.36,13.07,14.43,31.61,,,01-Jun-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
01-Jun-2020 - 00:00,20.74,,144.75,1.91,77.5,,5.88,23.1,25.17,25.5,,,02-Jun-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
02-Jun-2020 - 00:00,8.5,,235.4,1.93,61.69,,9.76,9.09,13.28,27.64,,,03-Jun-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
03-Jun-2020 - 00:00,6.45,,268.23,4.06,59.33,,,7.53,6.14,26.43,,,04-Jun-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
04-Jun-2020 - 00:00,12.15,,241.94,2.81,59.6,,5.36,8.69,7.46,24.45,,,05-Jun-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
05-Jun-2020 - 00:00,15.01,,276.54,2.76,49.3,,2.35,10.22,4.86,21.08,,,06-Jun-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
06-Jun-2020 - 00:00,17.45,,251.79,2.52,53.36,,,13.01,5.08,19.04,,,07-Jun-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
07-Jun-2020 - 00:00,14.73,30.26,260.09,2.4,56.54,5.85,,12.2,4.54,19.46,,1.43,08-Jun-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
08-Jun-2020 - 00:00,15.07,41.25,244.07,2.65,50.63,5.67,9.55,10.31,9.45,18.52,0.0,1.41,09-Jun-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
09-Jun-2020 - 00:00,14.7,41.12,214.87,2.17,45.35,15.11,12.22,14.29,26.51,13.86,0.03,1.47,10-Jun-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
10-Jun-2020 - 00:00,15.23,33.92,176.79,2.2,63.49,18.17,13.96,20.38,34.35,12.63,0.12,1.36,11-Jun-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
11-Jun-2020 - 00:00,141.5,291.98,209.03,2.29,76.72,19.52,11.29,18.3,29.59,12.2,0.05,1.45,12-Jun-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
12-Jun-2020 - 00:00,7.2,186.05,274.27,2.62,67.99,18.32,8.93,10.09,19.02,11.97,0.01,1.38,13-Jun-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
13-Jun-2020 - 00:00,2.92,4.54,285.7,2.15,71.79,27.61,9.8,13.08,22.87,11.24,0.05,1.41,14-Jun-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
14-Jun-2020 - 00:00,139.39,194.18,263.29,2.5,67.71,29.27,10.6,11.82,22.43,12.31,0.03,1.44,15-Jun-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
15-Jun-2020 - 00:00,124.49,108.46,259.21,2.54,70.55,39.92,12.54,16.49,29.02,12.56,0.2,1.35,16-Jun-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
16-Jun-2020 - 00:00,405.39,263.63,287.22,2.16,82.71,39.12,10.91,44.4,55.31,14.06,0.7,1.36,17-Jun-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
17-Jun-2020 - 00:00,535.8,489.35,287.94,2.32,83.15,27.05,9.8,66.63,76.42,15.75,0.43,1.31,18-Jun-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
18-Jun-2020 - 00:00,7.49,24.56,287.53,2.68,78.62,0.89,10.52,29.47,39.98,16.31,,1.4,19-Jun-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
19-Jun-2020 - 00:00,4.19,32.32,271.81,2.36,71.54,,11.46,33.47,44.92,12.09,,1.38,20-Jun-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
20-Jun-2020 - 00:00,15.93,49.01,249.0,2.33,65.41,0.22,11.05,36.56,47.61,9.02,,1.4,21-Jun-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
21-Jun-2020 - 00:00,8.66,47.45,246.67,2.4,61.84,0.12,9.91,33.18,43.1,7.25,,1.41,22-Jun-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
22-Jun-2020 - 00:00,3.28,31.12,253.47,2.55,64.82,0.63,11.7,32.63,44.33,6.65,,1.36,23-Jun-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
23-Jun-2020 - 00:00,8.92,35.62,255.54,2.13,63.05,0.61,13.18,34.64,47.82,6.28,0.07,1.36,24-Jun-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
24-Jun-2020 - 00:00,3.01,17.46,268.8,1.79,55.87,1.18,15.04,30.47,45.51,7.05,0.2,1.42,25-Jun-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
25-Jun-2020 - 00:00,191.05,255.84,218.1,1.86,63.48,6.73,16.2,31.81,48.0,12.97,0.31,1.38,26-Jun-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
26-Jun-2020 - 00:00,456.4,701.66,195.27,1.62,64.7,11.41,28.19,44.94,72.18,29.32,0.1,1.44,27-Jun-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
27-Jun-2020 - 00:00,135.16,707.22,210.02,1.45,65.51,7.18,21.88,41.62,63.51,13.33,0.07,1.4,28-Jun-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
28-Jun-2020 - 00:00,17.91,874.53,217.75,1.44,78.35,4.41,20.44,46.48,66.92,10.36,0.06,1.4,29-Jun-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
29-Jun-2020 - 00:00,17.28,367.89,228.08,1.22,75.98,5.8,19.84,45.7,65.53,9.6,0.09,1.43,30-Jun-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
30-Jun-2020 - 00:00,9.31,442.62,245.14,1.51,73.66,4.77,16.98,45.31,62.29,9.22,0.08,1.37,01-Jul-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
01-Jul-2020 - 00:00,5.22,725.74,261.41,2.25,67.55,1.71,13.0,39.13,52.13,8.87,0.15,1.34,02-Jul-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
02-Jul-2020 - 00:00,766.48,165.72,262.72,2.16,69.53,1.69,9.0,40.29,49.29,8.84,0.08,1.36,03-Jul-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
03-Jul-2020 - 00:00,,20.56,277.11,2.32,71.98,0.68,9.57,42.66,52.23,8.63,,1.36,04-Jul-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
04-Jul-2020 - 00:00,2.85,26.47,291.81,2.41,74.62,1.37,10.32,45.74,56.06,7.39,,1.39,05-Jul-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
05-Jul-2020 - 00:00,3.63,29.73,290.56,2.36,73.21,1.62,9.08,46.12,55.2,6.2,,1.37,06-Jul-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
06-Jul-2020 - 00:00,7.96,44.96,298.48,2.52,68.03,,8.95,43.88,52.83,5.69,,1.36,07-Jul-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
07-Jul-2020 - 00:00,11.06,33.35,272.93,2.47,70.3,0.88,8.92,44.32,53.24,5.61,0.01,1.34,08-Jul-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
08-Jul-2020 - 00:00,11.68,19.54,273.29,2.22,75.09,0.48,6.43,47.14,53.56,5.66,,1.4,09-Jul-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
09-Jul-2020 - 00:00,11.18,19.28,259.46,2.16,78.83,0.89,5.68,48.95,54.64,5.95,,1.34,10-Jul-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
10-Jul-2020 - 00:00,7.67,8.89,297.84,1.44,84.14,,4.33,50.0,54.34,5.96,,1.37,11-Jul-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
11-Jul-2020 - 00:00,,,,,,,,,,,,,12-Jul-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
12-Jul-2020 - 00:00,,,,,,,,,,,,,13-Jul-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
13-Jul-2020 - 00:00,,,,,,,,,,,,,14-Jul-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
14-Jul-2020 - 00:00,,12.3,319.0,1.5,89.9,,1.65,52.49,53.77,6.45,,1.26,15-Jul-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
15-Jul-2020 - 00:00,1.3,5.65,319.0,1.5,89.9,,2.4,55.17,55.84,7.06,,1.34,16-Jul-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
16-Jul-2020 - 00:00,2.34,9.83,,,,,2.16,49.75,51.29,6.06,,1.29,17-Jul-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
17-Jul-2020 - 00:00,4.38,20.68,,,,,3.36,47.92,49.98,6.69,,1.33,18-Jul-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
18-Jul-2020 - 00:00,3.07,20.4,,,,,1.75,52.19,51.62,6.61,,1.36,19-Jul-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
19-Jul-2020 - 00:00,1.0,21.56,,,,,2.29,54.74,53.76,6.94,,1.28,20-Jul-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
20-Jul-2020 - 00:00,3.78,23.06,,,,0.23,11.13,54.54,59.3,7.28,0.16,1.33,21-Jul-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
21-Jul-2020 - 00:00,5.68,26.98,,,,0.81,12.9,53.86,66.63,10.58,0.21,1.35,22-Jul-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
22-Jul-2020 - 00:00,6.0,29.88,,,,2.47,18.81,70.82,89.62,10.55,0.33,1.4,23-Jul-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
23-Jul-2020 - 00:00,2.28,27.06,,,,4.31,18.76,82.56,101.33,9.21,0.19,1.34,24-Jul-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
24-Jul-2020 - 00:00,4.68,20.24,,,,4.42,17.84,76.44,94.28,8.04,0.15,1.37,25-Jul-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
25-Jul-2020 - 00:00,5.89,13.58,,,,4.86,13.05,67.71,80.76,9.35,0.15,1.35,26-Jul-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
26-Jul-2020 - 00:00,9.05,14.2,,,,6.13,7.81,66.88,74.69,9.6,0.08,1.48,27-Jul-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
27-Jul-2020 - 00:00,10.28,26.57,,,,8.52,9.83,74.47,84.3,8.18,0.02,1.33,28-Jul-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
28-Jul-2020 - 00:00,10.03,35.94,,,,11.86,10.91,83.67,94.58,7.87,0.12,1.41,29-Jul-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
29-Jul-2020 - 00:00,6.83,16.61,,,,13.02,9.81,83.39,93.2,8.1,0.11,1.38,30-Jul-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
30-Jul-2020 - 00:00,8.93,14.87,,,,13.31,16.36,83.96,100.32,8.77,0.36,1.48,31-Jul-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
31-Jul-2020 - 00:00,6.22,24.91,,,,14.11,11.99,86.29,97.75,8.89,0.5,1.42,01-Aug-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
01-Aug-2020 - 00:00,101.41,71.19,,,,11.24,8.0,76.39,79.69,10.16,0.19,1.33,02-Aug-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
02-Aug-2020 - 00:00,,7.07,,,,7.3,2.49,68.42,66.89,9.66,0.05,1.5,03-Aug-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
03-Aug-2020 - 00:00,2.32,5.37,,,,5.4,1.71,69.9,67.78,8.49,,1.33,04-Aug-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
04-Aug-2020 - 00:00,1.42,7.63,,,,2.68,2.21,63.08,62.46,6.96,,1.31,05-Aug-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
05-Aug-2020 - 00:00,,,,,,1.9,3.05,63.97,64.28,6.23,,1.42,06-Aug-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
06-Aug-2020 - 00:00,2.61,8.32,,,,1.89,4.24,60.57,60.91,6.23,,1.36,07-Aug-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
07-Aug-2020 - 00:00,805.51,154.7,,,,1.29,2.92,51.59,52.73,10.33,,1.39,08-Aug-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
08-Aug-2020 - 00:00,2.32,12.32,,,,4.97,4.2,62.46,62.63,9.24,,1.43,09-Aug-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
09-Aug-2020 - 00:00,1.89,11.21,,,,8.34,4.81,65.41,68.66,6.89,0.02,1.32,10-Aug-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
10-Aug-2020 - 00:00,2.92,6.2,,,,8.9,2.8,69.4,69.94,6.4,0.02,1.43,11-Aug-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
11-Aug-2020 - 00:00,4.73,10.76,,,,6.07,5.14,59.13,61.18,5.45,0.03,1.38,12-Aug-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
12-Aug-2020 - 00:00,13.72,76.23,,,,4.9,2.66,60.71,62.1,6.21,,1.46,13-Aug-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
13-Aug-2020 - 00:00,,2.5,,,,7.77,1.71,68.54,68.36,6.1,,1.44,14-Aug-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
14-Aug-2020 - 00:00,6.45,11.88,,,,3.33,3.98,52.94,56.36,5.04,0.09,1.38,15-Aug-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
15-Aug-2020 - 00:00,10.41,10.35,,,,1.76,2.72,54.03,54.9,5.45,0.03,1.35,16-Aug-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
16-Aug-2020 - 00:00,4.38,5.39,,,,1.65,0.57,60.58,59.25,,,1.39,17-Aug-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
17-Aug-2020 - 00:00,2.45,8.09,,,,3.49,4.95,55.41,56.23,4.19,0.01,1.43,18-Aug-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
18-Aug-2020 - 00:00,9.13,15.77,,,,5.27,5.28,56.77,61.12,,0.04,1.35,19-Aug-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
19-Aug-2020 - 00:00,,11.51,,,,5.08,4.34,45.67,49.99,8.22,0.19,1.58,20-Aug-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
20-Aug-2020 - 00:00,41.95,7.45,,,,3.15,5.65,22.37,28.02,13.52,0.07,1.25,21-Aug-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
21-Aug-2020 - 00:00,1.83,7.78,,,,,5.16,16.8,21.96,8.72,,,22-Aug-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
22-Aug-2020 - 00:00,,9.15,,,,,4.99,17.91,22.9,3.89,,,23-Aug-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
23-Aug-2020 - 00:00,,5.06,,,,,4.51,25.88,30.39,2.44,,,24-Aug-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
24-Aug-2020 - 00:00,4.18,7.95,,,,,4.48,30.0,34.47,1.61,0.03,,25-Aug-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
25-Aug-2020 - 00:00,10.72,22.58,,,,,4.68,29.95,34.63,0.86,0.24,,26-Aug-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
26-Aug-2020 - 00:00,9.06,32.93,,,,,5.02,26.77,31.79,1.74,0.21,,27-Aug-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
27-Aug-2020 - 00:00,8.91,27.96,,,,,5.38,18.77,24.15,11.51,0.2,,28-Aug-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
28-Aug-2020 - 00:00,3.1,14.01,,,,,4.73,25.35,30.09,8.69,0.17,,29-Aug-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
29-Aug-2020 - 00:00,2.74,13.58,,,,,4.28,28.39,32.67,6.5,0.03,,30-Aug-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
30-Aug-2020 - 00:00,1.47,7.27,,,,,3.32,32.41,35.73,4.9,0.01,,31-Aug-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
31-Aug-2020 - 00:00,11.55,23.84,,,,,4.73,38.78,43.51,3.09,0.1,,01-Sep-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
01-Sep-2020 - 00:00,13.81,26.82,,,,,5.16,45.38,50.54,6.8,0.2,,02-Sep-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
02-Sep-2020 - 00:00,20.52,56.05,,,,,6.97,57.93,64.9,15.01,0.28,,03-Sep-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
03-Sep-2020 - 00:00,,19.66,,,,,6.14,51.16,57.3,12.67,0.14,,04-Sep-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
04-Sep-2020 - 00:00,12.78,123.88,,,,,6.47,64.87,71.35,9.13,0.45,,05-Sep-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
05-Sep-2020 - 00:00,,31.38,,,,,5.89,44.76,50.65,5.54,0.27,,06-Sep-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
06-Sep-2020 - 00:00,,29.33,,,,,6.22,36.78,43.01,4.59,0.13,,07-Sep-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
07-Sep-2020 - 00:00,,76.32,,,,,7.05,46.55,53.6,4.58,0.11,,08-Sep-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
08-Sep-2020 - 00:00,9.83,12.41,,,,,7.02,41.59,48.6,4.48,0.11,,09-Sep-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
09-Sep-2020 - 00:00,14.16,19.89,,,,,7.6,36.85,44.45,4.83,0.29,,10-Sep-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
10-Sep-2020 - 00:00,136.98,163.87,,,,,6.14,21.47,27.41,11.48,0.33,,11-Sep-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
11-Sep-2020 - 00:00,6.0,15.6,,,,,6.0,31.53,37.53,11.06,0.29,,12-Sep-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
12-Sep-2020 - 00:00,,3.73,,,,,5.52,31.88,37.26,4.71,0.12,,13-Sep-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
13-Sep-2020 - 00:00,,12.03,,,,,5.28,36.54,41.82,3.65,0.05,,14-Sep-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
14-Sep-2020 - 00:00,,15.22,,,,,4.61,39.68,44.29,4.24,0.27,,15-Sep-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
15-Sep-2020 - 00:00,5.0,5.04,,,,,4.06,54.84,58.91,3.51,0.08,,16-Sep-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
16-Sep-2020 - 00:00,13.15,5.9,,,,,5.61,40.61,44.95,2.39,0.08,,17-Sep-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
17-Sep-2020 - 00:00,9.7,15.0,,,,,5.16,42.48,47.64,1.0,,,18-Sep-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
18-Sep-2020 - 00:00,,5.68,,,,,3.49,60.31,63.8,0.6,,,19-Sep-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
19-Sep-2020 - 00:00,,28.87,,,,,5.58,49.95,55.53,2.76,0.4,,20-Sep-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
20-Sep-2020 - 00:00,11.73,27.36,,,,,6.98,54.76,61.74,4.99,0.37,,21-Sep-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
21-Sep-2020 - 00:00,796.11,108.98,,,,,6.5,21.94,27.67,57.54,0.04,,22-Sep-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
22-Sep-2020 - 00:00,,24.27,,,,,6.3,25.18,30.8,31.3,0.15,,23-Sep-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
23-Sep-2020 - 00:00,8.93,17.39,,,,,6.46,18.79,25.25,27.89,0.05,,24-Sep-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
24-Sep-2020 - 00:00,10.3,84.33,,,,,5.37,21.84,25.1,18.37,0.17,,25-Sep-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
25-Sep-2020 - 00:00,9.98,18.65,,,,,5.8,16.77,21.59,9.2,0.13,,26-Sep-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
26-Sep-2020 - 00:00,10.88,,,,,,4.96,15.47,20.43,5.92,0.27,,27-Sep-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
27-Sep-2020 - 00:00,3.5,27.39,,,,,6.01,31.62,37.63,4.51,0.32,,28-Sep-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
28-Sep-2020 - 00:00,1.95,33.05,,,,,7.51,35.55,43.06,4.2,0.41,,29-Sep-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
29-Sep-2020 - 00:00,19.1,58.17,,,,,13.66,28.3,41.97,6.43,0.64,,30-Sep-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
30-Sep-2020 - 00:00,22.56,58.1,,,,,13.36,30.57,43.94,7.6,0.79,,01-Oct-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
01-Oct-2020 - 00:00,28.43,29.1,,,,,8.43,20.11,28.52,6.2,0.63,,02-Oct-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
02-Oct-2020 - 00:00,24.98,100.41,,,,,12.85,29.33,42.18,6.49,1.53,,03-Oct-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
03-Oct-2020 - 00:00,12.51,87.23,,,,,10.19,36.27,46.45,6.87,3.04,,04-Oct-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
04-Oct-2020 - 00:00,15.26,48.32,,,,,8.01,19.94,27.95,5.72,3.62,,05-Oct-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
05-Oct-2020 - 00:00,28.12,61.9,,,,,21.19,11.16,32.07,6.33,5.71,,06-Oct-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
06-Oct-2020 - 00:00,30.25,95.0,,,,,30.59,5.23,35.82,,2.02,,07-Oct-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
07-Oct-2020 - 00:00,48.07,95.0,,,,,32.4,64.43,96.84,3.29,0.02,,08-Oct-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
08-Oct-2020 - 00:00,43.07,61.22,,,,,26.89,124.93,151.81,0.91,6.31,,09-Oct-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
09-Oct-2020 - 00:00,150.17,291.75,,,,,13.19,18.59,26.13,15.77,0.12,,10-Oct-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
