from date,BP,PM2.5,RH,SR,Temp,VWS,WD,WS,Benzene,Eth-Benzene,MP-Xylene,O Xylene,Toluene,CO,NO,NOx,NO2,SO2,Ozone,to date,station
19-Apr-2020 - 00:00,736.68,14.37,47.58,230.87,23.44,1.78,152.45,1.97,2.68,0.92,0.86,0.91,3.99,0.66,12.9,20.96,19.54,14.75,27.52,20-Apr-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
20-Apr-2020 - 00:00,737.46,19.43,58.24,250.93,20.92,1.86,123.31,2.15,2.67,0.92,0.86,0.91,3.99,0.53,12.4,19.82,18.19,9.05,24.24,21-Apr-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
21-Apr-2020 - 00:00,737.66,12.82,57.01,275.76,21.47,1.86,148.2,1.62,2.69,0.92,0.86,0.92,3.98,0.4,12.58,20.23,18.71,9.58,23.56,22-Apr-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
22-Apr-2020 - 00:00,736.41,10.53,49.94,200.86,22.53,1.8,128.48,1.65,2.68,0.92,0.86,0.91,3.97,0.3,12.81,20.66,19.14,13.94,22.71,23-Apr-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
23-Apr-2020 - 00:00,735.97,13.21,46.91,184.27,23.87,1.86,129.78,1.55,2.67,0.92,0.86,0.9,3.96,0.31,12.87,20.95,19.59,13.95,21.95,24-Apr-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
24-Apr-2020 - 00:00,736.23,19.35,45.18,200.38,24.18,1.82,119.98,1.75,2.67,0.92,0.86,0.91,3.96,0.48,13.43,21.68,20.11,16.58,22.77,25-Apr-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
25-Apr-2020 - 00:00,735.9,24.5,51.03,164.2,23.78,1.81,109.45,2.08,2.68,0.92,0.86,0.91,3.99,0.72,13.26,21.55,20.14,10.23,21.62,26-Apr-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
26-Apr-2020 - 00:00,736.52,18.6,63.02,179.37,21.33,2.03,137.82,1.76,2.69,0.92,0.85,0.92,3.99,1.8,10.97,17.32,15.67,16.61,35.02,27-Apr-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
27-Apr-2020 - 00:00,737.39,13.28,72.49,198.8,19.77,1.93,157.28,1.58,2.68,0.92,0.86,0.91,3.99,0.24,14.56,24.09,22.93,15.66,71.28,28-Apr-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
28-Apr-2020 - 00:00,736.67,9.82,54.27,204.68,22.93,1.78,145.53,1.71,2.69,0.92,0.85,0.92,3.98,0.18,16.9,28.41,27.44,26.69,46.8,29-Apr-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
29-Apr-2020 - 00:00,736.35,26.7,57.32,182.5,23.81,1.76,123.97,1.9,2.66,0.92,0.86,0.92,3.97,0.37,14.2,27.21,29.36,15.67,12.43,30-Apr-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
30-Apr-2020 - 00:00,736.38,36.93,59.16,170.95,24.91,1.83,136.33,1.62,2.69,0.92,0.86,0.91,3.97,3.18,4.02,14.09,20.58,10.48,43.24,01-May-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
01-May-2020 - 00:00,736.51,25.59,58.11,183.49,25.09,1.86,132.06,1.64,2.68,0.92,0.87,0.92,3.99,0.73,4.03,14.05,20.44,11.99,40.29,02-May-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
02-May-2020 - 00:00,736.43,30.74,65.66,154.23,24.36,1.76,152.49,1.98,2.68,0.92,0.86,0.92,4.0,0.78,3.82,13.56,19.85,8.38,42.78,03-May-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
03-May-2020 - 00:00,737.17,23.43,73.62,178.89,23.37,1.87,145.94,1.83,2.68,0.92,0.86,0.91,3.98,0.79,4.13,14.11,20.43,9.92,55.15,04-May-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
04-May-2020 - 00:00,736.85,14.71,67.31,179.43,22.78,1.83,122.18,1.33,2.66,0.92,0.87,0.9,3.99,0.99,2.57,11.22,17.47,18.41,41.81,05-May-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
05-May-2020 - 00:00,736.45,20.82,55.44,189.52,24.7,1.81,122.62,1.45,2.69,0.92,0.86,0.91,3.98,0.33,5.01,15.84,22.28,16.25,70.91,06-May-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
06-May-2020 - 00:00,736.26,28.83,57.14,172.13,23.84,1.82,164.29,1.56,2.68,0.92,0.86,0.91,3.99,0.68,4.24,14.36,20.74,14.08,56.88,07-May-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
07-May-2020 - 00:00,736.23,22.37,49.51,193.7,24.17,1.87,161.12,1.25,2.69,0.92,0.86,0.9,3.96,0.57,6.75,18.02,23.76,13.71,55.52,08-May-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
08-May-2020 - 00:00,736.24,26.6,49.69,194.94,24.57,1.82,107.64,1.75,2.69,0.92,0.86,0.9,3.97,0.62,9.99,23.14,28.21,11.08,48.6,09-May-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
09-May-2020 - 00:00,736.79,27.51,53.64,226.89,25.48,1.79,109.06,1.63,2.66,0.92,0.86,0.9,4.01,0.56,10.16,23.54,28.69,13.26,57.18,10-May-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
10-May-2020 - 00:00,736.74,21.78,68.92,165.51,22.47,1.81,139.63,1.66,2.7,0.92,0.86,0.92,4.0,0.65,10.25,23.71,28.89,6.14,70.81,11-May-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
11-May-2020 - 00:00,736.61,11.2,60.26,186.12,23.8,1.87,135.8,1.75,2.69,0.92,0.86,0.91,3.99,0.53,10.36,23.96,29.2,11.51,83.83,12-May-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
12-May-2020 - 00:00,735.68,60.07,68.31,97.69,21.38,1.91,176.7,2.17,2.69,0.92,0.86,0.91,3.96,0.62,9.84,23.17,28.51,2.14,61.0,13-May-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
13-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,14-May-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
14-May-2020 - 00:00,735.67,34.52,47.65,146.0,26.23,,200.9,1.47,2.7,0.91,0.88,0.92,4.01,0.04,9.1,21.49,26.46,83.59,115.52,15-May-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
15-May-2020 - 00:00,735.98,32.14,45.18,182.36,27.67,,197.88,0.85,2.69,0.92,0.86,0.91,4.02,0.0,8.29,20.39,25.63,136.94,68.4,16-May-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
16-May-2020 - 00:00,737.0,20.43,51.02,242.48,25.81,,181.77,0.73,2.69,0.92,0.86,0.92,4.0,0.0,38.33,76.85,57.59,58.02,82.29,17-May-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
17-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,18-May-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
18-May-2020 - 00:00,736.0,32.89,30.2,238.61,29.74,1.61,150.92,1.06,2.67,0.92,0.86,0.91,3.98,0.16,8.6,20.42,25.21,45.94,84.48,19-May-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
19-May-2020 - 00:00,735.71,19.23,33.87,208.63,26.61,1.62,125.36,1.21,2.69,0.92,0.86,0.91,4.01,0.22,8.15,19.63,24.42,8.28,89.85,20-May-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
20-May-2020 - 00:00,736.35,25.93,35.08,243.67,26.67,1.61,207.68,1.23,2.68,0.92,0.86,0.91,4.0,0.09,8.47,20.33,25.26,9.93,55.63,21-May-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
21-May-2020 - 00:00,736.41,28.26,38.33,244.76,27.27,1.67,162.09,1.13,2.68,0.92,0.87,0.91,3.99,0.08,9.41,22.44,27.77,19.52,48.4,22-May-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
22-May-2020 - 00:00,736.54,35.12,38.0,257.86,28.38,1.66,142.4,1.43,2.68,0.92,0.86,0.9,3.99,0.09,8.69,20.55,25.33,20.38,50.18,23-May-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
23-May-2020 - 00:00,735.59,27.68,38.21,186.44,29.2,1.75,129.86,2.28,2.69,0.92,0.86,0.91,4.0,0.36,8.58,20.5,25.4,9.55,49.92,24-May-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
24-May-2020 - 00:00,735.82,31.45,38.03,202.17,29.77,1.76,170.86,1.44,2.69,0.92,0.86,0.91,3.98,0.34,9.16,21.54,26.49,5.85,52.32,25-May-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
25-May-2020 - 00:00,736.18,26.0,40.14,212.83,29.51,1.8,144.98,1.26,2.7,0.92,0.86,0.92,3.98,0.32,9.21,21.55,26.42,6.67,51.79,26-May-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
26-May-2020 - 00:00,735.78,30.58,37.72,196.64,30.45,1.78,133.08,1.82,2.69,0.92,0.86,0.91,3.99,0.43,9.16,21.46,26.31,6.55,51.48,27-May-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
27-May-2020 - 00:00,736.31,30.44,40.09,224.54,29.43,1.76,140.62,2.38,2.69,0.92,0.86,0.91,3.98,0.43,8.97,21.37,26.43,5.95,47.88,28-May-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
28-May-2020 - 00:00,736.71,26.72,49.29,221.11,26.7,,145.38,2.66,2.67,0.92,0.86,0.9,3.97,0.4,8.87,21.08,26.05,6.97,48.54,29-May-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
29-May-2020 - 00:00,738.52,24.14,70.9,273.33,22.88,1.82,147.0,1.9,2.67,0.92,0.86,0.92,3.96,0.1,8.88,21.15,26.16,103.82,59.7,30-May-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
30-May-2020 - 00:00,737.79,18.63,66.66,242.27,23.84,,157.55,1.9,2.68,0.92,0.86,0.91,3.96,0.02,9.15,21.64,26.67,6.45,42.22,31-May-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
31-May-2020 - 00:00,739.36,16.88,83.49,273.79,22.07,,162.37,1.6,2.68,0.92,0.86,0.91,3.98,0.01,9.26,21.95,27.1,8.44,38.74,01-Jun-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
01-Jun-2020 - 00:00,737.22,41.95,61.56,224.65,25.92,,224.61,1.54,2.68,0.92,0.86,0.91,4.0,0.18,5.51,15.79,21.42,59.84,47.99,02-Jun-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
02-Jun-2020 - 00:00,736.78,20.42,62.73,182.21,23.83,,116.1,1.84,2.68,0.92,0.86,0.91,3.96,0.23,3.12,12.26,18.52,5.75,45.54,03-Jun-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
03-Jun-2020 - 00:00,735.87,26.58,56.27,147.67,24.13,0.1,120.28,2.18,2.67,0.92,0.86,0.9,4.0,0.26,3.48,12.82,19.06,19.67,48.52,04-Jun-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
04-Jun-2020 - 00:00,736.67,24.34,59.5,153.42,24.56,0.03,131.39,1.7,2.67,0.92,0.86,0.91,4.0,0.43,3.06,11.93,17.99,10.86,49.25,05-Jun-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
05-Jun-2020 - 00:00,736.97,23.68,77.15,153.65,21.58,0.3,131.22,1.63,2.69,0.92,0.86,0.92,3.97,0.25,3.33,12.55,18.74,56.56,62.56,06-Jun-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
06-Jun-2020 - 00:00,737.78,24.69,68.22,236.83,24.26,0.18,133.34,1.37,2.69,0.93,0.86,0.91,3.98,0.04,2.86,11.83,18.15,6.32,98.39,07-Jun-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
07-Jun-2020 - 00:00,737.83,23.87,78.17,199.63,22.6,0.28,151.69,1.64,2.67,0.92,0.86,0.91,4.0,0.01,3.59,13.14,19.45,15.31,93.67,08-Jun-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
08-Jun-2020 - 00:00,737.45,35.85,71.98,203.59,25.51,0.07,169.28,1.88,2.68,0.92,0.86,0.9,3.97,0.1,2.95,11.83,18.05,8.79,80.4,09-Jun-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
09-Jun-2020 - 00:00,737.66,39.83,62.42,253.25,27.41,0.01,147.75,1.29,2.68,0.92,0.86,0.91,4.0,0.23,3.37,12.59,18.81,14.47,70.84,10-Jun-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
10-Jun-2020 - 00:00,736.44,38.01,55.64,191.41,27.57,0.0,122.94,1.5,2.69,0.92,0.86,0.92,3.98,0.13,3.02,11.75,17.79,3.4,46.38,11-Jun-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
11-Jun-2020 - 00:00,736.64,31.41,55.47,195.19,28.41,-0.12,159.02,1.46,2.68,0.92,0.86,0.9,3.98,0.19,4.66,12.13,15.86,3.98,44.05,12-Jun-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
12-Jun-2020 - 00:00,736.61,34.48,57.67,186.55,29.36,-0.11,176.61,1.39,2.7,0.92,0.86,0.91,3.97,0.1,6.1,11.96,13.19,3.73,45.9,13-Jun-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
13-Jun-2020 - 00:00,736.95,40.83,60.97,202.89,27.51,-1.49,124.42,1.9,2.68,0.92,0.87,0.91,3.98,0.11,6.21,11.8,12.7,3.13,45.36,14-Jun-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
14-Jun-2020 - 00:00,736.92,24.7,55.85,214.61,28.28,-0.07,140.56,1.52,2.67,0.92,0.86,0.92,3.97,0.07,6.7,12.82,13.86,3.53,43.96,15-Jun-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
15-Jun-2020 - 00:00,736.75,27.95,57.65,196.71,29.32,-0.12,189.65,1.51,2.65,0.92,0.86,0.91,4.0,0.07,6.81,12.69,13.48,3.97,44.88,16-Jun-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
16-Jun-2020 - 00:00,736.38,21.46,53.34,192.33,29.47,-0.11,188.63,1.56,2.67,0.92,0.86,0.9,3.97,0.75,6.86,13.36,14.64,3.83,45.48,17-Jun-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
17-Jun-2020 - 00:00,737.63,29.38,59.57,217.76,29.25,0.72,177.12,1.7,2.69,0.92,0.86,0.91,3.97,2.93,6.72,12.62,13.48,4.6,55.09,18-Jun-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
18-Jun-2020 - 00:00,736.49,35.87,59.52,105.77,29.45,2.02,172.73,1.52,2.69,0.92,0.86,0.92,3.96,1.44,6.92,13.16,14.2,3.93,16.72,19-Jun-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
19-Jun-2020 - 00:00,737.33,28.03,62.33,150.11,27.87,-0.01,158.47,1.75,2.69,0.92,0.86,0.91,4.0,0.92,6.38,12.45,13.7,3.31,14.02,20-Jun-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
20-Jun-2020 - 00:00,737.0,37.01,70.64,105.3,27.73,-0.0,186.57,1.73,2.69,0.92,0.86,0.91,3.98,0.84,6.65,12.69,13.71,3.55,19.2,21-Jun-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
21-Jun-2020 - 00:00,738.19,30.94,78.36,156.68,24.85,0.17,137.49,1.59,2.68,0.92,0.86,0.9,3.96,1.03,6.28,12.08,13.13,2.96,19.1,22-Jun-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
22-Jun-2020 - 00:00,738.09,36.6,82.8,137.5,25.07,0.15,177.92,1.51,2.69,0.92,0.86,0.91,3.98,1.12,6.32,11.93,12.79,3.43,17.59,23-Jun-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
23-Jun-2020 - 00:00,738.29,29.28,71.93,177.18,27.64,-0.04,166.96,1.64,2.69,0.92,0.86,0.92,3.98,1.11,6.47,12.64,13.91,3.94,17.22,24-Jun-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
24-Jun-2020 - 00:00,737.15,19.6,82.6,75.75,25.43,0.19,129.82,1.72,2.68,0.92,0.86,0.91,3.98,1.33,5.82,11.29,12.35,3.58,13.64,25-Jun-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
25-Jun-2020 - 00:00,737.43,23.22,78.39,114.72,26.21,0.05,133.41,1.34,2.69,0.92,0.85,0.91,3.97,1.4,6.37,12.21,13.23,3.4,14.71,26-Jun-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
26-Jun-2020 - 00:00,737.49,51.24,80.2,102.44,26.55,-0.05,156.0,1.47,2.67,0.92,0.85,0.92,4.0,1.15,6.58,12.41,13.31,12.61,16.04,27-Jun-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
27-Jun-2020 - 00:00,737.76,42.62,73.31,143.22,28.27,-0.27,149.05,1.17,2.69,0.92,0.87,0.91,3.99,0.08,6.7,12.89,14.01,3.26,16.37,28-Jun-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
28-Jun-2020 - 00:00,736.99,35.95,64.75,118.84,29.19,-0.32,145.0,1.19,2.67,0.92,0.86,0.91,3.98,0.03,7.08,13.48,14.58,3.83,17.15,29-Jun-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
29-Jun-2020 - 00:00,737.04,40.29,71.95,102.14,27.27,-0.23,158.45,2.01,2.67,0.92,0.86,0.9,3.99,0.07,9.47,16.0,17.14,3.84,15.75,30-Jun-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
30-Jun-2020 - 00:00,737.39,26.24,73.32,114.66,27.33,-0.24,173.76,1.87,2.69,0.92,0.86,0.91,3.98,0.27,9.63,18.29,19.64,3.79,15.97,01-Jul-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
01-Jul-2020 - 00:00,737.25,43.76,72.93,111.74,27.92,-0.25,153.95,1.54,2.69,0.92,0.86,0.91,3.98,0.23,9.65,18.37,19.77,3.93,16.56,02-Jul-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
02-Jul-2020 - 00:00,737.57,53.13,83.28,98.5,26.82,-0.09,123.36,1.43,2.68,0.92,0.86,0.91,3.97,0.28,9.68,18.23,19.47,3.87,15.14,03-Jul-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
03-Jul-2020 - 00:00,737.91,52.35,78.8,137.62,28.54,-0.32,131.94,1.71,2.68,0.92,0.86,0.91,3.98,0.26,9.94,18.64,19.84,3.77,17.04,04-Jul-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
04-Jul-2020 - 00:00,738.62,38.0,85.99,165.0,26.05,-0.15,157.89,1.92,2.67,0.92,0.86,0.91,3.98,0.29,9.37,17.66,18.86,3.05,15.32,05-Jul-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
05-Jul-2020 - 00:00,739.09,18.03,80.33,213.81,24.0,-0.03,174.09,1.77,2.69,0.92,0.86,0.91,3.97,0.45,9.13,17.29,18.53,3.19,14.15,06-Jul-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
06-Jul-2020 - 00:00,738.86,32.11,78.03,212.15,26.4,-0.17,116.86,1.49,2.68,0.92,0.86,0.91,3.98,0.34,9.04,16.92,17.97,4.1,13.5,07-Jul-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
07-Jul-2020 - 00:00,737.62,18.37,80.03,115.14,25.81,-0.17,148.52,1.81,2.69,0.92,0.86,0.9,3.97,0.31,9.18,17.4,18.69,3.8,12.39,08-Jul-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
08-Jul-2020 - 00:00,738.61,7.42,94.16,129.7,23.46,0.1,103.99,1.39,2.67,0.92,0.86,0.91,3.97,0.29,13.14,24.93,26.8,5.17,10.03,09-Jul-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
09-Jul-2020 - 00:00,740.74,23.6,87.23,285.78,25.8,-0.17,121.08,1.89,2.66,0.92,0.86,0.91,4.01,0.08,12.32,23.18,24.75,4.75,13.65,10-Jul-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
10-Jul-2020 - 00:00,740.21,45.97,84.28,229.73,26.4,-0.24,116.98,1.5,2.66,0.92,0.85,0.91,3.96,0.11,10.8,20.3,21.66,9.55,13.19,11-Jul-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
11-Jul-2020 - 00:00,738.75,34.28,86.76,167.17,24.75,-0.09,189.32,1.4,2.68,0.92,0.87,0.91,3.98,0.03,8.18,15.32,16.3,3.43,8.99,12-Jul-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
12-Jul-2020 - 00:00,738.34,18.64,87.62,136.54,22.93,0.02,175.43,1.38,2.68,0.92,0.86,0.91,3.99,0.01,7.87,14.73,15.63,2.66,8.89,13-Jul-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
13-Jul-2020 - 00:00,740.0,30.2,81.31,217.83,25.5,-0.22,145.86,0.96,2.67,0.92,0.86,0.91,3.97,0.19,8.8,16.81,18.15,4.94,8.88,14-Jul-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
14-Jul-2020 - 00:00,740.62,37.91,80.44,259.38,26.95,-0.27,154.17,1.4,2.67,0.92,0.86,0.91,3.99,0.41,8.28,15.99,17.4,4.58,8.38,15-Jul-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
15-Jul-2020 - 00:00,740.07,39.78,79.42,290.6,27.16,-0.22,146.73,1.77,2.67,0.91,0.86,0.91,3.97,0.21,9.39,18.17,19.78,42.5,14.9,16-Jul-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
16-Jul-2020 - 00:00,739.53,23.35,81.58,215.28,26.67,-0.18,152.84,1.68,2.67,0.92,0.86,0.92,3.97,0.2,8.72,16.4,17.48,3.57,12.02,17-Jul-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
17-Jul-2020 - 00:00,738.08,27.12,86.47,124.6,26.49,-0.18,123.46,1.82,2.67,0.92,0.86,0.91,3.99,0.18,8.89,16.71,17.8,3.38,10.56,18-Jul-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
18-Jul-2020 - 00:00,738.09,37.7,92.56,99.91,26.09,-0.07,135.64,1.58,2.69,0.92,0.86,0.91,3.98,0.12,8.88,16.62,17.65,3.12,10.48,19-Jul-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
19-Jul-2020 - 00:00,740.01,42.51,87.77,249.81,26.19,-0.09,153.89,1.27,2.68,0.92,0.86,0.91,3.97,0.06,8.68,16.27,17.3,3.15,11.01,20-Jul-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
20-Jul-2020 - 00:00,738.47,38.24,90.54,132.65,24.97,-0.01,179.21,1.49,2.67,0.92,0.85,0.91,3.97,0.07,9.12,17.04,18.08,3.77,12.64,21-Jul-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
21-Jul-2020 - 00:00,737.81,22.5,94.15,73.52,22.1,0.2,160.09,1.66,2.66,0.92,0.86,0.9,3.97,0.13,9.97,18.93,20.35,3.08,12.26,22-Jul-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
22-Jul-2020 - 00:00,738.04,30.26,92.92,96.18,22.66,0.16,138.42,1.41,2.69,0.92,0.86,0.91,3.99,0.35,9.48,17.98,19.29,3.07,10.74,23-Jul-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
23-Jul-2020 - 00:00,740.9,48.2,82.98,282.34,25.14,-0.13,139.11,0.97,2.69,0.92,0.86,0.9,3.98,0.32,9.06,17.08,18.32,2.95,10.51,24-Jul-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
24-Jul-2020 - 00:00,740.0,30.63,80.21,210.41,26.22,-0.27,156.6,1.56,2.68,0.92,0.86,0.91,3.98,0.26,8.91,17.07,18.46,3.07,9.73,25-Jul-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
25-Jul-2020 - 00:00,739.47,22.25,80.81,242.05,26.17,-0.3,146.81,1.62,2.68,0.92,0.87,0.9,3.99,0.19,8.37,15.66,16.62,3.01,8.14,26-Jul-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
26-Jul-2020 - 00:00,738.05,25.11,86.87,119.54,25.79,-0.15,152.57,1.54,2.7,0.92,0.86,0.91,3.98,0.16,8.5,15.96,17.0,3.09,8.85,27-Jul-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
27-Jul-2020 - 00:00,737.76,32.41,83.34,118.35,26.93,-0.22,103.76,1.26,2.67,0.92,0.86,0.91,3.95,0.16,8.86,16.82,18.07,3.86,9.59,28-Jul-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
28-Jul-2020 - 00:00,737.83,38.86,82.99,122.66,26.75,-0.17,104.97,1.37,2.67,0.92,0.86,0.9,3.97,0.18,9.09,17.3,18.6,3.47,10.7,29-Jul-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
29-Jul-2020 - 00:00,738.41,27.01,90.66,132.94,24.91,-0.04,153.22,1.89,2.68,0.92,0.86,0.91,3.97,0.2,9.17,16.93,17.8,3.19,10.2,30-Jul-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
30-Jul-2020 - 00:00,737.89,14.93,94.66,78.07,23.47,-0.01,179.38,1.67,2.69,0.92,0.85,0.9,3.99,0.3,9.13,17.2,18.39,3.86,8.62,31-Jul-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
31-Jul-2020 - 00:00,737.88,30.25,88.63,102.11,25.29,-0.18,168.67,1.71,2.69,0.92,0.86,0.92,3.96,0.33,8.2,15.44,16.52,3.26,9.95,01-Aug-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
01-Aug-2020 - 00:00,737.71,29.12,95.0,59.41,23.19,0.06,135.8,1.41,2.68,0.92,0.86,0.91,3.97,0.39,8.57,16.09,17.12,3.21,8.46,02-Aug-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
02-Aug-2020 - 00:00,737.91,43.92,89.1,99.92,25.26,-0.22,134.8,1.08,2.69,0.92,0.85,0.91,3.97,0.55,8.35,15.79,16.91,3.1,8.86,03-Aug-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
03-Aug-2020 - 00:00,737.61,49.39,86.88,87.84,26.53,-0.33,133.86,1.47,2.68,0.92,0.86,0.91,3.98,0.55,8.35,15.79,16.91,3.41,9.91,04-Aug-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
04-Aug-2020 - 00:00,737.45,28.03,88.51,69.89,25.7,-0.23,127.08,1.66,2.68,0.92,0.86,0.91,3.98,0.49,8.48,15.92,16.95,3.68,9.85,05-Aug-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
05-Aug-2020 - 00:00,737.67,26.68,85.97,97.64,26.32,-0.27,99.57,2.01,2.7,0.92,0.86,0.91,3.98,0.53,8.48,16.13,17.35,3.61,8.08,06-Aug-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
06-Aug-2020 - 00:00,737.02,12.42,73.65,97.73,27.99,-0.38,114.39,1.35,2.7,0.92,0.86,0.91,3.98,0.55,8.65,16.23,17.27,3.4,8.79,07-Aug-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
07-Aug-2020 - 00:00,737.73,15.26,84.9,105.96,26.69,-0.19,125.55,1.72,2.68,0.92,0.87,0.91,3.98,0.6,8.86,16.64,17.74,3.49,8.77,08-Aug-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
08-Aug-2020 - 00:00,737.47,27.17,84.41,90.32,27.39,-0.26,126.83,1.18,2.68,0.92,0.86,0.92,3.97,0.7,8.33,15.78,16.92,3.1,8.62,09-Aug-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
