from date,AT,BP,RH,SR,WD,WS,PM10,PM2.5,Benzene,Toluene,NH3,NO,NOx,NO2,SO2,Ozone,CO,to date,station
21-Nov-2020 - 00:00,20.04,987.93,51.16,87.12,293.24,1.87,230.96,126.0,2.78,22.49,19.49,18.98,60.39,84.46,25.84,52.19,1.31,22-Nov-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
22-Nov-2020 - 00:00,19.51,988.5,49.91,85.95,270.81,1.19,249.46,136.21,3.54,31.76,19.79,20.33,65.65,92.27,29.56,48.01,1.49,23-Nov-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
23-Nov-2020 - 00:00,19.55,988.79,50.93,76.56,176.09,0.6,304.88,169.29,5.17,55.02,20.71,34.03,85.19,108.03,34.46,55.62,1.92,24-Nov-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
24-Nov-2020 - 00:00,19.83,988.37,52.51,76.0,127.78,0.64,341.96,198.62,5.66,80.89,22.68,46.06,103.68,124.35,45.29,61.13,2.12,25-Nov-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
25-Nov-2020 - 00:00,20.42,988.71,57.21,54.68,98.42,0.83,392.58,252.67,5.39,58.51,26.25,15.73,66.31,100.57,35.79,58.38,2.16,26-Nov-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
26-Nov-2020 - 00:00,21.15,990.76,61.05,68.03,250.08,0.93,186.21,109.75,4.29,45.62,25.73,44.24,82.58,87.45,30.3,33.95,2.26,27-Nov-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
27-Nov-2020 - 00:00,21.1,992.41,57.66,79.07,294.81,1.75,155.08,76.54,3.1,29.49,21.54,23.34,61.52,79.89,17.96,36.08,1.55,28-Nov-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
28-Nov-2020 - 00:00,20.83,991.34,53.9,77.54,283.34,1.97,208.88,110.79,3.55,34.01,22.63,25.4,64.74,82.79,18.65,54.27,1.66,29-Nov-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
29-Nov-2020 - 00:00,20.17,990.04,51.75,76.97,263.29,0.96,214.5,116.79,3.43,33.54,21.63,13.11,59.14,91.11,17.78,62.87,1.58,30-Nov-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
30-Nov-2020 - 00:00,20.09,989.12,55.38,70.71,265.95,0.82,298.5,164.46,5.78,58.37,24.15,36.03,87.83,109.91,21.04,57.89,2.2,01-Dec-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
01-Dec-2020 - 00:00,17.75,988.85,65.75,5.2,256.1,0.45,461.0,256.0,10.45,152.75,28.95,53.55,113.65,131.6,28.15,5.85,3.55,02-Dec-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
