from date,PM2.5,PM10,NO2,NOx,NO,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,MP-Xylene,Eth-Benzene,AT,RH,WS,WD,BP,SR,RF,to date,station
18-Apr-2020 - 00:00,43.96,118.21,16.81,22.88,6.41,,6.32,0.6,31.33,1.99,0.05,0.3,1.37,1.06,29.34,66.51,0.7,141.54,750.32,174.19,,19-Apr-2020 - 00:00,"Muradpur, Patna - BSPCB"
19-Apr-2020 - 00:00,50.07,120.31,14.58,17.44,3.01,,5.85,0.64,38.55,0.36,0.01,0.04,0.29,0.29,30.14,65.67,0.62,107.72,749.52,170.09,,20-Apr-2020 - 00:00,"Muradpur, Patna - BSPCB"
20-Apr-2020 - 00:00,36.25,83.65,15.76,18.59,2.82,,6.01,0.54,31.38,2.85,0.09,0.41,2.13,1.86,28.07,62.73,0.6,117.62,750.64,139.22,,21-Apr-2020 - 00:00,"Muradpur, Patna - BSPCB"
21-Apr-2020 - 00:00,20.73,61.81,13.01,16.1,3.2,,5.96,0.52,10.93,1.96,0.57,0.36,1.94,1.42,26.05,67.2,0.88,74.85,751.35,184.78,,22-Apr-2020 - 00:00,"Muradpur, Patna - BSPCB"
22-Apr-2020 - 00:00,20.31,64.09,14.17,16.73,2.56,,6.06,0.46,7.07,2.03,0.97,0.37,2.13,1.5,26.67,60.62,0.56,69.06,751.15,200.95,,23-Apr-2020 - 00:00,"Muradpur, Patna - BSPCB"
23-Apr-2020 - 00:00,40.63,108.39,14.28,17.34,3.13,,6.49,0.58,9.22,3.34,0.15,0.39,2.58,1.68,27.76,66.72,0.63,64.9,750.07,176.46,,24-Apr-2020 - 00:00,"Muradpur, Patna - BSPCB"
24-Apr-2020 - 00:00,29.31,61.4,16.49,26.15,10.81,,5.75,0.61,7.29,2.55,0.08,0.35,2.12,1.56,25.81,75.23,0.66,86.61,749.58,115.19,,25-Apr-2020 - 00:00,"Muradpur, Patna - BSPCB"
25-Apr-2020 - 00:00,29.96,61.64,9.3,11.55,2.25,,5.46,0.58,7.24,2.37,0.07,0.32,2.11,1.4,26.04,77.48,0.9,76.73,750.3,185.74,,26-Apr-2020 - 00:00,"Muradpur, Patna - BSPCB"
26-Apr-2020 - 00:00,16.45,32.01,10.0,12.46,2.46,,5.33,0.53,7.24,2.04,0.07,0.3,1.85,1.35,23.4,85.91,0.71,86.46,752.5,134.49,,27-Apr-2020 - 00:00,"Muradpur, Patna - BSPCB"
27-Apr-2020 - 00:00,26.07,42.92,12.27,14.78,2.51,,5.46,0.59,7.86,2.47,0.11,0.3,2.61,1.7,25.88,77.64,0.66,74.21,753.55,160.04,,28-Apr-2020 - 00:00,"Muradpur, Patna - BSPCB"
28-Apr-2020 - 00:00,17.15,33.5,8.5,10.74,2.23,,4.68,0.46,7.44,1.65,0.11,0.28,1.97,1.41,25.25,76.85,0.79,74.84,752.98,191.95,,29-Apr-2020 - 00:00,"Muradpur, Patna - BSPCB"
29-Apr-2020 - 00:00,19.53,40.35,17.16,30.85,15.36,,3.56,0.46,6.67,1.23,0.05,0.19,1.41,0.99,26.82,70.53,0.52,71.17,751.57,203.76,,30-Apr-2020 - 00:00,"Muradpur, Patna - BSPCB"
30-Apr-2020 - 00:00,33.71,70.14,18.92,21.41,7.39,,3.67,0.5,19.61,1.18,1.21,0.19,1.37,0.9,28.89,67.17,0.58,74.46,751.51,201.41,,01-May-2020 - 00:00,"Muradpur, Patna - BSPCB"
01-May-2020 - 00:00,27.9,83.15,26.6,47.99,22.81,,3.61,0.45,7.32,2.16,0.31,0.3,2.23,1.57,25.01,77.86,0.65,105.34,751.1,99.97,,02-May-2020 - 00:00,"Muradpur, Patna - BSPCB"
02-May-2020 - 00:00,17.05,30.81,15.59,18.52,2.94,,3.59,0.45,6.92,1.9,0.12,0.26,2.66,1.72,25.3,75.59,0.53,70.25,750.57,186.69,,03-May-2020 - 00:00,"Muradpur, Patna - BSPCB"
03-May-2020 - 00:00,28.59,54.23,16.23,24.04,8.24,,3.68,0.48,6.46,2.64,0.12,0.28,2.85,1.97,27.94,69.49,0.49,69.36,750.34,215.14,,04-May-2020 - 00:00,"Muradpur, Patna - BSPCB"
04-May-2020 - 00:00,30.29,69.39,51.78,71.14,56.11,,3.67,0.5,6.32,2.52,0.1,0.35,2.95,1.99,29.41,65.16,0.64,74.07,750.7,196.36,,05-May-2020 - 00:00,"Muradpur, Patna - BSPCB"
05-May-2020 - 00:00,21.39,43.31,14.58,17.51,3.07,,3.51,0.45,15.05,2.16,0.08,0.31,2.8,1.86,26.27,78.31,0.51,95.33,750.37,204.22,,06-May-2020 - 00:00,"Muradpur, Patna - BSPCB"
06-May-2020 - 00:00,18.61,35.67,14.36,17.26,2.88,,3.62,0.41,29.7,1.84,0.08,0.34,2.88,1.87,27.24,71.06,0.32,105.58,750.34,222.19,,07-May-2020 - 00:00,"Muradpur, Patna - BSPCB"
07-May-2020 - 00:00,22.59,52.26,40.27,64.68,44.15,,3.64,0.47,21.04,2.38,0.09,0.31,2.85,2.24,26.02,74.99,0.37,116.42,750.48,184.36,,08-May-2020 - 00:00,"Muradpur, Patna - BSPCB"
08-May-2020 - 00:00,23.43,55.91,19.71,24.7,5.45,,3.79,0.46,25.86,2.19,0.09,0.23,2.43,1.91,26.87,70.75,0.44,67.46,749.87,218.65,,09-May-2020 - 00:00,"Muradpur, Patna - BSPCB"
09-May-2020 - 00:00,39.69,89.82,25.49,38.1,12.76,,3.56,0.55,33.68,2.83,0.1,0.29,2.84,1.89,28.94,68.95,0.51,67.9,750.37,206.16,,10-May-2020 - 00:00,"Muradpur, Patna - BSPCB"
10-May-2020 - 00:00,42.41,97.99,18.81,24.16,5.52,,3.25,0.56,35.93,2.9,0.09,0.29,2.23,1.7,29.76,70.42,0.56,77.64,750.22,157.48,,11-May-2020 - 00:00,"Muradpur, Patna - BSPCB"
11-May-2020 - 00:00,26.27,133.68,16.38,19.05,2.98,,3.47,0.5,24.63,2.08,0.09,0.17,2.2,1.6,26.58,77.37,0.63,169.54,751.79,219.7,,12-May-2020 - 00:00,"Muradpur, Patna - BSPCB"
12-May-2020 - 00:00,38.66,93.54,27.36,35.77,13.69,,3.39,0.64,30.27,3.23,0.11,0.21,2.76,1.93,29.09,69.82,0.25,166.73,750.47,158.86,,13-May-2020 - 00:00,"Muradpur, Patna - BSPCB"
13-May-2020 - 00:00,43.28,125.42,34.25,40.76,6.82,,3.68,0.67,37.59,3.41,0.17,0.23,2.98,2.15,31.53,58.99,0.26,175.06,748.76,198.02,,14-May-2020 - 00:00,"Muradpur, Patna - BSPCB"
14-May-2020 - 00:00,54.69,151.23,18.44,22.35,3.94,,3.08,0.66,42.58,4.25,0.16,0.23,3.46,1.88,30.8,68.08,0.44,129.98,748.43,147.39,,15-May-2020 - 00:00,"Muradpur, Patna - BSPCB"
15-May-2020 - 00:00,37.42,112.82,11.12,14.25,3.39,,3.27,0.6,20.3,2.6,0.11,0.13,1.75,1.25,30.37,72.94,0.46,80.03,747.47,201.44,,16-May-2020 - 00:00,"Muradpur, Patna - BSPCB"
16-May-2020 - 00:00,42.46,156.12,20.74,23.98,3.37,,3.47,0.63,23.54,2.28,2.05,0.09,1.02,0.95,33.0,53.65,0.57,186.8,746.18,208.87,,17-May-2020 - 00:00,"Muradpur, Patna - BSPCB"
17-May-2020 - 00:00,46.36,194.8,34.42,39.83,5.4,,4.76,0.71,35.89,3.02,55.21,0.13,0.53,0.7,32.93,43.74,0.43,154.03,746.19,208.13,,18-May-2020 - 00:00,"Muradpur, Patna - BSPCB"
18-May-2020 - 00:00,48.36,146.25,24.23,33.59,9.92,,3.37,0.7,20.29,1.82,0.95,0.06,0.76,0.93,31.59,67.41,0.48,70.66,745.27,198.25,,19-May-2020 - 00:00,"Muradpur, Patna - BSPCB"
19-May-2020 - 00:00,40.82,128.12,16.45,19.68,3.24,,3.37,0.6,8.12,2.78,1.75,1.14,1.69,1.51,31.33,69.37,0.53,70.12,749.06,195.46,,20-May-2020 - 00:00,"Muradpur, Patna - BSPCB"
20-May-2020 - 00:00,32.46,115.77,15.28,19.04,3.85,,3.67,0.55,7.59,2.04,1.46,2.85,3.42,1.11,29.17,70.8,0.68,72.28,753.44,100.33,,21-May-2020 - 00:00,"Muradpur, Patna - BSPCB"
21-May-2020 - 00:00,17.48,64.44,14.2,16.78,2.58,,3.61,0.44,7.98,0.9,2.82,2.5,3.08,1.12,27.52,75.7,0.54,139.76,754.04,130.08,,22-May-2020 - 00:00,"Muradpur, Patna - BSPCB"
22-May-2020 - 00:00,14.01,71.89,15.09,17.63,3.11,,4.44,0.41,7.37,0.66,1.26,2.34,2.84,1.09,29.34,70.08,0.82,74.39,755.18,195.53,,23-May-2020 - 00:00,"Muradpur, Patna - BSPCB"
23-May-2020 - 00:00,29.91,96.72,17.0,23.39,6.67,,3.49,0.59,6.85,1.4,1.19,2.41,2.94,1.16,29.36,78.93,0.57,69.86,755.84,188.06,,24-May-2020 - 00:00,"Muradpur, Patna - BSPCB"
24-May-2020 - 00:00,49.96,138.44,12.66,15.65,3.03,,3.25,0.71,8.76,2.51,1.18,2.96,3.41,1.22,32.65,72.05,0.36,81.65,754.47,180.9,,25-May-2020 - 00:00,"Muradpur, Patna - BSPCB"
25-May-2020 - 00:00,44.25,162.9,18.44,29.8,12.12,,3.16,0.69,8.06,2.71,15.03,2.76,3.4,1.26,33.12,71.82,0.45,67.72,753.81,182.54,,26-May-2020 - 00:00,"Muradpur, Patna - BSPCB"
26-May-2020 - 00:00,33.22,145.12,12.02,17.6,5.74,,3.4,0.59,7.11,0.89,20.02,0.37,0.79,0.32,32.15,71.79,0.45,93.43,753.78,218.24,,27-May-2020 - 00:00,"Muradpur, Patna - BSPCB"
27-May-2020 - 00:00,31.09,177.61,8.11,10.17,2.3,,4.02,0.52,4.8,2.16,51.4,1.38,2.7,1.0,29.36,72.43,1.09,77.8,754.72,182.23,,28-May-2020 - 00:00,"Muradpur, Patna - BSPCB"
28-May-2020 - 00:00,19.19,99.11,18.61,23.33,4.76,,3.34,0.47,7.08,0.5,12.47,1.77,3.23,1.09,28.04,68.7,1.01,81.28,756.3,173.61,,29-May-2020 - 00:00,"Muradpur, Patna - BSPCB"
29-May-2020 - 00:00,24.71,92.08,14.93,18.02,3.08,,3.85,0.49,7.38,1.11,8.17,2.42,3.25,1.15,29.66,69.26,0.69,74.32,757.06,180.61,,30-May-2020 - 00:00,"Muradpur, Patna - BSPCB"
30-May-2020 - 00:00,28.45,110.95,29.7,44.34,28.07,,3.64,0.52,6.95,1.2,1.32,2.14,2.71,0.98,29.49,71.94,0.78,96.37,757.75,190.96,,31-May-2020 - 00:00,"Muradpur, Patna - BSPCB"
31-May-2020 - 00:00,16.55,44.7,19.75,23.74,4.02,,4.61,0.39,7.35,0.0,0.0,0.0,0.0,0.0,26.09,81.28,0.58,114.33,759.6,131.96,,01-Jun-2020 - 00:00,"Muradpur, Patna - BSPCB"
01-Jun-2020 - 00:00,27.32,127.14,35.03,30.15,7.1,,23.03,0.41,6.8,1.31,8.26,2.06,2.58,1.09,28.81,70.09,0.34,204.22,757.34,73.07,,02-Jun-2020 - 00:00,"Muradpur, Patna - BSPCB"
02-Jun-2020 - 00:00,41.38,111.44,27.35,30.57,3.21,,3.53,0.65,6.75,2.39,8.95,2.75,3.17,1.42,30.29,68.0,0.39,253.67,757.28,170.6,,03-Jun-2020 - 00:00,"Muradpur, Patna - BSPCB"
03-Jun-2020 - 00:00,37.75,120.13,31.42,34.72,3.24,,3.72,0.62,7.15,1.99,2.31,3.01,4.02,1.57,31.41,61.01,0.55,241.21,756.53,115.42,,04-Jun-2020 - 00:00,"Muradpur, Patna - BSPCB"
04-Jun-2020 - 00:00,39.1,119.7,27.65,69.8,62.47,,4.01,0.62,7.12,2.53,2.05,5.72,11.32,3.58,29.13,69.58,0.54,214.3,756.48,69.07,,05-Jun-2020 - 00:00,"Muradpur, Patna - BSPCB"
05-Jun-2020 - 00:00,26.14,63.42,13.64,16.0,9.48,,3.53,0.57,6.76,1.5,1.13,3.23,6.15,1.98,25.89,92.49,0.63,123.24,755.12,63.95,,06-Jun-2020 - 00:00,"Muradpur, Patna - BSPCB"
06-Jun-2020 - 00:00,14.66,49.55,14.3,23.1,15.13,,3.62,0.55,6.58,0.34,14.17,0.82,1.26,0.46,27.63,82.11,0.56,230.19,755.54,140.5,,07-Jun-2020 - 00:00,"Muradpur, Patna - BSPCB"
07-Jun-2020 - 00:00,26.36,67.22,16.5,16.38,11.31,,3.53,0.62,5.98,1.83,8.41,2.9,5.05,1.7,29.48,76.1,0.46,186.03,755.03,189.21,,08-Jun-2020 - 00:00,"Muradpur, Patna - BSPCB"
08-Jun-2020 - 00:00,21.7,72.48,20.99,35.58,23.18,,3.46,0.59,6.04,1.34,1.31,2.85,5.08,1.57,31.28,69.87,0.37,204.66,754.54,190.81,,09-Jun-2020 - 00:00,"Muradpur, Patna - BSPCB"
09-Jun-2020 - 00:00,46.8,119.18,31.11,78.99,69.07,,3.49,0.74,6.37,2.35,2.84,2.47,4.09,1.45,32.74,68.72,0.29,83.51,754.82,198.45,,10-Jun-2020 - 00:00,"Muradpur, Patna - BSPCB"
10-Jun-2020 - 00:00,48.02,122.9,35.79,80.08,63.95,,3.7,0.69,6.42,2.31,1.47,3.11,3.54,1.63,33.43,66.22,0.4,66.71,754.29,197.86,,11-Jun-2020 - 00:00,"Muradpur, Patna - BSPCB"
11-Jun-2020 - 00:00,36.21,109.65,47.76,64.27,49.66,,4.43,0.62,6.65,1.84,1.13,2.91,4.38,1.57,32.71,65.92,0.57,69.84,753.38,175.59,,12-Jun-2020 - 00:00,"Muradpur, Patna - BSPCB"
12-Jun-2020 - 00:00,19.72,72.17,36.51,65.68,36.25,,3.71,0.41,6.45,1.2,1.86,2.88,3.6,1.47,31.75,69.17,0.66,73.62,752.78,182.41,,13-Jun-2020 - 00:00,"Muradpur, Patna - BSPCB"
13-Jun-2020 - 00:00,19.75,70.66,16.43,22.18,5.9,,3.33,0.47,6.46,0.99,1.1,2.7,3.88,1.45,30.38,77.36,0.72,74.49,753.37,200.08,,14-Jun-2020 - 00:00,"Muradpur, Patna - BSPCB"
14-Jun-2020 - 00:00,14.63,61.86,11.91,17.8,6.08,,3.43,0.43,6.75,0.64,1.07,2.6,3.21,1.31,30.13,79.21,0.72,73.81,754.03,193.27,,15-Jun-2020 - 00:00,"Muradpur, Patna - BSPCB"
15-Jun-2020 - 00:00,19.1,52.83,17.14,22.62,5.53,,3.45,0.52,6.29,1.25,1.1,2.23,3.17,1.35,28.19,90.54,0.49,89.79,753.04,101.19,,16-Jun-2020 - 00:00,"Muradpur, Patna - BSPCB"
16-Jun-2020 - 00:00,20.32,58.28,16.79,20.08,3.29,,3.43,0.54,7.56,1.39,1.1,1.99,3.27,1.27,28.89,86.27,0.61,75.53,751.79,121.61,,17-Jun-2020 - 00:00,"Muradpur, Patna - BSPCB"
17-Jun-2020 - 00:00,19.74,60.07,22.47,29.68,7.67,,3.28,0.52,6.24,1.2,1.1,1.95,2.42,1.11,29.45,85.39,0.51,92.96,750.59,168.53,,18-Jun-2020 - 00:00,"Muradpur, Patna - BSPCB"
18-Jun-2020 - 00:00,23.47,60.59,19.8,26.04,6.32,,3.47,0.56,6.83,1.73,1.29,1.92,2.56,1.15,28.36,90.61,0.39,117.42,749.86,110.42,,19-Jun-2020 - 00:00,"Muradpur, Patna - BSPCB"
19-Jun-2020 - 00:00,21.0,55.37,31.18,40.61,11.46,,4.13,0.59,5.85,0.3,0.11,0.1,0.23,0.1,27.7,94.09,0.4,95.9,750.01,77.75,,20-Jun-2020 - 00:00,"Muradpur, Patna - BSPCB"
20-Jun-2020 - 00:00,28.03,59.4,19.39,20.66,3.52,,3.6,0.48,6.07,0.52,0.39,1.15,1.02,0.49,28.75,88.13,0.59,97.36,750.06,141.83,,21-Jun-2020 - 00:00,"Muradpur, Patna - BSPCB"
21-Jun-2020 - 00:00,16.57,50.8,12.46,16.98,4.52,,3.3,0.34,5.65,0.7,1.05,2.97,2.95,1.55,29.14,83.94,0.5,70.47,749.99,142.14,,22-Jun-2020 - 00:00,"Muradpur, Patna - BSPCB"
22-Jun-2020 - 00:00,21.8,51.4,18.11,27.35,9.76,,3.25,0.44,5.92,0.93,1.06,2.72,3.14,1.43,28.55,88.27,0.5,72.06,750.02,118.8,0.0,23-Jun-2020 - 00:00,"Muradpur, Patna - BSPCB"
23-Jun-2020 - 00:00,23.64,67.45,17.76,26.32,9.09,,3.37,0.45,6.08,1.12,1.06,2.17,3.14,1.19,29.63,85.01,0.56,72.46,750.24,132.23,0.0,24-Jun-2020 - 00:00,"Muradpur, Patna - BSPCB"
24-Jun-2020 - 00:00,31.79,86.36,25.76,31.35,5.58,,3.23,0.62,5.69,1.67,2.0,2.57,3.02,1.31,31.26,75.13,0.29,163.69,750.31,136.25,0.0,25-Jun-2020 - 00:00,"Muradpur, Patna - BSPCB"
25-Jun-2020 - 00:00,26.83,79.74,27.98,38.65,10.99,,3.38,0.64,6.09,2.28,1.12,1.87,2.76,1.18,28.28,89.85,0.28,158.82,750.21,52.75,0.05,26-Jun-2020 - 00:00,"Muradpur, Patna - BSPCB"
26-Jun-2020 - 00:00,16.9,51.54,32.84,38.34,5.5,,3.35,0.56,5.94,1.29,1.04,1.7,2.54,1.13,27.34,91.45,0.58,210.59,750.09,110.76,0.45,27-Jun-2020 - 00:00,"Muradpur, Patna - BSPCB"
27-Jun-2020 - 00:00,22.0,66.2,23.32,26.68,3.36,,3.33,0.51,5.9,0.95,1.04,2.88,3.43,1.33,29.6,79.16,0.65,254.41,750.06,175.65,0.0,28-Jun-2020 - 00:00,"Muradpur, Patna - BSPCB"
28-Jun-2020 - 00:00,21.94,62.54,17.67,21.42,3.75,,3.13,0.48,5.74,1.27,1.64,2.87,3.45,1.44,27.84,88.48,0.44,199.75,750.14,85.3,0.57,29-Jun-2020 - 00:00,"Muradpur, Patna - BSPCB"
29-Jun-2020 - 00:00,21.62,49.93,18.79,23.66,4.87,,3.23,0.54,5.82,1.85,2.02,3.04,4.14,1.49,27.0,94.3,0.36,72.23,750.22,71.49,0.13,30-Jun-2020 - 00:00,"Muradpur, Patna - BSPCB"
30-Jun-2020 - 00:00,31.57,74.08,27.06,37.98,11.15,,3.25,0.77,5.67,3.0,14.18,3.09,4.01,1.47,28.81,88.71,0.25,102.67,750.23,113.68,0.06,01-Jul-2020 - 00:00,"Muradpur, Patna - BSPCB"
01-Jul-2020 - 00:00,44.16,101.16,27.81,41.86,20.01,,3.21,0.73,6.21,3.17,5.14,3.26,4.3,1.66,31.14,81.02,0.26,130.05,750.07,177.1,0.0,02-Jul-2020 - 00:00,"Muradpur, Patna - BSPCB"
02-Jul-2020 - 00:00,40.25,101.79,16.45,19.96,3.53,,3.16,0.56,6.77,2.22,4.36,2.83,3.66,1.48,30.28,83.0,0.41,170.63,749.93,76.75,0.0,03-Jul-2020 - 00:00,"Muradpur, Patna - BSPCB"
03-Jul-2020 - 00:00,29.21,68.1,14.49,19.03,4.55,,3.21,0.54,6.92,1.83,2.1,2.66,4.12,1.44,28.71,89.62,0.61,89.71,750.02,131.59,0.29,04-Jul-2020 - 00:00,"Muradpur, Patna - BSPCB"
04-Jul-2020 - 00:00,20.34,54.61,19.21,24.4,5.22,,3.23,0.56,5.79,1.89,2.0,2.6,3.54,1.37,27.2,94.92,0.42,79.24,750.04,56.87,0.37,05-Jul-2020 - 00:00,"Muradpur, Patna - BSPCB"
05-Jul-2020 - 00:00,18.44,49.36,11.94,16.2,4.18,,3.21,0.48,5.23,0.98,0.96,1.54,1.43,0.67,29.81,84.47,0.39,66.98,749.91,182.59,0.02,06-Jul-2020 - 00:00,"Muradpur, Patna - BSPCB"
06-Jul-2020 - 00:00,14.69,45.96,12.88,18.25,5.58,,3.08,0.46,5.53,0.49,0.87,0.94,1.22,0.54,28.91,87.12,0.55,71.07,749.87,156.54,0.08,07-Jul-2020 - 00:00,"Muradpur, Patna - BSPCB"
07-Jul-2020 - 00:00,20.16,43.06,16.26,21.16,4.93,,3.21,0.53,5.39,1.45,2.02,2.77,3.03,1.37,28.52,91.2,0.5,71.82,750.18,88.67,0.07,08-Jul-2020 - 00:00,"Muradpur, Patna - BSPCB"
08-Jul-2020 - 00:00,29.39,63.03,18.63,25.11,6.48,,3.12,0.56,5.43,1.79,2.03,3.2,3.73,1.46,30.71,82.24,0.28,143.74,750.23,169.49,0.0,09-Jul-2020 - 00:00,"Muradpur, Patna - BSPCB"
09-Jul-2020 - 00:00,19.99,49.76,33.71,46.39,12.82,,3.27,0.74,5.32,2.12,2.04,2.64,3.35,1.42,27.28,92.24,0.55,227.43,749.99,79.2,0.09,10-Jul-2020 - 00:00,"Muradpur, Patna - BSPCB"
10-Jul-2020 - 00:00,15.2,43.44,15.52,21.02,6.03,,3.36,0.46,5.39,1.45,1.97,2.81,3.48,1.33,27.29,93.55,0.53,219.09,749.98,87.79,0.25,11-Jul-2020 - 00:00,"Muradpur, Patna - BSPCB"
11-Jul-2020 - 00:00,15.56,48.3,14.2,17.37,3.18,,3.24,0.43,5.45,0.9,2.01,2.77,3.47,1.32,28.73,87.15,0.68,239.91,749.92,113.7,0.01,12-Jul-2020 - 00:00,"Muradpur, Patna - BSPCB"
12-Jul-2020 - 00:00,19.44,62.6,10.4,13.71,3.32,,3.09,0.48,5.18,1.13,2.01,2.86,3.37,1.27,29.63,85.73,0.5,207.93,750.02,156.49,0.0,13-Jul-2020 - 00:00,"Muradpur, Patna - BSPCB"
13-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,14-Jul-2020 - 00:00,"Muradpur, Patna - BSPCB"
14-Jul-2020 - 00:00,23.4,75.57,17.08,4.88,1.27,,4.37,0.08,6.52,0.54,0.55,0.27,0.63,0.27,30.77,78.04,0.39,122.36,750.12,268.77,0.0,15-Jul-2020 - 00:00,"Muradpur, Patna - BSPCB"
15-Jul-2020 - 00:00,24.83,62.98,13.37,22.0,9.83,,3.42,0.35,5.69,1.32,1.97,1.11,2.21,0.94,30.56,78.88,0.51,72.97,750.14,216.58,0.0,16-Jul-2020 - 00:00,"Muradpur, Patna - BSPCB"
16-Jul-2020 - 00:00,21.98,56.49,20.64,23.86,3.22,,3.55,0.43,5.87,0.73,1.42,0.57,1.27,0.54,30.81,78.21,0.46,67.72,750.06,185.43,0.0,17-Jul-2020 - 00:00,"Muradpur, Patna - BSPCB"
17-Jul-2020 - 00:00,22.5,62.21,10.32,13.73,3.49,,3.28,0.43,5.9,1.35,2.03,1.19,2.41,1.03,31.4,75.03,0.47,69.22,750.14,181.43,0.0,18-Jul-2020 - 00:00,"Muradpur, Patna - BSPCB"
18-Jul-2020 - 00:00,27.8,71.68,15.68,22.87,11.66,,3.35,0.47,5.85,1.93,2.03,1.12,2.37,1.02,31.29,80.19,0.34,71.31,750.21,135.94,0.0,19-Jul-2020 - 00:00,"Muradpur, Patna - BSPCB"
19-Jul-2020 - 00:00,22.14,60.21,10.67,13.15,2.49,,3.22,0.43,5.47,1.29,2.01,1.21,2.37,1.03,27.94,90.71,0.36,216.78,750.11,42.18,0.23,20-Jul-2020 - 00:00,"Muradpur, Patna - BSPCB"
20-Jul-2020 - 00:00,12.03,36.48,13.41,16.38,2.97,,3.26,0.45,4.92,1.14,2.01,1.08,2.37,1.01,26.39,95.19,0.37,188.54,750.07,40.93,0.61,21-Jul-2020 - 00:00,"Muradpur, Patna - BSPCB"
21-Jul-2020 - 00:00,16.53,42.89,12.49,14.78,2.98,,3.19,0.42,5.11,1.28,1.92,1.1,2.26,0.98,27.67,91.07,0.42,236.92,750.24,87.63,0.01,22-Jul-2020 - 00:00,"Muradpur, Patna - BSPCB"
22-Jul-2020 - 00:00,17.57,61.14,9.84,12.71,2.87,,3.31,0.4,7.52,0.77,19.37,1.01,2.37,1.01,29.97,80.94,0.64,215.69,750.18,201.8,0.03,23-Jul-2020 - 00:00,"Muradpur, Patna - BSPCB"
23-Jul-2020 - 00:00,18.58,47.49,,,,,3.37,0.42,5.11,1.11,2.66,1.0,2.37,1.0,28.31,85.25,0.31,129.53,750.22,147.11,0.02,24-Jul-2020 - 00:00,"Muradpur, Patna - BSPCB"
24-Jul-2020 - 00:00,19.35,43.51,11.3,13.62,2.27,,3.26,0.47,5.14,1.22,3.23,1.0,2.37,1.0,27.74,92.42,0.28,84.48,750.44,89.87,0.16,25-Jul-2020 - 00:00,"Muradpur, Patna - BSPCB"
25-Jul-2020 - 00:00,37.19,59.02,19.87,37.07,19.8,,3.34,0.57,5.37,1.67,2.06,1.0,2.37,1.0,29.27,85.58,0.26,66.49,750.57,137.25,0.0,26-Jul-2020 - 00:00,"Muradpur, Patna - BSPCB"
26-Jul-2020 - 00:00,52.39,85.28,12.56,15.16,2.6,,3.23,0.6,5.22,2.92,2.01,1.06,2.37,1.04,29.27,90.06,0.16,120.48,750.56,75.5,0.0,27-Jul-2020 - 00:00,"Muradpur, Patna - BSPCB"
27-Jul-2020 - 00:00,30.52,70.32,11.24,14.08,2.9,,3.52,0.45,6.21,0.1,0.17,0.08,0.2,0.08,31.63,75.79,0.57,255.06,750.25,181.85,0.0,28-Jul-2020 - 00:00,"Muradpur, Patna - BSPCB"
28-Jul-2020 - 00:00,16.57,42.6,15.18,18.1,2.91,16.38,3.03,0.51,7.81,1.33,1.27,1.0,2.37,1.0,27.77,90.34,0.43,194.42,750.29,57.75,0.23,29-Jul-2020 - 00:00,"Muradpur, Patna - BSPCB"
29-Jul-2020 - 00:00,19.96,37.64,10.29,12.84,2.67,16.35,2.49,0.53,9.93,2.16,1.29,1.15,1.86,1.44,29.7,82.86,0.24,68.73,748.91,157.69,0.0,30-Jul-2020 - 00:00,"Muradpur, Patna - BSPCB"
30-Jul-2020 - 00:00,15.94,44.03,5.71,4.33,1.72,18.83,2.86,0.31,,1.63,0.93,0.82,0.7,1.23,28.48,90.92,0.24,194.64,747.4,57.02,0.0,31-Jul-2020 - 00:00,"Muradpur, Patna - BSPCB"
31-Jul-2020 - 00:00,27.52,47.41,14.61,16.32,2.38,10.43,2.25,0.53,7.86,2.8,1.6,1.4,1.2,2.1,28.22,90.67,0.31,110.18,747.97,119.93,0.54,01-Aug-2020 - 00:00,"Muradpur, Patna - BSPCB"
01-Aug-2020 - 00:00,28.44,47.57,14.63,20.98,6.58,12.16,2.33,0.55,5.73,2.96,1.79,1.35,2.14,1.9,30.1,84.54,0.19,104.29,747.07,166.46,0.01,02-Aug-2020 - 00:00,"Muradpur, Patna - BSPCB"
02-Aug-2020 - 00:00,24.04,47.01,15.3,9.66,9.89,29.03,10.49,0.71,3.61,0.44,0.27,0.18,0.42,0.24,30.67,81.54,0.4,222.29,744.14,191.11,0.01,03-Aug-2020 - 00:00,"Muradpur, Patna - BSPCB"
03-Aug-2020 - 00:00,32.06,55.91,21.63,8.99,80.49,8.47,8.91,0.76,2.95,1.88,1.19,0.79,1.83,1.04,30.67,85.31,0.19,145.72,741.37,133.61,0.08,04-Aug-2020 - 00:00,"Muradpur, Patna - BSPCB"
04-Aug-2020 - 00:00,35.81,53.83,6.0,0.04,2.23,6.7,2.13,0.36,4.68,3.8,2.4,1.6,3.7,2.1,31.11,80.97,0.47,240.26,739.32,173.83,0.17,05-Aug-2020 - 00:00,"Muradpur, Patna - BSPCB"
05-Aug-2020 - 00:00,17.12,51.37,7.91,7.45,15.58,7.4,10.25,0.3,3.8,3.4,2.15,1.43,3.32,1.88,29.55,87.26,0.45,66.68,740.24,138.16,0.16,06-Aug-2020 - 00:00,"Muradpur, Patna - BSPCB"
