from date,BP,PM2.5,PM10,RF,RH,SR,WD,WS,Benzene,Eth-Benzene,MP-Xylene,O Xylene,Ozone,Toluene,CO,NH3,NO,NO2,NOx,SO2,to date,station
12-Apr-2020 - 00:00,735.74,45.09,102.36,0.0,27.9,169.01,270.76,1.15,0.72,0.0,0.0,0.0,36.65,3.03,0.6,9.08,2.38,14.36,16.7,8.11,13-Apr-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
13-Apr-2020 - 00:00,733.64,61.35,125.51,0.0,29.02,156.73,232.0,0.83,0.61,0.05,0.02,0.0,37.56,1.78,0.58,9.62,2.52,15.98,18.47,8.61,14-Apr-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
14-Apr-2020 - 00:00,734.16,78.58,153.96,0.0,29.45,113.1,138.64,0.41,0.62,0.04,0.01,0.0,21.81,1.22,0.63,11.89,3.55,22.0,25.53,10.75,15-Apr-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
15-Apr-2020 - 00:00,733.47,69.41,145.68,0.0,18.0,151.14,191.33,0.67,0.44,0.31,0.25,0.04,36.71,0.6,0.53,14.99,3.29,24.33,27.56,6.9,16-Apr-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
16-Apr-2020 - 00:00,732.48,58.9,133.77,0.0,22.08,152.19,289.05,1.28,0.74,0.16,0.16,0.03,45.49,3.03,0.63,13.08,2.88,15.98,18.76,9.03,17-Apr-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
17-Apr-2020 - 00:00,731.82,46.71,99.17,0.0,28.61,151.98,173.48,0.82,0.36,0.0,0.0,0.0,43.28,0.84,0.51,14.38,2.63,16.1,18.58,9.24,18-Apr-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
18-Apr-2020 - 00:00,733.28,43.93,97.44,0.01,39.56,148.81,104.11,0.8,0.17,0.0,0.0,0.0,40.21,0.11,0.46,13.84,2.92,14.11,16.89,9.93,19-Apr-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
19-Apr-2020 - 00:00,733.2,36.31,78.8,0.0,35.99,165.15,236.51,1.07,0.33,0.04,0.04,0.0,36.39,0.69,0.46,12.65,2.92,12.94,15.75,8.7,20-Apr-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
20-Apr-2020 - 00:00,734.06,36.17,85.66,0.0,44.39,68.04,184.32,0.79,0.5,0.23,0.21,0.02,13.63,0.39,0.53,15.32,3.52,13.79,17.19,6.1,21-Apr-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
21-Apr-2020 - 00:00,734.3,38.02,85.15,0.0,41.45,146.34,223.59,0.82,0.53,0.15,0.12,0.02,32.06,1.63,0.61,14.3,3.79,13.85,17.47,6.76,22-Apr-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
22-Apr-2020 - 00:00,732.93,53.63,107.57,0.0,30.34,163.14,226.78,0.71,0.68,0.17,0.09,0.01,35.86,2.14,0.67,12.82,3.33,14.76,17.98,9.42,23-Apr-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
23-Apr-2020 - 00:00,731.99,41.84,93.99,0.0,28.62,124.7,176.87,0.8,0.25,0.02,0.01,0.0,23.79,0.64,0.47,11.42,3.19,15.98,18.98,5.96,24-Apr-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
24-Apr-2020 - 00:00,730.53,42.4,98.48,0.0,30.48,153.78,165.11,0.56,0.43,0.08,0.06,0.02,42.3,1.3,0.46,10.74,3.27,15.21,18.32,6.69,25-Apr-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
25-Apr-2020 - 00:00,730.88,21.05,56.68,0.0,34.83,134.02,186.46,0.8,0.05,0.03,0.02,0.0,33.27,1.85,0.26,10.17,2.75,15.83,18.44,5.67,26-Apr-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
26-Apr-2020 - 00:00,733.1,46.04,104.46,0.0,54.93,102.02,115.93,0.91,0.18,0.02,0.02,0.0,27.79,1.34,0.44,10.5,3.0,16.68,19.56,8.37,27-Apr-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
27-Apr-2020 - 00:00,735.85,29.53,53.17,0.0,65.13,161.13,95.85,0.81,0.13,0.0,0.0,0.0,41.31,0.57,0.36,12.53,2.86,13.48,16.13,4.74,28-Apr-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
28-Apr-2020 - 00:00,735.94,39.6,64.94,0.0,56.6,154.84,108.74,0.58,0.2,0.0,0.0,0.0,37.63,0.49,0.43,11.97,4.13,17.36,21.15,4.67,29-Apr-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
29-Apr-2020 - 00:00,733.54,59.0,107.67,0.0,44.25,159.85,151.78,0.64,0.62,0.09,0.05,0.02,40.62,3.05,0.56,16.99,7.6,23.35,30.73,6.71,30-Apr-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
30-Apr-2020 - 00:00,733.05,69.53,150.86,0.0,34.2,153.99,196.85,0.66,0.53,0.02,0.01,0.0,43.3,5.61,0.61,21.19,7.84,25.52,33.21,9.31,01-May-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
01-May-2020 - 00:00,731.08,75.34,160.89,0.0,36.17,158.92,191.47,0.97,0.52,0.06,0.03,0.0,40.51,3.26,0.54,24.16,8.42,25.86,34.18,8.1,02-May-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
02-May-2020 - 00:00,730.58,49.71,114.29,0.0,48.3,157.83,97.46,0.86,0.32,0.0,0.0,0.0,45.31,0.42,0.55,25.73,7.78,21.81,29.34,6.81,03-May-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
03-May-2020 - 00:00,731.99,41.38,95.02,0.0,55.76,122.2,135.03,1.03,0.26,0.0,0.0,0.0,36.63,0.47,0.39,17.73,7.95,20.95,28.84,5.77,04-May-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
04-May-2020 - 00:00,733.37,29.54,52.7,0.0,52.72,168.41,133.07,0.7,0.22,0.01,0.0,0.0,34.99,0.76,0.92,20.91,10.07,30.91,40.73,13.95,05-May-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
05-May-2020 - 00:00,732.39,53.63,91.55,0.0,38.85,160.91,249.99,0.83,0.65,0.1,0.07,0.01,35.13,1.64,0.97,16.15,8.61,30.52,39.11,17.63,06-May-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
06-May-2020 - 00:00,731.75,39.1,94.86,0.0,31.09,110.72,156.73,0.8,0.2,0.01,0.01,0.0,28.15,0.58,0.69,23.41,6.95,32.73,38.86,11.08,07-May-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
07-May-2020 - 00:00,732.27,58.41,112.15,0.0,30.92,160.88,148.84,0.69,1.57,2.36,2.41,2.13,45.71,7.25,0.7,25.49,6.46,26.31,32.61,15.59,08-May-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
08-May-2020 - 00:00,730.58,58.43,103.86,0.0,32.17,163.35,159.58,0.75,0.31,0.31,0.22,0.08,55.45,14.4,0.67,29.21,9.45,20.7,30.03,10.99,09-May-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
09-May-2020 - 00:00,731.1,78.55,158.85,0.0,35.86,156.29,124.4,0.65,0.45,0.0,0.0,0.0,54.92,6.58,0.74,28.24,9.76,23.33,32.85,13.99,10-May-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
10-May-2020 - 00:00,731.93,66.97,143.96,0.0,44.84,94.46,110.96,0.85,0.44,0.0,0.0,0.0,34.18,3.86,0.76,25.75,10.75,26.66,37.18,14.64,11-May-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
11-May-2020 - 00:00,733.2,51.98,114.65,0.0,45.19,115.74,133.85,0.56,0.64,0.02,0.01,0.01,30.33,1.93,0.77,23.87,10.27,24.12,34.29,17.47,12-May-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
12-May-2020 - 00:00,732.7,49.32,114.73,0.0,38.97,153.63,131.18,0.79,0.35,0.01,0.0,0.0,43.93,2.01,0.65,21.72,9.1,25.72,34.73,18.22,13-May-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
13-May-2020 - 00:00,732.09,74.96,156.19,0.03,56.54,98.27,172.15,0.76,0.63,0.03,0.02,0.01,29.01,2.59,1.21,22.81,10.71,29.29,38.27,12.71,14-May-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
14-May-2020 - 00:00,731.14,58.03,110.17,0.0,46.79,157.07,130.61,0.78,0.3,0.06,0.02,0.0,36.9,0.78,0.61,23.56,12.56,31.5,42.91,10.37,15-May-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
15-May-2020 - 00:00,730.96,71.75,128.0,0.0,34.84,162.41,312.41,1.49,1.12,0.0,0.0,0.0,35.85,5.95,0.95,21.42,10.6,34.1,44.66,20.88,16-May-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
16-May-2020 - 00:00,729.92,81.65,153.77,0.0,26.83,167.99,271.93,1.21,1.49,0.29,0.36,0.27,38.25,5.87,0.92,23.79,11.14,40.68,51.7,17.84,17-May-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
17-May-2020 - 00:00,728.53,77.86,154.25,0.0,24.5,139.08,204.04,0.63,1.27,0.67,0.92,0.65,30.94,3.51,0.75,25.45,12.29,47.05,59.31,20.13,18-May-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
18-May-2020 - 00:00,731.63,75.87,147.49,0.0,25.45,162.71,231.79,1.03,3.34,1.24,0.93,0.32,28.67,3.2,0.79,24.09,12.4,52.64,64.95,19.36,19-May-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
19-May-2020 - 00:00,737.99,102.1,192.83,0.0,20.92,166.14,209.12,0.73,2.02,1.82,1.85,0.88,36.24,3.96,0.99,28.47,14.76,57.73,72.41,31.29,20-May-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
20-May-2020 - 00:00,737.83,107.2,192.71,0.0,21.11,167.54,301.98,1.36,1.73,0.64,0.56,0.29,37.8,11.29,0.96,32.88,12.07,48.19,60.2,36.74,21-May-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
21-May-2020 - 00:00,737.22,83.29,184.88,0.0,21.05,175.21,249.26,1.25,1.06,0.13,0.13,0.04,35.15,9.32,0.77,27.62,13.58,36.99,50.57,26.65,22-May-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
22-May-2020 - 00:00,737.01,106.32,217.73,0.0,21.26,166.72,210.4,0.74,1.8,2.14,1.52,0.58,29.74,8.05,0.88,34.09,31.5,73.14,104.64,32.32,23-May-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
23-May-2020 - 00:00,736.12,84.36,199.13,0.0,20.53,155.88,226.8,1.06,0.99,0.42,0.38,0.12,34.18,2.64,0.61,40.12,23.21,65.82,89.03,19.5,24-May-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
24-May-2020 - 00:00,734.78,97.6,198.05,0.0,21.84,164.84,280.08,1.13,1.08,0.09,0.06,0.01,49.66,4.15,0.78,43.25,12.38,44.18,56.52,29.36,25-May-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
25-May-2020 - 00:00,734.38,94.66,197.29,0.0,25.61,168.96,237.98,1.04,1.64,1.13,0.78,0.26,42.03,3.43,0.77,42.9,18.51,69.42,87.92,33.1,26-May-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
26-May-2020 - 00:00,732.54,81.0,181.58,0.0,17.59,162.05,208.39,0.97,2.39,0.7,0.77,0.21,35.13,3.62,0.66,45.75,25.01,66.08,90.8,22.29,27-May-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
27-May-2020 - 00:00,730.92,93.55,223.54,0.0,21.85,153.34,195.62,1.09,2.21,0.31,0.3,0.11,54.44,3.14,0.72,52.83,14.37,57.21,71.54,25.0,28-May-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
28-May-2020 - 00:00,732.09,88.76,274.58,0.0,40.17,139.61,95.36,1.32,0.41,0.02,0.01,0.01,46.08,0.42,0.74,47.47,7.46,24.96,31.82,18.29,29-May-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
29-May-2020 - 00:00,735.06,57.31,133.83,0.01,55.8,141.17,116.25,1.25,0.19,0.04,0.01,0.0,38.6,0.65,0.9,30.01,8.8,27.37,35.47,14.2,30-May-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
30-May-2020 - 00:00,737.41,26.91,46.31,0.03,71.06,163.65,138.03,0.79,0.17,0.01,0.0,0.02,34.11,0.28,0.77,38.53,11.2,31.23,42.42,10.82,31-May-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
31-May-2020 - 00:00,739.43,25.2,45.48,0.03,80.78,138.78,152.52,0.98,0.29,0.01,0.0,0.01,31.13,1.51,0.71,38.6,11.42,32.45,43.83,11.47,01-Jun-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
01-Jun-2020 - 00:00,739.32,39.27,71.74,0.0,60.75,156.47,193.74,0.68,0.29,0.0,0.0,0.0,51.44,2.03,0.92,35.0,14.37,55.3,69.38,14.88,02-Jun-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
02-Jun-2020 - 00:00,738.03,53.08,100.21,0.0,53.3,167.43,208.09,0.8,0.36,0.1,0.05,0.09,39.89,1.11,0.83,30.32,15.02,55.6,70.53,16.53,03-Jun-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
03-Jun-2020 - 00:00,736.16,61.15,125.92,0.0,51.19,141.31,169.13,0.65,0.54,0.21,0.13,0.21,35.08,1.31,0.92,28.2,19.31,64.49,83.49,17.25,04-Jun-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
04-Jun-2020 - 00:00,735.53,57.96,118.22,0.02,62.34,96.97,148.72,0.79,0.62,0.54,0.3,0.08,23.52,1.23,0.58,27.88,13.2,65.02,78.09,12.74,05-Jun-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
05-Jun-2020 - 00:00,735.17,45.77,79.61,0.0,70.42,123.71,144.29,0.67,0.34,0.33,0.18,0.21,36.72,0.95,1.16,28.21,7.1,41.1,47.09,7.5,06-Jun-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
06-Jun-2020 - 00:00,734.94,39.59,74.5,0.0,71.26,143.17,138.04,0.66,0.25,0.05,0.01,0.04,39.22,0.16,1.17,25.15,7.91,31.58,39.39,4.47,07-Jun-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
07-Jun-2020 - 00:00,734.63,46.59,90.49,0.0,63.11,152.08,157.98,0.85,0.3,0.01,0.0,0.0,41.76,0.61,1.18,22.73,13.23,44.69,57.86,6.7,08-Jun-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
08-Jun-2020 - 00:00,734.28,57.49,127.47,0.0,57.3,146.53,198.71,0.71,0.49,0.0,0.0,0.0,37.19,1.55,1.18,21.47,20.22,67.0,87.17,9.48,09-Jun-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
09-Jun-2020 - 00:00,734.13,70.51,165.93,0.0,51.5,148.6,201.62,0.75,0.65,0.24,0.17,0.16,49.4,1.42,1.27,19.41,17.92,73.31,91.18,15.52,10-Jun-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
10-Jun-2020 - 00:00,733.47,62.52,156.37,0.0,53.06,140.45,189.2,0.74,0.74,0.54,0.44,0.23,53.79,2.41,1.41,29.19,18.03,62.09,77.6,12.96,11-Jun-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
11-Jun-2020 - 00:00,732.43,81.83,172.62,0.0,53.91,157.45,204.47,0.86,0.52,0.13,0.08,0.05,11.65,2.06,1.19,20.58,17.94,55.37,72.07,19.83,12-Jun-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
12-Jun-2020 - 00:00,731.33,69.47,162.07,0.0,52.22,140.77,143.72,0.54,0.45,0.12,0.13,0.07,45.76,0.44,1.38,17.71,10.04,32.38,42.34,8.78,13-Jun-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
13-Jun-2020 - 00:00,731.77,71.3,147.91,0.0,69.33,17.52,157.15,0.7,0.59,0.09,0.08,0.01,13.47,2.02,1.52,15.41,25.91,54.45,80.77,10.68,14-Jun-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
14-Jun-2020 - 00:00,732.86,101.77,192.4,0.0,65.57,59.86,168.41,0.72,0.91,0.19,0.11,0.02,33.41,3.85,1.54,18.33,20.43,41.56,61.84,9.72,15-Jun-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
15-Jun-2020 - 00:00,731.65,71.18,154.61,0.0,50.58,153.31,173.07,0.67,0.49,0.28,0.37,0.13,39.08,1.17,1.26,19.52,20.03,46.19,66.13,12.4,16-Jun-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
16-Jun-2020 - 00:00,729.28,64.37,145.65,0.0,50.85,146.0,120.49,0.62,0.67,0.19,0.18,0.14,44.71,1.73,1.17,30.25,10.71,35.13,45.44,22.38,17-Jun-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
17-Jun-2020 - 00:00,728.96,49.02,111.92,0.0,55.27,161.03,103.9,0.66,0.67,0.0,0.0,0.0,41.18,0.68,1.07,34.39,10.1,22.63,32.53,18.03,18-Jun-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
18-Jun-2020 - 00:00,729.55,85.18,211.18,0.0,49.75,156.0,171.7,0.76,1.59,0.28,0.3,0.07,36.56,6.7,0.98,28.63,14.08,43.26,57.27,22.46,19-Jun-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
19-Jun-2020 - 00:00,731.31,90.93,240.79,0.0,50.7,146.48,197.33,0.99,1.64,0.0,0.0,0.0,35.01,7.38,0.98,44.11,28.25,50.37,78.53,20.06,20-Jun-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
20-Jun-2020 - 00:00,733.18,74.1,192.95,0.0,59.91,95.03,197.0,0.93,3.6,0.53,0.4,0.65,29.03,9.17,0.97,71.0,36.94,46.63,83.27,26.99,21-Jun-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
21-Jun-2020 - 00:00,732.85,60.47,106.53,0.01,70.19,103.46,141.86,0.69,0.86,0.32,0.27,0.36,18.54,3.73,1.41,46.43,21.38,37.8,58.81,22.48,22-Jun-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
22-Jun-2020 - 00:00,732.67,49.54,97.33,0.0,63.32,133.35,162.95,0.71,1.01,0.04,0.0,0.0,33.82,5.72,1.17,41.48,17.17,46.3,63.12,21.39,23-Jun-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
23-Jun-2020 - 00:00,734.03,37.05,72.68,0.0,68.05,142.89,104.35,0.74,0.86,0.0,0.0,0.0,41.81,2.04,1.28,34.57,9.26,18.25,27.05,21.94,24-Jun-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
24-Jun-2020 - 00:00,735.34,38.93,61.19,0.0,75.37,121.6,123.48,0.59,0.44,0.51,0.28,0.02,31.54,0.43,1.1,29.44,10.24,16.05,25.37,27.52,25-Jun-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
25-Jun-2020 - 00:00,733.44,47.61,81.67,0.0,72.59,148.73,187.55,0.79,0.56,0.13,0.06,0.0,26.54,4.51,0.96,25.49,13.11,35.38,48.15,26.33,26-Jun-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
26-Jun-2020 - 00:00,732.55,60.77,131.19,0.0,74.69,106.78,227.31,0.85,1.29,0.82,0.81,0.81,12.24,11.31,0.88,27.96,20.63,37.88,58.47,18.49,27-Jun-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
27-Jun-2020 - 00:00,731.5,58.32,153.86,0.0,62.99,142.36,227.44,1.15,0.56,0.93,0.78,0.38,23.38,17.86,0.77,26.11,23.94,35.92,59.87,10.88,28-Jun-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
28-Jun-2020 - 00:00,730.8,69.03,195.06,0.0,51.75,155.7,228.35,1.0,0.18,0.62,0.27,0.19,25.78,14.72,0.69,22.79,53.42,66.99,85.24,11.18,29-Jun-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
29-Jun-2020 - 00:00,732.33,69.68,177.61,0.0,56.23,148.06,202.54,1.14,0.46,0.0,0.0,0.0,26.78,12.27,0.83,40.96,31.22,38.53,69.62,17.52,30-Jun-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
30-Jun-2020 - 00:00,733.71,39.64,77.63,0.0,77.62,133.67,106.96,0.6,0.22,0.0,0.0,0.0,34.64,4.28,1.02,47.56,8.1,20.56,28.46,8.82,01-Jul-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
01-Jul-2020 - 00:00,732.49,62.15,126.01,0.0,70.29,111.18,124.44,0.54,0.34,0.0,0.0,0.0,34.7,2.53,1.04,33.82,7.99,24.19,32.08,10.68,02-Jul-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
02-Jul-2020 - 00:00,730.32,82.08,164.85,0.0,59.94,146.86,203.46,0.79,0.38,0.0,0.0,0.0,42.55,5.55,1.01,37.71,15.06,55.52,70.38,18.86,03-Jul-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
03-Jul-2020 - 00:00,730.78,75.02,163.43,0.0,60.98,154.86,160.43,0.94,0.38,0.01,0.0,0.0,41.57,3.91,0.83,44.51,11.53,33.1,44.2,15.67,04-Jul-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
04-Jul-2020 - 00:00,733.93,44.4,94.55,0.0,67.69,150.12,98.55,0.68,0.56,0.32,0.32,0.32,50.69,2.44,0.78,37.63,9.03,15.32,23.91,16.73,05-Jul-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
05-Jul-2020 - 00:00,734.94,44.69,116.79,0.0,73.88,168.86,98.29,0.78,0.25,0.03,0.0,0.02,24.49,2.96,1.48,31.19,32.02,62.04,78.89,22.84,06-Jul-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
06-Jul-2020 - 00:00,734.29,44.78,76.72,0.0,76.83,149.56,103.09,0.56,0.22,0.0,0.0,0.0,38.44,1.12,0.69,38.81,15.05,31.29,46.13,17.35,07-Jul-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
07-Jul-2020 - 00:00,736.95,23.15,48.63,0.12,83.82,137.13,81.36,0.78,0.2,0.0,0.0,0.0,23.25,1.89,0.7,37.74,12.93,17.83,30.24,15.51,08-Jul-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
08-Jul-2020 - 00:00,738.3,29.87,46.86,0.34,87.1,121.76,129.32,0.58,0.18,0.01,0.0,0.0,18.3,2.61,0.58,37.58,27.95,27.35,52.46,11.41,09-Jul-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
09-Jul-2020 - 00:00,735.6,55.73,88.39,0.0,78.72,142.21,196.37,0.66,0.48,0.23,0.07,0.21,24.93,2.79,0.65,51.15,32.87,48.91,81.38,12.57,10-Jul-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
10-Jul-2020 - 00:00,733.42,46.12,130.75,0.0,59.34,161.86,246.65,1.19,0.44,0.09,0.04,0.01,25.85,4.13,0.62,48.79,31.02,56.72,87.66,19.98,11-Jul-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
11-Jul-2020 - 00:00,734.38,44.65,91.11,0.0,65.14,146.07,131.65,0.75,0.16,0.14,0.02,0.02,34.17,0.97,0.87,48.24,16.27,35.83,51.98,20.34,12-Jul-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
12-Jul-2020 - 00:00,735.69,43.11,85.66,0.0,62.43,101.43,168.67,1.02,0.26,0.0,0.0,0.0,24.89,3.86,0.91,37.26,19.03,43.73,62.65,22.56,13-Jul-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
13-Jul-2020 - 00:00,735.73,77.73,159.67,0.0,66.63,153.55,203.46,0.85,0.39,0.0,0.0,0.0,24.87,2.06,0.83,46.65,24.53,41.85,66.2,20.48,14-Jul-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
14-Jul-2020 - 00:00,736.33,57.95,161.36,0.0,58.96,157.93,157.98,0.59,0.12,0.01,0.0,0.0,31.79,1.16,0.86,51.63,15.58,34.06,49.03,16.88,15-Jul-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
15-Jul-2020 - 00:00,736.68,48.76,119.44,0.0,67.6,151.6,95.23,0.64,0.14,0.0,0.0,0.0,35.85,1.04,0.95,40.71,12.91,25.92,38.63,11.89,16-Jul-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
16-Jul-2020 - 00:00,736.18,37.88,89.19,0.01,74.83,121.38,108.25,0.55,0.17,0.0,0.0,0.0,14.57,1.17,0.91,33.61,9.22,14.36,23.44,12.53,17-Jul-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
17-Jul-2020 - 00:00,736.42,50.6,87.22,0.0,79.74,121.45,112.86,0.53,0.31,0.02,0.03,0.04,21.48,1.42,0.89,37.84,6.47,30.12,36.19,6.5,18-Jul-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
18-Jul-2020 - 00:00,737.45,55.76,96.91,0.0,78.6,100.55,118.23,0.57,0.24,0.0,0.0,0.0,24.64,1.67,0.99,33.1,5.65,24.48,29.88,5.42,19-Jul-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
19-Jul-2020 - 00:00,736.53,47.36,79.72,0.12,77.19,103.89,180.93,0.84,0.4,0.0,0.0,0.0,21.07,6.28,0.85,29.65,20.12,41.92,62.04,6.11,20-Jul-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
20-Jul-2020 - 00:00,735.09,31.6,60.85,0.02,74.9,94.27,229.1,0.98,0.74,0.22,0.0,0.0,22.37,7.3,0.79,31.36,24.82,55.83,80.62,9.4,21-Jul-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
21-Jul-2020 - 00:00,737.82,33.25,63.6,0.0,80.46,108.55,135.57,0.79,0.33,0.08,0.0,0.06,20.56,3.32,0.86,25.43,19.24,36.29,55.5,9.28,22-Jul-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
