from date,Benzene,Eth-Benzene,MP-Xylene,O Xylene,Toluene,CO,NH3,NO,NOx,NO2,Ozone,PM10,PM2.5,RF,RH,SR,Temp,WD,WS,SO2,to date,station
18-Apr-2020 - 00:00,1.5,3.23,1.43,0.88,2.43,0.38,42.79,3.07,9.86,6.78,19.56,43.8,14.01,0.02,52.82,235.22,24.87,129.26,0.73,4.1,19-Apr-2020 - 00:00,"Model Town, Patiala - PPCB"
19-Apr-2020 - 00:00,1.5,3.22,1.43,0.88,2.45,0.38,42.84,3.12,9.87,6.76,16.66,30.18,12.53,0.0,44.76,261.39,25.11,257.35,0.49,4.04,20-Apr-2020 - 00:00,"Model Town, Patiala - PPCB"
20-Apr-2020 - 00:00,1.5,3.22,1.43,0.88,2.5,0.42,42.89,3.17,9.95,6.79,15.11,49.49,16.54,0.11,60.73,158.32,22.56,154.32,0.55,5.01,21-Apr-2020 - 00:00,"Model Town, Patiala - PPCB"
21-Apr-2020 - 00:00,1.5,3.22,1.43,0.88,2.43,0.41,42.87,3.12,9.95,6.83,13.45,31.56,14.47,0.0,58.68,269.17,23.24,252.2,0.45,4.01,22-Apr-2020 - 00:00,"Model Town, Patiala - PPCB"
22-Apr-2020 - 00:00,1.5,3.22,1.43,0.88,2.4,0.39,42.93,3.21,10.04,6.83,18.33,46.3,20.62,0.0,43.52,280.25,25.52,207.02,0.34,4.54,23-Apr-2020 - 00:00,"Model Town, Patiala - PPCB"
23-Apr-2020 - 00:00,1.5,3.23,1.43,0.88,2.41,0.39,42.97,3.19,10.09,6.89,21.27,67.36,22.89,0.0,40.12,270.43,27.04,212.15,0.35,5.45,24-Apr-2020 - 00:00,"Model Town, Patiala - PPCB"
24-Apr-2020 - 00:00,1.5,3.22,1.43,0.88,2.46,0.42,42.89,3.15,9.97,6.82,22.38,103.21,32.97,0.0,38.61,265.6,27.3,149.03,0.39,9.21,25-Apr-2020 - 00:00,"Model Town, Patiala - PPCB"
25-Apr-2020 - 00:00,1.5,3.3,1.43,0.88,2.54,0.4,42.92,3.26,10.07,6.81,24.95,108.26,35.57,0.0,44.28,195.65,26.31,105.7,0.46,8.85,26-Apr-2020 - 00:00,"Model Town, Patiala - PPCB"
26-Apr-2020 - 00:00,1.5,3.22,1.43,0.93,2.4,0.37,42.99,3.3,10.14,6.85,24.68,42.31,16.79,0.32,67.21,235.21,23.35,97.73,0.99,5.33,27-Apr-2020 - 00:00,"Model Town, Patiala - PPCB"
27-Apr-2020 - 00:00,1.5,3.22,1.47,0.89,2.4,0.37,43.01,3.26,10.12,6.86,21.86,24.88,10.68,0.15,82.73,222.34,21.33,85.13,0.99,4.88,28-Apr-2020 - 00:00,"Model Town, Patiala - PPCB"
28-Apr-2020 - 00:00,1.5,3.22,1.43,0.88,2.41,0.39,42.88,3.12,10.03,6.91,19.6,28.09,14.3,0.0,60.24,272.48,25.1,117.42,0.41,4.73,29-Apr-2020 - 00:00,"Model Town, Patiala - PPCB"
29-Apr-2020 - 00:00,1.5,3.22,1.43,0.88,2.41,0.42,42.89,3.16,9.99,6.83,19.62,67.27,27.43,0.0,56.42,265.27,26.83,175.43,0.29,6.02,30-Apr-2020 - 00:00,"Model Town, Patiala - PPCB"
30-Apr-2020 - 00:00,1.5,3.22,1.43,0.88,2.47,0.46,42.93,3.18,10.07,6.89,23.0,100.19,37.48,0.0,58.47,256.8,28.37,149.79,0.47,6.0,01-May-2020 - 00:00,"Model Town, Patiala - PPCB"
01-May-2020 - 00:00,1.5,3.22,1.42,0.87,2.44,0.44,42.86,3.17,10.03,6.86,27.04,92.69,33.64,0.0,55.05,266.02,28.78,117.63,0.44,7.02,02-May-2020 - 00:00,"Model Town, Patiala - PPCB"
02-May-2020 - 00:00,1.5,3.22,1.43,0.87,2.45,0.45,42.9,3.23,10.08,6.86,23.54,95.98,31.16,0.05,67.64,222.28,26.54,107.47,0.9,4.72,03-May-2020 - 00:00,"Model Town, Patiala - PPCB"
03-May-2020 - 00:00,1.5,3.22,1.43,0.88,2.45,0.49,27.51,3.35,10.23,6.87,20.27,68.12,20.29,0.05,72.36,257.29,25.65,124.44,1.0,4.11,04-May-2020 - 00:00,"Model Town, Patiala - PPCB"
04-May-2020 - 00:00,1.5,3.22,1.42,0.88,2.42,0.48,12.89,3.21,10.01,6.79,15.88,27.1,9.17,0.0,66.36,259.94,25.04,211.96,0.33,3.95,05-May-2020 - 00:00,"Model Town, Patiala - PPCB"
05-May-2020 - 00:00,1.49,3.19,1.41,0.87,2.41,0.48,12.95,3.16,9.89,6.85,18.13,54.65,21.47,0.01,59.7,226.25,26.63,236.18,0.42,5.17,06-May-2020 - 00:00,"Model Town, Patiala - PPCB"
06-May-2020 - 00:00,1.5,3.22,1.43,0.87,2.48,0.44,12.92,3.19,10.12,6.94,19.19,76.94,24.81,0.0,57.84,207.99,25.7,169.72,0.54,7.74,07-May-2020 - 00:00,"Model Town, Patiala - PPCB"
07-May-2020 - 00:00,1.5,3.22,1.43,0.88,2.4,0.4,13.01,3.29,10.15,6.87,19.34,46.79,14.86,0.0,41.57,286.14,26.94,180.2,0.4,5.52,08-May-2020 - 00:00,"Model Town, Patiala - PPCB"
08-May-2020 - 00:00,1.5,3.22,1.42,0.88,2.43,0.49,13.06,3.33,10.2,6.86,3.92,97.52,31.55,0.0,38.96,272.73,28.32,168.03,0.28,8.71,09-May-2020 - 00:00,"Model Town, Patiala - PPCB"
09-May-2020 - 00:00,1.5,3.23,1.43,0.87,2.46,0.57,12.97,3.2,10.1,6.91,32.16,139.0,50.14,0.0,51.62,241.87,29.4,118.95,0.45,8.89,10-May-2020 - 00:00,"Model Town, Patiala - PPCB"
10-May-2020 - 00:00,1.5,3.22,1.42,0.88,2.4,0.42,12.94,3.14,10.1,6.97,24.02,81.44,25.71,0.07,65.65,182.53,24.84,116.08,0.74,5.41,11-May-2020 - 00:00,"Model Town, Patiala - PPCB"
11-May-2020 - 00:00,1.5,3.22,1.42,0.88,2.43,0.42,13.13,3.41,10.29,6.88,29.44,42.87,16.76,0.0,57.69,257.48,26.3,96.17,0.86,6.39,12-May-2020 - 00:00,"Model Town, Patiala - PPCB"
12-May-2020 - 00:00,1.5,3.22,1.43,0.88,2.4,0.47,13.17,3.49,10.4,6.94,19.37,36.64,14.38,0.06,63.95,274.5,26.35,171.23,0.51,5.31,13-May-2020 - 00:00,"Model Town, Patiala - PPCB"
13-May-2020 - 00:00,1.5,3.22,1.43,0.88,2.5,0.52,13.19,3.51,10.51,7.03,20.62,103.85,35.61,0.0,64.09,192.38,26.64,139.03,0.47,6.29,14-May-2020 - 00:00,"Model Town, Patiala - PPCB"
14-May-2020 - 00:00,1.5,3.23,1.43,0.87,2.43,0.49,13.19,3.41,10.37,6.97,19.04,104.98,36.97,0.04,64.12,251.37,26.52,219.25,0.6,5.84,15-May-2020 - 00:00,"Model Town, Patiala - PPCB"
15-May-2020 - 00:00,1.5,3.28,1.46,0.87,2.41,0.41,13.18,3.44,10.34,7.0,22.06,44.07,11.75,0.0,44.57,265.97,27.54,258.89,0.72,5.09,16-May-2020 - 00:00,"Model Town, Patiala - PPCB"
16-May-2020 - 00:00,1.5,3.22,1.42,0.88,2.44,0.45,13.07,3.41,10.41,7.02,26.42,70.86,25.89,0.0,41.22,301.72,29.23,270.2,0.68,8.12,17-May-2020 - 00:00,"Model Town, Patiala - PPCB"
17-May-2020 - 00:00,1.5,3.22,1.43,0.88,2.4,0.48,13.23,3.57,10.58,7.02,30.26,95.22,37.38,0.0,33.49,265.73,30.03,255.29,0.43,10.53,18-May-2020 - 00:00,"Model Town, Patiala - PPCB"
18-May-2020 - 00:00,1.47,3.14,1.4,0.86,2.35,0.48,13.27,3.77,10.78,7.14,30.87,117.92,38.15,0.0,27.32,272.94,30.0,262.42,0.45,13.26,19-May-2020 - 00:00,"Model Town, Patiala - PPCB"
19-May-2020 - 00:00,1.51,3.19,1.42,0.89,2.48,0.47,14.13,3.78,13.16,9.42,27.84,89.72,39.94,0.0,24.19,277.07,29.62,230.92,0.42,14.55,20-May-2020 - 00:00,"Model Town, Patiala - PPCB"
20-May-2020 - 00:00,1.51,3.21,1.44,0.89,2.42,0.53,14.56,4.05,16.14,12.09,31.76,104.67,44.54,0.0,25.64,287.03,29.74,266.64,0.71,11.54,21-May-2020 - 00:00,"Model Town, Patiala - PPCB"
21-May-2020 - 00:00,1.51,3.22,1.43,0.88,2.45,0.58,13.87,3.92,17.46,13.54,32.72,121.3,48.44,0.0,26.01,286.74,30.87,266.81,0.74,14.39,22-May-2020 - 00:00,"Model Town, Patiala - PPCB"
22-May-2020 - 00:00,1.52,3.29,1.44,0.89,2.46,0.66,12.45,4.05,20.75,16.7,40.26,139.99,65.0,0.0,29.81,268.91,31.7,185.95,0.33,26.05,23-May-2020 - 00:00,"Model Town, Patiala - PPCB"
23-May-2020 - 00:00,1.5,3.22,1.43,0.88,2.47,0.56,12.42,3.98,18.72,14.74,36.67,143.12,64.26,0.0,32.0,226.31,32.36,140.08,0.5,21.09,24-May-2020 - 00:00,"Model Town, Patiala - PPCB"
24-May-2020 - 00:00,1.51,3.22,1.43,0.88,2.46,0.4,12.71,3.88,16.62,12.74,31.59,80.99,33.3,0.0,28.44,271.31,32.27,232.74,0.43,13.25,25-May-2020 - 00:00,"Model Town, Patiala - PPCB"
25-May-2020 - 00:00,1.5,3.22,1.43,0.88,2.48,0.48,12.62,3.75,16.77,13.03,31.24,100.72,43.29,0.0,26.97,283.06,33.31,267.38,0.62,16.31,26-May-2020 - 00:00,"Model Town, Patiala - PPCB"
26-May-2020 - 00:00,1.51,3.22,1.43,0.88,2.47,0.46,12.49,3.63,17.42,13.79,34.66,111.35,48.68,0.0,28.29,269.83,33.99,222.71,0.47,18.72,27-May-2020 - 00:00,"Model Town, Patiala - PPCB"
27-May-2020 - 00:00,1.52,3.21,1.44,0.9,2.44,0.39,13.59,3.84,15.62,11.79,37.65,116.15,40.09,0.0,27.32,274.15,33.18,158.22,0.61,17.74,28-May-2020 - 00:00,"Model Town, Patiala - PPCB"
28-May-2020 - 00:00,1.5,3.23,1.45,0.88,2.68,0.44,13.85,3.68,14.01,10.33,18.21,105.4,37.9,0.18,48.62,264.54,28.69,118.71,1.15,9.83,29-May-2020 - 00:00,"Model Town, Patiala - PPCB"
29-May-2020 - 00:00,1.59,3.22,1.44,0.88,2.4,0.48,14.05,3.78,14.44,10.67,18.65,39.41,18.95,0.04,67.26,210.72,25.16,115.37,1.17,5.13,30-May-2020 - 00:00,"Model Town, Patiala - PPCB"
30-May-2020 - 00:00,1.5,3.22,1.43,0.88,2.44,0.47,13.44,3.9,14.83,10.94,17.58,48.24,22.12,0.17,71.75,284.47,26.03,120.15,0.85,6.05,31-May-2020 - 00:00,"Model Town, Patiala - PPCB"
31-May-2020 - 00:00,1.5,3.22,1.43,0.87,2.43,0.45,13.71,3.78,13.17,9.39,14.92,26.84,13.83,0.0,79.49,248.25,24.34,131.53,0.58,2.86,01-Jun-2020 - 00:00,"Model Town, Patiala - PPCB"
01-Jun-2020 - 00:00,1.51,3.22,1.43,0.88,2.41,0.5,13.4,3.83,14.98,11.14,17.35,30.42,13.38,0.0,69.04,292.64,26.12,135.58,0.35,4.12,02-Jun-2020 - 00:00,"Model Town, Patiala - PPCB"
02-Jun-2020 - 00:00,1.52,3.21,1.43,0.88,2.45,0.52,13.32,3.53,13.44,10.03,16.8,69.21,28.53,0.0,72.15,201.75,25.92,215.46,0.45,4.34,03-Jun-2020 - 00:00,"Model Town, Patiala - PPCB"
03-Jun-2020 - 00:00,1.52,3.23,1.47,0.91,2.42,0.53,13.44,3.35,11.97,8.64,15.74,66.7,30.57,0.0,58.79,278.96,27.21,222.15,0.36,8.28,04-Jun-2020 - 00:00,"Model Town, Patiala - PPCB"
04-Jun-2020 - 00:00,1.52,3.24,1.47,0.91,2.44,0.51,15.34,4.17,12.72,8.9,21.08,69.6,30.19,0.0,55.45,258.85,27.99,167.46,0.4,15.72,05-Jun-2020 - 00:00,"Model Town, Patiala - PPCB"
05-Jun-2020 - 00:00,1.5,3.22,1.43,0.88,2.41,0.5,17.99,4.15,12.97,8.81,22.29,42.1,21.43,0.0,65.07,272.68,26.82,103.47,0.65,13.15,06-Jun-2020 - 00:00,"Model Town, Patiala - PPCB"
06-Jun-2020 - 00:00,1.5,3.22,1.43,0.88,2.43,0.51,17.99,4.18,13.07,8.89,17.52,44.84,19.68,0.0,68.9,252.35,27.12,138.46,0.6,6.03,07-Jun-2020 - 00:00,"Model Town, Patiala - PPCB"
07-Jun-2020 - 00:00,1.5,3.24,1.43,0.88,2.45,0.51,17.92,4.16,13.16,9.0,14.64,27.28,13.85,0.19,84.98,198.17,24.33,159.19,0.46,5.02,08-Jun-2020 - 00:00,"Model Town, Patiala - PPCB"
08-Jun-2020 - 00:00,1.21,2.65,1.15,0.7,2.17,0.56,18.82,4.21,13.58,10.73,18.1,53.25,27.75,0.0,65.34,333.28,29.82,173.28,0.33,19.09,09-Jun-2020 - 00:00,"Model Town, Patiala - PPCB"
09-Jun-2020 - 00:00,1.44,3.08,1.36,0.84,2.35,0.53,18.17,4.05,12.88,9.23,15.8,73.79,36.48,0.0,65.4,290.89,30.9,231.73,0.35,39.47,10-Jun-2020 - 00:00,"Model Town, Patiala - PPCB"
10-Jun-2020 - 00:00,1.49,3.19,1.42,0.87,2.4,0.62,18.11,4.11,12.96,8.95,14.67,92.89,44.49,0.0,64.74,261.1,30.36,221.05,0.43,27.98,11-Jun-2020 - 00:00,"Model Town, Patiala - PPCB"
11-Jun-2020 - 00:00,1.51,3.22,1.43,0.88,2.46,0.64,18.14,4.41,14.31,9.9,16.0,95.64,42.97,0.0,62.54,281.67,31.28,170.68,0.29,8.63,12-Jun-2020 - 00:00,"Model Town, Patiala - PPCB"
12-Jun-2020 - 00:00,1.49,3.19,1.41,0.87,2.39,0.64,24.38,7.47,18.14,11.95,18.02,111.13,50.13,0.0,59.49,277.07,31.96,180.38,0.52,7.37,13-Jun-2020 - 00:00,"Model Town, Patiala - PPCB"
13-Jun-2020 - 00:00,1.5,3.22,1.43,0.88,2.46,0.62,32.27,15.32,32.56,17.24,17.72,95.57,45.4,0.0,63.51,240.43,29.98,140.56,0.55,6.64,14-Jun-2020 - 00:00,"Model Town, Patiala - PPCB"
14-Jun-2020 - 00:00,1.5,3.22,1.43,0.89,2.43,0.63,25.6,10.81,22.6,11.79,19.47,65.16,33.99,0.0,59.43,286.19,31.43,206.66,0.29,5.23,15-Jun-2020 - 00:00,"Model Town, Patiala - PPCB"
15-Jun-2020 - 00:00,1.5,3.27,1.43,0.88,2.4,0.68,19.1,7.36,17.48,10.12,19.8,86.53,43.76,0.0,54.63,286.46,32.56,155.02,0.5,5.93,16-Jun-2020 - 00:00,"Model Town, Patiala - PPCB"
16-Jun-2020 - 00:00,1.53,3.24,1.47,0.92,2.4,0.77,21.0,6.83,26.57,19.76,22.19,74.49,35.26,0.0,51.16,285.88,32.17,151.45,0.52,6.59,17-Jun-2020 - 00:00,"Model Town, Patiala - PPCB"
17-Jun-2020 - 00:00,1.51,3.22,1.43,0.88,2.48,0.76,20.46,4.22,20.1,15.89,21.79,76.35,29.31,0.0,58.25,289.96,32.07,123.81,0.71,5.16,18-Jun-2020 - 00:00,"Model Town, Patiala - PPCB"
18-Jun-2020 - 00:00,1.55,3.22,1.45,0.91,2.46,0.82,24.67,6.77,30.63,23.87,21.99,80.95,28.6,0.0,57.78,282.72,32.71,150.06,0.59,4.34,19-Jun-2020 - 00:00,"Model Town, Patiala - PPCB"
19-Jun-2020 - 00:00,1.52,3.29,1.47,0.91,2.49,0.72,20.09,4.28,19.09,14.83,22.82,119.16,37.68,0.01,61.41,269.96,31.4,138.57,0.78,4.92,20-Jun-2020 - 00:00,"Model Town, Patiala - PPCB"
20-Jun-2020 - 00:00,1.5,3.24,1.43,0.88,2.6,0.68,19.2,4.16,16.53,12.37,22.64,114.37,37.72,0.0,62.59,264.23,31.35,155.69,0.61,4.95,21-Jun-2020 - 00:00,"Model Town, Patiala - PPCB"
21-Jun-2020 - 00:00,1.49,3.19,1.41,0.87,2.38,0.69,19.14,4.06,16.13,12.19,30.12,75.22,28.93,0.0,60.75,231.51,30.05,119.7,0.62,4.85,22-Jun-2020 - 00:00,"Model Town, Patiala - PPCB"
22-Jun-2020 - 00:00,1.51,3.21,1.44,0.9,2.44,0.58,20.78,4.29,20.71,16.45,29.23,53.14,24.74,0.01,69.81,254.54,28.96,160.03,0.45,3.97,23-Jun-2020 - 00:00,"Model Town, Patiala - PPCB"
23-Jun-2020 - 00:00,1.5,3.22,1.43,0.88,2.49,0.56,19.2,4.05,16.41,12.35,22.29,52.94,26.13,0.0,67.44,278.27,30.98,114.37,0.71,3.57,24-Jun-2020 - 00:00,"Model Town, Patiala - PPCB"
24-Jun-2020 - 00:00,1.5,3.27,1.42,0.88,2.88,0.67,19.91,4.08,18.48,14.4,16.46,44.37,17.88,0.0,80.82,223.73,28.86,117.77,0.58,4.05,25-Jun-2020 - 00:00,"Model Town, Patiala - PPCB"
25-Jun-2020 - 00:00,1.53,3.22,1.45,0.9,2.41,0.69,20.74,4.08,20.93,16.92,16.81,57.23,25.06,0.01,86.87,196.09,28.37,192.82,0.42,5.95,26-Jun-2020 - 00:00,"Model Town, Patiala - PPCB"
26-Jun-2020 - 00:00,1.54,3.21,1.45,0.9,2.41,0.59,19.8,4.07,18.16,14.09,21.18,74.37,39.64,0.0,81.28,244.64,29.37,204.87,0.54,5.04,27-Jun-2020 - 00:00,"Model Town, Patiala - PPCB"
27-Jun-2020 - 00:00,1.51,3.22,1.44,0.88,2.4,0.65,19.37,4.02,16.99,12.98,18.91,84.58,39.03,0.0,77.22,260.72,31.16,246.51,0.56,5.13,28-Jun-2020 - 00:00,"Model Town, Patiala - PPCB"
28-Jun-2020 - 00:00,1.51,3.22,1.44,0.88,2.4,0.72,18.94,3.99,15.85,11.87,15.51,131.74,46.96,0.0,70.99,274.04,32.83,246.3,0.53,5.08,29-Jun-2020 - 00:00,"Model Town, Patiala - PPCB"
29-Jun-2020 - 00:00,1.51,3.22,1.43,0.88,2.4,0.63,19.34,4.01,17.35,13.35,27.49,102.26,37.88,0.0,59.26,242.25,30.71,158.12,0.59,5.22,30-Jun-2020 - 00:00,"Model Town, Patiala - PPCB"
30-Jun-2020 - 00:00,1.58,3.22,1.5,0.94,2.42,0.71,18.65,4.02,16.6,12.58,18.94,65.75,24.78,0.0,77.02,252.0,29.95,137.33,0.71,5.07,01-Jul-2020 - 00:00,"Model Town, Patiala - PPCB"
01-Jul-2020 - 00:00,1.5,3.22,1.44,0.88,2.4,0.73,18.37,3.97,16.06,12.09,18.29,90.79,39.84,0.0,70.03,235.84,31.71,171.13,0.42,5.01,02-Jul-2020 - 00:00,"Model Town, Patiala - PPCB"
02-Jul-2020 - 00:00,1.51,3.22,1.44,0.88,2.41,0.84,18.82,4.04,16.84,12.81,14.1,107.53,43.25,0.0,72.42,229.93,32.16,190.8,0.35,5.22,03-Jul-2020 - 00:00,"Model Town, Patiala - PPCB"
03-Jul-2020 - 00:00,1.51,3.22,1.43,0.88,2.4,0.85,18.65,3.99,15.65,11.65,16.65,118.56,50.73,0.0,68.8,265.3,33.46,151.48,0.48,5.16,04-Jul-2020 - 00:00,"Model Town, Patiala - PPCB"
04-Jul-2020 - 00:00,1.51,3.22,1.43,0.88,2.4,0.72,18.37,3.98,13.43,9.45,21.55,64.17,20.54,0.35,71.26,276.88,30.31,110.42,1.0,5.07,05-Jul-2020 - 00:00,"Model Town, Patiala - PPCB"
05-Jul-2020 - 00:00,1.51,3.22,1.44,0.88,2.4,0.68,18.47,4.01,14.07,10.05,16.19,25.74,8.25,0.24,83.93,231.95,26.36,147.87,0.55,4.75,06-Jul-2020 - 00:00,"Model Town, Patiala - PPCB"
06-Jul-2020 - 00:00,1.51,3.22,1.44,0.88,2.41,0.75,18.03,4.01,12.93,8.93,15.49,59.87,25.79,0.0,80.01,285.39,30.17,138.05,0.35,4.8,07-Jul-2020 - 00:00,"Model Town, Patiala - PPCB"
07-Jul-2020 - 00:00,1.51,3.22,1.44,0.88,2.41,0.59,17.31,3.93,11.03,7.18,15.66,37.71,16.07,0.23,86.53,285.85,28.83,113.96,0.71,5.01,08-Jul-2020 - 00:00,"Model Town, Patiala - PPCB"
08-Jul-2020 - 00:00,1.51,3.22,1.44,0.88,2.41,0.65,18.38,4.1,14.29,10.19,10.15,18.83,9.31,0.47,95.41,129.95,26.01,112.61,0.58,4.85,09-Jul-2020 - 00:00,"Model Town, Patiala - PPCB"
09-Jul-2020 - 00:00,1.51,3.22,1.44,0.88,2.41,0.61,19.14,4.25,16.18,11.93,8.06,37.65,18.91,0.0,86.87,275.31,29.42,178.66,0.37,5.22,10-Jul-2020 - 00:00,"Model Town, Patiala - PPCB"
10-Jul-2020 - 00:00,1.51,3.22,1.45,0.88,2.4,0.63,17.59,4.07,16.93,12.85,16.26,50.4,24.17,0.07,84.84,274.79,30.56,237.58,0.64,5.04,11-Jul-2020 - 00:00,"Model Town, Patiala - PPCB"
11-Jul-2020 - 00:00,1.51,3.22,1.45,0.88,2.41,0.63,17.74,4.05,15.24,11.2,25.08,28.4,15.86,0.47,91.75,225.73,26.56,148.13,0.44,5.1,12-Jul-2020 - 00:00,"Model Town, Patiala - PPCB"
12-Jul-2020 - 00:00,1.51,3.22,1.44,0.88,2.41,0.56,17.76,4.06,13.74,9.67,22.5,21.92,9.17,0.49,95.38,195.0,24.06,190.11,0.61,4.82,13-Jul-2020 - 00:00,"Model Town, Patiala - PPCB"
13-Jul-2020 - 00:00,1.51,3.22,1.44,0.88,2.4,0.64,18.72,4.87,17.8,12.93,14.08,34.16,17.27,0.0,87.05,327.31,27.72,253.47,0.44,6.11,14-Jul-2020 - 00:00,"Model Town, Patiala - PPCB"
14-Jul-2020 - 00:00,1.51,3.22,1.44,0.88,2.41,0.73,18.59,4.55,15.44,10.9,11.61,49.41,22.48,0.0,84.71,307.99,30.25,231.17,0.27,3.61,15-Jul-2020 - 00:00,"Model Town, Patiala - PPCB"
15-Jul-2020 - 00:00,1.51,3.22,1.43,0.88,2.4,0.75,17.99,3.87,15.22,11.35,13.84,51.29,19.61,0.12,91.09,223.57,28.72,130.43,0.49,3.78,16-Jul-2020 - 00:00,"Model Town, Patiala - PPCB"
16-Jul-2020 - 00:00,1.51,3.22,1.43,0.88,2.4,0.74,18.15,4.18,14.98,10.8,10.83,41.91,16.33,0.0,89.0,278.12,29.73,98.71,0.55,3.68,17-Jul-2020 - 00:00,"Model Town, Patiala - PPCB"
17-Jul-2020 - 00:00,1.5,3.22,1.43,0.88,2.4,0.81,18.35,4.19,14.69,10.51,9.45,46.07,18.39,0.0,93.05,258.64,29.97,89.82,0.55,3.63,18-Jul-2020 - 00:00,"Model Town, Patiala - PPCB"
18-Jul-2020 - 00:00,1.49,3.19,1.42,0.87,2.38,0.86,17.97,4.15,14.27,10.24,9.99,43.37,21.26,0.2,94.83,243.65,29.25,122.0,0.46,3.6,19-Jul-2020 - 00:00,"Model Town, Patiala - PPCB"
19-Jul-2020 - 00:00,1.52,3.21,1.45,0.9,2.41,0.86,17.66,4.21,13.01,8.79,9.97,47.2,19.33,0.0,92.6,241.52,29.43,179.69,0.5,3.75,20-Jul-2020 - 00:00,"Model Town, Patiala - PPCB"
20-Jul-2020 - 00:00,1.51,3.22,1.43,0.88,2.4,0.81,17.8,4.31,13.38,9.06,11.39,27.9,11.34,0.03,91.1,236.74,27.56,211.72,0.59,3.71,21-Jul-2020 - 00:00,"Model Town, Patiala - PPCB"
21-Jul-2020 - 00:00,1.53,3.22,1.45,0.9,2.4,0.75,17.56,4.16,13.64,9.47,13.07,14.46,8.03,0.23,95.39,123.43,23.65,163.39,0.5,3.75,22-Jul-2020 - 00:00,"Model Town, Patiala - PPCB"
22-Jul-2020 - 00:00,1.51,3.22,1.43,0.88,2.4,0.83,17.89,4.18,14.65,10.46,8.3,30.21,15.44,0.0,95.15,156.83,25.36,185.84,0.33,3.63,23-Jul-2020 - 00:00,"Model Town, Patiala - PPCB"
23-Jul-2020 - 00:00,1.51,3.22,1.43,0.88,2.4,0.88,18.09,4.32,15.49,11.17,10.48,43.99,21.27,0.0,88.68,274.92,28.09,232.59,0.45,3.74,24-Jul-2020 - 00:00,"Model Town, Patiala - PPCB"
24-Jul-2020 - 00:00,1.54,3.25,1.43,0.89,2.43,0.88,17.83,4.23,15.4,11.18,23.92,42.72,16.86,0.0,86.64,260.83,28.71,105.34,0.54,3.64,25-Jul-2020 - 00:00,"Model Town, Patiala - PPCB"
25-Jul-2020 - 00:00,1.51,3.22,1.43,0.88,2.4,0.97,17.68,4.44,16.88,12.44,24.32,36.28,14.89,0.0,90.43,218.79,28.59,104.0,0.55,3.64,26-Jul-2020 - 00:00,"Model Town, Patiala - PPCB"
26-Jul-2020 - 00:00,1.51,3.22,1.43,0.88,2.4,1.07,17.84,4.37,15.85,11.48,24.13,41.3,19.75,0.0,89.51,216.75,29.48,167.04,0.35,3.7,27-Jul-2020 - 00:00,"Model Town, Patiala - PPCB"
27-Jul-2020 - 00:00,1.52,3.23,1.46,0.89,2.4,1.09,18.37,4.43,15.2,10.77,21.47,62.21,32.54,0.0,87.6,267.74,30.6,258.88,0.52,3.72,28-Jul-2020 - 00:00,"Model Town, Patiala - PPCB"
28-Jul-2020 - 00:00,1.52,3.21,1.44,0.89,2.4,0.96,18.41,4.49,14.92,10.44,13.99,68.47,31.51,0.0,85.07,274.8,30.89,225.66,0.5,3.61,29-Jul-2020 - 00:00,"Model Town, Patiala - PPCB"
29-Jul-2020 - 00:00,1.51,3.22,1.44,0.88,2.4,0.93,18.67,4.62,15.88,11.26,15.36,61.89,30.1,0.0,93.95,192.67,28.54,103.79,0.67,3.71,30-Jul-2020 - 00:00,"Model Town, Patiala - PPCB"
30-Jul-2020 - 00:00,1.51,3.22,1.43,0.88,2.4,0.83,17.92,4.63,15.56,10.94,11.93,17.96,10.39,0.49,95.41,161.08,25.68,146.38,0.47,3.7,31-Jul-2020 - 00:00,"Model Town, Patiala - PPCB"
31-Jul-2020 - 00:00,1.53,3.19,1.43,0.9,2.38,0.87,18.35,5.33,17.65,12.32,12.11,39.7,22.79,0.0,94.7,223.67,28.15,132.37,0.28,3.46,01-Aug-2020 - 00:00,"Model Town, Patiala - PPCB"
01-Aug-2020 - 00:00,1.51,3.22,1.43,0.88,2.4,0.71,18.09,4.74,16.78,12.06,12.7,43.12,21.72,0.1,95.47,133.76,26.54,171.48,0.29,3.81,02-Aug-2020 - 00:00,"Model Town, Patiala - PPCB"
02-Aug-2020 - 00:00,1.51,3.22,1.45,0.88,2.4,0.71,17.98,4.71,15.67,10.96,14.48,33.91,15.96,0.0,91.67,248.22,28.13,216.66,0.38,3.73,03-Aug-2020 - 00:00,"Model Town, Patiala - PPCB"
03-Aug-2020 - 00:00,1.51,3.22,1.45,0.89,2.41,0.79,18.07,4.8,15.72,10.92,14.83,55.58,24.7,0.0,89.8,248.6,30.49,220.32,0.31,3.65,04-Aug-2020 - 00:00,"Model Town, Patiala - PPCB"
04-Aug-2020 - 00:00,1.51,3.22,1.44,0.88,2.41,0.79,18.32,4.96,16.43,11.47,14.65,51.54,24.86,0.05,93.38,224.04,29.38,182.39,0.34,3.53,05-Aug-2020 - 00:00,"Model Town, Patiala - PPCB"
05-Aug-2020 - 00:00,1.55,3.24,1.49,0.88,2.4,0.79,18.21,4.85,15.96,11.11,12.3,44.22,23.85,0.01,91.75,267.87,29.84,131.42,0.47,3.66,06-Aug-2020 - 00:00,"Model Town, Patiala - PPCB"
