from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Xylene,Toluene,MP-Xylene,Eth-Benzene,AT,WS,WD,RH,BP,SR,RF,to date,station
23-Jul-2020 - 00:00,29.33,63.15,23.18,1.75,13.75,27.33,4.68,0.0,11.51,0.2,0.0,1.6,0.03,0.34,29.59,0.47,175.15,78.1,742.06,133.49,0.0,24-Jul-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
24-Jul-2020 - 00:00,17.11,52.62,17.83,1.74,10.9,33.55,3.91,0.0,10.07,0.12,0.0,0.66,0.01,0.15,30.34,0.52,245.98,79.03,742.0,140.68,0.0,25-Jul-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
25-Jul-2020 - 00:00,10.12,34.67,16.84,1.66,10.3,32.51,3.15,0.0,7.74,0.11,0.0,0.48,0.0,0.09,30.2,0.49,259.45,82.74,742.0,116.17,0.0,26-Jul-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
26-Jul-2020 - 00:00,26.36,63.7,19.03,1.75,11.55,44.5,3.51,0.0,10.26,0.19,0.01,2.01,0.14,0.55,31.55,0.43,219.21,79.3,742.0,112.29,0.0,27-Jul-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
27-Jul-2020 - 00:00,42.38,108.7,23.82,1.99,14.29,57.57,4.1,0.0,11.88,0.26,0.0,1.4,0.01,0.5,33.04,0.44,154.91,74.52,742.0,105.75,0.0,28-Jul-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
28-Jul-2020 - 00:00,23.96,105.08,15.58,2.37,10.25,56.75,5.22,0.15,9.31,0.17,0.01,1.64,0.01,0.31,33.16,0.49,167.69,73.74,742.0,122.31,0.0,29-Jul-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
29-Jul-2020 - 00:00,14.9,36.3,2.97,2.5,3.43,50.86,4.41,0.54,8.51,0.12,0.02,0.71,0.01,0.18,29.41,0.58,270.98,87.15,742.03,98.69,0.0,30-Jul-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
30-Jul-2020 - 00:00,18.14,33.34,3.78,2.41,4.01,35.65,3.5,0.54,6.65,0.15,0.01,0.86,0.02,0.23,28.76,0.45,255.59,90.52,742.0,64.92,0.0,31-Jul-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
31-Jul-2020 - 00:00,17.93,50.62,3.56,2.38,3.87,37.55,4.11,0.54,7.22,0.17,0.0,0.86,0.02,0.23,30.35,0.46,241.18,86.52,742.0,99.25,0.0,01-Aug-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
01-Aug-2020 - 00:00,14.01,33.96,3.23,2.33,2.9,42.35,4.18,0.54,9.02,0.14,0.0,0.75,0.01,0.17,29.1,0.5,240.1,88.7,742.0,98.01,0.0,02-Aug-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
02-Aug-2020 - 00:00,33.38,83.84,8.99,2.56,6.9,43.41,5.14,0.7,0.87,0.26,0.02,2.71,0.01,0.69,31.79,0.45,156.23,79.06,742.0,131.16,0.0,03-Aug-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
03-Aug-2020 - 00:00,22.01,79.52,7.44,2.53,5.69,49.59,5.57,2.26,,0.23,0.01,1.27,0.0,0.4,33.0,0.43,148.23,74.81,742.0,116.44,0.0,04-Aug-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
04-Aug-2020 - 00:00,21.19,76.11,5.63,2.38,4.83,41.71,6.04,0.02,,0.18,0.01,0.94,0.0,0.35,32.03,0.49,195.75,75.66,742.0,126.71,0.0,05-Aug-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
05-Aug-2020 - 00:00,22.18,63.21,4.29,2.38,3.63,36.74,3.9,,,0.2,0.09,1.06,0.01,0.35,32.08,0.5,228.6,78.53,742.0,114.79,0.0,06-Aug-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
06-Aug-2020 - 00:00,,35.02,1.22,2.51,2.37,39.33,5.21,,,0.1,0.0,0.68,0.01,0.12,32.46,0.61,251.97,73.05,742.0,170.1,0.0,07-Aug-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
07-Aug-2020 - 00:00,9.81,44.26,8.22,2.5,6.48,33.56,6.08,,6.97,0.16,0.02,0.93,0.02,0.32,33.8,0.47,266.84,66.42,742.0,157.98,0.0,08-Aug-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
08-Aug-2020 - 00:00,22.18,62.06,8.89,2.6,6.65,41.62,5.49,,8.34,0.19,0.01,0.89,0.01,0.26,33.29,0.41,184.16,72.81,742.11,117.78,0.0,09-Aug-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
09-Aug-2020 - 00:00,21.46,39.55,4.3,2.42,4.23,41.05,3.51,,9.26,0.14,0.0,0.82,0.0,0.2,30.33,0.45,236.06,87.66,742.22,71.49,0.02,10-Aug-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
10-Aug-2020 - 00:00,18.57,43.52,3.42,2.44,3.74,29.98,4.66,,8.19,0.14,0.0,0.61,0.01,0.17,30.45,0.47,266.47,88.03,742.16,83.67,0.0,11-Aug-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
11-Aug-2020 - 00:00,20.6,47.26,5.11,2.65,4.27,25.68,6.18,,6.29,0.16,0.01,0.73,0.0,0.16,30.26,0.48,208.65,87.31,742.0,122.5,0.0,12-Aug-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
12-Aug-2020 - 00:00,17.11,59.64,3.21,2.62,3.81,33.03,5.65,,16.55,0.17,0.0,1.03,0.0,0.29,30.53,0.49,230.85,86.24,742.0,85.72,0.0,13-Aug-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
13-Aug-2020 - 00:00,7.58,15.67,2.23,2.42,2.96,27.74,4.04,,11.23,0.1,0.0,0.59,0.0,0.17,28.0,0.46,232.94,93.71,742.0,46.92,0.0,14-Aug-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
14-Aug-2020 - 00:00,8.18,25.18,4.28,2.55,4.02,23.39,3.95,,5.16,0.14,0.02,0.72,0.0,0.24,28.82,0.5,245.58,91.3,742.02,64.51,0.0,15-Aug-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
15-Aug-2020 - 00:00,24.51,55.36,3.22,2.39,3.57,24.02,2.48,,5.89,0.19,0.01,0.69,0.0,0.21,30.77,0.48,274.8,84.23,742.0,125.22,0.0,16-Aug-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
16-Aug-2020 - 00:00,19.84,50.68,2.47,2.44,3.06,32.14,4.14,,5.21,0.19,0.01,0.64,0.02,0.18,30.72,0.48,278.72,87.28,742.0,103.79,0.0,17-Aug-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
17-Aug-2020 - 00:00,12.79,42.24,4.95,2.86,4.99,29.1,4.2,,3.62,0.21,0.02,1.01,0.02,0.38,30.05,0.46,233.35,90.76,742.0,63.81,0.0,18-Aug-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
18-Aug-2020 - 00:00,18.91,50.89,4.34,2.94,4.76,34.53,5.58,,3.8,0.24,0.01,1.22,0.03,0.37,30.42,0.4,244.43,90.61,742.0,72.13,0.0,19-Aug-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
19-Aug-2020 - 00:00,5.06,11.75,5.83,2.69,4.73,41.41,5.32,,6.1,0.15,0.01,1.32,0.02,0.41,26.93,0.48,231.68,95.34,742.0,40.73,0.0,20-Aug-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
20-Aug-2020 - 00:00,6.41,17.43,4.04,2.5,3.45,29.17,3.75,,6.22,0.1,0.01,0.68,0.01,0.2,27.12,0.49,239.64,92.05,742.01,66.38,0.0,21-Aug-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
21-Aug-2020 - 00:00,4.59,18.47,3.74,2.63,4.1,24.04,5.1,,4.16,0.11,0.0,0.61,0.0,0.2,29.56,0.56,226.21,81.35,742.0,136.41,0.0,22-Aug-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
22-Aug-2020 - 00:00,3.64,21.48,2.13,2.54,3.03,24.59,3.47,,4.48,0.07,0.0,0.41,0.01,0.12,30.46,0.55,243.88,77.14,742.0,139.0,0.0,23-Aug-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
23-Aug-2020 - 00:00,5.96,24.23,0.5,2.14,1.73,25.3,1.73,,3.84,0.09,0.0,0.32,0.02,0.06,29.11,0.59,236.09,85.59,742.0,118.38,0.0,24-Aug-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
24-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,25-Aug-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
25-Aug-2020 - 00:00,17.26,56.63,6.86,2.65,5.72,32.66,7.1,,,0.23,0.01,0.95,0.02,0.38,31.27,0.45,260.76,79.87,746.7,73.0,0.0,26-Aug-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
26-Aug-2020 - 00:00,15.14,77.47,9.28,3.09,7.36,34.23,4.63,,,0.17,0.0,1.11,0.01,0.29,31.59,0.45,187.48,77.59,750.16,143.44,0.0,27-Aug-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
27-Aug-2020 - 00:00,13.02,58.64,8.13,2.78,6.19,29.31,5.72,,,0.22,0.01,0.96,0.01,0.34,30.33,0.48,190.85,79.58,742.0,114.23,0.0,28-Aug-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
28-Aug-2020 - 00:00,18.62,70.8,9.8,2.63,7.35,27.37,2.33,,,0.25,0.01,1.09,0.07,0.46,29.6,0.35,199.22,85.35,742.0,84.4,0.0,29-Aug-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
29-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,30-Aug-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
30-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,31-Aug-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
31-Aug-2020 - 00:00,10.07,57.56,7.7,2.75,5.71,50.45,5.28,,5.98,0.14,0.04,0.7,0.14,0.12,31.16,0.58,282.89,70.35,742.0,137.5,0.0,01-Sep-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
01-Sep-2020 - 00:00,14.55,70.38,9.6,2.84,7.46,40.16,3.27,,6.89,0.17,0.03,0.71,0.08,0.12,30.2,0.48,244.16,75.93,742.01,115.3,0.0,02-Sep-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
02-Sep-2020 - 00:00,19.39,82.41,14.39,3.06,10.19,37.74,5.08,,8.35,0.21,0.09,1.2,0.19,0.18,30.93,0.4,225.53,74.98,742.0,108.93,0.0,03-Sep-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
03-Sep-2020 - 00:00,21.35,67.84,7.56,2.57,6.15,35.81,4.47,,8.64,0.22,0.04,0.74,0.1,0.11,31.19,0.51,266.14,76.49,742.0,122.68,0.0,04-Sep-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
04-Sep-2020 - 00:00,25.98,65.19,6.71,2.72,5.83,30.95,5.0,,10.57,0.23,0.02,0.64,0.04,0.1,30.66,0.46,253.73,80.27,742.27,133.09,0.0,05-Sep-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
05-Sep-2020 - 00:00,21.62,81.94,12.79,3.01,9.32,43.06,6.6,,19.45,,,,,,31.23,0.54,199.74,73.52,742.0,140.31,0.0,06-Sep-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
06-Sep-2020 - 00:00,22.28,53.73,10.33,2.34,7.4,34.77,3.81,,12.71,,,,,,29.59,0.47,179.82,80.91,742.08,104.67,0.0,07-Sep-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
07-Sep-2020 - 00:00,30.88,88.78,17.06,3.01,11.58,33.86,4.86,,10.95,,,,,,30.8,0.42,162.2,77.15,742.09,97.64,0.0,08-Sep-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
08-Sep-2020 - 00:00,28.58,80.42,13.56,2.65,9.4,31.96,5.94,,11.49,0.18,0.04,0.81,0.22,0.4,31.69,0.53,142.52,70.96,742.0,130.77,0.0,09-Sep-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
09-Sep-2020 - 00:00,37.79,92.62,14.02,2.64,9.6,31.59,4.03,,10.47,0.29,0.03,0.79,0.09,0.17,31.11,0.55,141.93,76.36,742.0,163.29,0.0,10-Sep-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
10-Sep-2020 - 00:00,37.69,126.09,10.89,2.69,8.06,41.06,7.96,,18.35,0.2,0.06,0.84,0.16,0.25,33.63,0.56,143.16,59.88,742.0,168.61,0.0,11-Sep-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
11-Sep-2020 - 00:00,42.73,148.79,16.93,3.24,11.68,36.97,6.61,,13.77,0.25,0.08,1.35,0.18,0.31,32.53,0.45,153.14,66.35,742.0,127.35,0.0,12-Sep-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
12-Sep-2020 - 00:00,56.64,157.73,18.24,2.7,11.94,43.58,9.51,,13.27,0.32,0.08,1.28,0.19,0.38,32.48,0.47,162.99,67.11,742.0,119.82,0.0,13-Sep-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
13-Sep-2020 - 00:00,65.3,166.68,15.78,3.11,10.97,44.6,5.24,,11.72,0.41,0.06,1.27,0.2,0.34,31.88,0.43,202.68,71.18,742.0,111.57,0.0,14-Sep-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
14-Sep-2020 - 00:00,73.05,181.47,16.29,3.12,11.27,51.43,6.64,,9.58,0.46,0.12,1.69,0.28,0.44,31.38,0.43,198.53,74.79,742.0,123.81,0.0,15-Sep-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
15-Sep-2020 - 00:00,55.93,181.11,16.97,3.57,12.02,53.21,6.04,,18.3,0.32,0.04,1.11,0.1,0.37,33.87,0.48,146.5,62.3,742.0,128.33,0.0,16-Sep-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
16-Sep-2020 - 00:00,58.46,186.66,12.58,2.44,8.72,39.19,6.14,,15.66,0.35,0.07,1.43,0.18,0.25,32.86,0.48,149.67,69.01,742.0,112.69,0.0,17-Sep-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
17-Sep-2020 - 00:00,42.39,138.11,12.08,2.54,8.54,44.3,6.16,,16.07,0.3,0.04,0.88,0.11,0.19,32.72,0.57,140.22,68.23,742.07,126.04,0.0,18-Sep-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
18-Sep-2020 - 00:00,37.3,123.31,14.0,2.25,9.28,37.61,8.65,0.54,8.9,0.24,0.04,1.59,0.13,0.26,32.91,0.54,142.83,66.55,742.15,124.2,0.0,19-Sep-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
19-Sep-2020 - 00:00,68.28,181.07,19.04,3.14,12.76,37.45,8.7,,2.85,0.46,0.06,1.45,0.12,0.39,32.0,0.47,181.71,72.74,742.0,109.64,0.0,20-Sep-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
20-Sep-2020 - 00:00,74.42,184.74,13.21,2.64,9.26,41.15,8.49,,9.99,0.4,0.04,1.37,0.12,0.34,32.41,0.49,168.75,68.82,742.0,114.3,0.0,21-Sep-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
21-Sep-2020 - 00:00,60.28,169.57,17.65,2.78,11.73,41.63,9.96,,8.95,0.38,0.05,1.25,0.1,0.52,32.78,0.5,165.83,65.48,742.0,115.77,0.0,22-Sep-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
22-Sep-2020 - 00:00,31.53,93.97,9.45,2.85,7.43,39.71,6.51,,2.8,0.33,0.05,0.96,0.05,0.3,31.97,0.44,262.0,67.42,742.0,129.28,0.0,23-Sep-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
23-Sep-2020 - 00:00,18.72,60.16,10.36,3.0,8.06,32.98,7.75,,0.61,0.29,0.02,0.94,0.05,0.3,30.1,0.47,271.78,76.07,742.01,88.06,0.0,24-Sep-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
24-Sep-2020 - 00:00,25.14,92.92,11.7,3.56,9.21,30.06,7.39,,0.86,0.24,0.04,0.82,0.04,0.24,30.38,0.48,212.49,71.91,742.03,110.1,0.0,25-Sep-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
25-Sep-2020 - 00:00,48.32,153.22,15.94,2.93,10.94,33.13,8.74,,1.3,0.32,0.04,1.56,0.1,0.42,31.02,0.54,146.64,67.06,742.0,115.04,0.0,26-Sep-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
26-Sep-2020 - 00:00,78.9,203.52,26.11,4.49,17.63,41.07,6.6,,7.76,0.59,0.09,2.95,0.17,0.69,30.03,0.48,151.97,68.35,742.09,96.34,0.0,27-Sep-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
27-Sep-2020 - 00:00,35.2,128.75,18.14,2.88,12.07,39.03,9.37,,9.83,0.27,0.06,1.66,0.16,0.32,30.01,0.52,143.24,56.95,742.22,122.61,0.0,28-Sep-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
28-Sep-2020 - 00:00,52.72,192.11,19.16,2.77,12.52,40.32,10.02,,4.55,0.39,0.06,1.48,0.14,0.28,30.13,0.54,147.99,62.68,742.2,122.01,0.0,29-Sep-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
29-Sep-2020 - 00:00,50.23,192.28,16.29,2.68,10.92,39.98,9.09,,8.35,0.39,0.05,1.09,0.12,0.25,30.25,0.61,133.96,58.75,742.23,123.0,0.0,30-Sep-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
30-Sep-2020 - 00:00,46.74,165.59,15.86,2.93,10.82,38.48,11.63,,5.19,0.36,0.02,0.87,0.09,0.18,30.08,0.65,134.43,55.19,742.19,154.26,0.0,01-Oct-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
01-Oct-2020 - 00:00,51.67,197.37,20.18,2.3,12.59,41.2,5.87,,0.79,0.39,0.01,1.31,0.06,0.63,32.28,0.61,137.48,46.67,742.18,134.22,0.0,02-Oct-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
02-Oct-2020 - 00:00,73.71,213.47,21.48,2.83,13.72,42.81,10.39,,1.64,0.48,0.02,1.66,0.08,0.51,29.92,0.5,141.21,59.55,742.25,120.24,0.0,03-Oct-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
03-Oct-2020 - 00:00,82.9,217.62,24.3,2.79,15.28,39.18,11.28,,3.23,0.47,0.12,1.39,0.28,0.51,29.58,0.49,138.32,55.31,742.28,121.17,0.0,04-Oct-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
04-Oct-2020 - 00:00,90.61,223.41,24.64,2.75,15.42,38.95,8.25,,5.18,0.49,0.1,1.38,0.26,0.48,28.98,0.51,149.99,50.97,742.22,120.08,0.0,05-Oct-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
05-Oct-2020 - 00:00,77.22,208.56,20.81,2.85,13.46,40.1,10.31,,5.51,0.42,0.08,1.27,0.2,0.3,28.72,0.56,142.03,56.12,742.19,116.83,0.0,06-Oct-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
06-Oct-2020 - 00:00,84.23,218.14,24.53,2.7,15.24,40.01,8.58,,4.33,0.49,0.11,1.47,0.25,0.38,28.68,0.53,147.71,53.14,742.2,115.02,0.0,07-Oct-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
07-Oct-2020 - 00:00,119.65,282.16,32.43,2.86,19.66,41.9,7.7,,10.43,0.7,0.27,2.09,0.55,0.59,28.89,0.46,154.04,52.13,742.2,114.82,0.0,08-Oct-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
08-Oct-2020 - 00:00,121.24,267.85,32.77,3.08,20.02,46.21,9.17,,19.46,0.71,0.18,1.91,0.33,0.59,29.29,0.52,156.53,54.17,742.17,111.03,0.0,09-Oct-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
09-Oct-2020 - 00:00,129.02,279.07,34.63,3.19,21.1,47.97,8.41,,19.5,0.76,0.21,2.09,0.45,0.63,29.37,0.43,167.94,51.71,742.16,109.56,0.0,10-Oct-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
10-Oct-2020 - 00:00,142.34,301.25,34.95,3.15,21.24,47.88,15.3,,17.44,0.68,0.17,1.94,0.32,0.56,29.06,0.45,152.96,54.05,742.15,106.68,0.0,11-Oct-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
11-Oct-2020 - 00:00,125.62,315.9,38.98,3.13,23.35,44.18,11.82,,17.57,0.7,0.3,2.44,0.37,1.02,29.36,0.43,148.61,54.45,742.14,108.4,0.0,12-Oct-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
12-Oct-2020 - 00:00,125.95,268.86,37.5,3.07,22.49,51.76,6.41,,17.98,0.87,0.3,2.61,0.36,1.02,29.5,0.41,211.5,55.48,742.16,99.78,0.0,13-Oct-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
13-Oct-2020 - 00:00,97.1,217.56,22.57,3.19,14.68,47.71,9.14,,17.74,0.71,0.09,1.75,0.12,0.57,28.81,0.43,237.09,63.73,742.16,80.35,0.0,14-Oct-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
14-Oct-2020 - 00:00,129.11,280.53,29.86,3.14,18.53,51.32,10.56,,17.62,0.79,0.11,2.35,0.13,1.05,29.3,0.42,181.86,62.25,742.08,91.26,0.0,15-Oct-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
15-Oct-2020 - 00:00,174.81,350.36,41.38,3.61,25.03,52.6,8.48,,17.47,0.86,0.09,2.69,0.14,1.35,29.22,0.44,156.77,47.19,742.12,93.5,0.0,16-Oct-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
16-Oct-2020 - 00:00,139.94,272.55,47.7,3.88,28.6,44.39,9.0,,17.41,0.73,0.1,2.36,0.23,1.13,28.05,0.46,148.66,34.93,742.17,106.11,0.0,17-Oct-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
17-Oct-2020 - 00:00,124.91,272.94,40.59,3.69,24.67,46.89,13.47,,17.61,0.7,0.13,2.01,0.24,0.82,27.69,0.39,142.38,40.28,742.16,97.88,0.0,18-Oct-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
18-Oct-2020 - 00:00,106.52,240.36,30.0,2.71,18.23,44.35,16.51,,17.7,0.55,0.04,1.58,0.11,0.53,27.82,0.52,134.97,36.93,742.19,108.2,0.0,19-Oct-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
19-Oct-2020 - 00:00,147.95,308.79,36.03,2.9,21.6,45.58,11.66,,17.71,0.7,0.06,1.9,0.11,0.74,27.18,0.52,138.36,39.79,742.28,105.23,0.0,20-Oct-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
20-Oct-2020 - 00:00,107.36,252.31,40.58,3.02,24.12,40.98,10.8,,17.74,0.67,0.12,2.06,0.24,1.02,27.12,0.55,143.2,32.08,742.38,111.62,0.0,21-Oct-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
21-Oct-2020 - 00:00,181.55,350.39,45.12,4.24,27.54,43.3,10.22,,17.84,0.9,0.14,3.21,0.36,1.12,26.88,0.45,141.66,34.56,742.26,100.14,0.0,22-Oct-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
22-Oct-2020 - 00:00,97.14,243.9,47.41,3.51,28.16,48.09,11.47,,17.79,0.91,0.09,3.11,0.11,1.52,27.33,0.48,157.42,40.34,742.12,90.23,0.0,23-Oct-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
23-Oct-2020 - 00:00,137.96,298.1,52.55,4.62,31.7,46.16,10.37,,17.79,0.93,0.1,2.96,0.07,1.65,26.43,0.48,147.26,41.01,742.29,101.06,0.0,24-Oct-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
24-Oct-2020 - 00:00,190.89,360.65,58.65,3.98,34.51,45.1,13.47,,18.01,1.0,0.12,3.35,0.16,1.85,25.93,0.43,127.03,38.85,742.35,86.32,0.0,25-Oct-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
25-Oct-2020 - 00:00,160.18,442.3,63.27,8.78,40.87,49.83,10.29,,17.9,1.25,0.41,4.94,0.66,2.35,26.31,0.4,162.74,42.41,742.29,88.07,0.0,26-Oct-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
26-Oct-2020 - 00:00,153.18,339.99,43.75,6.23,28.33,49.12,16.6,,17.96,1.14,0.26,3.6,0.47,1.61,25.55,0.5,139.41,41.01,742.53,85.97,0.0,27-Oct-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
27-Oct-2020 - 00:00,163.75,324.14,32.2,2.95,19.6,41.95,10.67,,17.17,0.68,0.05,2.09,0.13,0.86,24.76,0.49,128.51,37.79,742.55,96.21,0.0,28-Oct-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
28-Oct-2020 - 00:00,178.61,366.55,63.37,7.05,39.52,42.62,11.11,,36.78,1.03,0.26,4.08,0.77,1.75,24.57,0.44,150.73,38.12,742.52,86.66,0.0,29-Oct-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
29-Oct-2020 - 00:00,145.55,301.16,46.43,4.67,28.56,48.77,7.23,,65.32,1.09,0.27,3.88,0.61,1.9,24.47,0.41,178.69,47.65,742.53,87.17,0.0,30-Oct-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
30-Oct-2020 - 00:00,160.99,309.67,35.47,3.45,21.68,44.88,7.28,,49.59,0.96,0.14,2.95,0.6,1.16,24.6,0.47,142.39,44.24,742.52,90.86,0.0,31-Oct-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
31-Oct-2020 - 00:00,284.94,472.31,35.69,3.01,21.51,47.14,13.77,,31.96,0.93,0.07,2.69,0.28,1.07,23.92,0.48,134.43,44.19,742.55,88.65,0.0,01-Nov-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
01-Nov-2020 - 00:00,208.26,389.83,33.37,2.77,20.09,41.07,12.85,,18.99,0.98,0.04,2.89,0.12,1.31,23.62,0.49,129.53,34.59,742.65,87.71,0.0,02-Nov-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
02-Nov-2020 - 00:00,208.47,391.8,32.07,3.41,19.89,35.84,11.15,,24.63,1.0,0.08,3.63,0.13,1.59,22.8,0.44,131.19,36.95,742.7,79.53,0.0,03-Nov-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
03-Nov-2020 - 00:00,123.18,289.29,50.14,7.21,34.45,23.12,9.03,,31.99,1.07,0.48,8.68,1.27,2.28,23.05,0.39,137.47,32.41,742.6,79.62,0.0,04-Nov-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
04-Nov-2020 - 00:00,235.06,441.49,34.23,2.74,22.5,11.19,12.53,,24.31,1.16,0.54,4.18,1.07,1.32,22.54,0.42,131.65,43.49,742.59,69.89,0.0,05-Nov-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
05-Nov-2020 - 00:00,244.3,429.9,9.68,2.2,15.05,4.18,10.12,,35.35,1.08,0.29,4.51,0.68,1.2,23.66,0.44,124.15,40.61,742.5,84.84,0.0,06-Nov-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
