from date,CO,Ozone,NO,NO2,NOx,SO2,PM2.5,AT,Rack Temp,Benzene,Toluene,Xylene,RH,WS,WD,SR,BP,VWS,to date,station
24-Apr-2020 - 00:00,0.42,38.78,6.62,5.76,8.45,0.4,32.72,31.32,26.77,0.64,3.16,0.02,52.74,1.04,169.4,177.06,708.66,0.76,25-Apr-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
25-Apr-2020 - 00:00,0.5,45.0,6.13,7.35,8.5,0.4,33.81,32.09,26.24,0.72,7.49,0.03,44.76,1.43,132.12,182.12,708.47,0.78,26-Apr-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
26-Apr-2020 - 00:00,0.33,42.31,6.28,3.23,6.81,0.4,30.15,31.31,25.71,0.56,2.5,0.02,52.21,1.01,161.93,172.98,710.61,0.78,27-Apr-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
27-Apr-2020 - 00:00,0.34,50.91,6.05,4.92,7.29,0.4,25.49,31.26,25.73,0.58,2.96,0.02,49.01,1.24,138.03,187.29,711.92,0.78,28-Apr-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
28-Apr-2020 - 00:00,0.49,34.88,6.47,5.19,8.02,0.4,27.78,28.98,26.46,0.56,3.68,0.01,58.89,1.31,149.25,155.48,712.89,0.76,29-Apr-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
29-Apr-2020 - 00:00,0.47,52.55,6.16,6.29,8.31,0.4,22.6,30.52,26.01,0.71,3.73,0.03,47.78,1.06,197.23,174.94,711.82,0.77,30-Apr-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
30-Apr-2020 - 00:00,0.38,56.35,6.3,7.64,9.17,0.4,27.42,31.77,25.21,0.91,9.38,0.03,43.52,1.2,219.78,163.47,712.08,0.8,01-May-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
01-May-2020 - 00:00,0.46,44.37,6.24,7.33,8.99,0.4,28.67,29.26,26.25,0.68,5.47,0.02,51.59,1.4,222.22,130.51,711.6,0.71,02-May-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
02-May-2020 - 00:00,0.45,47.43,6.56,10.09,10.69,0.4,33.8,31.08,26.21,1.0,3.78,0.02,47.6,1.25,253.53,158.11,708.81,0.77,03-May-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
03-May-2020 - 00:00,0.36,55.42,6.25,9.44,9.74,0.4,37.1,33.11,25.89,0.82,8.74,0.03,41.34,1.3,184.15,189.55,708.42,0.78,04-May-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
04-May-2020 - 00:00,0.4,53.27,6.16,8.13,9.33,0.4,35.42,32.78,25.88,0.84,3.07,0.02,42.77,1.24,221.7,190.11,710.2,0.78,05-May-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
05-May-2020 - 00:00,0.46,48.34,6.47,9.54,10.33,0.4,38.55,32.67,25.98,0.86,5.5,0.02,47.06,0.95,170.9,192.55,709.4,0.77,06-May-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
06-May-2020 - 00:00,0.41,42.81,6.61,7.64,9.45,0.4,29.42,31.77,25.52,0.79,6.56,0.03,49.93,1.16,190.68,164.11,708.81,0.79,07-May-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
07-May-2020 - 00:00,0.49,30.28,6.65,8.36,9.85,0.4,32.02,30.66,25.52,0.89,5.15,0.02,54.84,0.99,166.91,128.08,710.01,0.79,08-May-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
08-May-2020 - 00:00,0.49,37.74,6.57,11.35,11.37,0.41,31.42,30.72,25.91,1.08,10.41,0.02,50.23,1.27,200.5,105.51,710.41,0.78,09-May-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
09-May-2020 - 00:00,0.45,43.26,6.79,7.02,9.26,0.42,28.52,31.68,25.89,0.87,11.44,0.02,48.51,1.21,203.16,172.98,710.75,0.78,10-May-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
10-May-2020 - 00:00,0.56,40.31,7.67,11.53,12.36,0.41,30.45,29.29,26.26,0.89,9.98,0.01,50.47,1.2,146.69,92.76,711.64,0.77,11-May-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
11-May-2020 - 00:00,0.45,54.97,7.0,14.17,13.23,0.41,35.03,30.76,26.02,1.49,17.19,0.02,44.12,1.27,133.72,189.98,712.41,0.78,12-May-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
12-May-2020 - 00:00,0.65,34.75,12.21,20.55,20.87,0.46,36.36,30.84,25.94,1.89,10.85,0.01,48.89,0.92,181.18,152.14,710.17,0.77,13-May-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
13-May-2020 - 00:00,0.43,40.39,8.61,12.04,13.41,0.41,26.82,31.68,25.92,1.03,6.44,0.02,45.39,0.8,152.56,190.34,709.15,0.77,14-May-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
14-May-2020 - 00:00,0.36,34.42,6.99,8.24,10.08,5.35,25.04,32.28,25.76,0.88,8.78,0.02,47.84,0.97,151.32,186.0,708.43,0.78,15-May-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
15-May-2020 - 00:00,0.4,46.63,6.81,8.47,10.05,0.46,24.48,32.29,25.58,0.87,6.66,0.03,43.13,0.95,157.88,158.01,706.89,0.78,16-May-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
16-May-2020 - 00:00,0.56,39.28,8.17,20.04,17.31,1.77,28.68,29.44,29.11,0.8,9.04,0.04,54.48,1.24,177.28,114.34,706.14,0.64,17-May-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
17-May-2020 - 00:00,0.44,47.61,14.23,25.51,25.14,3.09,30.15,30.72,32.84,0.41,5.53,0.03,51.34,1.14,154.07,116.51,704.28,0.68,18-May-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
18-May-2020 - 00:00,0.44,57.09,0.81,15.35,7.63,3.1,33.55,32.46,26.59,0.61,9.11,0.02,44.02,1.6,148.96,135.92,701.53,0.77,19-May-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
19-May-2020 - 00:00,0.55,52.22,2.54,30.15,17.9,4.57,46.82,32.68,26.09,1.07,9.63,0.01,39.67,1.61,130.28,125.09,700.92,0.79,20-May-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
20-May-2020 - 00:00,0.33,48.24,2.49,30.33,17.8,6.6,38.54,33.91,25.84,1.1,11.16,0.02,34.6,1.82,122.68,149.18,701.26,0.8,21-May-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
21-May-2020 - 00:00,0.41,50.7,5.65,33.86,22.02,6.62,34.16,34.36,25.44,1.21,7.55,0.02,32.31,1.96,125.73,149.23,702.63,0.82,22-May-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
22-May-2020 - 00:00,1.13,42.98,9.18,46.24,31.65,6.48,48.49,34.3,25.56,2.58,51.27,0.01,31.56,1.62,130.69,148.95,704.27,0.8,23-May-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
23-May-2020 - 00:00,0.58,54.58,3.04,36.8,21.57,6.59,47.31,34.98,25.16,2.65,30.73,0.02,32.27,1.32,140.29,140.48,704.96,0.81,24-May-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
24-May-2020 - 00:00,0.55,56.53,0.76,20.56,11.27,7.07,39.93,35.27,25.8,1.08,10.41,0.01,41.74,0.81,169.45,132.61,706.55,0.78,25-May-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
25-May-2020 - 00:00,0.46,49.04,0.64,13.66,7.51,7.71,35.4,34.87,25.88,0.64,6.2,0.03,45.23,1.26,208.51,127.42,708.18,0.78,26-May-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
26-May-2020 - 00:00,0.57,47.76,1.01,17.67,9.99,7.97,35.62,34.81,25.92,0.96,5.13,0.02,44.97,1.16,217.78,124.02,708.01,0.78,27-May-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
27-May-2020 - 00:00,0.49,61.17,0.86,18.5,10.24,7.87,31.98,35.32,25.84,0.81,5.54,0.03,40.7,1.2,213.34,120.64,706.03,0.78,28-May-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
28-May-2020 - 00:00,0.42,50.1,0.84,18.86,10.41,7.14,28.02,35.62,25.41,0.74,13.2,0.02,35.99,1.66,162.67,134.57,703.96,0.81,29-May-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
29-May-2020 - 00:00,0.39,47.69,0.76,18.33,10.18,7.7,24.48,35.43,25.55,0.52,4.33,0.03,36.26,1.57,183.42,133.02,704.56,0.8,30-May-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
30-May-2020 - 00:00,0.38,49.36,0.82,15.26,8.51,7.37,21.81,32.66,25.42,0.69,11.62,0.02,44.79,1.5,180.83,118.28,708.38,0.8,31-May-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
31-May-2020 - 00:00,0.49,29.76,10.22,29.32,23.81,7.25,31.19,29.16,28.44,0.81,4.29,0.02,62.71,1.17,187.97,58.9,709.79,1.4,01-Jun-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
01-Jun-2020 - 00:00,0.49,38.54,17.23,37.29,33.44,6.73,29.57,29.34,26.68,1.48,8.83,0.0,61.11,1.05,149.91,171.18,711.46,0.88,02-Jun-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
02-Jun-2020 - 00:00,0.4,31.9,1.52,23.53,13.61,8.0,15.17,29.12,26.43,0.88,3.76,0.01,61.31,1.24,213.97,152.27,708.99,0.76,03-Jun-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
03-Jun-2020 - 00:00,0.38,27.27,1.06,17.36,9.95,8.51,14.2,29.95,26.17,0.55,4.97,0.01,57.93,1.65,247.07,154.7,706.46,0.77,04-Jun-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
04-Jun-2020 - 00:00,0.38,30.43,1.03,15.39,8.87,9.02,14.83,29.02,26.05,0.47,1.18,0.02,58.34,2.5,268.02,166.35,705.55,0.76,05-Jun-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
05-Jun-2020 - 00:00,0.38,29.65,1.47,21.53,12.52,8.56,18.96,30.46,26.32,0.5,1.13,0.02,52.46,1.75,235.42,183.19,706.44,0.77,06-Jun-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
06-Jun-2020 - 00:00,0.38,26.52,1.16,18.82,10.72,7.98,20.79,31.47,25.85,0.58,1.65,0.03,48.22,1.78,196.77,166.33,705.38,0.79,07-Jun-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
07-Jun-2020 - 00:00,0.3,28.52,0.85,13.24,7.5,7.31,19.64,31.34,25.95,0.32,1.52,0.03,49.96,1.92,158.51,175.33,704.76,0.79,08-Jun-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
08-Jun-2020 - 00:00,0.37,25.68,1.08,16.97,9.66,7.82,19.62,31.5,26.03,0.46,1.42,0.03,47.8,2.05,191.06,161.68,704.8,0.79,09-Jun-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
09-Jun-2020 - 00:00,0.34,30.68,1.12,17.85,10.22,7.02,17.85,31.8,25.86,0.48,1.85,0.02,48.31,1.94,150.14,184.45,703.66,0.8,10-Jun-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
10-Jun-2020 - 00:00,0.4,21.58,1.28,20.29,11.74,6.98,20.7,27.63,26.26,0.66,4.56,0.03,71.99,1.66,146.25,138.72,703.27,2.74,11-Jun-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
11-Jun-2020 - 00:00,0.35,21.21,1.33,21.26,12.29,7.05,17.61,26.32,26.74,0.69,4.26,0.02,77.19,1.77,143.0,66.95,700.81,2.12,12-Jun-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
12-Jun-2020 - 00:00,0.43,25.29,1.62,18.57,11.05,8.3,17.68,27.04,26.79,0.52,1.35,0.02,72.78,1.98,220.83,108.09,700.0,0.78,13-Jun-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
13-Jun-2020 - 00:00,0.39,21.02,1.24,14.77,8.73,9.0,11.56,28.36,26.74,0.5,1.27,0.03,64.43,2.03,270.11,146.05,700.48,0.76,14-Jun-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
14-Jun-2020 - 00:00,0.33,23.59,0.94,14.03,8.09,8.65,11.31,29.04,26.71,0.37,0.81,0.03,62.9,2.09,245.27,128.86,702.07,0.76,15-Jun-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
15-Jun-2020 - 00:00,0.31,18.27,4.59,17.18,12.76,8.59,15.5,29.08,26.72,0.35,0.98,0.03,64.43,2.24,238.9,119.33,701.64,0.77,16-Jun-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
16-Jun-2020 - 00:00,0.37,15.84,1.53,13.16,8.11,9.16,11.69,27.32,26.46,0.37,0.78,0.03,72.78,2.43,274.79,110.58,700.66,0.83,17-Jun-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
17-Jun-2020 - 00:00,0.34,17.84,1.83,14.95,9.31,8.88,13.19,26.96,26.6,0.5,1.05,0.02,73.25,2.26,255.9,82.38,702.07,0.74,18-Jun-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
18-Jun-2020 - 00:00,0.39,15.98,2.55,14.95,9.83,8.99,15.23,26.81,26.07,0.48,1.11,0.03,73.82,2.31,260.73,107.91,704.73,0.85,19-Jun-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
19-Jun-2020 - 00:00,0.33,15.96,1.93,16.16,10.1,8.15,18.8,28.75,26.46,0.53,1.46,0.03,65.79,2.06,206.69,152.41,706.41,0.76,20-Jun-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
20-Jun-2020 - 00:00,0.42,18.5,4.55,17.03,12.6,7.24,21.98,29.06,27.01,0.36,1.52,0.02,63.57,2.31,160.12,144.92,706.61,0.76,21-Jun-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
21-Jun-2020 - 00:00,0.3,17.96,0.99,13.69,7.89,7.8,21.42,27.64,26.56,0.37,0.98,0.03,68.79,1.9,188.93,81.45,704.29,0.76,22-Jun-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
22-Jun-2020 - 00:00,0.34,18.07,2.26,17.7,11.2,7.84,21.93,28.7,26.23,0.53,1.52,0.03,63.05,2.06,190.22,117.71,702.44,0.77,23-Jun-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
23-Jun-2020 - 00:00,0.41,16.92,7.7,23.53,18.49,8.01,24.41,29.64,25.72,0.79,6.09,0.04,60.45,1.74,202.14,153.41,705.28,0.78,24-Jun-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
24-Jun-2020 - 00:00,0.4,22.94,2.64,22.18,13.89,8.02,22.85,29.97,26.12,0.52,3.68,0.02,59.56,1.45,208.97,168.51,706.56,0.77,25-Jun-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
25-Jun-2020 - 00:00,0.38,23.06,6.76,26.24,19.41,7.46,21.98,30.98,26.24,0.95,6.07,0.02,59.57,1.08,193.1,184.72,705.29,0.76,26-Jun-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
26-Jun-2020 - 00:00,0.43,23.62,1.58,17.51,10.42,7.17,25.02,30.65,25.52,0.66,3.12,0.03,58.81,1.0,176.85,158.96,705.15,0.78,27-Jun-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
27-Jun-2020 - 00:00,0.56,25.6,1.54,20.44,11.94,7.15,23.54,29.58,27.8,0.32,1.95,0.05,66.89,1.09,175.47,142.84,704.79,0.8,28-Jun-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
28-Jun-2020 - 00:00,0.55,28.99,1.48,23.24,13.36,7.14,16.69,27.15,29.54,0.21,1.77,0.07,70.49,1.13,172.96,143.57,704.86,0.84,29-Jun-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
29-Jun-2020 - 00:00,0.51,21.82,3.52,32.64,20.17,6.52,25.88,27.11,27.6,1.35,20.62,0.04,71.41,1.12,139.76,94.59,703.67,0.74,30-Jun-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
30-Jun-2020 - 00:00,0.44,18.52,1.39,20.41,11.95,8.44,18.41,28.52,25.41,0.74,5.5,0.02,65.91,1.1,238.05,163.55,702.58,0.77,01-Jul-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
01-Jul-2020 - 00:00,0.33,17.73,1.57,18.25,10.91,8.42,14.54,28.61,25.62,0.53,5.0,0.02,61.59,1.66,226.9,163.33,703.26,0.77,02-Jul-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
02-Jul-2020 - 00:00,0.33,14.46,1.92,15.57,9.65,7.81,13.89,27.05,25.28,0.44,3.29,0.03,69.71,1.87,185.88,161.01,702.04,0.92,03-Jul-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
03-Jul-2020 - 00:00,0.31,12.1,5.63,15.33,12.69,8.61,11.08,26.77,25.41,0.38,1.11,0.02,71.43,2.03,234.03,142.96,701.66,0.76,04-Jul-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
04-Jul-2020 - 00:00,0.34,15.06,1.83,15.74,9.69,8.87,14.66,25.51,25.2,0.38,0.93,0.04,74.39,2.16,249.01,89.65,700.68,0.76,05-Jul-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
05-Jul-2020 - 00:00,0.25,15.16,1.42,12.54,7.77,8.88,16.25,25.27,24.85,0.31,0.65,0.02,73.09,2.24,246.16,75.01,700.5,0.73,06-Jul-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
06-Jul-2020 - 00:00,0.46,12.66,1.82,15.24,9.46,8.99,18.02,25.46,27.02,0.44,1.39,0.03,75.08,2.05,270.38,76.53,700.73,0.72,07-Jul-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
07-Jul-2020 - 00:00,0.31,18.28,1.3,11.06,6.77,8.73,14.03,27.12,30.72,0.3,0.64,0.02,67.19,2.24,277.6,125.65,703.23,0.68,08-Jul-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
08-Jul-2020 - 00:00,0.29,16.04,1.26,9.74,6.03,8.71,9.5,26.36,30.92,0.26,0.7,0.02,72.63,1.82,275.09,194.44,706.31,0.67,09-Jul-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
09-Jul-2020 - 00:00,0.44,18.61,2.56,14.63,9.8,8.3,15.4,28.68,30.07,0.38,3.16,0.02,62.79,2.09,244.38,207.5,704.46,0.55,10-Jul-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
10-Jul-2020 - 00:00,0.36,17.64,2.06,16.3,10.3,8.04,18.35,25.41,31.04,0.57,1.65,2.39,72.29,1.66,236.78,69.79,705.67,0.57,11-Jul-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
11-Jul-2020 - 00:00,0.46,12.08,3.76,16.27,11.31,8.34,19.16,26.35,24.82,0.87,4.09,0.02,71.25,1.63,219.3,120.26,704.83,0.73,12-Jul-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
12-Jul-2020 - 00:00,0.39,15.0,1.3,13.31,7.97,8.77,18.71,27.19,24.87,0.59,1.56,0.03,68.47,1.71,242.69,132.59,705.01,0.66,13-Jul-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
13-Jul-2020 - 00:00,0.6,12.49,2.09,15.54,7.41,7.57,19.29,26.66,24.7,1.54,5.83,0.03,70.75,1.36,177.43,100.76,703.61,0.57,14-Jul-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
14-Jul-2020 - 00:00,0.39,10.69,0.1,0.2,0.0,8.29,16.64,25.81,24.61,0.81,4.83,0.03,75.17,1.55,213.64,79.08,702.54,0.49,15-Jul-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
15-Jul-2020 - 00:00,0.4,9.14,0.1,0.2,0.0,8.55,11.81,23.99,24.93,0.8,3.79,0.03,83.33,1.51,224.78,43.96,700.69,0.62,16-Jul-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
16-Jul-2020 - 00:00,0.31,15.41,3.4,0.21,0.03,9.13,10.26,25.06,24.73,0.99,2.77,2.24,74.48,2.33,262.93,131.9,700.47,0.22,17-Jul-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
17-Jul-2020 - 00:00,0.38,16.1,3.07,8.71,4.21,9.31,11.5,26.31,24.83,0.34,0.74,0.03,70.8,1.96,278.3,150.8,702.11,0.38,18-Jul-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
18-Jul-2020 - 00:00,0.41,14.32,3.53,13.17,9.83,9.29,16.22,27.21,24.75,0.62,1.88,0.02,68.46,1.55,277.19,128.56,705.02,0.42,19-Jul-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
19-Jul-2020 - 00:00,0.32,12.59,3.18,11.12,8.51,7.8,17.22,26.74,24.8,0.46,1.9,0.03,71.78,1.49,184.57,123.3,706.66,0.54,20-Jul-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
20-Jul-2020 - 00:00,0.42,13.16,3.38,12.95,9.64,8.35,15.48,27.14,24.76,0.65,3.38,0.02,72.06,1.16,220.81,134.91,705.05,0.53,21-Jul-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
21-Jul-2020 - 00:00,0.4,18.52,2.93,12.68,9.12,8.54,15.31,28.44,24.5,0.76,3.73,0.02,64.09,1.44,232.44,196.01,707.05,0.43,22-Jul-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
22-Jul-2020 - 00:00,0.57,14.08,4.03,17.52,12.6,7.81,19.98,27.44,24.66,1.07,6.65,0.02,70.99,0.95,195.57,125.23,707.88,0.6,23-Jul-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
23-Jul-2020 - 00:00,0.5,7.46,7.1,19.8,16.29,7.87,21.11,24.38,24.81,1.61,11.35,0.01,82.66,0.79,192.18,41.21,706.91,0.57,24-Jul-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
24-Jul-2020 - 00:00,0.48,13.12,4.35,19.32,13.82,8.12,20.53,25.92,24.85,1.17,7.01,0.02,73.91,0.99,216.15,119.9,708.49,0.57,25-Jul-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
25-Jul-2020 - 00:00,0.62,11.35,8.55,27.23,21.43,8.26,21.32,25.88,25.17,1.88,16.41,0.01,74.69,0.92,219.86,117.62,710.12,0.39,26-Jul-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
26-Jul-2020 - 00:00,0.64,4.62,3.98,28.73,18.52,9.57,,24.48,25.52,3.03,23.09,0.02,79.33,1.1,296.33,3.0,711.67,0.7,27-Jul-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
27-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,28-Jul-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
28-Jul-2020 - 00:00,0.42,8.97,4.43,22.42,15.52,6.87,15.62,24.46,24.76,1.05,10.0,0.01,79.0,0.89,135.04,3.0,706.21,0.71,29-Jul-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
29-Jul-2020 - 00:00,0.58,13.95,6.66,23.25,17.78,6.78,18.82,26.16,25.04,1.46,11.87,0.02,75.62,1.08,140.76,136.21,704.41,0.63,30-Jul-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
30-Jul-2020 - 00:00,0.63,14.39,9.46,25.74,21.39,7.75,25.43,27.62,25.18,1.5,12.85,0.01,72.62,0.86,196.24,160.29,704.83,0.54,31-Jul-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
31-Jul-2020 - 00:00,0.7,9.74,19.39,29.88,31.66,6.93,25.82,26.78,25.16,2.05,26.47,0.01,76.23,0.81,151.26,94.24,704.24,0.62,01-Aug-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
01-Aug-2020 - 00:00,0.98,11.34,20.82,25.7,30.59,7.79,33.38,26.19,25.0,2.68,43.1,0.0,78.91,0.85,194.72,100.51,704.08,0.53,02-Aug-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
02-Aug-2020 - 00:00,0.39,12.06,6.46,12.87,12.04,8.94,17.09,27.26,25.17,1.23,8.11,0.02,72.31,1.48,253.43,152.32,703.68,0.53,03-Aug-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
03-Aug-2020 - 00:00,0.36,13.05,3.24,10.75,8.34,8.52,10.99,26.32,25.08,0.25,0.74,0.03,70.2,2.28,221.73,122.26,701.31,0.6,04-Aug-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
04-Aug-2020 - 00:00,0.32,14.81,3.04,7.63,6.5,9.06,10.49,26.34,25.03,0.23,0.76,0.03,69.84,2.8,255.88,122.82,,0.54,05-Aug-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
05-Aug-2020 - 00:00,0.34,14.01,3.08,7.19,6.2,9.1,11.25,25.36,25.05,0.25,0.78,0.03,75.87,2.63,261.31,93.56,,0.4,06-Aug-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
06-Aug-2020 - 00:00,0.47,13.93,3.7,12.06,9.42,9.24,13.28,27.63,25.02,0.49,1.65,0.02,69.28,2.38,277.8,200.8,700.0,0.59,07-Aug-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
07-Aug-2020 - 00:00,0.42,12.38,3.16,9.3,7.51,9.28,11.53,26.92,25.1,0.37,0.92,0.02,70.66,2.07,274.99,109.98,703.62,0.45,08-Aug-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
08-Aug-2020 - 00:00,0.24,12.76,3.64,11.92,9.3,8.32,13.69,27.25,25.04,0.31,0.74,0.03,67.15,2.31,211.77,154.44,705.04,0.63,09-Aug-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
09-Aug-2020 - 00:00,0.25,13.57,3.39,11.36,8.8,7.85,15.27,25.1,24.86,0.29,1.14,0.03,75.4,1.96,188.29,66.64,702.44,0.41,10-Aug-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
10-Aug-2020 - 00:00,0.29,8.44,4.23,13.13,10.42,8.59,17.45,23.75,24.97,0.42,0.92,0.02,84.17,1.74,227.67,40.43,703.06,0.51,11-Aug-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
11-Aug-2020 - 00:00,0.33,13.91,2.99,10.01,7.73,7.76,12.65,25.89,24.94,0.33,1.23,0.03,73.9,2.04,181.61,125.23,705.21,0.67,12-Aug-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
12-Aug-2020 - 00:00,0.3,11.31,4.11,13.36,10.44,8.53,16.39,25.52,24.79,0.34,0.85,0.03,75.15,2.28,222.73,78.28,706.67,0.62,13-Aug-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
13-Aug-2020 - 00:00,0.39,8.38,4.77,14.39,11.54,8.95,13.15,22.62,24.46,0.41,1.08,0.03,85.95,2.05,250.44,21.19,704.23,-0.03,14-Aug-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
