from date,PM2.5,PM10,NOx,NH3,NO,NO2,CO,SO2,Ozone,Benzene,Eth-Benzene,MP-Xylene,Toluene,Xylene,AT,RH,WS,WD,VWS,BP,SR,RF,to date,station
28-Jul-2020 - 00:00,27.36,46.27,30.28,1.63,4.18,26.08,0.41,6.18,25.99,6.32,2.22,1.33,10.22,0.98,,,0.7,171.41,0.0,999.26,104.55,0.01,29-Jul-2020 - 00:00,"Fort William, Kolkata - WBPCB"
29-Jul-2020 - 00:00,14.27,21.35,11.32,2.35,1.63,9.67,0.28,5.41,21.66,1.54,0.81,0.67,5.44,0.35,,,0.73,188.24,0.0,999.82,104.04,0.33,30-Jul-2020 - 00:00,"Fort William, Kolkata - WBPCB"
30-Jul-2020 - 00:00,7.74,19.29,16.06,2.29,4.22,11.83,0.26,5.54,19.14,1.31,0.94,0.83,5.87,0.37,,,0.88,191.55,0.0,999.74,151.51,0.03,31-Jul-2020 - 00:00,"Fort William, Kolkata - WBPCB"
31-Jul-2020 - 00:00,6.56,31.87,18.75,1.96,3.37,15.36,0.3,4.7,14.42,1.93,1.05,0.66,5.6,0.44,,,0.73,194.58,0.0,998.76,159.85,0.02,01-Aug-2020 - 00:00,"Fort William, Kolkata - WBPCB"
01-Aug-2020 - 00:00,8.12,21.59,16.54,1.91,3.53,13.0,0.29,4.36,18.52,1.81,0.95,0.64,4.96,0.4,,,0.6,181.51,0.0,998.52,136.81,0.07,02-Aug-2020 - 00:00,"Fort William, Kolkata - WBPCB"
02-Aug-2020 - 00:00,17.16,33.62,18.89,1.9,2.75,16.12,0.34,4.59,27.93,2.5,1.16,0.63,4.54,0.5,,,0.42,185.86,0.0,996.08,114.27,0.05,03-Aug-2020 - 00:00,"Fort William, Kolkata - WBPCB"
03-Aug-2020 - 00:00,39.02,68.85,26.18,1.55,2.42,23.74,0.41,6.56,40.86,2.72,1.28,0.87,5.83,0.58,,,0.49,200.71,0.0,991.95,125.63,0.05,04-Aug-2020 - 00:00,"Fort William, Kolkata - WBPCB"
04-Aug-2020 - 00:00,27.48,49.42,32.26,11.61,3.23,29.0,0.54,3.42,15.13,4.38,1.83,1.2,11.69,0.76,,,0.53,167.21,0.0,988.73,45.02,0.12,05-Aug-2020 - 00:00,"Fort William, Kolkata - WBPCB"
05-Aug-2020 - 00:00,6.87,15.58,8.05,20.99,1.31,6.73,0.29,4.57,29.57,2.69,0.48,0.34,3.79,0.23,,,1.05,92.42,0.0,990.14,67.16,0.0,06-Aug-2020 - 00:00,"Fort William, Kolkata - WBPCB"
06-Aug-2020 - 00:00,8.15,18.76,21.85,7.81,2.77,19.06,0.36,2.97,22.65,3.43,1.25,0.54,5.39,0.54,,,0.73,133.49,0.0,997.1,78.92,0.08,07-Aug-2020 - 00:00,"Fort William, Kolkata - WBPCB"
07-Aug-2020 - 00:00,14.28,31.83,20.05,6.87,2.04,18.0,0.32,5.23,21.9,2.33,1.09,0.67,6.04,0.44,,,0.74,173.19,0.01,998.54,115.19,0.0,08-Aug-2020 - 00:00,"Fort William, Kolkata - WBPCB"
08-Aug-2020 - 00:00,19.67,35.91,11.55,4.99,1.37,10.17,0.3,5.35,29.57,1.33,0.55,0.44,4.17,0.43,,,0.5,166.18,0.0,996.8,88.41,0.03,09-Aug-2020 - 00:00,"Fort William, Kolkata - WBPCB"
09-Aug-2020 - 00:00,10.51,25.05,12.7,4.75,1.67,11.02,0.27,3.19,26.5,0.97,0.41,0.38,3.08,0.16,,,0.86,144.94,0.01,996.64,139.22,0.0,10-Aug-2020 - 00:00,"Fort William, Kolkata - WBPCB"
10-Aug-2020 - 00:00,7.32,22.23,18.06,13.36,2.59,15.45,0.29,4.51,18.85,0.64,0.24,0.23,2.28,0.09,,,0.86,152.82,0.01,997.38,122.09,0.06,11-Aug-2020 - 00:00,"Fort William, Kolkata - WBPCB"
11-Aug-2020 - 00:00,13.58,28.77,16.71,8.6,1.84,14.86,0.3,7.72,26.19,0.17,0.04,0.06,0.68,0.02,,,0.98,191.23,0.0,996.94,138.47,0.0,12-Aug-2020 - 00:00,"Fort William, Kolkata - WBPCB"
12-Aug-2020 - 00:00,15.56,35.93,22.95,3.14,2.02,20.92,0.34,8.65,29.81,0.0,0.0,0.0,0.0,0.0,,,0.63,185.01,0.01,996.76,79.38,0.0,13-Aug-2020 - 00:00,"Fort William, Kolkata - WBPCB"
13-Aug-2020 - 00:00,7.91,20.81,16.14,2.97,2.24,13.88,0.29,5.94,25.89,0.0,0.0,0.0,0.0,0.0,,,0.96,122.34,0.01,995.49,153.83,0.0,14-Aug-2020 - 00:00,"Fort William, Kolkata - WBPCB"
14-Aug-2020 - 00:00,9.15,20.42,19.09,2.42,2.71,16.37,0.33,6.08,23.72,0.0,0.0,0.0,0.0,0.0,,,1.09,82.79,0.0,993.16,129.3,0.0,15-Aug-2020 - 00:00,"Fort William, Kolkata - WBPCB"
15-Aug-2020 - 00:00,7.92,16.42,13.09,3.1,1.24,11.84,0.25,5.04,25.23,0.0,0.0,0.0,0.0,0.0,,,0.88,69.25,0.0,991.01,34.3,0.0,16-Aug-2020 - 00:00,"Fort William, Kolkata - WBPCB"
16-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,,17-Aug-2020 - 00:00,"Fort William, Kolkata - WBPCB"
17-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,,18-Aug-2020 - 00:00,"Fort William, Kolkata - WBPCB"
18-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,,19-Aug-2020 - 00:00,"Fort William, Kolkata - WBPCB"
19-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,,20-Aug-2020 - 00:00,"Fort William, Kolkata - WBPCB"
20-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,,21-Aug-2020 - 00:00,"Fort William, Kolkata - WBPCB"
21-Aug-2020 - 00:00,6.89,21.99,8.65,3.22,1.32,7.32,0.27,7.83,24.58,0.37,0.29,0.0,0.19,0.0,,,1.15,164.01,0.0,999.76,67.25,0.12,22-Aug-2020 - 00:00,"Fort William, Kolkata - WBPCB"
22-Aug-2020 - 00:00,16.52,33.08,39.08,1.5,5.97,33.08,0.44,8.38,19.76,0.37,0.29,0.0,0.19,0.0,,,0.46,167.73,0.0,999.95,95.09,0.01,23-Aug-2020 - 00:00,"Fort William, Kolkata - WBPCB"
23-Aug-2020 - 00:00,21.33,38.12,30.91,1.12,4.68,26.21,0.37,8.7,21.49,0.37,0.29,0.0,0.19,0.0,,,0.43,206.72,0.0,998.77,92.9,0.02,24-Aug-2020 - 00:00,"Fort William, Kolkata - WBPCB"
24-Aug-2020 - 00:00,22.3,44.68,33.42,1.31,3.96,29.43,0.45,14.54,29.91,0.37,0.29,0.0,0.19,0.0,,,0.38,196.08,-0.0,998.78,112.06,0.19,25-Aug-2020 - 00:00,"Fort William, Kolkata - WBPCB"
25-Aug-2020 - 00:00,23.42,53.57,22.33,1.99,1.71,20.6,0.38,9.12,33.55,0.37,0.29,0.0,0.19,0.0,,,1.09,73.88,0.01,997.87,176.02,0.06,26-Aug-2020 - 00:00,"Fort William, Kolkata - WBPCB"
26-Aug-2020 - 00:00,8.8,20.41,17.83,2.33,1.75,16.07,0.32,5.44,22.45,0.37,0.29,0.0,0.19,0.0,,,1.39,91.11,-0.0,996.27,91.09,0.12,27-Aug-2020 - 00:00,"Fort William, Kolkata - WBPCB"
27-Aug-2020 - 00:00,6.38,19.93,11.05,2.96,1.36,9.69,0.25,6.38,12.83,0.37,0.29,0.0,0.19,0.0,,,1.24,157.01,-0.0,998.71,73.65,0.46,28-Aug-2020 - 00:00,"Fort William, Kolkata - WBPCB"
28-Aug-2020 - 00:00,16.26,35.85,15.7,2.19,1.45,14.23,0.28,5.06,10.41,0.37,0.29,0.0,0.19,0.0,,,1.19,186.51,-0.0,999.05,112.73,0.09,29-Aug-2020 - 00:00,"Fort William, Kolkata - WBPCB"
29-Aug-2020 - 00:00,20.54,43.36,15.44,2.01,1.33,14.1,0.27,5.79,10.97,0.37,0.29,0.0,0.19,0.0,,,1.23,193.46,-0.0,999.41,158.29,0.0,30-Aug-2020 - 00:00,"Fort William, Kolkata - WBPCB"
30-Aug-2020 - 00:00,20.6,45.91,16.39,1.54,1.47,14.91,0.31,5.53,18.78,0.37,0.29,0.0,0.19,0.0,,,0.73,208.18,-0.0,999.24,180.27,0.0,31-Aug-2020 - 00:00,"Fort William, Kolkata - WBPCB"
31-Aug-2020 - 00:00,25.46,48.79,15.18,1.47,1.45,13.72,0.36,6.83,24.02,0.37,0.29,0.0,0.19,0.0,,,0.42,217.54,0.0,999.38,127.76,0.0,01-Sep-2020 - 00:00,"Fort William, Kolkata - WBPCB"
01-Sep-2020 - 00:00,23.68,43.78,33.07,0.55,11.11,21.94,0.48,5.73,10.19,0.37,0.29,0.0,0.19,0.0,,,0.44,187.02,0.0,,54.8,0.16,02-Sep-2020 - 00:00,"Fort William, Kolkata - WBPCB"
02-Sep-2020 - 00:00,18.34,35.73,27.17,0.47,7.55,19.61,0.4,5.92,10.87,0.37,0.29,0.0,0.19,0.0,,,0.36,180.18,-0.0,,109.59,0.06,03-Sep-2020 - 00:00,"Fort William, Kolkata - WBPCB"
03-Sep-2020 - 00:00,12.63,30.84,23.78,0.64,5.85,17.92,0.36,5.6,9.66,0.37,0.29,0.0,0.19,0.0,,,0.52,189.77,0.0,,130.58,0.0,04-Sep-2020 - 00:00,"Fort William, Kolkata - WBPCB"
04-Sep-2020 - 00:00,16.78,37.22,27.36,0.56,7.88,19.47,0.39,5.9,11.98,0.37,0.29,0.0,0.19,0.0,,,0.38,196.42,0.0,,136.84,0.1,05-Sep-2020 - 00:00,"Fort William, Kolkata - WBPCB"
05-Sep-2020 - 00:00,14.54,34.49,18.79,0.96,3.4,15.39,0.27,5.84,7.65,0.37,0.29,0.0,0.19,0.0,,,1.05,195.36,-0.0,999.77,153.84,0.0,06-Sep-2020 - 00:00,"Fort William, Kolkata - WBPCB"
06-Sep-2020 - 00:00,11.24,27.3,16.06,1.13,3.12,12.94,0.23,5.87,8.0,0.37,0.29,0.0,0.19,0.0,,,1.31,191.39,0.0,999.76,160.52,0.0,07-Sep-2020 - 00:00,"Fort William, Kolkata - WBPCB"
07-Sep-2020 - 00:00,7.94,23.41,12.04,1.54,1.74,10.29,0.22,5.51,8.46,0.37,0.29,0.0,0.19,0.0,,,1.24,191.1,0.0,999.79,117.55,0.0,08-Sep-2020 - 00:00,"Fort William, Kolkata - WBPCB"
08-Sep-2020 - 00:00,14.13,28.39,22.48,2.68,5.1,17.9,0.35,6.77,6.98,0.37,0.29,0.0,0.19,0.0,,,0.77,187.16,0.0,,116.2,0.44,09-Sep-2020 - 00:00,"Fort William, Kolkata - WBPCB"
09-Sep-2020 - 00:00,25.77,59.27,31.45,2.9,11.23,19.84,0.36,5.72,1.81,0.37,0.29,0.0,0.19,0.0,,,0.65,185.39,0.0,999.18,151.49,0.0,10-Sep-2020 - 00:00,"Fort William, Kolkata - WBPCB"
10-Sep-2020 - 00:00,18.48,42.48,19.87,3.89,3.47,16.37,0.34,6.19,1.18,0.37,0.29,0.0,0.19,0.0,,,0.84,188.38,0.0,998.62,103.43,0.01,11-Sep-2020 - 00:00,"Fort William, Kolkata - WBPCB"
11-Sep-2020 - 00:00,10.48,28.37,11.09,4.83,1.61,9.48,0.23,6.63,1.12,0.37,0.29,0.0,0.19,0.0,,,0.99,185.0,0.0,999.39,142.0,0.0,12-Sep-2020 - 00:00,"Fort William, Kolkata - WBPCB"
12-Sep-2020 - 00:00,6.69,28.6,16.14,4.04,3.34,12.8,0.29,5.6,1.05,0.37,0.29,0.0,0.19,0.0,,,0.74,180.16,0.0,,115.57,0.0,13-Sep-2020 - 00:00,"Fort William, Kolkata - WBPCB"
13-Sep-2020 - 00:00,7.38,25.67,16.47,3.76,4.23,12.23,0.27,5.22,1.05,0.37,0.29,0.0,0.19,0.0,,,0.74,173.27,0.0,,119.45,0.01,14-Sep-2020 - 00:00,"Fort William, Kolkata - WBPCB"
14-Sep-2020 - 00:00,7.4,29.55,19.53,3.31,5.21,14.32,0.29,6.03,1.02,0.37,0.29,0.0,0.19,0.0,,,0.69,160.04,0.0,999.93,129.7,0.02,15-Sep-2020 - 00:00,"Fort William, Kolkata - WBPCB"
15-Sep-2020 - 00:00,9.69,34.49,20.15,3.23,5.04,15.1,0.31,5.26,1.02,0.37,0.29,0.0,0.19,0.0,,,0.69,188.9,0.0,999.97,82.9,0.01,16-Sep-2020 - 00:00,"Fort William, Kolkata - WBPCB"
16-Sep-2020 - 00:00,13.25,33.67,18.53,4.3,3.97,14.55,0.29,6.95,4.79,0.36,0.28,0.0,0.19,0.0,,,1.09,187.55,0.0,999.66,161.26,0.0,17-Sep-2020 - 00:00,"Fort William, Kolkata - WBPCB"
17-Sep-2020 - 00:00,10.17,25.89,13.36,4.96,2.09,11.26,0.31,6.37,7.56,0.37,0.29,0.0,0.19,0.0,,,1.14,191.74,0.0,998.72,144.22,0.0,18-Sep-2020 - 00:00,"Fort William, Kolkata - WBPCB"
18-Sep-2020 - 00:00,15.54,33.39,18.96,4.29,3.72,15.24,0.38,5.22,12.82,0.37,0.29,0.0,0.19,0.0,,,0.59,199.75,0.0,998.76,159.3,0.0,19-Sep-2020 - 00:00,"Fort William, Kolkata - WBPCB"
19-Sep-2020 - 00:00,23.18,50.6,23.93,3.97,5.59,18.33,0.43,6.29,22.69,0.37,0.29,0.0,0.19,0.0,,,0.45,210.61,-0.0,997.2,130.88,0.0,20-Sep-2020 - 00:00,"Fort William, Kolkata - WBPCB"
20-Sep-2020 - 00:00,20.79,43.27,19.88,4.35,2.75,17.13,0.44,5.64,18.55,0.37,0.29,0.0,0.19,0.0,,,0.59,112.82,0.0,995.41,78.92,0.03,21-Sep-2020 - 00:00,"Fort William, Kolkata - WBPCB"
21-Sep-2020 - 00:00,7.47,19.47,16.9,4.31,3.45,13.44,0.34,6.26,13.6,0.37,0.29,0.0,0.19,0.0,,,1.01,97.8,0.0,995.26,79.56,0.05,22-Sep-2020 - 00:00,"Fort William, Kolkata - WBPCB"
22-Sep-2020 - 00:00,10.77,30.35,18.04,4.5,2.85,15.17,0.36,5.82,8.25,0.37,0.29,0.0,0.19,0.0,,,1.07,160.82,0.0,997.69,77.54,0.01,23-Sep-2020 - 00:00,"Fort William, Kolkata - WBPCB"
23-Sep-2020 - 00:00,9.83,23.83,18.59,4.31,3.38,15.19,0.31,5.48,5.57,0.37,0.29,0.0,0.19,0.0,,,0.99,178.22,0.0,999.58,67.69,0.3,24-Sep-2020 - 00:00,"Fort William, Kolkata - WBPCB"
24-Sep-2020 - 00:00,15.05,33.27,14.97,4.11,2.11,12.85,0.3,5.75,6.14,0.37,0.29,0.0,0.19,0.0,,,1.25,191.7,0.0,,87.34,0.01,25-Sep-2020 - 00:00,"Fort William, Kolkata - WBPCB"
25-Sep-2020 - 00:00,16.1,39.01,18.43,4.69,2.39,16.03,0.33,4.76,7.69,0.36,0.28,0.01,0.19,0.0,,,0.96,197.74,0.0,999.2,72.14,0.14,26-Sep-2020 - 00:00,"Fort William, Kolkata - WBPCB"
26-Sep-2020 - 00:00,20.55,52.67,19.71,3.52,2.67,17.02,0.42,6.02,11.03,0.38,0.31,0.04,0.2,0.07,,,0.87,181.51,0.0,998.68,77.07,0.02,27-Sep-2020 - 00:00,"Fort William, Kolkata - WBPCB"
27-Sep-2020 - 00:00,28.23,57.88,18.68,3.77,3.83,14.84,0.4,5.66,29.88,0.38,0.3,0.03,0.2,0.07,,,0.41,188.36,0.0,999.39,136.8,0.0,28-Sep-2020 - 00:00,"Fort William, Kolkata - WBPCB"
28-Sep-2020 - 00:00,50.12,87.77,20.17,3.09,6.53,13.63,0.74,6.74,22.85,,,,,,,,0.28,221.67,-0.0,999.59,,0.09,29-Sep-2020 - 00:00,"Fort William, Kolkata - WBPCB"
29-Sep-2020 - 00:00,25.38,52.2,21.43,2.86,9.76,11.66,0.44,5.37,14.9,,,,,,,,0.34,202.24,-0.0,998.95,,0.0,30-Sep-2020 - 00:00,"Fort William, Kolkata - WBPCB"
30-Sep-2020 - 00:00,16.49,41.3,17.68,3.23,7.78,9.89,0.42,5.72,13.94,,,,,,,,0.42,181.47,-0.0,998.93,,0.0,01-Oct-2020 - 00:00,"Fort William, Kolkata - WBPCB"
01-Oct-2020 - 00:00,17.05,35.69,12.61,3.84,3.54,9.07,0.38,5.81,14.57,,,,,,,,0.68,133.24,-0.0,998.68,,0.0,02-Oct-2020 - 00:00,"Fort William, Kolkata - WBPCB"
02-Oct-2020 - 00:00,12.92,29.66,9.44,4.31,2.28,7.15,0.37,6.02,15.42,,,,,,,,0.63,117.23,0.0,999.61,,0.0,03-Oct-2020 - 00:00,"Fort William, Kolkata - WBPCB"
03-Oct-2020 - 00:00,17.58,32.89,10.55,4.14,3.42,7.12,0.43,5.85,13.32,0.32,0.25,0.0,0.17,0.0,,,0.49,172.28,-0.01,998.71,,0.02,04-Oct-2020 - 00:00,"Fort William, Kolkata - WBPCB"
04-Oct-2020 - 00:00,23.6,44.41,13.94,3.72,7.4,6.53,0.49,5.56,10.12,0.37,0.29,0.0,0.19,0.0,,,0.46,179.92,-0.0,999.89,,0.09,05-Oct-2020 - 00:00,"Fort William, Kolkata - WBPCB"
05-Oct-2020 - 00:00,22.18,42.3,12.36,3.96,4.95,7.41,0.45,4.91,9.54,0.37,0.29,0.0,0.19,0.0,,,0.37,167.63,-0.0,,,0.05,06-Oct-2020 - 00:00,"Fort William, Kolkata - WBPCB"
06-Oct-2020 - 00:00,18.14,36.78,12.42,4.3,5.01,7.4,0.44,6.0,10.39,0.37,0.29,0.0,0.19,0.0,,,0.56,179.09,0.0,,,0.01,07-Oct-2020 - 00:00,"Fort William, Kolkata - WBPCB"
07-Oct-2020 - 00:00,17.19,37.69,10.44,4.66,2.79,7.64,0.4,5.89,11.97,0.37,0.29,0.0,0.19,0.0,,,0.56,176.73,-0.0,,,0.08,08-Oct-2020 - 00:00,"Fort William, Kolkata - WBPCB"
08-Oct-2020 - 00:00,25.83,56.74,12.16,4.23,5.07,7.56,0.58,6.42,17.37,0.37,0.29,0.0,0.19,0.0,,,0.26,205.21,-0.0,,,0.01,09-Oct-2020 - 00:00,"Fort William, Kolkata - WBPCB"
09-Oct-2020 - 00:00,36.33,82.21,,,,,0.91,7.93,14.25,0.37,0.29,0.0,0.19,0.0,,,0.29,229.61,0.0,,,0.27,10-Oct-2020 - 00:00,"Fort William, Kolkata - WBPCB"
10-Oct-2020 - 00:00,45.57,89.38,30.6,4.73,18.31,12.28,0.77,6.72,14.29,0.37,0.29,0.0,0.19,0.0,,,0.36,182.43,0.0,,42.41,0.06,11-Oct-2020 - 00:00,"Fort William, Kolkata - WBPCB"
11-Oct-2020 - 00:00,33.81,72.12,16.55,3.37,7.29,9.26,0.56,6.5,21.93,0.37,0.29,0.0,0.19,0.0,,,0.26,228.11,0.05,999.77,112.61,0.0,12-Oct-2020 - 00:00,"Fort William, Kolkata - WBPCB"
12-Oct-2020 - 00:00,37.98,85.37,23.95,2.83,13.13,10.81,0.77,6.81,18.34,0.37,0.29,0.0,0.19,0.0,,,0.35,210.0,0.02,999.17,126.19,0.0,13-Oct-2020 - 00:00,"Fort William, Kolkata - WBPCB"
13-Oct-2020 - 00:00,37.89,80.6,25.37,2.83,14.83,10.53,0.64,6.26,10.42,0.37,0.29,0.0,0.19,0.0,,,0.47,163.98,-0.03,999.74,131.37,0.0,14-Oct-2020 - 00:00,"Fort William, Kolkata - WBPCB"
14-Oct-2020 - 00:00,12.1,36.67,9.75,3.19,2.27,7.46,0.37,5.43,11.41,0.37,0.29,0.0,0.19,0.0,,,0.73,106.02,-0.01,,155.34,0.0,15-Oct-2020 - 00:00,"Fort William, Kolkata - WBPCB"
15-Oct-2020 - 00:00,12.43,38.02,11.51,3.09,3.82,7.69,0.39,5.91,7.59,0.37,0.29,0.0,0.19,0.0,,,0.65,150.26,0.01,,118.7,0.0,16-Oct-2020 - 00:00,"Fort William, Kolkata - WBPCB"
16-Oct-2020 - 00:00,36.04,81.12,34.3,2.73,23.31,10.99,0.88,7.86,8.26,0.37,0.29,0.0,0.19,0.0,,,0.34,214.51,-0.02,1000.0,91.98,0.13,17-Oct-2020 - 00:00,"Fort William, Kolkata - WBPCB"
17-Oct-2020 - 00:00,56.43,112.18,36.87,2.84,23.95,12.9,0.82,6.58,14.63,0.84,0.44,0.22,1.8,0.09,,,0.37,197.02,-0.0,,116.36,0.0,18-Oct-2020 - 00:00,"Fort William, Kolkata - WBPCB"
18-Oct-2020 - 00:00,53.4,109.44,22.96,2.93,12.05,10.9,0.64,6.17,12.57,1.38,0.63,0.51,3.51,0.21,,,0.44,177.17,-0.01,,81.05,0.0,19-Oct-2020 - 00:00,"Fort William, Kolkata - WBPCB"
19-Oct-2020 - 00:00,35.46,81.52,29.77,2.91,18.67,11.09,0.86,6.89,9.05,1.04,0.65,0.5,3.65,0.2,,,0.31,241.0,-0.01,,127.5,0.0,20-Oct-2020 - 00:00,"Fort William, Kolkata - WBPCB"
20-Oct-2020 - 00:00,52.28,108.87,19.68,3.08,8.92,10.75,0.59,6.45,18.43,1.29,0.66,0.51,3.59,0.2,,,0.69,85.95,-0.0,,138.6,0.0,21-Oct-2020 - 00:00,"Fort William, Kolkata - WBPCB"
21-Oct-2020 - 00:00,10.92,34.84,10.31,3.27,2.98,7.32,0.38,5.42,9.47,1.09,0.5,0.32,2.85,0.11,,,1.01,121.04,-0.01,,134.13,0.0,22-Oct-2020 - 00:00,"Fort William, Kolkata - WBPCB"
22-Oct-2020 - 00:00,10.0,27.07,9.58,3.25,2.71,6.86,0.36,5.73,8.3,0.54,0.58,0.33,2.83,0.12,,,1.25,64.51,-0.01,999.67,75.96,0.0,23-Oct-2020 - 00:00,"Fort William, Kolkata - WBPCB"
23-Oct-2020 - 00:00,12.65,29.02,8.35,3.32,2.59,5.76,0.38,6.04,7.55,0.38,0.51,0.29,2.59,0.11,,,1.08,188.62,-0.01,998.78,113.83,0.01,24-Oct-2020 - 00:00,"Fort William, Kolkata - WBPCB"
24-Oct-2020 - 00:00,15.24,38.4,9.68,3.36,3.34,6.34,0.38,5.78,9.79,0.36,0.5,0.3,2.62,0.11,,,0.47,281.42,-0.01,,153.97,0.0,25-Oct-2020 - 00:00,"Fort William, Kolkata - WBPCB"
25-Oct-2020 - 00:00,32.92,65.2,17.44,3.1,7.74,9.69,0.64,6.49,11.48,1.17,0.55,0.45,3.09,0.18,,,0.26,250.16,-0.01,,136.66,0.0,26-Oct-2020 - 00:00,"Fort William, Kolkata - WBPCB"
26-Oct-2020 - 00:00,58.1,112.75,25.8,3.03,12.87,12.92,0.84,7.14,20.9,1.06,0.61,0.57,3.31,0.23,,,0.28,222.77,-0.0,,144.09,0.0,27-Oct-2020 - 00:00,"Fort William, Kolkata - WBPCB"
27-Oct-2020 - 00:00,72.48,137.97,31.9,3.05,13.24,18.64,0.79,6.85,23.44,1.07,0.65,0.57,3.33,0.23,,,0.35,198.87,-0.0,,142.18,0.0,28-Oct-2020 - 00:00,"Fort William, Kolkata - WBPCB"
28-Oct-2020 - 00:00,81.44,159.55,20.67,3.15,3.85,16.81,0.7,7.97,26.19,1.3,0.68,0.51,3.47,0.2,,,0.4,236.25,0.0,,126.49,0.0,29-Oct-2020 - 00:00,"Fort William, Kolkata - WBPCB"
29-Oct-2020 - 00:00,56.35,120.5,14.74,3.22,2.04,12.69,0.57,7.47,23.57,0.94,0.56,0.39,2.97,0.16,,,0.56,226.94,0.0,,146.0,0.0,30-Oct-2020 - 00:00,"Fort William, Kolkata - WBPCB"
30-Oct-2020 - 00:00,47.67,97.22,19.18,2.6,2.27,16.9,0.51,7.97,32.99,0.84,0.49,0.35,2.22,0.16,,,0.87,217.07,0.0,,152.81,0.0,31-Oct-2020 - 00:00,"Fort William, Kolkata - WBPCB"
31-Oct-2020 - 00:00,57.34,121.7,29.93,0.15,5.15,24.76,0.6,6.95,20.77,1.52,0.59,0.4,3.06,0.16,,,0.58,183.29,0.01,,111.43,0.0,01-Nov-2020 - 00:00,"Fort William, Kolkata - WBPCB"
01-Nov-2020 - 00:00,15.17,38.86,21.17,0.44,4.01,17.15,0.39,5.59,12.64,0.67,0.53,0.33,2.69,0.12,,,0.73,96.21,0.01,,101.53,0.0,02-Nov-2020 - 00:00,"Fort William, Kolkata - WBPCB"
02-Nov-2020 - 00:00,19.51,44.69,29.64,0.35,7.81,21.81,0.48,5.59,11.75,0.66,0.54,0.36,3.16,0.13,,,0.66,148.08,0.01,,113.57,0.0,03-Nov-2020 - 00:00,"Fort William, Kolkata - WBPCB"
03-Nov-2020 - 00:00,84.3,170.64,47.75,0.02,15.58,32.14,0.84,7.98,25.34,1.61,0.63,0.51,4.07,0.21,,,0.55,261.09,0.01,,133.78,0.0,04-Nov-2020 - 00:00,"Fort William, Kolkata - WBPCB"
04-Nov-2020 - 00:00,104.81,206.62,90.71,0.01,34.01,56.65,1.06,7.17,22.33,2.09,0.74,0.66,4.1,0.25,,,0.58,236.32,0.01,,132.03,0.0,05-Nov-2020 - 00:00,"Fort William, Kolkata - WBPCB"
05-Nov-2020 - 00:00,99.13,190.85,117.35,,46.22,71.07,0.97,7.32,19.89,2.57,1.0,0.86,5.05,0.37,,,0.35,183.09,0.01,,120.39,0.0,06-Nov-2020 - 00:00,"Fort William, Kolkata - WBPCB"
06-Nov-2020 - 00:00,101.48,200.04,126.09,9.26,50.77,75.25,1.15,7.3,22.01,3.45,1.05,1.14,6.44,0.52,,,0.28,215.76,0.0,,112.91,0.0,07-Nov-2020 - 00:00,"Fort William, Kolkata - WBPCB"
07-Nov-2020 - 00:00,110.54,209.25,73.78,9.8,9.01,64.72,0.89,8.71,24.64,1.52,0.7,0.59,3.7,0.23,,,0.5,207.84,0.01,,102.78,0.0,08-Nov-2020 - 00:00,"Fort William, Kolkata - WBPCB"
08-Nov-2020 - 00:00,90.11,166.55,99.62,11.23,34.34,65.22,0.81,8.12,19.69,1.32,0.57,0.47,3.24,0.19,,,0.46,197.24,0.0,,113.97,0.0,09-Nov-2020 - 00:00,"Fort William, Kolkata - WBPCB"
09-Nov-2020 - 00:00,68.96,136.29,108.69,9.55,48.57,60.08,0.79,7.75,15.42,2.03,0.66,0.58,3.88,0.25,,,0.42,235.52,0.01,,117.15,0.0,10-Nov-2020 - 00:00,"Fort William, Kolkata - WBPCB"
10-Nov-2020 - 00:00,54.44,111.79,72.17,10.52,17.04,55.09,0.7,7.41,20.2,1.44,0.66,0.53,4.34,0.22,,,0.48,202.51,0.01,,109.44,0.0,11-Nov-2020 - 00:00,"Fort William, Kolkata - WBPCB"
11-Nov-2020 - 00:00,39.73,86.57,65.19,17.72,13.96,52.23,0.54,10.29,24.12,1.1,0.55,0.46,3.9,0.18,,,0.75,160.09,0.01,,113.21,0.0,12-Nov-2020 - 00:00,"Fort William, Kolkata - WBPCB"
12-Nov-2020 - 00:00,56.64,128.88,68.81,19.95,12.24,56.53,0.61,20.66,26.77,1.36,0.54,0.49,5.62,0.2,,,0.63,259.7,0.0,,101.15,0.0,13-Nov-2020 - 00:00,"Fort William, Kolkata - WBPCB"
13-Nov-2020 - 00:00,58.0,126.05,62.27,22.02,7.91,54.34,0.61,19.48,32.27,1.34,0.47,0.43,3.41,0.17,,,0.69,225.11,0.0,,113.7,0.0,14-Nov-2020 - 00:00,"Fort William, Kolkata - WBPCB"
14-Nov-2020 - 00:00,67.11,140.2,49.82,21.5,4.27,45.51,0.63,17.13,47.54,1.12,0.41,0.35,2.34,0.14,,,0.69,149.76,0.0,,105.75,0.0,15-Nov-2020 - 00:00,"Fort William, Kolkata - WBPCB"
