from date,CO,PM10,WD,AT,SR,WS,RH,NO,NO2,NOx,SO2,to date,station
27-May-2020 - 00:00,,,,,,,,,,,,28-May-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
28-May-2020 - 00:00,,,,,,,,,,,,29-May-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
29-May-2020 - 00:00,,,,,,,,,,,,30-May-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
30-May-2020 - 00:00,,,,,,,,,,,,31-May-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
31-May-2020 - 00:00,,,,,,,,,,,,01-Jun-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
01-Jun-2020 - 00:00,,,,,,,,,,,,02-Jun-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
02-Jun-2020 - 00:00,0.41,5.58,85.59,,82.3,2.86,,9.18,18.57,27.64,3.22,03-Jun-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
03-Jun-2020 - 00:00,0.4,5.57,85.69,,185.84,3.2,,13.42,16.77,23.6,4.65,04-Jun-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
04-Jun-2020 - 00:00,0.42,,85.74,,214.96,3.32,,9.62,17.24,24.85,5.15,05-Jun-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
05-Jun-2020 - 00:00,,,,,,,,,,,,06-Jun-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
06-Jun-2020 - 00:00,0.2,,85.5,,20.25,3.06,,76.35,3.29,3.64,3.73,07-Jun-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
07-Jun-2020 - 00:00,,,,,,,,,,,,08-Jun-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
08-Jun-2020 - 00:00,0.45,5.71,85.97,,71.13,3.28,,6.78,23.44,30.36,3.19,09-Jun-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
09-Jun-2020 - 00:00,0.46,36.42,85.89,,167.19,3.27,,6.4,23.24,29.6,3.06,10-Jun-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
10-Jun-2020 - 00:00,0.44,127.35,85.32,,161.23,3.18,,62.21,29.24,36.78,3.36,11-Jun-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
11-Jun-2020 - 00:00,0.47,21.71,84.0,,158.32,3.09,,10.3,19.55,29.67,3.29,12-Jun-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
12-Jun-2020 - 00:00,0.4,13.77,86.23,,171.54,3.42,,13.62,23.74,37.53,3.38,13-Jun-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
13-Jun-2020 - 00:00,0.44,24.96,86.37,,157.61,3.46,,12.88,22.89,35.77,2.58,14-Jun-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
14-Jun-2020 - 00:00,0.41,26.68,86.53,,159.22,3.5,,12.65,23.12,35.28,5.89,15-Jun-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
15-Jun-2020 - 00:00,0.43,17.84,86.19,,169.85,3.29,,13.29,23.27,36.44,5.31,16-Jun-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
16-Jun-2020 - 00:00,0.43,15.67,85.94,,142.31,3.23,,14.24,23.59,37.23,3.89,17-Jun-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
17-Jun-2020 - 00:00,0.45,26.17,85.83,,124.72,3.24,,16.75,23.39,36.7,4.28,18-Jun-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
18-Jun-2020 - 00:00,0.44,47.63,86.17,,125.08,3.26,,13.09,22.97,36.06,7.88,19-Jun-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
19-Jun-2020 - 00:00,0.45,31.32,86.23,,208.98,3.33,,13.21,23.13,36.34,3.1,20-Jun-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
20-Jun-2020 - 00:00,0.49,21.62,86.3,,218.3,3.32,,12.9,22.81,35.71,2.87,21-Jun-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
21-Jun-2020 - 00:00,0.44,24.33,86.27,,147.49,3.32,,12.23,23.15,34.57,2.74,22-Jun-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
22-Jun-2020 - 00:00,0.44,18.08,86.32,,175.55,3.38,,12.8,23.04,35.93,1.99,23-Jun-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
23-Jun-2020 - 00:00,0.46,13.97,86.33,,204.15,3.42,,13.01,22.91,35.9,2.58,24-Jun-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
24-Jun-2020 - 00:00,0.46,18.74,86.12,,185.21,3.24,,13.26,23.46,36.64,2.78,25-Jun-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
25-Jun-2020 - 00:00,0.46,21.71,86.0,,186.14,3.27,,13.39,23.5,36.88,3.98,26-Jun-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
26-Jun-2020 - 00:00,0.42,18.73,85.64,,214.91,3.15,,14.62,23.31,36.96,2.69,27-Jun-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
27-Jun-2020 - 00:00,,,,,,,,,,,,28-Jun-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
28-Jun-2020 - 00:00,,,,,,,,,,,,29-Jun-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
29-Jun-2020 - 00:00,0.49,18.84,86.14,,185.24,3.33,,13.27,23.17,36.43,3.29,30-Jun-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
30-Jun-2020 - 00:00,0.41,16.33,86.0,,179.57,3.29,,13.59,23.59,37.16,3.36,01-Jul-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
01-Jul-2020 - 00:00,0.45,16.9,86.12,,171.46,3.33,,13.27,23.26,36.51,3.88,02-Jul-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
02-Jul-2020 - 00:00,0.47,17.89,86.05,,99.01,3.24,,13.43,23.54,36.97,3.36,03-Jul-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
03-Jul-2020 - 00:00,0.42,17.0,85.96,,165.18,3.24,,13.73,23.76,37.45,4.97,04-Jul-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
04-Jul-2020 - 00:00,0.46,17.07,85.76,,146.78,3.26,,13.59,23.49,36.99,11.78,05-Jul-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
05-Jul-2020 - 00:00,0.41,16.27,85.96,,122.56,3.33,,12.87,22.86,35.55,2.96,06-Jul-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
06-Jul-2020 - 00:00,0.46,16.21,85.97,,121.5,3.33,,13.22,23.03,36.17,2.27,07-Jul-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
07-Jul-2020 - 00:00,0.46,17.5,85.87,,156.97,3.3,,13.49,23.4,36.93,6.08,08-Jul-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
08-Jul-2020 - 00:00,0.45,17.85,85.89,,202.52,3.34,,13.49,23.65,37.14,2.74,09-Jul-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
09-Jul-2020 - 00:00,,,,,,,,,,,,10-Jul-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
10-Jul-2020 - 00:00,,,,,,,,,,,,11-Jul-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
11-Jul-2020 - 00:00,,,,,,,,,,,,12-Jul-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
12-Jul-2020 - 00:00,,,,,,,,,,,,13-Jul-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
13-Jul-2020 - 00:00,0.48,16.81,86.02,,131.65,3.28,,13.84,23.9,37.74,0.24,14-Jul-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
14-Jul-2020 - 00:00,0.46,17.49,86.01,,109.15,3.3,,13.5,23.37,36.87,0.9,15-Jul-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
15-Jul-2020 - 00:00,0.43,18.88,85.84,,109.19,3.18,,14.36,24.52,38.87,2.66,16-Jul-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
16-Jul-2020 - 00:00,0.42,15.58,85.93,,104.41,3.06,,17.26,23.28,36.62,4.95,17-Jul-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
17-Jul-2020 - 00:00,0.46,17.43,86.03,,103.9,3.3,,12.87,22.68,35.46,6.47,18-Jul-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
18-Jul-2020 - 00:00,0.44,16.56,86.18,,44.09,3.39,,13.34,23.51,36.85,5.38,19-Jul-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
19-Jul-2020 - 00:00,0.41,20.47,86.05,,61.14,3.31,,13.93,23.98,37.91,0.99,20-Jul-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
20-Jul-2020 - 00:00,0.47,18.39,86.13,,174.11,3.33,,13.61,22.66,35.54,1.38,21-Jul-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
21-Jul-2020 - 00:00,0.44,19.43,86.07,,239.82,3.31,,13.46,23.51,36.01,5.42,22-Jul-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
22-Jul-2020 - 00:00,0.49,24.16,86.13,,157.34,3.36,,13.58,23.72,37.29,3.75,23-Jul-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
23-Jul-2020 - 00:00,0.45,30.91,86.13,,177.29,3.29,,13.33,23.39,36.7,4.88,24-Jul-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
24-Jul-2020 - 00:00,0.42,28.27,85.91,,120.39,3.23,,13.92,23.88,37.8,6.41,25-Jul-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
25-Jul-2020 - 00:00,0.47,28.06,86.01,,167.89,3.3,,13.99,23.16,36.51,3.41,26-Jul-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
26-Jul-2020 - 00:00,0.44,29.05,85.9,,151.8,3.25,,13.28,23.37,36.5,9.46,27-Jul-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
27-Jul-2020 - 00:00,0.47,27.75,86.03,,207.46,3.2,,14.57,23.25,36.55,10.13,28-Jul-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
28-Jul-2020 - 00:00,0.42,27.94,85.97,,152.62,3.25,,13.82,24.02,37.84,9.06,29-Jul-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
29-Jul-2020 - 00:00,0.43,32.92,86.02,,62.19,3.28,,13.56,23.64,37.2,12.31,30-Jul-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
30-Jul-2020 - 00:00,0.44,29.32,86.01,,105.06,3.09,,13.39,23.54,36.93,4.17,31-Jul-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
31-Jul-2020 - 00:00,0.44,26.87,86.02,,133.15,3.03,,13.33,23.22,36.54,4.17,01-Aug-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
01-Aug-2020 - 00:00,0.44,28.1,85.81,,129.75,3.18,,14.07,24.37,38.44,2.3,02-Aug-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
02-Aug-2020 - 00:00,0.4,26.42,85.56,,163.64,3.13,,14.11,24.23,38.34,2.04,03-Aug-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
03-Aug-2020 - 00:00,0.44,26.95,86.03,,92.42,3.3,,13.57,23.69,37.26,3.76,04-Aug-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
04-Aug-2020 - 00:00,0.41,27.8,86.01,,71.33,3.23,,13.48,23.52,37.0,3.61,05-Aug-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
05-Aug-2020 - 00:00,0.43,27.38,86.03,,75.03,3.18,,14.19,23.2,36.45,4.58,06-Aug-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
06-Aug-2020 - 00:00,0.43,26.5,86.01,,110.02,3.22,,13.31,23.24,36.53,6.55,07-Aug-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
07-Aug-2020 - 00:00,0.45,27.83,86.02,,98.44,3.21,,13.48,23.44,36.92,8.78,08-Aug-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
08-Aug-2020 - 00:00,0.42,26.68,85.86,,89.7,3.23,,13.52,23.63,37.1,6.59,09-Aug-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
09-Aug-2020 - 00:00,0.4,27.15,85.82,,98.98,3.14,,14.41,23.54,37.02,14.31,10-Aug-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
10-Aug-2020 - 00:00,0.44,26.98,85.82,,91.17,3.25,,13.4,23.37,36.64,15.82,11-Aug-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
11-Aug-2020 - 00:00,0.44,25.95,85.83,,104.45,3.2,,13.78,23.72,37.49,10.04,12-Aug-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
12-Aug-2020 - 00:00,0.45,27.16,85.99,,121.17,3.32,,13.43,23.56,36.98,2.15,13-Aug-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
13-Aug-2020 - 00:00,0.41,26.41,86.07,,3.99,3.25,,13.2,22.95,36.15,5.28,14-Aug-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
14-Aug-2020 - 00:00,0.48,26.7,85.93,,52.93,3.29,,14.21,23.51,37.33,18.82,15-Aug-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
15-Aug-2020 - 00:00,0.48,27.97,85.89,,81.07,3.27,,13.54,23.7,37.24,17.19,16-Aug-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
16-Aug-2020 - 00:00,0.45,27.69,85.89,,54.95,3.3,,13.57,23.61,37.18,4.01,17-Aug-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
17-Aug-2020 - 00:00,0.48,28.71,85.97,,100.46,3.25,,13.82,22.73,35.53,6.28,18-Aug-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
18-Aug-2020 - 00:00,0.45,27.72,85.98,,106.77,3.32,,13.47,23.47,36.94,8.41,19-Aug-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
19-Aug-2020 - 00:00,0.48,27.19,85.67,,100.93,3.3,,13.29,23.45,36.82,5.07,20-Aug-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
20-Aug-2020 - 00:00,0.46,26.59,85.84,,73.25,3.34,,13.25,23.26,36.48,7.84,21-Aug-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
21-Aug-2020 - 00:00,0.46,27.59,85.89,,112.31,3.33,,13.45,23.43,36.87,5.92,22-Aug-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
22-Aug-2020 - 00:00,0.43,26.85,85.86,,131.59,3.31,,14.37,23.33,36.69,8.78,23-Aug-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
23-Aug-2020 - 00:00,0.45,27.44,85.97,,120.91,3.33,,13.37,23.31,36.68,10.94,24-Aug-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
24-Aug-2020 - 00:00,0.49,27.96,85.91,,133.22,3.31,,13.72,23.87,37.59,2.77,25-Aug-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
25-Aug-2020 - 00:00,0.47,27.79,85.96,,203.77,3.33,,13.66,23.65,37.31,3.75,26-Aug-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
26-Aug-2020 - 00:00,0.46,26.74,85.96,,215.67,3.32,,13.07,23.27,36.12,3.35,27-Aug-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
27-Aug-2020 - 00:00,0.45,28.01,85.96,,143.5,3.34,,12.93,22.81,35.62,4.26,28-Aug-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
28-Aug-2020 - 00:00,,,,,,,,,,,,29-Aug-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
29-Aug-2020 - 00:00,0.5,27.66,85.95,,279.82,3.34,,12.77,22.75,35.51,5.06,30-Aug-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
30-Aug-2020 - 00:00,0.45,27.69,85.89,,173.15,3.31,,13.77,23.77,37.54,6.49,31-Aug-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
31-Aug-2020 - 00:00,0.45,28.28,85.95,,170.24,3.32,,13.23,23.1,36.33,5.03,01-Sep-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
01-Sep-2020 - 00:00,0.44,28.22,86.03,,150.16,3.3,,,,,4.69,02-Sep-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
02-Sep-2020 - 00:00,0.38,27.79,86.01,,106.98,3.27,,,,,8.24,03-Sep-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
03-Sep-2020 - 00:00,0.5,29.5,86.0,,214.48,3.25,,,,,5.8,04-Sep-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
04-Sep-2020 - 00:00,0.46,27.51,85.93,,136.97,3.17,,,,,3.64,05-Sep-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
05-Sep-2020 - 00:00,,,,,,,,,,,,06-Sep-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
06-Sep-2020 - 00:00,,,,,,,,,,,,07-Sep-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
07-Sep-2020 - 00:00,0.46,29.33,86.01,7.44,177.03,3.35,74.93,,,,4.32,08-Sep-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
08-Sep-2020 - 00:00,0.44,26.97,86.0,,164.62,3.27,,,,,5.09,09-Sep-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
09-Sep-2020 - 00:00,0.44,29.05,85.97,,263.29,3.36,,,,,6.34,10-Sep-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
10-Sep-2020 - 00:00,0.42,26.19,86.13,,371.54,3.37,,,,,7.35,11-Sep-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
11-Sep-2020 - 00:00,,,,,,,,,,,,12-Sep-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
12-Sep-2020 - 00:00,,,,,,,,,,,,13-Sep-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
13-Sep-2020 - 00:00,,,,,,,,,,,,14-Sep-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
14-Sep-2020 - 00:00,0.46,26.67,86.03,,133.3,3.39,,,,,4.11,15-Sep-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
15-Sep-2020 - 00:00,0.45,26.95,85.86,,104.84,3.3,,,,,2.51,16-Sep-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
16-Sep-2020 - 00:00,0.41,26.96,85.94,,57.01,3.33,,,,,2.43,17-Sep-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
17-Sep-2020 - 00:00,,,,,,,,,,,,18-Sep-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
18-Sep-2020 - 00:00,0.45,27.21,85.99,,180.57,3.34,,,,,0.94,19-Sep-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
19-Sep-2020 - 00:00,0.41,27.14,85.62,,134.32,3.22,,,,,2.15,20-Sep-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
20-Sep-2020 - 00:00,,,,,,,,,,,,21-Sep-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
21-Sep-2020 - 00:00,0.5,23.3,85.76,,401.85,3.2,,,,,12.89,22-Sep-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
22-Sep-2020 - 00:00,0.51,26.51,81.53,20.46,134.24,3.11,88.52,2.33,12.93,12.75,4.54,23-Sep-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
23-Sep-2020 - 00:00,0.42,78.86,80.59,19.09,162.42,2.82,92.47,0.49,10.57,10.12,3.55,24-Sep-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
24-Sep-2020 - 00:00,0.47,46.35,80.4,28.72,172.23,2.81,85.54,1.03,11.16,12.08,2.25,25-Sep-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
25-Sep-2020 - 00:00,0.38,27.18,80.53,23.06,272.96,2.79,89.96,1.06,10.64,11.61,3.31,26-Sep-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
26-Sep-2020 - 00:00,0.68,36.2,199.59,24.44,91.22,1.8,77.28,1.14,10.75,11.7,4.86,27-Sep-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
27-Sep-2020 - 00:00,0.4,29.96,199.38,24.29,89.06,1.55,96.95,1.04,9.71,10.7,20.25,28-Sep-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
28-Sep-2020 - 00:00,,,,,,,,,,,,29-Sep-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
29-Sep-2020 - 00:00,0.48,25.61,198.48,23.0,67.81,1.05,94.99,196.04,,266.61,5.39,30-Sep-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
30-Sep-2020 - 00:00,0.45,32.66,209.2,21.45,173.75,2.11,83.55,1.91,8.73,10.35,4.59,01-Oct-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
01-Oct-2020 - 00:00,0.56,40.58,219.38,24.18,225.19,2.63,81.26,1.94,8.63,10.17,4.84,02-Oct-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
02-Oct-2020 - 00:00,0.44,40.94,221.55,23.04,385.42,2.3,81.88,18.01,21.72,27.01,3.46,03-Oct-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
03-Oct-2020 - 00:00,0.42,36.05,187.55,23.35,309.84,2.15,87.05,17.7,34.74,52.45,3.7,04-Oct-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
04-Oct-2020 - 00:00,0.41,27.73,183.58,23.05,115.29,2.19,97.33,,,,5.0,05-Oct-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
05-Oct-2020 - 00:00,0.47,15.88,221.36,33.8,433.27,3.11,58.57,5.69,11.66,17.33,20.71,06-Oct-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
06-Oct-2020 - 00:00,0.52,26.0,240.08,26.12,278.51,1.6,56.94,2.43,6.65,9.08,6.13,07-Oct-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
07-Oct-2020 - 00:00,0.45,36.04,220.17,25.54,404.49,2.23,72.85,2.43,6.39,8.82,3.71,08-Oct-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
08-Oct-2020 - 00:00,0.46,42.59,214.72,25.13,290.43,1.49,68.37,2.41,6.19,8.59,3.72,09-Oct-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
09-Oct-2020 - 00:00,0.55,28.41,172.56,26.32,374.53,1.33,69.66,2.4,6.25,8.65,1.37,10-Oct-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
10-Oct-2020 - 00:00,,,,,,,,,,,,11-Oct-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
11-Oct-2020 - 00:00,,,,,,,,,,,,12-Oct-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
12-Oct-2020 - 00:00,,,,,,,,,,,,13-Oct-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
13-Oct-2020 - 00:00,0.44,24.69,191.53,25.05,157.07,3.06,82.12,2.4,5.69,8.07,3.75,14-Oct-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
14-Oct-2020 - 00:00,0.46,27.61,172.5,25.32,141.06,2.36,80.56,2.51,5.94,8.45,9.21,15-Oct-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
15-Oct-2020 - 00:00,0.45,33.66,170.33,25.2,184.31,2.07,78.74,2.46,5.9,8.36,2.92,16-Oct-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
16-Oct-2020 - 00:00,0.49,38.93,189.45,24.68,236.33,1.69,74.24,2.45,6.05,8.5,2.15,17-Oct-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
17-Oct-2020 - 00:00,0.52,41.28,201.01,24.92,175.25,1.37,72.99,2.47,6.36,8.83,3.11,18-Oct-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
18-Oct-2020 - 00:00,0.48,42.78,207.3,23.18,169.34,1.48,80.69,2.31,6.5,8.8,2.84,19-Oct-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
19-Oct-2020 - 00:00,0.48,41.5,209.25,23.61,170.92,1.92,84.49,2.31,6.62,8.93,2.4,20-Oct-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
20-Oct-2020 - 00:00,0.47,52.25,228.81,22.91,194.78,2.73,86.46,2.27,6.69,8.95,8.74,21-Oct-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
21-Oct-2020 - 00:00,,,,,,,,,,,,22-Oct-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
22-Oct-2020 - 00:00,0.46,37.61,203.73,22.52,85.66,2.38,89.2,2.2,7.07,9.27,4.66,23-Oct-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
23-Oct-2020 - 00:00,0.44,27.18,180.47,18.02,193.8,1.7,93.34,2.33,6.56,8.89,2.75,24-Oct-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
24-Oct-2020 - 00:00,0.44,26.28,175.72,18.25,256.93,1.3,83.6,2.33,6.55,8.89,3.41,25-Oct-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
25-Oct-2020 - 00:00,,,,,,,,,,,,26-Oct-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
26-Oct-2020 - 00:00,,,,,,,,,,,,27-Oct-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
27-Oct-2020 - 00:00,,,,,,,,,,,,28-Oct-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
28-Oct-2020 - 00:00,0.35,23.88,203.04,21.82,170.68,0.57,38.35,2.11,7.1,9.21,3.35,29-Oct-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
29-Oct-2020 - 00:00,0.58,27.02,79.85,19.21,252.15,0.92,59.23,0.41,18.33,17.67,6.48,30-Oct-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
30-Oct-2020 - 00:00,0.54,27.38,105.85,18.61,246.81,0.63,57.9,0.37,17.87,17.35,3.33,31-Oct-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
31-Oct-2020 - 00:00,0.49,26.55,138.37,16.4,275.99,0.73,66.73,0.26,16.57,16.05,3.56,01-Nov-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
