from date,NO2,NH3,NOx,NO,CO,Ozone,SO2,Benzene,PM10,PM2.5,WD,WS,AT,to date,station
26-May-2020 - 00:00,,,,,,,,,,,,,,27-May-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
27-May-2020 - 00:00,,,,,,,,,,,,,,28-May-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
28-May-2020 - 00:00,,,,,,,,,,,,,,29-May-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
29-May-2020 - 00:00,32.24,114.05,318.31,320.66,0.79,3.22,8.82,0.0,167.37,158.38,150.43,0.64,32.85,30-May-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
30-May-2020 - 00:00,6.26,63.33,13.92,46.93,0.61,55.88,8.33,0.0,81.81,45.07,112.91,0.86,29.21,31-May-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
31-May-2020 - 00:00,0.49,3.19,12.26,16.5,0.65,39.65,6.32,0.0,71.59,29.04,164.9,0.62,26.2,01-Jun-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
01-Jun-2020 - 00:00,0.6,2.98,7.23,12.41,0.67,50.64,6.32,0.0,86.33,71.02,180.86,1.37,27.83,02-Jun-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
02-Jun-2020 - 00:00,0.52,3.23,15.23,16.34,0.57,59.14,5.94,0.0,97.36,57.78,155.5,0.62,27.67,03-Jun-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
03-Jun-2020 - 00:00,,,0.0,,0.66,58.88,5.25,0.0,97.99,60.49,197.07,1.87,29.21,04-Jun-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
04-Jun-2020 - 00:00,,,0.0,,0.0,36.93,6.27,0.0,92.51,31.45,133.6,0.6,29.18,05-Jun-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
05-Jun-2020 - 00:00,,,0.0,,0.11,14.05,6.35,0.0,471.76,21.06,89.06,0.75,26.0,06-Jun-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
06-Jun-2020 - 00:00,0.76,2.8,5.39,11.65,0.7,27.39,5.26,0.0,175.38,115.72,167.0,0.63,27.32,07-Jun-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
07-Jun-2020 - 00:00,0.7,3.0,15.65,15.1,0.67,28.25,7.87,0.0,144.33,102.53,189.92,0.34,28.5,08-Jun-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
08-Jun-2020 - 00:00,0.6,3.08,15.6,15.06,0.62,76.41,6.17,0.0,156.56,83.47,141.35,1.09,32.15,09-Jun-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
09-Jun-2020 - 00:00,0.53,3.08,15.88,15.39,0.62,52.97,5.8,0.0,196.7,73.44,132.66,0.45,25.23,10-Jun-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
10-Jun-2020 - 00:00,0.54,3.17,17.62,17.11,0.56,29.08,5.11,0.0,271.09,35.87,202.54,0.45,25.58,11-Jun-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
11-Jun-2020 - 00:00,,,0.0,,0.57,33.99,5.57,0.0,94.88,40.62,165.08,0.56,29.18,12-Jun-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
12-Jun-2020 - 00:00,,,0.0,,0.62,15.19,6.04,0.0,102.86,43.31,160.37,0.33,26.56,13-Jun-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
13-Jun-2020 - 00:00,,,0.0,,0.61,15.4,6.07,0.0,188.3,59.31,164.16,0.58,26.17,14-Jun-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
14-Jun-2020 - 00:00,,,0.0,,0.57,20.27,4.5,0.0,158.88,111.55,32.92,0.29,26.61,15-Jun-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
15-Jun-2020 - 00:00,,,0.0,,1.03,,16.64,0.0,253.14,40.23,75.42,0.26,25.38,16-Jun-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
16-Jun-2020 - 00:00,,,0.0,,1.21,,24.36,0.0,502.09,62.9,47.75,0.65,28.32,17-Jun-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
17-Jun-2020 - 00:00,,,,,,,,,,,,,,18-Jun-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
18-Jun-2020 - 00:00,,,,,,,,,,,,,,19-Jun-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
19-Jun-2020 - 00:00,,,,,,,,,,,,,,20-Jun-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
20-Jun-2020 - 00:00,,,,,,,,,,,,,,21-Jun-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
21-Jun-2020 - 00:00,,,,,,,,,,,,,,22-Jun-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
22-Jun-2020 - 00:00,,,,,,,,,,,,,,23-Jun-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
23-Jun-2020 - 00:00,,,,,,,,,,,,,,24-Jun-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
24-Jun-2020 - 00:00,,,0.0,,0.0,8.34,,0.0,589.39,308.79,115.0,0.15,28.17,25-Jun-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
25-Jun-2020 - 00:00,28.54,98.04,23.95,234.88,0.35,21.73,10.27,0.0,207.89,115.37,67.11,0.71,28.55,26-Jun-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
26-Jun-2020 - 00:00,3.37,7.46,6.06,3.22,0.42,23.49,7.35,0.0,64.97,27.55,130.43,0.54,27.12,27-Jun-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
27-Jun-2020 - 00:00,,,,,,,,,,,,,,28-Jun-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
28-Jun-2020 - 00:00,,,,,,,,,,,,,,29-Jun-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
29-Jun-2020 - 00:00,,,,,,,,,,,,,,30-Jun-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
30-Jun-2020 - 00:00,,,,,,,,,,,,,,01-Jul-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
01-Jul-2020 - 00:00,3.62,0.06,7.12,3.5,0.28,30.39,7.08,0.0,107.25,17.83,119.09,0.53,30.46,02-Jul-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
02-Jul-2020 - 00:00,3.69,0.05,7.34,3.65,0.19,26.68,6.28,0.0,55.22,13.7,113.43,0.55,28.63,03-Jul-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
03-Jul-2020 - 00:00,,,,,,,,,,,,,,04-Jul-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
04-Jul-2020 - 00:00,,,,,,,,,,,,,,05-Jul-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
05-Jul-2020 - 00:00,,,,,,,,,,,,,,06-Jul-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
06-Jul-2020 - 00:00,,,,,,,,,,,,,,07-Jul-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
07-Jul-2020 - 00:00,,,,,,,,,,,,,,08-Jul-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
08-Jul-2020 - 00:00,,,,,,,,,,,,,,09-Jul-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
09-Jul-2020 - 00:00,,,,,,,,,,,,,,10-Jul-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
10-Jul-2020 - 00:00,,,,,,,,,,,,,,11-Jul-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
11-Jul-2020 - 00:00,,,,,,,,,,,,,,12-Jul-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
12-Jul-2020 - 00:00,,,,,,,,,,,,,,13-Jul-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
13-Jul-2020 - 00:00,,,,,,,,,,,,,,14-Jul-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
14-Jul-2020 - 00:00,3.15,0.08,5.99,2.85,0.16,30.16,7.78,0.0,68.88,10.86,156.05,0.84,27.39,15-Jul-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
15-Jul-2020 - 00:00,2.7,0.11,4.97,2.28,0.12,22.5,11.81,0.0,39.94,4.97,189.2,1.02,27.11,16-Jul-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
16-Jul-2020 - 00:00,2.73,0.09,5.04,2.31,0.11,18.1,12.33,0.0,45.6,5.64,183.33,0.48,28.13,17-Jul-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
17-Jul-2020 - 00:00,3.85,0.07,7.7,3.86,0.16,19.97,7.18,0.0,41.69,7.41,151.38,0.62,27.79,18-Jul-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
18-Jul-2020 - 00:00,3.69,0.02,7.34,3.65,0.13,22.9,6.11,0.0,39.95,5.95,161.03,0.92,28.12,19-Jul-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
19-Jul-2020 - 00:00,3.66,0.01,7.28,3.62,0.08,21.21,6.4,0.0,37.49,13.71,141.26,0.76,29.17,20-Jul-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
20-Jul-2020 - 00:00,5.2,0.01,10.91,5.71,0.13,16.67,7.29,0.0,43.34,23.14,147.94,0.8,27.67,21-Jul-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
21-Jul-2020 - 00:00,6.0,,12.85,6.84,0.16,13.19,6.95,0.0,40.25,23.27,158.91,0.59,26.48,22-Jul-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
22-Jul-2020 - 00:00,6.36,,13.67,7.31,0.15,28.65,7.23,0.0,42.92,27.29,159.9,0.8,27.19,23-Jul-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
23-Jul-2020 - 00:00,6.57,,14.18,7.62,0.18,17.86,7.85,0.0,28.2,23.36,133.47,0.83,25.64,24-Jul-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
24-Jul-2020 - 00:00,6.13,,13.11,6.98,0.2,14.69,16.75,0.0,44.06,28.25,115.86,0.66,26.36,25-Jul-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
25-Jul-2020 - 00:00,6.51,,14.06,7.55,0.08,17.2,16.89,0.0,40.66,22.84,134.47,0.43,27.44,26-Jul-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
26-Jul-2020 - 00:00,6.51,,14.05,7.55,0.09,29.15,7.6,0.0,46.47,25.3,133.69,0.6,28.5,27-Jul-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
27-Jul-2020 - 00:00,6.78,,14.66,7.88,0.19,29.06,12.13,0.0,69.4,37.41,160.75,0.43,28.8,28-Jul-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
28-Jul-2020 - 00:00,6.58,,14.21,7.63,0.13,22.42,10.15,0.0,43.36,25.98,163.37,0.69,27.21,29-Jul-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
29-Jul-2020 - 00:00,6.51,,13.88,7.52,0.14,21.39,13.13,0.0,45.64,27.72,134.85,0.73,27.97,30-Jul-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
30-Jul-2020 - 00:00,7.33,,15.98,8.66,0.11,17.67,15.23,0.0,49.29,25.63,127.6,0.47,28.4,31-Jul-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
31-Jul-2020 - 00:00,7.51,,16.4,8.89,0.34,14.14,11.36,0.0,74.54,44.71,159.6,0.51,27.75,01-Aug-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
01-Aug-2020 - 00:00,7.35,,16.06,8.71,0.12,28.07,10.25,0.0,58.92,38.83,177.51,0.56,28.11,02-Aug-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
02-Aug-2020 - 00:00,7.7,,16.9,9.19,0.18,19.82,10.53,0.0,37.14,24.78,143.48,1.1,25.49,03-Aug-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
03-Aug-2020 - 00:00,6.63,,14.33,7.7,0.26,18.75,10.85,0.0,58.67,45.37,141.28,0.4,26.55,04-Aug-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
04-Aug-2020 - 00:00,7.44,,16.22,8.79,0.24,26.42,10.2,0.0,60.83,39.1,152.98,1.22,27.34,05-Aug-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
05-Aug-2020 - 00:00,7.17,,15.65,8.48,0.05,27.52,7.17,0.0,4.39,0.92,190.75,1.02,23.82,06-Aug-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
06-Aug-2020 - 00:00,7.28,,15.85,8.57,0.23,12.57,10.08,0.0,45.14,26.93,183.14,0.78,26.88,07-Aug-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
07-Aug-2020 - 00:00,6.57,,14.15,7.59,0.19,14.03,9.04,0.0,45.25,21.74,171.68,0.61,27.67,08-Aug-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
08-Aug-2020 - 00:00,6.66,,14.41,7.75,0.17,14.24,7.93,0.0,41.39,21.61,152.32,0.48,26.68,09-Aug-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
09-Aug-2020 - 00:00,6.61,,14.29,7.68,0.11,18.84,10.49,0.0,67.8,31.7,155.65,0.62,28.02,10-Aug-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
10-Aug-2020 - 00:00,6.72,,14.55,7.83,0.14,19.39,8.36,0.0,23.97,16.23,168.72,1.39,28.22,11-Aug-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
11-Aug-2020 - 00:00,6.49,,14.0,7.5,0.17,14.8,12.72,0.0,39.27,19.01,146.15,0.8,27.16,12-Aug-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
12-Aug-2020 - 00:00,6.61,,14.29,7.68,0.22,18.04,8.64,0.0,43.61,27.0,153.86,0.47,27.61,13-Aug-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
13-Aug-2020 - 00:00,6.59,,14.23,7.64,0.2,17.06,7.77,0.0,48.79,29.73,172.81,1.19,27.55,14-Aug-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
14-Aug-2020 - 00:00,4.41,,9.05,4.64,0.28,9.0,7.44,0.0,116.63,45.25,176.98,1.09,24.99,15-Aug-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
15-Aug-2020 - 00:00,3.63,,7.21,3.58,0.18,5.89,10.85,0.0,35.67,19.76,180.6,0.85,25.41,16-Aug-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
16-Aug-2020 - 00:00,,,0.0,,0.26,11.4,9.07,0.0,58.63,44.46,153.67,0.46,27.04,17-Aug-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
17-Aug-2020 - 00:00,3.81,,7.62,3.81,0.3,8.91,8.2,0.0,53.32,42.76,152.44,0.48,25.9,18-Aug-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
18-Aug-2020 - 00:00,3.89,,7.84,3.95,0.33,7.22,8.45,0.0,28.47,16.5,155.26,0.48,25.56,19-Aug-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
19-Aug-2020 - 00:00,3.93,,7.91,3.98,0.31,9.95,8.75,0.0,46.09,31.63,178.74,0.77,26.63,20-Aug-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
20-Aug-2020 - 00:00,4.46,,9.2,4.73,0.23,13.07,8.28,0.0,34.51,24.65,182.32,1.77,25.68,21-Aug-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
21-Aug-2020 - 00:00,5.96,,12.75,6.79,0.15,13.39,8.17,0.0,19.0,12.67,152.96,1.21,25.29,22-Aug-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
22-Aug-2020 - 00:00,,,,,,,,,,,,,,23-Aug-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
23-Aug-2020 - 00:00,,,,,,,,,,,,,,24-Aug-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
24-Aug-2020 - 00:00,3.38,,6.57,3.19,0.42,13.56,11.21,0.0,114.16,71.09,161.55,0.52,29.02,25-Aug-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
25-Aug-2020 - 00:00,3.67,,5.97,3.66,0.3,7.66,10.53,0.0,67.2,40.87,177.44,0.57,26.18,26-Aug-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
26-Aug-2020 - 00:00,4.23,,8.62,4.39,0.22,9.49,9.44,0.0,26.72,16.45,179.98,2.23,25.58,27-Aug-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
27-Aug-2020 - 00:00,4.22,,8.62,4.4,0.21,11.25,8.7,0.0,20.78,11.19,159.06,1.09,24.42,28-Aug-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
28-Aug-2020 - 00:00,4.35,,8.93,4.58,0.19,14.42,10.72,0.0,33.28,17.69,139.69,1.25,25.76,29-Aug-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
29-Aug-2020 - 00:00,3.41,,6.68,3.27,0.23,12.62,13.29,0.0,40.4,24.96,172.81,0.98,27.89,30-Aug-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
30-Aug-2020 - 00:00,3.06,,5.87,2.81,0.26,10.18,10.14,0.0,43.36,27.99,166.88,1.03,27.18,31-Aug-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
31-Aug-2020 - 00:00,3.66,,7.27,3.61,0.37,12.41,12.0,0.0,83.6,47.22,182.84,0.63,28.27,01-Sep-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
01-Sep-2020 - 00:00,5.52,,11.7,6.18,0.42,13.37,12.09,0.0,108.53,58.89,173.65,0.36,28.54,02-Sep-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
02-Sep-2020 - 00:00,4.75,,9.88,5.12,0.45,16.95,10.61,0.0,72.99,48.95,188.69,0.62,25.51,03-Sep-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
03-Sep-2020 - 00:00,5.14,,10.78,5.64,0.31,14.74,13.99,0.0,88.15,54.86,185.21,0.55,27.14,04-Sep-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
04-Sep-2020 - 00:00,5.05,,10.56,5.51,0.37,9.14,13.35,0.0,106.71,56.2,194.04,0.37,28.01,05-Sep-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
05-Sep-2020 - 00:00,5.19,,10.93,5.74,1.37,5.86,9.15,0.0,58.78,32.64,193.0,0.33,26.56,06-Sep-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
06-Sep-2020 - 00:00,,,,,,,,,,,,,,07-Sep-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
07-Sep-2020 - 00:00,4.05,,7.77,4.17,0.45,19.94,11.3,0.0,95.25,62.07,148.87,0.84,27.96,08-Sep-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
08-Sep-2020 - 00:00,3.13,,5.99,2.86,0.25,29.97,14.51,0.0,151.9,115.41,155.4,1.35,31.66,09-Sep-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
09-Sep-2020 - 00:00,0.95,,0.54,2.07,0.5,18.65,12.5,0.0,87.48,66.82,195.83,1.01,27.16,10-Sep-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
10-Sep-2020 - 00:00,0.63,,0.06,,0.27,18.61,13.38,0.0,80.34,50.29,182.38,0.45,27.67,11-Sep-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
11-Sep-2020 - 00:00,7.51,9.04,9.74,4.26,0.56,16.85,14.38,0.0,83.77,59.13,178.74,0.5,27.36,12-Sep-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
12-Sep-2020 - 00:00,10.98,8.02,14.67,3.69,1.24,14.57,11.67,0.0,56.01,31.68,190.21,0.79,28.46,13-Sep-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
13-Sep-2020 - 00:00,10.04,7.99,15.78,5.74,0.56,7.25,16.72,0.0,57.21,23.92,202.22,0.68,27.06,14-Sep-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
14-Sep-2020 - 00:00,10.3,6.67,14.86,4.97,1.04,15.38,23.83,0.0,58.76,31.46,187.92,0.46,30.0,15-Sep-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
15-Sep-2020 - 00:00,7.11,6.51,14.62,7.52,1.84,11.83,22.68,0.0,59.41,26.15,191.07,0.47,28.24,16-Sep-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
16-Sep-2020 - 00:00,7.06,6.29,15.08,8.02,0.93,13.15,13.55,0.0,81.76,35.23,201.54,0.96,28.45,17-Sep-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
17-Sep-2020 - 00:00,7.26,7.11,15.61,8.36,0.77,10.08,11.88,0.0,109.93,50.04,188.26,1.04,28.69,18-Sep-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
18-Sep-2020 - 00:00,7.45,7.38,14.74,7.29,0.94,13.11,9.78,0.0,85.44,46.99,224.9,0.46,28.07,19-Sep-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
19-Sep-2020 - 00:00,7.72,6.67,14.81,7.09,0.8,11.87,11.54,0.0,83.41,50.76,224.84,0.6,27.07,20-Sep-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
20-Sep-2020 - 00:00,6.8,6.33,14.45,7.65,0.86,12.47,8.8,0.0,58.31,31.68,252.6,0.7,26.03,21-Sep-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
21-Sep-2020 - 00:00,7.05,5.77,12.71,5.66,0.12,12.61,8.34,0.0,30.16,21.08,214.06,2.32,26.57,22-Sep-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
22-Sep-2020 - 00:00,7.46,6.14,12.11,4.65,0.31,14.4,9.49,0.0,33.22,23.01,147.94,0.78,26.27,23-Sep-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
23-Sep-2020 - 00:00,7.82,6.27,15.89,8.07,0.54,12.83,12.49,0.0,37.79,18.22,146.53,1.03,27.07,24-Sep-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
24-Sep-2020 - 00:00,7.95,5.95,12.74,4.79,0.53,14.34,10.95,0.0,73.4,42.36,139.87,1.05,27.48,25-Sep-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
25-Sep-2020 - 00:00,8.51,6.72,13.93,5.42,0.35,18.01,10.63,0.0,56.47,40.02,155.0,0.64,27.87,26-Sep-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
26-Sep-2020 - 00:00,8.33,6.43,13.15,4.81,0.15,21.15,12.61,0.0,90.03,58.22,162.99,0.55,27.47,27-Sep-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
27-Sep-2020 - 00:00,8.7,5.83,13.96,5.25,0.21,21.76,14.36,0.0,112.85,68.48,174.0,0.57,27.49,28-Sep-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
28-Sep-2020 - 00:00,8.2,5.68,14.51,6.31,0.16,26.31,9.53,0.0,107.57,62.19,222.58,1.21,27.63,29-Sep-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
29-Sep-2020 - 00:00,8.17,5.48,14.15,5.98,0.13,23.46,9.97,0.0,92.13,53.94,240.11,0.93,27.98,30-Sep-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
30-Sep-2020 - 00:00,8.0,5.57,14.42,6.42,0.14,20.08,8.74,0.0,86.07,49.65,209.33,0.59,25.74,01-Oct-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
01-Oct-2020 - 00:00,6.78,5.42,13.72,6.94,0.2,14.13,8.91,0.0,57.64,37.29,225.82,1.03,24.63,02-Oct-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
02-Oct-2020 - 00:00,,,,,,,,,,,,,,03-Oct-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
03-Oct-2020 - 00:00,,,,,,,,,,,,,,04-Oct-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
04-Oct-2020 - 00:00,7.39,8.54,27.7,20.31,0.26,12.32,8.25,0.0,,,208.27,0.7,25.76,05-Oct-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
05-Oct-2020 - 00:00,9.76,6.14,17.02,7.26,0.31,11.59,8.5,0.0,83.78,53.64,221.95,0.87,26.27,06-Oct-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
06-Oct-2020 - 00:00,9.88,6.47,17.52,7.64,0.48,10.95,8.38,0.0,57.8,29.38,222.08,0.6,26.15,07-Oct-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
07-Oct-2020 - 00:00,9.88,5.86,17.11,7.23,0.7,11.72,8.32,0.0,53.16,29.47,224.81,0.65,26.94,08-Oct-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
08-Oct-2020 - 00:00,10.47,5.83,18.73,8.26,0.73,12.78,18.05,0.0,85.54,47.68,211.36,0.63,27.46,09-Oct-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
09-Oct-2020 - 00:00,11.91,6.21,22.96,11.06,0.74,11.66,27.8,0.0,104.92,55.61,221.06,0.89,28.38,10-Oct-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
10-Oct-2020 - 00:00,10.33,4.75,14.98,4.65,0.65,19.99,9.57,0.0,50.11,29.85,228.64,0.66,26.81,11-Oct-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
11-Oct-2020 - 00:00,10.14,4.77,16.14,6.0,0.71,15.49,10.83,0.0,57.07,30.52,221.05,0.52,27.42,12-Oct-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
12-Oct-2020 - 00:00,9.91,5.23,16.99,7.08,0.72,19.07,9.31,0.0,54.57,29.15,248.05,0.85,27.32,13-Oct-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
13-Oct-2020 - 00:00,10.04,5.07,15.68,5.64,0.68,17.31,8.38,0.0,37.74,17.68,231.12,1.13,27.64,14-Oct-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
14-Oct-2020 - 00:00,9.98,4.72,14.9,4.92,0.65,17.19,8.68,0.0,37.71,18.6,233.76,0.96,26.32,15-Oct-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
15-Oct-2020 - 00:00,9.23,5.0,16.27,7.03,0.61,14.23,7.52,0.0,25.38,13.54,258.5,0.87,24.86,16-Oct-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
16-Oct-2020 - 00:00,10.72,4.58,15.47,4.76,0.75,18.9,9.0,0.0,42.27,18.94,212.15,0.66,28.15,17-Oct-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
17-Oct-2020 - 00:00,10.1,4.71,16.87,6.77,0.67,17.1,8.95,0.0,51.5,24.2,227.88,0.64,27.31,18-Oct-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
18-Oct-2020 - 00:00,9.27,5.1,17.78,8.51,0.69,11.28,8.39,0.0,52.87,25.81,248.53,1.36,26.31,19-Oct-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
19-Oct-2020 - 00:00,,,,,,,,,,,,,,20-Oct-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
20-Oct-2020 - 00:00,12.13,5.17,16.58,4.45,0.82,42.86,9.85,0.0,124.07,63.59,244.0,0.55,27.99,21-Oct-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
