from date,PM2.5,PM10,SO2,NO,NO2,NOx,NH3,CO,Ozone,Benzene,Toluene,Xylene,Temp,SR,WD,WS,RH,to date,station
30-Apr-2020 - 00:00,24.28,113.77,8.49,25.04,16.98,34.72,13.56,0.75,43.57,1.3,1.1,8.81,31.41,367.28,258.2,0.5,38.09,01-May-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
01-May-2020 - 00:00,32.28,141.6,9.64,21.09,15.24,30.41,12.82,0.79,43.57,1.3,1.1,8.72,32.18,399.94,198.3,0.31,38.12,02-May-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
02-May-2020 - 00:00,28.05,113.71,8.27,21.79,17.87,32.39,12.64,0.63,42.61,1.27,1.08,8.62,28.08,367.15,162.93,0.66,59.18,03-May-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
03-May-2020 - 00:00,15.0,62.45,7.12,22.81,16.92,32.74,13.24,0.78,27.09,1.3,1.1,8.81,26.98,387.9,178.55,0.95,54.99,04-May-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
04-May-2020 - 00:00,19.85,74.29,8.68,19.06,15.96,28.82,12.64,0.82,27.11,1.29,1.09,8.67,28.47,396.94,208.81,0.42,51.08,05-May-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
05-May-2020 - 00:00,18.76,74.46,7.37,19.53,14.56,29.91,12.16,0.73,27.1,1.3,1.1,8.72,30.11,398.62,258.24,0.5,38.18,06-May-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
06-May-2020 - 00:00,23.19,74.38,10.32,19.61,12.6,28.99,12.38,0.83,27.11,1.3,1.1,8.72,28.21,370.44,218.3,0.7,33.85,07-May-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
07-May-2020 - 00:00,19.05,50.48,9.08,31.62,27.49,39.84,17.56,0.73,38.52,1.23,1.04,8.23,28.93,390.06,209.92,0.5,31.43,08-May-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
08-May-2020 - 00:00,34.77,84.37,10.41,30.16,23.66,39.25,15.14,0.83,43.77,1.3,1.1,8.81,31.39,395.29,258.99,0.33,33.34,09-May-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
09-May-2020 - 00:00,37.24,88.25,10.99,22.58,18.93,32.1,13.75,0.75,43.73,1.29,1.09,8.72,33.46,398.8,207.33,0.58,30.41,10-May-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
10-May-2020 - 00:00,39.53,90.88,9.27,20.11,13.65,30.14,12.39,0.7,43.77,1.3,1.1,8.81,30.23,398.09,118.34,0.96,39.02,11-May-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
11-May-2020 - 00:00,31.65,70.57,7.77,20.46,15.74,30.0,12.7,0.67,43.77,1.3,1.1,8.72,29.34,396.08,118.97,1.07,42.3,12-May-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
12-May-2020 - 00:00,24.63,48.4,9.82,22.14,16.68,30.58,13.46,0.84,43.77,1.3,1.1,8.81,29.62,403.27,232.48,0.45,44.7,13-May-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
13-May-2020 - 00:00,46.62,89.57,9.14,19.63,15.48,30.13,12.78,0.74,43.77,1.27,1.08,8.63,30.77,391.05,215.44,0.37,44.12,14-May-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
14-May-2020 - 00:00,39.12,73.07,8.91,21.32,15.93,32.09,12.54,0.6,43.77,1.3,1.1,8.81,24.31,367.7,149.91,0.78,74.72,15-May-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
15-May-2020 - 00:00,23.28,46.05,9.96,22.9,16.18,32.82,12.72,0.93,43.77,1.3,1.1,8.72,28.43,404.92,298.63,0.68,52.16,16-May-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
16-May-2020 - 00:00,36.15,70.75,9.3,19.56,15.03,29.31,12.51,0.75,43.77,1.3,1.1,8.81,31.19,400.96,302.39,0.37,40.6,17-May-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
17-May-2020 - 00:00,40.97,77.89,11.68,20.79,16.1,31.17,12.83,0.75,43.77,1.3,1.1,8.81,32.22,389.29,280.27,0.44,30.57,18-May-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
18-May-2020 - 00:00,45.88,76.47,35.15,21.05,15.75,28.07,11.84,0.72,43.77,1.13,0.95,7.34,31.87,328.15,231.4,0.36,20.22,19-May-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
19-May-2020 - 00:00,33.69,58.15,20.5,21.63,14.87,30.27,12.6,0.68,53.79,1.3,1.1,8.81,31.27,387.47,223.48,0.65,22.27,20-May-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
20-May-2020 - 00:00,43.7,69.23,12.31,21.2,15.06,30.24,12.89,0.7,64.78,1.3,1.1,8.72,31.33,385.99,292.18,0.57,27.04,21-May-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
21-May-2020 - 00:00,53.48,82.71,11.12,20.3,15.54,30.28,12.51,0.68,64.78,1.3,1.1,8.81,33.76,387.67,263.81,0.48,22.38,22-May-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
22-May-2020 - 00:00,67.46,112.48,22.78,19.03,13.15,29.47,12.33,0.61,39.89,1.29,1.09,8.72,35.8,397.5,194.09,0.25,23.82,23-May-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
23-May-2020 - 00:00,53.21,94.92,19.04,18.59,12.81,28.26,12.0,0.48,17.0,1.3,1.1,8.81,35.36,365.0,111.02,0.74,24.73,24-May-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
24-May-2020 - 00:00,28.58,57.57,18.0,18.27,11.21,26.64,12.19,0.6,17.0,1.24,1.05,8.43,33.98,393.09,248.72,0.45,26.49,25-May-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
25-May-2020 - 00:00,21.14,73.91,19.08,17.75,10.74,27.37,12.21,0.76,17.0,1.3,1.1,8.81,36.44,396.21,265.5,0.38,24.94,26-May-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
26-May-2020 - 00:00,49.69,88.19,33.26,17.99,10.39,27.09,12.28,0.98,17.0,1.29,1.09,8.63,36.38,387.74,180.61,0.66,23.05,27-May-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
27-May-2020 - 00:00,36.17,64.67,15.6,16.66,10.86,26.79,11.98,0.58,17.0,1.3,1.1,8.81,35.94,394.25,148.24,0.73,23.92,28-May-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
28-May-2020 - 00:00,45.1,97.38,10.9,17.82,10.35,27.68,12.13,0.45,17.0,1.3,1.1,8.72,32.16,395.33,106.81,1.47,32.9,29-May-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
29-May-2020 - 00:00,28.42,79.31,12.82,19.28,11.52,29.12,11.88,0.76,17.0,1.3,1.1,8.72,29.6,393.21,96.24,1.2,45.25,30-May-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
30-May-2020 - 00:00,23.76,50.23,5.81,21.2,15.76,32.17,13.09,0.65,17.0,1.3,1.1,8.81,27.26,371.55,130.45,1.23,57.01,31-May-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
31-May-2020 - 00:00,13.51,26.28,8.23,27.84,21.22,37.11,13.96,0.64,17.0,1.3,1.1,8.72,25.87,390.23,92.67,1.16,64.77,01-Jun-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
01-Jun-2020 - 00:00,20.59,35.67,14.3,30.92,34.41,36.27,16.29,0.71,23.81,1.23,1.04,8.32,26.84,384.46,119.67,0.72,61.44,02-Jun-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
02-Jun-2020 - 00:00,26.92,171.36,15.74,21.99,20.74,33.85,13.9,0.68,28.11,1.3,1.1,8.81,28.72,393.16,155.71,0.49,53.5,03-Jun-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
03-Jun-2020 - 00:00,27.26,456.2,11.32,19.99,12.55,28.75,12.13,0.57,36.93,1.3,1.1,8.72,28.8,389.15,168.61,0.4,52.53,04-Jun-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
04-Jun-2020 - 00:00,30.0,152.97,16.26,21.55,16.55,30.3,13.05,0.75,33.65,1.22,1.03,8.26,30.55,404.1,183.24,0.49,46.82,05-Jun-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
05-Jun-2020 - 00:00,20.39,30.44,10.9,24.04,20.08,33.24,14.11,0.72,40.04,1.3,1.1,8.81,30.11,403.69,131.05,0.61,48.72,06-Jun-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
06-Jun-2020 - 00:00,15.51,24.78,8.76,21.52,15.98,30.83,13.13,0.77,39.85,1.3,1.1,8.72,25.59,392.93,112.97,1.08,72.62,07-Jun-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
07-Jun-2020 - 00:00,27.8,44.36,6.1,20.9,15.28,30.07,12.79,0.58,40.04,1.3,1.1,8.81,28.37,399.72,156.6,0.64,70.59,08-Jun-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
08-Jun-2020 - 00:00,27.43,61.76,8.92,19.18,13.05,27.4,12.59,0.59,39.61,1.29,1.09,8.63,32.01,407.5,156.21,0.43,56.22,09-Jun-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
09-Jun-2020 - 00:00,28.29,81.44,12.7,18.1,11.3,26.16,12.09,0.57,,1.3,1.1,8.81,31.68,390.99,181.26,0.55,52.64,10-Jun-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
10-Jun-2020 - 00:00,29.01,77.21,13.14,17.62,10.64,25.93,12.21,0.55,,1.3,1.1,8.72,30.0,393.28,126.12,0.72,60.69,11-Jun-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
11-Jun-2020 - 00:00,32.17,89.15,10.37,16.66,9.47,25.25,11.99,0.72,,1.3,1.1,8.81,32.63,400.36,162.01,0.5,56.28,12-Jun-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
12-Jun-2020 - 00:00,27.91,97.37,12.0,16.76,9.2,24.47,11.96,0.71,30.96,1.29,1.09,8.53,33.29,402.8,183.85,0.42,45.19,13-Jun-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
13-Jun-2020 - 00:00,23.93,90.7,11.06,16.49,8.18,24.39,11.97,0.65,32.52,1.3,1.1,8.82,32.71,395.33,235.88,0.52,40.54,14-Jun-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
14-Jun-2020 - 00:00,32.05,98.05,10.95,15.94,7.96,23.75,12.06,0.68,32.52,1.3,1.1,8.72,34.95,396.91,223.33,0.32,36.14,15-Jun-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
15-Jun-2020 - 00:00,29.84,111.41,17.43,16.93,8.09,24.92,12.0,0.72,32.52,1.3,1.1,8.81,35.8,388.01,251.59,0.29,31.47,16-Jun-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
16-Jun-2020 - 00:00,36.76,120.04,13.85,21.78,16.15,26.39,14.11,0.7,30.86,1.21,1.02,8.08,34.26,376.93,179.49,0.44,38.35,17-Jun-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
17-Jun-2020 - 00:00,39.23,130.57,9.58,30.69,26.85,42.79,15.01,0.75,16.62,1.3,1.1,8.81,35.48,401.97,125.96,0.52,43.05,18-Jun-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
18-Jun-2020 - 00:00,34.75,126.99,14.57,21.7,17.81,30.19,13.78,0.76,16.48,1.3,1.1,8.72,35.44,398.14,144.54,0.7,47.35,19-Jun-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
19-Jun-2020 - 00:00,48.52,163.65,9.06,19.7,12.87,27.4,12.56,0.61,16.48,1.3,1.1,8.81,33.48,403.56,114.85,1.02,45.49,20-Jun-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
20-Jun-2020 - 00:00,57.44,85.38,5.5,57.77,53.16,77.3,23.13,0.7,16.48,1.3,1.1,8.72,33.64,400.71,117.81,0.64,52.62,21-Jun-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
21-Jun-2020 - 00:00,59.36,,4.69,40.8,34.38,52.48,17.87,0.7,16.48,1.3,1.1,8.81,32.66,391.28,143.55,0.6,58.64,22-Jun-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
22-Jun-2020 - 00:00,41.07,101.18,4.75,23.47,18.36,31.88,14.52,0.68,16.48,1.3,1.1,8.72,31.87,383.68,122.56,0.8,60.37,23-Jun-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
23-Jun-2020 - 00:00,69.74,336.96,4.32,19.11,12.25,26.04,12.71,0.66,16.48,1.3,1.1,8.81,33.51,365.0,108.45,0.7,61.15,24-Jun-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
24-Jun-2020 - 00:00,25.32,65.89,6.55,17.11,10.14,23.59,11.99,0.6,16.48,1.21,1.02,8.03,32.51,365.82,97.34,0.96,59.45,25-Jun-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
25-Jun-2020 - 00:00,30.93,57.47,6.0,17.8,10.64,25.6,12.0,0.73,16.48,1.3,1.1,8.81,29.7,365.21,189.83,0.49,67.95,26-Jun-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
26-Jun-2020 - 00:00,33.75,158.02,4.77,23.69,18.31,32.53,13.69,0.67,16.48,1.29,1.08,8.54,32.27,390.56,166.82,0.49,61.15,27-Jun-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
27-Jun-2020 - 00:00,50.93,,4.55,25.63,20.91,35.6,14.01,0.66,16.48,1.3,1.1,8.81,34.17,367.64,190.43,0.46,60.24,28-Jun-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
28-Jun-2020 - 00:00,43.93,40.0,5.17,22.05,16.67,27.76,13.43,0.64,16.48,1.19,1.01,8.08,33.93,365.17,165.68,0.48,59.04,29-Jun-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
29-Jun-2020 - 00:00,27.14,61.36,4.9,27.52,20.59,34.99,14.95,0.67,16.48,1.3,1.1,8.81,30.19,365.09,154.89,0.76,61.6,30-Jun-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
30-Jun-2020 - 00:00,42.36,77.63,4.6,22.15,15.49,30.04,13.47,0.68,16.48,1.3,1.1,8.72,32.37,365.0,118.5,0.55,67.1,01-Jul-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
01-Jul-2020 - 00:00,43.67,81.48,5.59,22.24,17.52,31.58,12.96,0.68,16.48,1.3,1.1,8.81,33.77,365.0,146.58,0.49,62.55,02-Jul-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
02-Jul-2020 - 00:00,43.72,96.82,6.45,20.1,14.23,27.83,13.13,0.7,16.48,1.29,1.09,8.72,35.5,368.25,193.87,0.38,54.95,03-Jul-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
03-Jul-2020 - 00:00,48.54,117.97,4.57,19.78,14.25,27.51,12.72,0.7,16.48,1.26,1.07,8.54,36.56,365.0,156.04,0.58,53.56,04-Jul-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
04-Jul-2020 - 00:00,42.34,77.45,4.15,18.26,14.86,26.53,12.68,0.84,17.71,1.27,1.07,8.61,32.12,368.49,131.0,1.15,65.98,05-Jul-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
05-Jul-2020 - 00:00,22.52,34.59,4.43,22.75,17.65,31.24,13.31,0.7,25.29,1.3,1.1,8.81,29.26,403.39,152.5,0.82,71.27,06-Jul-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
06-Jul-2020 - 00:00,32.54,57.88,4.71,26.61,22.1,35.38,14.39,0.63,24.5,1.25,1.06,8.5,32.02,381.5,151.44,0.3,65.54,07-Jul-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
07-Jul-2020 - 00:00,34.21,68.2,4.33,20.1,14.97,28.94,13.33,0.68,23.62,1.3,1.1,8.81,32.68,391.79,117.49,0.55,65.56,08-Jul-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
08-Jul-2020 - 00:00,22.88,38.03,4.52,17.27,11.82,25.57,12.77,0.69,23.62,1.29,1.09,8.61,29.88,392.53,102.46,0.88,75.99,09-Jul-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
09-Jul-2020 - 00:00,24.91,46.8,5.19,18.32,10.24,25.44,12.3,0.71,23.62,1.3,1.1,8.81,32.03,370.52,150.32,0.52,69.94,10-Jul-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
10-Jul-2020 - 00:00,37.29,93.03,4.72,16.97,9.7,24.79,12.35,0.77,14.85,1.28,1.08,8.37,33.49,383.44,185.32,0.75,66.85,11-Jul-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
11-Jul-2020 - 00:00,24.44,50.43,4.53,18.16,10.82,25.54,12.3,0.67,5.0,1.3,1.1,8.81,30.47,404.26,128.68,0.77,73.66,12-Jul-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
12-Jul-2020 - 00:00,24.28,36.55,6.0,16.2,7.67,21.75,12.11,0.76,5.0,1.2,1.01,8.13,28.36,396.35,149.41,0.68,77.19,13-Jul-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
13-Jul-2020 - 00:00,31.07,63.97,8.76,16.72,8.76,24.55,12.09,0.68,5.0,1.3,1.1,8.81,30.42,397.71,216.67,0.36,71.97,14-Jul-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
14-Jul-2020 - 00:00,34.61,88.19,4.94,16.43,8.6,24.82,11.96,0.7,5.0,1.3,1.1,8.72,33.02,403.76,209.59,0.46,72.84,15-Jul-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
15-Jul-2020 - 00:00,27.39,66.64,5.58,17.71,9.96,25.49,12.11,0.68,5.0,1.3,1.1,8.81,31.8,402.22,143.24,0.56,70.11,16-Jul-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
16-Jul-2020 - 00:00,29.23,41.31,4.2,14.06,15.16,9.84,11.81,0.47,5.95,0.6,0.51,3.68,29.45,374.41,107.92,1.25,73.78,17-Jul-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
17-Jul-2020 - 00:00,14.37,60.11,5.49,,15.02,0.0,409.64,0.48,6.66,0.93,0.79,6.33,30.45,365.0,81.41,0.44,93.82,18-Jul-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
18-Jul-2020 - 00:00,14.35,57.97,5.87,,,,,0.71,14.61,1.3,1.1,8.81,32.77,392.52,116.25,0.43,77.2,19-Jul-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
19-Jul-2020 - 00:00,,,6.61,,,,,0.7,16.01,1.3,1.1,8.71,29.31,390.16,129.23,0.66,87.0,20-Jul-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
20-Jul-2020 - 00:00,17.23,43.51,4.7,38.24,35.49,49.28,19.24,0.66,11.63,1.3,1.1,8.81,27.52,391.43,152.81,0.51,81.03,21-Jul-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
21-Jul-2020 - 00:00,18.4,47.87,7.31,22.96,15.57,26.44,16.14,0.64,11.63,1.14,1.02,7.74,25.55,364.95,166.61,0.5,92.51,22-Jul-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
22-Jul-2020 - 00:00,22.39,59.6,12.94,17.02,9.78,25.24,12.28,0.62,11.63,1.3,1.1,8.81,28.66,381.8,207.16,0.27,80.76,23-Jul-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
23-Jul-2020 - 00:00,24.57,76.13,5.7,17.44,9.26,25.0,12.04,0.25,11.63,1.3,1.1,8.72,30.69,396.44,210.46,0.4,75.94,24-Jul-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
24-Jul-2020 - 00:00,20.8,50.03,4.29,17.62,9.71,26.02,12.0,0.28,11.63,1.59,1.55,8.72,31.47,387.93,117.79,0.48,76.79,25-Jul-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
25-Jul-2020 - 00:00,18.43,34.76,4.44,16.72,8.94,24.55,12.35,0.34,11.63,1.32,1.8,8.55,32.09,365.0,105.48,0.75,69.74,26-Jul-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
26-Jul-2020 - 00:00,20.21,52.16,4.61,17.3,10.55,25.46,12.07,0.32,11.63,1.36,1.82,8.81,31.21,365.0,149.99,0.4,80.83,27-Jul-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
27-Jul-2020 - 00:00,21.94,57.73,3.9,16.73,9.56,24.94,11.71,0.29,11.63,1.4,1.78,8.72,32.63,365.0,231.71,0.47,76.65,28-Jul-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
28-Jul-2020 - 00:00,18.11,61.8,4.57,16.48,10.27,24.3,12.18,0.31,11.63,1.36,1.54,8.72,33.14,365.0,162.54,0.49,77.22,29-Jul-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
29-Jul-2020 - 00:00,17.14,46.1,4.64,16.65,9.45,24.56,12.0,0.3,11.63,1.33,1.4,8.81,30.34,365.0,114.95,0.87,77.44,30-Jul-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
30-Jul-2020 - 00:00,16.2,38.33,4.57,16.39,8.74,23.84,12.06,0.3,11.63,1.32,1.37,8.72,28.76,365.0,111.23,0.66,85.73,31-Jul-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
31-Jul-2020 - 00:00,16.5,55.82,4.7,17.27,9.64,24.67,12.35,0.31,11.63,1.32,1.4,8.81,30.87,365.0,136.37,0.44,77.04,01-Aug-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
01-Aug-2020 - 00:00,16.54,134.39,4.5,17.58,10.13,25.1,11.95,0.31,11.63,1.35,1.43,8.72,29.92,365.0,164.6,0.4,79.96,02-Aug-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
02-Aug-2020 - 00:00,14.92,47.14,4.51,17.17,10.0,25.15,11.85,0.3,11.63,1.35,1.47,8.81,30.18,365.0,155.68,0.4,80.27,03-Aug-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
03-Aug-2020 - 00:00,17.58,354.5,4.41,16.09,8.61,22.82,12.02,0.28,11.63,1.28,1.42,8.32,32.24,365.0,130.01,0.52,73.25,04-Aug-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
04-Aug-2020 - 00:00,19.67,42.12,4.45,16.96,9.98,25.14,12.01,0.3,11.63,1.35,1.54,8.72,31.53,365.0,123.69,0.52,71.98,05-Aug-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
05-Aug-2020 - 00:00,17.69,43.7,4.44,17.12,9.66,24.29,12.28,0.28,11.63,1.35,1.59,8.81,32.3,365.0,102.62,0.69,74.78,06-Aug-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
06-Aug-2020 - 00:00,21.94,40.34,4.34,17.53,10.12,25.18,12.04,0.29,11.63,1.32,1.66,8.72,33.2,365.0,170.21,0.38,65.53,07-Aug-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
07-Aug-2020 - 00:00,28.54,52.64,4.81,17.45,10.12,25.19,12.0,0.3,11.63,1.32,1.57,8.81,32.42,365.0,106.59,0.58,73.51,08-Aug-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
08-Aug-2020 - 00:00,23.39,136.13,4.6,16.2,9.72,22.45,12.08,0.3,11.63,1.27,1.79,8.29,31.87,365.0,144.98,0.32,80.73,09-Aug-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
09-Aug-2020 - 00:00,16.92,65.76,4.55,16.51,9.56,24.4,12.15,0.3,11.63,1.46,1.95,8.81,29.78,365.0,208.98,0.46,91.4,10-Aug-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
10-Aug-2020 - 00:00,23.42,54.54,5.39,16.89,9.47,24.55,11.96,0.27,11.63,1.36,1.73,8.63,29.73,366.48,131.98,0.52,86.59,11-Aug-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
11-Aug-2020 - 00:00,45.33,92.72,6.6,17.77,9.76,25.43,12.0,0.3,11.63,1.36,1.75,8.73,31.79,365.0,187.58,0.36,79.88,12-Aug-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
12-Aug-2020 - 00:00,36.97,63.9,6.62,16.31,9.14,24.43,12.03,0.29,11.63,1.37,2.07,8.81,32.5,365.0,158.55,0.44,83.6,13-Aug-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
13-Aug-2020 - 00:00,32.25,60.26,6.7,16.39,9.13,24.15,11.92,0.3,11.63,1.33,1.86,8.72,30.88,365.0,108.48,0.91,86.98,14-Aug-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
14-Aug-2020 - 00:00,30.64,51.75,6.49,16.5,8.4,24.42,12.05,0.32,11.63,1.32,1.74,8.81,29.84,365.0,106.03,0.76,87.32,15-Aug-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
15-Aug-2020 - 00:00,34.11,55.08,6.85,17.89,8.53,25.88,12.27,0.31,11.63,1.33,1.9,8.72,32.0,402.44,157.7,0.39,75.06,16-Aug-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
16-Aug-2020 - 00:00,45.14,62.6,6.82,16.36,8.27,24.58,11.94,0.3,11.63,1.34,1.9,8.81,32.0,390.25,132.33,0.43,81.16,17-Aug-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
17-Aug-2020 - 00:00,43.95,66.09,7.11,16.05,7.92,23.6,11.94,0.29,11.63,1.31,1.84,8.61,31.12,381.05,101.82,0.66,86.89,18-Aug-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
18-Aug-2020 - 00:00,36.53,63.35,7.19,16.1,8.32,24.28,12.01,0.3,11.63,1.31,1.69,8.81,31.6,381.84,128.6,0.54,81.22,19-Aug-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
19-Aug-2020 - 00:00,37.42,61.6,9.16,16.26,8.02,22.14,11.91,0.26,11.63,1.21,1.56,7.93,28.89,385.8,146.16,0.47,87.46,20-Aug-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
20-Aug-2020 - 00:00,29.66,44.95,8.83,16.13,8.34,23.95,12.06,0.3,11.63,1.33,1.46,8.72,26.25,365.83,96.84,0.76,96.68,21-Aug-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
21-Aug-2020 - 00:00,27.63,43.13,8.6,16.49,9.21,24.03,11.92,0.3,52.2,1.33,1.94,8.54,27.02,365.08,97.15,0.81,93.53,22-Aug-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
22-Aug-2020 - 00:00,22.01,48.78,8.67,16.72,9.23,24.28,12.1,0.3,,1.4,2.91,8.72,30.16,365.0,227.61,0.36,73.58,23-Aug-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
23-Aug-2020 - 00:00,20.73,63.39,8.45,16.23,8.57,20.27,11.94,0.25,,1.28,2.4,7.38,30.72,372.07,110.56,0.37,83.31,24-Aug-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
24-Aug-2020 - 00:00,13.77,49.08,8.64,16.33,9.08,23.8,11.79,0.29,,1.33,2.19,8.54,31.07,365.0,112.68,0.44,80.6,25-Aug-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
25-Aug-2020 - 00:00,19.68,51.5,8.33,16.75,8.88,24.28,11.85,0.29,,1.34,2.07,8.53,29.95,368.06,99.89,0.68,86.49,26-Aug-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
26-Aug-2020 - 00:00,19.11,49.98,8.49,16.13,8.81,24.23,11.96,0.3,,1.35,2.07,8.81,29.01,365.0,116.42,0.49,88.01,27-Aug-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
