from date,Benzene,Eth-Benzene,MP-Xylene,O Xylene,Toluene,BP,PM2.5,PM10,RF,SR,Temp,WD,WS,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
15-Nov-2020 - 00:00,2.82,0.36,1.68,0.65,3.62,739.03,73.85,131.66,0.02,97.85,19.85,155.42,1.16,1.14,16.98,25.51,39.61,63.67,32.7,13.41,16-Nov-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
16-Nov-2020 - 00:00,1.18,0.11,0.59,0.22,2.29,740.09,46.63,75.27,0.0,72.76,18.73,157.75,1.49,0.78,18.3,17.98,32.93,50.99,20.14,12.73,17-Nov-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
17-Nov-2020 - 00:00,1.3,0.21,1.05,0.41,3.1,739.3,42.2,71.53,0.0,127.79,19.19,131.04,1.85,0.79,14.92,17.64,37.31,54.96,27.66,10.79,18-Nov-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
18-Nov-2020 - 00:00,1.39,0.34,1.2,0.5,2.81,738.41,48.13,83.57,0.0,124.42,18.62,118.44,1.6,0.84,17.86,15.88,39.66,55.21,31.31,11.17,19-Nov-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
19-Nov-2020 - 00:00,1.81,0.47,1.8,0.76,3.55,738.56,51.58,98.09,0.0,127.94,18.98,169.9,1.49,0.89,15.78,17.17,45.62,62.51,30.85,10.37,20-Nov-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
20-Nov-2020 - 00:00,1.42,0.22,1.0,0.4,2.88,740.2,53.91,98.65,0.0,134.1,18.52,125.52,1.72,0.81,16.8,15.0,40.86,55.86,30.4,10.0,21-Nov-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
21-Nov-2020 - 00:00,1.44,0.2,0.95,0.38,2.48,740.55,48.72,88.83,0.0,131.69,17.75,225.8,1.48,0.8,15.83,16.66,38.05,54.71,39.61,10.23,22-Nov-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
22-Nov-2020 - 00:00,1.71,0.54,1.38,0.57,3.23,740.79,50.09,95.11,0.0,125.41,17.16,203.0,1.36,0.89,15.11,19.03,39.82,58.84,34.75,9.78,23-Nov-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
23-Nov-2020 - 00:00,2.16,0.55,1.86,0.8,3.45,740.83,50.65,99.94,0.0,125.75,16.92,205.22,1.34,1.0,18.27,22.24,43.4,65.66,30.57,10.82,24-Nov-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
24-Nov-2020 - 00:00,2.6,0.77,2.43,1.14,4.2,740.31,58.12,116.64,0.0,119.49,17.45,218.43,1.4,1.36,23.65,28.04,48.03,76.07,29.15,10.53,25-Nov-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
25-Nov-2020 - 00:00,3.1,0.58,2.45,1.03,4.75,740.53,68.97,138.58,0.0,101.72,17.63,189.47,1.09,1.36,19.53,21.28,52.12,73.02,29.54,11.23,26-Nov-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
26-Nov-2020 - 00:00,2.5,0.42,1.62,0.67,3.47,742.31,61.35,109.89,0.03,100.37,17.45,107.66,1.82,1.05,25.6,16.81,40.52,57.23,39.18,10.47,27-Nov-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
27-Nov-2020 - 00:00,0.83,0.16,0.86,0.34,1.84,743.87,38.65,62.69,0.0,127.21,18.96,97.68,1.98,0.67,20.61,13.67,31.95,45.62,43.65,10.52,28-Nov-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
28-Nov-2020 - 00:00,1.46,0.36,1.07,0.36,2.35,743.12,45.93,80.86,0.0,122.43,18.77,175.23,1.75,0.75,16.97,14.31,37.59,51.9,45.24,10.53,29-Nov-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
29-Nov-2020 - 00:00,1.87,0.46,1.46,0.6,3.02,741.98,46.4,85.3,0.0,126.71,17.03,182.28,1.34,0.85,16.77,17.36,41.52,58.88,40.55,10.78,30-Nov-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
30-Nov-2020 - 00:00,2.3,0.39,1.61,0.79,3.37,741.17,51.09,101.1,0.0,119.39,18.07,155.05,1.49,1.09,22.97,21.75,50.33,72.08,24.99,10.89,01-Dec-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
01-Dec-2020 - 00:00,1.8,0.17,1.1,0.45,3.14,741.6,52.89,99.48,0.0,49.28,14.25,285.79,1.31,1.0,21.88,21.18,54.47,75.64,9.22,10.91,02-Dec-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
