from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,Eth-Benzene,MP-Xylene,AT,WS,WD,RH,BP,SR,RF,to date,station
14-Aug-2020 - 00:00,,23.42,13.08,5.49,11.43,37.98,,0.09,7.6,,,,,,29.92,0.7,250.79,91.75,740.0,61.74,0.03,15-Aug-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
15-Aug-2020 - 00:00,,56.12,10.26,3.84,8.57,36.94,,0.04,9.24,,,,,,31.98,0.62,277.93,84.44,740.0,113.13,0.0,16-Aug-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
16-Aug-2020 - 00:00,,50.96,10.81,3.86,8.88,44.12,,0.05,7.98,,,,,,31.98,0.68,279.15,87.1,740.0,105.81,0.0,17-Aug-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
17-Aug-2020 - 00:00,,34.22,20.29,6.11,15.76,42.49,,0.05,4.76,,,,,,30.55,0.56,234.16,94.06,740.08,45.93,0.39,18-Aug-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
18-Aug-2020 - 00:00,,56.42,22.29,6.34,17.01,48.93,,0.04,6.5,,,,,,31.41,0.5,201.3,91.38,740.0,58.88,0.0,19-Aug-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
19-Aug-2020 - 00:00,,32.43,22.12,5.26,16.04,46.45,,0.02,6.46,,,,,,28.62,0.59,217.35,94.79,740.0,37.51,1.58,20-Aug-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
20-Aug-2020 - 00:00,,18.95,14.94,5.64,12.54,39.46,,0.01,7.63,,,,,,27.54,0.62,245.78,93.97,740.0,42.71,1.43,21-Aug-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
21-Aug-2020 - 00:00,,24.76,10.47,4.24,9.02,35.03,,0.01,6.53,,,,,,30.46,0.69,235.67,83.24,740.0,111.98,0.09,22-Aug-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
22-Aug-2020 - 00:00,,21.5,6.49,3.82,6.56,29.68,,0.04,7.3,,,,,,31.36,0.78,248.5,79.81,740.0,114.49,0.03,23-Aug-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
23-Aug-2020 - 00:00,,22.3,5.69,3.73,6.05,29.3,,0.06,8.22,,,,,,30.74,0.85,255.15,84.74,740.0,98.04,0.07,24-Aug-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
24-Aug-2020 - 00:00,,34.52,13.94,6.44,12.64,33.77,,0.05,6.66,,,,,,30.77,0.76,275.76,85.31,740.0,89.75,0.0,25-Aug-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
25-Aug-2020 - 00:00,,42.71,15.8,4.96,12.43,43.67,,0.03,6.98,,,,,,30.88,0.63,282.27,86.03,740.0,82.39,0.43,26-Aug-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
26-Aug-2020 - 00:00,,50.44,20.21,5.5,15.22,50.0,,0.01,7.78,,,,,,31.71,0.59,141.62,80.71,740.0,113.12,0.0,27-Aug-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
27-Aug-2020 - 00:00,,55.93,20.42,6.16,15.87,41.79,,0.05,8.25,,,,,,31.5,0.54,160.15,80.73,740.0,111.99,0.0,28-Aug-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
28-Aug-2020 - 00:00,,65.59,20.97,6.36,16.32,45.37,,0.03,7.36,,,,,,31.07,0.51,192.15,83.8,740.02,101.93,0.56,29-Aug-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
29-Aug-2020 - 00:00,,33.92,10.99,5.97,10.69,35.18,,,7.99,,,,,,30.66,0.55,228.28,82.58,740.0,177.81,0.0,30-Aug-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
30-Aug-2020 - 00:00,,28.5,6.19,3.97,6.52,31.53,,0.03,9.09,,,,,,30.62,1.02,271.71,78.85,740.0,94.85,0.0,31-Aug-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
31-Aug-2020 - 00:00,,47.05,10.71,4.28,9.17,34.76,,0.07,8.8,,,,,,30.9,0.79,289.15,78.11,740.0,96.5,0.0,01-Sep-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
01-Sep-2020 - 00:00,,72.42,18.92,5.61,14.63,40.64,,0.05,10.06,,,,,,31.49,0.55,235.08,75.7,739.96,96.41,0.0,02-Sep-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
02-Sep-2020 - 00:00,,71.21,21.11,7.28,17.14,43.61,,0.07,11.26,,,,,,31.98,0.48,186.73,76.28,739.9,95.78,0.0,03-Sep-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
03-Sep-2020 - 00:00,82.75,67.92,13.92,3.95,10.61,36.63,,0.29,9.32,,,,,,32.4,0.71,270.43,76.89,739.92,103.4,0.0,04-Sep-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
04-Sep-2020 - 00:00,46.69,,22.83,4.15,15.52,30.21,,0.65,9.94,,,,,,32.54,0.61,254.9,77.6,740.03,91.86,0.0,05-Sep-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
05-Sep-2020 - 00:00,40.28,,33.88,5.75,22.7,38.44,,0.73,9.43,,,,,,31.52,0.52,179.64,81.67,740.0,81.61,0.42,06-Sep-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
06-Sep-2020 - 00:00,29.31,,22.57,4.43,15.61,29.68,,0.62,11.31,,,,,,31.05,0.53,130.83,80.35,740.0,102.48,0.0,07-Sep-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
07-Sep-2020 - 00:00,37.05,,37.84,7.34,26.1,29.12,,0.72,8.93,,,,,,31.99,0.43,117.54,77.38,739.97,93.55,0.0,08-Sep-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
08-Sep-2020 - 00:00,37.68,96.25,28.93,5.62,19.96,28.57,,0.74,11.33,,,,,,32.26,0.6,91.41,75.78,739.93,108.91,0.0,09-Sep-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
09-Sep-2020 - 00:00,44.98,110.96,28.08,4.83,18.86,31.49,,0.78,12.14,,,,,,32.35,0.63,93.21,75.34,739.57,109.77,0.0,10-Sep-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
10-Sep-2020 - 00:00,48.07,120.81,28.29,4.87,19.0,38.28,,0.83,12.33,,,,,,32.46,0.69,81.7,75.57,739.52,103.17,0.0,11-Sep-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
11-Sep-2020 - 00:00,54.11,144.46,39.36,5.7,25.56,37.62,,0.84,13.54,,,,,,33.09,0.53,104.58,70.58,740.0,102.78,0.0,12-Sep-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
12-Sep-2020 - 00:00,71.67,181.43,45.41,7.25,30.05,43.83,,0.88,14.94,,,,,,33.32,0.49,137.9,69.54,740.0,99.67,0.0,13-Sep-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
13-Sep-2020 - 00:00,67.36,167.84,43.12,6.56,28.27,46.49,,0.8,12.87,,,,,,32.97,0.47,169.98,71.53,740.0,91.56,0.0,14-Sep-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
14-Sep-2020 - 00:00,73.32,198.91,49.0,8.4,32.91,51.77,,0.84,12.72,,,,,,32.75,0.43,167.08,75.34,740.01,81.68,0.02,15-Sep-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
15-Sep-2020 - 00:00,69.73,178.89,45.03,6.76,29.44,41.67,,0.76,13.88,,,,,,32.96,0.49,94.48,74.49,739.88,85.55,0.0,16-Sep-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
16-Sep-2020 - 00:00,67.4,187.81,34.29,4.89,22.21,32.53,,0.75,14.45,,,,,,33.44,0.62,85.88,72.69,739.56,98.43,0.0,17-Sep-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
17-Sep-2020 - 00:00,53.17,163.04,30.05,5.93,20.76,38.71,,0.56,8.9,,,,,,33.25,0.73,81.44,72.1,739.86,102.27,0.0,18-Sep-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
18-Sep-2020 - 00:00,44.72,130.62,37.06,6.38,24.9,43.93,,0.8,11.38,,,,,,33.31,0.67,85.65,71.45,740.67,102.41,0.0,19-Sep-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
19-Sep-2020 - 00:00,61.77,158.46,46.96,6.69,30.42,40.91,,0.81,14.47,,,,,,33.12,0.51,110.81,73.2,740.03,95.66,0.0,20-Sep-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
20-Sep-2020 - 00:00,70.76,177.76,38.13,4.75,24.15,44.95,,0.81,19.48,,,,,,34.44,0.64,105.26,65.02,740.0,120.14,0.0,21-Sep-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
21-Sep-2020 - 00:00,69.39,172.14,42.15,4.94,26.45,41.88,,0.75,14.61,,,,,,33.43,0.5,122.83,68.8,740.0,93.0,0.0,22-Sep-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
22-Sep-2020 - 00:00,34.79,101.17,29.09,4.86,19.42,38.41,,0.78,9.43,,,,,,33.13,0.61,252.43,67.32,740.07,101.94,0.0,23-Sep-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
23-Sep-2020 - 00:00,21.63,74.79,18.85,4.16,13.41,28.6,,0.81,8.85,,,,,,32.38,0.63,263.35,69.88,739.86,97.03,0.0,24-Sep-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
24-Sep-2020 - 00:00,24.83,81.62,22.17,3.92,14.59,27.73,,0.88,11.65,,,,,,31.83,0.6,203.55,70.95,739.58,94.54,0.0,25-Sep-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
25-Sep-2020 - 00:00,54.89,156.61,41.93,5.5,26.78,33.07,,0.76,13.91,,,,,,32.59,0.69,92.12,65.53,740.46,102.8,0.0,26-Sep-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
26-Sep-2020 - 00:00,87.82,208.63,45.28,6.93,29.72,36.7,,0.64,10.13,,,,,,30.79,0.6,85.64,71.59,739.99,82.24,0.0,27-Sep-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
27-Sep-2020 - 00:00,45.6,145.79,40.98,5.87,26.56,28.54,,0.89,11.61,,,,,,30.67,0.62,81.35,62.06,739.01,98.75,0.0,28-Sep-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
28-Sep-2020 - 00:00,62.55,198.53,37.7,5.64,24.51,38.25,,0.91,12.89,,,,,,30.69,0.7,83.78,65.41,739.33,95.65,0.0,29-Sep-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
29-Sep-2020 - 00:00,61.73,205.58,36.47,5.02,23.47,35.75,,1.03,15.48,,,,,,31.24,0.77,92.47,58.97,739.06,92.98,0.0,30-Sep-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
30-Sep-2020 - 00:00,62.12,186.18,37.12,5.04,23.84,36.23,,0.92,14.49,,,,,,29.78,0.73,84.24,63.4,739.46,92.78,0.0,01-Oct-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
01-Oct-2020 - 00:00,69.67,194.36,46.75,5.99,29.74,38.49,,0.89,13.86,,,,,,29.9,0.68,92.47,62.91,739.97,95.24,0.0,02-Oct-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
02-Oct-2020 - 00:00,93.0,237.29,46.8,6.11,29.85,41.96,,1.03,17.29,,,,,,30.19,0.61,88.35,63.81,740.0,94.38,0.0,03-Oct-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
03-Oct-2020 - 00:00,102.26,239.1,51.81,6.36,32.73,42.51,,1.05,15.44,,,,,,29.7,0.6,87.69,60.96,740.0,94.81,0.0,04-Oct-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
04-Oct-2020 - 00:00,109.21,273.91,55.19,7.42,34.51,46.59,,1.15,16.46,,,,,,29.36,0.58,111.07,53.52,740.05,99.37,0.0,05-Oct-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
05-Oct-2020 - 00:00,68.7,220.05,49.68,5.04,27.63,51.24,,0.7,19.05,,,,,,31.38,0.69,87.55,47.64,740.33,59.86,0.0,06-Oct-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
06-Oct-2020 - 00:00,105.48,247.07,54.75,6.24,34.59,43.91,,1.04,16.02,,,,,,29.07,0.61,97.16,56.1,739.74,86.15,0.0,07-Oct-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
07-Oct-2020 - 00:00,129.7,311.21,83.22,15.47,56.85,40.25,,1.42,15.95,,,,,,29.68,0.55,104.41,52.49,739.25,92.21,0.0,08-Oct-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
08-Oct-2020 - 00:00,134.93,315.36,71.54,8.77,45.19,60.58,,1.0,16.82,,,,,,29.54,0.58,104.51,57.43,739.2,88.16,0.0,09-Oct-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
09-Oct-2020 - 00:00,122.09,296.73,76.98,12.88,51.41,51.59,,0.75,14.88,,,,,,30.2,0.48,134.66,50.44,740.05,88.08,0.0,10-Oct-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
10-Oct-2020 - 00:00,164.97,362.91,60.82,9.15,39.8,60.36,,1.3,16.91,,,,,,29.53,0.51,116.35,57.01,740.12,85.45,0.0,11-Oct-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
11-Oct-2020 - 00:00,144.84,298.08,77.19,12.36,51.11,66.51,,1.33,14.19,,,,,,29.83,0.49,111.23,57.72,740.28,86.14,0.0,12-Oct-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
12-Oct-2020 - 00:00,144.74,308.51,76.92,11.43,50.21,68.93,,1.35,13.58,,,,,,30.24,0.44,194.9,57.48,740.3,76.74,0.0,13-Oct-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
13-Oct-2020 - 00:00,122.09,267.83,37.33,5.73,24.52,55.29,,1.03,14.39,,,,,,29.87,0.54,247.53,63.16,739.7,67.06,0.0,14-Oct-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
14-Oct-2020 - 00:00,136.22,295.75,66.96,12.42,45.72,62.01,,1.16,11.97,,,,,,30.52,0.45,169.7,60.3,740.04,74.28,0.0,15-Oct-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
15-Oct-2020 - 00:00,200.57,432.69,66.28,11.14,44.31,66.99,,1.31,12.9,,,,,,29.57,0.52,105.61,46.65,740.14,74.78,0.0,16-Oct-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
16-Oct-2020 - 00:00,144.3,317.82,72.31,12.58,48.68,54.9,,1.47,14.65,,,,,,28.71,0.51,115.07,34.77,739.54,82.2,0.0,17-Oct-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
17-Oct-2020 - 00:00,136.92,335.43,67.51,10.2,44.21,62.97,,1.23,15.25,,,,,,28.24,0.5,94.58,40.82,739.83,75.76,0.0,18-Oct-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
18-Oct-2020 - 00:00,97.41,229.25,48.87,5.53,30.5,54.63,,1.15,15.55,,,,,,27.91,0.64,87.82,40.78,739.68,79.48,0.0,19-Oct-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
19-Oct-2020 - 00:00,127.78,305.17,50.04,5.53,31.11,57.17,,1.18,15.1,,,,,,27.21,0.63,96.08,43.6,739.71,77.78,0.0,20-Oct-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
20-Oct-2020 - 00:00,117.4,307.77,56.71,7.26,36.09,52.04,,1.17,13.65,,,,,,27.07,0.6,102.41,35.95,739.7,88.51,0.0,21-Oct-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
21-Oct-2020 - 00:00,205.64,438.83,76.32,14.15,52.12,64.37,,1.57,14.97,,,,,,27.61,0.52,96.09,35.04,739.6,92.36,0.0,22-Oct-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
22-Oct-2020 - 00:00,78.46,225.15,58.29,6.98,36.68,50.89,,1.22,17.34,,,,,,30.55,0.56,134.58,35.02,739.4,91.15,0.0,23-Oct-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
23-Oct-2020 - 00:00,151.6,337.13,65.27,11.64,30.13,73.57,,1.18,13.29,,,,,,27.51,0.52,133.14,40.76,739.99,93.84,0.0,24-Oct-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
24-Oct-2020 - 00:00,186.4,433.27,17.6,14.2,14.29,0.38,,1.48,22.19,,,,,,29.15,0.55,99.5,32.21,740.0,96.54,0.0,25-Oct-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
25-Oct-2020 - 00:00,188.48,515.36,28.85,28.87,32.55,0.3,,1.55,12.64,,,,,,27.26,0.45,125.53,39.43,740.03,67.98,0.0,26-Oct-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
26-Oct-2020 - 00:00,119.64,403.21,15.92,17.76,18.52,0.45,,1.35,12.01,,,,,,26.26,0.56,112.04,40.99,739.99,70.75,0.0,27-Oct-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
27-Oct-2020 - 00:00,187.5,403.07,42.26,9.11,12.93,61.96,,1.27,12.64,,,,,,24.32,0.63,84.5,44.52,740.0,72.61,0.0,28-Oct-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
28-Oct-2020 - 00:00,182.62,409.91,89.31,21.42,61.5,93.72,,1.53,9.34,,,,,,24.28,0.53,107.91,41.63,740.09,61.82,0.0,29-Oct-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
29-Oct-2020 - 00:00,142.39,338.62,89.25,26.88,69.33,83.65,,1.72,11.63,,,,,,25.55,0.39,177.63,45.38,740.0,65.94,0.0,30-Oct-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
30-Oct-2020 - 00:00,174.09,359.22,65.45,12.07,44.63,73.39,,1.22,10.13,,,,,,24.82,0.39,110.38,46.32,740.01,62.81,0.0,31-Oct-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
31-Oct-2020 - 00:00,284.82,535.83,72.24,13.42,49.34,88.9,,1.6,15.66,,,,,,24.16,0.47,90.8,47.79,740.0,65.9,0.0,01-Nov-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
01-Nov-2020 - 00:00,258.17,469.73,67.36,9.85,43.84,80.23,,1.23,17.03,,,,,,23.91,0.49,83.31,37.56,740.02,68.79,0.0,02-Nov-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
02-Nov-2020 - 00:00,246.12,445.96,70.63,10.85,46.39,84.57,,1.51,14.24,,,,,,23.05,0.45,84.0,39.9,740.0,64.51,0.0,03-Nov-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
03-Nov-2020 - 00:00,183.73,408.33,99.66,27.9,75.69,74.96,,1.13,9.12,,,,,,23.84,0.36,97.0,31.75,740.01,64.19,0.0,04-Nov-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
04-Nov-2020 - 00:00,328.56,610.76,77.66,13.94,52.64,94.79,,1.57,13.33,,,,,,23.11,0.45,81.75,45.19,740.01,59.59,0.0,05-Nov-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
05-Nov-2020 - 00:00,444.38,780.44,66.28,9.55,40.34,105.77,,1.46,10.6,,,,,,21.97,0.45,83.92,50.89,740.11,69.92,0.0,06-Nov-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
06-Nov-2020 - 00:00,226.21,484.4,97.16,21.14,68.42,67.19,,1.15,10.02,2.81,9.47,0.44,5.01,0.82,24.55,0.43,95.36,37.29,739.65,68.97,0.0,07-Nov-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
07-Nov-2020 - 00:00,268.59,546.81,114.67,39.24,92.89,57.19,13.22,2.06,9.21,2.63,7.45,0.19,3.72,0.22,23.87,0.49,90.09,38.98,739.41,67.81,0.0,08-Nov-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
08-Nov-2020 - 00:00,330.06,620.89,117.53,31.11,87.82,64.75,22.95,0.34,8.15,3.42,10.54,0.13,5.81,0.38,23.4,0.34,139.46,42.65,740.0,61.31,0.0,09-Nov-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
09-Nov-2020 - 00:00,218.9,461.68,110.72,28.17,81.79,63.0,18.2,0.0,7.81,3.22,10.63,0.14,5.68,0.38,23.2,0.32,133.56,54.47,740.02,61.11,0.0,10-Nov-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
10-Nov-2020 - 00:00,224.71,455.17,95.09,49.98,86.88,64.82,10.67,,4.43,3.8,15.21,0.17,8.02,0.13,22.59,0.31,217.93,57.79,740.08,54.48,0.0,11-Nov-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
11-Nov-2020 - 00:00,141.83,360.81,95.9,94.23,124.91,53.59,13.67,2.15,2.62,3.84,19.39,0.4,12.17,0.12,23.52,0.37,226.9,51.7,740.0,65.65,0.0,12-Nov-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
12-Nov-2020 - 00:00,123.23,308.43,121.36,67.08,119.1,57.23,8.82,0.88,2.3,2.84,15.19,0.29,9.09,0.14,23.85,0.32,154.98,48.34,740.0,64.71,0.0,13-Nov-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
13-Nov-2020 - 00:00,176.15,411.04,148.18,36.59,108.57,64.39,10.71,1.06,2.7,3.25,14.88,0.22,7.3,0.08,23.45,0.35,95.82,48.61,740.0,60.45,0.0,14-Nov-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
14-Nov-2020 - 00:00,269.15,442.12,158.09,23.37,103.09,64.01,15.74,1.43,3.83,3.57,17.48,0.38,8.32,0.01,22.32,0.34,117.94,49.49,740.0,60.49,0.0,15-Nov-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
15-Nov-2020 - 00:00,157.46,311.54,106.95,6.56,62.22,83.76,11.28,0.93,4.31,2.77,11.16,0.65,4.25,0.02,22.19,0.58,262.05,59.58,740.04,56.0,0.0,16-Nov-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
16-Nov-2020 - 00:00,41.28,131.56,115.85,27.0,81.72,58.54,7.35,0.99,2.55,2.08,14.11,0.55,4.29,0.38,22.08,0.52,215.34,65.23,740.2,66.97,0.0,17-Nov-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
17-Nov-2020 - 00:00,55.6,120.75,103.14,18.7,70.06,37.16,6.25,0.6,1.75,1.61,9.07,0.47,3.17,0.04,21.23,0.42,95.34,64.69,739.48,69.14,0.0,18-Nov-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
18-Nov-2020 - 00:00,106.32,201.12,122.84,11.66,74.82,37.15,6.98,0.87,2.3,1.84,9.64,0.22,4.17,0.33,20.25,0.44,99.23,59.78,739.53,68.6,0.0,19-Nov-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
19-Nov-2020 - 00:00,141.15,240.58,130.33,14.53,81.14,47.13,6.5,0.77,3.19,1.95,7.45,0.34,2.85,0.07,19.7,0.38,129.7,55.45,739.99,66.76,0.0,20-Nov-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
20-Nov-2020 - 00:00,171.96,295.73,138.79,8.34,78.72,42.54,9.22,0.66,3.21,2.2,7.83,0.26,2.61,0.03,18.44,0.51,91.71,56.06,740.02,59.17,0.0,21-Nov-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
21-Nov-2020 - 00:00,95.05,198.13,123.17,9.66,71.25,33.22,7.97,0.94,3.32,1.43,6.5,0.18,1.78,0.01,17.74,0.73,86.76,43.86,740.0,66.99,0.0,22-Nov-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
22-Nov-2020 - 00:00,131.31,249.21,140.23,14.83,86.66,32.77,8.46,0.89,3.85,1.2,8.0,0.0,2.3,0.0,18.26,0.65,86.11,41.19,739.92,70.38,0.0,23-Nov-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
23-Nov-2020 - 00:00,145.88,326.58,164.3,100.53,169.12,39.16,7.85,0.71,3.42,1.2,8.0,0.0,2.3,0.0,19.17,0.42,155.56,37.76,739.98,61.59,0.0,24-Nov-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
24-Nov-2020 - 00:00,205.27,410.37,171.98,54.61,135.88,50.4,6.99,0.85,3.84,2.34,13.23,0.2,5.91,0.08,19.39,0.4,226.88,45.76,739.94,56.89,0.0,25-Nov-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
25-Nov-2020 - 00:00,146.27,326.35,137.74,9.08,80.65,56.84,7.24,0.98,2.15,2.96,10.04,0.43,4.57,0.06,18.38,0.5,227.1,74.97,740.04,40.85,0.0,26-Nov-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
26-Nov-2020 - 00:00,47.31,122.51,124.23,13.89,77.38,45.92,2.57,0.46,1.43,1.73,7.41,0.38,2.56,0.05,20.66,0.56,126.66,63.83,740.01,63.2,0.0,27-Nov-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
27-Nov-2020 - 00:00,68.87,162.61,125.83,14.98,79.1,40.25,10.79,0.83,1.65,1.63,6.66,0.44,2.08,0.03,19.49,0.68,90.98,62.62,740.02,69.73,0.0,28-Nov-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
28-Nov-2020 - 00:00,115.01,247.87,139.39,12.36,84.19,39.3,5.86,1.05,2.31,2.07,7.9,0.36,2.64,0.01,19.19,0.69,76.83,55.45,740.1,63.16,0.0,29-Nov-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
29-Nov-2020 - 00:00,163.6,339.74,165.13,19.79,103.93,38.84,12.14,1.21,3.0,2.63,12.7,0.17,3.91,0.13,19.06,0.56,85.99,49.35,740.27,58.73,0.0,30-Nov-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
30-Nov-2020 - 00:00,157.12,349.62,177.62,39.3,125.49,42.56,16.85,1.58,2.79,3.05,11.2,0.17,3.96,0.05,19.06,0.49,99.12,53.85,740.5,53.43,0.0,01-Dec-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
01-Dec-2020 - 00:00,221.0,452.0,198.6,45.55,142.65,48.55,13.1,2.23,2.0,3.35,10.6,0.25,4.2,0.0,18.3,0.55,118.5,57.5,741.0,23.0,0.0,02-Dec-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
