from date,PM2.5,PM10,NO2,NOx,NO,NH3,SO2,CO,Ozone,Benzene,Toluene,MP-Xylene,Eth-Benzene,AT,SR,RH,RF,WS,WD,to date,station
09-Sep-2020 - 00:00,14.91,26.09,19.49,19.67,0.21,10.3,6.43,0.32,9.92,0.0,0.0,0.01,0.0,25.71,231.81,81.12,0.0,11.69,245.99,10-Sep-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
10-Sep-2020 - 00:00,13.0,24.81,11.03,11.04,0.08,10.0,6.25,0.34,9.89,0.0,0.01,0.01,0.0,23.91,182.27,88.88,0.0,13.56,240.06,11-Sep-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
11-Sep-2020 - 00:00,16.95,32.51,9.88,9.86,0.03,9.65,5.88,0.41,8.26,0.0,0.0,0.02,0.0,24.19,154.89,81.72,0.0,17.43,258.02,12-Sep-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
12-Sep-2020 - 00:00,17.48,28.85,9.22,9.14,0.05,9.75,6.36,0.67,7.6,0.0,0.01,0.0,0.0,23.46,157.99,84.64,0.0,15.39,248.94,13-Sep-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
13-Sep-2020 - 00:00,9.58,18.34,16.43,16.47,0.07,9.01,6.32,0.41,7.09,0.0,0.0,0.0,0.0,22.8,84.51,89.25,0.0,11.36,240.7,14-Sep-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
14-Sep-2020 - 00:00,13.13,26.21,13.35,13.34,0.07,9.37,6.18,0.42,6.93,0.0,0.01,0.02,0.0,24.26,180.67,84.89,0.0,13.36,249.85,15-Sep-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
15-Sep-2020 - 00:00,16.09,31.5,11.76,11.74,0.06,9.44,6.38,0.43,7.06,0.0,0.01,0.01,0.0,24.85,209.1,83.54,0.0,11.41,244.14,16-Sep-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
16-Sep-2020 - 00:00,15.56,30.15,12.7,12.72,0.07,9.68,6.34,0.41,6.78,0.0,0.01,0.01,0.0,25.1,237.06,81.79,0.0,11.74,243.9,17-Sep-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
17-Sep-2020 - 00:00,15.66,32.17,14.12,14.18,0.22,9.62,6.79,0.43,5.01,0.0,0.0,0.0,0.0,24.38,219.92,84.97,0.0,11.79,245.93,18-Sep-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
18-Sep-2020 - 00:00,14.01,19.75,5.81,5.8,0.11,10.47,7.56,1.09,7.23,0.0,0.0,0.03,0.0,26.5,321.7,74.92,0.0,15.58,248.67,19-Sep-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
19-Sep-2020 - 00:00,13.16,25.38,11.59,11.64,0.11,9.75,6.89,1.05,6.09,0.0,0.0,0.01,0.0,23.25,124.33,88.89,0.0,13.78,251.63,20-Sep-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
20-Sep-2020 - 00:00,7.65,20.86,15.45,15.84,0.11,9.27,6.66,0.83,7.51,0.0,0.0,0.0,0.0,23.48,147.13,85.33,0.0,11.89,251.52,21-Sep-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
21-Sep-2020 - 00:00,14.05,20.04,9.52,9.52,0.04,9.75,6.72,0.94,5.69,0.0,0.0,0.01,0.0,23.99,153.32,86.67,0.0,14.27,252.21,22-Sep-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
22-Sep-2020 - 00:00,18.74,30.33,13.82,13.97,0.08,9.35,6.84,0.7,7.25,0.0,0.01,0.0,0.0,25.38,239.62,76.35,0.0,13.0,253.55,23-Sep-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
23-Sep-2020 - 00:00,16.34,25.65,15.45,15.51,0.08,9.52,6.86,0.41,8.02,0.0,0.0,0.0,0.0,25.26,267.65,78.3,0.0,12.14,245.24,24-Sep-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
24-Sep-2020 - 00:00,19.17,28.95,12.02,12.37,0.08,9.63,7.01,0.43,7.54,0.0,0.01,0.0,0.0,25.25,278.24,80.99,0.0,11.63,241.47,25-Sep-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
25-Sep-2020 - 00:00,18.65,29.17,14.29,14.35,0.1,9.55,7.09,0.4,6.91,0.0,0.0,0.01,0.0,25.33,191.9,82.4,0.0,10.53,241.38,26-Sep-2020 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
