from date,NO2,NOx,NO,NH3,SO2,CO,Ozone,PM10,PM2.5,Benzene,Toluene,Eth-Benzene,Xylene,MP-Xylene,RH,WS,WD,SR,RF,to date,station
21-Nov-2020 - 00:00,65.26,42.14,10.25,33.29,12.28,1.17,37.95,245.62,84.81,2.66,5.66,1.53,,1.12,46.5,1.9,297.4,150.99,,22-Nov-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
22-Nov-2020 - 00:00,62.37,37.39,8.36,34.06,7.89,1.27,37.56,227.48,82.49,2.93,7.53,2.08,0.01,2.05,44.33,1.09,196.18,159.83,,23-Nov-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
23-Nov-2020 - 00:00,59.34,47.11,20.15,35.1,10.07,1.72,47.17,346.32,131.44,4.73,9.41,1.52,0.01,2.13,45.46,0.9,156.01,145.88,,24-Nov-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
24-Nov-2020 - 00:00,78.57,54.68,20.77,33.56,20.94,1.97,52.97,468.27,190.37,8.31,12.97,0.27,0.01,2.18,49.66,1.0,146.65,107.39,,25-Nov-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
25-Nov-2020 - 00:00,66.77,40.8,7.41,34.55,15.64,1.75,50.4,371.34,143.65,5.91,7.86,0.62,0.01,1.01,49.93,1.16,120.34,91.57,,26-Nov-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
26-Nov-2020 - 00:00,58.97,45.02,19.7,34.18,9.19,1.58,22.83,283.26,88.63,4.39,10.41,1.13,0.01,1.86,66.46,1.22,74.29,91.87,,27-Nov-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
27-Nov-2020 - 00:00,57.3,48.52,23.18,32.68,10.15,1.05,20.16,166.93,46.18,1.53,3.7,0.44,0.01,0.68,60.11,1.69,312.02,164.94,,28-Nov-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
28-Nov-2020 - 00:00,67.02,45.53,15.84,35.03,8.0,1.46,23.02,231.8,87.93,3.35,6.59,1.32,,1.45,59.42,1.34,262.88,138.64,,29-Nov-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
29-Nov-2020 - 00:00,64.75,46.2,16.22,33.48,9.68,1.72,27.14,288.77,140.77,4.83,8.34,1.27,0.01,2.59,54.39,1.01,222.44,145.3,,30-Nov-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
30-Nov-2020 - 00:00,76.69,71.18,38.8,36.07,15.93,1.99,32.35,380.34,202.96,5.72,8.93,1.22,,2.51,51.8,0.91,245.13,149.66,,01-Dec-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
01-Dec-2020 - 00:00,108.72,86.11,36.55,40.95,9.62,2.55,1.16,,292.0,9.32,23.42,0.0,,3.31,75.41,1.25,200.8,0.0,,02-Dec-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
