from date,AT,BP,PM2.5,PM10,RF,RH,SR,Temp,WD,WS,VWS,Benzene,Toluene,Xylene,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
19-Apr-2020 - 00:00,37.27,709.02,38.56,,0.0,51.32,136.14,29.49,163.25,0.93,-2.99,0.55,2.34,0.66,0.32,15.0,2.68,42.19,24.62,18.36,3.4,20-Apr-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
20-Apr-2020 - 00:00,37.18,709.04,34.85,,0.0,52.89,143.37,29.5,179.38,0.74,-2.94,0.55,2.34,0.65,0.45,13.73,2.69,43.57,25.35,17.97,3.44,21-Apr-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
21-Apr-2020 - 00:00,37.1,709.12,32.5,,0.0,50.7,217.21,29.35,232.72,0.67,-2.92,0.22,1.97,0.17,0.61,12.92,2.52,42.84,24.83,18.0,3.41,22-Apr-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
22-Apr-2020 - 00:00,37.08,708.98,33.5,,0.0,46.92,170.41,29.13,218.21,0.87,-3.01,0.35,1.99,0.33,0.48,12.05,2.5,44.22,25.55,19.2,3.41,23-Apr-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
23-Apr-2020 - 00:00,37.0,709.0,36.47,,0.0,50.03,213.0,29.32,204.51,0.79,-2.98,0.41,1.57,0.53,0.47,12.38,2.56,44.2,25.57,20.14,3.32,24-Apr-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
24-Apr-2020 - 00:00,36.88,709.0,40.78,,0.0,54.79,157.27,29.32,204.34,0.91,-2.95,0.42,1.61,0.55,0.64,11.91,2.62,43.91,25.49,19.81,3.5,25-Apr-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
25-Apr-2020 - 00:00,36.75,709.0,41.97,,0.0,48.36,230.39,29.34,152.04,0.7,-2.97,0.57,2.63,0.56,0.37,11.37,2.61,45.84,26.49,18.35,3.43,26-Apr-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
26-Apr-2020 - 00:00,37.7,709.0,39.6,,0.3,60.25,187.56,29.38,173.5,0.9,-2.9,0.5,1.87,0.57,0.47,10.67,2.59,45.05,26.07,19.05,3.51,27-Apr-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
27-Apr-2020 - 00:00,37.72,709.0,36.3,,0.0,55.46,180.02,29.41,163.73,0.78,-2.93,0.41,2.2,0.44,0.67,10.45,2.58,48.83,28.07,19.2,3.21,28-Apr-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
28-Apr-2020 - 00:00,37.72,709.0,35.85,90.5,0.0,61.14,99.33,29.49,161.81,1.32,-2.96,0.12,0.52,0.15,0.44,9.77,2.58,45.39,26.24,17.48,3.22,29-Apr-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
29-Apr-2020 - 00:00,37.74,708.94,,49.77,0.0,52.38,199.23,29.3,219.18,0.68,-2.98,0.02,0.62,0.0,0.55,9.24,2.6,48.2,27.74,19.13,3.69,30-Apr-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
30-Apr-2020 - 00:00,37.74,708.88,,76.6,0.01,48.1,165.44,29.12,204.77,0.79,-3.0,0.03,0.06,0.0,1.36,17.56,2.6,54.66,31.18,22.28,4.31,01-May-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
01-May-2020 - 00:00,37.73,708.9,,63.22,0.0,59.31,130.9,29.12,241.86,0.72,-2.89,0.0,0.05,0.0,0.61,12.47,2.58,46.87,27.04,17.17,3.1,02-May-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
02-May-2020 - 00:00,37.74,708.91,,59.55,0.0,58.19,113.87,29.03,259.07,0.54,-2.92,0.0,0.0,0.0,0.78,11.64,2.47,45.36,26.13,17.66,3.66,03-May-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
03-May-2020 - 00:00,37.79,708.84,,75.2,0.0,50.91,195.3,29.11,211.7,0.53,-2.97,0.0,0.0,0.0,0.67,11.3,2.69,47.7,27.56,18.62,3.57,04-May-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
04-May-2020 - 00:00,37.8,708.9,,71.41,0.0,49.73,152.61,29.16,213.96,0.83,-2.99,0.0,0.0,0.0,0.46,10.61,2.65,49.09,28.27,19.38,3.26,05-May-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
05-May-2020 - 00:00,37.8,708.86,,70.33,0.0,50.14,165.76,29.14,188.59,0.81,-2.99,0.0,0.0,0.0,0.44,10.05,2.54,49.27,28.26,20.29,3.35,06-May-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
06-May-2020 - 00:00,37.8,708.89,,60.56,0.0,57.54,184.74,29.14,198.1,0.81,-2.89,0.0,0.0,0.0,0.94,9.58,2.57,45.54,26.31,19.93,3.88,07-May-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
07-May-2020 - 00:00,37.8,708.92,,58.89,0.0,61.73,53.09,28.97,187.77,0.74,-2.92,0.0,0.0,0.0,0.35,9.21,2.55,45.55,26.3,18.59,3.81,08-May-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
08-May-2020 - 00:00,37.79,709.0,,61.85,0.0,56.15,105.31,29.19,193.28,0.62,-2.97,0.0,0.0,0.0,0.65,9.11,2.57,45.98,26.55,18.08,3.56,09-May-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
09-May-2020 - 00:00,37.8,708.87,72.86,63.58,0.0,55.56,157.94,29.14,170.9,0.88,-2.97,0.0,0.04,0.0,0.35,8.7,2.65,42.54,24.78,19.68,3.45,10-May-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
10-May-2020 - 00:00,37.81,709.16,55.84,,0.0,58.89,105.48,30.39,186.04,0.62,-2.93,0.16,1.65,0.58,0.32,10.08,2.59,50.84,29.15,16.88,3.59,11-May-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
11-May-2020 - 00:00,37.8,709.0,57.34,,0.0,50.91,164.49,29.17,181.42,0.78,-2.98,0.0,0.0,0.0,0.72,8.59,2.49,52.35,29.88,19.0,3.33,12-May-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
12-May-2020 - 00:00,37.8,708.97,53.35,,0.0,51.76,133.23,29.14,206.78,0.64,-2.98,0.0,0.02,0.0,0.61,8.59,2.38,51.79,29.49,18.54,3.55,13-May-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
13-May-2020 - 00:00,37.8,708.91,42.51,,0.0,46.93,166.66,29.12,174.96,0.79,-2.99,0.0,0.0,0.0,0.52,8.05,2.45,51.0,29.12,18.94,3.35,14-May-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
14-May-2020 - 00:00,37.8,711.54,44.78,,0.0,50.42,165.81,29.13,161.48,1.04,-2.99,0.46,2.19,0.78,0.32,8.09,2.57,44.03,25.51,18.87,3.61,15-May-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
15-May-2020 - 00:00,37.8,709.33,38.61,,0.0,45.77,196.19,28.68,179.7,0.77,-3.03,0.87,4.87,1.24,0.27,7.75,2.57,45.8,26.44,19.01,3.21,16-May-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
16-May-2020 - 00:00,32.04,714.58,45.28,,0.0,62.28,78.62,29.81,214.21,0.54,-2.91,3.58,10.27,2.25,0.55,9.89,2.59,46.9,27.05,18.71,3.62,17-May-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
17-May-2020 - 00:00,29.29,717.57,52.12,,0.0,60.17,71.98,30.41,150.84,0.58,-2.99,1.3,8.87,1.43,0.59,10.88,2.71,52.14,29.92,18.25,3.22,18-May-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
18-May-2020 - 00:00,30.32,717.48,50.67,,0.0,54.56,98.28,30.51,176.62,0.62,-3.05,1.08,5.3,1.12,0.52,11.13,2.55,51.64,29.54,18.36,3.38,19-May-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
19-May-2020 - 00:00,30.15,716.16,68.68,152.41,0.0,50.19,84.4,30.44,103.21,0.54,-3.04,1.68,16.56,2.76,0.71,12.11,2.66,51.17,29.37,20.58,3.91,20-May-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
20-May-2020 - 00:00,30.85,715.34,,129.09,0.0,44.22,113.02,28.65,203.33,0.63,-3.14,1.7,18.62,3.27,0.61,10.91,2.63,49.36,28.4,18.85,3.49,21-May-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
21-May-2020 - 00:00,31.15,715.44,,114.26,0.0,42.31,118.1,28.23,232.75,0.67,-3.19,1.43,7.73,2.46,0.55,11.28,2.65,49.96,28.73,20.17,3.49,22-May-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
22-May-2020 - 00:00,30.55,715.34,,141.81,0.0,42.27,118.46,28.09,142.4,0.57,-3.21,2.63,30.41,5.3,0.88,11.53,2.58,56.53,32.15,20.18,3.96,23-May-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
23-May-2020 - 00:00,31.67,715.3,,151.52,0.0,41.48,111.75,28.09,138.2,0.61,-3.2,2.76,34.33,6.34,1.0,12.65,2.56,59.54,33.75,22.45,3.92,24-May-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
24-May-2020 - 00:00,32.8,715.02,,127.42,0.0,47.45,111.6,28.26,190.3,0.73,-3.16,1.5,11.44,2.73,0.68,13.1,2.53,52.43,29.94,23.05,3.26,25-May-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
25-May-2020 - 00:00,32.62,715.0,,103.19,0.0,51.88,111.08,28.34,214.69,0.95,-3.13,0.99,5.13,1.46,0.52,12.75,2.6,45.86,26.5,23.57,3.45,26-May-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
26-May-2020 - 00:00,32.19,715.0,,93.88,0.0,53.74,110.5,28.39,228.67,0.82,-3.13,1.01,7.54,1.29,0.52,11.66,2.61,45.29,26.21,21.36,3.32,27-May-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
27-May-2020 - 00:00,32.85,715.0,,109.62,0.0,47.57,106.1,28.32,218.72,0.8,-3.14,1.23,11.56,1.72,0.53,10.56,2.6,49.42,28.4,25.96,3.65,28-May-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
28-May-2020 - 00:00,32.78,715.0,,99.07,0.0,43.43,117.72,28.26,235.5,0.62,-3.16,1.01,8.06,1.36,0.45,9.05,2.61,48.04,27.68,19.81,3.56,29-May-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
29-May-2020 - 00:00,32.39,715.0,,83.33,0.0,44.36,114.28,28.25,244.7,0.61,-3.16,0.84,4.09,0.91,0.38,8.17,2.52,47.48,27.3,20.82,3.54,30-May-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
30-May-2020 - 00:00,30.67,715.0,,73.93,0.0,52.12,99.83,28.35,222.52,0.77,-3.13,0.81,6.82,1.02,0.41,8.24,2.58,50.68,29.06,21.89,3.34,31-May-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
31-May-2020 - 00:00,27.42,715.05,,77.55,0.0,70.26,50.58,28.29,223.77,0.86,-2.74,1.34,7.53,2.4,0.6,9.1,2.59,49.08,28.22,18.26,3.63,01-Jun-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
01-Jun-2020 - 00:00,27.23,715.18,56.52,42.05,0.0,70.2,101.64,28.46,174.19,0.59,-2.82,1.47,9.19,2.96,0.67,9.69,2.54,47.22,27.18,25.87,3.63,02-Jun-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
02-Jun-2020 - 00:00,26.89,715.19,22.35,,0.14,70.68,87.53,29.78,254.16,0.73,-2.72,1.06,7.99,1.56,0.45,9.62,2.64,35.34,20.96,25.45,3.18,03-Jun-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
03-Jun-2020 - 00:00,27.95,715.0,19.41,,0.0,65.04,94.56,30.98,227.84,1.04,-2.98,0.66,8.99,0.63,0.37,11.01,2.61,35.37,20.94,22.76,3.36,04-Jun-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
04-Jun-2020 - 00:00,27.42,715.0,20.88,,0.01,65.3,80.07,30.94,257.2,1.25,-2.96,0.49,3.65,0.5,0.31,10.61,2.63,34.46,20.46,23.61,3.64,05-Jun-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
05-Jun-2020 - 00:00,28.29,715.0,23.94,,0.0,61.51,94.38,31.05,271.7,0.69,-2.97,0.51,4.58,0.57,0.34,9.56,2.68,36.31,21.48,22.3,3.68,06-Jun-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
06-Jun-2020 - 00:00,26.0,715.0,22.27,,0.0,65.85,10.0,30.98,287.69,0.62,-3.0,0.5,5.68,0.61,0.31,8.95,2.64,36.09,21.34,18.92,2.97,07-Jun-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
07-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,08-Jun-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
08-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,09-Jun-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
09-Jun-2020 - 00:00,35.58,714.83,22.29,,0.0,55.2,486.72,30.39,227.97,0.3,-3.08,0.83,3.34,0.9,0.2,11.04,2.51,26.13,14.77,19.99,4.7,10-Jun-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
10-Jun-2020 - 00:00,35.49,715.15,22.25,,0.58,78.86,479.46,29.64,198.78,0.3,-2.56,0.97,4.72,1.36,0.11,12.15,2.66,28.62,17.38,21.42,3.42,11-Jun-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
11-Jun-2020 - 00:00,29.92,714.58,15.85,,0.47,83.81,206.65,29.89,224.94,0.47,-2.58,1.04,5.56,1.55,0.16,15.63,2.66,28.74,17.45,21.88,3.46,12-Jun-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
12-Jun-2020 - 00:00,25.71,714.0,15.78,,0.11,79.9,24.16,30.36,280.92,0.79,-2.48,0.5,1.64,0.45,0.19,13.62,2.54,27.58,16.74,22.64,3.58,13-Jun-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
13-Jun-2020 - 00:00,26.53,714.0,10.15,,0.0,72.84,28.61,30.42,290.52,0.81,-2.92,0.36,1.02,0.4,0.24,11.41,2.45,27.21,16.39,20.06,3.37,14-Jun-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
14-Jun-2020 - 00:00,26.9,714.0,9.57,,0.01,72.99,24.21,30.64,277.19,0.77,-2.88,0.35,1.13,0.39,0.23,10.33,2.64,29.37,17.58,20.86,3.7,15-Jun-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
15-Jun-2020 - 00:00,26.74,714.0,13.57,,0.01,75.43,22.41,30.71,279.68,0.9,-2.82,0.4,1.42,0.45,0.25,10.03,2.67,29.27,17.66,19.98,3.38,16-Jun-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
16-Jun-2020 - 00:00,25.49,714.0,11.19,,0.44,82.18,21.6,30.7,281.98,0.91,-3.28,0.3,1.34,0.36,0.24,9.27,2.52,29.15,17.44,19.37,3.41,17-Jun-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
17-Jun-2020 - 00:00,25.53,714.0,9.47,,0.02,80.96,20.84,30.68,282.45,0.96,-2.75,0.36,1.22,0.46,0.22,8.76,2.55,29.76,17.82,19.96,3.36,18-Jun-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
18-Jun-2020 - 00:00,25.4,714.0,14.02,,0.33,81.93,21.11,30.7,280.61,0.83,-3.11,0.36,1.45,0.6,0.2,8.23,2.57,29.44,17.67,19.71,3.72,19-Jun-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
19-Jun-2020 - 00:00,26.84,714.01,18.44,,0.0,74.47,31.83,30.42,280.43,0.82,-2.84,0.46,1.63,0.52,0.24,8.63,3.06,27.36,15.99,18.94,3.12,20-Jun-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
20-Jun-2020 - 00:00,27.36,714.0,19.93,,0.0,69.46,30.57,30.15,245.46,0.84,-2.96,0.52,2.37,0.58,0.24,7.71,2.42,27.46,16.58,19.79,3.46,21-Jun-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
21-Jun-2020 - 00:00,25.71,714.1,19.69,,0.06,79.08,18.15,31.19,280.27,0.61,-2.68,0.46,1.9,0.83,0.2,9.6,2.44,29.51,17.58,18.56,2.93,22-Jun-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
22-Jun-2020 - 00:00,26.75,714.07,19.93,,0.0,72.79,25.95,31.48,258.46,0.69,-2.87,0.56,2.29,0.97,0.24,9.92,2.45,29.02,17.36,18.29,3.47,23-Jun-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
23-Jun-2020 - 00:00,27.27,713.89,23.05,,0.0,69.39,33.78,30.23,268.81,0.7,-2.92,0.6,4.07,0.71,0.25,7.9,2.46,28.76,17.22,19.29,3.89,24-Jun-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
24-Jun-2020 - 00:00,27.86,709.16,22.54,,0.0,67.15,37.18,30.27,254.31,0.58,-2.88,0.63,6.9,0.83,0.23,7.95,2.54,31.38,18.64,20.64,3.22,25-Jun-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
25-Jun-2020 - 00:00,28.18,705.19,27.62,,0.01,67.46,32.88,30.77,193.42,0.71,-2.77,1.29,11.87,1.86,0.25,8.82,2.6,36.19,21.28,20.8,3.94,26-Jun-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
26-Jun-2020 - 00:00,27.94,705.26,34.6,,0.0,65.82,26.85,29.98,204.33,0.79,-2.85,1.26,8.1,2.32,0.2,8.84,2.48,32.24,19.08,22.83,4.26,27-Jun-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
27-Jun-2020 - 00:00,27.26,708.42,29.31,,1.04,73.0,28.53,27.55,215.46,0.66,-3.77,0.9,8.83,1.86,0.21,7.79,2.39,29.99,17.75,21.88,4.01,28-Jun-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
28-Jun-2020 - 00:00,26.26,708.78,18.66,,0.05,78.48,27.55,27.63,186.4,0.38,-3.97,0.96,10.24,2.1,0.25,8.9,2.43,28.73,17.12,21.07,3.51,29-Jun-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
29-Jun-2020 - 00:00,26.72,709.27,22.5,,0.0,75.08,26.91,27.54,187.76,0.48,-2.96,1.41,13.12,4.3,0.25,8.86,2.5,31.13,18.49,22.12,3.5,30-Jun-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
30-Jun-2020 - 00:00,26.87,709.15,21.24,,0.0,75.07,30.05,27.66,243.68,0.61,-2.96,0.91,16.2,1.29,0.26,8.37,2.45,27.42,16.5,19.96,3.58,01-Jul-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
01-Jul-2020 - 00:00,27.27,709.04,18.08,,0.12,71.02,32.89,27.68,247.3,0.62,-2.99,0.52,10.41,0.56,0.21,7.81,2.5,26.51,15.97,18.39,3.53,02-Jul-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
02-Jul-2020 - 00:00,26.17,709.31,11.73,,1.32,78.09,32.62,28.33,260.81,0.73,-4.26,0.56,6.45,0.78,0.24,7.77,2.49,24.0,14.73,18.36,3.73,03-Jul-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
03-Jul-2020 - 00:00,25.92,709.46,8.85,,0.0,78.92,28.53,29.01,275.38,0.83,-3.81,0.39,4.07,0.49,0.17,7.59,2.44,23.3,14.31,18.44,2.97,04-Jul-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
04-Jul-2020 - 00:00,25.05,709.5,12.21,,0.11,81.27,19.31,28.92,285.18,0.81,-3.85,0.35,1.68,0.51,0.2,7.38,2.54,23.38,14.42,19.2,3.07,05-Jul-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
05-Jul-2020 - 00:00,24.87,709.69,14.48,,0.0,80.49,17.66,29.01,286.62,0.87,-2.86,0.3,1.07,0.39,0.21,7.12,2.5,23.26,14.32,18.49,3.33,06-Jul-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
06-Jul-2020 - 00:00,24.78,709.91,15.85,,0.01,83.29,15.77,29.17,290.0,0.63,-2.59,0.35,3.42,0.36,0.27,7.26,2.62,22.94,14.19,17.62,3.42,07-Jul-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
07-Jul-2020 - 00:00,26.31,709.58,15.03,,0.0,73.55,30.22,29.11,277.23,1.07,-2.88,0.35,5.99,0.34,0.22,6.98,2.51,23.61,14.47,18.65,3.41,08-Jul-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
08-Jul-2020 - 00:00,26.21,709.52,11.73,,0.0,76.39,27.41,29.06,277.1,0.69,-2.88,0.35,3.31,0.37,0.2,6.85,2.46,23.26,14.25,17.81,3.84,09-Jul-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
09-Jul-2020 - 00:00,25.78,709.51,10.21,,0.08,78.83,24.86,29.07,287.84,0.68,-3.27,0.3,1.19,0.36,0.25,6.73,2.57,23.12,14.27,17.39,2.96,10-Jul-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
10-Jul-2020 - 00:00,24.42,709.51,11.53,,0.03,82.48,16.89,28.99,280.25,0.5,-2.84,0.31,1.39,0.33,0.21,6.69,2.6,23.76,14.6,17.69,3.44,11-Jul-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
11-Jul-2020 - 00:00,25.87,709.51,16.77,,0.0,77.56,29.23,29.14,237.49,0.59,-2.82,0.53,3.73,0.67,0.26,6.9,2.36,24.14,14.62,17.7,3.62,12-Jul-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
12-Jul-2020 - 00:00,26.17,709.52,19.29,,0.01,76.52,27.15,29.12,285.62,0.61,-2.85,0.44,3.95,0.36,0.15,6.9,2.49,23.49,14.39,18.15,3.29,13-Jul-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
13-Jul-2020 - 00:00,25.37,709.5,23.27,,0.47,81.96,19.31,29.05,237.74,0.43,-3.71,0.86,5.95,1.72,0.45,7.12,2.54,26.4,16.01,17.68,3.93,14-Jul-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
14-Jul-2020 - 00:00,25.0,709.52,17.96,,0.1,83.97,17.84,29.07,276.07,0.49,-3.53,0.68,5.53,1.08,0.24,7.14,2.56,23.96,14.74,17.29,3.72,15-Jul-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
15-Jul-2020 - 00:00,23.8,709.52,9.22,,0.97,90.96,12.74,29.11,261.03,0.46,-3.06,0.41,1.82,0.49,0.18,6.85,2.56,22.35,13.88,16.91,3.23,16-Jul-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
16-Jul-2020 - 00:00,24.57,709.52,9.0,,0.03,81.97,27.22,29.21,283.69,0.87,-2.84,0.21,0.9,0.28,0.22,6.68,2.49,23.0,14.16,17.76,3.25,17-Jul-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
17-Jul-2020 - 00:00,25.41,709.53,14.39,,0.0,78.19,26.2,29.36,286.4,0.69,-2.76,0.31,2.49,0.23,0.16,6.45,2.5,24.09,14.76,17.95,3.52,18-Jul-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
18-Jul-2020 - 00:00,26.6,710.06,19.54,,0.0,75.22,34.19,32.13,279.11,0.56,-2.66,0.5,10.32,0.52,0.21,8.22,2.59,24.74,15.19,17.19,3.51,19-Jul-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
19-Jul-2020 - 00:00,26.07,710.0,17.05,,0.05,80.24,24.51,30.65,250.81,0.46,-2.52,0.47,8.17,0.52,0.16,6.39,2.6,28.02,16.94,17.62,3.51,20-Jul-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
20-Jul-2020 - 00:00,26.5,710.01,18.53,,0.01,79.41,29.1,30.84,220.38,0.45,-2.58,0.63,4.68,0.5,0.22,7.69,2.49,28.8,17.26,17.81,2.88,21-Jul-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
21-Jul-2020 - 00:00,27.12,710.0,16.92,,0.0,72.42,35.76,30.71,246.84,0.57,-2.73,0.76,9.46,0.59,0.27,7.42,2.47,30.98,18.39,18.51,3.15,22-Jul-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
22-Jul-2020 - 00:00,26.98,710.0,23.6,,0.0,74.77,25.5,30.7,244.86,0.47,-2.74,0.82,11.85,0.58,0.33,7.43,2.64,32.13,19.17,19.73,3.72,23-Jul-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
23-Jul-2020 - 00:00,24.44,710.0,17.64,,0.51,87.41,12.53,30.77,214.2,0.37,-3.57,0.99,9.5,0.78,0.14,7.25,2.49,31.46,18.71,17.39,3.55,24-Jul-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
24-Jul-2020 - 00:00,25.23,710.01,30.25,,0.0,83.05,19.84,30.69,217.32,0.39,-2.58,1.34,19.81,0.89,0.29,7.4,2.51,32.43,19.23,18.42,3.94,25-Jul-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
25-Jul-2020 - 00:00,24.99,710.11,26.34,,0.12,85.57,24.51,30.68,266.18,0.37,-2.84,1.55,16.29,1.27,0.19,7.07,2.52,31.97,18.97,17.36,3.6,26-Jul-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
26-Jul-2020 - 00:00,26.35,710.78,15.19,,0.0,75.92,35.83,30.74,283.12,0.54,-2.72,0.73,9.13,0.73,0.14,6.51,2.58,30.8,18.41,17.37,3.07,27-Jul-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
27-Jul-2020 - 00:00,26.9,710.48,11.21,,0.0,72.98,34.71,30.7,243.94,0.59,-2.79,0.38,1.94,0.49,0.19,6.29,2.62,30.79,18.42,17.94,3.09,28-Jul-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
28-Jul-2020 - 00:00,26.21,710.54,14.01,,0.04,78.59,25.31,30.68,203.6,0.48,-2.54,0.64,4.06,0.74,0.21,6.7,2.42,31.5,18.64,18.33,3.2,29-Jul-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
29-Jul-2020 - 00:00,25.76,710.54,29.38,,0.09,82.6,27.83,30.3,210.34,0.43,-2.25,1.14,12.14,1.69,0.25,6.89,2.51,29.49,17.66,21.02,3.72,30-Jul-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
30-Jul-2020 - 00:00,26.8,710.07,28.83,,0.01,78.42,35.68,29.44,206.46,0.55,-2.48,1.19,17.82,1.83,0.25,6.06,2.39,26.01,15.71,20.95,3.68,31-Jul-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
31-Jul-2020 - 00:00,26.5,710.0,31.86,,0.1,81.03,26.04,28.65,160.64,0.56,-2.48,1.27,12.4,2.55,0.49,7.44,2.45,29.59,17.6,18.8,4.53,01-Aug-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
01-Aug-2020 - 00:00,25.79,710.06,38.86,,0.27,85.76,26.14,28.68,195.17,0.43,-2.47,1.81,22.94,4.7,0.23,10.09,2.47,29.21,17.4,19.1,4.16,02-Aug-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
