from date,AT,BP,PM2.5,PM10,RH,SR,WD,WS,Benzene,Toluene,NH3,NO2,NO,NOx,CO,Ozone,SO2,to date,station
21-Aug-2020 - 00:00,29.04,979.13,13.96,51.06,85.06,63.32,87.36,0.36,1.85,56.35,14.56,21.48,9.27,18.98,0.94,14.67,8.85,22-Aug-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
22-Aug-2020 - 00:00,29.62,978.53,6.29,34.26,80.33,62.69,70.74,0.41,0.77,28.27,15.67,12.64,3.5,9.54,1.03,19.64,7.08,23-Aug-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
23-Aug-2020 - 00:00,29.22,976.96,9.41,32.44,85.54,56.8,92.75,0.35,0.65,16.27,13.34,10.26,2.53,7.48,1.23,23.08,7.7,24-Aug-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
24-Aug-2020 - 00:00,28.9,977.45,7.95,35.79,86.14,70.51,150.64,0.46,0.97,26.56,13.55,16.75,5.74,13.5,0.82,14.92,8.31,25-Aug-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
25-Aug-2020 - 00:00,28.87,979.45,15.46,58.62,88.45,64.62,182.83,0.44,1.19,30.24,16.52,21.85,12.03,21.41,1.08,13.05,8.62,26-Aug-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
26-Aug-2020 - 00:00,29.96,980.63,14.24,55.88,81.68,79.41,260.06,0.26,1.23,26.45,15.84,24.1,19.29,28.55,1.07,15.06,7.97,27-Aug-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
27-Aug-2020 - 00:00,30.72,979.88,16.35,66.42,78.6,66.09,268.18,0.38,1.36,32.48,16.06,24.64,13.38,24.02,1.03,27.37,8.06,28-Aug-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
28-Aug-2020 - 00:00,27.81,978.06,30.54,83.58,93.49,24.41,180.88,0.3,2.26,57.02,15.01,30.92,25.45,37.15,1.29,13.52,9.36,29-Aug-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
29-Aug-2020 - 00:00,29.93,977.61,34.96,76.56,79.64,111.3,75.84,0.31,1.87,61.18,18.83,22.26,11.07,20.86,1.16,25.51,8.75,30-Aug-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
30-Aug-2020 - 00:00,28.38,977.41,13.81,39.98,84.39,43.9,102.96,0.35,0.88,21.8,16.21,11.12,2.73,8.06,0.67,22.56,9.11,31-Aug-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
31-Aug-2020 - 00:00,28.64,979.74,8.6,39.71,82.7,66.49,175.45,0.53,0.98,22.55,15.38,18.0,11.57,19.03,0.89,18.06,8.14,01-Sep-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
01-Sep-2020 - 00:00,29.55,981.15,12.38,54.66,77.8,110.66,197.62,0.61,0.98,20.55,26.31,19.77,14.7,22.55,1.07,18.71,8.34,02-Sep-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
02-Sep-2020 - 00:00,30.24,983.03,16.49,63.2,78.64,70.74,217.99,0.25,1.27,28.24,16.97,28.65,11.6,24.7,1.13,29.23,10.34,03-Sep-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
03-Sep-2020 - 00:00,30.71,983.67,32.91,88.16,77.26,77.44,125.09,0.37,1.5,73.45,26.06,20.76,5.09,15.19,0.81,30.87,7.68,04-Sep-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
04-Sep-2020 - 00:00,30.38,982.45,33.55,73.56,82.31,81.29,167.15,0.33,1.36,52.76,23.0,20.58,6.63,16.35,1.29,26.71,9.39,05-Sep-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
05-Sep-2020 - 00:00,29.77,980.57,27.42,73.12,82.1,71.76,209.91,0.36,1.25,28.63,19.0,24.43,19.99,29.3,0.8,32.02,9.74,06-Sep-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
06-Sep-2020 - 00:00,29.69,979.75,25.82,55.85,80.31,76.99,208.94,0.29,1.33,30.14,18.94,28.75,6.49,20.58,1.37,46.56,9.84,07-Sep-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
07-Sep-2020 - 00:00,29.56,980.26,46.29,99.65,82.07,38.01,183.8,0.29,2.28,49.26,21.21,38.42,18.25,35.32,1.31,30.07,12.0,08-Sep-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
08-Sep-2020 - 00:00,31.0,980.9,27.4,77.54,71.62,92.33,311.65,0.48,1.61,34.22,18.7,34.18,9.92,26.27,1.15,36.53,10.2,09-Sep-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
09-Sep-2020 - 00:00,31.57,980.73,50.38,117.48,72.12,77.09,329.52,0.53,2.07,42.83,21.32,37.51,13.28,30.78,1.32,33.59,8.83,10-Sep-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
10-Sep-2020 - 00:00,32.54,977.66,41.14,127.54,62.62,105.46,281.6,0.61,1.76,38.81,23.93,44.66,13.32,34.28,2.85,28.09,10.66,11-Sep-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
11-Sep-2020 - 00:00,32.19,978.81,52.33,150.65,62.7,65.37,142.91,0.38,2.14,57.87,25.82,41.29,24.29,41.77,1.71,48.01,15.19,12-Sep-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
12-Sep-2020 - 00:00,32.31,981.31,66.96,178.38,61.12,80.82,156.16,0.45,2.84,59.59,27.93,42.72,54.41,67.11,1.41,50.94,15.78,13-Sep-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
13-Sep-2020 - 00:00,32.16,981.24,64.69,157.54,66.79,75.58,117.06,0.46,2.09,45.3,26.71,32.29,27.02,39.26,1.06,57.38,15.37,14-Sep-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
14-Sep-2020 - 00:00,31.77,980.22,80.19,184.96,71.45,55.88,134.46,0.38,2.37,49.71,28.14,37.68,25.88,41.14,1.95,42.26,12.58,15-Sep-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
15-Sep-2020 - 00:00,32.26,979.71,60.17,147.46,65.82,69.48,266.4,0.44,2.57,50.66,23.26,38.72,16.25,33.85,1.73,44.04,6.16,16-Sep-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
16-Sep-2020 - 00:00,32.98,979.41,64.15,176.73,64.28,77.28,264.76,0.44,3.31,44.19,23.48,38.32,22.25,38.53,1.17,33.33,7.63,17-Sep-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
17-Sep-2020 - 00:00,33.29,978.92,39.71,122.33,60.28,73.98,318.34,0.65,2.93,26.84,19.88,29.98,7.35,21.94,0.86,27.92,7.61,18-Sep-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
18-Sep-2020 - 00:00,33.56,978.07,35.21,121.19,59.6,78.93,290.65,0.48,2.79,23.54,18.26,27.1,5.87,19.2,0.66,26.99,6.15,19-Sep-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
19-Sep-2020 - 00:00,32.91,978.34,52.27,136.6,62.78,75.83,241.15,0.45,3.12,23.3,18.91,27.63,5.68,19.31,1.18,42.85,7.94,20-Sep-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
20-Sep-2020 - 00:00,32.35,977.73,68.38,159.92,63.79,78.74,243.25,0.55,3.24,31.26,20.5,27.08,15.96,27.4,0.8,43.03,10.04,21-Sep-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
21-Sep-2020 - 00:00,32.62,976.7,56.35,146.79,61.41,62.82,211.02,0.4,3.25,46.68,17.74,40.05,4.81,25.23,1.46,49.2,13.14,22-Sep-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
22-Sep-2020 - 00:00,31.88,977.21,35.9,107.1,66.76,39.19,131.4,0.3,2.33,77.21,19.99,29.08,8.33,22.29,1.07,26.72,11.4,23-Sep-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
23-Sep-2020 - 00:00,31.43,977.38,20.27,75.04,67.49,60.45,130.7,0.28,1.55,56.67,18.48,21.26,5.93,16.14,0.44,27.41,14.0,24-Sep-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
24-Sep-2020 - 00:00,30.37,979.58,37.52,105.42,71.18,62.17,148.49,0.27,1.76,56.5,16.98,24.82,8.39,20.06,1.53,47.34,14.48,25-Sep-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
25-Sep-2020 - 00:00,30.71,976.39,47.4,162.12,62.47,70.73,225.77,0.41,2.67,45.83,17.63,40.7,32.01,47.74,1.39,34.76,15.07,26-Sep-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
26-Sep-2020 - 00:00,29.72,978.95,56.58,207.59,60.07,40.33,247.45,0.41,3.31,63.22,20.87,44.09,48.32,62.85,1.46,16.71,12.99,27-Sep-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
27-Sep-2020 - 00:00,29.99,981.62,30.44,125.31,53.11,88.57,304.26,0.4,1.8,37.16,16.51,29.25,33.04,43.72,0.57,29.51,15.19,28-Sep-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
28-Sep-2020 - 00:00,31.77,982.71,53.25,197.28,46.25,97.46,307.85,0.55,3.07,50.24,17.71,37.94,33.41,48.78,2.17,19.42,12.17,29-Sep-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
29-Sep-2020 - 00:00,30.43,982.29,56.75,204.48,55.66,77.38,315.05,0.57,2.12,37.28,18.48,42.67,3.81,25.8,1.21,38.38,14.94,30-Sep-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
30-Sep-2020 - 00:00,30.03,981.24,48.79,185.25,51.44,78.74,314.11,0.56,2.2,37.84,16.81,45.33,12.34,34.13,1.19,33.04,14.23,01-Oct-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
01-Oct-2020 - 00:00,30.29,980.69,50.65,193.46,49.6,78.27,278.56,0.48,3.87,49.04,17.78,50.12,36.06,55.99,1.86,30.76,13.44,02-Oct-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
02-Oct-2020 - 00:00,29.9,981.32,63.21,188.62,51.27,80.15,284.47,0.37,2.57,34.53,19.31,45.11,17.61,38.35,1.38,37.01,15.61,03-Oct-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
03-Oct-2020 - 00:00,29.26,982.38,69.6,189.33,51.8,75.6,239.66,0.42,3.32,49.25,18.24,52.55,31.91,53.98,1.76,35.92,16.59,04-Oct-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
04-Oct-2020 - 00:00,28.76,983.22,66.58,192.58,47.16,74.75,294.94,0.43,2.72,50.23,17.61,53.38,25.27,48.98,1.76,41.42,16.93,05-Oct-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
05-Oct-2020 - 00:00,28.95,982.78,59.79,205.56,44.44,76.52,312.77,0.59,2.9,46.5,16.81,51.24,30.28,51.92,1.51,35.52,15.19,06-Oct-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
06-Oct-2020 - 00:00,28.64,983.24,67.56,223.65,46.14,77.17,304.14,0.49,3.93,58.06,18.74,56.41,58.82,77.92,1.64,32.08,17.34,07-Oct-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
07-Oct-2020 - 00:00,28.97,985.05,87.02,235.65,45.74,73.46,310.19,0.43,4.01,65.65,20.46,61.16,70.19,89.36,2.09,31.89,18.06,08-Oct-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
08-Oct-2020 - 00:00,29.09,985.39,79.77,226.77,47.53,73.05,297.4,0.41,3.49,58.65,20.21,61.65,55.22,77.86,1.28,34.29,17.78,09-Oct-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
09-Oct-2020 - 00:00,28.74,985.55,82.71,228.15,47.27,65.57,284.17,0.33,3.85,66.8,22.02,61.51,48.44,72.17,2.11,18.87,18.62,10-Oct-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
10-Oct-2020 - 00:00,28.84,984.32,86.4,229.06,49.37,65.59,304.53,0.35,3.56,54.4,26.03,57.42,33.07,57.5,1.56,47.67,17.54,11-Oct-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
11-Oct-2020 - 00:00,28.63,982.39,88.35,226.98,49.9,62.61,312.86,0.4,3.26,49.99,,51.41,31.62,53.11,1.91,47.68,18.81,12-Oct-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
12-Oct-2020 - 00:00,28.61,980.96,121.52,301.94,48.27,56.01,210.48,0.35,4.95,75.02,28.24,72.29,107.82,126.44,2.68,43.27,21.12,13-Oct-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
13-Oct-2020 - 00:00,28.64,981.81,132.96,312.56,58.9,49.01,126.62,0.31,5.0,91.1,5.46,55.13,64.91,82.25,2.31,44.06,16.62,14-Oct-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
14-Oct-2020 - 00:00,29.23,983.33,121.96,279.65,56.29,46.63,235.94,0.3,5.16,83.99,21.15,60.16,60.82,81.63,2.35,53.22,22.49,15-Oct-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
15-Oct-2020 - 00:00,29.07,983.91,145.38,299.35,37.97,63.28,261.1,0.38,5.13,96.21,37.22,59.61,58.86,79.64,2.21,43.09,21.74,16-Oct-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
16-Oct-2020 - 00:00,27.51,983.68,103.54,253.52,34.28,66.53,293.18,0.31,4.21,75.01,28.12,61.95,95.43,110.77,2.28,31.85,21.14,17-Oct-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
17-Oct-2020 - 00:00,26.99,984.44,126.94,317.38,41.54,57.21,295.79,0.3,6.57,101.66,31.8,77.25,111.27,131.71,2.64,35.01,19.09,18-Oct-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
18-Oct-2020 - 00:00,27.15,984.39,100.96,248.29,36.78,66.4,301.76,0.34,4.19,63.13,28.25,56.78,46.51,68.06,1.96,38.83,18.05,19-Oct-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
19-Oct-2020 - 00:00,27.14,984.04,104.56,266.42,32.88,72.08,314.47,0.46,3.7,58.09,26.55,61.61,37.67,63.48,1.76,41.51,17.49,20-Oct-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
20-Oct-2020 - 00:00,26.33,983.77,95.44,255.57,31.7,74.29,278.54,0.4,4.01,67.11,24.2,69.67,87.03,107.91,2.18,34.65,19.91,21-Oct-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
21-Oct-2020 - 00:00,26.45,984.8,116.11,326.96,34.27,79.47,203.19,0.34,5.56,93.13,31.41,69.03,163.86,172.64,2.68,31.46,18.71,22-Oct-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
22-Oct-2020 - 00:00,26.64,983.51,146.39,340.98,35.13,66.28,232.55,0.31,5.96,89.99,36.67,95.68,124.47,152.32,2.6,36.76,26.2,23-Oct-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
23-Oct-2020 - 00:00,25.8,983.25,205.79,399.03,39.23,69.75,232.67,0.37,6.0,99.48,37.59,95.63,152.66,176.51,2.9,45.78,26.48,24-Oct-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
24-Oct-2020 - 00:00,24.9,984.34,176.36,403.4,44.4,71.26,302.83,0.34,6.47,104.53,36.66,86.91,189.85,203.22,3.57,12.4,21.91,25-Oct-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
25-Oct-2020 - 00:00,24.9,986.73,196.77,401.23,46.92,62.8,245.7,0.29,6.53,112.46,39.8,89.06,180.49,200.54,3.35,49.83,26.88,26-Oct-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
26-Oct-2020 - 00:00,25.36,988.03,176.77,399.08,42.45,58.06,289.14,0.33,6.11,86.31,41.43,94.16,134.74,160.34,3.04,9.23,26.63,27-Oct-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
27-Oct-2020 - 00:00,23.77,988.01,164.35,339.22,39.51,63.46,308.54,0.33,4.41,61.09,36.66,73.59,64.69,91.86,2.17,24.41,21.83,28-Oct-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
28-Oct-2020 - 00:00,23.16,988.58,180.04,388.27,40.95,59.55,261.19,0.3,5.96,85.83,37.18,93.94,132.65,157.99,3.12,33.93,25.51,29-Oct-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
29-Oct-2020 - 00:00,23.18,989.46,223.44,460.17,48.0,54.94,232.58,0.3,7.42,118.39,43.17,108.12,205.1,229.54,3.71,35.68,24.92,30-Oct-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
30-Oct-2020 - 00:00,23.69,989.09,209.52,403.29,41.95,59.48,303.35,0.35,5.45,84.4,41.04,84.74,105.92,131.34,2.44,29.38,22.91,31-Oct-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
31-Oct-2020 - 00:00,23.21,989.01,265.6,452.62,41.51,61.17,304.01,0.37,4.13,52.04,39.65,71.39,38.79,69.58,2.22,29.28,21.35,01-Nov-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
01-Nov-2020 - 00:00,22.74,989.66,252.71,419.98,33.48,61.18,305.45,0.35,3.74,48.16,35.55,66.54,43.49,70.79,2.14,30.18,23.43,02-Nov-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
02-Nov-2020 - 00:00,21.88,990.34,151.38,348.54,33.34,56.47,269.53,0.3,4.28,58.25,25.55,80.49,113.67,134.74,2.7,24.44,22.01,03-Nov-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
03-Nov-2020 - 00:00,22.01,989.73,121.25,317.44,34.21,60.87,278.96,0.31,4.7,74.54,19.5,83.6,159.48,174.21,2.72,25.59,20.78,04-Nov-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
04-Nov-2020 - 00:00,21.5,988.49,308.12,535.5,43.18,40.39,268.51,0.28,5.5,71.47,27.08,95.69,91.81,125.86,3.07,16.88,23.31,05-Nov-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
05-Nov-2020 - 00:00,22.55,989.74,262.65,467.25,39.85,55.93,302.54,0.3,4.82,62.41,25.35,91.06,98.1,128.34,3.01,26.63,23.97,06-Nov-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
06-Nov-2020 - 00:00,22.46,992.46,251.88,466.75,40.22,49.85,255.57,0.3,5.58,78.95,25.64,92.81,126.16,152.21,3.02,13.41,19.25,07-Nov-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
07-Nov-2020 - 00:00,22.16,993.3,325.0,543.81,42.2,51.57,249.25,0.34,5.66,69.92,28.4,88.85,99.23,128.15,3.11,15.82,20.8,08-Nov-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
08-Nov-2020 - 00:00,20.9,993.86,357.69,580.62,49.03,41.43,281.55,0.29,5.71,77.48,30.81,101.04,135.66,164.41,3.54,13.86,23.99,09-Nov-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
09-Nov-2020 - 00:00,20.52,992.33,547.56,740.19,57.49,39.79,278.76,0.29,6.29,75.78,35.2,112.06,103.26,143.73,3.81,21.27,20.32,10-Nov-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
10-Nov-2020 - 00:00,21.03,991.31,502.89,439.16,59.42,42.63,198.62,0.28,6.64,108.22,37.12,90.27,158.52,183.1,4.05,28.18,18.34,11-Nov-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
11-Nov-2020 - 00:00,21.18,993.13,166.44,365.12,59.24,48.98,153.82,0.28,5.54,103.47,33.1,75.83,200.79,212.46,3.33,26.29,24.02,12-Nov-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
12-Nov-2020 - 00:00,21.54,994.28,183.27,420.5,58.83,45.72,185.46,0.27,6.56,97.64,36.18,92.6,213.64,250.21,4.38,25.15,30.01,13-Nov-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
13-Nov-2020 - 00:00,21.64,992.85,182.07,382.12,55.14,51.46,272.92,0.29,5.64,78.67,33.29,101.21,163.29,188.23,4.13,23.72,21.45,14-Nov-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
14-Nov-2020 - 00:00,20.29,990.67,395.8,602.8,58.61,33.88,160.14,0.29,6.01,61.69,35.85,90.96,80.25,113.8,3.74,33.68,20.61,15-Nov-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
15-Nov-2020 - 00:00,20.79,990.16,306.87,376.47,61.41,39.36,157.06,0.3,3.83,26.21,39.0,53.41,7.24,34.31,2.15,42.19,18.99,16-Nov-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
16-Nov-2020 - 00:00,20.49,991.81,85.5,160.44,78.74,33.12,171.75,0.27,1.84,18.56,30.26,37.74,15.09,32.34,1.76,26.79,12.63,17-Nov-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
17-Nov-2020 - 00:00,20.63,990.11,83.5,168.71,65.8,50.21,312.5,0.36,2.59,36.46,26.86,54.42,32.46,55.4,2.3,18.44,13.26,18-Nov-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
18-Nov-2020 - 00:00,19.56,989.08,112.65,206.6,56.59,44.63,308.56,0.31,2.49,35.57,24.38,66.65,33.65,62.89,2.21,25.79,12.82,19-Nov-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
19-Nov-2020 - 00:00,18.83,989.5,137.77,252.52,50.42,39.69,293.06,0.3,3.25,48.63,24.2,83.42,67.86,99.69,2.65,24.81,18.3,20-Nov-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
20-Nov-2020 - 00:00,18.6,990.95,165.15,288.44,46.9,53.47,315.71,0.39,3.0,42.55,24.73,75.92,51.1,82.07,2.5,24.29,16.49,21-Nov-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
21-Nov-2020 - 00:00,17.74,991.38,127.9,236.23,43.64,52.42,313.94,0.41,2.34,28.52,21.93,62.75,27.34,55.65,2.0,22.42,14.92,22-Nov-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
22-Nov-2020 - 00:00,17.03,992.02,145.54,273.15,42.29,50.47,288.54,0.35,3.09,37.64,21.69,64.03,73.77,94.21,2.49,24.64,17.32,23-Nov-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
23-Nov-2020 - 00:00,17.09,992.32,200.98,382.29,46.91,39.86,243.91,0.28,4.74,72.16,26.68,96.71,148.76,172.21,3.89,28.98,19.81,24-Nov-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
24-Nov-2020 - 00:00,17.21,991.92,275.33,497.46,53.7,37.62,134.18,0.29,6.56,89.7,32.46,101.14,155.82,202.26,3.49,32.29,23.6,25-Nov-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
25-Nov-2020 - 00:00,18.27,992.24,291.58,490.9,56.15,25.9,78.8,0.27,5.28,67.49,35.98,80.05,89.93,115.89,2.6,29.32,20.95,26-Nov-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
26-Nov-2020 - 00:00,19.46,994.28,110.31,205.33,59.73,42.76,260.19,0.31,3.35,42.43,29.07,53.76,35.6,57.6,1.94,24.5,19.89,27-Nov-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
27-Nov-2020 - 00:00,19.01,995.88,77.77,169.38,55.5,50.09,315.92,0.32,2.33,37.06,25.69,58.11,35.92,60.17,1.73,14.99,15.94,28-Nov-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
28-Nov-2020 - 00:00,18.39,994.77,119.17,236.52,51.37,48.47,294.88,0.3,2.68,34.42,24.97,64.92,46.25,72.26,2.15,20.71,15.85,29-Nov-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
29-Nov-2020 - 00:00,17.8,993.5,131.25,257.88,47.04,46.96,277.83,0.29,2.89,38.4,23.95,74.03,71.57,97.76,2.68,25.17,15.26,30-Nov-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
30-Nov-2020 - 00:00,18.0,992.57,175.69,332.23,51.9,43.87,281.22,0.3,4.17,52.16,27.48,86.18,108.61,134.36,3.49,23.5,15.74,01-Dec-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
01-Dec-2020 - 00:00,16.0,992.1,285.0,525.0,62.6,4.1,312.3,0.3,7.05,105.45,31.9,105.1,171.55,195.85,5.35,4.2,26.2,02-Dec-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
