from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Eth-Benzene,Toluene,Xylene,MP-Xylene,RH,WS,WD,SR,RF,to date,station
17-Nov-2020 - 00:00,38.03,73.98,25.02,1.45,13.39,54.62,7.52,0.53,18.18,5.05,2.38,1.03,3.49,5.76,81.39,1.8,312.16,376.64,0.0,18-Nov-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
18-Nov-2020 - 00:00,59.61,159.21,29.1,1.38,15.73,54.78,9.28,0.78,20.94,6.46,2.64,0.96,3.51,6.15,66.32,1.39,269.41,459.96,0.0,19-Nov-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
19-Nov-2020 - 00:00,75.58,185.56,33.73,0.6,17.84,62.85,6.15,0.94,20.53,9.29,4.69,1.39,5.32,9.96,52.94,1.28,259.59,353.03,0.0,20-Nov-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
20-Nov-2020 - 00:00,61.97,149.38,26.03,0.57,13.78,54.64,7.61,0.67,21.1,6.58,3.16,1.04,3.92,6.5,54.66,2.53,303.58,400.89,0.0,21-Nov-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
21-Nov-2020 - 00:00,48.9,102.75,22.91,0.43,11.25,45.07,6.69,0.5,12.66,4.68,1.35,0.77,2.13,3.39,49.24,2.63,300.23,343.2,0.0,22-Nov-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
22-Nov-2020 - 00:00,57.34,112.45,22.07,0.45,11.55,40.2,8.27,0.61,2.71,5.65,1.75,0.94,2.33,3.82,39.18,1.84,289.9,323.07,0.0,23-Nov-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
23-Nov-2020 - 00:00,94.21,161.91,33.97,0.71,17.88,51.98,6.69,1.21,2.54,11.56,4.02,1.48,4.11,7.96,45.61,1.06,162.14,237.0,0.0,24-Nov-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
24-Nov-2020 - 00:00,113.57,190.71,42.12,0.92,21.9,62.66,7.23,1.08,12.93,13.67,4.98,1.65,5.09,10.19,65.97,0.95,132.83,174.58,0.0,25-Nov-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
25-Nov-2020 - 00:00,115.12,187.96,36.02,0.5,18.8,68.04,4.98,1.27,15.99,14.79,3.82,1.26,4.13,7.81,85.33,1.73,67.07,79.14,0.0,26-Nov-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
26-Nov-2020 - 00:00,35.78,61.02,25.27,0.44,13.23,62.16,5.01,0.59,16.79,5.4,2.17,1.0,2.91,5.0,79.85,2.26,271.9,190.24,0.0,27-Nov-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
27-Nov-2020 - 00:00,43.41,77.43,24.43,0.44,12.88,55.09,5.11,0.62,16.45,5.33,2.04,0.92,2.72,4.48,68.65,2.46,301.36,388.11,0.0,28-Nov-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
28-Nov-2020 - 00:00,52.59,101.46,27.97,0.59,14.81,50.3,7.34,0.84,18.56,7.07,2.49,1.0,3.47,5.84,59.65,2.31,270.47,380.43,0.0,29-Nov-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
29-Nov-2020 - 00:00,105.66,186.42,30.98,0.55,16.29,49.78,7.62,1.36,19.87,12.91,3.86,1.63,4.57,8.54,50.45,1.22,267.68,373.93,0.0,30-Nov-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
30-Nov-2020 - 00:00,120.52,198.31,34.66,0.56,18.26,52.05,9.51,1.45,20.18,14.22,5.01,1.65,5.44,10.69,56.89,1.12,289.13,353.16,0.0,01-Dec-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
01-Dec-2020 - 00:00,129.5,171.3,34.64,0.5,17.92,47.68,6.88,1.5,22.7,14.12,5.9,2.12,6.17,12.46,62.24,0.97,269.7,,0.0,02-Dec-2020 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
