from date,NO2,NH3,NO,NOx,CO,Ozone,SO2,Benzene,Eth-Benzene,Toluene,PM2.5,PM10,AT,SR,RH,RF,WD,WS,Temp,to date,station
09-Nov-2020 - 00:00,22.28,20.52,2.0,13.46,0.67,110.77,25.97,3.03,14.72,41.47,92.12,186.66,19.26,151.74,31.42,0.0,90.47,2.29,29.77,10-Nov-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
10-Nov-2020 - 00:00,20.7,24.41,1.77,12.45,0.6,97.64,18.94,2.32,16.58,42.55,85.9,184.9,18.57,148.96,30.54,0.0,70.19,2.64,29.76,11-Nov-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
11-Nov-2020 - 00:00,29.75,28.86,2.02,17.45,0.88,83.92,28.26,4.47,31.11,54.57,152.15,268.94,16.88,139.24,34.77,0.0,73.64,2.5,29.51,12-Nov-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
12-Nov-2020 - 00:00,25.83,30.53,1.97,15.34,0.66,64.55,22.83,4.04,28.09,46.64,120.38,215.11,17.29,156.58,43.56,0.0,88.5,2.87,29.72,13-Nov-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
13-Nov-2020 - 00:00,23.37,32.98,2.03,14.08,0.58,50.74,19.65,3.74,12.97,46.55,74.26,125.99,19.86,156.03,53.01,0.0,112.08,3.0,30.2,14-Nov-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
14-Nov-2020 - 00:00,12.98,29.94,1.64,8.23,0.44,47.8,12.49,2.38,5.67,27.21,58.47,85.17,20.81,134.0,56.43,0.0,109.89,2.84,30.44,15-Nov-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
15-Nov-2020 - 00:00,10.2,17.42,1.43,6.59,0.34,46.98,10.91,1.42,4.21,14.37,36.77,60.74,22.9,150.94,48.46,0.0,159.93,3.27,30.21,16-Nov-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
16-Nov-2020 - 00:00,11.32,21.77,1.6,7.33,0.41,60.39,15.33,2.56,16.15,19.52,53.71,90.3,22.85,126.96,52.68,0.0,133.16,1.92,30.24,17-Nov-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
17-Nov-2020 - 00:00,17.75,28.3,2.16,11.19,0.41,46.34,11.19,1.94,13.21,26.96,54.25,87.5,21.84,134.57,57.76,0.0,141.18,2.69,30.15,18-Nov-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
18-Nov-2020 - 00:00,19.78,28.67,1.81,11.98,0.52,39.9,14.76,2.48,16.73,27.22,62.4,102.32,21.27,140.18,63.48,0.0,179.2,3.34,30.83,19-Nov-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
19-Nov-2020 - 00:00,16.44,19.22,1.8,10.21,0.35,50.56,18.82,1.57,9.79,16.35,52.11,102.42,20.17,125.05,51.77,0.0,276.64,2.41,30.24,20-Nov-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
20-Nov-2020 - 00:00,13.63,31.01,1.92,8.81,0.42,64.33,10.52,2.85,2.05,24.11,96.35,126.16,14.86,134.58,67.19,0.0,94.83,3.94,29.92,21-Nov-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
21-Nov-2020 - 00:00,19.95,28.11,2.36,12.53,0.47,85.11,18.37,2.72,7.4,32.54,92.06,137.03,13.0,141.64,51.04,0.0,69.18,3.96,29.82,22-Nov-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
22-Nov-2020 - 00:00,25.53,25.54,3.01,16.03,0.45,78.97,21.04,2.75,8.34,31.01,78.0,130.07,13.69,148.22,47.76,0.0,106.32,3.11,30.01,23-Nov-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
23-Nov-2020 - 00:00,24.13,21.75,2.96,15.25,0.48,77.62,27.08,2.4,8.72,19.4,59.26,116.99,16.84,148.34,45.42,0.0,155.92,3.15,30.08,24-Nov-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
24-Nov-2020 - 00:00,22.57,20.13,3.0,14.45,0.6,75.63,31.53,2.12,18.14,28.46,59.33,108.2,18.98,146.06,46.01,0.0,161.24,2.82,29.85,25-Nov-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
25-Nov-2020 - 00:00,21.06,17.08,2.91,13.57,0.65,79.93,36.44,1.8,19.44,30.26,58.95,105.53,17.94,135.99,49.51,0.0,117.46,3.1,29.73,26-Nov-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
26-Nov-2020 - 00:00,17.39,15.98,2.14,11.0,0.62,85.06,26.88,2.34,17.84,32.06,66.54,112.97,16.58,120.1,47.16,0.0,82.8,3.69,29.73,27-Nov-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
27-Nov-2020 - 00:00,19.69,25.0,2.17,12.23,0.84,79.33,20.68,3.4,3.14,38.21,98.6,140.56,14.24,142.49,53.69,0.0,50.64,5.18,29.81,28-Nov-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
28-Nov-2020 - 00:00,20.22,23.46,3.07,13.27,0.68,65.61,18.09,3.0,3.83,41.59,61.97,101.65,18.12,143.3,57.22,0.0,54.64,4.44,29.8,29-Nov-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
29-Nov-2020 - 00:00,23.88,22.74,3.23,15.32,0.71,74.3,18.66,2.58,14.06,44.19,50.07,92.5,22.3,139.3,51.6,0.0,64.49,3.27,29.8,30-Nov-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
30-Nov-2020 - 00:00,22.33,22.55,3.16,14.44,0.76,80.61,20.54,2.65,20.21,33.21,51.9,104.12,24.57,126.93,53.66,0.0,106.84,3.18,30.06,01-Dec-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
01-Dec-2020 - 00:00,90.05,33.05,3.4,50.65,1.33,12.45,24.4,6.2,53.2,61.4,100.0,188.0,20.5,10.0,66.5,0.0,88.5,2.45,28.45,02-Dec-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
