from date,PM2.5,PM10,NOx,NO2,NO,NH3,SO2,CO,Ozone,Benzene,Toluene,RH,BP,AT,WS,WD,to date,station
31-Oct-2020 - 00:00,266.96,377.78,31.61,8.65,33.22,3.92,32.08,1.38,77.1,1.36,5.11,,,,,,01-Nov-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
01-Nov-2020 - 00:00,369.58,480.4,31.95,8.92,33.47,3.98,40.87,1.59,66.45,1.4,5.18,,,,,,02-Nov-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
02-Nov-2020 - 00:00,210.93,405.41,53.57,11.14,58.61,3.67,36.41,1.33,84.62,1.58,5.87,,,,,,03-Nov-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
03-Nov-2020 - 00:00,180.94,328.1,219.28,32.31,193.34,3.99,29.76,1.32,48.62,1.78,7.93,,,,,,04-Nov-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
04-Nov-2020 - 00:00,281.05,416.38,226.58,30.0,259.22,3.63,37.59,1.56,52.53,1.84,7.51,,,,,,05-Nov-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
05-Nov-2020 - 00:00,123.11,359.4,37.94,10.7,44.44,4.19,37.3,2.38,79.87,1.31,5.35,,,,,,06-Nov-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
06-Nov-2020 - 00:00,150.39,332.15,97.29,13.73,110.75,3.95,32.6,2.33,83.01,1.45,6.05,70.37,742.48,0.88,0.7,156.96,07-Nov-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
07-Nov-2020 - 00:00,237.15,387.82,78.93,14.5,87.66,3.49,35.21,2.2,65.05,1.61,6.29,74.74,743.0,0.47,0.69,158.68,08-Nov-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
08-Nov-2020 - 00:00,328.72,507.97,142.97,18.47,162.95,4.08,36.39,2.49,51.34,1.87,7.67,76.74,743.0,0.24,0.5,172.61,09-Nov-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
09-Nov-2020 - 00:00,224.54,352.7,107.94,15.05,122.96,3.79,32.97,1.9,61.07,1.73,6.62,79.33,742.81,0.1,0.52,197.81,10-Nov-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
10-Nov-2020 - 00:00,184.8,248.5,187.46,23.09,215.47,3.53,25.44,1.5,53.92,1.66,6.91,80.03,742.41,0.24,0.47,240.13,11-Nov-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
11-Nov-2020 - 00:00,95.91,150.93,65.92,12.15,47.7,3.92,23.17,1.12,70.85,1.19,4.66,75.93,743.0,0.15,0.5,254.64,12-Nov-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
12-Nov-2020 - 00:00,194.26,275.2,178.6,21.19,205.95,4.04,26.54,2.03,37.99,1.54,5.97,79.35,743.0,0.2,0.44,196.78,13-Nov-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
13-Nov-2020 - 00:00,269.15,328.99,132.83,28.66,97.51,4.32,27.27,1.91,51.93,1.76,7.12,78.47,742.93,,0.53,146.44,14-Nov-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
14-Nov-2020 - 00:00,273.56,445.96,64.09,11.35,71.49,3.6,36.18,2.05,73.19,1.59,6.14,77.42,742.33,17.89,0.54,181.08,15-Nov-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
15-Nov-2020 - 00:00,251.73,398.38,77.42,12.69,86.93,3.78,29.32,0.87,83.18,1.41,5.21,80.8,742.32,18.0,0.65,279.82,16-Nov-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
16-Nov-2020 - 00:00,93.56,115.4,122.37,14.74,140.87,3.67,23.95,1.17,55.24,0.94,4.5,80.79,742.96,18.0,0.56,234.83,17-Nov-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
17-Nov-2020 - 00:00,81.52,114.29,134.82,16.14,155.26,4.03,23.76,1.1,47.88,1.04,5.79,80.47,742.3,18.0,0.72,177.58,18-Nov-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
18-Nov-2020 - 00:00,134.56,180.87,67.09,11.3,75.15,3.73,25.49,1.39,67.43,1.05,4.86,79.31,742.04,18.0,0.68,171.92,19-Nov-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
19-Nov-2020 - 00:00,177.02,217.6,46.79,16.38,57.58,7.33,25.08,1.98,98.86,1.1,4.16,77.13,742.06,18.0,0.68,188.31,20-Nov-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
20-Nov-2020 - 00:00,192.31,242.42,21.51,7.88,21.35,3.8,24.43,1.33,86.16,1.11,4.21,77.84,742.19,18.0,0.89,168.49,21-Nov-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
21-Nov-2020 - 00:00,100.94,181.49,15.29,7.36,14.01,3.6,26.81,1.02,70.1,0.96,3.75,74.43,742.2,18.0,1.18,165.12,22-Nov-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
22-Nov-2020 - 00:00,146.26,186.58,19.06,7.95,18.22,3.66,26.97,1.09,74.64,1.06,3.98,75.77,742.5,18.0,0.92,162.97,23-Nov-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
23-Nov-2020 - 00:00,124.08,160.39,34.53,9.69,36.13,3.34,29.74,0.74,111.77,1.2,4.95,71.5,742.94,18.0,0.43,148.69,24-Nov-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
24-Nov-2020 - 00:00,,396.23,35.14,9.0,37.58,3.39,29.61,1.99,84.17,1.44,6.52,76.46,742.68,18.0,0.44,232.42,25-Nov-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
25-Nov-2020 - 00:00,291.17,340.11,90.69,13.71,106.64,3.92,23.45,1.43,33.65,1.58,6.02,83.74,742.76,18.0,0.52,272.33,26-Nov-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
26-Nov-2020 - 00:00,120.41,162.22,102.77,14.5,116.91,3.85,23.29,1.01,37.94,1.16,5.42,81.4,743.0,18.0,0.67,195.61,27-Nov-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
27-Nov-2020 - 00:00,88.09,130.91,64.16,11.39,71.54,3.85,24.33,1.12,40.72,1.03,5.01,78.72,743.0,18.0,0.91,169.11,28-Nov-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
28-Nov-2020 - 00:00,168.85,247.35,52.88,10.07,58.45,3.79,29.42,1.52,59.93,1.19,5.47,74.7,743.0,18.0,0.77,144.8,29-Nov-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
29-Nov-2020 - 00:00,239.51,318.61,129.97,16.35,123.34,3.9,29.47,2.08,58.36,1.46,7.39,76.11,743.0,18.0,0.55,143.52,30-Nov-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
30-Nov-2020 - 00:00,223.49,320.65,205.99,21.91,231.68,3.82,29.44,1.94,54.53,1.73,7.61,59.07,742.75,18.0,0.51,147.29,01-Dec-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
01-Dec-2020 - 00:00,279.0,385.0,249.95,25.05,291.1,3.0,23.8,2.08,4.83,1.9,8.4,61.0,743.0,18.0,0.55,190.0,02-Dec-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
