from date,NO2,NOx,NO,NH3,SO2,CO,Ozone,PM10,PM2.5,Benzene,Eth-Benzene,Toluene,MP-Xylene,Xylene,RH,WS,WD,SR,RF,to date,station
11-Aug-2020 - 00:00,10.94,28.55,17.61,51.54,5.12,0.73,8.44,55.07,28.64,1.56,1.57,12.32,2.17,1.02,88.75,1.15,163.99,271.35,0.0,12-Aug-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
12-Aug-2020 - 00:00,11.2,31.32,20.17,54.21,4.93,0.6,9.99,58.56,20.14,1.3,2.39,16.12,2.68,1.26,82.72,1.67,235.12,272.94,0.0,13-Aug-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
13-Aug-2020 - 00:00,7.92,31.04,23.06,75.98,4.64,0.53,17.31,62.82,12.12,1.72,3.66,20.75,4.12,2.18,96.86,1.33,169.08,75.78,0.0,14-Aug-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
14-Aug-2020 - 00:00,7.82,29.1,21.67,93.6,5.02,0.63,13.32,45.07,10.64,2.23,12.19,63.73,9.83,5.08,94.31,1.77,105.6,208.8,0.0,15-Aug-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
15-Aug-2020 - 00:00,9.04,26.32,17.45,72.64,4.92,0.65,13.96,50.85,16.08,1.91,10.51,57.07,8.41,4.44,91.96,1.86,98.6,266.8,0.0,16-Aug-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
16-Aug-2020 - 00:00,8.77,25.89,17.32,71.03,5.19,0.67,12.56,47.21,12.85,1.4,8.87,52.71,6.95,3.7,87.87,1.82,109.42,422.15,0.0,17-Aug-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
17-Aug-2020 - 00:00,9.17,22.29,13.17,48.59,5.46,0.58,13.37,56.8,16.89,1.88,3.97,27.73,3.63,2.52,79.91,1.81,100.66,388.46,0.0,18-Aug-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
18-Aug-2020 - 00:00,9.68,29.6,20.09,87.85,4.27,0.56,9.4,58.84,15.44,2.37,10.4,58.6,7.96,4.41,86.79,1.44,169.27,312.83,0.0,19-Aug-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
19-Aug-2020 - 00:00,10.02,34.03,24.27,107.04,4.69,0.52,6.8,45.15,9.26,1.95,12.0,66.49,9.11,4.98,97.61,1.22,122.35,79.05,0.0,20-Aug-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
20-Aug-2020 - 00:00,9.77,50.76,41.73,196.13,8.99,0.42,9.91,36.28,9.3,2.24,11.86,69.24,9.35,5.34,97.8,1.4,103.32,101.09,0.0,21-Aug-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
21-Aug-2020 - 00:00,9.33,32.45,23.43,100.03,5.04,0.42,6.97,58.77,12.76,2.16,11.3,57.53,8.68,4.71,86.07,1.89,63.31,417.86,0.0,22-Aug-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
22-Aug-2020 - 00:00,10.24,26.58,16.37,69.29,5.08,0.41,8.51,64.36,10.89,2.06,12.83,61.75,8.9,4.91,86.4,2.59,60.89,312.23,0.0,23-Aug-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
23-Aug-2020 - 00:00,10.38,25.66,15.27,64.3,5.4,0.38,9.56,47.17,11.88,1.69,11.26,52.88,7.53,4.19,87.47,2.82,74.48,314.18,0.0,24-Aug-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
24-Aug-2020 - 00:00,9.76,24.16,14.43,58.56,5.24,0.36,8.49,35.62,7.61,1.46,8.73,45.27,6.24,3.51,90.17,2.83,104.76,336.8,0.0,25-Aug-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
25-Aug-2020 - 00:00,10.55,29.13,18.64,82.46,5.33,0.41,9.29,30.18,10.13,1.68,8.39,54.8,6.37,3.87,82.16,1.66,153.64,303.57,0.0,26-Aug-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
26-Aug-2020 - 00:00,11.06,25.83,14.68,67.86,5.38,0.39,10.13,25.05,7.52,1.5,11.51,65.58,8.1,4.51,80.83,1.55,244.31,385.59,0.0,27-Aug-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
27-Aug-2020 - 00:00,9.8,23.44,13.63,57.94,5.35,0.45,11.16,46.42,15.32,1.91,11.31,56.95,7.77,4.36,77.04,1.52,237.92,440.62,0.0,28-Aug-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
28-Aug-2020 - 00:00,9.8,20.4,10.52,40.17,5.13,0.47,9.31,44.0,11.62,2.05,12.93,65.53,8.87,5.06,88.67,1.31,176.69,187.2,0.0,29-Aug-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
29-Aug-2020 - 00:00,10.16,20.86,10.6,42.21,5.05,0.56,10.51,57.71,16.86,2.93,14.27,71.67,9.61,5.85,83.4,1.56,77.83,307.22,0.0,30-Aug-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
30-Aug-2020 - 00:00,10.54,20.54,9.83,38.47,5.37,0.42,8.67,32.89,10.11,2.05,13.12,61.82,8.61,4.93,87.72,2.9,76.33,197.52,0.0,31-Aug-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
31-Aug-2020 - 00:00,9.54,18.82,9.22,29.18,4.91,0.35,7.4,16.44,9.01,1.28,5.31,34.46,4.16,2.91,82.56,2.26,130.06,312.07,0.0,01-Sep-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
01-Sep-2020 - 00:00,10.88,20.55,9.46,34.04,5.32,0.35,7.22,17.97,7.44,1.45,8.73,54.63,6.49,3.79,77.24,1.79,181.25,448.0,0.0,02-Sep-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
02-Sep-2020 - 00:00,10.95,20.15,8.97,32.84,5.2,0.43,10.24,33.25,10.3,1.73,7.43,63.38,5.08,4.33,76.29,1.32,187.13,378.57,0.0,03-Sep-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
03-Sep-2020 - 00:00,11.6,23.15,11.32,44.68,4.41,0.52,13.7,54.27,21.46,2.85,4.96,35.46,4.13,3.23,83.13,1.97,84.13,358.73,0.0,04-Sep-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
04-Sep-2020 - 00:00,14.98,28.69,13.21,61.72,3.27,0.14,12.74,70.34,33.96,2.4,2.48,14.6,2.51,1.53,85.1,1.77,115.0,405.72,0.0,05-Sep-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
05-Sep-2020 - 00:00,16.21,28.63,11.77,59.74,3.06,0.52,19.28,49.46,24.98,2.05,3.31,17.57,2.91,1.72,82.93,1.44,192.33,414.14,0.0,06-Sep-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
06-Sep-2020 - 00:00,16.02,27.83,11.16,56.32,3.3,0.55,13.12,54.16,24.92,2.14,4.39,16.67,3.96,2.14,76.85,1.09,251.12,404.93,0.0,07-Sep-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
07-Sep-2020 - 00:00,14.65,26.19,11.01,47.22,3.37,0.63,18.4,71.99,28.57,2.76,7.68,42.75,6.31,3.7,82.06,1.47,171.06,371.8,0.0,08-Sep-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
08-Sep-2020 - 00:00,15.13,26.39,10.68,51.88,3.16,0.71,12.3,48.73,16.49,2.43,6.93,44.84,5.43,4.05,81.54,1.26,275.66,329.18,0.0,09-Sep-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
09-Sep-2020 - 00:00,15.36,26.79,10.83,52.62,3.16,0.92,8.29,80.53,25.03,4.17,4.69,18.3,4.85,2.84,83.15,1.22,280.08,318.51,0.0,10-Sep-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
10-Sep-2020 - 00:00,14.69,25.51,10.45,50.06,8.81,0.63,14.55,88.34,18.89,3.95,4.67,16.2,4.42,2.68,75.23,1.49,266.52,389.49,0.0,11-Sep-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
11-Sep-2020 - 00:00,14.74,27.14,11.9,52.67,5.37,0.99,11.78,98.09,45.64,3.24,3.57,16.32,3.88,2.25,68.28,1.03,200.65,390.61,0.0,12-Sep-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
12-Sep-2020 - 00:00,14.74,25.83,10.56,50.92,4.39,0.51,26.8,124.2,25.63,3.62,4.26,17.82,4.04,2.36,65.58,1.13,148.35,399.41,0.0,13-Sep-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
13-Sep-2020 - 00:00,15.99,28.59,11.98,54.3,3.28,1.19,11.67,141.41,22.88,7.6,10.73,25.05,9.84,6.89,76.63,0.85,224.89,401.41,0.0,14-Sep-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
14-Sep-2020 - 00:00,15.66,26.82,10.53,44.96,3.39,1.03,16.39,119.15,37.33,5.15,4.45,22.73,5.19,3.02,74.21,1.03,157.19,261.88,0.0,15-Sep-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
15-Sep-2020 - 00:00,19.41,30.73,10.34,40.23,3.17,1.06,12.18,128.64,69.52,5.62,6.93,76.5,6.85,3.73,69.08,1.05,224.74,362.52,0.0,16-Sep-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
16-Sep-2020 - 00:00,17.38,29.04,10.88,36.36,2.97,1.0,12.98,102.3,44.87,4.36,7.4,73.56,6.27,3.56,67.73,1.29,242.61,392.09,0.0,17-Sep-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
17-Sep-2020 - 00:00,17.02,27.2,9.37,38.27,3.03,0.2,16.69,100.32,24.86,3.74,6.17,79.03,6.15,3.24,54.5,2.07,275.83,456.58,0.0,18-Sep-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
18-Sep-2020 - 00:00,16.63,26.44,9.05,38.05,3.24,0.14,13.15,84.14,20.1,3.1,7.19,79.34,6.05,3.25,64.22,1.77,275.06,394.95,0.0,19-Sep-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
19-Sep-2020 - 00:00,16.97,27.48,9.78,38.61,3.13,0.39,25.64,116.32,28.57,4.42,7.52,79.18,6.71,3.75,65.91,1.09,163.09,327.94,0.0,20-Sep-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
20-Sep-2020 - 00:00,17.52,28.11,9.77,41.38,3.26,0.61,24.07,137.01,23.65,6.35,8.91,92.63,9.07,4.89,66.04,1.31,279.12,316.91,0.0,21-Sep-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
21-Sep-2020 - 00:00,16.99,27.43,9.66,40.62,3.12,0.38,29.03,139.78,24.0,7.02,8.62,85.85,9.22,5.08,65.55,1.27,178.53,364.73,0.0,22-Sep-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
22-Sep-2020 - 00:00,16.21,26.25,9.32,39.1,3.13,0.2,18.88,74.84,19.44,3.64,4.9,74.31,5.52,3.06,74.61,1.66,97.83,294.0,0.0,23-Sep-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
23-Sep-2020 - 00:00,14.26,29.81,15.1,31.7,9.32,0.53,18.91,58.64,20.42,2.73,3.06,61.79,3.72,2.29,74.52,1.77,85.24,410.44,0.0,24-Sep-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
24-Sep-2020 - 00:00,15.22,26.49,10.69,35.45,3.09,0.29,18.31,50.53,13.01,2.3,3.09,60.31,3.23,2.02,79.55,1.49,93.96,329.75,0.0,25-Sep-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
25-Sep-2020 - 00:00,19.97,31.55,10.54,46.26,3.17,0.65,19.38,95.1,41.56,1.18,1.38,19.79,1.48,0.78,63.86,1.48,225.6,390.27,0.0,26-Sep-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
26-Sep-2020 - 00:00,18.18,30.87,11.91,42.98,6.68,0.4,19.2,125.57,48.43,1.75,2.63,36.45,2.55,1.48,63.16,1.79,233.74,378.59,0.0,27-Sep-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
27-Sep-2020 - 00:00,30.26,52.81,20.82,46.12,3.32,0.48,28.76,77.97,24.24,3.45,6.04,87.88,5.76,3.25,59.54,1.34,227.46,386.8,0.0,28-Sep-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
28-Sep-2020 - 00:00,21.89,35.0,11.92,51.05,3.34,0.54,16.81,131.21,36.74,5.94,7.63,97.79,7.48,4.37,60.2,1.31,281.83,405.65,0.0,29-Sep-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
29-Sep-2020 - 00:00,20.06,32.98,12.1,49.01,3.03,0.31,30.15,147.8,40.78,4.38,7.15,84.9,6.88,3.97,58.01,1.62,270.54,384.91,0.0,30-Sep-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
30-Sep-2020 - 00:00,23.07,37.05,12.26,60.69,7.47,0.54,34.92,141.55,28.42,4.2,7.89,61.19,7.39,4.17,56.8,1.85,273.82,413.61,0.0,01-Oct-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
01-Oct-2020 - 00:00,22.16,37.21,13.89,58.16,3.73,1.08,23.25,148.97,29.59,4.94,9.0,20.39,9.91,4.92,51.67,1.62,270.59,391.04,0.0,02-Oct-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
02-Oct-2020 - 00:00,22.73,39.23,14.72,63.74,3.57,1.14,15.02,163.03,26.97,7.65,8.66,24.69,9.21,5.52,59.29,1.33,267.86,290.79,0.0,03-Oct-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
03-Oct-2020 - 00:00,21.51,34.98,12.39,62.03,5.54,1.24,19.97,179.81,22.32,6.91,6.61,26.18,6.96,5.05,48.88,1.21,283.26,340.78,0.0,04-Oct-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
04-Oct-2020 - 00:00,22.99,37.42,13.34,69.34,8.93,1.22,17.3,168.36,20.07,7.79,9.64,26.36,9.87,5.84,54.63,1.2,277.63,137.56,0.0,05-Oct-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
05-Oct-2020 - 00:00,20.58,33.4,11.6,58.11,7.93,0.99,22.05,157.69,34.21,4.56,6.6,30.15,7.15,4.2,47.31,1.8,282.85,343.66,0.0,06-Oct-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
06-Oct-2020 - 00:00,17.93,30.11,11.41,50.47,4.87,1.18,20.22,168.55,86.46,5.85,7.76,82.04,8.58,4.82,45.22,1.64,257.84,377.91,0.0,07-Oct-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
07-Oct-2020 - 00:00,18.18,31.16,12.16,51.43,4.67,1.22,16.75,175.15,69.63,6.5,10.74,96.52,11.18,6.47,45.85,1.27,273.68,379.18,0.0,08-Oct-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
08-Oct-2020 - 00:00,18.02,30.68,11.84,50.78,4.21,1.19,16.56,164.56,64.58,6.03,8.88,97.29,9.51,5.67,46.85,1.25,272.28,351.08,0.0,09-Oct-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
09-Oct-2020 - 00:00,17.81,29.26,10.62,48.42,4.42,1.23,22.89,172.82,66.52,6.47,10.82,100.12,10.53,6.45,48.17,1.02,234.49,360.29,0.0,10-Oct-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
10-Oct-2020 - 00:00,18.11,29.16,10.18,48.93,4.39,1.17,21.25,155.92,67.03,5.89,10.55,102.0,10.54,6.25,48.89,1.13,275.02,312.54,0.0,11-Oct-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
11-Oct-2020 - 00:00,18.05,29.01,10.09,48.67,4.03,1.19,18.85,158.43,67.32,5.52,7.98,99.99,8.51,5.05,51.26,1.2,288.02,344.7,0.0,12-Oct-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
12-Oct-2020 - 00:00,18.53,30.55,11.17,49.64,4.18,1.67,18.18,197.86,69.08,8.77,10.06,98.56,11.41,6.51,50.12,0.96,195.09,242.95,0.0,13-Oct-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
13-Oct-2020 - 00:00,17.97,29.96,11.22,48.2,7.55,1.66,18.15,208.43,73.24,7.79,7.46,88.25,8.62,5.44,58.32,1.31,98.49,304.08,0.0,14-Oct-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
14-Oct-2020 - 00:00,16.32,25.71,12.02,40.87,2.42,1.78,15.99,201.25,69.17,7.7,5.75,60.03,8.57,5.34,54.52,0.98,128.3,292.21,0.0,15-Oct-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
15-Oct-2020 - 00:00,19.55,27.49,13.02,49.37,5.63,2.03,13.73,264.71,80.32,10.88,10.6,87.88,16.64,8.67,48.89,0.85,141.62,338.2,0.0,16-Oct-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
16-Oct-2020 - 00:00,19.86,32.71,18.02,46.09,6.76,1.9,23.39,232.66,93.48,11.32,15.49,107.05,22.29,11.59,37.46,0.85,151.86,321.31,0.0,17-Oct-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
17-Oct-2020 - 00:00,17.62,31.67,19.46,45.81,11.77,1.99,21.54,278.2,81.29,12.19,13.19,104.07,19.48,11.52,42.48,0.74,189.08,283.42,0.0,18-Oct-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
18-Oct-2020 - 00:00,18.28,30.07,17.11,51.29,6.04,1.32,15.68,185.51,33.83,7.15,11.72,98.75,14.31,7.4,37.21,1.35,282.7,294.16,0.0,19-Oct-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
19-Oct-2020 - 00:00,17.47,26.57,14.4,43.78,2.32,1.25,16.68,182.89,40.0,6.04,9.06,88.05,11.3,5.94,33.14,1.47,281.44,315.32,0.0,20-Oct-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
20-Oct-2020 - 00:00,17.55,28.3,16.08,44.32,2.28,1.55,17.7,199.93,53.25,8.72,10.69,94.1,18.19,9.31,32.95,1.06,258.08,323.3,0.0,21-Oct-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
21-Oct-2020 - 00:00,17.54,28.73,16.54,42.27,3.23,1.87,15.02,249.65,60.65,10.18,11.69,79.62,19.16,9.42,31.48,0.75,157.86,317.43,0.0,22-Oct-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
22-Oct-2020 - 00:00,17.71,28.29,15.9,44.29,4.14,2.01,18.75,270.53,60.14,11.42,12.54,86.61,20.05,10.23,36.11,0.91,132.36,265.9,0.0,23-Oct-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
23-Oct-2020 - 00:00,17.41,26.66,14.56,38.18,4.57,2.36,21.4,289.55,61.98,15.43,13.86,86.78,23.28,12.74,41.1,0.88,160.03,241.47,0.0,24-Oct-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
24-Oct-2020 - 00:00,15.75,23.0,12.66,32.97,3.7,1.81,20.82,259.75,48.17,11.57,15.33,87.5,21.78,10.83,39.5,1.24,249.28,317.68,0.0,25-Oct-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
25-Oct-2020 - 00:00,16.06,25.17,14.57,35.84,2.58,2.38,11.01,296.34,57.91,12.29,10.71,90.84,17.86,9.87,47.58,0.91,184.65,235.64,0.0,26-Oct-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
26-Oct-2020 - 00:00,13.08,23.73,13.65,63.82,4.28,2.2,17.9,307.57,85.79,13.06,12.88,74.84,15.87,8.43,38.6,1.27,236.48,316.91,0.0,27-Oct-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
27-Oct-2020 - 00:00,8.29,24.27,15.98,87.1,4.21,2.48,24.45,256.94,118.19,10.73,11.75,78.0,10.89,6.44,40.73,1.5,269.95,301.49,0.0,28-Oct-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
28-Oct-2020 - 00:00,10.48,28.18,17.69,86.21,4.23,2.94,19.02,232.59,92.36,11.94,13.69,74.28,12.67,7.05,41.18,0.99,217.41,290.78,0.0,29-Oct-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
29-Oct-2020 - 00:00,12.79,29.25,16.38,95.95,6.88,2.94,19.25,233.62,85.42,15.37,19.16,91.15,15.78,9.27,43.16,0.78,198.87,307.91,0.0,30-Oct-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
30-Oct-2020 - 00:00,10.76,24.62,13.86,83.63,4.91,2.02,25.24,185.94,63.55,9.38,11.33,75.4,9.57,5.73,39.89,1.41,283.05,298.45,0.0,31-Oct-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
31-Oct-2020 - 00:00,10.27,24.42,14.14,86.54,2.51,1.99,23.73,173.14,44.59,6.62,6.16,63.71,5.48,3.35,44.8,1.82,276.6,297.33,0.0,01-Nov-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
01-Nov-2020 - 00:00,10.47,24.74,14.27,88.22,3.38,1.91,19.62,161.63,39.69,6.87,5.52,62.98,5.07,3.01,35.72,1.74,273.98,305.75,0.0,02-Nov-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
02-Nov-2020 - 00:00,11.42,26.81,15.4,86.71,2.78,2.23,15.67,172.54,29.56,7.92,5.94,69.78,6.22,3.69,34.59,1.44,248.2,288.63,0.0,03-Nov-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
03-Nov-2020 - 00:00,11.7,27.62,15.92,83.95,3.13,2.43,12.52,181.31,41.36,9.88,1.53,73.55,1.5,3.92,32.25,1.1,199.97,328.07,0.0,04-Nov-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
04-Nov-2020 - 00:00,11.36,26.08,14.72,87.59,7.78,2.61,16.11,216.74,40.27,10.93,2.65,69.78,3.14,4.07,43.61,1.21,267.64,200.78,0.0,05-Nov-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
05-Nov-2020 - 00:00,11.76,28.54,16.78,80.93,6.84,3.21,13.45,277.32,87.14,13.63,10.22,66.68,10.08,6.5,44.35,1.1,220.16,206.25,0.0,06-Nov-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
06-Nov-2020 - 00:00,27.62,50.73,21.52,83.06,4.57,2.74,9.18,276.04,116.98,13.13,15.47,65.63,15.44,8.15,43.18,1.0,274.87,247.78,0.0,07-Nov-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
07-Nov-2020 - 00:00,42.76,77.84,31.9,63.09,4.64,2.33,12.02,278.3,64.2,11.69,11.22,78.62,13.28,7.26,48.28,1.23,262.96,215.87,0.0,08-Nov-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
08-Nov-2020 - 00:00,51.57,89.05,33.59,69.03,8.43,3.85,9.37,427.01,19.02,15.14,10.5,104.83,15.3,8.4,56.48,0.82,195.67,160.84,0.0,09-Nov-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
09-Nov-2020 - 00:00,47.31,72.46,21.26,66.86,3.54,3.37,11.53,418.66,16.84,19.48,18.03,114.06,21.15,10.3,59.0,0.96,268.45,201.61,0.0,10-Nov-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
10-Nov-2020 - 00:00,46.31,89.32,39.69,65.53,2.5,3.2,12.89,363.88,18.45,18.09,18.57,121.95,24.46,11.4,57.76,1.05,143.32,242.67,0.0,11-Nov-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
11-Nov-2020 - 00:00,38.07,81.94,41.51,64.84,5.14,2.22,10.72,191.49,5.32,12.13,7.76,99.96,12.76,7.0,54.93,1.0,90.53,287.05,0.0,12-Nov-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
12-Nov-2020 - 00:00,40.45,100.97,58.25,64.47,1.87,2.4,9.69,197.81,16.24,13.2,9.9,102.33,15.29,7.54,56.71,0.7,136.33,270.79,0.0,13-Nov-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
13-Nov-2020 - 00:00,89.78,194.3,98.66,119.85,7.92,3.46,5.41,307.48,40.68,24.91,18.85,129.95,25.92,14.43,66.1,0.71,189.14,290.86,0.0,14-Nov-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
14-Nov-2020 - 00:00,40.42,59.46,15.64,63.87,3.46,2.32,16.08,208.39,127.6,13.02,8.66,89.87,11.81,6.02,55.02,0.93,173.7,237.33,0.0,15-Nov-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
15-Nov-2020 - 00:00,23.33,34.5,9.22,58.22,2.47,2.08,18.55,175.81,105.94,11.44,4.87,82.46,6.6,3.51,67.27,1.53,124.68,156.11,0.0,16-Nov-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
16-Nov-2020 - 00:00,16.76,26.6,8.49,64.2,0.8,1.92,10.57,79.36,55.72,5.58,3.71,79.85,5.28,2.8,92.18,1.37,122.12,137.69,0.0,17-Nov-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
17-Nov-2020 - 00:00,20.91,34.97,12.42,60.81,0.94,1.88,15.1,105.85,50.27,4.82,4.67,84.56,6.15,3.2,75.16,1.56,284.27,310.28,0.0,18-Nov-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
18-Nov-2020 - 00:00,27.39,43.85,14.25,52.03,1.64,2.35,14.57,137.66,47.62,5.83,7.73,82.62,8.06,3.93,67.95,1.11,235.79,278.73,0.0,19-Nov-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
19-Nov-2020 - 00:00,37.12,56.28,16.09,50.3,2.23,3.05,18.04,180.9,53.07,10.35,12.12,97.22,14.4,7.08,57.91,1.04,234.18,274.36,0.0,20-Nov-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
20-Nov-2020 - 00:00,28.83,41.27,9.99,41.54,2.3,2.69,17.02,146.28,44.71,8.26,9.47,81.09,11.88,5.76,56.9,1.85,274.46,331.31,0.0,21-Nov-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
21-Nov-2020 - 00:00,22.91,31.54,6.65,35.07,1.87,2.23,15.87,122.01,30.76,5.66,4.15,68.25,6.05,3.0,51.91,2.05,277.53,328.65,0.0,22-Nov-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
22-Nov-2020 - 00:00,30.48,43.73,10.66,32.9,1.7,2.19,15.58,100.88,25.07,5.37,4.56,71.59,6.61,3.68,61.74,1.49,260.31,263.13,0.0,23-Nov-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
23-Nov-2020 - 00:00,80.29,136.53,50.0,104.75,5.55,3.71,14.88,198.55,61.92,9.54,5.92,87.63,10.38,5.08,40.4,0.73,156.6,297.69,0.0,24-Nov-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
24-Nov-2020 - 00:00,35.11,71.47,33.95,46.41,2.33,3.32,13.29,204.32,54.88,14.99,6.68,69.8,10.79,5.1,55.45,0.86,134.33,255.3,0.0,25-Nov-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
25-Nov-2020 - 00:00,22.87,42.95,18.41,38.16,2.35,2.88,13.62,181.41,35.99,12.22,2.91,53.42,5.21,2.76,54.9,1.11,95.25,248.42,0.0,26-Nov-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
26-Nov-2020 - 00:00,16.62,44.88,31.85,95.72,2.82,2.91,14.79,132.51,22.84,9.3,6.65,56.46,9.0,4.61,60.55,1.13,252.49,186.95,0.0,27-Nov-2020 - 00:00,"Shyam Nagar, Palwal - HSPCB"
