from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Xylene,Toluene,MP-Xylene,Eth-Benzene,AT,RH,WS,WD,BP,SR,RF,to date,station
19-Nov-2020 - 00:00,88.14,197.59,51.41,30.67,50.81,9.3,7.84,1.29,29.32,4.96,1.89,64.76,3.45,0.93,20.97,81.51,0.12,131.31,746.0,91.37,0.0,20-Nov-2020 - 00:00,"Samanpura, Patna - BSPCB"
20-Nov-2020 - 00:00,83.78,172.47,43.74,17.2,36.01,9.31,9.04,1.2,39.28,4.37,1.61,51.68,3.07,0.89,21.95,76.45,0.19,183.77,746.2,124.48,0.0,21-Nov-2020 - 00:00,"Samanpura, Patna - BSPCB"
21-Nov-2020 - 00:00,70.0,150.1,39.05,13.22,30.39,9.31,8.0,0.88,62.46,2.42,0.73,49.06,1.25,0.45,20.38,59.79,0.85,245.41,746.34,148.47,0.0,22-Nov-2020 - 00:00,"Samanpura, Patna - BSPCB"
22-Nov-2020 - 00:00,79.07,167.55,51.47,13.74,37.26,9.3,8.16,1.0,47.26,3.22,1.01,56.15,1.76,0.54,17.15,60.91,0.56,203.13,746.33,147.74,0.0,23-Nov-2020 - 00:00,"Samanpura, Patna - BSPCB"
23-Nov-2020 - 00:00,94.84,219.26,65.4,31.31,58.68,9.32,8.65,1.49,41.16,5.57,2.55,53.23,4.75,1.39,16.89,68.38,0.15,129.51,746.24,134.25,0.0,24-Nov-2020 - 00:00,"Samanpura, Patna - BSPCB"
24-Nov-2020 - 00:00,109.41,285.91,72.6,62.24,87.19,9.32,7.17,1.98,29.25,8.12,4.55,52.72,8.63,2.48,17.14,72.33,0.13,143.84,746.24,130.94,0.0,25-Nov-2020 - 00:00,"Samanpura, Patna - BSPCB"
25-Nov-2020 - 00:00,126.32,287.31,69.5,81.29,98.75,9.47,9.59,2.4,33.43,9.42,5.97,45.62,11.46,3.14,17.39,75.36,0.12,97.4,744.0,133.94,0.0,26-Nov-2020 - 00:00,"Samanpura, Patna - BSPCB"
26-Nov-2020 - 00:00,117.56,275.52,65.68,59.62,81.5,9.3,9.3,2.16,25.56,9.11,5.32,50.45,10.27,2.61,18.94,77.66,0.15,109.94,743.3,117.56,0.0,27-Nov-2020 - 00:00,"Samanpura, Patna - BSPCB"
27-Nov-2020 - 00:00,135.14,297.87,56.95,28.05,51.61,9.3,7.97,1.71,19.41,6.99,2.7,57.02,5.17,1.39,18.41,82.07,0.28,181.63,743.3,45.22,0.0,28-Nov-2020 - 00:00,"Samanpura, Patna - BSPCB"
28-Nov-2020 - 00:00,135.2,276.82,53.55,22.22,45.18,9.3,7.56,1.6,41.85,5.72,1.77,56.12,3.31,0.9,18.45,76.03,0.52,195.57,743.3,132.05,0.0,29-Nov-2020 - 00:00,"Samanpura, Patna - BSPCB"
29-Nov-2020 - 00:00,102.95,193.23,52.68,15.48,39.36,9.3,8.06,1.24,42.32,4.36,1.26,53.56,2.3,0.64,18.66,65.78,0.42,185.08,743.3,139.38,0.0,30-Nov-2020 - 00:00,"Samanpura, Patna - BSPCB"
30-Nov-2020 - 00:00,114.47,226.77,54.4,14.9,39.83,9.31,9.27,1.24,46.46,4.63,1.33,41.1,2.5,0.68,18.06,68.38,0.33,157.63,743.3,122.46,0.0,01-Dec-2020 - 00:00,"Samanpura, Patna - BSPCB"
01-Dec-2020 - 00:00,133.64,265.24,70.54,20.33,52.89,9.29,6.9,1.73,13.7,6.47,2.21,53.2,4.42,1.04,13.91,86.27,0.07,88.47,743.3,8.06,0.0,02-Dec-2020 - 00:00,"Samanpura, Patna - BSPCB"
