from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Xylene,Toluene,MP-Xylene,Eth-Benzene,AT,RH,WS,WD,BP,SR,RF,to date,station
11-Apr-2020 - 00:00,57.4,116.52,,,0.0,18.21,14.82,0.72,38.74,0.47,1.89,22.57,1.69,12.53,28.07,52.03,0.31,198.23,754.32,210.8,0.0,12-Apr-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
12-Apr-2020 - 00:00,55.78,108.08,,,0.0,18.26,15.73,0.53,46.88,0.49,1.87,22.45,1.51,12.5,28.83,50.13,0.73,99.18,754.32,209.09,0.0,13-Apr-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
13-Apr-2020 - 00:00,40.94,68.84,,,0.0,17.75,14.02,0.46,43.95,0.29,1.63,19.22,1.34,10.54,29.38,56.56,0.78,98.31,754.32,208.54,0.0,14-Apr-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
14-Apr-2020 - 00:00,49.09,79.52,,,0.0,15.46,14.09,0.49,56.15,0.33,1.54,19.62,1.25,9.96,31.01,54.06,0.79,83.03,754.31,204.38,0.0,15-Apr-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
15-Apr-2020 - 00:00,29.17,73.71,,,0.0,13.86,14.34,0.31,34.59,0.21,1.37,17.66,1.14,9.8,27.27,57.28,0.91,103.73,754.3,172.63,0.03,16-Apr-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
16-Apr-2020 - 00:00,27.99,66.58,,,0.0,12.73,13.55,0.43,37.28,0.24,1.2,17.43,1.03,9.68,27.58,63.93,0.98,62.34,754.33,221.88,0.0,17-Apr-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
17-Apr-2020 - 00:00,34.63,72.15,,,0.0,13.52,14.04,0.48,39.36,0.28,1.18,17.93,1.05,9.88,28.51,67.46,0.97,66.74,754.33,219.07,0.0,18-Apr-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
18-Apr-2020 - 00:00,36.29,96.51,,,0.0,14.04,13.31,0.52,37.57,0.31,1.01,17.46,0.99,9.46,28.66,66.66,0.65,128.36,754.3,170.79,0.0,19-Apr-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
19-Apr-2020 - 00:00,38.27,96.44,,,0.0,14.98,12.32,0.53,44.53,0.36,0.99,19.18,1.01,10.47,29.67,63.71,0.77,93.25,754.32,201.91,0.0,20-Apr-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
20-Apr-2020 - 00:00,17.74,56.48,,,0.0,12.77,12.69,0.4,42.67,0.23,0.9,17.92,0.97,10.38,27.64,61.59,0.66,102.95,754.3,160.03,0.0,21-Apr-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
21-Apr-2020 - 00:00,17.09,42.78,,,0.0,11.9,13.03,0.32,25.92,0.21,0.78,16.26,0.9,9.09,25.51,66.21,1.07,92.56,754.32,214.63,0.0,22-Apr-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
22-Apr-2020 - 00:00,14.15,35.24,,,0.0,8.85,14.8,0.36,32.75,0.19,0.71,16.85,0.9,9.89,26.28,57.96,0.8,66.82,754.33,233.33,0.0,23-Apr-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
23-Apr-2020 - 00:00,22.03,57.04,,,0.0,10.57,13.34,0.47,42.68,0.31,0.68,18.48,0.92,10.53,27.5,63.73,0.77,90.19,754.32,214.03,0.0,24-Apr-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
24-Apr-2020 - 00:00,14.58,42.94,,,0.0,9.51,14.26,0.46,31.07,0.26,0.62,18.12,0.92,10.85,25.35,73.37,0.8,79.3,754.26,103.63,0.0,25-Apr-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
25-Apr-2020 - 00:00,21.03,46.03,,,0.0,10.03,14.87,0.4,19.42,0.24,0.54,16.56,0.82,8.96,25.53,76.47,1.27,66.1,754.31,196.29,0.0,26-Apr-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
26-Apr-2020 - 00:00,12.36,33.58,,,0.0,8.7,15.36,0.37,19.05,0.21,0.47,16.22,0.78,8.93,23.06,84.13,0.95,87.0,754.25,104.74,0.98,27-Apr-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
27-Apr-2020 - 00:00,16.44,37.91,,,0.0,9.2,14.15,0.39,26.89,0.22,0.36,14.86,0.63,8.77,25.51,75.89,0.81,75.75,754.29,165.31,0.0,28-Apr-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
28-Apr-2020 - 00:00,9.95,30.19,32.88,5.87,3.16,9.15,12.72,0.31,37.17,0.16,0.28,12.5,0.49,7.07,24.7,76.83,1.06,74.17,754.31,201.9,0.02,29-Apr-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
29-Apr-2020 - 00:00,11.36,34.2,,,0.42,6.65,16.77,0.37,74.81,0.2,0.02,4.72,0.04,2.38,26.15,69.94,0.62,74.3,754.32,223.56,0.0,30-Apr-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
30-Apr-2020 - 00:00,21.42,59.12,,,0.0,7.01,22.31,0.46,83.44,0.26,0.01,5.25,0.04,2.2,28.44,65.4,0.69,73.18,754.33,223.33,0.0,01-May-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
01-May-2020 - 00:00,18.38,48.54,,,0.0,8.12,19.53,0.36,81.44,0.21,0.01,4.87,0.04,1.69,24.54,76.93,0.6,148.11,754.27,113.57,0.26,02-May-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
02-May-2020 - 00:00,11.95,33.64,,,1.49,8.33,17.44,0.47,69.82,0.22,0.01,4.8,0.04,2.82,24.18,78.6,0.6,106.59,754.29,158.54,0.14,03-May-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
03-May-2020 - 00:00,20.03,46.89,,,0.0,8.89,22.66,0.39,87.58,0.22,0.01,5.02,0.03,1.85,27.35,68.11,0.64,77.74,754.34,241.46,0.0,04-May-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
04-May-2020 - 00:00,19.35,55.3,,,0.0,7.57,26.21,0.39,87.95,0.21,0.01,5.13,0.03,2.0,28.77,64.13,0.9,81.17,754.32,217.7,0.0,05-May-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
05-May-2020 - 00:00,9.72,39.82,,,0.01,8.23,12.34,0.41,85.17,0.2,0.01,5.05,0.03,1.88,25.7,77.07,0.7,123.11,754.3,168.61,0.48,06-May-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
06-May-2020 - 00:00,15.54,38.38,,,0.0,8.09,24.92,0.42,94.62,0.18,0.0,5.45,0.03,2.93,26.85,69.78,0.32,158.8,754.34,247.4,0.02,07-May-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
07-May-2020 - 00:00,22.2,51.03,,,0.0,9.46,16.97,0.37,72.64,0.22,0.0,5.42,0.02,2.88,25.39,75.15,0.44,140.36,759.22,204.01,0.1,08-May-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
08-May-2020 - 00:00,22.09,58.25,,,0.0,7.71,27.01,0.46,82.33,0.23,0.0,5.9,0.04,3.31,26.15,71.19,0.51,112.03,785.39,253.35,0.0,09-May-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
09-May-2020 - 00:00,28.77,71.43,,,0.0,9.57,29.11,0.46,98.87,0.24,0.0,6.14,0.03,2.2,28.58,66.92,0.74,67.88,790.02,229.91,0.0,10-May-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
10-May-2020 - 00:00,29.29,83.59,,,0.0,6.87,19.81,0.5,95.49,0.26,0.0,6.8,0.02,1.77,29.48,68.37,0.85,82.56,798.48,198.46,0.05,11-May-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
11-May-2020 - 00:00,23.85,54.06,,,0.0,5.9,16.49,0.63,91.87,0.27,0.0,6.9,0.03,5.61,27.45,74.47,0.25,230.61,775.53,222.22,0.33,12-May-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
12-May-2020 - 00:00,31.34,71.34,,,0.0,10.77,17.98,0.66,66.65,0.35,0.0,7.25,0.03,5.43,28.21,71.87,0.21,197.13,811.95,200.42,0.0,13-May-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
13-May-2020 - 00:00,37.14,85.19,117.35,60.63,89.82,9.33,33.4,0.75,82.9,0.36,0.0,8.64,0.04,6.64,30.22,62.98,0.15,233.45,796.17,228.73,0.0,14-May-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
14-May-2020 - 00:00,41.35,118.85,66.16,57.02,122.45,10.12,16.82,0.76,64.51,0.46,0.0,9.85,0.04,6.42,29.75,70.71,0.47,122.94,793.6,190.48,0.12,15-May-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
15-May-2020 - 00:00,32.57,84.63,53.69,56.42,110.1,11.62,11.82,0.66,77.44,0.32,0.0,7.72,0.03,4.64,29.72,72.61,0.54,98.68,790.74,231.9,0.01,16-May-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
16-May-2020 - 00:00,50.79,124.65,84.34,59.64,143.91,12.99,19.33,0.72,66.5,0.41,0.0,8.44,0.04,6.17,31.49,58.09,0.21,206.88,790.64,238.87,0.0,17-May-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
17-May-2020 - 00:00,43.76,117.48,79.75,57.13,136.87,11.15,43.75,0.68,95.04,0.42,0.0,8.34,0.15,18.26,31.62,45.65,0.18,219.17,787.12,248.28,0.0,18-May-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
18-May-2020 - 00:00,38.76,109.45,74.69,57.42,132.12,10.85,16.31,0.8,79.47,0.43,0.27,9.1,0.38,35.35,30.96,66.16,0.56,135.93,779.19,216.44,0.0,19-May-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
19-May-2020 - 00:00,32.95,94.31,30.33,53.14,83.54,7.78,9.31,0.57,84.27,0.29,0.4,6.84,0.24,20.58,30.91,67.59,0.86,51.5,754.31,196.06,0.0,20-May-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
20-May-2020 - 00:00,27.78,90.48,27.13,51.16,78.29,9.94,16.98,0.46,76.26,0.24,0.08,5.77,0.08,7.36,28.91,67.8,0.99,74.27,756.19,127.27,0.0,21-May-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
21-May-2020 - 00:00,15.73,44.79,36.5,55.3,91.15,4.86,10.34,0.43,75.8,0.16,0.0,4.69,0.02,4.38,27.1,74.88,0.55,157.16,755.76,117.88,0.01,22-May-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
22-May-2020 - 00:00,17.15,47.82,28.38,52.26,80.63,6.52,21.91,0.35,76.39,0.13,0.0,4.12,0.02,3.04,28.87,69.07,1.2,97.63,762.1,252.14,0.0,23-May-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
23-May-2020 - 00:00,21.79,67.07,26.38,52.45,78.83,5.96,7.78,0.5,62.73,0.22,0.0,5.17,0.01,3.28,28.93,77.49,0.92,55.65,757.95,164.56,0.0,24-May-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
24-May-2020 - 00:00,36.34,98.18,20.66,51.91,23.33,4.13,4.9,0.7,57.73,0.25,0.0,5.83,0.01,2.8,32.08,71.33,0.45,124.15,760.4,215.79,0.0,25-May-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
25-May-2020 - 00:00,47.38,132.39,,,0.0,12.93,3.51,0.7,44.52,0.18,0.01,6.97,0.04,4.31,33.08,69.63,0.53,74.4,760.67,221.88,0.0,26-May-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
26-May-2020 - 00:00,41.96,110.01,,,0.0,14.68,3.99,0.67,63.38,0.35,0.0,4.9,0.01,3.0,32.55,67.1,0.59,91.38,761.61,242.11,0.0,27-May-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
27-May-2020 - 00:00,33.67,128.29,,,0.0,14.31,1.82,0.42,69.47,0.17,0.0,4.06,0.0,1.48,28.9,71.53,1.42,81.99,761.49,239.21,0.0,28-May-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
28-May-2020 - 00:00,20.96,81.98,,,0.0,12.33,22.42,0.33,79.19,0.18,0.0,17.22,0.01,4.61,27.6,67.6,1.35,95.77,760.53,228.17,0.0,29-May-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
29-May-2020 - 00:00,26.87,70.17,,0.43,0.0,6.92,17.08,0.45,64.4,0.27,0.0,11.76,0.04,13.55,29.22,67.77,1.12,78.01,753.46,210.18,0.0,30-May-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
30-May-2020 - 00:00,20.99,73.49,,,0.0,5.55,14.88,0.41,91.33,0.2,0.0,3.27,0.01,2.29,28.72,72.2,0.99,92.22,752.34,201.44,0.61,31-May-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
31-May-2020 - 00:00,2.39,48.75,,,0.0,5.45,14.57,0.37,101.21,0.15,0.0,2.53,0.01,1.68,27.94,74.27,0.71,98.96,752.32,199.1,0.01,01-Jun-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
01-Jun-2020 - 00:00,4.53,61.86,,,0.0,5.42,9.89,0.59,72.39,0.24,0.0,3.35,0.02,4.63,28.76,70.4,0.4,189.79,752.66,235.71,0.0,02-Jun-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
02-Jun-2020 - 00:00,2.89,89.8,,,0.0,6.81,7.43,0.92,54.02,0.44,0.0,4.87,0.03,8.49,29.57,70.46,0.17,260.77,752.24,191.05,0.01,03-Jun-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
03-Jun-2020 - 00:00,1.95,89.93,,,0.0,6.96,7.21,1.05,53.25,0.44,0.0,5.13,0.04,10.16,30.23,67.39,0.13,247.41,751.67,131.12,0.0,04-Jun-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
04-Jun-2020 - 00:00,4.58,94.7,,,0.0,6.83,6.74,0.9,36.72,0.42,0.0,5.36,0.04,9.94,28.01,74.53,0.21,228.22,751.11,71.11,0.01,05-Jun-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
05-Jun-2020 - 00:00,5.62,44.66,0.01,0.04,0.03,9.87,8.88,0.5,55.38,0.24,0.0,3.69,0.01,3.58,25.38,91.66,0.96,105.92,752.61,69.09,1.56,06-Jun-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
06-Jun-2020 - 00:00,2.55,37.73,,,0.0,3.55,4.77,0.8,31.4,0.28,0.0,3.45,0.02,7.03,26.77,85.31,0.15,240.7,754.49,133.09,0.0,07-Jun-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
07-Jun-2020 - 00:00,2.33,49.58,,,0.0,5.04,3.56,0.69,35.89,0.3,0.0,3.42,0.02,5.43,28.92,76.54,0.18,235.87,754.58,224.48,0.0,08-Jun-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
08-Jun-2020 - 00:00,5.29,60.47,,,0.0,4.74,4.32,0.91,34.11,0.36,0.0,4.57,0.04,10.41,30.64,70.61,0.17,253.37,754.59,239.58,0.0,09-Jun-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
09-Jun-2020 - 00:00,16.06,96.55,,,0.0,3.67,3.82,0.84,51.02,0.37,0.0,4.88,0.03,6.73,31.87,69.36,0.4,110.68,754.57,205.11,0.0,10-Jun-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
10-Jun-2020 - 00:00,14.9,85.36,,,0.0,8.72,3.34,0.67,72.67,0.16,0.0,2.33,0.01,2.61,33.12,62.44,0.62,72.79,754.58,221.94,0.0,11-Jun-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
11-Jun-2020 - 00:00,14.77,66.05,,,0.0,5.11,2.86,0.51,55.89,0.23,0.0,1.54,0.01,2.2,32.09,65.1,0.88,83.16,754.56,199.79,0.0,12-Jun-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
12-Jun-2020 - 00:00,15.35,65.23,,,0.0,7.37,3.85,0.37,45.88,0.13,0.0,1.36,0.01,1.34,30.94,68.86,0.94,90.27,754.53,175.95,0.0,13-Jun-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
13-Jun-2020 - 00:00,14.25,26.62,,,0.0,4.81,2.39,0.32,42.09,0.09,0.0,1.05,0.0,0.87,29.47,77.71,1.11,81.74,754.5,142.56,0.05,14-Jun-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
14-Jun-2020 - 00:00,14.78,30.78,,,0.0,5.28,3.03,0.33,38.44,0.0,0.0,0.0,0.0,0.0,29.53,78.49,1.14,72.43,754.53,173.79,0.0,15-Jun-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
15-Jun-2020 - 00:00,17.12,32.13,,,0.0,5.24,2.33,0.84,33.29,0.11,0.0,1.13,0.01,2.1,27.58,90.42,0.74,91.29,754.45,89.84,1.0,16-Jun-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
16-Jun-2020 - 00:00,16.3,28.14,,,0.0,8.66,2.75,0.47,39.81,0.13,0.02,0.95,0.06,1.4,28.27,86.26,0.86,95.78,754.47,106.76,0.09,17-Jun-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
17-Jun-2020 - 00:00,16.48,35.7,24.76,9.01,17.9,5.21,2.73,0.58,28.85,0.19,0.15,1.86,0.53,0.91,28.85,84.27,0.68,107.29,755.91,141.47,0.12,18-Jun-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
18-Jun-2020 - 00:00,18.73,42.5,21.88,9.92,31.79,2.03,12.28,0.73,24.47,0.15,0.15,0.79,0.4,1.29,27.37,93.18,0.41,148.4,748.78,107.5,1.29,19-Jun-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
19-Jun-2020 - 00:00,18.59,30.83,15.49,6.32,21.82,3.65,9.71,0.6,33.76,0.21,0.28,0.62,0.73,1.09,27.09,94.0,0.61,122.31,748.66,76.3,1.47,20-Jun-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
20-Jun-2020 - 00:00,17.0,37.2,14.34,5.99,20.32,8.52,8.34,0.56,45.33,0.2,0.08,1.39,0.23,2.14,28.16,88.0,0.76,125.16,748.95,152.86,0.11,21-Jun-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
21-Jun-2020 - 00:00,17.0,23.18,12.72,4.45,17.17,9.87,6.58,0.35,35.93,0.12,0.0,0.78,0.01,1.37,28.73,82.29,0.89,61.41,748.96,154.46,0.01,22-Jun-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
22-Jun-2020 - 00:00,10.67,15.5,17.93,5.72,23.64,4.05,6.93,0.51,38.93,0.2,0.0,1.09,0.01,3.24,28.14,86.82,0.93,67.99,748.89,137.61,0.24,23-Jun-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
23-Jun-2020 - 00:00,9.23,25.64,14.63,5.26,19.89,7.41,6.84,0.48,41.07,0.17,0.02,1.25,0.05,2.32,29.15,83.98,0.98,72.81,748.92,144.1,0.0,24-Jun-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
24-Jun-2020 - 00:00,9.23,22.33,18.07,5.65,23.71,3.52,3.72,0.57,38.97,0.19,0.0,1.27,0.01,2.28,30.31,77.01,0.37,160.71,748.96,154.81,0.0,25-Jun-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
25-Jun-2020 - 00:00,9.23,22.61,25.95,11.63,36.01,3.63,4.26,0.76,23.51,0.29,0.0,1.5,0.02,5.02,27.72,91.47,0.31,200.12,748.59,57.33,0.07,26-Jun-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
26-Jun-2020 - 00:00,9.23,21.9,24.57,8.61,33.18,4.34,3.24,0.63,28.13,0.2,0.8,1.46,0.6,3.34,26.51,93.27,0.31,185.26,748.66,75.17,0.9,27-Jun-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
27-Jun-2020 - 00:00,9.23,25.97,27.76,9.38,37.07,1.96,3.49,0.68,33.69,0.22,1.37,1.43,1.02,4.53,28.91,81.48,0.18,230.78,749.06,180.77,0.0,28-Jun-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
28-Jun-2020 - 00:00,9.23,22.9,22.65,8.61,31.25,2.09,4.92,0.56,28.38,0.2,1.52,1.25,1.01,3.01,27.2,89.91,0.23,202.29,748.7,86.63,0.74,29-Jun-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
29-Jun-2020 - 00:00,9.01,20.43,20.5,7.78,28.28,2.59,3.93,0.66,32.46,0.27,1.63,1.46,1.02,3.27,26.67,93.32,0.51,71.31,748.64,71.87,0.56,30-Jun-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
30-Jun-2020 - 00:00,7.63,19.02,22.64,8.28,30.91,0.99,3.88,0.73,32.21,0.29,1.63,1.59,1.02,3.42,28.12,89.11,0.32,171.68,748.87,130.7,0.19,01-Jul-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
01-Jul-2020 - 00:00,7.52,19.3,31.65,13.51,45.14,0.9,2.94,1.05,23.84,0.44,1.63,27.86,1.04,6.59,30.41,81.69,0.21,193.51,749.04,176.51,0.0,02-Jul-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
02-Jul-2020 - 00:00,12.21,32.66,20.52,6.27,26.79,1.45,5.43,0.62,20.74,0.42,1.63,11.27,1.05,10.89,29.81,84.22,0.37,149.94,748.85,125.5,0.0,03-Jul-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
03-Jul-2020 - 00:00,15.75,18.46,13.09,4.71,17.79,9.33,3.12,0.52,42.65,0.21,1.63,1.49,1.01,1.41,28.42,89.57,0.64,74.98,748.32,204.03,1.25,04-Jul-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
04-Jul-2020 - 00:00,,15.99,22.31,10.58,31.29,5.42,4.95,0.73,25.9,0.31,1.56,1.58,0.99,4.61,,,,,749.0,,0.0,05-Jul-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
05-Jul-2020 - 00:00,,13.52,11.47,4.64,16.09,1.91,3.57,0.39,31.72,0.17,1.63,1.01,1.01,1.18,,,,,751.0,,0.0,06-Jul-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
06-Jul-2020 - 00:00,,8.81,10.05,4.43,14.48,3.11,3.27,0.38,24.47,0.17,1.63,2.04,1.01,1.99,28.19,87.34,1.12,83.7,751.57,51.22,0.02,07-Jul-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
07-Jul-2020 - 00:00,,13.99,11.95,4.45,16.39,3.08,6.73,0.4,23.28,0.29,1.63,3.64,1.03,7.06,28.0,91.51,0.77,92.87,752.69,85.24,0.15,08-Jul-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
08-Jul-2020 - 00:00,,19.69,27.74,13.71,41.45,3.01,4.26,0.93,26.67,0.32,1.49,1.92,0.95,5.47,29.59,85.83,0.3,176.74,752.89,138.14,0.62,09-Jul-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
09-Jul-2020 - 00:00,,13.19,26.25,15.5,41.74,1.19,4.9,0.76,19.46,0.14,1.05,0.63,0.93,2.31,26.02,97.45,0.51,216.69,752.55,47.6,0.23,10-Jul-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
10-Jul-2020 - 00:00,,9.88,17.52,6.79,24.3,2.62,4.57,0.5,22.05,0.17,1.63,1.57,1.01,2.7,26.65,96.19,0.24,191.76,752.65,73.94,0.41,11-Jul-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
11-Jul-2020 - 00:00,,12.85,16.05,6.24,22.29,5.24,2.6,0.46,27.39,0.12,1.63,1.04,1.0,1.84,27.96,90.95,0.26,221.16,752.82,118.41,0.01,12-Jul-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
12-Jul-2020 - 00:00,,2.07,13.62,5.15,18.76,3.27,3.79,0.39,31.88,0.12,1.63,1.17,1.0,1.43,28.92,88.53,0.31,179.07,752.95,152.38,0.05,13-Jul-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
13-Jul-2020 - 00:00,,17.5,11.81,3.87,15.69,5.83,3.93,0.38,35.23,0.13,1.63,1.24,1.01,1.46,27.35,90.55,0.52,132.8,752.64,72.98,0.01,14-Jul-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
14-Jul-2020 - 00:00,,27.09,12.42,4.5,16.91,3.26,4.61,0.38,39.62,0.14,1.63,1.33,1.01,1.8,29.09,84.51,0.58,112.38,753.02,171.1,0.0,15-Jul-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
15-Jul-2020 - 00:00,,28.06,8.22,3.42,11.65,3.97,3.27,0.3,37.57,0.12,1.43,1.1,0.99,0.28,29.87,80.04,0.86,92.93,752.29,164.44,0.0,16-Jul-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
16-Jul-2020 - 00:00,,32.5,7.54,3.55,11.09,4.7,3.32,0.34,36.09,0.35,1.63,3.15,1.0,1.11,30.38,76.93,0.82,96.05,750.04,177.05,0.0,17-Jul-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
17-Jul-2020 - 00:00,,27.87,7.74,3.61,11.21,2.04,2.92,0.34,39.4,0.33,1.61,2.91,0.99,1.27,30.78,74.46,0.76,96.33,750.06,182.32,0.0,18-Jul-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
18-Jul-2020 - 00:00,,38.11,9.76,4.07,13.55,1.31,3.45,0.43,35.96,0.37,1.6,3.13,0.98,1.88,30.63,79.36,0.53,97.65,751.38,118.33,0.0,19-Jul-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
19-Jul-2020 - 00:00,,30.93,11.92,5.46,17.38,3.16,2.84,0.43,23.03,0.34,1.63,3.09,1.0,2.03,27.16,92.05,0.3,216.43,752.56,49.89,0.76,20-Jul-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
20-Jul-2020 - 00:00,,18.2,14.3,6.08,20.37,5.52,2.51,0.43,17.71,0.36,1.64,3.17,1.01,2.86,25.69,96.81,0.38,182.08,752.51,37.05,1.6,21-Jul-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
21-Jul-2020 - 00:00,,24.32,17.96,7.43,25.39,2.24,2.72,0.57,15.04,0.41,1.63,3.38,1.01,4.31,26.84,94.41,0.19,215.5,752.7,86.48,0.02,22-Jul-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
22-Jul-2020 - 00:00,,24.01,17.11,7.14,24.24,1.55,2.83,0.51,21.57,0.37,1.72,3.51,1.04,4.62,29.16,85.1,0.18,226.13,753.08,187.25,0.01,23-Jul-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
23-Jul-2020 - 00:00,,25.03,13.27,5.0,18.27,3.22,4.26,0.39,39.68,0.36,1.63,3.62,1.01,2.94,27.46,88.97,0.36,143.21,752.88,135.38,0.34,24-Jul-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
24-Jul-2020 - 00:00,,27.21,11.38,4.54,15.91,4.34,3.17,0.43,38.46,0.38,1.63,3.6,1.01,2.93,27.03,94.24,0.46,98.54,752.68,81.18,1.54,25-Jul-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
