from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Toluene,Xylene,MP-Xylene,Eth-Benzene,WD,WS,AT,RH,RF,BP,SR,to date,station
10-Sep-2020 - 00:00,8.85,26.39,16.96,2.65,19.62,18.45,2.34,0.37,18.8,0.7,,,,,,,,,803.9,,11-Sep-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
11-Sep-2020 - 00:00,7.4,24.95,17.89,2.67,20.59,19.34,2.4,0.38,19.48,0.7,,,,,,,,,803.9,,12-Sep-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
12-Sep-2020 - 00:00,10.03,27.39,21.58,2.78,24.36,22.88,2.35,0.41,22.25,0.7,,,,,,,,,803.9,,13-Sep-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
13-Sep-2020 - 00:00,9.14,29.83,21.61,2.83,24.44,22.83,2.38,0.43,16.79,0.7,,,,,,,,,803.9,,14-Sep-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
14-Sep-2020 - 00:00,14.61,37.96,19.86,2.66,22.52,21.05,2.47,0.42,18.03,0.34,,,,,,,,,803.9,,15-Sep-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
15-Sep-2020 - 00:00,13.41,34.9,18.79,2.7,21.49,20.17,2.43,0.41,19.51,0.0,,,,,,,,,803.9,,16-Sep-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
16-Sep-2020 - 00:00,9.36,29.72,18.36,2.63,20.99,19.65,2.44,0.41,19.79,0.0,,,,,,,,,803.9,,17-Sep-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
17-Sep-2020 - 00:00,10.98,34.86,18.78,2.61,21.39,20.01,2.46,0.39,22.82,0.0,,,,,,,,,803.9,,18-Sep-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
18-Sep-2020 - 00:00,10.59,29.85,17.73,2.54,20.27,18.88,2.44,0.41,16.73,0.0,,,,,,,,,803.9,,19-Sep-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
19-Sep-2020 - 00:00,11.24,32.13,17.04,2.7,19.73,18.46,2.38,0.38,18.92,0.0,,,,,,,,,803.9,,20-Sep-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
20-Sep-2020 - 00:00,8.01,25.19,20.24,2.76,23.0,21.52,2.49,0.38,24.67,0.0,,,,,,,,,803.9,,21-Sep-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
21-Sep-2020 - 00:00,8.24,23.26,17.98,2.65,20.62,19.28,2.4,0.36,22.96,0.0,,,,,,,,,803.9,,22-Sep-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
22-Sep-2020 - 00:00,9.57,31.49,19.31,2.69,22.0,20.78,2.49,0.35,32.19,0.0,,,,,,,,,803.9,,23-Sep-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
23-Sep-2020 - 00:00,18.12,28.73,16.04,2.73,18.77,17.57,2.37,0.36,22.35,0.0,,,,,,,,,803.9,,24-Sep-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
24-Sep-2020 - 00:00,14.48,40.16,16.73,2.8,19.53,18.19,2.4,0.39,17.55,0.0,,,,,,,,,803.9,,25-Sep-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
25-Sep-2020 - 00:00,12.52,30.04,16.11,2.63,18.74,17.55,2.51,0.37,17.13,0.0,,,,,,,,,803.9,,26-Sep-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
26-Sep-2020 - 00:00,15.86,41.11,17.0,2.8,19.81,18.42,2.39,0.42,14.03,0.0,,,,,,,,,803.9,,27-Sep-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
27-Sep-2020 - 00:00,12.42,40.56,19.02,2.72,21.74,20.33,2.49,0.41,19.77,0.0,,,,,,,,,803.9,,28-Sep-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
28-Sep-2020 - 00:00,14.45,42.34,17.27,2.74,20.01,18.55,2.43,0.41,12.46,0.0,,,,,,,,,803.9,,29-Sep-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
29-Sep-2020 - 00:00,13.0,38.75,15.56,2.49,18.05,16.9,2.41,0.39,20.83,0.0,,,,,,,,,803.9,,30-Sep-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
30-Sep-2020 - 00:00,13.7,29.51,14.17,2.4,16.57,15.39,2.6,0.4,22.22,0.0,,,,,,,,,803.9,,01-Oct-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
01-Oct-2020 - 00:00,13.79,39.85,15.33,2.64,17.97,16.77,2.57,0.39,26.57,0.0,,,,,,,,,803.9,,02-Oct-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
02-Oct-2020 - 00:00,16.03,45.05,28.18,7.84,36.02,30.45,2.67,0.46,21.62,0.0,,,,,,,,,803.9,,03-Oct-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
03-Oct-2020 - 00:00,14.15,43.58,19.23,3.17,22.4,20.5,2.44,0.43,20.97,0.0,,,,,,,,,803.9,,04-Oct-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
04-Oct-2020 - 00:00,11.42,33.17,16.94,2.56,19.51,18.18,2.42,0.38,22.88,0.0,,,,,,,,,803.9,,05-Oct-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
05-Oct-2020 - 00:00,14.87,40.37,16.16,2.61,18.77,17.46,2.41,0.43,22.96,0.0,,,,,,,,,803.9,,06-Oct-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
06-Oct-2020 - 00:00,18.39,48.39,17.86,2.67,20.53,19.0,2.41,0.44,23.48,0.0,,,,,,,,,803.9,,07-Oct-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
07-Oct-2020 - 00:00,17.51,46.13,16.11,2.71,18.82,17.32,2.37,0.43,22.28,0.0,,,,,,,,,803.9,,08-Oct-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
08-Oct-2020 - 00:00,25.82,63.88,16.67,2.51,19.18,17.73,2.44,0.49,35.37,0.0,,,,,,,,,803.9,,09-Oct-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
09-Oct-2020 - 00:00,31.2,68.42,16.88,2.55,19.43,17.73,2.33,0.58,25.7,0.0,,,,,,,,,803.9,,10-Oct-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
10-Oct-2020 - 00:00,17.81,42.69,15.75,2.39,18.14,16.9,2.48,0.52,32.05,0.0,,,,,,,,,803.9,,11-Oct-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
11-Oct-2020 - 00:00,20.75,46.42,16.81,2.5,19.31,17.99,2.41,0.51,45.04,0.0,,,,,,,,,803.9,,12-Oct-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
12-Oct-2020 - 00:00,17.13,39.37,17.47,2.58,20.06,18.6,2.32,0.51,35.66,0.0,,,,,,,,,803.9,,13-Oct-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
13-Oct-2020 - 00:00,15.05,39.19,22.05,2.59,24.64,22.95,2.46,0.51,50.28,0.0,,,,,,,,,803.9,,14-Oct-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
14-Oct-2020 - 00:00,11.09,30.03,18.03,2.53,20.56,19.23,2.56,0.49,40.73,0.0,,,,,,,,,803.9,,15-Oct-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
15-Oct-2020 - 00:00,18.91,45.99,15.88,2.35,18.23,17.06,2.34,0.46,31.61,0.0,,,,,,,,,803.9,,16-Oct-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
16-Oct-2020 - 00:00,28.48,69.0,16.29,2.38,18.67,17.46,2.53,0.45,35.48,0.01,,,,,,,,,803.9,,17-Oct-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
17-Oct-2020 - 00:00,21.67,55.36,16.44,2.86,19.37,22.42,2.41,0.53,26.43,0.02,,,,,,,,,803.9,,18-Oct-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
18-Oct-2020 - 00:00,20.36,52.77,18.49,2.48,20.97,19.47,2.42,0.47,25.04,0.02,,,,,,,,,803.9,,19-Oct-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
19-Oct-2020 - 00:00,17.95,49.61,17.96,2.87,20.89,21.11,2.41,0.5,17.99,0.02,,,,,,,,,803.9,,20-Oct-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
20-Oct-2020 - 00:00,18.77,47.6,18.53,2.55,21.08,19.69,2.43,0.46,21.23,,,,,,,,,,803.9,,21-Oct-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
21-Oct-2020 - 00:00,17.35,42.3,18.18,2.49,20.68,19.34,2.34,0.5,25.09,,,,,,,,,,803.9,,22-Oct-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
22-Oct-2020 - 00:00,12.44,31.82,18.2,2.81,21.0,19.56,2.4,0.47,21.77,,,,,,,,,,803.9,,23-Oct-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
23-Oct-2020 - 00:00,16.83,36.49,22.8,2.85,25.64,23.84,2.26,0.46,23.34,,,,,,,,,,803.9,,24-Oct-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
24-Oct-2020 - 00:00,15.32,40.31,22.44,2.85,25.3,22.85,2.45,0.53,24.9,,,,,,,,,,803.9,,25-Oct-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
25-Oct-2020 - 00:00,18.17,40.35,20.44,2.58,23.03,21.12,2.42,0.47,28.73,,,,,,,,,,803.9,,26-Oct-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
26-Oct-2020 - 00:00,22.94,52.08,18.75,2.38,21.14,19.63,2.45,0.48,54.74,,,,,,,,,,803.9,,27-Oct-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
27-Oct-2020 - 00:00,39.62,80.56,18.21,2.33,20.54,18.87,2.62,0.59,62.78,,,,,,,,,,803.9,,28-Oct-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
28-Oct-2020 - 00:00,37.21,77.92,15.84,2.33,18.18,16.79,2.74,0.55,73.31,0.01,,,,,,,,,803.9,,29-Oct-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
29-Oct-2020 - 00:00,39.5,82.74,17.3,2.44,19.74,18.1,2.8,0.58,68.69,,,,,,,,,,803.9,,30-Oct-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
30-Oct-2020 - 00:00,41.31,86.0,15.85,2.23,18.08,16.76,3.18,0.6,72.07,,,,,,,,,,803.9,,31-Oct-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
31-Oct-2020 - 00:00,45.12,91.13,17.97,2.34,20.31,18.65,2.91,0.61,67.44,,,,,,,,,,803.9,,01-Nov-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
01-Nov-2020 - 00:00,49.45,99.79,16.84,2.28,19.14,17.68,2.79,0.57,68.52,,,,,,,,,,803.9,,02-Nov-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
02-Nov-2020 - 00:00,49.83,94.64,16.05,2.33,18.39,17.05,2.74,0.63,63.96,0.03,,,,,,,,,803.9,,03-Nov-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
03-Nov-2020 - 00:00,47.59,94.46,19.81,2.41,22.22,20.57,3.08,0.56,83.06,,,,,,,,,,803.9,,04-Nov-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
04-Nov-2020 - 00:00,43.57,83.12,17.5,2.42,19.92,18.6,2.54,0.54,66.26,,,,,,,,,,803.9,,05-Nov-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
05-Nov-2020 - 00:00,44.75,85.46,18.75,2.37,21.11,19.5,3.01,0.56,82.46,0.05,,,,,,,,,803.9,,06-Nov-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
06-Nov-2020 - 00:00,42.43,81.97,19.23,2.35,21.59,20.07,3.21,0.56,69.04,0.0,,,,,,,,,803.9,,07-Nov-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
07-Nov-2020 - 00:00,16.59,37.94,18.41,2.4,20.81,19.45,2.47,0.42,30.72,0.0,,,,,,,,,803.9,,08-Nov-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
08-Nov-2020 - 00:00,17.83,43.98,19.51,2.26,21.77,20.41,2.48,0.43,53.52,,,,,,,,,,803.9,,09-Nov-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
09-Nov-2020 - 00:00,45.71,77.44,19.28,2.31,21.58,20.06,2.49,0.61,71.98,0.02,,,,,,,,,803.9,,10-Nov-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
10-Nov-2020 - 00:00,40.49,77.54,23.63,2.28,25.91,23.84,3.94,0.55,94.46,,,,,,,,,,803.9,,11-Nov-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
11-Nov-2020 - 00:00,38.94,76.33,19.18,2.24,21.41,19.63,3.7,0.57,96.34,0.01,,,,,,,,,803.9,,12-Nov-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
12-Nov-2020 - 00:00,22.82,53.63,16.57,2.28,18.85,17.45,2.66,0.47,72.85,0.01,,,,,,,,,803.9,,13-Nov-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
13-Nov-2020 - 00:00,9.26,30.46,15.89,2.34,18.22,17.52,2.44,0.48,39.69,0.01,,,,,,,,,803.9,,14-Nov-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
14-Nov-2020 - 00:00,15.84,37.23,16.46,2.35,18.82,18.6,2.55,0.45,47.71,0.0,,,,,,,,,803.9,,15-Nov-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
15-Nov-2020 - 00:00,19.5,42.55,14.61,2.22,16.83,16.62,2.47,0.43,56.56,0.01,,,,,,,,,803.9,,16-Nov-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
16-Nov-2020 - 00:00,13.79,29.63,15.64,2.23,17.86,17.81,2.44,0.47,42.72,0.02,,,,,,,,,803.9,,17-Nov-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
17-Nov-2020 - 00:00,11.31,30.99,15.51,2.42,17.92,17.87,2.38,0.42,39.91,0.02,,,,,,,,,803.9,,18-Nov-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
18-Nov-2020 - 00:00,16.0,36.24,14.27,2.35,16.62,16.14,2.38,0.48,31.58,0.01,,,,,,,,,803.9,,19-Nov-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
19-Nov-2020 - 00:00,18.44,42.87,15.94,2.37,18.34,17.71,2.49,0.51,41.85,0.01,,,,,,,,,803.9,,20-Nov-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
20-Nov-2020 - 00:00,20.03,44.54,15.56,2.35,17.83,17.05,2.48,0.49,38.74,0.0,,,,,,,,,803.9,,21-Nov-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
21-Nov-2020 - 00:00,18.83,45.22,16.15,2.5,18.65,17.77,2.68,0.49,49.81,0.0,,,,,,,,,803.9,,22-Nov-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
22-Nov-2020 - 00:00,25.63,46.22,16.39,2.39,18.79,17.75,2.82,0.51,73.08,,,,,,,,,,803.9,,23-Nov-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
23-Nov-2020 - 00:00,26.46,52.7,14.1,2.43,16.53,15.78,2.71,0.44,68.13,0.0,,,,,,,,,803.9,,24-Nov-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
24-Nov-2020 - 00:00,30.26,55.13,15.05,2.22,17.27,16.91,2.87,0.55,76.28,0.0,,,,,,,,,803.9,,25-Nov-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
25-Nov-2020 - 00:00,36.76,66.33,15.4,2.29,17.69,17.36,2.76,0.5,87.78,0.0,,,,,,,,,803.9,,26-Nov-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
26-Nov-2020 - 00:00,21.81,42.12,14.84,2.43,17.29,16.58,2.61,0.53,58.2,0.0,,,,,,,,,803.9,,27-Nov-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
27-Nov-2020 - 00:00,14.35,33.42,11.75,2.25,13.99,13.59,2.78,0.42,69.74,0.0,,,,,,,,,803.9,,28-Nov-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
28-Nov-2020 - 00:00,10.89,30.26,11.78,2.23,14.0,13.6,2.57,0.44,56.55,0.0,,,,,,,,,803.9,,29-Nov-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
29-Nov-2020 - 00:00,16.87,41.59,11.7,2.29,13.99,13.66,2.46,0.43,57.5,0.0,,,,,,,,,803.9,,30-Nov-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
30-Nov-2020 - 00:00,13.47,35.17,11.66,2.34,14.0,13.69,2.46,0.43,62.58,0.0,,,,,,,,,803.9,,01-Dec-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
01-Dec-2020 - 00:00,16.12,49.27,13.16,2.25,15.41,15.12,2.31,0.45,84.97,0.0,,,,,,,,,803.9,,02-Dec-2020 - 00:00,"Kalyana Nagara, Chikkamagaluru - KSPCB"
