from date,PM10,PM2.5,NOx,CO,SO2,to date,station
10-Jul-2020 - 00:00,60.08,15.14,10.98,0.2,8.68,11-Jul-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
11-Jul-2020 - 00:00,59.43,15.05,10.85,0.2,8.68,12-Jul-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
12-Jul-2020 - 00:00,56.26,15.65,10.68,0.2,8.56,13-Jul-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
13-Jul-2020 - 00:00,56.2,15.65,10.65,0.2,8.52,14-Jul-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
14-Jul-2020 - 00:00,55.05,15.65,10.91,0.2,8.61,15-Jul-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
15-Jul-2020 - 00:00,54.93,16.23,11.0,0.2,8.39,16-Jul-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
16-Jul-2020 - 00:00,55.85,15.74,10.96,0.2,8.52,17-Jul-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
17-Jul-2020 - 00:00,59.99,19.12,10.9,0.2,8.46,18-Jul-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
18-Jul-2020 - 00:00,59.05,18.35,10.76,0.2,8.36,19-Jul-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
19-Jul-2020 - 00:00,56.34,16.15,10.45,0.2,8.62,20-Jul-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
20-Jul-2020 - 00:00,55.4,15.38,10.72,0.2,8.51,21-Jul-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
21-Jul-2020 - 00:00,55.88,15.75,10.84,0.2,8.65,22-Jul-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
22-Jul-2020 - 00:00,57.13,15.26,10.96,0.2,8.67,23-Jul-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
23-Jul-2020 - 00:00,54.89,11.99,10.95,0.2,8.38,24-Jul-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
24-Jul-2020 - 00:00,55.61,12.25,11.05,0.18,8.12,25-Jul-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
25-Jul-2020 - 00:00,54.69,12.55,11.03,0.16,8.48,26-Jul-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
26-Jul-2020 - 00:00,54.91,12.59,10.98,0.16,8.59,27-Jul-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
27-Jul-2020 - 00:00,59.65,13.85,10.88,0.16,8.43,28-Jul-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
28-Jul-2020 - 00:00,60.42,14.5,10.68,0.16,8.5,29-Jul-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
29-Jul-2020 - 00:00,55.92,13.3,11.04,0.16,8.32,30-Jul-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
30-Jul-2020 - 00:00,57.91,13.41,11.01,0.17,8.52,31-Jul-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
31-Jul-2020 - 00:00,58.44,14.36,11.03,0.18,8.36,01-Aug-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
01-Aug-2020 - 00:00,54.7,12.9,11.06,0.17,8.37,02-Aug-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
02-Aug-2020 - 00:00,53.41,12.07,11.04,0.16,8.43,03-Aug-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
03-Aug-2020 - 00:00,53.97,12.17,11.07,0.16,8.59,04-Aug-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
04-Aug-2020 - 00:00,51.33,11.68,11.01,0.16,8.33,05-Aug-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
05-Aug-2020 - 00:00,51.09,13.14,11.1,0.17,8.37,06-Aug-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
06-Aug-2020 - 00:00,54.05,15.63,11.04,0.18,8.51,07-Aug-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
07-Aug-2020 - 00:00,58.53,17.66,11.0,0.2,8.25,08-Aug-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
08-Aug-2020 - 00:00,59.03,17.21,11.06,0.19,8.47,09-Aug-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
09-Aug-2020 - 00:00,56.35,17.28,11.06,0.18,8.52,10-Aug-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
10-Aug-2020 - 00:00,57.32,18.48,11.1,0.18,8.41,11-Aug-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
11-Aug-2020 - 00:00,58.29,18.29,11.05,0.2,8.49,12-Aug-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
12-Aug-2020 - 00:00,53.2,17.03,11.01,0.2,8.67,13-Aug-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
13-Aug-2020 - 00:00,53.95,17.23,10.93,0.2,8.75,14-Aug-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
14-Aug-2020 - 00:00,54.34,17.64,10.95,0.2,8.61,15-Aug-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
15-Aug-2020 - 00:00,53.17,17.42,11.03,0.19,8.46,16-Aug-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
16-Aug-2020 - 00:00,51.84,16.8,11.03,0.18,8.56,17-Aug-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
17-Aug-2020 - 00:00,53.81,17.87,10.97,0.19,8.61,18-Aug-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
18-Aug-2020 - 00:00,54.87,18.04,10.91,0.2,8.59,19-Aug-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
19-Aug-2020 - 00:00,57.98,18.4,10.97,0.19,8.61,20-Aug-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
20-Aug-2020 - 00:00,56.9,18.26,10.99,0.19,8.54,21-Aug-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
21-Aug-2020 - 00:00,57.71,18.19,11.01,0.19,8.55,22-Aug-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
22-Aug-2020 - 00:00,60.02,17.88,10.95,0.2,8.65,23-Aug-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
23-Aug-2020 - 00:00,66.03,25.3,10.87,0.19,8.65,24-Aug-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
24-Aug-2020 - 00:00,64.46,19.15,10.64,0.21,8.86,25-Aug-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
25-Aug-2020 - 00:00,63.51,18.2,10.78,0.2,8.54,26-Aug-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
26-Aug-2020 - 00:00,59.79,17.89,10.95,0.19,8.49,27-Aug-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
27-Aug-2020 - 00:00,57.18,17.87,10.87,0.19,8.75,28-Aug-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
28-Aug-2020 - 00:00,56.67,18.08,10.44,0.2,9.01,29-Aug-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
29-Aug-2020 - 00:00,55.13,17.51,10.36,0.2,8.85,30-Aug-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
30-Aug-2020 - 00:00,56.41,17.5,10.56,0.2,8.94,31-Aug-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
31-Aug-2020 - 00:00,61.95,17.43,10.73,0.21,8.59,01-Sep-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
01-Sep-2020 - 00:00,59.37,17.14,10.77,0.2,8.57,02-Sep-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
02-Sep-2020 - 00:00,57.14,17.31,10.86,0.2,8.48,03-Sep-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
03-Sep-2020 - 00:00,55.69,17.21,10.49,0.2,8.72,04-Sep-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
04-Sep-2020 - 00:00,58.19,17.72,10.92,0.2,8.56,05-Sep-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
05-Sep-2020 - 00:00,59.61,17.72,10.65,0.2,8.5,06-Sep-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
06-Sep-2020 - 00:00,59.46,18.3,10.58,0.2,8.55,07-Sep-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
07-Sep-2020 - 00:00,60.0,18.69,10.45,0.2,8.65,08-Sep-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
08-Sep-2020 - 00:00,58.48,17.99,10.47,0.2,8.67,09-Sep-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
09-Sep-2020 - 00:00,58.85,18.14,10.63,0.2,8.55,10-Sep-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
10-Sep-2020 - 00:00,59.5,18.0,10.81,0.21,8.55,11-Sep-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
11-Sep-2020 - 00:00,62.66,18.93,10.59,0.21,8.55,12-Sep-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
12-Sep-2020 - 00:00,68.36,27.16,10.58,0.19,8.48,13-Sep-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
13-Sep-2020 - 00:00,61.36,19.48,10.69,0.29,8.68,14-Sep-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
14-Sep-2020 - 00:00,63.7,19.23,10.67,0.29,8.6,15-Sep-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
15-Sep-2020 - 00:00,73.88,34.08,10.74,0.29,8.67,16-Sep-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
16-Sep-2020 - 00:00,66.32,19.07,10.53,0.29,8.67,17-Sep-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
17-Sep-2020 - 00:00,63.39,20.13,10.48,0.29,8.55,18-Sep-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
18-Sep-2020 - 00:00,61.39,20.52,10.47,0.28,8.43,19-Sep-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
19-Sep-2020 - 00:00,60.97,20.06,10.77,0.29,8.68,20-Sep-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
20-Sep-2020 - 00:00,61.18,20.3,10.66,0.29,8.59,21-Sep-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
21-Sep-2020 - 00:00,59.42,18.48,10.74,0.28,8.44,22-Sep-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
22-Sep-2020 - 00:00,57.7,16.72,10.56,0.29,8.77,23-Sep-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
23-Sep-2020 - 00:00,58.13,17.16,9.71,0.3,9.02,24-Sep-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
24-Sep-2020 - 00:00,57.67,16.69,9.66,0.3,8.95,25-Sep-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
25-Sep-2020 - 00:00,58.43,17.47,10.07,0.3,9.01,26-Sep-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
26-Sep-2020 - 00:00,62.02,19.9,10.45,0.3,8.79,27-Sep-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
27-Sep-2020 - 00:00,76.6,33.51,6.22,0.33,9.8,28-Sep-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
28-Sep-2020 - 00:00,62.11,19.19,8.37,0.44,13.52,29-Sep-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
29-Sep-2020 - 00:00,77.13,34.64,12.59,0.48,14.74,30-Sep-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
30-Sep-2020 - 00:00,63.98,21.12,12.88,0.49,15.05,01-Oct-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
01-Oct-2020 - 00:00,63.39,20.52,12.91,0.49,15.08,02-Oct-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
02-Oct-2020 - 00:00,63.88,21.01,12.92,0.49,15.1,03-Oct-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
03-Oct-2020 - 00:00,64.64,21.8,13.1,0.5,15.34,04-Oct-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
04-Oct-2020 - 00:00,64.67,21.82,13.56,0.52,15.87,05-Oct-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
05-Oct-2020 - 00:00,64.96,22.12,13.79,0.53,16.12,06-Oct-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
06-Oct-2020 - 00:00,65.06,22.23,13.44,0.51,15.72,07-Oct-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
07-Oct-2020 - 00:00,65.18,22.35,13.62,0.52,15.92,08-Oct-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
08-Oct-2020 - 00:00,65.91,21.29,13.72,0.52,16.04,09-Oct-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
09-Oct-2020 - 00:00,70.92,21.66,9.46,0.37,10.98,10-Oct-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
10-Oct-2020 - 00:00,76.39,21.89,7.43,0.29,8.58,11-Oct-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
11-Oct-2020 - 00:00,76.49,21.87,7.32,0.28,8.44,12-Oct-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
12-Oct-2020 - 00:00,77.36,21.95,7.17,0.28,8.26,13-Oct-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
13-Oct-2020 - 00:00,73.26,21.51,7.12,0.28,8.21,14-Oct-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
14-Oct-2020 - 00:00,70.1,20.32,7.21,0.28,8.31,15-Oct-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
15-Oct-2020 - 00:00,69.09,19.54,7.21,0.28,8.3,16-Oct-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
16-Oct-2020 - 00:00,71.46,20.81,7.1,0.28,8.18,17-Oct-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
17-Oct-2020 - 00:00,73.94,21.51,7.24,0.28,8.35,18-Oct-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
18-Oct-2020 - 00:00,79.53,22.84,7.21,0.28,8.31,19-Oct-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
19-Oct-2020 - 00:00,78.18,29.8,7.11,0.28,8.19,20-Oct-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
20-Oct-2020 - 00:00,77.41,35.75,7.04,0.27,8.11,21-Oct-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
21-Oct-2020 - 00:00,54.7,17.35,7.2,0.28,8.3,22-Oct-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
22-Oct-2020 - 00:00,56.57,17.11,7.33,0.29,8.46,23-Oct-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
23-Oct-2020 - 00:00,62.65,18.45,7.31,0.28,8.43,24-Oct-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
24-Oct-2020 - 00:00,61.23,17.38,7.31,0.28,8.43,25-Oct-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
25-Oct-2020 - 00:00,59.75,16.7,7.2,0.28,8.3,26-Oct-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
26-Oct-2020 - 00:00,59.25,16.48,7.25,0.28,8.35,27-Oct-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
27-Oct-2020 - 00:00,60.67,16.59,7.21,0.28,8.31,28-Oct-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
28-Oct-2020 - 00:00,63.95,17.71,7.3,0.28,8.41,29-Oct-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
29-Oct-2020 - 00:00,65.06,18.21,7.08,0.28,8.15,30-Oct-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
30-Oct-2020 - 00:00,67.47,18.19,7.18,0.27,8.28,31-Oct-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
31-Oct-2020 - 00:00,66.32,18.02,7.16,0.26,8.25,01-Nov-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
01-Nov-2020 - 00:00,66.84,18.49,7.28,0.26,8.4,02-Nov-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
02-Nov-2020 - 00:00,69.84,17.86,7.22,0.26,8.32,03-Nov-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
03-Nov-2020 - 00:00,65.16,17.35,7.45,0.27,8.6,04-Nov-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
04-Nov-2020 - 00:00,68.53,17.21,7.23,0.26,8.34,05-Nov-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
05-Nov-2020 - 00:00,61.95,16.86,7.17,0.26,8.25,06-Nov-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
06-Nov-2020 - 00:00,65.62,17.56,7.37,0.27,8.5,07-Nov-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
07-Nov-2020 - 00:00,81.05,18.32,7.4,0.27,8.54,08-Nov-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
08-Nov-2020 - 00:00,77.35,19.11,7.36,0.27,8.49,09-Nov-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
09-Nov-2020 - 00:00,72.85,19.34,7.33,0.26,8.45,10-Nov-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
10-Nov-2020 - 00:00,76.52,19.6,7.2,0.26,8.28,11-Nov-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
11-Nov-2020 - 00:00,60.35,17.28,7.09,0.26,8.16,12-Nov-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
12-Nov-2020 - 00:00,56.76,16.58,7.21,0.26,8.31,13-Nov-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
13-Nov-2020 - 00:00,57.56,16.68,7.27,0.26,8.39,14-Nov-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
14-Nov-2020 - 00:00,60.19,17.24,7.32,0.26,8.42,15-Nov-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
15-Nov-2020 - 00:00,57.74,17.19,7.31,0.26,8.43,16-Nov-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
16-Nov-2020 - 00:00,55.27,16.62,7.33,0.27,8.46,17-Nov-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
17-Nov-2020 - 00:00,57.59,16.37,7.3,0.26,8.42,18-Nov-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
18-Nov-2020 - 00:00,58.72,16.75,7.41,0.27,8.55,19-Nov-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
19-Nov-2020 - 00:00,59.95,17.19,7.64,0.28,8.82,20-Nov-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
20-Nov-2020 - 00:00,62.75,17.15,7.54,0.27,8.71,21-Nov-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
21-Nov-2020 - 00:00,66.02,17.39,7.23,0.26,8.33,22-Nov-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
22-Nov-2020 - 00:00,71.36,17.72,7.07,0.25,8.15,23-Nov-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
23-Nov-2020 - 00:00,62.89,17.59,7.21,0.26,8.31,24-Nov-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
24-Nov-2020 - 00:00,75.01,18.52,7.38,0.27,8.52,25-Nov-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
25-Nov-2020 - 00:00,61.88,18.31,7.22,0.26,8.33,26-Nov-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
26-Nov-2020 - 00:00,62.76,18.26,7.08,0.26,8.16,27-Nov-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
27-Nov-2020 - 00:00,64.85,19.12,7.12,0.26,8.21,28-Nov-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
28-Nov-2020 - 00:00,65.59,18.09,7.4,0.27,8.54,29-Nov-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
29-Nov-2020 - 00:00,65.64,18.0,7.3,0.26,8.42,30-Nov-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
30-Nov-2020 - 00:00,65.1,18.23,7.46,0.27,8.61,01-Dec-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
01-Dec-2020 - 00:00,76.92,19.6,7.42,0.27,8.55,02-Dec-2020 - 00:00,"Bandhavgar Colony, Satna - Birla Cement"
