from date,PM2.5,PM10,RF,AT,SR,SO2,NO,NO2,NOx,NH3,CO,Ozone,Benzene,Toluene,Xylene,Temp,RH,BP,WD,WS,to date,station
14-Nov-2020 - 00:00,488.19,705.87,0.0,22.9,45.55,64.13,10.84,10.1,4.91,3.26,3.58,76.8,12.96,60.38,16.11,29.44,64.73,745.67,182.93,0.3,15-Nov-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
15-Nov-2020 - 00:00,292.0,405.6,0.01,22.82,49.35,19.84,10.48,4.1,3.82,1.84,1.85,55.46,7.14,21.6,5.25,29.25,68.34,745.16,79.56,0.3,16-Nov-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
16-Nov-2020 - 00:00,78.91,155.93,0.0,22.05,48.18,9.81,6.9,111.87,34.05,55.78,1.15,33.55,3.64,15.65,2.94,29.25,79.83,746.79,149.64,0.3,17-Nov-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
17-Nov-2020 - 00:00,80.97,184.22,0.0,22.27,62.75,17.51,3.44,106.06,59.01,92.88,1.15,46.17,6.03,34.68,7.21,29.15,70.6,745.25,232.31,0.3,18-Nov-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
18-Nov-2020 - 00:00,129.22,252.89,0.0,21.27,61.98,31.73,3.31,137.09,75.61,91.04,1.34,55.98,6.81,40.64,4.68,28.92,66.59,744.17,223.97,0.3,19-Nov-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
19-Nov-2020 - 00:00,149.77,278.4,0.0,20.65,61.45,28.31,3.09,135.52,74.44,84.62,1.34,49.21,5.84,33.81,5.1,28.38,62.9,744.55,246.91,0.3,20-Nov-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
20-Nov-2020 - 00:00,176.66,313.83,0.0,20.6,64.31,31.1,2.97,152.2,83.2,81.31,1.31,67.81,5.69,40.09,4.47,28.03,59.33,746.0,227.96,0.3,21-Nov-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
21-Nov-2020 - 00:00,111.27,253.28,0.0,19.72,65.23,36.08,3.43,129.65,71.35,61.78,1.29,65.12,6.81,30.19,4.52,28.2,54.83,746.4,230.83,0.3,22-Nov-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
22-Nov-2020 - 00:00,142.86,248.7,0.0,19.32,61.28,35.75,4.29,160.61,88.4,63.27,1.64,53.38,6.48,37.81,5.83,28.34,53.4,747.05,213.48,0.3,23-Nov-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
23-Nov-2020 - 00:00,223.53,409.36,0.0,19.27,54.75,28.07,7.92,226.4,123.5,86.36,4.08,70.6,13.25,79.3,18.61,29.47,58.95,747.46,145.68,0.3,24-Nov-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
24-Nov-2020 - 00:00,294.17,499.34,0.0,19.33,47.65,32.45,5.01,246.4,133.47,104.04,3.05,41.07,14.35,67.89,16.51,30.65,62.68,747.1,145.91,0.3,25-Nov-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
25-Nov-2020 - 00:00,298.74,471.19,0.0,19.6,31.77,29.76,3.31,180.39,98.23,107.73,1.97,27.06,9.99,39.82,6.91,29.37,69.78,747.45,165.15,0.3,26-Nov-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
26-Nov-2020 - 00:00,103.93,189.15,0.0,21.09,55.01,42.94,3.32,113.63,62.86,84.08,1.19,45.74,5.8,37.19,5.52,29.18,69.89,749.25,238.56,0.3,27-Nov-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
27-Nov-2020 - 00:00,89.65,197.55,0.0,21.1,62.4,30.42,3.36,132.61,72.97,75.33,1.15,38.33,5.89,38.79,5.01,29.24,64.04,750.91,226.72,0.3,28-Nov-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
28-Nov-2020 - 00:00,122.85,244.22,0.0,20.72,61.06,12.97,3.41,163.5,87.36,70.75,1.46,22.95,6.79,46.16,5.5,29.36,60.52,749.82,214.93,0.3,29-Nov-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
29-Nov-2020 - 00:00,168.57,322.55,0.0,20.03,58.76,25.23,5.61,180.81,99.73,75.29,2.68,70.1,11.89,64.78,10.28,29.49,60.22,748.68,213.85,0.3,30-Nov-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
30-Nov-2020 - 00:00,223.88,401.93,0.0,19.84,54.05,34.68,8.08,204.8,110.59,97.3,3.83,79.69,11.16,65.05,15.49,29.49,65.81,747.72,191.97,0.3,01-Dec-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
01-Dec-2020 - 00:00,344.0,521.0,0.0,16.9,13.0,30.75,3.1,221.55,116.1,120.8,7.8,,19.75,124.45,32.35,29.9,80.5,747.5,251.5,0.3,02-Dec-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
