from date,PM2.5,PM10,NO2,NOx,NO,NH3,SO2,CO,Ozone,Benzene,Eth-Benzene,MP-Xylene,Toluene,AT,SR,RH,RF,WS,WD,to date,station
21-Apr-2020 - 00:00,7.91,,6.3,14.08,7.77,38.51,6.86,0.56,81.8,0.8,0.0,0.06,0.0,34.48,505.1,61.16,0.0,3.28,170.57,22-Apr-2020 - 00:00,"Manali Village, Chennai - TNPCB"
22-Apr-2020 - 00:00,7.74,,7.45,13.78,6.32,34.16,7.11,0.6,79.16,0.74,0.0,0.18,0.0,34.52,479.11,61.93,0.0,2.44,179.35,23-Apr-2020 - 00:00,"Manali Village, Chennai - TNPCB"
23-Apr-2020 - 00:00,6.38,,11.73,15.32,8.52,28.29,7.03,0.59,76.84,0.65,0.0,0.09,0.0,34.56,539.51,62.05,0.0,6.25,182.55,24-Apr-2020 - 00:00,"Manali Village, Chennai - TNPCB"
24-Apr-2020 - 00:00,6.15,,8.9,13.26,4.37,11.88,6.88,0.6,81.66,0.58,0.0,0.0,0.0,34.73,447.67,62.05,0.0,6.91,186.81,25-Apr-2020 - 00:00,"Manali Village, Chennai - TNPCB"
25-Apr-2020 - 00:00,9.08,,9.22,11.98,2.77,6.13,6.99,0.67,90.38,0.6,0.0,0.19,0.0,34.73,420.03,61.86,0.0,8.03,183.98,26-Apr-2020 - 00:00,"Manali Village, Chennai - TNPCB"
26-Apr-2020 - 00:00,5.52,,10.67,9.92,6.67,14.17,7.17,0.73,88.55,0.6,0.0,0.0,0.0,34.84,326.64,62.03,0.0,7.16,185.51,27-Apr-2020 - 00:00,"Manali Village, Chennai - TNPCB"
27-Apr-2020 - 00:00,7.16,,8.12,16.63,9.03,21.67,6.95,0.65,83.64,0.66,0.0,0.0,0.0,34.71,380.87,62.03,0.0,5.78,177.94,28-Apr-2020 - 00:00,"Manali Village, Chennai - TNPCB"
28-Apr-2020 - 00:00,6.26,,5.55,12.51,6.96,15.95,6.82,0.61,87.87,0.71,0.0,0.0,0.0,34.61,462.91,62.04,0.0,4.88,171.57,29-Apr-2020 - 00:00,"Manali Village, Chennai - TNPCB"
29-Apr-2020 - 00:00,10.15,,6.22,10.86,4.65,11.54,6.91,0.65,86.46,0.71,0.0,0.0,0.0,34.66,429.7,61.26,0.0,3.9,173.49,30-Apr-2020 - 00:00,"Manali Village, Chennai - TNPCB"
30-Apr-2020 - 00:00,13.9,,8.74,14.28,7.02,10.86,6.74,0.73,85.6,0.67,0.0,0.2,0.0,34.72,412.62,62.07,0.0,3.72,175.3,01-May-2020 - 00:00,"Manali Village, Chennai - TNPCB"
01-May-2020 - 00:00,15.73,,8.98,11.51,2.53,5.68,6.92,0.72,100.13,0.71,0.0,0.0,0.0,34.62,482.39,61.63,0.0,2.98,184.9,02-May-2020 - 00:00,"Manali Village, Chennai - TNPCB"
02-May-2020 - 00:00,13.21,,8.3,10.72,2.42,2.9,6.92,0.73,94.02,0.68,0.0,0.0,0.0,34.68,446.8,62.02,0.0,2.37,174.48,03-May-2020 - 00:00,"Manali Village, Chennai - TNPCB"
03-May-2020 - 00:00,11.06,,7.69,11.14,3.43,2.48,7.03,0.72,94.65,0.66,0.0,0.0,0.0,34.65,482.68,62.05,0.0,1.81,177.37,04-May-2020 - 00:00,"Manali Village, Chennai - TNPCB"
04-May-2020 - 00:00,10.55,,8.16,11.17,3.02,7.32,7.05,0.72,85.85,0.58,0.0,0.31,0.0,34.65,494.4,62.02,0.0,4.56,181.63,05-May-2020 - 00:00,"Manali Village, Chennai - TNPCB"
05-May-2020 - 00:00,8.2,,6.95,10.89,3.94,4.46,7.01,0.7,89.43,0.53,0.0,0.0,0.0,34.69,473.09,61.74,0.0,15.55,173.92,06-May-2020 - 00:00,"Manali Village, Chennai - TNPCB"
06-May-2020 - 00:00,11.35,,8.08,12.27,4.19,20.61,7.12,0.75,95.39,0.57,0.0,0.0,0.0,34.71,438.19,62.05,0.0,9.44,178.44,07-May-2020 - 00:00,"Manali Village, Chennai - TNPCB"
07-May-2020 - 00:00,13.49,,6.92,10.16,3.52,13.84,7.01,0.76,91.91,0.54,0.0,0.0,0.0,34.69,413.86,61.78,0.0,7.57,172.5,08-May-2020 - 00:00,"Manali Village, Chennai - TNPCB"
08-May-2020 - 00:00,11.61,,8.38,10.61,2.25,4.13,6.99,0.78,96.36,0.56,0.0,0.0,0.0,34.71,461.73,61.62,0.0,7.3,176.31,09-May-2020 - 00:00,"Manali Village, Chennai - TNPCB"
09-May-2020 - 00:00,8.85,,7.18,10.02,2.84,2.66,7.05,0.8,101.65,0.64,0.0,0.0,0.0,34.7,494.4,61.81,0.0,7.2,172.72,10-May-2020 - 00:00,"Manali Village, Chennai - TNPCB"
10-May-2020 - 00:00,8.25,,6.55,11.46,4.92,2.21,7.01,0.82,107.24,0.72,0.0,0.0,0.0,34.71,474.92,62.06,0.0,9.44,162.83,11-May-2020 - 00:00,"Manali Village, Chennai - TNPCB"
11-May-2020 - 00:00,7.18,,5.01,10.38,5.37,1.45,6.97,0.82,90.54,0.58,0.0,0.0,0.0,34.78,430.97,62.05,0.0,10.13,154.06,12-May-2020 - 00:00,"Manali Village, Chennai - TNPCB"
12-May-2020 - 00:00,9.99,,5.85,11.43,5.58,0.65,6.97,0.85,89.78,0.55,0.0,0.26,0.0,34.87,365.34,62.1,0.0,9.28,153.04,13-May-2020 - 00:00,"Manali Village, Chennai - TNPCB"
13-May-2020 - 00:00,9.0,,7.04,12.0,4.96,3.6,7.0,0.88,90.54,0.54,0.0,0.0,0.0,34.73,484.42,60.93,0.0,8.82,174.72,14-May-2020 - 00:00,"Manali Village, Chennai - TNPCB"
14-May-2020 - 00:00,9.94,,5.77,12.95,7.19,16.52,7.18,0.87,90.35,0.54,0.0,0.0,0.0,34.82,412.98,62.05,0.0,7.9,139.0,15-May-2020 - 00:00,"Manali Village, Chennai - TNPCB"
15-May-2020 - 00:00,17.33,,5.43,23.89,18.46,39.68,7.12,0.87,82.53,0.5,0.0,0.0,0.0,34.79,433.82,62.03,0.0,8.66,78.44,16-May-2020 - 00:00,"Manali Village, Chennai - TNPCB"
16-May-2020 - 00:00,7.07,,3.33,17.06,13.72,41.73,6.95,0.85,72.74,0.43,0.0,0.0,0.0,34.83,405.35,61.74,0.0,9.14,76.6,17-May-2020 - 00:00,"Manali Village, Chennai - TNPCB"
17-May-2020 - 00:00,9.62,,3.62,25.56,19.27,44.99,7.06,0.86,76.55,0.51,0.0,0.0,0.0,34.82,374.36,61.76,0.0,9.2,106.45,18-May-2020 - 00:00,"Manali Village, Chennai - TNPCB"
18-May-2020 - 00:00,15.03,,8.06,23.51,16.83,46.49,7.03,0.95,70.92,0.47,0.0,0.0,0.0,34.93,289.88,60.42,0.0,5.57,149.71,19-May-2020 - 00:00,"Manali Village, Chennai - TNPCB"
19-May-2020 - 00:00,22.44,,14.5,29.44,14.95,49.22,7.1,1.03,68.09,0.39,0.0,0.31,0.0,34.82,366.85,58.45,0.0,12.35,190.02,20-May-2020 - 00:00,"Manali Village, Chennai - TNPCB"
20-May-2020 - 00:00,25.16,,14.2,26.58,12.39,45.15,7.14,1.06,80.92,0.44,0.0,1.42,0.0,34.66,400.89,58.3,0.0,8.54,185.73,21-May-2020 - 00:00,"Manali Village, Chennai - TNPCB"
21-May-2020 - 00:00,21.94,,16.41,27.89,11.48,41.57,7.24,1.0,83.31,0.4,0.0,0.88,0.0,34.47,431.82,59.07,0.0,5.68,194.89,22-May-2020 - 00:00,"Manali Village, Chennai - TNPCB"
22-May-2020 - 00:00,17.86,,15.09,27.39,12.3,38.54,7.27,0.96,92.97,0.45,0.0,0.58,0.0,34.37,432.06,60.95,0.0,8.55,183.42,23-May-2020 - 00:00,"Manali Village, Chennai - TNPCB"
23-May-2020 - 00:00,11.77,,14.37,23.41,13.03,40.71,7.3,0.79,87.79,0.35,0.0,0.28,0.34,34.31,451.86,61.86,0.0,4.73,180.11,24-May-2020 - 00:00,"Manali Village, Chennai - TNPCB"
24-May-2020 - 00:00,16.1,,12.41,24.69,12.27,41.58,7.2,0.91,91.19,0.45,0.0,0.0,0.0,34.34,441.48,61.98,0.0,3.25,171.88,25-May-2020 - 00:00,"Manali Village, Chennai - TNPCB"
25-May-2020 - 00:00,19.79,33.86,12.66,25.26,12.6,43.82,7.07,0.97,84.99,0.48,0.0,0.0,1.52,34.31,444.29,61.98,0.0,0.97,175.76,26-May-2020 - 00:00,"Manali Village, Chennai - TNPCB"
26-May-2020 - 00:00,17.25,338.46,12.3,24.56,12.26,44.25,7.27,0.99,83.93,0.42,0.0,0.0,0.0,34.27,439.71,61.94,0.0,0.54,173.32,27-May-2020 - 00:00,"Manali Village, Chennai - TNPCB"
27-May-2020 - 00:00,15.9,261.9,13.5,30.59,15.61,39.12,7.33,0.96,82.0,0.4,0.0,0.0,0.0,34.28,475.81,61.94,0.0,3.4,182.21,28-May-2020 - 00:00,"Manali Village, Chennai - TNPCB"
28-May-2020 - 00:00,21.21,,15.81,28.23,12.42,39.2,7.3,1.06,82.19,0.35,0.0,0.02,0.0,34.53,464.22,62.0,0.0,3.59,184.53,29-May-2020 - 00:00,"Manali Village, Chennai - TNPCB"
29-May-2020 - 00:00,20.82,,16.97,29.56,12.59,41.05,7.42,1.11,89.98,0.37,0.0,0.27,0.0,34.47,466.14,60.93,0.0,2.86,188.55,30-May-2020 - 00:00,"Manali Village, Chennai - TNPCB"
30-May-2020 - 00:00,22.54,,16.02,15.64,12.86,40.26,7.32,0.56,107.22,0.31,0.02,0.52,0.0,34.37,443.98,61.86,0.0,2.95,181.75,31-May-2020 - 00:00,"Manali Village, Chennai - TNPCB"
31-May-2020 - 00:00,13.48,127.81,14.07,13.41,12.74,41.94,6.95,0.49,71.55,0.33,0.0,0.0,0.0,34.3,496.15,61.95,0.0,2.98,183.33,01-Jun-2020 - 00:00,"Manali Village, Chennai - TNPCB"
01-Jun-2020 - 00:00,16.18,301.52,15.09,27.95,12.86,31.45,7.23,1.08,87.15,0.33,0.0,0.75,0.0,34.35,430.08,61.93,0.0,2.75,179.67,02-Jun-2020 - 00:00,"Manali Village, Chennai - TNPCB"
02-Jun-2020 - 00:00,9.19,23.18,13.45,25.52,20.73,0.06,7.74,1.06,101.4,0.29,0.0,0.0,0.0,34.88,268.26,62.01,0.0,4.56,194.54,03-Jun-2020 - 00:00,"Manali Village, Chennai - TNPCB"
03-Jun-2020 - 00:00,6.33,13.62,15.31,28.4,13.09,,8.07,1.26,119.88,0.0,0.0,0.0,0.0,35.57,370.74,60.58,0.0,4.61,203.39,04-Jun-2020 - 00:00,"Manali Village, Chennai - TNPCB"
04-Jun-2020 - 00:00,15.27,74.07,13.5,26.49,13.14,0.11,7.99,1.36,68.68,0.17,0.0,0.38,0.0,35.06,570.36,61.14,0.0,3.32,177.53,05-Jun-2020 - 00:00,"Manali Village, Chennai - TNPCB"
05-Jun-2020 - 00:00,8.69,29.85,13.74,34.33,19.33,0.06,6.95,1.22,77.69,0.25,0.0,0.0,0.0,34.68,424.39,60.68,0.0,3.02,190.57,06-Jun-2020 - 00:00,"Manali Village, Chennai - TNPCB"
06-Jun-2020 - 00:00,14.51,46.38,13.91,26.86,12.94,,6.92,1.25,90.64,0.32,0.0,0.19,0.0,34.68,427.31,60.74,0.0,3.51,181.01,07-Jun-2020 - 00:00,"Manali Village, Chennai - TNPCB"
07-Jun-2020 - 00:00,15.56,150.28,15.1,29.48,14.39,0.02,7.95,1.38,104.01,0.34,0.0,0.02,0.0,35.52,355.1,60.0,0.0,2.86,181.25,08-Jun-2020 - 00:00,"Manali Village, Chennai - TNPCB"
08-Jun-2020 - 00:00,13.97,63.19,16.25,32.93,16.69,0.06,8.05,1.25,72.65,0.17,0.0,0.59,0.17,35.31,343.0,59.34,0.0,2.89,172.93,09-Jun-2020 - 00:00,"Manali Village, Chennai - TNPCB"
09-Jun-2020 - 00:00,10.19,34.16,15.62,15.47,15.3,,6.97,0.43,94.29,0.19,0.0,1.68,0.0,34.66,232.44,60.07,0.0,2.14,184.42,10-Jun-2020 - 00:00,"Manali Village, Chennai - TNPCB"
10-Jun-2020 - 00:00,,,,0.0,,,,0.0,,0.37,0.0,2.37,0.0,34.79,124.74,61.44,0.0,1.3,171.69,11-Jun-2020 - 00:00,"Manali Village, Chennai - TNPCB"
11-Jun-2020 - 00:00,24.35,43.54,12.6,18.53,22.23,0.2,6.79,0.51,64.58,0.3,0.0,0.94,0.0,35.22,150.56,62.18,0.0,2.4,180.79,12-Jun-2020 - 00:00,"Manali Village, Chennai - TNPCB"
12-Jun-2020 - 00:00,8.29,26.9,17.06,31.06,18.27,41.69,6.97,1.08,73.27,0.27,0.0,4.5,0.0,35.45,286.47,60.63,0.0,2.8,206.84,13-Jun-2020 - 00:00,"Manali Village, Chennai - TNPCB"
13-Jun-2020 - 00:00,11.28,38.41,17.48,36.68,17.92,22.13,7.69,1.16,79.73,0.2,0.0,4.7,0.0,35.77,362.43,59.36,0.0,3.7,200.75,14-Jun-2020 - 00:00,"Manali Village, Chennai - TNPCB"
14-Jun-2020 - 00:00,11.62,54.46,14.85,28.81,13.95,15.87,7.79,1.08,83.18,0.17,0.0,0.3,0.0,35.59,439.0,60.11,0.0,3.92,189.44,15-Jun-2020 - 00:00,"Manali Village, Chennai - TNPCB"
15-Jun-2020 - 00:00,11.75,43.55,15.7,29.32,13.62,18.97,7.79,1.08,78.48,0.16,0.0,0.82,0.0,35.37,371.93,59.65,0.0,4.05,186.88,16-Jun-2020 - 00:00,"Manali Village, Chennai - TNPCB"
16-Jun-2020 - 00:00,14.89,43.64,14.59,36.99,18.35,26.53,7.1,1.08,86.57,0.28,0.0,0.97,0.0,34.91,373.98,59.99,0.0,10.88,195.31,17-Jun-2020 - 00:00,"Manali Village, Chennai - TNPCB"
17-Jun-2020 - 00:00,21.32,46.07,13.29,34.04,19.53,25.11,7.13,1.1,91.71,0.25,0.0,0.52,0.0,35.0,318.33,60.32,0.0,14.57,195.97,18-Jun-2020 - 00:00,"Manali Village, Chennai - TNPCB"
18-Jun-2020 - 00:00,22.6,38.72,15.87,37.21,21.36,25.53,6.92,1.15,82.98,0.2,0.0,0.81,0.0,34.95,313.44,60.0,0.0,11.9,191.82,19-Jun-2020 - 00:00,"Manali Village, Chennai - TNPCB"
19-Jun-2020 - 00:00,29.02,52.52,13.44,27.96,14.51,27.05,6.85,1.05,89.96,0.27,0.0,0.7,0.0,34.75,425.35,60.13,0.0,5.59,183.39,20-Jun-2020 - 00:00,"Manali Village, Chennai - TNPCB"
20-Jun-2020 - 00:00,24.31,49.69,13.7,27.82,14.12,26.07,6.9,0.99,89.73,0.29,0.0,0.05,0.0,34.88,307.32,60.65,0.0,5.57,179.49,21-Jun-2020 - 00:00,"Manali Village, Chennai - TNPCB"
21-Jun-2020 - 00:00,32.35,56.77,10.66,24.75,14.09,26.19,6.74,1.0,91.09,0.31,0.0,0.0,0.0,34.94,252.57,60.66,0.0,5.55,158.13,22-Jun-2020 - 00:00,"Manali Village, Chennai - TNPCB"
22-Jun-2020 - 00:00,16.31,33.45,12.76,30.37,17.6,25.82,6.77,1.01,85.13,0.29,0.0,0.0,0.0,34.76,403.16,61.0,0.0,8.34,188.3,23-Jun-2020 - 00:00,"Manali Village, Chennai - TNPCB"
23-Jun-2020 - 00:00,11.55,24.29,12.82,26.4,13.57,25.05,6.74,0.97,77.59,0.26,0.0,0.0,0.0,34.74,428.79,60.96,0.0,8.67,186.1,24-Jun-2020 - 00:00,"Manali Village, Chennai - TNPCB"
24-Jun-2020 - 00:00,15.04,31.6,13.56,26.75,13.18,25.11,6.86,1.01,77.42,0.24,0.0,0.0,0.0,34.71,459.31,61.83,0.0,3.95,174.84,25-Jun-2020 - 00:00,"Manali Village, Chennai - TNPCB"
25-Jun-2020 - 00:00,13.73,35.23,11.06,29.62,15.5,24.5,6.98,1.06,91.44,0.31,0.0,0.0,0.0,34.98,254.59,62.11,0.0,3.42,170.94,26-Jun-2020 - 00:00,"Manali Village, Chennai - TNPCB"
26-Jun-2020 - 00:00,16.39,38.31,11.01,23.74,12.72,24.69,6.82,1.07,82.33,0.29,0.0,0.0,0.0,34.73,440.25,62.07,0.0,3.05,179.07,27-Jun-2020 - 00:00,"Manali Village, Chennai - TNPCB"
27-Jun-2020 - 00:00,14.87,42.29,12.04,24.34,12.37,22.98,6.73,0.71,81.05,0.26,0.0,0.0,0.0,34.79,428.99,62.05,0.0,6.01,172.91,28-Jun-2020 - 00:00,"Manali Village, Chennai - TNPCB"
28-Jun-2020 - 00:00,12.75,42.09,12.43,25.2,16.39,23.02,7.09,0.45,87.57,0.27,0.0,0.0,0.0,34.94,279.41,62.08,0.0,4.74,178.09,29-Jun-2020 - 00:00,"Manali Village, Chennai - TNPCB"
29-Jun-2020 - 00:00,8.4,23.84,11.44,28.01,17.34,23.87,6.93,0.51,85.46,0.29,0.0,0.0,0.0,34.86,401.96,62.03,0.0,3.31,184.34,30-Jun-2020 - 00:00,"Manali Village, Chennai - TNPCB"
30-Jun-2020 - 00:00,8.4,29.7,12.02,25.42,13.4,23.8,6.82,0.46,77.73,0.24,0.0,0.0,0.0,34.7,456.16,61.85,0.0,3.21,176.78,01-Jul-2020 - 00:00,"Manali Village, Chennai - TNPCB"
01-Jul-2020 - 00:00,12.56,32.22,11.8,25.37,13.57,24.0,6.79,0.52,76.54,0.26,0.0,0.0,0.0,35.04,189.94,62.09,0.0,3.54,191.65,02-Jul-2020 - 00:00,"Manali Village, Chennai - TNPCB"
02-Jul-2020 - 00:00,9.82,54.46,10.95,24.68,13.73,24.46,6.75,0.56,104.84,0.32,0.0,0.0,0.0,35.23,,62.08,0.0,2.28,193.64,03-Jul-2020 - 00:00,"Manali Village, Chennai - TNPCB"
03-Jul-2020 - 00:00,2.87,1.65,10.29,27.09,16.82,64.28,7.39,0.67,43.45,0.13,0.0,0.0,0.0,,,,0.0,,,04-Jul-2020 - 00:00,"Manali Village, Chennai - TNPCB"
04-Jul-2020 - 00:00,6.99,25.88,12.2,28.11,15.9,33.42,7.05,0.57,61.84,0.17,0.0,0.0,0.0,34.31,289.5,61.16,0.0,1.41,192.26,05-Jul-2020 - 00:00,"Manali Village, Chennai - TNPCB"
05-Jul-2020 - 00:00,12.45,40.74,11.13,25.76,14.63,29.58,7.2,0.56,65.25,0.0,0.0,0.0,0.0,34.99,200.78,62.1,0.0,1.36,202.05,06-Jul-2020 - 00:00,"Manali Village, Chennai - TNPCB"
06-Jul-2020 - 00:00,16.58,61.86,13.57,25.61,12.05,36.24,7.19,0.6,59.37,0.0,0.0,0.0,0.0,34.89,235.21,62.11,0.0,1.47,197.31,07-Jul-2020 - 00:00,"Manali Village, Chennai - TNPCB"
07-Jul-2020 - 00:00,14.49,78.05,15.83,22.77,6.94,29.13,7.54,0.58,70.11,0.0,0.0,0.0,0.0,34.78,477.44,60.83,0.0,1.52,193.88,08-Jul-2020 - 00:00,"Manali Village, Chennai - TNPCB"
08-Jul-2020 - 00:00,14.94,32.31,18.29,32.43,13.33,46.15,8.03,0.72,53.77,0.0,0.0,0.0,0.0,34.35,535.49,60.27,0.0,1.27,191.98,09-Jul-2020 - 00:00,"Manali Village, Chennai - TNPCB"
09-Jul-2020 - 00:00,8.71,48.07,15.5,30.45,7.88,45.05,3.74,0.24,79.45,0.0,0.0,0.0,0.0,34.85,428.96,61.89,0.0,1.41,175.64,10-Jul-2020 - 00:00,"Manali Village, Chennai - TNPCB"
10-Jul-2020 - 00:00,6.52,16.52,13.13,15.8,3.65,16.93,2.07,0.13,78.91,0.0,0.0,0.0,0.0,34.49,85.22,61.99,0.0,2.87,191.73,11-Jul-2020 - 00:00,"Manali Village, Chennai - TNPCB"
11-Jul-2020 - 00:00,12.74,29.01,17.6,21.06,4.42,16.9,4.19,0.25,67.06,0.0,0.0,0.0,0.0,33.44,,61.48,0.0,4.49,193.32,12-Jul-2020 - 00:00,"Manali Village, Chennai - TNPCB"
12-Jul-2020 - 00:00,12.1,23.81,16.41,20.68,5.1,5.4,4.34,0.15,76.42,0.0,0.0,0.0,0.0,33.44,,61.46,0.0,3.05,174.28,13-Jul-2020 - 00:00,"Manali Village, Chennai - TNPCB"
13-Jul-2020 - 00:00,13.57,31.69,17.91,23.74,7.4,5.91,4.35,0.27,69.72,0.0,0.0,0.0,0.0,32.96,898.79,60.85,0.01,3.01,191.91,14-Jul-2020 - 00:00,"Manali Village, Chennai - TNPCB"
14-Jul-2020 - 00:00,13.64,36.32,14.14,20.98,7.08,15.44,5.36,0.47,59.73,0.0,0.0,0.0,0.0,31.2,779.88,56.92,0.0,3.24,130.64,15-Jul-2020 - 00:00,"Manali Village, Chennai - TNPCB"
15-Jul-2020 - 00:00,20.58,42.82,16.46,20.53,4.06,6.27,4.38,0.37,70.05,0.0,0.0,0.0,0.0,32.93,439.72,60.56,0.0,3.71,195.96,16-Jul-2020 - 00:00,"Manali Village, Chennai - TNPCB"
16-Jul-2020 - 00:00,21.57,35.82,16.07,21.27,5.2,3.45,4.39,0.5,71.1,0.0,0.0,0.0,0.0,33.82,178.19,61.81,0.0,3.83,198.44,17-Jul-2020 - 00:00,"Manali Village, Chennai - TNPCB"
17-Jul-2020 - 00:00,14.02,27.51,14.82,22.26,7.29,35.64,4.27,0.4,65.26,0.0,0.0,0.0,0.0,33.64,179.37,61.68,0.0,4.08,192.59,18-Jul-2020 - 00:00,"Manali Village, Chennai - TNPCB"
18-Jul-2020 - 00:00,26.12,53.78,14.86,19.05,4.2,0.37,4.33,0.44,75.76,0.0,0.0,0.0,0.0,33.87,177.62,61.82,0.0,5.63,185.43,19-Jul-2020 - 00:00,"Manali Village, Chennai - TNPCB"
19-Jul-2020 - 00:00,23.92,52.38,13.1,17.13,4.04,0.29,4.3,0.36,79.45,0.0,0.0,0.0,0.0,33.65,178.97,61.69,0.0,7.06,185.87,20-Jul-2020 - 00:00,"Manali Village, Chennai - TNPCB"
20-Jul-2020 - 00:00,13.89,28.03,13.32,20.73,7.37,16.78,4.32,0.37,71.02,0.0,0.0,0.0,0.0,33.18,175.88,60.76,0.0,8.14,190.15,21-Jul-2020 - 00:00,"Manali Village, Chennai - TNPCB"
21-Jul-2020 - 00:00,11.99,34.96,8.25,11.47,3.22,22.36,3.88,0.27,67.75,0.0,0.0,0.0,0.0,33.0,179.84,60.93,0.0,9.53,168.61,22-Jul-2020 - 00:00,"Manali Village, Chennai - TNPCB"
22-Jul-2020 - 00:00,14.58,33.51,10.36,13.62,3.26,22.94,3.97,0.28,78.4,0.0,0.0,0.0,0.0,33.53,180.02,61.66,0.0,10.15,184.0,23-Jul-2020 - 00:00,"Manali Village, Chennai - TNPCB"
23-Jul-2020 - 00:00,14.58,38.12,10.99,13.86,2.88,12.86,4.17,0.38,82.7,0.0,0.0,0.0,0.0,33.73,178.15,61.71,0.0,11.38,183.78,24-Jul-2020 - 00:00,"Manali Village, Chennai - TNPCB"
24-Jul-2020 - 00:00,17.63,36.46,10.43,12.77,2.34,13.01,4.08,0.37,92.03,0.0,0.0,0.0,0.0,33.53,178.46,61.66,0.0,17.77,187.9,25-Jul-2020 - 00:00,"Manali Village, Chennai - TNPCB"
25-Jul-2020 - 00:00,16.42,36.21,12.21,15.34,3.13,13.11,5.42,0.44,103.54,0.0,0.0,0.0,0.0,33.54,179.49,61.59,0.0,15.09,170.21,26-Jul-2020 - 00:00,"Manali Village, Chennai - TNPCB"
26-Jul-2020 - 00:00,10.15,30.28,8.3,10.98,2.68,10.22,4.25,0.41,95.66,0.0,0.0,0.0,0.0,33.6,178.98,61.38,0.0,15.47,177.57,27-Jul-2020 - 00:00,"Manali Village, Chennai - TNPCB"
27-Jul-2020 - 00:00,9.92,28.62,7.74,11.67,4.06,12.65,4.25,0.45,88.77,0.0,0.0,0.0,0.0,33.67,177.7,60.82,0.0,15.62,157.1,28-Jul-2020 - 00:00,"Manali Village, Chennai - TNPCB"
28-Jul-2020 - 00:00,18.78,37.06,13.68,23.51,10.3,3.97,4.81,0.62,86.69,0.0,0.0,0.0,0.0,33.79,175.75,60.88,0.0,15.23,176.68,29-Jul-2020 - 00:00,"Manali Village, Chennai - TNPCB"
29-Jul-2020 - 00:00,64.28,100.84,16.24,30.3,14.05,0.96,4.94,0.88,84.54,0.0,0.0,0.0,0.0,33.91,173.98,61.94,0.0,14.77,185.48,30-Jul-2020 - 00:00,"Manali Village, Chennai - TNPCB"
30-Jul-2020 - 00:00,19.42,102.49,9.96,18.95,9.42,12.22,4.43,0.73,65.82,0.0,0.0,0.0,0.0,33.26,175.13,60.61,0.0,15.16,173.95,31-Jul-2020 - 00:00,"Manali Village, Chennai - TNPCB"
31-Jul-2020 - 00:00,13.98,44.78,9.61,14.6,4.99,6.67,4.25,0.62,67.0,0.0,0.0,0.0,0.0,33.71,176.55,61.25,0.0,16.36,184.87,01-Aug-2020 - 00:00,"Manali Village, Chennai - TNPCB"
01-Aug-2020 - 00:00,11.85,27.93,10.39,19.12,8.75,16.18,3.92,0.64,64.93,0.0,0.0,0.0,0.0,33.62,177.94,61.67,0.0,15.82,186.31,02-Aug-2020 - 00:00,"Manali Village, Chennai - TNPCB"
02-Aug-2020 - 00:00,6.69,18.02,11.83,22.39,10.56,13.49,3.8,0.53,66.3,0.0,0.0,0.0,0.0,33.56,177.81,60.21,0.0,16.61,198.25,03-Aug-2020 - 00:00,"Manali Village, Chennai - TNPCB"
03-Aug-2020 - 00:00,11.37,23.39,10.68,18.23,7.55,11.31,4.01,0.72,56.66,0.0,0.0,0.0,0.0,33.53,178.34,61.59,0.0,17.85,197.21,04-Aug-2020 - 00:00,"Manali Village, Chennai - TNPCB"
04-Aug-2020 - 00:00,14.98,34.51,12.62,18.33,5.71,10.9,3.92,0.72,53.35,0.0,0.0,0.08,0.0,33.42,179.76,60.28,0.0,17.65,201.54,05-Aug-2020 - 00:00,"Manali Village, Chennai - TNPCB"
05-Aug-2020 - 00:00,11.62,28.99,13.73,24.02,10.15,20.52,6.77,0.65,51.07,0.0,0.0,0.0,0.0,33.49,179.39,59.31,0.0,17.61,200.09,06-Aug-2020 - 00:00,"Manali Village, Chennai - TNPCB"
06-Aug-2020 - 00:00,10.48,50.61,12.28,20.35,9.12,19.08,4.4,0.8,47.87,0.0,0.0,0.0,0.0,33.61,176.94,60.28,0.0,17.6,185.82,07-Aug-2020 - 00:00,"Manali Village, Chennai - TNPCB"
07-Aug-2020 - 00:00,15.18,50.21,10.11,15.66,5.55,14.83,3.99,0.74,68.37,0.0,0.0,0.0,0.0,33.37,179.69,60.52,0.0,19.39,189.03,08-Aug-2020 - 00:00,"Manali Village, Chennai - TNPCB"
08-Aug-2020 - 00:00,14.57,48.58,9.22,15.73,6.51,15.42,3.75,0.71,67.75,0.0,0.0,0.0,0.0,33.35,179.95,60.2,0.0,19.67,182.24,09-Aug-2020 - 00:00,"Manali Village, Chennai - TNPCB"
09-Aug-2020 - 00:00,8.4,16.39,10.95,19.04,18.06,18.87,3.69,0.59,61.83,0.0,0.0,0.0,0.0,33.24,180.16,61.48,0.0,18.78,199.02,10-Aug-2020 - 00:00,"Manali Village, Chennai - TNPCB"
10-Aug-2020 - 00:00,16.88,44.42,9.47,15.52,6.05,14.73,3.98,0.68,52.39,0.0,0.0,0.0,0.0,33.32,178.65,60.74,0.0,19.63,187.96,11-Aug-2020 - 00:00,"Manali Village, Chennai - TNPCB"
11-Aug-2020 - 00:00,14.28,38.67,9.2,16.06,6.86,13.83,3.9,0.81,60.83,0.0,0.0,0.0,0.0,33.15,181.46,60.77,0.0,19.5,182.7,12-Aug-2020 - 00:00,"Manali Village, Chennai - TNPCB"
