from date,NO2,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Temp,WS,WD,RH,to date,station
23-May-2020 - 00:00,11.27,4.67,8.36,0.56,43.85,13.43,52.11,0.12,22.46,0.92,,58.86,24-May-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
24-May-2020 - 00:00,11.35,5.46,5.65,0.56,29.8,14.92,49.54,0.11,22.51,1.02,,72.51,25-May-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
25-May-2020 - 00:00,14.37,6.08,8.5,0.5,34.03,14.76,49.91,0.14,22.51,0.89,92.5,68.59,26-May-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
26-May-2020 - 00:00,12.86,6.04,8.21,0.78,35.44,12.69,40.29,0.1,22.52,0.96,90.2,71.5,27-May-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
27-May-2020 - 00:00,16.4,6.29,8.92,0.53,23.17,14.41,45.22,0.09,22.33,0.89,90.33,79.68,28-May-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
28-May-2020 - 00:00,13.08,6.14,9.33,0.17,27.51,12.46,48.0,0.1,22.56,1.07,,73.28,29-May-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
29-May-2020 - 00:00,15.42,5.83,9.43,0.64,29.53,9.3,38.52,0.1,22.5,1.0,76.7,74.22,30-May-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
30-May-2020 - 00:00,14.4,6.24,9.52,0.31,24.85,9.0,30.97,0.07,22.31,0.8,89.62,75.09,31-May-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
31-May-2020 - 00:00,14.87,6.17,8.93,1.59,26.19,21.08,57.67,0.14,22.48,0.68,94.0,69.55,01-Jun-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
01-Jun-2020 - 00:00,12.09,4.71,7.51,0.73,21.62,3.43,20.67,0.09,22.37,0.97,,70.82,02-Jun-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
02-Jun-2020 - 00:00,11.07,4.08,7.61,0.57,15.49,3.58,14.38,0.07,22.42,0.98,,73.62,03-Jun-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
03-Jun-2020 - 00:00,9.57,3.64,8.68,1.04,17.83,16.93,20.15,0.06,22.6,1.25,,73.0,04-Jun-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
04-Jun-2020 - 00:00,10.73,3.64,8.01,0.86,14.83,16.54,33.19,0.07,22.45,1.03,96.0,74.55,05-Jun-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
05-Jun-2020 - 00:00,10.41,3.89,6.91,0.55,17.79,15.15,33.86,0.07,22.47,1.12,,69.23,06-Jun-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
06-Jun-2020 - 00:00,11.56,3.9,8.03,0.74,16.82,21.41,45.51,0.08,22.5,1.14,,74.45,07-Jun-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
07-Jun-2020 - 00:00,9.88,4.01,8.15,0.23,13.56,20.75,50.57,0.06,22.61,1.15,,72.9,08-Jun-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
08-Jun-2020 - 00:00,10.27,4.02,9.89,0.68,16.07,23.61,53.59,0.07,22.62,1.23,,64.32,09-Jun-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
09-Jun-2020 - 00:00,10.75,4.04,8.84,0.43,15.68,22.81,60.1,0.09,22.53,1.24,,68.98,10-Jun-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
10-Jun-2020 - 00:00,10.86,4.3,9.78,0.38,12.78,16.7,41.32,0.06,22.74,1.28,,73.84,11-Jun-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
11-Jun-2020 - 00:00,10.58,3.88,7.48,0.95,11.77,16.86,34.94,0.06,22.59,1.55,,76.82,12-Jun-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
12-Jun-2020 - 00:00,10.22,4.53,12.4,0.68,14.44,18.04,38.85,0.07,22.48,1.71,,72.42,13-Jun-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
13-Jun-2020 - 00:00,10.6,4.61,11.07,0.99,13.0,18.09,38.83,0.07,22.42,1.22,,78.51,14-Jun-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
14-Jun-2020 - 00:00,9.04,3.99,11.11,0.47,12.3,15.84,36.05,0.04,22.4,1.64,,76.19,15-Jun-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
15-Jun-2020 - 00:00,9.91,3.72,11.6,0.8,13.23,17.01,40.54,0.08,22.28,1.52,,71.8,16-Jun-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
16-Jun-2020 - 00:00,9.91,3.77,11.98,0.75,11.99,18.69,48.71,0.08,22.32,1.19,,76.96,17-Jun-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
17-Jun-2020 - 00:00,10.39,3.86,11.83,0.85,10.12,20.98,55.73,0.06,22.35,1.25,,78.27,18-Jun-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
18-Jun-2020 - 00:00,10.42,3.72,11.42,1.34,9.92,19.33,54.8,0.07,22.35,1.31,,77.48,19-Jun-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
19-Jun-2020 - 00:00,10.36,3.77,12.39,0.93,10.1,23.44,61.75,0.11,22.34,1.41,,73.12,20-Jun-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
20-Jun-2020 - 00:00,10.31,3.77,12.08,0.44,12.09,20.74,52.77,0.09,22.43,1.39,,69.78,21-Jun-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
21-Jun-2020 - 00:00,9.0,3.75,11.66,0.77,11.36,19.69,47.39,0.07,22.37,1.36,,75.0,22-Jun-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
22-Jun-2020 - 00:00,11.08,3.88,11.32,0.33,10.19,16.76,41.45,0.08,22.37,1.37,,76.49,23-Jun-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
23-Jun-2020 - 00:00,10.35,3.59,11.41,0.45,15.47,25.67,54.71,0.08,22.41,1.29,,69.0,24-Jun-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
24-Jun-2020 - 00:00,11.04,4.14,9.76,0.43,14.81,23.63,57.0,0.08,22.54,0.81,99.0,74.25,25-Jun-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
25-Jun-2020 - 00:00,18.62,6.21,12.0,0.54,18.48,22.88,43.71,0.04,21.86,0.7,80.9,79.73,26-Jun-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
26-Jun-2020 - 00:00,12.65,5.46,7.74,0.29,9.97,17.76,34.08,0.04,22.84,0.63,87.0,82.5,27-Jun-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
27-Jun-2020 - 00:00,12.86,4.24,8.17,0.36,12.22,16.99,33.88,0.06,22.42,0.78,77.83,76.16,28-Jun-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
28-Jun-2020 - 00:00,9.52,4.41,7.69,0.42,14.31,15.44,28.96,0.03,22.37,0.92,,75.66,29-Jun-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
29-Jun-2020 - 00:00,11.44,4.57,7.43,0.34,11.66,18.08,26.87,0.04,22.37,0.78,84.0,78.14,30-Jun-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
30-Jun-2020 - 00:00,10.01,4.24,7.4,0.32,10.87,14.46,30.43,0.05,22.4,1.07,,75.73,01-Jul-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
01-Jul-2020 - 00:00,9.72,3.72,6.77,0.34,11.66,18.19,35.62,0.05,22.46,1.24,,72.27,02-Jul-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
02-Jul-2020 - 00:00,11.27,3.98,8.44,0.21,7.16,15.18,29.47,0.08,23.67,1.04,100.0,81.73,03-Jul-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
03-Jul-2020 - 00:00,10.63,3.78,9.35,0.27,9.08,14.1,26.41,0.06,24.31,1.36,,79.81,04-Jul-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
04-Jul-2020 - 00:00,9.75,3.86,10.16,0.29,9.85,16.11,34.17,0.05,24.28,1.45,,77.65,05-Jul-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
05-Jul-2020 - 00:00,7.94,3.92,10.62,0.28,9.65,18.42,40.8,0.03,24.35,1.13,,78.8,06-Jul-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
06-Jul-2020 - 00:00,9.43,3.75,9.63,0.28,9.69,19.61,50.04,0.06,23.89,1.29,,77.55,07-Jul-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
07-Jul-2020 - 00:00,11.0,3.98,9.05,0.26,8.86,25.93,46.62,0.14,23.92,1.27,,75.63,08-Jul-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
08-Jul-2020 - 00:00,9.67,3.8,9.98,0.25,8.66,15.61,32.85,0.08,24.44,1.12,,79.46,09-Jul-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
09-Jul-2020 - 00:00,9.53,4.54,9.84,0.22,7.59,14.7,27.97,0.06,24.49,0.89,,81.38,10-Jul-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
10-Jul-2020 - 00:00,10.71,5.46,10.06,0.18,6.16,17.31,30.51,0.08,24.57,0.88,,81.65,11-Jul-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
11-Jul-2020 - 00:00,10.28,4.27,10.79,0.3,10.31,16.0,32.94,0.1,24.36,0.99,90.25,72.34,12-Jul-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
12-Jul-2020 - 00:00,8.02,3.85,8.4,0.34,11.55,14.07,25.23,0.04,24.46,1.05,,72.64,13-Jul-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
13-Jul-2020 - 00:00,10.71,4.06,9.03,0.38,13.08,21.26,37.21,0.08,24.43,1.03,,73.23,14-Jul-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
14-Jul-2020 - 00:00,11.38,4.07,8.99,0.24,8.1,17.12,31.41,0.09,24.4,1.09,,76.38,15-Jul-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
15-Jul-2020 - 00:00,8.66,4.13,10.49,0.26,8.91,14.96,26.38,0.06,24.34,0.97,,82.14,16-Jul-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
16-Jul-2020 - 00:00,8.51,3.99,10.21,0.17,6.0,13.1,22.81,0.04,24.37,0.93,,86.93,17-Jul-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
17-Jul-2020 - 00:00,8.33,4.06,9.88,0.22,7.62,16.71,28.85,0.06,24.4,1.07,,82.33,18-Jul-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
18-Jul-2020 - 00:00,8.77,4.0,9.3,0.24,8.2,17.19,36.34,0.08,24.31,0.8,,80.3,19-Jul-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
19-Jul-2020 - 00:00,9.91,4.06,8.38,0.27,9.38,17.73,30.85,0.08,24.31,0.67,84.0,80.6,20-Jul-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
20-Jul-2020 - 00:00,10.14,5.65,10.98,0.34,11.54,19.25,29.5,0.1,24.73,0.72,82.88,82.78,21-Jul-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
21-Jul-2020 - 00:00,10.61,4.62,7.99,0.32,10.92,14.09,27.1,0.08,24.35,0.71,92.9,74.84,22-Jul-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
22-Jul-2020 - 00:00,18.37,5.63,9.17,0.47,16.05,33.97,63.52,0.21,24.28,0.63,90.5,70.62,23-Jul-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
23-Jul-2020 - 00:00,15.28,5.51,8.84,0.4,15.95,20.59,47.41,0.16,24.92,0.58,82.25,78.61,24-Jul-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
24-Jul-2020 - 00:00,12.0,6.91,7.68,0.15,8.36,14.51,28.22,0.12,24.43,0.61,88.33,81.1,25-Jul-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
25-Jul-2020 - 00:00,10.36,4.39,8.23,0.18,10.0,11.31,24.16,0.08,24.47,1.02,,76.33,26-Jul-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
26-Jul-2020 - 00:00,8.29,4.03,9.76,0.19,10.95,13.98,28.29,0.06,24.54,1.14,,75.45,27-Jul-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
27-Jul-2020 - 00:00,9.24,3.8,9.36,0.22,12.39,13.8,29.95,0.08,24.5,1.2,,74.04,28-Jul-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
28-Jul-2020 - 00:00,9.87,3.99,9.09,0.17,9.25,11.38,24.92,0.07,24.5,0.99,83.9,76.41,29-Jul-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
29-Jul-2020 - 00:00,13.58,4.89,9.01,0.11,6.2,17.64,32.71,0.12,24.53,0.71,87.45,85.57,30-Jul-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
30-Jul-2020 - 00:00,10.81,4.03,8.99,0.2,7.4,11.38,25.46,0.1,24.47,0.87,85.0,79.31,31-Jul-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
31-Jul-2020 - 00:00,9.69,3.91,8.18,0.26,8.85,11.6,21.52,0.09,24.35,0.94,79.0,77.39,01-Aug-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
01-Aug-2020 - 00:00,10.19,4.11,9.61,0.22,7.54,10.63,22.0,0.08,24.58,1.15,,81.09,02-Aug-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
02-Aug-2020 - 00:00,8.09,3.43,9.41,0.29,9.74,8.94,17.06,0.03,24.49,1.48,,77.38,03-Aug-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
03-Aug-2020 - 00:00,9.28,3.39,9.24,0.24,8.21,9.55,22.04,0.07,24.47,1.46,,79.72,04-Aug-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
04-Aug-2020 - 00:00,9.34,3.68,9.8,0.24,8.11,9.67,26.52,0.06,24.5,1.74,,81.41,05-Aug-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
05-Aug-2020 - 00:00,9.58,3.18,11.35,0.22,7.53,10.85,26.73,0.07,24.58,1.53,,81.88,06-Aug-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
06-Aug-2020 - 00:00,9.57,3.19,9.65,0.2,6.9,11.03,31.23,0.08,24.39,1.36,,79.47,07-Aug-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
07-Aug-2020 - 00:00,9.46,3.25,9.53,0.22,7.41,13.21,27.41,0.07,24.39,1.41,,78.39,08-Aug-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
08-Aug-2020 - 00:00,10.28,3.45,10.44,0.23,7.79,12.75,27.83,0.09,24.53,1.31,,81.01,09-Aug-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
09-Aug-2020 - 00:00,9.01,3.51,8.76,0.28,9.53,12.26,25.82,0.07,24.44,1.24,,83.88,10-Aug-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
10-Aug-2020 - 00:00,10.08,3.49,9.52,0.35,11.85,13.46,29.13,0.08,24.36,1.36,,81.14,11-Aug-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
11-Aug-2020 - 00:00,10.78,3.78,9.06,0.33,11.14,13.57,35.42,0.1,24.38,1.04,88.5,82.42,12-Aug-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
12-Aug-2020 - 00:00,9.86,3.55,8.8,0.32,10.7,14.0,43.43,0.08,24.23,1.48,,77.83,13-Aug-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
13-Aug-2020 - 00:00,9.83,3.84,8.37,0.34,11.59,20.65,60.62,0.09,24.22,1.45,,74.94,14-Aug-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
14-Aug-2020 - 00:00,10.94,3.95,7.32,0.26,8.88,21.74,50.54,0.1,24.3,1.34,,77.24,15-Aug-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
15-Aug-2020 - 00:00,9.88,3.95,9.34,0.28,9.67,18.95,48.71,0.08,24.27,1.32,,76.71,16-Aug-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
16-Aug-2020 - 00:00,10.36,3.97,7.89,0.24,8.16,19.3,50.02,0.09,24.35,1.14,,81.32,17-Aug-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
17-Aug-2020 - 00:00,11.4,4.0,8.49,0.2,6.97,15.99,37.23,0.11,24.27,1.06,,83.24,18-Aug-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
18-Aug-2020 - 00:00,10.51,3.89,7.98,0.21,7.34,17.23,37.93,0.1,24.33,1.19,,80.08,19-Aug-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
19-Aug-2020 - 00:00,11.56,3.89,8.48,0.2,6.89,14.43,38.23,0.1,24.37,1.13,,78.45,20-Aug-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
20-Aug-2020 - 00:00,11.82,3.94,10.07,0.18,6.29,15.62,41.65,0.1,24.34,1.03,,79.4,21-Aug-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
21-Aug-2020 - 00:00,11.46,3.95,8.28,0.22,7.56,16.6,40.67,0.12,24.11,0.96,,77.54,22-Aug-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
22-Aug-2020 - 00:00,10.3,3.86,6.83,0.24,8.28,14.65,32.78,0.12,23.81,0.79,84.88,78.03,23-Aug-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
23-Aug-2020 - 00:00,10.06,4.09,8.28,0.17,5.56,12.69,26.19,0.1,23.93,0.74,,78.71,24-Aug-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
24-Aug-2020 - 00:00,13.09,4.99,8.34,0.3,10.4,19.17,44.07,0.14,23.9,0.63,86.8,77.99,25-Aug-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
25-Aug-2020 - 00:00,11.76,4.83,8.7,0.35,11.57,19.86,45.16,0.13,23.74,0.83,82.2,68.75,26-Aug-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
26-Aug-2020 - 00:00,11.78,5.32,9.86,0.31,10.59,20.54,42.11,0.13,23.54,0.74,79.1,70.92,27-Aug-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
27-Aug-2020 - 00:00,12.47,4.89,9.2,0.24,8.22,19.12,46.06,0.14,23.75,0.78,90.25,71.39,28-Aug-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
28-Aug-2020 - 00:00,12.05,4.57,9.08,0.3,10.0,19.59,44.98,0.14,23.7,0.96,80.64,65.88,29-Aug-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
29-Aug-2020 - 00:00,11.39,4.72,8.78,0.41,14.08,19.92,43.35,0.13,23.76,0.95,84.0,66.07,30-Aug-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
30-Aug-2020 - 00:00,10.05,4.27,9.63,0.32,10.83,12.74,30.16,0.09,23.78,1.07,88.2,69.07,31-Aug-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
31-Aug-2020 - 00:00,10.98,4.46,7.85,0.33,11.11,10.8,25.18,0.08,23.74,0.7,87.73,75.97,01-Sep-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
01-Sep-2020 - 00:00,10.42,4.6,8.52,0.23,7.79,13.29,29.29,0.05,23.93,0.76,85.69,79.78,02-Sep-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
02-Sep-2020 - 00:00,16.86,5.19,9.58,0.99,13.8,21.02,41.57,0.12,25.4,0.59,86.4,85.96,03-Sep-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
03-Sep-2020 - 00:00,20.35,4.96,11.8,0.98,17.41,20.86,41.93,0.13,22.1,0.58,87.0,81.26,04-Sep-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
04-Sep-2020 - 00:00,23.74,5.34,9.61,1.03,18.09,27.6,63.93,0.18,20.73,0.78,86.83,75.24,05-Sep-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
05-Sep-2020 - 00:00,21.03,6.04,10.21,1.03,14.21,37.81,88.36,0.17,20.74,0.71,91.12,76.24,06-Sep-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
06-Sep-2020 - 00:00,18.93,5.44,9.96,0.88,14.03,33.82,79.34,0.16,20.66,0.82,95.0,74.29,07-Sep-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
07-Sep-2020 - 00:00,11.38,3.82,8.45,0.66,14.31,9.3,23.79,0.07,20.88,0.99,93.0,75.26,08-Sep-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
08-Sep-2020 - 00:00,13.44,3.72,9.73,0.8,13.17,12.26,28.22,0.08,20.62,0.75,82.94,76.35,09-Sep-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
09-Sep-2020 - 00:00,13.35,3.84,9.56,0.72,14.26,11.47,24.4,0.06,21.52,0.81,85.5,82.56,10-Sep-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
10-Sep-2020 - 00:00,10.04,3.53,10.04,0.65,13.72,7.52,18.15,0.06,22.65,1.13,,79.73,11-Sep-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
11-Sep-2020 - 00:00,9.78,3.04,9.35,0.63,14.44,9.61,24.28,0.07,22.67,1.4,,79.66,12-Sep-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
12-Sep-2020 - 00:00,10.52,2.91,9.13,0.68,14.9,8.64,21.47,0.06,22.77,1.18,,86.0,13-Sep-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
13-Sep-2020 - 00:00,10.09,3.03,10.66,0.67,14.77,9.19,19.26,0.07,22.79,1.24,,84.99,14-Sep-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
14-Sep-2020 - 00:00,11.29,3.53,9.98,0.76,15.42,13.08,30.53,0.09,22.95,1.26,,80.02,15-Sep-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
15-Sep-2020 - 00:00,10.81,3.48,10.34,0.84,14.7,13.64,34.12,0.08,22.87,1.19,,77.62,16-Sep-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
16-Sep-2020 - 00:00,10.57,3.36,8.89,0.76,14.4,9.95,27.6,0.08,22.81,1.25,,76.66,17-Sep-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
17-Sep-2020 - 00:00,10.27,3.43,8.89,0.7,13.79,13.98,32.16,0.08,22.7,1.17,,76.96,18-Sep-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
18-Sep-2020 - 00:00,10.05,3.34,9.13,0.71,14.36,8.98,21.31,0.07,22.71,1.45,,76.38,19-Sep-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
19-Sep-2020 - 00:00,10.87,3.46,10.49,0.68,14.57,12.02,27.36,0.07,22.79,1.25,,81.22,20-Sep-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
20-Sep-2020 - 00:00,9.56,3.44,9.15,0.57,14.32,7.87,14.51,0.04,22.8,1.3,,88.06,21-Sep-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
21-Sep-2020 - 00:00,9.97,3.81,10.53,0.67,14.91,11.9,26.33,0.08,23.75,1.48,,80.66,22-Sep-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
22-Sep-2020 - 00:00,9.83,2.67,10.74,0.61,13.78,11.57,31.17,0.07,22.7,1.28,,80.56,23-Sep-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
23-Sep-2020 - 00:00,11.21,2.9,8.96,0.72,13.68,14.72,52.03,0.09,22.39,1.26,,74.3,24-Sep-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
24-Sep-2020 - 00:00,13.32,3.01,9.75,0.82,14.41,16.48,45.16,0.14,22.67,0.77,81.06,77.48,25-Sep-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
25-Sep-2020 - 00:00,10.8,3.86,7.76,0.72,12.75,17.57,43.44,0.11,22.62,0.92,,75.0,26-Sep-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
26-Sep-2020 - 00:00,12.77,3.94,8.16,0.74,15.49,15.39,37.66,0.12,22.68,0.89,,81.02,27-Sep-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
27-Sep-2020 - 00:00,10.64,3.89,12.3,0.71,14.62,15.54,35.42,0.09,22.77,0.8,79.75,76.71,28-Sep-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
28-Sep-2020 - 00:00,12.44,3.89,9.28,0.73,14.36,17.75,42.66,0.14,22.59,0.67,81.57,75.99,29-Sep-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
29-Sep-2020 - 00:00,14.38,4.41,10.8,0.86,14.17,19.98,39.43,0.13,22.81,0.73,84.2,84.46,30-Sep-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
30-Sep-2020 - 00:00,13.05,9.03,10.52,0.91,16.26,12.87,31.7,0.14,22.39,0.79,91.0,79.84,01-Oct-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
01-Oct-2020 - 00:00,12.03,5.24,9.29,0.73,15.65,16.43,38.28,0.12,21.59,1.01,87.5,74.06,02-Oct-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
02-Oct-2020 - 00:00,10.0,4.8,7.7,0.64,13.82,24.79,53.5,0.12,21.8,0.78,91.75,73.85,03-Oct-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
03-Oct-2020 - 00:00,13.01,4.61,7.33,0.72,14.23,20.43,42.44,0.12,22.05,0.93,88.2,77.62,04-Oct-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
04-Oct-2020 - 00:00,10.38,3.75,8.71,0.62,15.27,13.04,26.44,0.09,21.64,1.24,,76.93,05-Oct-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
05-Oct-2020 - 00:00,11.01,3.74,9.15,0.65,14.3,20.24,42.79,0.1,21.69,0.99,84.0,73.34,06-Oct-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
06-Oct-2020 - 00:00,13.06,4.39,6.86,0.87,13.06,28.54,60.18,0.15,22.12,0.73,76.23,71.03,07-Oct-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
07-Oct-2020 - 00:00,11.7,5.02,8.08,0.72,11.44,32.35,69.08,0.14,21.94,0.86,80.32,72.47,08-Oct-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
08-Oct-2020 - 00:00,14.76,5.65,8.39,0.8,10.05,44.58,89.65,0.18,22.0,0.65,83.78,68.42,09-Oct-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
09-Oct-2020 - 00:00,18.95,5.73,9.78,0.97,10.89,41.11,77.5,0.22,22.59,0.69,83.96,78.91,10-Oct-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
10-Oct-2020 - 00:00,12.54,4.73,7.94,0.74,11.5,18.18,30.84,0.14,22.96,0.8,80.5,80.69,11-Oct-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
11-Oct-2020 - 00:00,11.25,4.77,9.13,0.69,12.11,19.79,31.93,0.11,23.37,1.09,,85.54,12-Oct-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
12-Oct-2020 - 00:00,12.8,4.34,8.61,0.7,11.66,20.07,34.48,0.11,23.17,0.96,,84.06,13-Oct-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
