from date,NO2,NOx,NO,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,Eth-Benzene,MP-Xylene,RH,WS,WD,SR,RF,to date,station
21-Apr-2020 - 00:00,13.19,8.2,1.66,9.51,8.64,0.3,50.66,19.73,39.21,2.43,17.01,0.7,1.36,52.19,1.37,225.99,628.32,0.0,22-Apr-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
22-Apr-2020 - 00:00,23.58,13.72,1.85,11.89,8.6,0.27,53.62,30.79,69.2,3.12,18.02,1.04,2.13,42.28,0.89,176.45,468.73,0.0,23-Apr-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
23-Apr-2020 - 00:00,31.6,17.97,1.84,15.03,17.71,0.42,51.34,58.36,148.73,5.02,19.21,1.41,2.91,38.47,1.25,163.68,339.61,0.0,24-Apr-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
24-Apr-2020 - 00:00,26.65,15.44,1.89,13.59,22.62,0.49,59.72,64.13,179.47,6.31,18.25,1.03,2.04,41.0,1.34,125.03,361.4,0.0,25-Apr-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
25-Apr-2020 - 00:00,22.85,13.25,1.64,14.24,20.33,0.45,51.01,64.97,152.46,6.16,19.3,1.1,2.19,47.05,1.36,141.5,379.67,0.0,26-Apr-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
26-Apr-2020 - 00:00,13.8,8.45,1.54,12.11,18.94,0.34,42.04,40.87,85.91,4.68,16.6,0.76,1.42,74.88,2.73,103.62,165.51,0.0,27-Apr-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
27-Apr-2020 - 00:00,12.71,7.93,1.61,10.4,23.71,0.31,38.79,24.63,39.21,3.7,15.91,0.67,1.23,87.81,2.88,94.68,222.61,0.0,28-Apr-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
28-Apr-2020 - 00:00,20.35,11.82,1.77,9.31,19.48,0.37,44.85,25.66,52.53,3.55,18.02,0.93,1.93,64.88,1.35,133.08,108.13,0.0,29-Apr-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
29-Apr-2020 - 00:00,22.16,13.18,2.0,13.26,9.05,0.49,54.55,67.42,134.58,5.13,20.11,1.27,2.54,54.13,1.15,153.39,454.43,0.0,30-Apr-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
30-Apr-2020 - 00:00,16.39,9.73,1.63,12.96,13.62,0.52,47.45,71.24,134.28,5.7,16.85,0.67,1.31,65.79,1.57,147.19,233.08,0.0,01-May-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
01-May-2020 - 00:00,19.15,11.34,1.66,11.85,18.85,0.5,53.47,58.73,134.43,6.53,6.05,0.29,0.56,64.13,1.63,104.92,432.05,0.0,02-May-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
02-May-2020 - 00:00,14.05,8.51,1.46,12.33,13.06,0.36,54.95,51.11,141.73,3.2,10.41,0.55,1.1,68.93,2.58,105.42,283.9,0.0,03-May-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
03-May-2020 - 00:00,12.85,7.82,1.57,11.17,14.76,0.38,50.73,41.74,100.31,4.16,15.9,0.72,1.41,76.19,2.94,124.28,281.3,0.0,04-May-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
04-May-2020 - 00:00,18.02,10.74,1.65,9.39,9.61,0.27,47.38,21.27,42.07,3.62,13.8,1.57,2.78,55.69,1.38,161.66,533.52,0.0,05-May-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
05-May-2020 - 00:00,21.85,12.75,1.71,9.84,5.19,0.39,52.78,60.26,110.05,4.59,17.63,1.54,3.43,57.58,1.64,293.85,534.78,0.0,06-May-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
06-May-2020 - 00:00,17.75,10.65,1.73,9.65,9.39,0.41,56.13,60.65,127.88,4.92,17.64,1.01,2.04,63.56,1.71,116.26,292.33,0.0,07-May-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
07-May-2020 - 00:00,17.3,10.21,1.56,7.77,10.83,0.27,64.34,32.5,71.0,3.27,17.54,0.84,1.6,46.44,1.23,175.32,384.14,0.0,08-May-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
08-May-2020 - 00:00,28.88,16.77,2.1,10.68,15.69,0.53,67.39,75.7,162.02,6.43,20.18,1.41,2.59,43.03,1.26,116.14,451.27,0.0,09-May-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
09-May-2020 - 00:00,25.77,14.55,1.62,10.21,11.71,0.72,59.3,103.23,213.75,9.03,21.17,1.19,2.24,59.92,1.57,102.66,283.27,0.0,10-May-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
10-May-2020 - 00:00,16.56,9.71,1.56,9.84,5.46,0.51,43.4,69.23,144.01,6.39,17.57,0.91,1.72,74.24,2.19,117.75,97.71,0.0,11-May-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
11-May-2020 - 00:00,13.95,8.58,1.63,11.9,12.72,0.34,52.7,31.15,54.68,4.38,17.19,1.0,2.04,68.17,2.35,107.54,405.51,0.0,12-May-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
12-May-2020 - 00:00,21.94,12.61,1.64,14.4,6.03,0.33,58.61,36.94,71.56,5.15,14.88,1.03,1.82,55.5,1.55,119.72,475.91,0.0,13-May-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
13-May-2020 - 00:00,26.56,15.22,1.68,18.46,13.7,0.58,44.47,75.12,169.73,6.12,20.22,1.85,3.58,64.5,1.21,153.63,194.22,0.0,14-May-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
14-May-2020 - 00:00,25.18,14.71,2.04,20.33,10.78,0.62,45.35,85.46,150.6,8.27,18.97,1.42,2.57,71.25,1.46,159.87,461.54,0.0,15-May-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
15-May-2020 - 00:00,15.63,9.59,1.78,14.86,6.65,0.21,62.96,28.15,76.14,2.88,12.7,0.98,1.91,40.67,2.7,306.09,434.56,0.0,16-May-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
16-May-2020 - 00:00,19.3,11.39,1.63,14.79,15.77,0.37,70.33,43.68,97.94,3.57,10.72,1.03,1.91,36.27,2.94,304.86,463.59,0.0,17-May-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
17-May-2020 - 00:00,26.1,14.89,1.57,17.68,14.68,0.53,79.71,75.62,147.51,4.7,14.84,1.22,2.3,27.65,1.87,311.37,372.49,0.0,18-May-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
18-May-2020 - 00:00,34.8,19.65,1.95,19.78,9.06,0.68,60.5,96.28,179.14,5.77,17.03,1.57,3.2,25.96,1.52,303.85,476.11,0.0,19-May-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
19-May-2020 - 00:00,32.68,20.07,3.89,19.37,8.98,0.46,48.7,75.82,144.71,4.66,17.88,1.38,2.76,23.37,1.65,240.99,538.87,0.0,20-May-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
20-May-2020 - 00:00,16.87,13.04,1.58,18.86,16.31,0.41,61.62,47.72,120.0,3.96,12.7,1.09,1.99,22.97,2.66,306.93,452.55,0.0,21-May-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
21-May-2020 - 00:00,12.54,13.8,1.59,18.49,40.65,0.53,62.28,61.89,174.57,4.65,10.54,1.32,2.38,22.71,3.25,301.21,463.22,0.0,22-May-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
22-May-2020 - 00:00,21.22,22.92,2.12,24.04,58.63,0.82,62.96,95.88,197.35,7.66,19.17,2.25,4.5,25.55,1.12,225.08,477.04,0.0,23-May-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
23-May-2020 - 00:00,16.67,18.19,1.9,25.17,69.35,0.77,57.77,96.57,214.39,8.61,19.46,1.74,3.37,37.28,1.67,104.34,348.19,0.0,24-May-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
24-May-2020 - 00:00,11.62,12.61,1.62,19.51,72.71,0.4,58.15,45.04,130.66,3.85,15.72,1.02,1.79,25.3,1.81,231.25,470.38,0.0,25-May-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
25-May-2020 - 00:00,11.46,12.8,1.69,19.47,76.08,0.51,56.12,53.2,146.96,4.42,12.74,1.35,2.65,23.28,2.5,304.19,460.62,0.0,26-May-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
26-May-2020 - 00:00,15.98,14.27,1.72,20.65,50.99,0.46,57.31,55.18,141.48,4.98,17.98,2.24,3.98,23.63,1.82,240.36,578.22,0.0,27-May-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
27-May-2020 - 00:00,20.38,11.92,1.77,15.42,20.76,0.3,64.8,35.58,111.83,4.48,20.5,0.92,1.79,28.26,1.86,124.35,440.16,0.0,28-May-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
28-May-2020 - 00:00,17.43,10.24,1.68,12.95,19.34,0.37,55.49,40.48,130.65,4.98,18.05,0.74,1.26,42.02,2.87,114.83,437.28,0.0,29-May-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
29-May-2020 - 00:00,23.61,13.46,1.66,19.55,6.36,0.49,34.55,24.5,60.29,4.98,19.37,1.27,2.21,74.32,2.45,116.98,253.35,0.0,30-May-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
30-May-2020 - 00:00,21.29,12.78,2.07,19.3,7.55,0.4,38.54,36.89,75.91,5.83,21.82,1.0,1.77,79.69,2.1,112.98,112.02,0.0,31-May-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
31-May-2020 - 00:00,11.53,7.34,1.58,15.83,2.72,0.36,39.27,30.05,64.39,3.86,14.56,0.51,0.88,84.11,1.64,123.45,333.48,0.0,01-Jun-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
01-Jun-2020 - 00:00,15.74,9.4,1.54,14.57,3.72,0.3,19.87,16.72,30.28,3.77,20.39,0.99,2.03,74.11,0.97,126.43,433.76,0.0,02-Jun-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
02-Jun-2020 - 00:00,25.09,15.21,2.74,18.0,4.41,0.35,12.17,32.42,84.87,4.51,18.64,1.55,3.14,69.58,1.34,234.82,389.53,0.0,03-Jun-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
03-Jun-2020 - 00:00,23.03,13.62,2.09,18.17,9.32,0.46,15.02,44.73,96.28,5.12,21.72,1.49,2.67,59.23,1.16,177.23,359.05,0.0,04-Jun-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
04-Jun-2020 - 00:00,16.45,9.91,1.68,18.36,13.04,0.38,17.2,64.44,93.91,5.26,19.97,1.33,2.06,62.29,1.61,104.41,339.23,0.0,05-Jun-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
05-Jun-2020 - 00:00,11.99,7.43,1.46,15.28,6.32,0.38,43.79,30.19,45.44,5.11,21.62,1.05,1.64,82.93,1.6,108.62,432.78,0.0,06-Jun-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
06-Jun-2020 - 00:00,12.28,7.71,1.62,15.73,5.56,0.4,39.12,38.94,60.89,5.58,20.02,0.9,1.51,79.12,1.29,114.07,451.53,0.0,07-Jun-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
07-Jun-2020 - 00:00,12.26,7.53,1.42,15.88,4.64,0.39,43.15,30.83,50.36,5.3,17.12,0.93,1.71,86.97,1.33,186.61,314.78,0.0,08-Jun-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
08-Jun-2020 - 00:00,24.56,14.47,2.05,19.36,4.39,0.45,35.22,34.45,72.92,4.98,22.15,1.58,3.27,73.15,0.86,162.22,495.72,0.0,09-Jun-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
09-Jun-2020 - 00:00,19.06,11.44,1.93,20.04,4.89,0.42,40.63,49.29,100.29,4.94,18.88,1.8,3.42,69.16,1.46,229.12,551.53,0.0,10-Jun-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
10-Jun-2020 - 00:00,17.49,10.66,1.92,17.8,3.63,0.48,38.19,59.08,127.25,5.41,21.42,1.84,3.42,59.1,1.49,220.98,436.65,0.0,11-Jun-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
11-Jun-2020 - 00:00,21.82,13.03,2.03,19.97,4.49,0.53,32.94,63.32,130.4,5.2,20.66,1.64,3.3,68.07,1.16,180.31,484.17,0.0,12-Jun-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
12-Jun-2020 - 00:00,20.73,12.12,1.73,17.88,3.96,0.58,30.87,69.88,145.22,5.94,21.23,1.43,2.84,69.87,1.43,143.43,419.25,0.0,13-Jun-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
13-Jun-2020 - 00:00,25.1,14.58,2.25,17.59,3.68,0.58,20.06,69.33,151.44,7.28,23.22,2.0,4.08,84.43,1.62,134.41,414.24,0.0,14-Jun-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
14-Jun-2020 - 00:00,28.61,17.36,3.01,22.08,5.57,0.52,30.25,59.33,105.36,5.44,22.85,1.99,3.93,74.0,0.94,152.31,500.34,0.0,15-Jun-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
15-Jun-2020 - 00:00,17.41,10.42,1.65,18.34,5.36,0.47,38.07,55.83,113.17,5.7,21.99,1.49,2.77,67.39,1.62,142.16,474.92,0.0,16-Jun-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
16-Jun-2020 - 00:00,27.38,16.24,2.41,19.61,9.69,0.57,39.67,45.15,98.36,6.08,21.57,2.11,4.21,58.84,1.67,167.33,499.92,0.0,17-Jun-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
17-Jun-2020 - 00:00,13.58,8.42,1.66,14.11,3.8,0.4,33.71,45.09,90.66,4.0,19.63,1.4,2.37,73.23,1.71,123.51,485.56,0.0,18-Jun-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
18-Jun-2020 - 00:00,17.21,10.58,1.83,15.33,2.97,0.43,36.4,44.88,92.36,5.0,20.09,1.5,2.37,74.53,1.49,153.16,542.07,0.0,19-Jun-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
19-Jun-2020 - 00:00,13.56,8.52,1.79,10.13,0.76,0.43,22.69,54.65,134.82,4.88,25.67,1.45,2.57,80.26,1.66,114.96,404.1,0.0,20-Jun-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
20-Jun-2020 - 00:00,11.49,7.33,1.66,19.67,4.39,0.32,30.21,50.36,128.22,3.61,25.61,1.74,2.77,69.49,1.37,171.85,415.15,0.0,21-Jun-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
21-Jun-2020 - 00:00,11.83,7.41,1.52,37.63,3.17,0.36,36.13,44.23,93.45,4.56,27.16,1.49,2.25,79.51,1.77,114.79,320.72,0.0,22-Jun-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
22-Jun-2020 - 00:00,15.93,9.7,1.72,43.56,1.54,0.41,39.62,35.99,63.37,4.64,24.05,1.44,2.6,77.55,1.09,153.45,469.67,0.0,23-Jun-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
23-Jun-2020 - 00:00,12.24,7.79,1.73,36.27,7.71,0.35,22.82,35.68,65.5,4.53,26.01,1.55,2.93,80.18,1.75,117.6,499.23,0.0,24-Jun-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
24-Jun-2020 - 00:00,11.48,7.39,1.74,20.68,2.45,0.37,20.85,30.71,55.46,4.04,27.54,1.42,2.64,85.98,1.65,112.76,442.93,0.0,25-Jun-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
25-Jun-2020 - 00:00,17.98,10.87,1.86,22.65,4.2,0.43,25.39,36.43,73.58,4.73,25.95,2.1,3.79,79.82,1.14,228.51,325.26,0.0,26-Jun-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
26-Jun-2020 - 00:00,13.96,8.6,1.68,29.8,2.56,0.41,30.53,45.64,74.93,4.89,24.15,2.15,3.83,79.66,1.6,204.34,391.48,0.0,27-Jun-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
27-Jun-2020 - 00:00,11.16,7.18,1.67,30.53,1.58,0.4,23.99,46.59,129.19,4.02,19.53,1.7,3.08,77.88,2.1,255.08,413.95,0.0,28-Jun-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
28-Jun-2020 - 00:00,10.88,6.95,1.6,56.42,1.54,0.36,17.08,58.81,197.87,4.01,22.75,1.84,3.42,70.45,1.85,265.21,467.71,0.0,29-Jun-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
29-Jun-2020 - 00:00,11.8,7.59,1.69,42.45,1.98,0.4,25.1,42.95,147.15,3.83,27.4,1.52,2.74,79.24,1.79,140.08,341.38,0.0,30-Jun-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
30-Jun-2020 - 00:00,12.33,7.68,1.64,22.44,0.92,0.4,23.19,34.53,67.27,3.66,24.79,1.47,2.63,86.06,1.57,121.92,375.63,0.0,01-Jul-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
01-Jul-2020 - 00:00,13.99,8.62,1.63,25.12,0.9,0.47,26.79,49.64,101.03,3.99,22.91,1.43,2.73,76.78,1.07,167.73,381.42,0.0,02-Jul-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
02-Jul-2020 - 00:00,14.7,8.94,1.57,34.68,0.69,0.5,27.83,59.44,124.88,4.05,22.93,1.59,2.96,76.37,1.43,190.43,474.96,0.0,03-Jul-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
03-Jul-2020 - 00:00,12.07,7.68,1.72,37.49,2.41,0.54,22.47,70.0,124.85,5.01,24.21,1.68,2.65,86.87,1.65,111.8,379.61,0.0,04-Jul-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
04-Jul-2020 - 00:00,10.99,7.08,1.62,35.42,2.5,0.39,37.05,32.17,52.93,3.07,13.68,0.88,1.39,84.6,2.22,112.09,463.92,0.0,05-Jul-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
05-Jul-2020 - 00:00,10.32,6.58,1.6,24.45,5.14,0.29,32.64,16.91,34.64,2.25,15.95,0.75,1.42,85.04,1.7,136.89,389.28,0.0,06-Jul-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
06-Jul-2020 - 00:00,12.34,7.74,1.62,28.63,3.23,0.36,24.17,31.57,47.72,3.2,24.25,1.21,2.22,81.68,1.33,100.93,442.54,0.0,07-Jul-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
07-Jul-2020 - 00:00,10.55,7.02,1.78,30.86,3.91,0.27,15.74,18.04,33.49,2.48,20.11,1.06,1.76,90.36,1.92,118.04,391.95,0.0,08-Jul-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
08-Jul-2020 - 00:00,10.16,6.69,1.73,30.68,3.53,0.27,12.07,12.28,22.37,2.39,21.46,1.61,2.64,96.12,1.71,112.13,224.11,0.0,09-Jul-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
09-Jul-2020 - 00:00,11.04,7.21,1.8,33.68,1.29,0.38,15.14,30.17,45.59,3.23,23.56,1.54,2.95,85.61,0.96,204.67,,0.0,10-Jul-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
10-Jul-2020 - 00:00,9.48,6.32,1.71,70.26,2.47,0.36,18.41,31.4,55.67,2.88,18.19,1.49,2.85,81.4,2.21,266.95,453.95,0.0,11-Jul-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
11-Jul-2020 - 00:00,10.43,6.58,1.61,47.19,12.88,0.33,33.5,21.1,49.35,2.41,15.07,1.04,1.96,88.84,1.3,210.48,401.66,0.0,12-Jul-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
12-Jul-2020 - 00:00,9.11,5.73,1.5,42.05,4.23,0.34,51.06,18.67,41.3,2.07,17.54,0.92,1.66,95.21,1.7,217.7,324.25,0.0,13-Jul-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
13-Jul-2020 - 00:00,11.68,7.39,1.64,33.66,4.23,0.31,41.53,22.07,59.65,2.64,17.32,1.5,2.97,88.9,1.61,278.53,359.01,0.0,14-Jul-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
14-Jul-2020 - 00:00,15.84,9.58,1.63,53.68,3.12,0.34,39.31,27.99,80.45,3.54,21.62,2.26,3.96,72.8,1.03,247.5,632.72,0.0,15-Jul-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
15-Jul-2020 - 00:00,11.36,7.19,1.58,60.18,3.2,0.36,41.34,28.41,72.75,3.21,21.6,1.29,2.29,70.34,1.54,108.93,639.97,0.0,16-Jul-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
16-Jul-2020 - 00:00,10.98,7.1,1.72,40.7,2.74,0.33,27.06,25.27,48.2,3.15,24.25,1.57,2.64,93.79,1.47,96.07,339.96,0.0,17-Jul-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
17-Jul-2020 - 00:00,13.79,8.55,1.69,37.98,2.46,0.45,20.35,35.91,64.25,4.09,23.75,2.44,3.71,96.29,1.41,107.05,252.36,0.0,18-Jul-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
18-Jul-2020 - 00:00,13.9,8.57,1.71,42.07,2.46,0.41,18.2,25.32,47.05,2.77,15.82,1.37,2.11,98.02,1.36,112.09,202.72,0.0,19-Jul-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
19-Jul-2020 - 00:00,8.42,5.69,1.63,31.75,2.02,0.39,21.4,27.43,55.29,1.06,5.21,0.32,0.51,94.11,1.5,202.02,13.39,0.0,20-Jul-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
20-Jul-2020 - 00:00,11.08,7.03,1.62,60.71,2.59,0.33,29.41,18.4,45.64,0.83,4.48,0.27,0.5,93.28,1.77,225.16,184.48,0.0,21-Jul-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
21-Jul-2020 - 00:00,13.96,8.68,1.78,40.72,3.77,0.31,33.74,10.86,27.57,0.85,4.28,0.3,0.56,98.97,1.44,164.11,77.8,0.0,22-Jul-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
22-Jul-2020 - 00:00,19.51,12.14,2.43,25.44,4.87,0.45,20.14,23.36,46.36,1.29,4.09,0.43,0.71,99.13,1.11,207.47,151.49,0.0,23-Jul-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
23-Jul-2020 - 00:00,11.29,7.33,1.81,32.43,4.07,0.37,33.43,24.75,53.14,0.6,4.41,0.3,0.55,91.44,1.48,231.28,421.77,0.0,24-Jul-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
24-Jul-2020 - 00:00,11.83,7.58,1.74,34.52,4.21,0.35,30.03,25.68,52.13,0.4,3.68,0.19,0.31,91.17,1.49,107.74,445.03,0.0,25-Jul-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
25-Jul-2020 - 00:00,10.47,6.36,1.57,27.19,3.36,0.3,22.2,16.48,30.48,0.33,3.64,0.14,0.26,92.68,1.55,103.67,401.5,0.0,26-Jul-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
26-Jul-2020 - 00:00,15.53,9.69,1.97,26.95,2.4,0.42,19.15,29.06,56.42,0.48,4.1,0.21,0.39,95.64,0.89,143.26,270.59,0.0,27-Jul-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
27-Jul-2020 - 00:00,11.13,7.24,1.81,55.99,2.53,0.44,21.92,33.43,72.42,0.48,3.32,0.21,0.41,89.7,1.76,266.94,392.75,0.0,28-Jul-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
28-Jul-2020 - 00:00,9.21,6.17,1.73,48.17,2.44,0.36,29.08,29.17,82.85,1.06,8.73,0.99,1.78,87.24,2.0,267.6,428.27,0.0,29-Jul-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
29-Jul-2020 - 00:00,12.64,7.94,1.67,31.43,2.04,0.38,45.26,26.19,61.84,2.51,24.59,1.42,2.6,96.9,1.55,108.68,264.63,0.48,30-Jul-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
30-Jul-2020 - 00:00,13.4,8.47,1.87,22.39,2.75,0.33,38.24,10.27,17.54,1.47,27.13,1.55,2.79,99.12,1.08,133.0,169.21,0.0,31-Jul-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
31-Jul-2020 - 00:00,16.84,10.47,2.09,14.68,3.04,0.49,40.8,30.26,59.09,2.65,27.79,1.83,3.39,94.46,0.95,142.22,342.29,0.19,01-Aug-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
01-Aug-2020 - 00:00,13.83,8.63,1.77,25.96,2.68,0.44,39.59,25.32,60.8,2.54,28.06,2.11,3.66,96.48,1.1,204.46,351.87,0.0,02-Aug-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
02-Aug-2020 - 00:00,11.35,7.45,1.91,25.88,3.08,0.4,39.56,20.65,52.55,2.52,25.03,1.68,3.23,81.63,1.56,244.69,439.64,0.0,03-Aug-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
03-Aug-2020 - 00:00,7.76,5.3,1.58,19.98,2.17,0.37,41.06,21.71,62.28,1.9,25.16,1.23,2.62,88.86,1.24,246.54,333.45,0.0,04-Aug-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
04-Aug-2020 - 00:00,10.47,7.01,2.11,21.48,1.7,0.42,44.32,17.47,55.69,1.71,25.99,1.21,2.63,94.63,1.02,190.43,318.13,0.03,05-Aug-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
05-Aug-2020 - 00:00,15.5,10.47,3.44,25.43,2.13,0.46,37.52,26.31,56.4,2.61,30.82,1.85,3.42,93.39,1.56,105.63,411.11,0.0,06-Aug-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
06-Aug-2020 - 00:00,13.16,8.48,2.0,21.39,2.0,0.39,35.77,17.45,38.92,2.12,30.58,1.37,2.63,85.21,1.49,103.89,323.82,0.0,07-Aug-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
07-Aug-2020 - 00:00,9.61,6.31,1.63,16.34,2.25,0.32,39.66,13.15,28.17,1.72,30.14,1.0,1.99,94.08,1.7,90.91,337.07,0.0,08-Aug-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
08-Aug-2020 - 00:00,12.3,7.84,1.85,14.12,2.57,0.36,34.59,25.63,52.1,2.26,24.83,1.22,2.35,85.62,1.26,227.55,323.03,0.0,09-Aug-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
09-Aug-2020 - 00:00,10.61,7.18,2.04,15.66,1.67,0.42,19.66,29.07,56.34,2.28,27.58,1.55,2.91,98.88,1.16,183.72,143.94,0.22,10-Aug-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
10-Aug-2020 - 00:00,9.89,6.6,1.81,22.81,2.1,0.42,18.51,27.24,43.76,1.66,18.21,0.91,1.7,98.58,1.26,108.85,281.44,0.07,11-Aug-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
11-Aug-2020 - 00:00,11.53,7.57,2.0,16.41,1.99,0.43,18.53,27.51,50.66,0.78,5.6,0.38,0.71,96.6,1.0,173.94,205.96,0.01,12-Aug-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
