from date,Benzene,Toluene,BP,CO,Eth-Benzene,MP-Xylene,O Xylene,NO,NO2,NOx,Ozone,PM2.5,RH,SO2,SR,Temp,VWS,WD,WS,to date,station
22-Apr-2020 - 00:00,0.0,0.0,750.56,0.35,0.0,,0.0,4.03,7.22,11.13,13.42,9.93,,4.49,126.75,30.23,-0.47,228.76,0.9,23-Apr-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
23-Apr-2020 - 00:00,0.0,0.0,750.01,0.47,0.0,,0.0,3.62,6.12,9.74,13.44,7.58,,2.62,121.16,30.49,-0.47,249.86,0.92,24-Apr-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
24-Apr-2020 - 00:00,0.0,0.0,749.55,0.46,0.0,,0.0,2.36,5.75,8.0,14.03,6.3,,3.01,119.23,31.07,-0.46,251.22,0.91,25-Apr-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
25-Apr-2020 - 00:00,0.0,0.0,749.2,0.32,0.0,,0.0,2.26,8.65,10.73,14.89,10.21,,7.6,101.44,31.09,-0.46,248.33,0.94,26-Apr-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
26-Apr-2020 - 00:00,0.0,0.0,750.88,0.48,0.0,,0.0,2.89,21.37,23.46,15.55,9.47,,8.27,58.98,27.93,-0.47,241.55,0.87,27-Apr-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
27-Apr-2020 - 00:00,0.0,0.0,750.93,0.34,0.0,,0.0,2.27,3.26,5.52,12.45,9.92,,2.01,100.29,29.88,-0.48,237.14,0.65,28-Apr-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
28-Apr-2020 - 00:00,0.02,0.0,750.63,0.31,0.05,,0.0,2.24,3.14,5.46,14.46,5.51,,4.53,123.29,30.42,-0.48,212.69,0.58,29-Apr-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
29-Apr-2020 - 00:00,0.09,0.0,750.44,0.36,0.06,,0.02,2.45,3.95,6.29,19.62,9.45,,3.76,120.23,30.24,-0.47,221.52,0.91,30-Apr-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
30-Apr-2020 - 00:00,0.0,0.0,750.62,0.39,0.0,,0.0,2.14,6.51,8.59,21.91,1.44,,2.87,122.42,30.6,-0.48,201.37,0.57,01-May-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
01-May-2020 - 00:00,0.15,0.0,750.08,0.38,0.0,,0.0,2.49,6.42,8.83,21.63,10.6,,2.98,115.92,31.12,-0.48,256.9,0.67,02-May-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
02-May-2020 - 00:00,0.01,0.0,749.24,0.45,0.0,,0.0,2.26,4.25,6.14,22.07,11.86,,2.5,116.35,30.98,-0.48,242.49,0.56,03-May-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
03-May-2020 - 00:00,0.0,0.0,749.16,0.47,0.0,,0.0,2.86,3.85,6.54,20.28,12.9,,3.77,114.03,30.96,-0.48,216.57,0.68,04-May-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
04-May-2020 - 00:00,0.02,0.0,750.06,0.4,0.0,,0.0,2.45,3.57,5.96,17.29,4.89,,4.94,118.87,30.7,-0.48,204.84,0.66,05-May-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
05-May-2020 - 00:00,0.0,0.0,749.74,0.47,0.05,,0.0,2.32,3.37,5.56,20.02,66.44,,2.35,127.78,30.93,-0.48,228.59,0.67,06-May-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
06-May-2020 - 00:00,0.0,0.0,749.53,0.43,0.0,,0.0,2.26,4.08,6.3,28.48,11.06,,3.09,109.01,30.63,-0.48,237.31,0.65,07-May-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
07-May-2020 - 00:00,0.05,0.03,749.55,0.53,0.0,,0.0,2.47,3.78,6.23,28.41,13.73,,2.44,81.15,31.32,-0.48,221.58,0.57,08-May-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
08-May-2020 - 00:00,0.0,0.0,749.55,0.42,0.0,,0.0,2.42,3.85,6.19,28.84,10.58,,3.73,111.36,31.65,-0.48,250.07,0.58,09-May-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
09-May-2020 - 00:00,0.01,0.0,749.72,0.42,0.04,,0.19,1.69,3.76,5.44,15.99,8.78,,2.23,118.45,31.3,-0.48,227.15,0.57,10-May-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
10-May-2020 - 00:00,0.0,0.0,749.63,0.39,0.0,,0.0,3.08,7.17,10.24,16.14,7.06,,4.52,107.18,31.2,-0.49,201.42,0.48,11-May-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
11-May-2020 - 00:00,0.08,0.0,749.94,0.46,0.0,,0.0,2.08,8.66,10.69,19.28,7.61,,4.75,100.01,31.04,-0.49,159.98,0.34,12-May-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
12-May-2020 - 00:00,0.0,0.0,749.57,0.45,0.11,,0.0,2.22,6.42,8.61,18.95,7.65,,5.36,74.93,30.6,-0.49,178.58,0.51,13-May-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
13-May-2020 - 00:00,0.02,0.0,749.09,0.43,0.0,,0.0,1.6,4.59,6.18,19.35,47.73,,3.97,115.82,30.55,-0.48,176.44,0.5,14-May-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
14-May-2020 - 00:00,0.0,0.02,748.47,0.43,0.07,,0.02,1.99,6.22,8.18,23.51,3.59,,3.96,108.56,31.17,-0.48,153.77,0.59,15-May-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
15-May-2020 - 00:00,0.0,0.0,747.27,0.51,0.02,,0.0,4.33,9.56,13.87,20.38,11.76,,3.09,106.58,31.48,-0.44,93.69,1.49,16-May-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
16-May-2020 - 00:00,0.0,0.0,746.58,0.47,0.0,,0.0,3.95,4.55,7.34,24.42,24.88,,4.75,115.46,31.57,-0.4,97.32,2.34,17-May-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
17-May-2020 - 00:00,0.05,0.0,745.62,0.39,0.02,,0.0,3.64,4.78,6.52,19.86,3.96,,2.79,86.17,31.31,-0.43,89.38,1.63,18-May-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
18-May-2020 - 00:00,0.0,0.0,743.77,0.57,0.0,,0.0,3.16,6.91,9.49,17.7,8.17,,3.29,80.88,31.77,-0.46,220.31,1.15,19-May-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
19-May-2020 - 00:00,0.0,0.06,742.78,0.57,0.0,,0.0,3.29,4.22,7.37,24.54,25.36,,5.54,104.95,32.65,-0.41,218.93,2.06,20-May-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
20-May-2020 - 00:00,0.02,0.0,743.54,0.46,0.0,,0.0,3.32,7.64,10.91,23.3,27.76,,3.05,115.52,34.18,-0.42,261.55,1.81,21-May-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
21-May-2020 - 00:00,0.0,0.04,745.38,0.5,0.0,,0.0,3.02,4.7,7.56,46.1,17.82,,4.68,118.09,34.15,-0.44,290.38,1.4,22-May-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
22-May-2020 - 00:00,0.0,0.0,746.14,0.48,0.0,,0.0,2.85,3.36,6.05,33.07,13.04,,3.08,108.52,34.17,-0.46,256.15,0.94,23-May-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
23-May-2020 - 00:00,0.0,0.0,746.92,0.44,0.0,,0.0,2.84,6.02,8.48,15.68,16.45,,3.7,107.62,31.67,-0.47,255.54,0.89,24-May-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
24-May-2020 - 00:00,0.0,0.0,747.86,0.42,0.0,,0.0,2.56,11.54,14.09,19.33,15.88,,3.28,111.7,31.38,-0.48,239.06,0.75,25-May-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
25-May-2020 - 00:00,0.0,0.0,748.8,0.48,0.07,,0.08,2.5,9.41,11.87,18.86,12.57,,4.3,108.46,31.48,-0.47,245.13,0.78,26-May-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
26-May-2020 - 00:00,0.0,0.0,748.66,0.39,0.0,,0.0,2.3,4.84,7.08,10.66,18.61,,3.9,109.34,31.47,-0.47,237.47,0.79,27-May-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
27-May-2020 - 00:00,0.0,0.0,748.02,0.47,0.04,,0.0,2.42,5.3,7.64,16.03,14.26,,3.52,100.66,31.52,-0.47,245.95,0.95,28-May-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
28-May-2020 - 00:00,0.0,0.0,746.78,0.36,0.0,,0.0,2.47,7.02,9.44,14.58,23.13,,2.47,108.52,32.21,-0.47,253.38,0.91,29-May-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
29-May-2020 - 00:00,0.0,0.0,746.95,0.57,0.04,,0.0,3.23,11.81,14.93,26.74,40.23,,3.82,107.48,32.49,-0.46,258.71,0.99,30-May-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
30-May-2020 - 00:00,0.0,0.0,748.05,0.57,0.0,,0.0,4.15,5.47,9.71,40.29,22.07,,2.81,107.85,31.85,-0.46,251.59,0.97,31-May-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
31-May-2020 - 00:00,0.0,0.0,748.87,0.47,0.0,,0.0,3.47,4.58,8.1,29.04,13.4,,2.64,111.7,31.32,-0.45,249.64,1.08,01-Jun-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
01-Jun-2020 - 00:00,0.0,0.03,749.28,0.56,0.0,,0.0,4.52,6.02,10.46,6.77,74.54,,4.21,79.05,31.34,-0.47,251.1,0.82,02-Jun-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
02-Jun-2020 - 00:00,0.0,0.05,748.55,0.56,0.06,,0.0,4.78,6.64,11.23,20.87,11.25,,5.21,98.72,31.64,-0.46,256.79,0.96,03-Jun-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
03-Jun-2020 - 00:00,0.0,0.05,748.05,0.41,0.08,,0.09,3.87,5.19,8.96,38.02,16.14,,2.13,113.9,31.89,-0.45,266.5,1.22,04-Jun-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
04-Jun-2020 - 00:00,0.0,0.07,747.87,0.48,0.0,,0.0,4.08,5.44,9.55,63.09,10.26,,2.64,98.22,32.08,-0.46,268.6,1.06,05-Jun-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
05-Jun-2020 - 00:00,0.09,0.04,747.82,0.46,0.0,,0.0,4.76,6.34,11.02,34.69,12.44,,2.56,100.35,31.78,-0.45,276.22,1.22,06-Jun-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
06-Jun-2020 - 00:00,0.0,0.0,747.52,0.55,0.0,,0.0,4.16,5.43,9.69,4.29,90.76,,3.3,88.71,31.09,-0.46,267.1,0.98,07-Jun-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
07-Jun-2020 - 00:00,0.0,0.06,746.91,0.48,0.0,,0.0,4.48,5.95,10.47,14.65,15.42,,3.8,108.7,31.83,-0.45,252.49,1.39,08-Jun-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
08-Jun-2020 - 00:00,0.0,0.07,746.44,0.46,0.06,,0.0,3.62,4.85,8.45,16.72,23.85,,5.33,115.15,32.7,-0.43,224.61,1.47,09-Jun-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
09-Jun-2020 - 00:00,0.04,0.06,746.27,0.49,0.0,,0.06,4.25,7.84,11.94,37.78,18.7,,4.45,69.13,32.0,-0.45,243.49,1.14,10-Jun-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
10-Jun-2020 - 00:00,0.0,0.0,745.71,0.65,0.0,,0.0,4.25,8.89,13.13,41.82,18.83,,3.28,40.28,31.11,-0.48,198.41,0.63,11-Jun-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
11-Jun-2020 - 00:00,0.0,0.0,745.58,0.63,0.0,,0.0,9.35,0.77,7.98,74.85,24.42,,3.52,47.57,29.13,-0.45,255.91,1.31,12-Jun-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
12-Jun-2020 - 00:00,0.0,0.0,745.09,0.5,0.0,,0.0,7.57,2.85,7.91,42.9,353.2,,6.66,94.48,30.41,-0.41,316.69,2.17,13-Jun-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
13-Jun-2020 - 00:00,0.0,0.05,745.28,0.51,0.0,,0.0,5.76,1.95,7.5,31.33,16.84,,3.93,113.91,32.29,-0.43,295.65,1.6,14-Jun-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
14-Jun-2020 - 00:00,0.0,0.0,745.85,0.4,0.0,,0.0,5.34,22.01,27.34,31.32,17.12,,1.37,89.53,32.76,-0.44,289.31,1.52,15-Jun-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
15-Jun-2020 - 00:00,0.0,0.07,745.75,0.48,0.14,,0.26,4.79,7.86,12.62,27.93,18.79,,9.09,94.81,33.33,-0.42,300.41,1.81,16-Jun-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
16-Jun-2020 - 00:00,0.0,0.0,745.46,0.52,0.0,,0.0,3.74,5.42,9.15,34.77,22.17,,3.85,109.17,32.32,-0.46,283.07,1.01,17-Jun-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
17-Jun-2020 - 00:00,0.0,0.0,745.91,0.47,0.0,,0.0,4.13,8.79,12.92,28.08,35.55,,4.32,115.04,32.65,-0.45,288.74,1.28,18-Jun-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
18-Jun-2020 - 00:00,0.0,0.02,747.15,0.56,0.0,,0.18,5.24,11.31,16.5,85.25,15.53,,4.57,94.4,32.6,-0.45,300.4,1.18,19-Jun-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
19-Jun-2020 - 00:00,0.21,0.0,747.08,0.43,0.09,,0.0,5.1,2.41,7.39,62.55,17.48,,2.33,128.39,32.62,-0.43,254.03,1.44,20-Jun-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
20-Jun-2020 - 00:00,0.0,0.0,747.0,0.45,0.0,,0.0,4.3,3.14,7.43,81.82,275.82,,3.51,91.31,32.2,-0.44,245.19,1.4,21-Jun-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
21-Jun-2020 - 00:00,0.0,0.0,746.61,0.45,0.0,,0.0,3.68,2.08,5.7,58.24,18.5,,3.61,66.45,31.03,-0.46,232.51,1.01,22-Jun-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
22-Jun-2020 - 00:00,0.0,0.0,745.9,0.39,0.0,,0.0,5.14,2.27,7.36,82.52,17.48,,4.09,121.29,30.13,-0.45,234.93,1.25,23-Jun-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
23-Jun-2020 - 00:00,0.09,0.0,747.22,0.43,0.16,,0.0,22.53,13.86,36.15,76.37,10.2,,6.85,130.64,30.09,-0.46,273.12,1.06,24-Jun-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
24-Jun-2020 - 00:00,0.0,0.0,747.5,0.46,0.0,,0.0,4.32,0.63,4.13,71.71,37.32,,4.1,120.35,30.19,-0.47,264.05,0.79,25-Jun-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
25-Jun-2020 - 00:00,0.0,0.08,747.16,0.44,0.0,,0.09,4.39,0.87,4.8,62.64,19.1,,3.23,51.5,29.34,-0.48,231.12,0.7,26-Jun-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
26-Jun-2020 - 00:00,0.07,0.0,746.65,0.43,0.1,,0.0,5.58,2.48,7.39,54.93,16.12,,3.27,85.25,30.16,-0.49,203.3,0.54,27-Jun-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
27-Jun-2020 - 00:00,0.05,0.06,746.8,0.43,0.0,,0.0,5.19,5.12,10.31,56.92,33.57,,2.78,52.31,30.25,-0.49,200.92,0.46,28-Jun-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
28-Jun-2020 - 00:00,0.0,0.0,746.73,0.41,0.0,,0.0,5.06,3.08,8.04,91.72,14.11,,2.07,66.85,30.0,-0.49,213.49,0.55,29-Jun-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
29-Jun-2020 - 00:00,0.0,0.04,746.16,0.38,0.0,,0.0,4.45,2.72,7.13,62.85,13.94,,4.4,108.78,30.03,-0.49,216.72,0.5,30-Jun-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
30-Jun-2020 - 00:00,0.0,0.03,746.06,0.43,0.0,,0.0,8.39,11.98,20.37,82.28,13.6,,3.92,113.62,30.33,-0.47,220.99,0.85,01-Jul-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
01-Jul-2020 - 00:00,0.0,0.0,746.76,0.37,0.0,,0.0,3.6,16.5,19.94,51.65,15.76,,8.76,61.62,29.91,-0.49,230.06,0.45,02-Jul-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
02-Jul-2020 - 00:00,0.0,0.14,746.59,0.51,0.0,,0.07,4.01,26.42,30.04,65.3,20.89,,7.47,55.52,29.28,-0.49,222.93,0.53,03-Jul-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
03-Jul-2020 - 00:00,0.0,0.0,746.1,0.42,0.0,,0.0,4.0,13.21,17.21,70.24,6.76,,2.66,100.69,29.7,-0.46,304.32,1.2,04-Jul-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
04-Jul-2020 - 00:00,0.0,0.0,746.42,0.49,0.0,,0.0,3.79,7.98,11.67,80.24,8.83,,2.87,81.14,28.1,-0.48,256.96,0.71,05-Jul-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
05-Jul-2020 - 00:00,0.0,0.0,746.13,0.46,0.0,,0.0,4.21,5.03,9.18,62.46,15.12,,3.35,57.81,29.5,-0.49,288.78,0.59,06-Jul-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
06-Jul-2020 - 00:00,0.0,0.0,746.06,0.59,0.0,,0.0,4.26,15.73,19.98,77.4,17.63,,3.21,77.14,30.15,-0.49,278.58,0.59,07-Jul-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
07-Jul-2020 - 00:00,0.08,0.09,747.11,0.57,0.1,,0.0,4.22,12.04,16.25,61.82,16.02,,2.71,113.46,31.31,-0.47,269.1,0.82,08-Jul-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
08-Jul-2020 - 00:00,0.0,0.0,748.27,0.44,0.0,,0.0,3.64,8.08,11.7,34.08,19.94,,4.14,114.34,29.74,-0.48,204.56,0.68,09-Jul-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
09-Jul-2020 - 00:00,0.0,0.0,747.76,0.46,0.0,,0.0,4.24,9.61,13.84,34.01,13.03,,3.08,93.82,29.89,-0.48,218.31,0.63,10-Jul-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
10-Jul-2020 - 00:00,0.0,0.0,748.66,0.55,0.0,,0.0,4.22,11.21,15.44,24.97,16.9,,3.21,83.63,27.73,-0.49,189.53,0.47,11-Jul-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
11-Jul-2020 - 00:00,0.0,0.0,748.23,0.5,0.0,,0.0,4.05,7.62,11.66,28.91,14.63,,3.88,116.14,28.37,-0.49,225.49,0.48,12-Jul-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
12-Jul-2020 - 00:00,0.0,0.0,747.42,0.32,0.0,,0.0,3.99,7.52,11.45,28.64,11.84,,2.51,121.41,29.59,-0.48,212.48,0.71,13-Jul-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
13-Jul-2020 - 00:00,0.0,0.0,747.19,0.54,0.0,,0.0,4.36,8.79,13.15,29.33,10.13,,3.61,91.39,28.07,-0.5,224.35,0.36,14-Jul-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
14-Jul-2020 - 00:00,0.0,0.0,746.87,0.55,0.0,,0.0,5.65,15.33,20.89,34.27,24.28,,3.09,45.6,28.77,-0.5,182.11,0.37,15-Jul-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
15-Jul-2020 - 00:00,0.1,0.15,746.58,0.52,0.19,,0.09,3.79,8.98,12.76,34.91,25.88,,3.19,51.36,28.77,-0.5,218.39,0.3,16-Jul-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
16-Jul-2020 - 00:00,0.17,0.3,746.37,0.65,0.25,,0.0,4.05,10.32,14.34,23.48,24.01,,2.79,36.77,27.97,-0.51,177.21,0.2,17-Jul-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
17-Jul-2020 - 00:00,0.0,0.0,746.26,0.56,0.0,,0.0,9.57,19.45,27.78,36.7,36.8,,6.23,88.43,29.98,-0.5,206.16,0.37,18-Jul-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
18-Jul-2020 - 00:00,0.11,0.17,747.45,0.47,0.13,,0.02,2.54,7.52,9.51,25.07,26.22,,2.84,46.16,29.21,-0.5,190.42,0.24,19-Jul-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
19-Jul-2020 - 00:00,0.0,0.0,748.33,0.31,0.0,,0.0,2.19,2.27,4.41,17.98,19.84,,2.52,24.47,27.53,-0.51,129.45,0.12,20-Jul-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
20-Jul-2020 - 00:00,0.09,0.14,747.61,0.31,0.07,,0.04,2.23,2.31,4.47,22.62,40.5,,3.1,89.3,29.18,-0.49,208.63,0.51,21-Jul-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
21-Jul-2020 - 00:00,0.06,0.12,748.18,0.3,0.07,,0.02,3.1,15.34,18.38,20.67,39.8,,3.98,93.34,29.68,-0.49,200.96,0.51,22-Jul-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
22-Jul-2020 - 00:00,0.05,0.09,748.41,0.4,0.0,,0.25,2.88,9.22,12.08,24.64,38.85,,2.62,74.08,29.72,-0.49,242.47,0.45,23-Jul-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
23-Jul-2020 - 00:00,0.08,0.11,747.91,0.27,0.09,,0.8,2.56,7.98,10.51,38.79,42.63,,3.76,87.78,29.7,-0.49,235.61,0.5,24-Jul-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
24-Jul-2020 - 00:00,0.0,0.0,748.4,0.42,0.0,,0.8,3.18,6.47,9.39,26.9,66.95,,6.5,78.66,29.32,-0.5,242.56,0.43,25-Jul-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
25-Jul-2020 - 00:00,0.0,0.0,749.26,0.38,0.0,,0.8,2.35,8.87,11.17,21.83,64.84,,2.51,76.17,29.17,-0.48,180.69,0.62,26-Jul-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
26-Jul-2020 - 00:00,0.0,0.0,749.98,0.32,0.0,,0.8,2.37,7.75,10.08,15.0,48.72,,2.24,71.58,28.62,-0.49,143.66,0.44,27-Jul-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
27-Jul-2020 - 00:00,0.23,0.77,748.7,0.39,0.11,,0.42,2.76,11.36,14.06,17.28,44.36,,3.36,74.39,30.08,-0.49,95.17,0.45,28-Jul-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
28-Jul-2020 - 00:00,0.18,0.44,747.22,0.55,0.19,,0.03,2.33,19.67,21.9,14.71,27.24,,4.72,62.84,28.86,-0.47,122.33,0.67,29-Jul-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
29-Jul-2020 - 00:00,0.24,0.41,747.43,0.37,0.08,,0.05,2.42,11.41,13.77,10.84,18.94,,6.29,23.2,25.92,-0.51,75.67,0.17,30-Jul-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
30-Jul-2020 - 00:00,0.1,0.26,747.05,0.38,0.13,,0.05,1.68,7.02,8.6,21.66,29.71,,4.08,84.91,29.48,-0.49,144.08,0.4,31-Jul-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
31-Jul-2020 - 00:00,0.24,0.22,746.64,0.36,0.41,,0.08,1.67,9.76,11.27,20.79,14.27,,5.48,82.15,30.12,-0.49,240.0,0.47,01-Aug-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
01-Aug-2020 - 00:00,0.33,0.61,747.28,0.35,0.26,,0.06,2.58,9.63,12.15,18.64,11.66,,2.05,51.63,28.63,-0.48,179.22,0.62,02-Aug-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
02-Aug-2020 - 00:00,0.0,0.0,747.0,0.34,0.0,,0.0,2.22,8.34,10.43,27.42,20.07,,2.55,69.78,28.55,-0.49,187.08,0.45,03-Aug-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
03-Aug-2020 - 00:00,0.04,0.1,746.51,0.38,0.06,,0.01,3.48,10.12,13.27,11.28,11.36,,5.81,33.85,27.3,-0.5,156.27,0.33,04-Aug-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
04-Aug-2020 - 00:00,0.14,0.57,744.75,0.8,0.18,,0.09,5.16,15.81,20.56,14.04,57.25,,5.42,44.9,29.35,-0.49,258.43,0.53,05-Aug-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
05-Aug-2020 - 00:00,0.26,0.29,743.76,0.51,0.25,,0.13,2.52,10.59,13.02,16.24,12.85,,2.25,55.07,29.54,-0.49,285.79,0.62,06-Aug-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
06-Aug-2020 - 00:00,0.19,0.25,744.81,0.38,0.26,,0.05,1.67,8.61,10.09,21.79,23.47,,5.01,70.27,29.47,-0.49,276.83,0.48,07-Aug-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
07-Aug-2020 - 00:00,0.0,0.0,746.57,0.43,0.0,0.0,0.0,2.64,9.32,11.74,16.49,12.84,73.09,3.98,74.93,33.51,-0.5,211.9,0.22,08-Aug-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
08-Aug-2020 - 00:00,0.0,0.0,747.05,0.53,0.0,0.0,,2.48,9.89,12.24,17.2,96.69,69.93,3.77,58.14,,-0.49,182.71,0.48,09-Aug-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
09-Aug-2020 - 00:00,0.0,0.0,747.3,0.27,0.0,0.0,,1.57,9.37,10.62,6.45,24.91,82.28,2.91,38.58,,-0.5,234.59,0.38,10-Aug-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
10-Aug-2020 - 00:00,0.07,0.26,747.38,0.52,0.15,0.08,,3.05,9.07,11.98,19.39,25.29,73.54,2.61,73.7,,-0.5,210.24,0.34,11-Aug-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
11-Aug-2020 - 00:00,0.17,0.3,748.21,0.41,0.12,0.19,,2.3,7.51,9.74,18.98,26.99,73.18,3.85,58.4,,-0.5,218.78,0.33,12-Aug-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
12-Aug-2020 - 00:00,0.62,0.68,748.79,0.52,0.13,0.13,,4.51,8.25,12.74,17.88,26.77,77.66,3.12,49.13,,-0.5,142.58,0.22,13-Aug-2020 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
