from date,PM2.5,PM10,NO2,NOx,NO,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,MP-Xylene,Eth-Benzene,AT,RH,WS,WD,BP,RF,SR,to date,station
21-Aug-2020 - 00:00,,10.63,9.91,3.56,5.64,8.24,13.44,0.31,5.02,0.4,14.04,0.74,0.22,1.82,26.76,87.79,0.53,94.73,746.89,0.05,130.05,22-Aug-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
22-Aug-2020 - 00:00,,17.79,10.33,4.33,6.0,9.37,3.22,0.43,3.61,0.45,18.06,3.19,0.97,2.07,27.38,87.75,0.29,98.76,747.49,0.0,144.67,23-Aug-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
23-Aug-2020 - 00:00,,29.08,8.93,3.21,5.36,4.53,12.0,0.55,4.65,0.43,14.74,3.27,1.03,1.98,27.55,91.5,0.18,121.25,746.9,0.2,110.49,24-Aug-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
24-Aug-2020 - 00:00,,39.37,6.23,2.74,3.49,2.4,3.27,0.61,3.51,0.45,15.97,4.07,1.17,2.07,28.94,83.72,0.33,227.78,746.77,0.0,212.94,25-Aug-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
25-Aug-2020 - 00:00,,39.52,6.28,2.75,3.53,2.4,3.01,0.52,3.67,0.45,15.25,3.87,0.95,2.06,30.39,77.65,0.57,264.34,747.12,0.0,245.84,26-Aug-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
26-Aug-2020 - 00:00,,38.51,6.08,6.44,4.55,7.75,2.87,0.45,6.0,0.45,16.99,3.07,0.91,2.1,30.11,78.38,0.28,102.06,746.96,0.05,250.52,27-Aug-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
27-Aug-2020 - 00:00,,18.3,5.05,10.31,5.26,9.13,2.78,0.35,6.76,0.45,34.2,2.09,0.65,2.06,27.6,83.43,0.38,83.34,746.05,0.03,146.83,28-Aug-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
28-Aug-2020 - 00:00,,24.74,5.18,9.4,4.57,7.5,12.92,0.37,5.99,0.43,31.38,2.94,0.95,1.99,28.21,84.25,0.33,98.62,745.72,0.0,202.27,29-Aug-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
29-Aug-2020 - 00:00,,40.92,6.85,10.95,5.1,6.5,9.67,0.39,7.29,0.44,10.14,3.16,1.33,2.0,29.33,76.76,0.37,140.87,746.44,0.0,278.45,30-Aug-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
30-Aug-2020 - 00:00,,66.5,7.21,13.99,6.78,5.65,3.2,0.5,4.94,0.45,12.68,3.28,0.9,2.06,30.14,71.05,0.42,232.23,747.37,0.0,245.85,31-Aug-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
31-Aug-2020 - 00:00,23.91,86.34,7.97,15.28,7.31,5.69,3.2,0.52,5.1,0.45,12.62,3.29,0.86,2.05,30.35,72.82,0.64,266.01,747.82,0.0,228.02,01-Sep-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
01-Sep-2020 - 00:00,24.2,76.97,7.73,16.1,8.37,5.69,3.06,0.56,4.49,0.45,11.81,2.46,0.68,2.05,29.73,76.92,0.6,271.0,748.41,0.17,167.44,02-Sep-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
02-Sep-2020 - 00:00,,20.62,4.71,10.44,5.73,5.69,2.95,0.47,4.92,0.45,15.05,3.25,0.9,2.07,27.58,87.34,0.31,95.47,749.83,0.05,184.92,03-Sep-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
03-Sep-2020 - 00:00,,43.97,5.09,11.01,5.93,5.69,2.98,0.51,6.0,0.45,15.46,3.92,1.96,2.08,29.21,80.47,0.28,129.32,750.7,0.0,262.06,04-Sep-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
04-Sep-2020 - 00:00,,67.58,6.78,9.93,4.9,8.29,16.58,0.59,10.06,0.44,16.66,4.34,1.63,2.04,30.43,76.67,0.24,145.44,749.43,0.0,263.84,05-Sep-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
05-Sep-2020 - 00:00,,111.05,11.01,17.44,9.92,13.06,13.3,0.57,9.78,0.42,13.86,4.34,1.31,1.93,30.99,75.77,0.35,240.2,747.73,0.0,214.39,06-Sep-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
06-Sep-2020 - 00:00,20.49,92.3,9.45,13.58,6.98,12.13,38.56,0.57,11.71,0.39,11.15,2.6,0.82,1.8,30.43,79.85,0.36,237.93,747.22,0.0,148.72,07-Sep-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
07-Sep-2020 - 00:00,25.11,56.59,9.49,16.42,6.93,12.97,2.8,0.59,9.57,0.45,13.44,3.83,1.25,2.07,27.38,92.43,0.29,143.39,747.78,0.25,78.76,08-Sep-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
08-Sep-2020 - 00:00,20.2,60.5,10.32,18.31,9.24,13.68,4.51,0.56,8.65,0.42,12.21,4.39,1.34,1.95,27.66,92.03,0.18,146.68,748.47,0.05,126.26,09-Sep-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
09-Sep-2020 - 00:00,17.44,54.34,7.34,14.94,7.59,16.52,2.9,0.55,8.74,0.45,14.49,4.7,1.42,2.08,28.78,86.66,0.17,113.02,748.08,0.01,160.02,10-Sep-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
10-Sep-2020 - 00:00,39.78,97.33,6.53,12.64,6.11,8.5,2.95,0.62,9.19,0.45,13.66,3.93,1.16,2.08,28.43,85.41,0.25,152.25,746.27,0.04,181.53,11-Sep-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
11-Sep-2020 - 00:00,43.2,57.02,5.82,12.27,6.45,4.4,3.11,0.64,8.83,0.45,14.27,4.07,1.25,2.09,27.94,90.5,0.18,114.84,747.08,0.04,111.21,12-Sep-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
12-Sep-2020 - 00:00,50.03,70.5,5.19,10.98,5.79,4.4,3.04,0.74,10.04,0.45,14.24,4.26,1.67,2.08,28.58,88.77,0.18,104.7,748.69,0.0,143.03,13-Sep-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
13-Sep-2020 - 00:00,51.22,119.27,5.11,9.84,6.01,10.24,11.95,0.57,9.53,0.43,13.22,3.51,1.12,2.0,28.52,89.14,0.21,108.36,748.86,0.0,132.58,14-Sep-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
14-Sep-2020 - 00:00,36.02,66.28,5.45,10.12,5.94,9.57,2.93,0.64,9.26,1.21,11.61,3.57,0.96,1.94,28.7,89.68,0.12,104.59,747.97,0.0,109.93,15-Sep-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
15-Sep-2020 - 00:00,25.1,119.48,5.8,12.83,7.04,9.56,2.98,0.57,8.47,2.09,11.96,6.5,1.06,2.21,27.68,91.29,0.21,123.31,747.66,0.05,101.05,16-Sep-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
16-Sep-2020 - 00:00,22.16,43.34,5.86,11.08,6.23,9.58,10.01,0.57,8.73,1.96,13.87,6.92,1.3,2.18,28.99,84.92,0.17,105.85,747.41,0.0,177.33,17-Sep-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
17-Sep-2020 - 00:00,28.07,63.82,5.96,12.96,7.0,9.16,3.0,0.6,8.41,2.1,13.21,4.32,1.13,2.2,28.43,85.93,0.19,129.54,746.86,0.0,141.81,18-Sep-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
18-Sep-2020 - 00:00,22.37,49.95,4.91,10.77,5.87,8.55,2.89,0.58,8.07,1.62,13.95,3.92,1.28,2.19,27.81,88.05,0.19,111.06,746.68,0.0,137.94,19-Sep-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
19-Sep-2020 - 00:00,23.0,84.21,5.62,11.41,6.13,8.17,2.84,0.6,8.52,1.84,13.92,3.51,1.05,2.17,30.33,75.97,0.27,79.14,745.77,0.0,302.36,20-Sep-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
20-Sep-2020 - 00:00,29.61,172.88,7.82,16.01,8.19,8.82,2.77,0.74,6.85,3.07,15.1,4.56,1.2,2.29,33.2,61.88,0.41,68.12,744.23,0.0,365.5,21-Sep-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
21-Sep-2020 - 00:00,23.54,36.96,8.52,14.53,7.39,8.07,2.89,0.62,7.57,2.21,12.58,3.12,0.95,2.18,33.2,61.88,0.41,68.12,744.23,0.0,365.5,22-Sep-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
22-Sep-2020 - 00:00,3.28,8.85,12.41,17.11,7.84,7.1,2.85,0.48,7.51,1.01,11.22,2.53,0.81,2.17,30.25,74.3,0.38,80.29,746.95,0.01,234.76,23-Sep-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
23-Sep-2020 - 00:00,3.53,14.53,12.32,17.04,7.59,7.28,3.11,0.49,7.34,1.01,11.22,2.52,0.8,2.16,25.87,95.16,0.31,98.96,751.81,0.41,108.56,24-Sep-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
24-Sep-2020 - 00:00,4.99,13.47,12.2,16.92,7.75,7.24,3.24,0.52,7.02,0.99,11.06,2.48,0.79,2.14,25.72,95.69,0.34,108.0,752.65,0.57,78.33,25-Sep-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
25-Sep-2020 - 00:00,7.26,22.4,14.63,24.05,18.32,11.64,13.68,0.6,6.66,1.24,11.39,2.9,0.82,1.99,25.33,96.35,1.25,75.21,750.79,0.25,72.47,26-Sep-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
26-Sep-2020 - 00:00,7.09,16.98,12.74,18.76,9.46,10.9,3.2,0.59,6.56,1.35,15.51,4.74,1.32,2.29,25.48,93.08,0.17,74.21,751.96,0.01,76.05,27-Sep-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
27-Sep-2020 - 00:00,18.0,27.62,13.21,17.02,9.45,4.41,12.05,0.58,5.99,1.34,15.91,4.21,1.36,2.2,27.57,82.16,0.15,119.3,753.83,0.0,185.67,28-Sep-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
28-Sep-2020 - 00:00,31.65,96.63,18.07,30.32,20.41,,2.97,0.81,6.5,2.4,14.73,5.05,1.28,2.27,28.44,82.09,0.18,154.2,754.44,0.0,193.55,29-Sep-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
29-Sep-2020 - 00:00,62.86,175.93,19.92,38.24,30.26,8.59,8.4,0.94,5.25,3.42,14.31,5.2,1.12,2.12,28.94,80.28,0.24,248.69,753.86,0.0,184.54,30-Sep-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
30-Sep-2020 - 00:00,58.84,216.99,23.29,49.3,40.59,8.66,2.84,1.13,2.25,3.78,15.75,6.41,1.17,2.23,29.04,76.73,0.15,205.77,753.12,0.0,178.96,01-Oct-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
01-Oct-2020 - 00:00,48.52,87.46,17.28,26.91,16.66,7.78,2.81,0.87,2.42,3.24,14.28,5.17,1.1,2.17,28.32,82.82,0.19,185.38,752.82,0.0,120.39,02-Oct-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
02-Oct-2020 - 00:00,30.04,52.11,12.5,16.72,9.15,5.54,8.2,0.76,3.77,0.9,3.65,1.21,0.38,0.64,28.66,81.02,0.15,141.93,753.13,0.0,101.19,03-Oct-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
03-Oct-2020 - 00:00,85.43,40.28,10.56,6.87,5.4,4.12,24.24,0.58,2.66,0.0,0.0,0.0,0.0,0.0,27.8,87.42,0.19,125.55,754.56,0.01,161.21,04-Oct-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
04-Oct-2020 - 00:00,43.17,73.91,10.81,10.43,5.73,4.31,27.22,0.65,2.22,0.0,0.0,0.0,0.0,0.0,26.52,94.14,0.15,127.13,754.36,0.01,48.79,05-Oct-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
05-Oct-2020 - 00:00,39.35,51.62,21.77,4.82,5.33,4.95,10.15,0.52,2.41,0.18,1.26,0.37,0.12,0.23,27.94,86.29,0.23,150.77,752.2,0.02,173.75,06-Oct-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
06-Oct-2020 - 00:00,14.13,41.87,12.72,14.24,6.53,5.53,4.29,0.59,4.22,0.73,3.38,0.79,0.28,0.88,26.79,93.79,0.19,122.77,749.26,0.11,51.08,07-Oct-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
07-Oct-2020 - 00:00,31.26,32.18,11.65,9.89,5.94,6.82,4.79,0.54,4.97,0.33,3.08,0.71,0.23,0.43,30.63,74.63,0.21,97.53,750.63,0.0,369.92,08-Oct-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
08-Oct-2020 - 00:00,20.5,44.35,17.75,16.13,5.64,5.05,2.71,0.65,14.81,1.34,2.64,1.05,0.2,0.96,29.17,82.9,0.18,122.93,751.0,0.0,220.27,09-Oct-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
09-Oct-2020 - 00:00,32.23,57.68,20.13,25.14,12.6,4.59,2.84,0.66,15.77,3.69,6.46,2.83,0.67,2.08,29.45,72.41,0.11,185.38,750.23,0.0,77.9,10-Oct-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
10-Oct-2020 - 00:00,69.63,164.41,25.79,46.7,35.79,4.4,3.62,1.2,11.93,4.69,11.39,4.79,0.68,2.15,29.38,71.86,0.17,189.76,750.17,0.0,226.49,11-Oct-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
11-Oct-2020 - 00:00,66.9,121.95,23.03,35.37,23.46,4.4,3.8,1.15,12.83,4.22,12.74,4.63,0.76,2.15,29.22,70.59,0.12,178.45,748.87,0.0,220.34,12-Oct-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
12-Oct-2020 - 00:00,80.51,136.06,19.88,30.93,19.98,4.4,3.58,1.27,15.63,5.3,9.92,3.55,0.78,2.12,29.11,75.34,0.16,119.12,748.25,0.0,179.27,13-Oct-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
13-Oct-2020 - 00:00,54.59,91.35,14.43,17.79,7.61,4.39,3.41,0.89,16.42,2.92,9.3,2.51,0.53,2.05,29.2,78.83,0.14,145.37,748.75,0.0,178.37,14-Oct-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
14-Oct-2020 - 00:00,56.4,91.5,15.33,18.81,7.83,4.4,3.55,0.79,15.71,3.38,9.02,2.27,0.53,2.11,29.32,78.26,0.14,128.93,749.51,0.0,192.25,15-Oct-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
15-Oct-2020 - 00:00,19.72,92.7,17.22,20.32,8.49,4.4,3.43,0.91,14.88,3.04,9.37,2.25,0.53,2.11,29.37,75.11,0.14,149.72,749.56,0.0,202.98,16-Oct-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
16-Oct-2020 - 00:00,25.33,119.92,18.94,24.31,13.91,4.9,3.78,1.02,8.78,3.69,10.39,2.91,0.63,2.02,29.27,75.24,0.17,152.07,749.43,0.0,164.88,17-Oct-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
17-Oct-2020 - 00:00,79.96,159.47,22.22,48.59,46.01,5.41,4.09,1.36,2.0,4.79,14.76,5.35,1.08,2.13,29.31,74.02,0.13,180.58,749.86,0.0,210.46,18-Oct-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
18-Oct-2020 - 00:00,73.11,153.46,19.29,36.79,27.68,5.37,3.91,1.1,2.0,3.51,14.1,4.6,0.97,2.17,28.81,67.57,0.2,234.79,750.13,0.0,207.63,19-Oct-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
19-Oct-2020 - 00:00,93.93,212.23,18.77,32.68,23.16,5.32,4.07,1.25,2.0,4.7,14.65,4.59,0.97,2.13,27.63,66.65,0.23,248.27,749.76,0.0,178.57,20-Oct-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
20-Oct-2020 - 00:00,89.76,159.4,18.11,35.8,27.21,5.32,4.04,1.34,2.01,5.0,15.61,5.17,1.19,2.18,27.69,73.51,0.16,121.24,749.83,0.0,162.76,21-Oct-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
21-Oct-2020 - 00:00,94.2,160.23,14.63,20.3,10.71,5.31,3.8,1.04,2.17,4.8,14.28,3.64,1.07,2.1,27.76,76.13,0.2,105.84,750.33,0.0,155.32,22-Oct-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
22-Oct-2020 - 00:00,61.68,115.05,14.31,19.04,10.36,5.2,4.11,0.87,3.37,3.39,11.18,2.66,0.78,2.0,27.62,79.91,0.18,102.8,749.26,0.0,166.06,23-Oct-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
23-Oct-2020 - 00:00,46.2,98.49,15.41,22.79,12.74,5.21,4.62,0.69,3.76,3.06,11.78,3.05,0.8,2.14,27.64,79.83,0.16,137.1,748.62,0.0,159.86,24-Oct-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
24-Oct-2020 - 00:00,50.38,85.07,14.58,21.05,11.11,5.12,4.14,0.79,3.26,2.53,12.79,2.81,0.72,2.12,26.75,72.6,0.28,208.26,749.76,0.0,165.5,25-Oct-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
25-Oct-2020 - 00:00,98.25,90.53,14.94,22.83,13.1,4.99,4.46,1.03,3.52,3.17,12.82,2.98,0.7,2.13,25.16,60.33,0.26,242.15,752.04,0.0,209.0,26-Oct-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
26-Oct-2020 - 00:00,85.55,81.38,16.39,24.55,14.31,4.8,4.45,1.04,5.19,4.75,13.58,4.21,0.81,2.16,24.92,62.61,0.17,246.15,752.69,0.0,187.74,27-Oct-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
27-Oct-2020 - 00:00,60.43,75.93,18.14,37.0,28.69,4.72,4.5,1.15,7.27,5.6,15.05,4.93,0.91,2.16,24.28,68.25,0.14,216.49,752.56,0.0,190.28,28-Oct-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
28-Oct-2020 - 00:00,65.14,77.39,20.03,45.06,37.5,4.74,4.38,1.29,7.34,5.98,14.97,5.66,0.99,2.19,24.91,57.02,0.18,203.79,753.4,0.0,194.99,29-Oct-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
29-Oct-2020 - 00:00,57.12,66.86,21.43,41.55,32.21,4.8,4.43,1.04,7.52,5.18,13.7,5.48,0.94,2.18,24.39,58.36,0.17,221.6,753.75,0.0,191.72,30-Oct-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
30-Oct-2020 - 00:00,53.46,228.17,20.62,31.46,20.16,4.82,4.31,0.98,7.64,4.34,13.81,4.68,0.79,2.15,25.04,53.91,0.27,248.46,753.08,0.0,194.6,31-Oct-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
31-Oct-2020 - 00:00,50.99,61.54,19.0,25.8,14.17,4.82,4.1,0.93,7.72,3.9,13.72,4.2,0.74,2.15,25.86,57.59,0.28,263.66,752.94,0.0,174.97,01-Nov-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
01-Nov-2020 - 00:00,57.92,64.69,18.95,22.63,13.51,4.76,4.28,1.19,7.7,4.56,14.19,4.88,0.78,2.1,25.69,59.64,0.21,247.79,753.63,0.0,183.08,02-Nov-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
02-Nov-2020 - 00:00,63.26,76.93,20.17,23.75,10.84,4.69,4.22,1.49,8.08,5.48,15.36,4.48,0.74,2.15,24.73,59.18,0.29,259.56,754.32,0.0,147.2,03-Nov-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
03-Nov-2020 - 00:00,58.78,117.56,18.41,20.47,7.9,4.63,4.14,1.01,8.64,3.89,12.48,2.6,0.59,2.12,23.29,48.57,0.36,267.46,754.36,0.0,149.78,04-Nov-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
04-Nov-2020 - 00:00,61.51,228.32,16.86,13.79,7.89,4.42,4.32,1.15,9.22,4.57,11.35,3.64,0.66,2.0,22.15,48.18,0.37,243.78,753.7,0.0,175.55,05-Nov-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
05-Nov-2020 - 00:00,75.27,131.94,10.92,14.82,5.73,4.4,4.59,1.52,8.32,7.6,13.14,6.32,1.4,2.24,21.56,62.67,0.11,185.57,754.97,0.0,161.06,06-Nov-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
06-Nov-2020 - 00:00,91.97,109.87,16.26,26.82,17.22,4.26,4.66,2.17,8.6,10.32,13.76,7.15,1.67,2.29,20.92,74.85,0.15,174.39,756.94,0.0,140.65,07-Nov-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
07-Nov-2020 - 00:00,77.54,103.04,32.24,101.01,100.34,3.77,5.16,2.43,8.2,10.43,14.28,7.41,1.61,2.24,21.1,78.36,0.13,208.0,757.34,0.0,149.26,08-Nov-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
08-Nov-2020 - 00:00,72.41,90.44,29.69,80.86,75.85,3.75,5.42,2.04,7.89,10.59,15.71,8.0,1.71,2.31,21.9,76.24,0.1,162.84,757.39,0.0,157.37,09-Nov-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
09-Nov-2020 - 00:00,56.13,80.0,25.49,54.59,45.84,3.29,4.61,1.66,7.63,7.33,14.15,5.87,1.77,2.21,22.3,69.39,0.15,201.07,756.2,0.0,174.23,10-Nov-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
10-Nov-2020 - 00:00,42.2,70.51,25.97,63.18,56.24,3.02,4.2,1.32,7.44,7.42,13.34,5.78,1.72,2.21,22.49,71.8,0.16,122.79,755.93,0.0,182.22,11-Nov-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
11-Nov-2020 - 00:00,35.63,63.4,23.0,48.67,40.08,3.04,4.43,1.36,7.09,6.23,11.87,5.43,1.44,2.2,23.26,71.61,0.16,113.92,757.1,0.0,189.3,12-Nov-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
12-Nov-2020 - 00:00,44.48,71.82,25.13,55.56,47.28,2.95,4.46,1.5,7.25,6.78,12.59,6.35,1.46,2.25,23.95,62.23,0.13,193.72,757.42,0.0,181.05,13-Nov-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
13-Nov-2020 - 00:00,48.16,70.95,23.91,41.58,30.65,2.82,4.38,1.39,7.53,6.7,12.74,5.65,1.38,2.24,24.13,59.72,0.2,191.25,756.25,0.0,166.08,14-Nov-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
14-Nov-2020 - 00:00,60.87,84.41,21.65,34.03,22.7,2.91,4.02,1.44,8.0,6.88,11.57,4.34,1.39,2.19,22.95,67.59,0.14,196.17,755.67,0.0,150.38,15-Nov-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
15-Nov-2020 - 00:00,77.41,210.01,20.46,36.78,26.91,3.07,3.07,1.34,7.61,7.87,11.49,4.84,1.61,2.2,22.61,69.29,0.13,185.73,755.67,0.0,168.85,16-Nov-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
16-Nov-2020 - 00:00,58.41,170.76,21.38,34.39,23.32,3.26,3.41,1.37,8.03,6.42,11.32,4.47,1.27,2.18,20.41,73.55,0.23,208.29,755.61,0.0,110.46,17-Nov-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
17-Nov-2020 - 00:00,32.79,105.87,19.8,27.2,15.38,3.24,3.29,0.81,7.76,3.29,9.63,3.23,0.82,2.11,21.39,67.37,0.39,272.8,754.09,0.0,184.18,18-Nov-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
18-Nov-2020 - 00:00,39.5,95.7,20.39,27.0,14.75,3.22,2.94,0.99,7.94,3.8,10.62,3.59,0.89,2.11,22.12,67.57,0.25,242.15,754.18,0.0,148.15,19-Nov-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
19-Nov-2020 - 00:00,50.07,86.7,20.63,31.41,20.1,3.23,3.6,1.3,7.87,5.83,10.58,4.8,1.08,2.12,20.67,78.66,0.17,176.78,754.15,0.0,97.62,20-Nov-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
20-Nov-2020 - 00:00,51.44,89.09,19.02,28.23,17.18,3.2,3.52,1.43,7.59,7.35,11.1,4.96,1.17,2.14,21.85,75.74,0.12,165.24,754.16,0.0,135.67,21-Nov-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
21-Nov-2020 - 00:00,35.33,84.16,18.77,21.21,8.59,3.18,2.97,0.84,8.1,3.32,9.87,2.47,0.68,2.09,20.3,57.71,0.41,267.75,755.02,0.0,157.7,22-Nov-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
22-Nov-2020 - 00:00,37.17,84.37,22.04,32.16,20.11,3.18,3.16,1.02,8.48,4.38,7.18,2.16,0.6,2.07,17.59,57.09,0.3,231.7,756.46,0.0,165.94,23-Nov-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
23-Nov-2020 - 00:00,56.51,90.31,26.26,52.69,42.96,3.13,3.02,1.5,8.24,7.2,9.08,4.78,0.96,2.11,17.51,70.0,0.15,156.61,757.48,0.0,147.85,24-Nov-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
24-Nov-2020 - 00:00,64.88,97.38,33.14,88.62,96.13,3.15,3.38,1.66,8.37,8.08,10.3,6.11,1.31,2.08,17.76,72.93,0.11,154.84,757.01,0.0,149.77,25-Nov-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
25-Nov-2020 - 00:00,66.77,93.95,38.34,120.05,145.22,3.08,3.39,2.37,8.42,12.43,12.51,8.85,2.01,2.14,18.01,75.91,0.15,159.25,757.02,0.0,144.77,26-Nov-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
26-Nov-2020 - 00:00,67.54,88.95,34.2,96.18,92.02,2.39,3.56,2.37,8.22,10.84,13.13,8.18,1.62,2.2,19.27,75.64,0.12,159.68,757.3,0.0,121.13,27-Nov-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
27-Nov-2020 - 00:00,65.71,93.36,30.04,47.08,33.98,2.33,3.92,1.72,8.39,7.87,11.26,6.03,1.16,2.14,19.39,71.95,0.21,241.46,759.04,0.0,78.59,28-Nov-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
28-Nov-2020 - 00:00,65.46,97.37,20.2,18.39,8.92,4.22,2.94,1.52,8.38,6.61,10.8,4.9,0.81,2.05,20.77,63.21,0.25,243.91,758.4,0.0,127.66,29-Nov-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
29-Nov-2020 - 00:00,50.3,93.33,10.93,14.8,5.7,4.4,2.86,1.34,8.08,5.78,9.93,5.48,0.87,2.14,18.98,63.3,0.22,225.2,757.51,0.0,169.43,30-Nov-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
30-Nov-2020 - 00:00,55.88,95.57,10.94,14.8,5.69,4.4,3.06,1.46,8.3,6.68,10.38,6.01,0.89,2.14,18.95,61.91,0.17,253.36,756.98,0.0,136.9,01-Dec-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
01-Dec-2020 - 00:00,68.83,108.84,10.93,14.77,5.65,4.4,3.3,2.09,8.53,11.22,14.11,18.21,1.48,2.29,16.18,67.93,0.06,258.02,757.26,0.0,7.28,02-Dec-2020 - 00:00,"Industrial Area, Hajipur - BSPCB"
