from date,AT,PM2.5,PM10,RF,RH,SR,Temp,WD,WS,Benzene,Eth-Benzene,Toluene,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
15-Apr-2020 - 00:00,31.24,34.07,63.23,0.0,28.16,67.58,28.53,175.2,0.61,0.12,0.11,1.19,0.58,12.75,2.16,15.36,9.92,20.43,9.82,16-Apr-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
16-Apr-2020 - 00:00,29.0,41.51,67.38,0.0,23.9,78.56,29.86,227.73,0.77,0.12,0.23,1.34,0.72,12.92,2.88,19.62,12.79,18.99,10.2,17-Apr-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
17-Apr-2020 - 00:00,29.42,44.79,68.22,0.0,24.81,73.71,28.59,244.73,0.93,0.06,0.01,0.98,0.61,12.26,1.46,13.49,8.37,19.39,10.53,18-Apr-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
18-Apr-2020 - 00:00,30.33,39.0,62.33,0.0,28.33,56.92,29.84,178.88,0.87,0.09,0.03,1.02,0.67,13.29,1.48,12.73,7.97,20.0,10.52,19-Apr-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
19-Apr-2020 - 00:00,31.87,34.98,62.39,0.0,28.9,72.32,28.56,210.4,0.82,0.07,0.08,1.01,0.54,10.42,1.51,11.27,7.22,19.16,10.31,20-Apr-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
20-Apr-2020 - 00:00,33.58,51.17,76.6,0.0,27.4,68.51,29.79,199.0,0.8,0.1,0.14,1.06,0.8,11.67,2.28,18.69,11.79,18.56,10.66,21-Apr-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
21-Apr-2020 - 00:00,32.88,36.58,63.32,0.0,33.4,77.71,28.5,137.58,0.97,0.1,0.04,1.04,0.58,9.96,1.45,10.23,6.62,20.44,11.92,22-Apr-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
22-Apr-2020 - 00:00,31.88,37.74,62.39,0.0,29.19,72.42,29.84,181.73,0.9,0.11,0.16,1.28,0.67,10.51,2.64,15.99,10.64,19.74,10.39,23-Apr-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
23-Apr-2020 - 00:00,30.79,49.31,73.21,0.0,28.41,74.48,28.6,193.42,0.9,0.11,0.09,1.14,0.83,10.47,4.92,21.17,15.25,18.78,11.95,24-Apr-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
24-Apr-2020 - 00:00,31.21,48.7,81.14,0.0,30.88,65.89,30.03,241.61,0.87,0.13,0.06,1.05,0.88,11.56,2.5,18.19,11.69,18.05,11.31,25-Apr-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
25-Apr-2020 - 00:00,31.44,29.59,54.94,0.0,24.11,79.41,28.7,255.34,1.14,0.05,0.0,0.84,0.45,8.11,1.48,11.38,7.25,19.53,11.95,26-Apr-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
26-Apr-2020 - 00:00,31.14,51.06,82.1,0.0,28.57,75.29,29.98,233.18,1.09,0.09,0.0,0.96,0.8,10.44,1.45,15.68,9.52,19.08,9.91,27-Apr-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
27-Apr-2020 - 00:00,30.25,23.34,36.66,0.0,41.38,75.42,28.56,119.64,1.16,0.07,0.03,0.98,0.44,8.64,1.34,6.16,4.37,21.03,11.01,28-Apr-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
28-Apr-2020 - 00:00,31.14,29.43,43.07,0.0,32.62,82.73,29.71,152.76,0.81,0.07,0.07,0.96,0.57,8.98,1.53,8.53,5.78,19.96,9.74,29-Apr-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
29-Apr-2020 - 00:00,31.54,60.87,90.34,0.0,29.74,74.09,28.71,152.48,0.86,0.17,0.14,1.22,1.11,10.42,2.98,17.88,11.94,19.13,11.62,30-Apr-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
30-Apr-2020 - 00:00,31.32,47.11,74.11,0.0,32.61,63.16,29.88,181.23,0.64,0.15,0.11,1.12,0.88,9.96,2.15,17.08,10.83,18.92,9.29,01-May-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
01-May-2020 - 00:00,32.27,32.48,58.96,0.0,25.69,78.35,28.84,188.24,0.92,0.08,0.37,1.18,0.54,7.42,1.44,16.02,9.7,19.24,10.04,02-May-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
02-May-2020 - 00:00,32.88,31.18,53.25,0.0,18.25,80.7,29.93,219.21,0.98,0.07,0.0,0.86,0.57,7.41,1.41,12.78,7.94,18.94,8.58,03-May-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
03-May-2020 - 00:00,34.27,23.09,44.98,0.0,21.33,82.46,28.99,228.27,1.04,0.02,0.01,0.81,0.37,6.35,1.2,7.96,5.2,19.37,11.19,04-May-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
04-May-2020 - 00:00,32.47,32.98,61.72,0.0,34.21,75.05,29.97,206.76,1.22,0.06,0.0,0.87,0.49,7.66,1.33,9.27,6.01,18.36,7.65,05-May-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
05-May-2020 - 00:00,30.12,20.37,37.56,0.0,36.78,79.69,28.88,150.43,1.33,0.05,0.01,1.01,0.42,6.15,1.23,6.44,4.42,20.29,11.18,06-May-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
06-May-2020 - 00:00,31.06,31.93,52.93,0.01,31.15,61.0,29.83,163.1,0.97,0.07,0.28,1.31,0.61,7.15,1.61,14.8,9.19,19.12,9.94,07-May-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
07-May-2020 - 00:00,34.89,24.1,43.6,0.0,30.91,77.5,28.94,170.16,0.84,0.06,0.07,1.03,0.47,5.84,1.53,13.63,8.5,19.7,10.65,08-May-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
08-May-2020 - 00:00,36.63,33.82,58.45,0.0,21.99,72.26,29.88,192.62,0.88,0.11,0.34,1.26,0.6,6.66,1.63,14.49,9.03,19.18,7.65,09-May-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
09-May-2020 - 00:00,34.91,23.73,45.26,0.0,24.43,69.24,28.87,184.07,0.99,0.04,0.58,1.78,0.44,5.57,1.81,11.91,7.81,18.08,10.25,10-May-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
10-May-2020 - 00:00,32.41,17.74,29.47,0.06,41.44,80.41,29.75,181.48,1.14,0.04,0.06,1.06,0.4,6.61,1.71,12.89,8.25,19.52,9.73,11-May-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
11-May-2020 - 00:00,32.81,14.27,22.93,0.0,44.55,78.06,29.25,195.23,0.93,0.01,0.15,0.82,0.35,6.11,1.31,10.39,6.6,20.93,9.64,12-May-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
12-May-2020 - 00:00,35.4,27.19,45.6,0.0,41.58,80.41,29.38,149.88,1.09,0.07,0.28,1.44,0.57,7.09,1.86,17.52,10.84,19.21,9.3,13-May-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
13-May-2020 - 00:00,36.22,22.79,40.19,0.0,37.5,74.65,29.49,180.44,0.88,0.05,0.14,1.18,0.5,6.48,2.22,15.69,10.1,20.51,11.71,14-May-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
14-May-2020 - 00:00,36.2,23.72,39.57,0.0,35.67,71.79,29.37,160.29,0.83,0.07,0.74,2.22,0.48,6.21,1.36,12.57,7.79,19.99,13.51,15-May-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
15-May-2020 - 00:00,35.85,26.57,48.41,0.0,31.43,70.56,29.55,162.51,0.87,0.06,0.21,1.7,0.53,6.16,1.29,12.73,7.82,19.97,13.59,16-May-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
16-May-2020 - 00:00,35.3,24.55,40.54,0.0,30.47,74.08,29.18,167.18,0.87,0.06,0.58,1.76,0.48,5.64,1.33,11.67,7.29,19.92,11.36,17-May-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
17-May-2020 - 00:00,35.19,23.51,38.82,0.0,27.85,76.94,29.66,180.72,0.78,0.06,0.03,0.89,0.43,5.3,1.32,11.6,7.24,20.09,11.68,18-May-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
18-May-2020 - 00:00,34.68,26.47,49.28,0.0,23.27,77.66,29.3,194.19,1.11,0.09,0.32,1.14,0.51,5.27,1.49,16.48,9.98,19.35,13.46,19-May-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
19-May-2020 - 00:00,31.22,29.87,55.89,0.0,20.65,80.6,29.87,174.94,0.96,0.06,0.74,1.46,0.45,4.94,1.8,14.24,9.03,19.28,15.35,20-May-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
20-May-2020 - 00:00,33.18,29.33,54.98,0.0,14.12,87.08,29.34,207.28,1.49,0.04,1.13,1.61,0.44,4.18,2.77,15.0,10.23,19.52,14.76,21-May-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
21-May-2020 - 00:00,35.42,29.88,56.92,0.0,17.62,86.19,30.0,181.81,0.93,0.07,0.82,1.57,0.51,4.72,3.23,21.38,13.99,20.2,16.23,22-May-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
22-May-2020 - 00:00,36.22,37.53,81.62,0.0,21.34,83.27,29.28,257.7,1.38,0.04,1.27,1.59,0.4,5.02,2.89,24.01,15.12,18.25,16.07,23-May-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
23-May-2020 - 00:00,37.07,32.61,65.19,0.0,20.68,84.08,29.94,250.34,1.29,0.01,0.19,1.09,0.36,5.24,1.49,16.15,9.81,18.69,14.96,24-May-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
24-May-2020 - 00:00,37.05,25.8,51.1,0.0,19.85,83.67,29.22,251.5,1.09,0.0,0.0,0.7,0.32,5.05,1.33,11.9,7.41,18.66,14.83,25-May-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
25-May-2020 - 00:00,37.33,25.06,51.94,0.0,19.75,84.06,30.0,247.89,0.97,0.01,0.01,0.76,0.34,5.13,1.4,11.54,7.27,18.35,14.06,26-May-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
26-May-2020 - 00:00,37.19,24.43,55.52,0.0,19.78,86.97,29.18,257.82,1.08,0.0,0.0,0.61,0.3,4.91,1.43,11.39,7.22,18.36,12.99,27-May-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
27-May-2020 - 00:00,37.23,28.53,63.2,0.0,26.53,78.97,29.97,232.38,1.08,0.0,0.0,0.63,0.32,5.26,1.36,8.28,5.52,18.71,13.99,28-May-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
28-May-2020 - 00:00,37.08,30.18,70.72,0.0,28.8,83.19,29.03,242.47,1.22,0.0,0.0,0.09,0.32,6.56,2.49,9.9,7.3,27.53,14.79,29-May-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
29-May-2020 - 00:00,36.92,27.59,61.25,0.0,33.58,76.93,29.89,230.51,1.08,0.0,0.03,0.1,0.37,9.42,2.25,8.21,6.19,29.61,14.06,30-May-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
30-May-2020 - 00:00,36.06,31.75,73.68,0.0,36.12,74.8,28.98,245.74,1.49,0.0,0.0,0.06,0.35,9.5,2.29,7.63,5.93,27.74,16.92,31-May-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
31-May-2020 - 00:00,34.96,32.45,68.94,0.0,36.64,67.69,29.97,203.22,1.2,0.03,0.16,0.29,0.47,11.33,2.62,11.94,8.48,31.46,13.66,01-Jun-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
01-Jun-2020 - 00:00,34.6,24.0,50.69,0.0,39.95,65.3,28.91,180.49,1.25,0.01,0.04,0.17,0.43,9.89,1.75,8.14,5.75,32.79,17.69,02-Jun-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
02-Jun-2020 - 00:00,31.14,23.94,44.72,0.0,51.14,37.38,30.0,186.52,1.07,0.02,0.09,0.19,0.46,11.58,1.96,10.2,7.02,32.93,19.72,03-Jun-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
03-Jun-2020 - 00:00,29.11,19.26,34.78,0.08,63.75,37.93,28.7,182.71,1.0,0.05,0.63,0.57,0.5,11.84,1.73,12.06,7.82,29.04,21.77,04-Jun-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
04-Jun-2020 - 00:00,24.61,9.19,21.88,0.36,95.5,22.39,29.58,129.26,1.58,0.0,0.26,0.18,0.39,17.64,2.13,7.02,5.47,27.92,13.45,05-Jun-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
05-Jun-2020 - 00:00,24.67,17.11,34.02,0.08,81.03,66.99,28.43,223.81,0.88,0.0,0.54,0.35,0.44,15.41,2.49,12.81,8.84,33.35,15.76,06-Jun-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
06-Jun-2020 - 00:00,26.2,21.76,41.58,0.0,73.11,76.09,29.88,196.57,0.94,0.01,0.49,0.65,0.43,17.65,2.05,11.09,7.57,42.22,14.45,07-Jun-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
07-Jun-2020 - 00:00,26.96,24.17,50.48,0.0,66.23,69.98,28.55,228.74,0.94,0.01,0.02,0.13,0.49,15.04,2.1,16.18,10.31,42.74,16.82,08-Jun-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
08-Jun-2020 - 00:00,27.8,27.71,62.02,0.0,58.27,74.46,29.95,224.95,0.94,0.01,0.0,0.16,0.45,17.38,2.85,18.76,12.3,42.06,13.31,09-Jun-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
09-Jun-2020 - 00:00,28.16,25.03,53.11,0.04,57.19,82.14,28.59,233.53,1.26,0.0,0.16,0.42,0.43,12.65,2.4,12.39,8.54,46.98,16.65,10-Jun-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
10-Jun-2020 - 00:00,27.84,23.43,49.08,0.05,61.85,81.34,30.03,226.36,1.32,0.01,0.24,0.65,0.46,16.14,2.26,14.58,9.59,46.8,14.42,11-Jun-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
11-Jun-2020 - 00:00,27.84,22.62,49.32,0.0,60.64,73.5,29.58,205.21,1.19,0.01,0.58,1.31,0.48,14.79,2.39,14.35,9.57,54.55,17.08,12-Jun-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
12-Jun-2020 - 00:00,27.6,21.34,40.14,0.03,63.36,65.16,30.38,211.68,1.2,0.02,0.86,1.79,0.53,16.33,1.99,15.16,9.68,54.76,16.57,13-Jun-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
13-Jun-2020 - 00:00,27.09,14.76,27.01,0.0,71.61,75.66,29.66,210.39,0.95,0.01,0.29,0.76,0.48,13.47,2.2,14.53,9.51,46.36,15.55,14-Jun-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
14-Jun-2020 - 00:00,27.44,14.59,28.56,0.0,67.48,66.27,30.47,200.95,0.89,0.0,0.16,0.6,0.47,17.44,1.97,11.29,7.61,47.06,14.11,15-Jun-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
15-Jun-2020 - 00:00,26.66,15.17,27.23,0.0,75.05,48.86,29.65,225.22,1.01,0.0,0.32,0.56,0.55,16.74,2.04,14.48,9.36,36.44,9.94,16-Jun-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
16-Jun-2020 - 00:00,26.11,13.7,25.32,0.01,77.91,53.38,29.63,210.96,0.93,0.01,0.56,0.4,0.5,26.9,2.22,17.32,11.01,22.85,6.74,17-Jun-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
17-Jun-2020 - 00:00,25.68,15.67,27.36,0.19,79.82,55.06,29.17,208.07,1.19,0.01,0.57,0.52,0.46,34.74,3.27,20.04,13.33,33.47,13.16,18-Jun-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
18-Jun-2020 - 00:00,26.25,17.99,28.59,0.78,79.65,77.54,29.63,207.76,1.38,0.0,0.28,0.26,0.47,30.61,3.66,18.63,12.89,44.81,14.06,19-Jun-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
19-Jun-2020 - 00:00,25.57,17.11,27.73,0.16,81.57,63.07,29.2,209.07,1.28,0.0,0.03,0.13,0.51,29.53,4.91,17.65,13.33,47.0,13.01,20-Jun-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
20-Jun-2020 - 00:00,25.32,22.45,42.42,0.01,85.18,34.1,29.55,234.74,0.96,0.0,0.84,0.14,0.85,20.55,6.55,24.88,18.56,44.62,16.29,21-Jun-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
21-Jun-2020 - 00:00,26.38,25.8,53.97,0.01,79.11,59.43,29.23,241.04,1.32,0.01,0.27,0.23,0.46,21.43,5.44,21.79,16.02,43.99,13.74,22-Jun-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
22-Jun-2020 - 00:00,26.19,24.76,43.63,0.19,78.55,71.79,30.24,210.15,1.32,0.01,0.35,0.52,0.43,22.57,3.95,17.05,12.21,44.91,13.31,23-Jun-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
23-Jun-2020 - 00:00,25.0,18.21,30.04,0.18,90.93,29.51,32.11,211.17,0.72,0.0,0.08,0.19,0.47,29.03,4.93,20.88,15.11,43.21,10.49,24-Jun-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
24-Jun-2020 - 00:00,26.13,27.91,54.48,0.0,78.82,71.1,30.97,247.52,0.99,0.01,0.04,0.12,0.46,35.68,5.59,25.97,18.36,45.5,10.6,25-Jun-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
25-Jun-2020 - 00:00,26.58,26.59,52.98,0.02,82.4,60.08,29.96,212.29,0.68,0.02,0.67,0.33,0.58,18.94,4.02,24.08,15.99,42.78,14.8,26-Jun-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
26-Jun-2020 - 00:00,25.78,21.98,39.27,0.02,87.23,33.85,30.55,181.96,0.73,0.06,2.3,0.87,0.93,29.97,2.81,16.84,11.24,46.97,12.24,27-Jun-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
27-Jun-2020 - 00:00,25.86,21.91,42.29,0.0,81.31,61.86,30.87,215.34,0.85,0.0,0.3,0.18,0.44,17.55,4.06,16.06,11.84,48.92,11.87,28-Jun-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
28-Jun-2020 - 00:00,26.19,23.25,48.91,0.1,79.04,64.01,30.82,217.23,0.84,0.0,0.12,0.22,0.51,21.37,2.85,15.71,10.67,49.9,12.65,29-Jun-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
29-Jun-2020 - 00:00,26.58,25.84,50.31,0.0,76.19,74.08,31.28,202.04,0.72,0.02,0.9,1.03,0.59,16.66,2.99,19.22,12.65,47.99,13.56,30-Jun-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
30-Jun-2020 - 00:00,27.25,29.14,58.05,0.0,72.07,70.47,32.11,205.55,0.74,0.01,1.01,0.85,0.53,19.29,3.3,18.31,12.43,43.86,13.94,01-Jul-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
01-Jul-2020 - 00:00,27.91,28.56,64.45,0.0,65.36,80.24,32.43,232.49,0.97,0.0,0.04,0.16,0.52,16.81,2.45,17.56,11.33,48.3,13.65,02-Jul-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
02-Jul-2020 - 00:00,26.61,23.42,46.92,0.0,77.41,56.94,32.07,215.34,1.01,0.01,0.17,0.18,0.52,18.29,2.55,14.89,9.99,49.07,13.29,03-Jul-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
03-Jul-2020 - 00:00,25.78,20.04,38.35,0.13,87.8,42.5,32.11,203.57,0.68,0.01,1.46,0.69,0.65,22.53,4.32,22.38,15.42,47.39,14.27,04-Jul-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
04-Jul-2020 - 00:00,27.88,22.76,46.05,0.05,72.57,107.98,32.23,214.05,0.72,0.01,0.2,0.45,0.63,24.6,2.82,18.0,11.85,47.84,13.15,05-Jul-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
05-Jul-2020 - 00:00,25.19,17.6,31.0,0.33,92.33,28.28,32.03,198.28,0.69,0.01,0.27,0.38,0.58,24.98,2.2,13.87,9.16,48.06,14.62,06-Jul-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
06-Jul-2020 - 00:00,25.32,16.7,29.51,0.04,87.16,41.86,32.02,221.99,0.73,0.01,0.11,0.26,0.53,21.53,4.08,13.23,10.36,50.47,14.98,07-Jul-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
07-Jul-2020 - 00:00,25.76,23.81,41.67,0.0,84.43,57.79,32.15,174.83,0.62,0.07,1.54,1.03,0.67,21.68,3.97,20.72,14.24,49.47,19.2,08-Jul-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
08-Jul-2020 - 00:00,26.65,26.95,53.63,0.0,77.77,56.55,31.28,209.04,0.63,0.03,0.09,0.3,0.57,14.53,4.1,21.48,14.76,49.68,18.86,09-Jul-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
09-Jul-2020 - 00:00,27.06,26.02,55.77,0.0,73.83,77.7,32.58,226.2,0.99,0.0,0.03,0.17,0.51,18.83,4.85,14.09,11.44,49.03,11.89,10-Jul-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
10-Jul-2020 - 00:00,26.58,29.77,54.34,0.0,75.47,67.45,32.8,209.12,1.05,0.0,0.0,0.17,0.48,15.24,4.32,10.69,9.21,52.49,11.76,11-Jul-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
11-Jul-2020 - 00:00,26.2,26.33,56.66,0.0,79.97,45.72,32.68,210.8,0.74,0.0,0.04,0.19,0.5,12.86,6.17,13.11,11.99,52.3,13.04,12-Jul-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
12-Jul-2020 - 00:00,25.53,17.57,43.84,0.02,85.55,43.11,32.88,203.29,0.65,0.01,0.79,0.39,0.47,16.26,2.87,11.59,8.49,51.58,12.64,13-Jul-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
13-Jul-2020 - 00:00,26.36,19.29,46.47,0.0,80.62,66.4,32.83,229.09,0.75,0.0,0.02,0.18,0.49,15.21,4.73,12.97,10.74,52.28,13.41,14-Jul-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
14-Jul-2020 - 00:00,26.28,26.39,63.67,0.0,85.14,42.52,31.67,214.44,0.7,0.03,1.2,1.09,0.67,16.57,4.73,23.21,16.19,52.47,15.09,15-Jul-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
15-Jul-2020 - 00:00,26.52,25.52,43.67,0.0,82.33,53.4,32.25,153.14,0.64,0.02,0.8,0.55,0.61,29.01,2.94,21.13,13.56,52.66,16.14,16-Jul-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
16-Jul-2020 - 00:00,26.15,22.03,41.45,0.01,85.18,45.85,31.51,166.92,0.49,0.04,2.28,1.04,0.62,20.95,6.04,18.47,14.74,51.31,18.91,17-Jul-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
17-Jul-2020 - 00:00,26.07,18.94,34.13,0.13,84.72,67.04,32.26,175.79,0.6,0.02,2.88,2.28,0.63,24.38,6.63,22.61,17.16,52.18,10.92,18-Jul-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
18-Jul-2020 - 00:00,27.27,22.78,44.58,0.0,74.17,88.17,31.78,189.07,0.62,0.03,0.5,2.66,0.57,12.41,3.58,18.15,12.57,51.23,12.17,19-Jul-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
19-Jul-2020 - 00:00,26.61,20.22,41.55,0.0,79.36,62.12,32.58,226.24,0.89,0.0,0.15,2.74,0.44,16.81,2.96,8.32,6.81,51.13,4.76,20-Jul-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
20-Jul-2020 - 00:00,26.05,24.68,55.06,0.0,83.45,46.99,31.86,218.23,0.77,0.0,0.09,2.73,0.52,14.02,3.77,10.99,8.9,51.51,5.76,21-Jul-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
21-Jul-2020 - 00:00,25.96,21.9,42.27,0.01,84.26,53.46,31.93,199.43,0.69,0.0,0.05,2.54,0.52,17.48,3.45,12.02,9.18,51.83,6.0,22-Jul-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
22-Jul-2020 - 00:00,27.26,27.58,65.9,0.0,72.65,92.09,32.21,227.97,0.97,0.0,0.02,2.56,0.53,14.85,6.24,13.96,12.61,49.62,4.93,23-Jul-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
23-Jul-2020 - 00:00,26.15,23.2,48.44,0.02,81.04,66.78,30.63,212.99,0.86,0.01,1.16,2.76,0.48,11.91,4.12,12.98,10.26,51.41,5.82,24-Jul-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
24-Jul-2020 - 00:00,26.12,21.98,48.31,0.0,77.31,74.65,28.3,203.84,0.64,0.01,1.18,1.96,0.52,9.45,3.7,16.9,11.99,47.47,7.77,25-Jul-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
25-Jul-2020 - 00:00,26.23,22.88,51.43,0.0,78.17,65.86,31.56,195.31,0.56,0.0,0.66,2.12,0.46,21.44,2.53,10.91,7.87,50.22,7.77,26-Jul-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
26-Jul-2020 - 00:00,26.67,20.64,42.62,0.0,76.54,84.09,31.06,204.05,0.64,0.0,0.13,2.35,0.45,16.31,2.13,7.85,5.9,50.0,5.36,27-Jul-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
27-Jul-2020 - 00:00,26.98,29.1,59.86,0.0,75.65,65.17,31.1,237.77,0.82,0.0,0.02,2.31,0.5,13.98,3.9,12.67,9.92,50.39,5.93,28-Jul-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
28-Jul-2020 - 00:00,27.04,29.92,71.28,0.0,76.05,66.43,29.93,233.4,0.8,0.0,0.0,2.18,0.55,10.6,4.17,14.72,11.21,45.36,6.33,29-Jul-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
29-Jul-2020 - 00:00,25.9,23.71,46.87,0.04,87.56,33.13,31.34,190.92,0.54,0.02,1.05,3.04,0.57,27.23,5.48,15.36,12.63,50.92,10.17,30-Jul-2020 - 00:00,"Sector-D Industrial Area, Mandideep - MPPCB"
