from date,NO2,NOx,NO,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,Xylene,Eth-Benzene,MP-Xylene,RH,SR,WD,WS,RF,to date,station
04-Aug-2020 - 00:00,21.03,3.83,1.12,36.41,7.29,0.62,24.76,20.95,28.49,1.73,16.53,0.57,0.64,0.37,75.42,218.41,209.19,3.66,0.1,05-Aug-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
05-Aug-2020 - 00:00,24.48,5.11,1.06,36.3,2.99,0.78,21.62,42.06,66.86,4.06,49.57,2.67,2.26,1.32,80.37,268.58,94.04,3.96,0.0,06-Aug-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
06-Aug-2020 - 00:00,19.79,7.15,5.86,27.59,2.66,0.65,13.71,21.42,54.76,2.04,21.51,0.86,0.69,0.4,57.29,410.57,87.89,7.27,0.0,07-Aug-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
07-Aug-2020 - 00:00,18.46,6.37,3.94,4.89,2.83,0.36,6.12,16.22,30.64,1.64,20.7,0.65,1.3,0.74,77.29,318.99,104.01,7.09,0.0,08-Aug-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
08-Aug-2020 - 00:00,18.47,13.07,10.77,6.7,3.2,0.57,37.19,58.91,73.57,3.51,31.81,1.66,2.4,1.39,69.69,392.16,232.16,3.17,0.0,09-Aug-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
09-Aug-2020 - 00:00,15.08,11.93,10.52,3.6,2.57,0.37,14.37,29.55,37.8,2.25,25.35,0.86,1.8,1.16,95.03,247.85,239.03,3.66,1.17,10-Aug-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
10-Aug-2020 - 00:00,30.24,22.64,16.53,22.85,2.06,1.05,42.58,29.32,43.67,2.66,26.35,1.29,1.83,1.14,88.72,275.3,120.18,4.46,0.49,11-Aug-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
11-Aug-2020 - 00:00,26.59,20.59,15.36,18.8,2.5,0.41,65.06,35.52,44.07,4.73,29.95,2.75,4.01,2.6,93.14,249.51,214.07,3.19,0.0,12-Aug-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
12-Aug-2020 - 00:00,18.41,13.53,10.6,21.07,2.63,0.5,74.41,21.48,45.19,3.47,13.05,0.52,0.89,0.52,74.7,429.31,253.69,4.54,0.05,13-Aug-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
13-Aug-2020 - 00:00,24.85,42.12,42.04,58.02,0.89,2.41,46.47,42.18,42.39,3.76,11.66,0.48,0.14,0.08,97.06,35.31,80.93,3.17,0.26,14-Aug-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
14-Aug-2020 - 00:00,34.32,37.09,29.5,30.78,2.13,0.47,15.98,17.97,36.07,3.78,21.49,1.22,0.55,0.33,89.56,281.41,81.36,4.73,0.0,15-Aug-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
15-Aug-2020 - 00:00,45.03,39.53,54.87,64.36,7.66,0.55,10.15,29.52,49.31,3.4,21.22,1.07,1.94,0.91,94.33,390.57,95.94,4.56,0.0,16-Aug-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
16-Aug-2020 - 00:00,28.37,25.01,17.98,35.25,3.45,0.19,24.81,20.88,30.41,1.46,12.18,0.3,0.03,0.01,91.36,97.34,144.78,3.83,0.4,17-Aug-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
17-Aug-2020 - 00:00,31.53,24.01,15.29,31.24,3.04,0.66,12.47,25.86,41.99,9.57,7.75,4.41,0.59,0.64,97.31,256.17,117.61,3.97,0.06,18-Aug-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
18-Aug-2020 - 00:00,33.4,21.4,13.61,29.67,2.03,0.65,8.27,28.46,46.81,0.52,1.95,0.09,0.02,0.01,93.63,255.9,136.25,3.74,0.01,19-Aug-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
19-Aug-2020 - 00:00,50.13,18.44,4.3,52.26,2.66,1.01,8.53,21.22,30.56,2.14,5.7,0.15,0.11,0.05,98.86,41.79,124.28,4.02,0.04,20-Aug-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
20-Aug-2020 - 00:00,35.09,17.55,8.2,46.08,2.8,1.15,23.29,43.54,51.55,5.85,21.01,1.65,1.13,0.68,97.33,219.09,99.55,3.78,0.02,21-Aug-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
21-Aug-2020 - 00:00,33.78,9.8,1.9,49.04,2.1,0.47,23.16,17.34,30.25,6.07,55.28,3.49,2.87,1.91,72.57,400.85,89.62,5.18,0.0,22-Aug-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
22-Aug-2020 - 00:00,27.12,6.37,1.45,44.78,2.92,0.36,11.38,22.24,45.15,3.09,44.43,3.3,3.01,2.01,82.42,455.24,76.71,5.91,0.0,23-Aug-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
23-Aug-2020 - 00:00,28.94,6.84,2.36,45.1,2.99,0.34,12.22,19.72,36.94,1.28,27.35,3.14,2.66,1.78,85.27,170.89,84.38,5.77,0.0,24-Aug-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
24-Aug-2020 - 00:00,29.35,7.21,1.54,48.21,4.8,0.29,9.02,11.23,25.88,1.1,22.32,3.15,2.96,1.99,89.7,171.43,105.61,5.16,0.0,25-Aug-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
25-Aug-2020 - 00:00,29.43,8.53,2.14,49.31,9.64,0.31,11.85,13.61,34.56,2.23,18.61,3.32,3.07,2.11,89.23,235.36,138.72,2.66,0.0,26-Aug-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
26-Aug-2020 - 00:00,34.53,8.79,2.18,49.19,2.01,0.3,11.47,12.8,33.17,2.03,16.65,3.36,3.1,2.11,82.71,329.49,229.15,2.18,0.0,27-Aug-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
27-Aug-2020 - 00:00,31.17,7.82,2.51,47.0,2.41,0.35,11.88,18.28,40.92,2.33,16.8,3.35,2.82,1.89,75.95,421.62,263.4,2.12,0.0,28-Aug-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
28-Aug-2020 - 00:00,37.75,16.47,6.09,54.71,2.67,0.58,7.64,27.42,65.89,4.36,19.37,3.42,3.15,2.15,87.47,357.84,189.84,2.12,0.0,29-Aug-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
29-Aug-2020 - 00:00,41.3,17.99,4.92,63.81,3.15,0.76,21.67,40.81,69.66,5.3,20.92,3.51,3.05,2.11,79.96,290.14,100.41,2.27,0.0,30-Aug-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
30-Aug-2020 - 00:00,33.77,7.06,0.94,49.96,2.48,0.35,10.74,26.91,55.7,3.32,17.69,3.44,3.15,2.15,82.65,195.59,88.7,4.8,0.0,31-Aug-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
31-Aug-2020 - 00:00,38.69,5.69,0.83,41.5,2.61,0.27,9.57,9.93,21.81,2.02,14.35,3.59,3.35,2.33,83.97,189.45,129.22,4.08,0.0,01-Sep-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
01-Sep-2020 - 00:00,42.29,8.16,1.19,38.94,2.63,0.27,16.51,13.26,36.11,2.03,13.49,4.36,4.1,3.09,76.01,295.73,170.79,2.66,0.0,02-Sep-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
02-Sep-2020 - 00:00,43.58,9.09,1.37,40.71,2.81,0.45,28.92,21.14,52.93,2.81,15.24,4.37,4.14,3.13,76.78,275.57,176.64,1.97,0.0,03-Sep-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
03-Sep-2020 - 00:00,46.54,14.66,6.03,46.63,2.66,0.56,18.65,35.41,75.94,2.33,13.92,4.02,3.64,2.98,74.98,309.63,102.13,3.32,0.0,04-Sep-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
04-Sep-2020 - 00:00,46.81,9.48,0.8,41.98,2.29,0.35,24.52,38.77,86.55,2.44,12.63,3.07,3.3,3.32,78.57,251.58,152.93,2.53,0.0,05-Sep-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
05-Sep-2020 - 00:00,38.15,24.79,18.4,62.64,2.92,0.4,19.69,31.63,61.05,3.23,13.24,2.9,3.28,3.46,87.09,196.56,219.83,2.13,0.17,06-Sep-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
06-Sep-2020 - 00:00,21.43,15.84,13.57,46.71,3.09,0.56,19.84,22.78,32.19,3.25,13.19,2.9,3.38,3.54,82.65,257.8,214.67,1.58,0.0,07-Sep-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
07-Sep-2020 - 00:00,17.92,15.6,15.35,44.19,1.96,0.58,22.09,49.0,73.81,3.18,13.32,2.9,3.35,3.56,85.39,282.15,198.92,2.05,0.0,08-Sep-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
08-Sep-2020 - 00:00,15.85,9.55,10.76,40.91,2.51,0.37,24.45,28.75,46.31,3.2,13.0,2.92,3.37,3.61,79.83,381.48,281.06,2.0,0.0,09-Sep-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
09-Sep-2020 - 00:00,18.85,11.62,13.48,55.35,1.57,0.58,30.43,59.65,99.38,3.18,13.14,2.91,3.17,3.39,80.74,349.98,284.39,2.05,0.0,10-Sep-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
10-Sep-2020 - 00:00,18.91,10.05,11.5,56.11,1.65,0.44,51.2,52.9,87.84,3.19,13.19,2.91,3.38,3.57,76.83,390.74,257.74,2.18,0.0,11-Sep-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
11-Sep-2020 - 00:00,22.32,10.28,9.93,53.83,2.45,0.61,41.28,58.26,118.34,3.16,13.33,2.91,3.14,3.33,69.65,249.89,206.03,1.94,0.0,12-Sep-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
12-Sep-2020 - 00:00,25.5,17.12,14.6,65.95,3.73,0.76,39.31,73.63,132.56,3.21,13.12,2.87,3.4,3.57,71.2,346.71,212.29,1.68,0.0,13-Sep-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
13-Sep-2020 - 00:00,15.61,14.82,18.5,64.7,2.37,1.1,40.06,74.99,111.92,3.2,13.28,2.94,2.97,3.14,70.73,171.07,222.83,2.08,0.0,14-Sep-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
14-Sep-2020 - 00:00,13.44,16.52,18.36,77.18,2.46,0.42,29.83,66.91,114.52,3.21,13.16,2.95,3.3,3.53,70.79,348.78,272.8,1.78,0.0,15-Sep-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
15-Sep-2020 - 00:00,10.85,14.56,12.15,78.48,3.08,0.63,21.89,76.44,138.27,3.21,13.06,2.86,3.33,3.56,71.9,269.61,234.49,1.94,0.0,16-Sep-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
16-Sep-2020 - 00:00,13.75,12.19,9.09,71.95,1.88,0.72,19.04,76.99,140.51,3.23,13.32,2.94,3.17,3.38,70.77,343.63,263.41,2.34,0.0,17-Sep-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
17-Sep-2020 - 00:00,11.28,8.57,7.43,57.25,2.59,0.28,17.56,55.0,92.8,3.12,13.29,2.89,3.34,3.52,66.82,381.47,282.8,2.68,0.0,18-Sep-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
18-Sep-2020 - 00:00,10.23,7.21,6.35,47.95,2.34,0.35,17.83,43.79,78.45,3.28,13.03,2.88,3.32,3.53,67.72,341.73,286.16,2.61,0.0,19-Sep-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
19-Sep-2020 - 00:00,10.28,11.05,11.07,59.62,2.22,0.51,18.75,56.62,124.69,3.18,13.24,2.9,3.4,3.58,70.54,277.74,266.69,2.12,0.0,20-Sep-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
20-Sep-2020 - 00:00,9.95,8.85,8.47,55.18,2.53,0.53,24.87,74.02,116.13,3.24,13.19,2.86,3.38,3.59,70.1,348.16,307.34,2.48,0.0,21-Sep-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
21-Sep-2020 - 00:00,11.67,9.42,8.08,55.49,2.22,0.54,22.03,73.12,123.02,3.15,13.25,2.94,3.3,3.48,76.39,433.77,307.08,1.86,0.0,22-Sep-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
22-Sep-2020 - 00:00,15.42,10.78,7.7,68.26,2.28,1.47,51.62,48.45,89.19,3.12,13.31,2.91,3.23,3.39,68.41,247.5,172.97,1.86,0.0,23-Sep-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
23-Sep-2020 - 00:00,20.36,15.01,10.55,83.59,3.91,0.27,27.27,39.32,91.8,3.11,13.27,2.91,3.31,3.52,69.98,305.58,98.86,2.21,0.0,24-Sep-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
24-Sep-2020 - 00:00,42.44,23.89,18.84,71.04,4.83,0.47,27.96,41.28,84.35,3.24,13.21,2.95,3.43,3.57,69.56,347.85,185.38,2.21,0.0,25-Sep-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
25-Sep-2020 - 00:00,58.09,31.78,12.68,77.33,6.35,0.72,35.16,72.75,133.17,3.13,13.39,2.88,3.44,3.53,65.18,351.32,256.65,2.45,0.0,26-Sep-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
26-Sep-2020 - 00:00,53.43,34.33,16.81,87.22,7.46,0.63,15.67,66.93,152.5,3.2,12.9,2.86,3.35,3.56,64.91,150.8,226.16,2.28,0.0,27-Sep-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
27-Sep-2020 - 00:00,47.25,27.79,12.93,76.09,5.18,0.84,25.27,40.8,101.59,3.18,13.13,2.91,3.38,3.58,61.04,343.67,277.85,2.05,0.0,28-Sep-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
28-Sep-2020 - 00:00,46.2,28.83,16.7,83.34,6.08,0.65,35.63,65.8,152.45,3.24,12.96,2.92,3.3,3.59,61.52,342.58,264.84,2.51,0.0,29-Sep-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
29-Sep-2020 - 00:00,48.74,23.43,13.71,80.57,6.18,0.58,39.4,68.69,154.19,3.21,13.05,2.91,3.34,3.56,66.78,313.9,283.03,2.46,0.0,30-Sep-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
30-Sep-2020 - 00:00,49.29,17.22,6.98,67.6,6.17,0.75,43.65,59.48,127.67,3.15,13.17,2.9,3.22,3.45,63.42,299.71,279.62,2.76,0.0,01-Oct-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
01-Oct-2020 - 00:00,57.29,23.59,11.54,67.81,9.72,0.68,39.6,61.07,148.11,3.18,13.53,2.92,3.33,3.55,58.9,355.99,258.71,2.53,0.0,02-Oct-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
02-Oct-2020 - 00:00,49.89,20.67,9.77,62.44,4.6,0.7,49.32,67.83,147.82,3.23,13.1,2.91,3.35,3.55,60.93,459.92,288.1,2.19,0.0,03-Oct-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
03-Oct-2020 - 00:00,56.05,23.81,10.85,61.62,3.94,0.79,49.06,77.1,134.76,3.25,13.12,2.92,3.41,3.53,54.47,349.57,277.41,2.11,0.0,04-Oct-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
04-Oct-2020 - 00:00,55.2,29.63,17.04,60.48,6.57,0.7,55.25,72.72,145.41,4.62,16.0,3.63,4.64,4.18,54.51,308.24,270.43,2.14,0.0,05-Oct-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
05-Oct-2020 - 00:00,53.82,23.34,12.14,55.11,7.3,0.74,48.03,64.16,152.43,5.25,17.27,3.92,5.14,4.38,50.35,352.82,278.29,2.68,0.0,06-Oct-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
06-Oct-2020 - 00:00,45.24,38.62,30.93,64.76,11.67,0.79,44.86,74.72,177.97,5.23,17.25,3.91,5.27,4.55,52.98,424.16,253.42,2.46,0.0,07-Oct-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
07-Oct-2020 - 00:00,57.68,41.61,13.43,56.7,10.07,0.88,51.12,81.73,167.57,5.22,17.04,3.95,5.0,4.25,49.49,357.8,280.4,2.33,0.0,08-Oct-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
08-Oct-2020 - 00:00,44.19,31.3,9.41,45.0,9.31,0.22,49.42,77.76,170.63,5.21,17.26,3.93,5.41,4.56,53.16,289.31,276.43,2.53,0.0,09-Oct-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
09-Oct-2020 - 00:00,55.84,31.59,9.13,38.6,9.98,0.81,50.34,76.96,173.35,5.96,17.14,3.85,5.32,4.58,51.08,263.03,276.64,2.1,0.0,10-Oct-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
10-Oct-2020 - 00:00,59.74,26.93,11.7,11.1,12.0,0.74,48.98,92.77,189.53,7.22,17.27,3.93,5.32,4.5,54.65,302.22,270.99,2.36,0.0,11-Oct-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
11-Oct-2020 - 00:00,29.35,14.08,6.99,5.85,12.84,0.82,48.74,92.08,187.29,7.23,17.42,3.9,5.36,4.53,55.26,301.44,278.38,2.4,0.0,12-Oct-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
12-Oct-2020 - 00:00,39.79,30.63,20.49,7.64,13.91,1.05,43.23,105.26,216.8,7.21,17.29,3.89,5.33,4.58,50.05,282.98,256.65,1.88,0.0,13-Oct-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
13-Oct-2020 - 00:00,39.52,43.86,36.68,14.67,8.26,1.45,45.06,132.84,263.17,7.17,17.08,3.9,5.24,4.48,55.43,254.49,147.69,1.92,0.0,14-Oct-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
14-Oct-2020 - 00:00,41.78,23.01,13.01,10.35,13.69,1.32,33.75,131.43,238.94,7.27,17.19,3.9,5.33,4.55,62.78,228.41,186.22,1.8,0.0,15-Oct-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
15-Oct-2020 - 00:00,46.85,23.1,8.93,8.55,17.82,1.12,42.91,121.76,196.17,7.2,25.17,5.17,5.84,5.08,41.86,311.64,269.29,2.18,0.0,16-Oct-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
16-Oct-2020 - 00:00,17.67,15.5,13.18,16.27,12.37,0.91,47.74,90.56,169.03,7.22,29.97,5.93,6.26,5.49,38.65,275.51,279.44,2.0,0.0,17-Oct-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
17-Oct-2020 - 00:00,22.29,22.35,19.11,19.9,12.64,1.17,47.46,100.98,154.68,7.17,30.09,5.93,6.35,5.53,43.98,285.93,260.57,1.88,0.0,18-Oct-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
18-Oct-2020 - 00:00,20.24,14.8,10.75,16.61,11.32,0.88,42.31,100.03,189.78,7.25,29.88,5.9,6.33,5.54,43.36,297.99,285.17,2.42,0.0,19-Oct-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
19-Oct-2020 - 00:00,16.62,9.67,6.86,16.13,12.91,0.84,55.19,99.1,186.66,7.21,30.17,5.91,6.34,5.51,35.87,322.09,292.25,2.71,0.0,20-Oct-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
20-Oct-2020 - 00:00,20.8,20.74,17.96,15.21,12.93,1.01,39.18,95.56,202.06,7.16,30.23,5.91,6.31,5.55,37.1,305.16,252.06,2.14,0.0,21-Oct-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
21-Oct-2020 - 00:00,42.11,53.25,42.01,26.78,23.59,1.28,32.02,118.13,282.36,6.85,23.51,4.88,4.86,4.39,31.82,298.23,171.78,1.75,0.0,22-Oct-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
22-Oct-2020 - 00:00,84.91,82.87,47.91,44.58,26.32,1.51,39.82,155.98,278.43,11.12,11.16,3.44,3.17,2.99,36.2,200.5,204.82,1.96,0.0,23-Oct-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
23-Oct-2020 - 00:00,88.36,89.54,51.98,42.39,30.07,1.78,31.85,191.45,287.48,14.89,20.51,3.76,3.72,3.4,41.01,300.67,226.56,2.23,0.0,24-Oct-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
24-Oct-2020 - 00:00,58.53,100.51,91.09,66.66,12.42,2.08,50.38,189.31,296.41,15.33,21.45,3.98,4.02,3.62,49.85,289.05,248.48,2.59,0.0,25-Oct-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
25-Oct-2020 - 00:00,35.09,28.08,28.0,45.24,20.52,1.75,75.12,202.1,326.57,17.28,35.11,4.26,4.4,3.86,44.02,302.01,171.88,2.16,0.0,26-Oct-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
26-Oct-2020 - 00:00,87.36,45.47,12.62,57.67,14.41,1.48,56.22,187.49,290.8,14.64,18.16,4.07,4.32,3.78,40.32,249.68,278.5,3.39,0.0,27-Oct-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
27-Oct-2020 - 00:00,73.13,32.69,5.19,33.7,10.91,1.13,48.13,158.08,218.16,10.21,13.32,3.88,4.16,3.77,43.02,296.8,281.45,4.4,0.0,28-Oct-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
28-Oct-2020 - 00:00,73.93,66.36,41.32,40.88,13.66,1.64,38.41,181.49,266.0,14.72,21.56,4.08,4.39,3.87,43.43,278.98,266.64,3.61,0.0,29-Oct-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
29-Oct-2020 - 00:00,71.26,72.67,54.2,62.24,13.3,1.8,48.59,243.94,322.57,15.86,35.0,4.19,4.72,3.86,45.56,271.31,242.86,3.38,0.0,30-Oct-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
30-Oct-2020 - 00:00,63.95,41.96,21.13,37.4,14.55,1.41,38.59,216.37,277.01,13.03,24.87,3.85,4.68,3.6,47.04,280.52,274.04,3.98,0.0,31-Oct-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
31-Oct-2020 - 00:00,48.7,19.66,4.8,29.85,14.47,1.43,46.3,227.97,277.93,11.3,13.23,3.67,4.55,3.57,45.72,287.82,291.46,5.05,0.0,01-Nov-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
01-Nov-2020 - 00:00,50.0,26.28,11.35,25.8,12.54,1.22,36.54,174.95,243.19,9.66,9.82,3.62,4.5,3.57,41.03,282.94,266.87,4.63,0.0,02-Nov-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
02-Nov-2020 - 00:00,55.21,53.74,38.98,31.7,10.21,1.44,26.5,158.04,263.37,11.07,20.44,3.95,4.82,3.65,37.29,261.42,252.1,3.94,0.0,03-Nov-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
03-Nov-2020 - 00:00,83.23,91.48,66.57,36.36,15.17,1.46,16.73,140.33,242.35,14.91,46.0,5.04,5.52,3.84,35.4,296.92,204.28,3.86,0.0,04-Nov-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
04-Nov-2020 - 00:00,81.66,78.62,69.88,22.97,14.48,1.94,20.18,269.25,355.92,16.49,38.74,4.45,5.13,3.7,52.08,169.23,238.75,3.9,0.0,05-Nov-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
05-Nov-2020 - 00:00,81.54,80.86,54.85,26.98,13.06,2.1,26.55,287.73,348.18,17.53,41.98,4.89,5.73,3.91,45.44,263.84,239.71,3.86,0.0,06-Nov-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
06-Nov-2020 - 00:00,68.39,52.01,30.23,28.04,10.02,1.54,24.34,258.24,321.86,14.47,32.37,4.29,4.52,3.24,44.91,229.06,265.27,4.04,0.0,07-Nov-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
07-Nov-2020 - 00:00,49.4,40.5,20.09,8.96,14.54,1.82,31.63,254.97,331.66,14.8,28.05,4.06,4.94,3.71,47.18,269.06,265.31,3.97,0.0,08-Nov-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
08-Nov-2020 - 00:00,28.14,44.02,18.93,11.64,14.92,2.06,26.23,282.41,337.38,16.51,26.8,4.49,5.2,3.76,51.78,214.78,254.2,3.54,0.0,09-Nov-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
09-Nov-2020 - 00:00,30.84,71.37,40.67,15.69,10.37,2.83,17.38,467.21,519.95,23.51,34.16,5.27,6.08,3.99,70.94,199.74,240.97,3.56,0.0,10-Nov-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
10-Nov-2020 - 00:00,28.74,47.25,21.81,10.96,12.05,3.13,31.94,367.64,481.09,40.97,90.96,8.38,8.68,5.37,66.74,222.91,129.8,3.57,0.0,11-Nov-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
11-Nov-2020 - 00:00,20.71,58.83,42.26,12.47,15.01,3.06,32.81,252.3,351.88,60.65,145.27,12.06,12.42,6.08,56.39,253.61,79.43,3.98,0.0,12-Nov-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
12-Nov-2020 - 00:00,51.86,74.25,48.16,7.45,10.0,2.58,31.89,196.18,317.68,47.07,107.05,8.27,8.3,3.49,57.1,211.3,168.33,2.92,0.0,13-Nov-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
13-Nov-2020 - 00:00,86.5,49.45,18.77,6.99,9.63,1.5,35.44,192.23,231.99,14.34,35.89,1.15,1.16,0.33,55.02,257.0,240.13,3.49,0.0,14-Nov-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
14-Nov-2020 - 00:00,106.28,50.12,10.31,10.47,17.19,2.44,33.4,293.27,362.57,24.67,28.37,2.09,2.95,0.96,60.24,223.51,162.88,3.73,0.0,15-Nov-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
15-Nov-2020 - 00:00,103.86,31.48,4.07,47.78,21.04,1.34,64.35,165.57,243.13,25.76,25.29,2.97,3.84,1.31,61.46,236.02,106.37,5.1,0.01,16-Nov-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
16-Nov-2020 - 00:00,80.48,19.99,6.39,6.39,4.72,0.99,40.55,71.12,102.0,8.27,17.62,0.59,0.77,0.21,78.62,188.77,126.46,4.82,0.0,17-Nov-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
17-Nov-2020 - 00:00,52.24,17.17,6.87,7.0,6.77,1.39,29.53,64.62,90.9,6.74,15.12,0.4,0.46,0.12,63.27,335.06,304.85,4.39,0.0,18-Nov-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
