from date,NO2,SO2,CO,Ozone,PM2.5,PM10,NH3,Benzene,RH,SR,WS,WD,RF,to date,station
22-May-2020 - 00:00,9.92,33.15,,18.83,60.26,130.36,16.94,0.0,25.21,235.83,0.63,235.19,0.0,23-May-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
23-May-2020 - 00:00,8.17,21.36,,20.06,44.61,109.58,15.48,0.0,28.03,271.73,1.06,147.05,0.0,24-May-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
24-May-2020 - 00:00,7.06,15.02,,19.32,27.08,74.12,13.98,0.0,27.63,302.14,1.45,275.71,0.0,25-May-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
25-May-2020 - 00:00,8.64,23.91,,18.39,53.05,123.3,15.75,0.0,28.32,264.5,1.7,308.66,0.0,26-May-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
26-May-2020 - 00:00,8.43,14.37,,19.07,39.95,95.15,15.69,0.0,28.78,314.13,1.07,266.17,0.0,27-May-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
27-May-2020 - 00:00,7.81,25.59,,19.18,40.2,90.45,15.11,0.0,33.23,315.18,0.87,193.63,0.07,28-May-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
28-May-2020 - 00:00,7.31,10.2,,20.26,26.74,85.7,14.86,0.0,48.5,312.48,2.02,140.65,0.05,29-May-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
29-May-2020 - 00:00,6.81,11.06,,19.86,19.72,47.23,13.51,0.0,55.31,276.08,2.87,143.05,0.0,30-May-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
30-May-2020 - 00:00,,,,,,,,,,,,,,31-May-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
31-May-2020 - 00:00,14.52,3.95,,20.66,14.86,45.83,11.69,0.0,85.09,473.19,0.87,154.0,0.0,01-Jun-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
01-Jun-2020 - 00:00,9.78,7.68,,20.34,24.54,56.96,11.25,0.0,69.42,575.22,0.64,204.29,0.0,02-Jun-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
02-Jun-2020 - 00:00,6.26,4.36,,20.6,32.91,83.56,14.59,0.0,65.85,610.22,0.59,224.6,0.0,03-Jun-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
03-Jun-2020 - 00:00,5.82,6.56,,20.26,30.25,80.84,13.96,0.0,62.63,583.66,0.94,240.66,0.0,04-Jun-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
04-Jun-2020 - 00:00,5.53,11.21,,22.28,32.26,87.94,13.4,0.0,53.37,570.97,0.96,223.61,0.0,05-Jun-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
05-Jun-2020 - 00:00,9.21,10.11,,23.3,27.06,80.63,17.4,0.0,61.71,582.29,1.05,146.58,0.0,06-Jun-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
06-Jun-2020 - 00:00,12.32,2.55,,25.19,23.73,73.1,21.65,0.0,75.7,606.74,1.7,252.8,0.0,07-Jun-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
07-Jun-2020 - 00:00,11.73,0.52,,38.63,22.45,60.36,20.99,0.0,76.83,603.85,1.41,147.65,0.04,08-Jun-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
08-Jun-2020 - 00:00,12.78,2.61,,32.51,31.11,95.75,22.13,0.0,65.3,574.73,0.75,174.38,0.0,09-Jun-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
09-Jun-2020 - 00:00,13.67,5.21,,31.42,36.68,110.72,23.16,0.0,58.19,585.19,1.62,263.89,0.0,10-Jun-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
10-Jun-2020 - 00:00,16.75,7.76,,28.01,54.27,171.6,25.6,0.0,58.14,605.57,1.42,247.81,0.01,11-Jun-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
11-Jun-2020 - 00:00,16.96,11.16,,27.59,52.88,121.6,26.82,0.0,53.9,578.75,1.1,232.31,0.0,12-Jun-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
12-Jun-2020 - 00:00,16.49,8.75,,30.25,43.14,109.74,24.95,0.0,53.77,584.32,1.45,207.29,0.0,13-Jun-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
13-Jun-2020 - 00:00,16.16,8.23,,25.13,31.9,71.14,25.02,0.0,67.43,584.63,1.14,165.38,0.3,14-Jun-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
14-Jun-2020 - 00:00,16.14,6.25,,29.91,28.94,64.53,25.6,0.0,61.49,585.69,0.42,174.09,0.0,15-Jun-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
15-Jun-2020 - 00:00,16.17,6.85,,33.83,40.94,99.84,24.77,0.0,55.9,577.39,0.97,179.64,0.0,16-Jun-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
16-Jun-2020 - 00:00,14.36,6.93,,31.89,35.73,98.7,23.14,0.0,50.38,586.89,1.11,144.14,0.0,17-Jun-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
17-Jun-2020 - 00:00,13.62,5.89,,29.77,28.64,91.24,21.83,0.0,57.05,579.78,1.6,147.03,0.0,18-Jun-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
18-Jun-2020 - 00:00,13.05,5.67,,32.15,39.72,96.05,22.13,0.0,57.85,579.4,1.14,178.78,0.0,19-Jun-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
19-Jun-2020 - 00:00,12.67,6.1,,31.17,38.57,105.28,21.7,0.0,61.64,575.54,1.71,171.83,0.07,20-Jun-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
20-Jun-2020 - 00:00,12.38,6.0,,27.79,40.81,118.3,21.33,0.0,63.98,586.13,1.28,168.28,0.0,21-Jun-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
21-Jun-2020 - 00:00,12.23,5.88,,30.12,34.74,94.67,21.69,0.0,63.02,607.86,1.49,145.88,0.04,22-Jun-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
22-Jun-2020 - 00:00,12.54,6.0,,29.16,24.18,65.05,21.82,0.0,78.54,599.04,0.97,164.62,0.29,23-Jun-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
23-Jun-2020 - 00:00,11.33,5.55,,26.41,25.38,77.73,20.25,0.04,73.71,576.04,1.55,142.46,0.0,24-Jun-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
24-Jun-2020 - 00:00,11.61,6.08,,21.63,20.1,63.73,20.57,1.18,85.89,587.11,1.12,132.66,0.09,25-Jun-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
25-Jun-2020 - 00:00,11.8,5.6,,23.06,22.54,73.39,20.88,1.08,84.36,634.09,1.03,219.66,0.0,26-Jun-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
26-Jun-2020 - 00:00,11.64,5.82,,25.19,28.05,95.55,20.58,0.86,79.53,592.68,0.44,172.36,0.0,27-Jun-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
27-Jun-2020 - 00:00,11.05,5.71,,25.64,35.03,112.69,20.22,0.44,77.01,591.2,0.55,253.98,0.0,28-Jun-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
28-Jun-2020 - 00:00,10.25,5.69,,24.0,42.67,144.19,20.19,0.46,72.76,600.44,0.73,266.15,0.0,29-Jun-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
29-Jun-2020 - 00:00,10.51,6.66,,24.25,29.88,110.55,20.08,0.18,68.61,614.94,1.36,186.52,0.03,30-Jun-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
30-Jun-2020 - 00:00,9.91,5.78,,23.88,25.87,63.21,19.17,0.34,77.68,620.55,1.58,154.5,0.0,01-Jul-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
01-Jul-2020 - 00:00,10.94,5.6,,24.47,40.24,107.6,20.18,0.45,74.61,602.46,0.73,182.85,0.0,02-Jul-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
02-Jul-2020 - 00:00,12.96,5.8,,25.49,55.18,132.56,21.35,0.29,73.74,632.92,0.78,202.09,0.0,03-Jul-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
03-Jul-2020 - 00:00,12.37,5.64,,26.82,50.1,110.36,21.01,0.33,69.6,611.06,0.89,166.5,0.0,04-Jul-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
04-Jul-2020 - 00:00,9.7,5.74,,31.14,23.87,63.61,18.47,0.16,74.15,597.51,2.28,154.22,0.23,05-Jul-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
05-Jul-2020 - 00:00,10.09,7.08,,25.49,20.37,40.51,19.71,0.39,74.31,599.21,0.9,162.47,0.01,06-Jul-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
06-Jul-2020 - 00:00,10.49,5.76,,21.81,35.26,76.6,20.03,0.04,77.75,634.31,0.61,190.84,0.0,07-Jul-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
07-Jul-2020 - 00:00,9.16,5.64,0.6,22.36,21.33,47.16,19.0,0.26,82.63,621.3,1.19,141.46,0.15,08-Jul-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
08-Jul-2020 - 00:00,8.57,5.62,0.59,17.86,12.8,26.24,18.22,0.43,94.31,571.79,0.8,121.52,0.22,09-Jul-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
09-Jul-2020 - 00:00,11.03,5.53,0.65,21.41,22.34,57.24,23.27,0.38,84.72,646.36,0.5,164.94,0.0,10-Jul-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
10-Jul-2020 - 00:00,12.43,5.65,0.61,28.98,24.85,78.63,25.66,0.22,82.19,630.59,1.31,263.59,0.01,11-Jul-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
11-Jul-2020 - 00:00,12.02,5.83,0.57,19.78,23.92,56.83,23.62,0.46,87.4,588.01,0.76,147.42,0.2,12-Jul-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
12-Jul-2020 - 00:00,12.06,5.77,0.55,16.13,16.31,38.74,23.42,0.37,89.45,579.84,1.23,212.03,0.44,13-Jul-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
13-Jul-2020 - 00:00,11.84,5.64,0.63,11.82,24.83,58.98,23.08,0.44,84.92,452.62,1.1,288.38,0.0,14-Jul-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
14-Jul-2020 - 00:00,10.99,5.57,0.64,21.09,37.6,94.73,22.39,0.47,84.26,333.97,0.77,260.8,0.0,15-Jul-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
15-Jul-2020 - 00:00,8.13,5.78,0.59,22.28,27.0,79.28,18.58,0.22,88.59,316.25,0.96,141.22,0.0,16-Jul-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
16-Jul-2020 - 00:00,7.09,5.72,0.58,17.74,28.03,61.19,16.57,0.23,82.33,331.91,1.11,157.48,0.0,17-Jul-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
17-Jul-2020 - 00:00,7.57,5.65,0.56,18.22,23.76,59.75,16.21,0.38,87.42,302.61,0.91,136.7,0.0,18-Jul-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
18-Jul-2020 - 00:00,7.78,5.71,0.56,18.22,25.94,85.24,16.15,0.51,91.5,263.16,0.73,132.81,0.02,19-Jul-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
19-Jul-2020 - 00:00,7.69,5.7,0.54,21.51,22.72,66.67,16.35,0.32,90.22,288.47,1.1,208.59,0.0,20-Jul-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
20-Jul-2020 - 00:00,10.41,5.66,0.51,22.87,20.08,46.45,19.47,0.29,87.46,282.14,0.77,207.39,0.01,21-Jul-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
21-Jul-2020 - 00:00,12.2,5.81,0.55,14.16,18.71,40.71,21.38,0.5,93.38,234.78,0.82,162.06,0.02,22-Jul-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
22-Jul-2020 - 00:00,18.67,5.86,0.62,12.16,34.01,74.9,26.99,1.71,91.89,243.26,0.42,175.41,0.0,23-Jul-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
23-Jul-2020 - 00:00,11.27,6.15,0.57,18.45,24.45,71.66,22.27,0.54,85.12,383.51,1.02,261.22,0.0,24-Jul-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
24-Jul-2020 - 00:00,9.92,6.92,0.54,19.54,29.98,72.8,21.12,0.34,81.67,336.2,1.13,141.99,0.0,25-Jul-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
25-Jul-2020 - 00:00,9.03,5.95,0.51,18.58,15.68,48.4,20.35,0.22,87.16,275.1,1.23,160.06,0.0,26-Jul-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
26-Jul-2020 - 00:00,8.7,5.84,0.51,18.52,20.09,59.23,20.13,0.06,83.8,325.2,0.56,181.46,0.0,27-Jul-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
27-Jul-2020 - 00:00,9.39,5.77,0.58,18.01,33.13,69.87,20.77,0.0,84.8,327.38,1.08,285.03,0.0,28-Jul-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
28-Jul-2020 - 00:00,8.73,5.85,0.53,21.46,31.21,63.89,20.03,0.01,83.64,316.76,0.84,205.4,0.0,29-Jul-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
29-Jul-2020 - 00:00,9.19,5.85,0.54,20.62,32.41,67.87,20.48,0.28,88.86,286.57,1.26,141.01,0.0,30-Jul-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
30-Jul-2020 - 00:00,10.37,5.78,0.51,14.64,23.45,52.43,21.15,0.32,93.82,257.85,1.03,143.13,0.08,31-Jul-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
31-Jul-2020 - 00:00,10.38,5.76,0.53,15.48,28.93,71.3,21.3,0.37,90.65,268.36,0.57,160.01,0.03,01-Aug-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
01-Aug-2020 - 00:00,10.02,5.83,0.51,13.86,29.67,66.7,21.24,0.15,94.27,218.44,0.6,179.72,0.02,02-Aug-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
02-Aug-2020 - 00:00,10.24,5.89,0.53,14.07,38.47,92.23,21.42,0.84,91.07,282.1,0.56,211.73,0.0,03-Aug-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
03-Aug-2020 - 00:00,9.14,5.93,0.5,16.3,30.59,65.79,20.55,0.15,86.19,311.77,0.59,212.69,0.0,04-Aug-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
04-Aug-2020 - 00:00,8.89,5.74,0.48,14.63,25.42,58.36,20.28,0.04,89.99,286.14,0.66,188.72,0.0,05-Aug-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
05-Aug-2020 - 00:00,9.08,6.58,0.54,15.11,26.89,60.12,20.41,0.08,90.54,301.63,0.59,128.16,0.01,06-Aug-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
06-Aug-2020 - 00:00,9.76,7.01,0.51,14.19,18.43,32.04,20.85,0.14,81.62,295.99,0.66,207.24,0.0,07-Aug-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
07-Aug-2020 - 00:00,9.12,7.14,0.46,17.1,19.31,41.48,20.35,0.0,83.67,323.43,1.03,140.66,0.0,08-Aug-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
08-Aug-2020 - 00:00,8.67,7.16,0.49,16.13,23.79,54.77,20.21,0.0,89.06,253.49,0.52,208.84,0.01,09-Aug-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
09-Aug-2020 - 00:00,9.04,7.08,0.46,14.89,21.85,55.19,20.78,0.0,93.1,245.93,0.61,202.47,0.0,10-Aug-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
10-Aug-2020 - 00:00,9.03,7.25,0.48,14.91,26.11,61.58,20.31,0.0,94.8,232.43,0.96,156.58,0.04,11-Aug-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
11-Aug-2020 - 00:00,8.73,7.15,0.44,15.71,22.3,40.36,20.12,0.01,90.38,298.62,0.43,171.97,0.04,12-Aug-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
12-Aug-2020 - 00:00,8.77,7.15,0.42,19.89,22.56,36.34,20.16,0.05,92.08,272.06,0.67,170.65,0.01,13-Aug-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
13-Aug-2020 - 00:00,10.01,7.04,0.46,17.73,17.95,42.96,20.98,0.17,94.93,220.72,1.31,134.33,0.04,14-Aug-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
14-Aug-2020 - 00:00,9.73,7.09,0.41,15.21,14.61,36.01,20.86,0.27,89.68,274.39,0.86,135.14,0.0,15-Aug-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
15-Aug-2020 - 00:00,9.16,6.96,0.42,15.27,20.74,44.4,20.45,0.13,86.89,305.6,0.54,151.76,0.0,16-Aug-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
16-Aug-2020 - 00:00,9.18,7.15,0.41,15.43,26.54,56.83,20.37,0.02,92.58,256.21,0.92,134.91,0.0,17-Aug-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
17-Aug-2020 - 00:00,9.31,7.16,0.42,16.62,24.61,52.68,20.28,0.0,93.36,258.74,1.18,136.63,0.0,18-Aug-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
18-Aug-2020 - 00:00,9.68,6.01,0.44,16.28,24.41,52.26,20.85,0.03,93.92,242.8,0.77,148.73,0.35,19-Aug-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
19-Aug-2020 - 00:00,11.3,5.57,0.46,13.43,26.5,56.77,22.31,0.54,94.92,202.59,1.0,142.12,0.13,20-Aug-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
20-Aug-2020 - 00:00,11.41,5.71,0.49,11.63,16.11,33.56,22.22,0.34,92.59,249.15,1.24,138.68,0.0,21-Aug-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
21-Aug-2020 - 00:00,9.3,5.17,0.46,11.57,11.7,27.14,20.19,0.36,94.64,206.65,0.74,170.24,0.1,22-Aug-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
22-Aug-2020 - 00:00,9.53,5.26,0.51,17.74,19.67,45.64,21.0,0.29,85.81,301.09,0.46,216.8,0.0,23-Aug-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
23-Aug-2020 - 00:00,11.74,5.17,0.49,14.24,20.28,47.06,26.23,,87.29,287.03,0.8,153.1,0.0,24-Aug-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
24-Aug-2020 - 00:00,11.21,5.18,0.48,13.41,21.23,49.18,23.78,0.0,88.86,250.27,1.14,134.68,0.0,25-Aug-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
25-Aug-2020 - 00:00,12.46,5.11,0.49,13.04,15.24,43.01,25.04,0.08,90.24,245.9,0.98,134.96,0.0,26-Aug-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
26-Aug-2020 - 00:00,11.6,5.5,0.5,14.37,15.42,48.51,24.6,0.21,89.0,286.93,0.8,144.73,0.0,27-Aug-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
27-Aug-2020 - 00:00,11.78,5.39,0.48,14.06,16.16,51.58,24.43,0.1,89.99,258.92,0.56,156.08,0.38,28-Aug-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
28-Aug-2020 - 00:00,12.44,5.56,0.54,11.57,10.81,53.26,26.6,0.38,93.1,276.72,1.07,244.67,0.04,29-Aug-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
29-Aug-2020 - 00:00,12.59,5.86,0.58,12.31,30.12,83.71,26.36,0.42,89.02,271.51,0.36,167.66,0.0,30-Aug-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
30-Aug-2020 - 00:00,11.27,5.47,0.55,12.36,18.43,61.91,24.15,0.17,91.06,272.69,0.78,137.36,0.0,31-Aug-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
31-Aug-2020 - 00:00,10.64,5.81,0.52,15.75,19.05,51.22,21.84,0.08,86.31,272.89,2.03,136.64,0.0,01-Sep-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
01-Sep-2020 - 00:00,11.34,5.69,0.57,16.96,33.34,71.82,22.18,0.32,87.36,274.85,1.23,139.31,0.0,02-Sep-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
02-Sep-2020 - 00:00,11.01,4.27,0.57,15.59,27.64,74.29,22.27,0.22,86.68,268.43,0.55,144.72,0.0,03-Sep-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
03-Sep-2020 - 00:00,10.89,4.42,0.58,15.1,26.57,68.74,21.88,0.2,91.33,276.44,1.1,188.5,0.0,04-Sep-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
04-Sep-2020 - 00:00,10.35,4.35,0.59,14.5,21.6,51.93,21.48,0.22,89.66,259.04,0.57,177.79,0.0,05-Sep-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
05-Sep-2020 - 00:00,10.71,3.83,0.57,13.98,23.27,52.31,21.73,0.21,91.48,228.29,0.46,222.47,0.0,06-Sep-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
06-Sep-2020 - 00:00,10.13,4.09,0.57,16.41,18.57,45.84,21.1,0.25,89.52,267.62,0.83,255.44,0.0,07-Sep-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
07-Sep-2020 - 00:00,10.75,3.9,0.61,17.77,26.78,61.06,21.68,0.4,87.52,272.29,1.19,280.61,0.0,08-Sep-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
08-Sep-2020 - 00:00,11.45,4.33,0.63,19.54,25.52,59.78,22.1,0.33,85.85,321.41,1.42,298.56,0.0,09-Sep-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
09-Sep-2020 - 00:00,11.85,3.35,0.58,20.62,30.66,74.74,22.78,0.36,86.97,341.55,1.29,301.45,0.0,10-Sep-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
10-Sep-2020 - 00:00,12.42,3.36,0.52,23.68,36.77,88.6,22.94,0.35,84.6,307.19,1.3,287.59,0.0,11-Sep-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
11-Sep-2020 - 00:00,14.32,3.44,0.58,17.06,35.47,95.54,24.66,0.35,83.79,292.69,0.61,261.18,0.0,12-Sep-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
12-Sep-2020 - 00:00,14.16,3.85,0.56,16.94,34.96,90.07,24.88,0.44,82.52,288.36,0.91,254.41,0.0,13-Sep-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
13-Sep-2020 - 00:00,12.03,4.58,0.48,22.57,32.11,90.22,22.72,0.21,84.8,282.35,1.01,291.91,0.0,14-Sep-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
14-Sep-2020 - 00:00,11.24,4.82,0.47,24.7,37.14,89.14,22.12,0.38,84.27,273.54,1.0,269.14,0.0,15-Sep-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
15-Sep-2020 - 00:00,11.07,4.8,0.46,24.36,39.18,109.91,22.23,0.48,88.26,259.39,0.68,258.38,0.0,16-Sep-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
16-Sep-2020 - 00:00,11.07,5.06,0.41,24.69,38.27,92.94,22.03,0.01,86.02,259.9,1.2,306.14,0.0,17-Sep-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
17-Sep-2020 - 00:00,13.39,3.77,0.35,17.95,38.67,93.64,24.03,0.0,84.59,275.0,1.09,310.25,0.0,18-Sep-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
18-Sep-2020 - 00:00,12.99,4.39,0.28,24.56,31.87,80.52,23.88,0.2,82.78,274.75,0.96,289.87,0.0,19-Sep-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
19-Sep-2020 - 00:00,12.64,4.32,0.23,25.2,34.66,92.07,23.33,0.28,84.49,266.36,0.59,256.26,0.0,20-Sep-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
20-Sep-2020 - 00:00,11.9,4.4,0.2,29.27,33.99,90.08,22.67,0.0,82.38,276.81,1.31,277.2,0.0,21-Sep-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
21-Sep-2020 - 00:00,14.51,3.92,0.35,20.38,42.71,97.44,24.79,0.0,76.54,271.9,0.88,284.11,0.0,22-Sep-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
22-Sep-2020 - 00:00,14.58,3.54,0.32,15.17,44.75,99.42,25.34,0.0,87.92,258.02,0.57,180.5,0.0,23-Sep-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
23-Sep-2020 - 00:00,11.88,3.47,0.18,17.78,25.44,64.36,22.71,0.0,84.58,256.32,0.52,175.05,0.0,24-Sep-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
24-Sep-2020 - 00:00,11.95,3.64,0.27,20.99,34.98,88.87,22.94,0.0,88.92,261.87,0.83,220.9,0.0,25-Sep-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
25-Sep-2020 - 00:00,13.24,3.54,0.34,20.21,48.38,120.92,24.22,0.0,85.92,254.34,0.71,257.85,0.0,26-Sep-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
26-Sep-2020 - 00:00,12.23,3.73,0.56,17.19,35.94,89.22,22.47,0.0,76.62,254.79,0.62,244.01,0.0,27-Sep-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
27-Sep-2020 - 00:00,12.57,4.17,0.49,18.37,34.02,88.69,23.08,0.0,81.79,261.81,0.82,266.4,0.0,28-Sep-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
28-Sep-2020 - 00:00,13.24,4.36,0.47,21.95,41.52,109.74,23.77,0.0,77.94,259.59,1.37,312.64,0.0,29-Sep-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
29-Sep-2020 - 00:00,12.42,4.8,0.37,26.46,42.62,117.0,22.71,0.02,76.86,254.73,1.52,317.02,0.0,30-Sep-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
30-Sep-2020 - 00:00,15.33,7.95,0.31,25.92,44.76,118.49,25.08,0.0,74.58,259.42,1.61,312.85,0.0,01-Oct-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
01-Oct-2020 - 00:00,14.31,7.79,0.47,26.56,44.99,108.6,24.26,0.17,73.77,257.44,1.39,315.7,0.0,02-Oct-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
02-Oct-2020 - 00:00,19.09,17.78,1.12,34.04,52.79,98.07,32.16,1.62,72.2,248.19,0.98,291.02,0.0,03-Oct-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
03-Oct-2020 - 00:00,16.84,11.48,0.23,26.79,52.23,116.92,29.84,1.16,73.87,224.93,0.88,280.41,0.0,04-Oct-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
04-Oct-2020 - 00:00,14.33,7.13,0.4,28.83,39.57,100.96,26.57,0.9,66.08,247.33,1.19,256.62,0.0,05-Oct-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
05-Oct-2020 - 00:00,14.42,13.39,0.34,30.25,59.29,129.31,25.19,0.8,64.76,265.47,1.57,295.98,0.0,06-Oct-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
06-Oct-2020 - 00:00,14.48,8.59,0.39,21.1,56.42,108.04,25.49,0.0,77.29,234.62,0.67,242.8,0.0,07-Oct-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
