from date,PM10,PM2.5,NOx,NO2,NO,CO,CO2,Ozone,to date,station
18-Jun-2020 - 00:00,106.45,41.77,20.31,16.94,3.37,0.7,,30.25,19-Jun-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
19-Jun-2020 - 00:00,236.16,50.32,19.28,15.89,3.38,1.04,,22.48,20-Jun-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
20-Jun-2020 - 00:00,125.15,31.92,22.25,18.77,3.48,0.82,,21.17,21-Jun-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
21-Jun-2020 - 00:00,94.53,35.12,22.61,19.13,3.49,0.6,,27.53,22-Jun-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
22-Jun-2020 - 00:00,83.62,47.55,22.45,18.9,3.55,0.92,,29.1,23-Jun-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
23-Jun-2020 - 00:00,62.62,31.31,21.16,17.6,3.56,0.81,,18.44,24-Jun-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
24-Jun-2020 - 00:00,55.07,35.48,16.49,13.42,3.07,0.86,,15.87,25-Jun-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
25-Jun-2020 - 00:00,79.5,40.39,14.22,11.36,2.86,0.73,,11.81,26-Jun-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
26-Jun-2020 - 00:00,110.26,43.94,14.29,11.39,2.9,0.65,,9.77,27-Jun-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
27-Jun-2020 - 00:00,164.26,34.47,14.28,11.39,2.89,0.8,,8.9,28-Jun-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
28-Jun-2020 - 00:00,208.07,37.74,18.44,15.93,9.86,0.96,,7.25,29-Jun-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
29-Jun-2020 - 00:00,161.26,24.95,19.69,15.06,4.15,0.89,,24.06,30-Jun-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
30-Jun-2020 - 00:00,85.3,40.55,24.08,18.52,5.56,0.89,,46.11,01-Jul-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
01-Jul-2020 - 00:00,130.73,61.18,24.32,18.91,5.42,1.06,,58.64,02-Jul-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
02-Jul-2020 - 00:00,140.26,70.31,24.75,19.59,5.16,0.86,,71.1,03-Jul-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
03-Jul-2020 - 00:00,141.54,67.57,25.08,20.46,4.62,0.76,,69.09,04-Jul-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
04-Jul-2020 - 00:00,90.24,48.7,27.03,22.66,4.37,0.92,,68.42,05-Jul-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
05-Jul-2020 - 00:00,46.15,34.33,33.28,28.76,4.52,1.03,,72.02,06-Jul-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
06-Jul-2020 - 00:00,66.19,47.1,23.45,18.9,4.56,0.91,,52.44,07-Jul-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
07-Jul-2020 - 00:00,28.9,18.82,21.14,16.67,4.47,0.61,,33.9,08-Jul-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
08-Jul-2020 - 00:00,39.82,28.88,24.02,19.39,4.63,0.76,,34.65,09-Jul-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
09-Jul-2020 - 00:00,53.42,29.33,24.88,19.67,5.21,0.79,,33.02,10-Jul-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
10-Jul-2020 - 00:00,87.48,21.06,25.12,20.09,5.03,0.62,,35.47,11-Jul-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
11-Jul-2020 - 00:00,50.52,20.74,22.99,18.5,4.5,0.56,,48.91,12-Jul-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
12-Jul-2020 - 00:00,45.76,21.42,24.35,19.55,4.8,0.49,,48.14,13-Jul-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
13-Jul-2020 - 00:00,109.28,24.05,25.97,20.5,5.47,0.56,,35.81,14-Jul-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
14-Jul-2020 - 00:00,145.7,38.32,28.41,22.52,5.9,0.72,,51.31,15-Jul-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
15-Jul-2020 - 00:00,92.15,44.79,21.92,17.47,4.45,0.96,,65.13,16-Jul-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
16-Jul-2020 - 00:00,56.77,36.43,24.01,19.42,4.59,0.86,,43.6,17-Jul-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
17-Jul-2020 - 00:00,80.26,58.14,23.09,18.51,4.58,0.82,,51.7,18-Jul-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
18-Jul-2020 - 00:00,77.5,51.25,23.09,18.5,4.59,0.8,,54.16,19-Jul-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
19-Jul-2020 - 00:00,44.73,27.41,25.48,20.45,5.03,0.63,,36.38,20-Jul-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
20-Jul-2020 - 00:00,42.1,22.98,24.66,17.2,7.4,0.55,37.01,56.05,21-Jul-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
21-Jul-2020 - 00:00,31.44,22.46,23.18,14.61,8.57,0.42,,39.1,22-Jul-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
22-Jul-2020 - 00:00,20.29,11.25,22.72,16.03,21.4,0.5,,25.52,23-Jul-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
23-Jul-2020 - 00:00,50.35,30.01,21.37,11.78,9.58,0.33,,38.51,24-Jul-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
24-Jul-2020 - 00:00,71.21,44.84,20.07,12.05,8.02,0.38,,47.57,25-Jul-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
25-Jul-2020 - 00:00,52.81,30.88,16.97,8.99,7.99,0.36,,40.79,26-Jul-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
26-Jul-2020 - 00:00,64.47,38.16,18.35,9.77,8.58,0.32,,39.15,27-Jul-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
27-Jul-2020 - 00:00,59.83,20.36,17.01,9.33,7.68,0.39,,40.06,28-Jul-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
28-Jul-2020 - 00:00,66.31,25.34,23.57,14.8,8.76,0.42,,25.25,29-Jul-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
29-Jul-2020 - 00:00,51.22,21.34,18.76,10.85,7.91,0.38,,30.76,30-Jul-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
30-Jul-2020 - 00:00,38.43,20.09,19.8,11.76,8.05,0.37,,35.6,31-Jul-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
31-Jul-2020 - 00:00,54.94,33.23,18.82,10.16,8.65,0.57,,31.36,01-Aug-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
01-Aug-2020 - 00:00,57.84,35.89,19.92,11.59,8.32,0.59,,26.57,02-Aug-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
02-Aug-2020 - 00:00,47.88,21.88,20.41,11.37,9.04,0.6,,22.3,03-Aug-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
03-Aug-2020 - 00:00,51.57,24.92,17.79,9.49,8.3,0.47,,22.76,04-Aug-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
04-Aug-2020 - 00:00,59.47,27.59,18.67,10.47,8.19,0.54,,36.6,05-Aug-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
05-Aug-2020 - 00:00,59.36,35.13,21.64,12.55,9.08,0.71,,23.32,06-Aug-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
06-Aug-2020 - 00:00,33.76,16.84,16.16,8.13,8.03,0.39,,28.57,07-Aug-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
07-Aug-2020 - 00:00,51.98,36.02,15.91,7.86,8.05,0.41,,40.04,08-Aug-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
08-Aug-2020 - 00:00,79.15,55.06,20.58,11.15,9.43,0.5,,41.05,09-Aug-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
09-Aug-2020 - 00:00,39.27,24.26,19.18,11.05,8.13,0.32,,39.22,10-Aug-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
10-Aug-2020 - 00:00,43.9,33.03,18.29,10.0,8.29,0.3,,32.0,11-Aug-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
11-Aug-2020 - 00:00,55.13,41.65,20.41,11.5,8.92,0.38,,26.52,12-Aug-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
12-Aug-2020 - 00:00,49.69,18.47,17.26,8.89,8.37,0.39,,30.93,13-Aug-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
13-Aug-2020 - 00:00,23.46,13.37,62.43,24.58,56.25,0.42,,28.62,14-Aug-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
14-Aug-2020 - 00:00,37.08,24.94,17.29,9.42,7.87,0.5,,32.79,15-Aug-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
15-Aug-2020 - 00:00,37.7,27.09,14.3,6.58,7.71,0.57,,31.05,16-Aug-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
16-Aug-2020 - 00:00,37.42,22.57,15.49,7.74,7.76,0.6,,25.98,17-Aug-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
17-Aug-2020 - 00:00,52.74,33.9,18.77,10.81,7.96,0.75,,19.07,18-Aug-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
18-Aug-2020 - 00:00,48.92,26.35,20.64,11.85,8.79,0.74,,19.17,19-Aug-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
19-Aug-2020 - 00:00,33.28,22.5,23.84,15.52,8.32,0.67,,18.71,20-Aug-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
20-Aug-2020 - 00:00,18.74,15.59,22.7,13.52,9.18,0.71,,39.53,21-Aug-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
21-Aug-2020 - 00:00,10.33,14.66,57.61,29.7,23.41,0.86,,19.77,22-Aug-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
22-Aug-2020 - 00:00,23.32,11.58,19.21,11.15,8.07,0.39,,27.77,23-Aug-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
23-Aug-2020 - 00:00,27.35,17.38,16.02,8.31,7.71,0.32,,31.47,24-Aug-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
24-Aug-2020 - 00:00,23.29,15.07,21.09,11.23,14.62,0.51,,26.0,25-Aug-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
25-Aug-2020 - 00:00,39.2,20.41,19.72,10.09,9.62,0.49,,22.43,26-Aug-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
26-Aug-2020 - 00:00,38.44,11.83,20.9,11.63,9.26,0.46,,18.97,27-Aug-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
27-Aug-2020 - 00:00,41.82,18.19,31.12,29.94,40.02,0.69,,6.4,28-Aug-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
28-Aug-2020 - 00:00,27.72,24.47,42.96,19.52,28.89,0.87,39.14,24.0,29-Aug-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
29-Aug-2020 - 00:00,46.14,31.55,15.47,10.03,5.44,0.67,,30.12,30-Aug-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
30-Aug-2020 - 00:00,31.93,20.63,11.23,7.55,3.67,0.46,,30.76,31-Aug-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
31-Aug-2020 - 00:00,25.15,14.33,11.74,8.01,3.73,0.37,,28.36,01-Sep-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
01-Sep-2020 - 00:00,35.33,16.18,12.95,9.01,3.93,0.37,,27.3,02-Sep-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
02-Sep-2020 - 00:00,41.87,20.91,13.04,9.08,3.96,0.41,,38.34,03-Sep-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
03-Sep-2020 - 00:00,65.25,41.19,14.45,10.05,4.4,0.48,,34.59,04-Sep-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
04-Sep-2020 - 00:00,55.49,38.14,13.5,9.54,3.96,0.42,,34.49,05-Sep-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
05-Sep-2020 - 00:00,42.18,26.49,17.27,12.11,5.16,0.41,,36.83,06-Sep-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
06-Sep-2020 - 00:00,38.97,29.22,17.02,12.61,4.41,0.49,,41.41,07-Sep-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
07-Sep-2020 - 00:00,53.74,38.9,24.51,15.73,8.78,0.94,,32.77,08-Sep-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
08-Sep-2020 - 00:00,57.78,34.6,16.19,11.48,4.71,0.71,,37.69,09-Sep-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
09-Sep-2020 - 00:00,110.57,65.22,26.08,14.6,11.48,0.99,,22.04,10-Sep-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
10-Sep-2020 - 00:00,59.28,28.19,18.32,12.7,11.71,1.2,,46.24,11-Sep-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
11-Sep-2020 - 00:00,114.5,67.23,16.27,11.63,4.64,1.01,,44.59,12-Sep-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
12-Sep-2020 - 00:00,119.78,51.16,18.76,12.83,5.92,1.09,,61.08,13-Sep-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
13-Sep-2020 - 00:00,132.72,60.1,19.62,12.92,6.7,1.11,,44.8,14-Sep-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
14-Sep-2020 - 00:00,132.46,89.44,26.26,13.14,13.15,1.02,,42.24,15-Sep-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
15-Sep-2020 - 00:00,100.66,41.54,19.7,11.88,7.82,1.05,,46.85,16-Sep-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
16-Sep-2020 - 00:00,150.4,83.98,18.87,12.61,6.26,1.02,,42.47,17-Sep-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
17-Sep-2020 - 00:00,107.49,56.02,16.83,11.52,5.3,0.78,,36.66,18-Sep-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
18-Sep-2020 - 00:00,101.49,42.83,14.43,9.99,4.44,0.75,,33.01,19-Sep-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
19-Sep-2020 - 00:00,118.29,70.25,13.1,7.62,5.25,0.82,,44.57,20-Sep-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
20-Sep-2020 - 00:00,134.43,41.5,18.74,9.39,9.35,0.96,,46.72,21-Sep-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
21-Sep-2020 - 00:00,119.53,74.17,23.85,11.57,23.02,0.87,,45.71,22-Sep-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
22-Sep-2020 - 00:00,60.13,30.4,14.58,9.74,3.75,0.75,,27.65,23-Sep-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
23-Sep-2020 - 00:00,70.25,30.59,12.31,7.39,5.53,0.55,,30.84,24-Sep-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
24-Sep-2020 - 00:00,77.06,34.29,14.29,9.72,4.57,0.61,,48.33,25-Sep-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
25-Sep-2020 - 00:00,105.14,36.81,15.02,10.47,4.55,0.71,,51.55,26-Sep-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
26-Sep-2020 - 00:00,138.36,43.81,21.44,14.96,6.48,0.88,,28.91,27-Sep-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
27-Sep-2020 - 00:00,67.02,21.89,21.45,23.58,13.38,0.86,,30.96,28-Sep-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
28-Sep-2020 - 00:00,141.03,41.63,20.07,14.17,5.9,0.96,,45.12,29-Sep-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
29-Sep-2020 - 00:00,173.66,58.3,18.51,13.64,4.87,0.91,,48.24,30-Sep-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
30-Sep-2020 - 00:00,135.91,45.66,21.23,15.61,5.62,0.85,,46.18,01-Oct-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
01-Oct-2020 - 00:00,135.48,46.9,26.4,16.69,12.79,0.94,,45.15,02-Oct-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
02-Oct-2020 - 00:00,168.41,,22.46,15.2,7.26,1.08,,49.68,03-Oct-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
03-Oct-2020 - 00:00,164.68,70.05,21.79,16.26,5.54,1.12,,55.29,04-Oct-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
04-Oct-2020 - 00:00,144.57,60.99,29.99,20.24,15.28,1.22,,52.06,05-Oct-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
05-Oct-2020 - 00:00,152.45,54.93,20.79,16.45,4.34,1.13,,57.18,06-Oct-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
06-Oct-2020 - 00:00,160.31,58.58,29.45,19.98,11.85,1.3,,54.33,07-Oct-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
07-Oct-2020 - 00:00,167.93,54.43,32.56,21.85,10.71,1.46,,58.18,08-Oct-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
08-Oct-2020 - 00:00,175.92,67.83,25.48,19.77,5.71,1.22,,61.07,09-Oct-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
09-Oct-2020 - 00:00,174.62,70.53,26.49,19.53,6.97,1.27,,64.99,10-Oct-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
10-Oct-2020 - 00:00,173.2,72.75,27.36,20.17,7.19,1.34,,63.42,11-Oct-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
11-Oct-2020 - 00:00,184.56,73.99,24.44,19.49,4.95,1.35,,57.18,12-Oct-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
12-Oct-2020 - 00:00,202.53,89.75,31.79,22.09,9.69,1.37,39.07,58.19,13-Oct-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
13-Oct-2020 - 00:00,216.5,103.31,21.58,15.76,5.82,1.26,,59.85,14-Oct-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
14-Oct-2020 - 00:00,178.85,86.83,31.93,20.18,11.71,1.23,,61.49,15-Oct-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
15-Oct-2020 - 00:00,217.01,121.35,54.22,29.13,25.04,1.57,,50.91,16-Oct-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
16-Oct-2020 - 00:00,167.4,73.55,41.48,29.76,11.73,1.01,,54.62,17-Oct-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
17-Oct-2020 - 00:00,201.88,89.29,48.1,31.75,16.35,1.26,,58.98,18-Oct-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
18-Oct-2020 - 00:00,192.4,83.66,30.94,24.22,6.72,0.85,,55.13,19-Oct-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
19-Oct-2020 - 00:00,191.24,79.79,30.46,24.26,6.2,0.8,,64.92,20-Oct-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
20-Oct-2020 - 00:00,176.39,73.91,36.45,28.0,8.44,1.08,,56.33,21-Oct-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
21-Oct-2020 - 00:00,148.04,65.48,38.64,26.75,11.9,1.42,,50.6,22-Oct-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
22-Oct-2020 - 00:00,186.83,90.69,50.82,32.28,18.53,1.59,,51.45,23-Oct-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
23-Oct-2020 - 00:00,253.51,140.6,51.03,32.67,18.36,2.36,,55.84,24-Oct-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
24-Oct-2020 - 00:00,248.68,117.22,59.27,32.28,26.99,2.61,,57.42,25-Oct-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
25-Oct-2020 - 00:00,220.13,117.89,30.58,22.82,7.76,2.12,,64.33,26-Oct-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
26-Oct-2020 - 00:00,228.54,109.59,40.48,32.85,7.63,2.02,,52.07,27-Oct-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
27-Oct-2020 - 00:00,261.89,134.38,36.51,27.03,9.49,1.8,,44.22,28-Oct-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
28-Oct-2020 - 00:00,281.86,143.65,53.42,33.5,19.92,2.02,,48.13,29-Oct-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
29-Oct-2020 - 00:00,326.31,172.54,57.71,40.06,17.65,2.73,,56.69,30-Oct-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
30-Oct-2020 - 00:00,310.2,157.49,51.29,34.74,16.55,2.25,,44.29,31-Oct-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
31-Oct-2020 - 00:00,385.66,203.75,43.16,32.55,9.5,2.11,,49.09,01-Nov-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
01-Nov-2020 - 00:00,339.41,179.81,39.39,30.03,9.36,1.64,,42.8,02-Nov-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
02-Nov-2020 - 00:00,222.2,97.6,39.95,31.6,8.35,1.29,,36.87,03-Nov-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
03-Nov-2020 - 00:00,148.5,64.84,34.1,26.01,8.1,1.21,,37.47,04-Nov-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
04-Nov-2020 - 00:00,430.96,234.15,52.96,43.62,9.34,2.43,,31.35,05-Nov-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
05-Nov-2020 - 00:00,387.6,216.91,43.29,34.56,8.73,2.4,,41.75,06-Nov-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
06-Nov-2020 - 00:00,396.38,206.14,70.56,45.49,25.05,2.8,,37.04,07-Nov-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
07-Nov-2020 - 00:00,403.92,248.17,62.79,44.16,18.52,2.76,,46.46,08-Nov-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
08-Nov-2020 - 00:00,519.37,426.73,62.77,46.32,16.44,3.56,,42.07,09-Nov-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
09-Nov-2020 - 00:00,676.76,553.61,66.79,50.57,16.22,4.64,,34.14,10-Nov-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
10-Nov-2020 - 00:00,522.34,486.79,48.09,30.91,17.18,4.4,,41.26,11-Nov-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
11-Nov-2020 - 00:00,166.65,112.29,28.8,19.73,9.07,1.96,,42.63,12-Nov-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
12-Nov-2020 - 00:00,123.24,92.27,21.53,15.01,6.51,1.84,,12.53,13-Nov-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
13-Nov-2020 - 00:00,189.62,116.96,36.26,28.95,7.3,2.48,,39.3,14-Nov-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
14-Nov-2020 - 00:00,292.67,239.74,35.04,25.0,13.92,3.41,,57.22,15-Nov-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
15-Nov-2020 - 00:00,291.06,232.58,24.26,14.94,9.3,2.65,,77.73,16-Nov-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
16-Nov-2020 - 00:00,92.0,76.93,17.26,11.21,6.05,1.92,,50.69,17-Nov-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
17-Nov-2020 - 00:00,114.45,79.64,30.95,19.19,11.76,2.09,2.2,36.6,18-Nov-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
18-Nov-2020 - 00:00,123.23,89.26,30.78,21.79,13.8,1.94,,56.03,19-Nov-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
19-Nov-2020 - 00:00,182.82,120.08,48.4,33.02,15.38,1.92,,57.19,20-Nov-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
20-Nov-2020 - 00:00,214.85,150.38,40.94,33.21,7.73,1.76,,69.61,21-Nov-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
21-Nov-2020 - 00:00,173.91,117.59,30.13,23.8,6.34,1.42,,69.63,22-Nov-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
22-Nov-2020 - 00:00,182.05,117.47,34.88,27.63,7.25,1.51,,58.49,23-Nov-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
23-Nov-2020 - 00:00,181.34,125.1,38.85,26.52,12.33,1.79,,61.53,24-Nov-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
24-Nov-2020 - 00:00,219.86,149.18,33.61,26.23,7.38,1.75,,76.56,25-Nov-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
25-Nov-2020 - 00:00,283.33,193.59,43.54,36.75,6.79,2.17,,71.89,26-Nov-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
26-Nov-2020 - 00:00,167.45,110.47,44.17,32.06,12.11,1.93,,49.29,27-Nov-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
27-Nov-2020 - 00:00,107.59,63.95,32.24,24.96,7.27,1.55,,51.78,28-Nov-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
28-Nov-2020 - 00:00,145.42,91.5,35.82,28.25,7.57,2.01,,58.04,29-Nov-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
29-Nov-2020 - 00:00,161.19,98.27,38.29,30.92,7.37,2.15,,58.31,30-Nov-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
30-Nov-2020 - 00:00,189.33,129.19,39.05,30.33,8.72,2.41,,62.5,01-Dec-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
01-Dec-2020 - 00:00,233.48,170.48,32.87,26.49,6.38,2.44,,27.65,02-Dec-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
