from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,AT,RH,WS,WD,VWS,BP,SR,RF,Benzene,Toluene,Eth-Benzene,MP-Xylene,to date,station
12-Apr-2020 - 00:00,21.87,58.65,8.93,7.71,16.64,17.75,5.21,0.24,44.31,29.48,70.16,0.4,117.36,0.05,,,0.0,1.49,1.63,0.21,0.3,13-Apr-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
13-Apr-2020 - 00:00,22.49,49.68,6.7,5.51,12.21,13.72,4.07,0.27,39.32,30.26,76.78,0.3,130.3,0.06,,,0.0,1.3,1.29,0.16,0.28,14-Apr-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
14-Apr-2020 - 00:00,26.43,51.21,5.24,3.39,8.63,8.96,4.03,0.26,32.65,30.84,76.9,0.25,120.51,0.06,,,0.0,1.5,1.36,0.13,0.27,15-Apr-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
15-Apr-2020 - 00:00,21.69,52.82,5.39,3.58,8.97,9.19,3.94,0.25,37.35,29.4,75.83,0.31,126.25,0.04,,,0.01,1.77,1.87,0.16,0.36,16-Apr-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
16-Apr-2020 - 00:00,25.3,54.45,8.03,6.03,14.05,7.27,6.24,0.23,40.79,29.12,70.09,0.21,142.78,0.04,,,0.0,2.39,2.35,0.26,0.53,17-Apr-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
17-Apr-2020 - 00:00,18.91,43.43,6.34,4.28,10.62,8.35,4.88,0.25,37.53,30.5,71.82,0.2,156.63,0.04,,,0.0,1.15,1.29,0.11,0.26,18-Apr-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
18-Apr-2020 - 00:00,12.76,33.33,5.97,3.99,9.97,8.91,4.2,0.26,31.75,29.38,73.87,0.18,215.56,0.03,,,0.0,1.04,1.43,0.12,0.33,19-Apr-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
19-Apr-2020 - 00:00,3.39,30.74,6.52,4.41,10.93,8.17,6.75,0.24,50.31,29.58,67.82,0.32,185.22,0.04,,,0.0,0.96,1.42,0.09,0.23,20-Apr-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
20-Apr-2020 - 00:00,,28.45,5.63,3.78,9.41,8.9,4.63,0.23,30.05,29.28,79.19,0.29,167.24,0.04,,,0.28,1.11,1.39,0.1,0.28,21-Apr-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
21-Apr-2020 - 00:00,,21.77,7.28,4.78,12.05,8.79,5.07,0.25,41.97,24.05,75.35,0.3,208.98,0.01,,,0.14,2.29,4.54,0.3,0.71,22-Apr-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
22-Apr-2020 - 00:00,,27.31,6.45,4.04,10.48,8.72,7.48,0.22,37.5,27.16,76.66,0.22,155.32,0.03,,,0.0,1.94,2.39,0.2,0.44,23-Apr-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
23-Apr-2020 - 00:00,,24.98,5.94,3.9,9.85,8.87,4.36,0.15,24.63,27.77,81.91,0.21,142.82,0.04,,,0.03,1.3,1.84,0.15,0.39,24-Apr-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
24-Apr-2020 - 00:00,,20.92,6.88,4.58,11.46,8.15,7.34,0.22,38.83,26.76,78.81,0.31,201.64,0.03,,,0.0,1.21,2.02,0.15,0.41,25-Apr-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
25-Apr-2020 - 00:00,,24.32,6.72,4.71,11.43,8.11,6.23,0.2,48.73,28.45,73.56,0.19,168.57,0.04,,,0.0,1.38,1.75,0.14,0.33,26-Apr-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
26-Apr-2020 - 00:00,,22.03,6.13,4.16,10.29,8.58,5.8,0.21,52.55,28.21,73.89,0.3,157.72,0.04,,,0.0,1.63,1.6,0.12,0.29,27-Apr-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
27-Apr-2020 - 00:00,13.56,21.63,6.23,3.7,9.93,8.5,4.43,0.21,36.1,26.19,84.14,0.35,91.02,0.04,,,0.16,1.27,1.52,0.12,0.31,28-Apr-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
28-Apr-2020 - 00:00,7.71,14.36,6.37,4.16,10.54,8.65,4.11,0.23,31.07,24.89,90.66,0.28,118.79,0.03,,,0.1,1.52,2.29,0.19,0.59,29-Apr-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
29-Apr-2020 - 00:00,13.68,26.31,7.02,4.59,11.61,8.48,5.47,0.22,35.54,27.66,77.25,0.28,138.61,0.04,,,0.0,2.41,3.2,0.35,0.8,30-Apr-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
30-Apr-2020 - 00:00,11.75,26.64,6.4,4.2,10.6,8.58,5.77,0.2,37.67,28.8,75.31,0.17,182.18,0.04,,,0.0,1.54,1.61,0.15,0.39,01-May-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
01-May-2020 - 00:00,8.82,18.14,6.3,4.13,10.43,8.59,4.95,0.18,43.12,25.99,83.36,0.31,135.82,0.05,,,0.17,1.23,2.16,0.15,0.37,02-May-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
02-May-2020 - 00:00,16.27,31.98,6.86,4.7,11.54,8.72,4.97,0.3,35.83,26.39,83.07,0.15,146.62,0.03,,,0.05,2.64,3.84,0.38,0.79,03-May-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
03-May-2020 - 00:00,15.43,28.29,6.09,3.96,10.07,8.83,5.21,0.32,50.01,27.88,77.99,0.16,149.37,0.03,,,0.0,1.9,2.38,0.2,0.49,04-May-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
04-May-2020 - 00:00,17.62,36.81,5.98,3.98,9.96,8.91,4.09,0.32,32.38,29.12,80.18,0.14,164.76,0.03,,,0.0,2.07,2.1,0.22,0.62,05-May-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
05-May-2020 - 00:00,16.36,31.28,5.37,3.47,8.84,9.16,3.94,0.21,31.4,29.51,78.62,0.14,173.59,0.04,,,0.0,1.64,1.6,0.14,0.41,06-May-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
06-May-2020 - 00:00,10.74,20.62,5.88,3.62,9.49,9.1,5.14,0.31,45.83,27.36,81.53,0.21,168.13,0.03,,,0.43,1.89,2.54,0.23,0.49,07-May-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
07-May-2020 - 00:00,13.16,29.08,6.22,4.2,10.42,8.64,4.73,0.21,47.24,28.94,75.03,0.2,171.7,0.04,,,0.0,1.59,1.96,0.15,0.46,08-May-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
08-May-2020 - 00:00,11.64,33.27,5.87,3.97,9.84,8.76,6.13,0.29,54.41,29.26,74.26,0.21,165.83,0.04,,,0.0,1.3,1.66,0.12,0.33,09-May-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
09-May-2020 - 00:00,15.49,46.48,5.5,3.7,9.19,9.17,4.83,0.26,48.0,31.63,68.91,0.14,167.83,0.04,,,0.0,1.6,1.84,0.18,0.42,10-May-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
10-May-2020 - 00:00,,45.19,5.12,3.41,8.53,9.33,4.5,0.21,42.12,30.49,75.42,0.21,173.06,0.04,,,0.02,1.36,1.46,0.12,0.34,11-May-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
11-May-2020 - 00:00,,40.82,5.78,3.68,9.46,9.49,7.15,0.32,66.95,29.17,67.16,0.22,172.11,0.03,,,0.0,2.11,3.87,0.5,0.66,12-May-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
12-May-2020 - 00:00,,57.26,5.91,3.89,9.8,9.4,10.28,0.33,64.49,31.23,65.81,0.14,190.59,0.04,,,0.0,2.27,2.21,0.23,0.54,13-May-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
13-May-2020 - 00:00,,52.53,5.41,3.61,9.02,9.39,8.78,0.18,36.21,31.03,67.69,0.17,200.11,0.05,,,0.0,1.53,1.71,0.17,0.4,14-May-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
14-May-2020 - 00:00,,39.38,5.04,3.35,8.38,9.41,4.68,0.15,24.27,31.03,75.37,0.18,201.13,0.05,,,0.0,0.95,1.27,0.11,0.28,15-May-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
15-May-2020 - 00:00,,34.04,4.84,3.31,8.15,9.45,3.48,0.18,21.48,31.33,73.49,0.18,174.61,0.04,,,0.0,0.97,1.49,0.11,0.3,16-May-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
16-May-2020 - 00:00,,28.62,4.79,3.12,7.91,9.57,3.99,0.21,22.36,31.6,74.95,0.18,249.31,0.04,999.67,,0.0,0.98,1.31,0.12,0.33,17-May-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
17-May-2020 - 00:00,,31.35,4.64,3.06,7.71,9.59,3.85,0.21,22.16,31.72,72.43,0.15,178.21,0.05,999.59,,0.0,1.37,1.37,0.13,0.36,18-May-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
18-May-2020 - 00:00,,25.19,4.81,3.41,8.21,9.3,3.82,0.17,15.9,31.63,69.26,0.25,118.94,0.07,999.1,,0.0,1.27,1.24,0.12,0.32,19-May-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
19-May-2020 - 00:00,21.45,25.27,5.21,3.66,8.88,9.06,3.55,0.23,18.29,28.99,81.34,0.55,77.72,0.04,998.61,,0.05,1.27,1.96,0.14,0.38,20-May-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
20-May-2020 - 00:00,9.97,34.49,5.74,3.77,9.51,8.61,4.83,0.2,37.72,25.01,96.85,2.21,65.17,0.02,980.49,,1.76,1.24,2.63,0.1,0.23,21-May-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
21-May-2020 - 00:00,6.54,84.45,6.68,4.46,11.14,8.66,3.69,0.37,27.9,25.14,92.66,0.8,107.55,0.02,985.18,,0.06,1.61,2.3,0.2,0.65,22-May-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
22-May-2020 - 00:00,13.42,25.89,6.28,4.22,10.49,8.72,3.78,0.3,31.67,26.91,84.58,3.61,153.89,0.03,999.72,,0.0,1.48,1.94,0.2,0.64,23-May-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
23-May-2020 - 00:00,17.73,,5.5,3.59,9.09,8.9,3.62,0.21,31.37,30.75,79.22,,,,,,0.0,0.88,1.36,0.11,0.32,24-May-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
24-May-2020 - 00:00,17.13,,5.32,3.37,8.69,9.08,3.63,0.22,30.34,30.44,81.73,,,,,,0.0,0.66,1.3,0.11,0.36,25-May-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
25-May-2020 - 00:00,14.03,,5.03,3.29,8.33,9.3,3.0,0.2,24.82,30.24,81.13,,,,,,0.0,0.68,1.28,0.1,0.3,26-May-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
26-May-2020 - 00:00,12.77,,5.97,3.45,9.42,8.75,6.56,0.29,18.73,29.97,81.15,0.29,216.08,0.02,,,0.0,0.6,1.35,0.12,0.38,27-May-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
27-May-2020 - 00:00,11.03,17.16,6.99,4.84,11.82,7.72,3.77,0.25,22.43,28.88,82.12,0.5,189.46,0.02,999.07,,0.36,0.8,1.9,0.13,0.37,28-May-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
28-May-2020 - 00:00,12.07,36.52,7.49,5.09,12.58,8.21,4.11,0.32,35.43,24.74,91.26,0.37,158.57,0.02,999.8,,0.13,2.04,3.64,0.56,1.12,29-May-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
29-May-2020 - 00:00,14.85,54.34,7.09,4.93,12.02,8.2,4.36,0.23,35.05,29.77,78.16,0.38,160.11,0.03,,,0.0,1.54,2.28,0.26,0.58,30-May-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
30-May-2020 - 00:00,12.29,49.66,6.07,3.98,10.06,8.71,3.91,0.2,33.62,30.32,76.23,0.46,136.8,0.03,,,0.0,1.25,1.74,0.31,0.47,31-May-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
31-May-2020 - 00:00,14.17,50.2,6.18,4.04,10.23,8.8,4.13,0.19,36.43,29.93,75.67,0.33,145.8,0.03,,,0.0,1.71,2.23,0.21,0.52,01-Jun-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
01-Jun-2020 - 00:00,11.34,46.23,6.71,4.49,11.19,8.79,3.22,0.26,25.38,29.3,79.88,0.31,189.8,0.03,,,0.02,1.44,2.61,0.29,0.74,02-Jun-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
02-Jun-2020 - 00:00,12.6,45.01,6.47,4.11,10.58,9.06,5.28,0.19,29.71,29.76,78.82,0.38,186.52,0.03,,,0.04,1.87,2.86,0.27,0.77,03-Jun-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
03-Jun-2020 - 00:00,14.95,49.58,6.18,3.97,10.14,9.13,4.48,0.2,34.46,30.73,76.79,0.34,207.5,0.03,,,0.0,1.74,2.6,0.25,0.73,04-Jun-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
04-Jun-2020 - 00:00,17.71,46.43,6.72,4.11,10.84,8.86,3.68,0.22,22.32,31.36,78.39,0.34,201.79,0.04,963.35,,0.0,1.2,2.07,0.24,0.66,05-Jun-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
05-Jun-2020 - 00:00,10.31,25.18,5.87,3.64,9.51,9.05,3.83,0.19,24.83,31.09,77.64,0.42,162.04,0.03,999.57,,0.0,1.03,1.74,0.19,0.47,06-Jun-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
06-Jun-2020 - 00:00,9.6,,5.88,3.66,9.53,9.24,3.55,0.28,34.58,32.35,73.0,0.31,225.27,0.03,999.24,,0.0,1.94,2.4,0.28,0.73,07-Jun-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
07-Jun-2020 - 00:00,19.12,,5.44,3.44,8.88,9.29,4.26,0.23,39.76,30.16,82.23,0.41,165.57,0.03,999.25,,0.71,2.24,2.5,0.26,0.71,08-Jun-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
08-Jun-2020 - 00:00,25.31,,6.73,2.89,9.63,9.08,4.15,0.27,26.07,30.27,82.5,0.26,149.14,0.02,999.04,,0.12,3.56,4.16,0.48,1.24,09-Jun-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
09-Jun-2020 - 00:00,19.53,41.83,5.79,3.38,8.88,9.08,6.13,0.18,22.1,31.77,76.94,0.3,114.02,0.02,999.07,,0.0,2.23,2.15,0.24,0.61,10-Jun-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
10-Jun-2020 - 00:00,12.78,37.28,5.58,3.57,9.15,9.18,5.57,0.18,18.44,30.56,80.17,0.55,105.95,0.02,999.05,,0.05,2.27,2.35,0.26,0.56,11-Jun-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
11-Jun-2020 - 00:00,8.72,26.09,6.02,3.56,9.58,8.8,5.49,0.26,14.4,28.63,89.93,0.53,88.75,0.02,998.37,,0.09,0.41,0.75,0.04,0.13,12-Jun-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
12-Jun-2020 - 00:00,7.59,15.7,6.21,3.89,10.09,8.82,5.04,0.22,17.32,27.51,96.55,0.52,91.37,0.03,997.23,,0.44,,,,,13-Jun-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
13-Jun-2020 - 00:00,7.71,26.77,5.94,3.84,9.77,8.9,5.9,0.23,18.72,28.76,92.65,0.56,107.88,0.03,997.84,,0.11,,,,,14-Jun-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
14-Jun-2020 - 00:00,10.14,35.34,6.06,4.07,10.13,8.61,5.81,0.2,18.05,28.05,96.09,0.43,115.24,0.02,998.61,,0.14,,,,,15-Jun-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
15-Jun-2020 - 00:00,9.68,38.51,6.8,4.61,11.41,8.56,6.21,0.24,19.69,28.96,89.34,0.41,115.54,0.03,998.49,,0.18,,,,,16-Jun-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
16-Jun-2020 - 00:00,9.33,26.07,6.49,4.36,10.85,8.66,5.32,0.23,18.76,28.39,92.62,0.39,124.51,0.02,997.08,,0.23,,,,,17-Jun-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
17-Jun-2020 - 00:00,14.41,47.35,7.41,4.32,11.75,8.43,5.56,0.28,14.76,28.99,90.12,0.21,204.08,0.02,996.49,,0.03,,,,,18-Jun-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
18-Jun-2020 - 00:00,12.53,41.74,6.4,4.05,10.46,8.78,6.28,0.21,20.95,29.36,88.79,0.22,155.87,0.03,997.74,,0.0,,,,,19-Jun-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
19-Jun-2020 - 00:00,18.81,50.14,6.49,4.11,10.61,8.78,6.38,0.24,22.07,29.68,87.0,0.4,132.07,0.02,998.56,,0.0,,,,,20-Jun-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
20-Jun-2020 - 00:00,10.47,38.91,6.2,3.26,9.46,8.68,5.39,0.25,16.4,29.49,86.34,0.57,118.87,0.02,998.69,,0.22,1.83,5.56,0.32,0.77,21-Jun-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
21-Jun-2020 - 00:00,9.8,35.0,5.89,3.84,9.74,8.72,4.85,0.22,23.14,28.62,91.19,0.48,107.29,0.02,996.85,,0.07,1.5,3.23,0.22,0.63,22-Jun-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
22-Jun-2020 - 00:00,16.73,39.66,6.42,3.11,9.54,8.6,6.85,0.22,23.96,29.28,88.01,0.63,112.34,0.01,997.8,130.97,0.2,1.36,2.67,0.23,0.6,23-Jun-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
23-Jun-2020 - 00:00,15.37,48.88,6.12,3.81,9.92,8.82,5.76,0.19,19.58,29.71,86.99,0.39,120.73,0.02,999.79,115.24,0.09,1.69,2.95,0.26,0.72,24-Jun-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
24-Jun-2020 - 00:00,16.83,53.16,6.52,4.1,10.62,8.56,6.36,0.2,17.18,31.22,79.68,0.23,160.35,0.02,,235.72,0.0,1.16,2.46,0.19,0.5,25-Jun-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
25-Jun-2020 - 00:00,16.03,46.4,6.68,4.4,11.09,8.43,5.28,0.19,11.92,31.07,76.62,0.23,217.96,0.02,999.77,235.45,0.0,1.36,3.05,0.2,0.53,26-Jun-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
26-Jun-2020 - 00:00,6.97,33.45,7.04,4.68,11.73,8.42,5.47,0.19,12.87,30.08,78.47,0.26,217.55,0.02,999.51,197.9,0.0,1.55,3.56,0.3,0.65,27-Jun-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
27-Jun-2020 - 00:00,6.09,26.72,7.01,4.57,11.57,8.45,5.35,0.2,13.85,28.39,88.27,0.33,213.52,0.03,999.31,121.43,0.53,1.36,2.89,0.15,0.43,28-Jun-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
28-Jun-2020 - 00:00,9.66,28.4,6.87,4.6,11.47,8.47,5.77,0.18,18.43,27.92,91.77,0.3,176.02,0.03,999.38,156.74,0.3,,,,,29-Jun-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
29-Jun-2020 - 00:00,14.48,39.65,8.21,4.85,13.05,8.03,9.6,0.32,17.69,28.41,90.56,0.27,110.24,0.02,999.63,113.48,0.12,6.66,6.64,0.88,1.77,30-Jun-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
30-Jun-2020 - 00:00,11.96,38.94,7.32,4.69,12.02,8.14,5.4,0.19,14.22,30.36,82.64,0.21,151.07,0.03,999.26,174.52,0.0,2.16,4.08,0.51,0.82,01-Jul-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
01-Jul-2020 - 00:00,10.45,37.39,7.58,3.77,11.35,8.08,6.85,0.23,13.26,30.32,74.61,0.2,180.39,0.03,998.77,222.38,0.0,1.43,3.35,0.23,0.57,02-Jul-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
02-Jul-2020 - 00:00,10.82,32.0,6.99,4.2,11.19,8.32,5.26,0.18,15.68,13.92,49.0,0.26,201.21,0.03,998.26,250.47,0.0,1.43,3.26,0.27,0.71,03-Jul-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
03-Jul-2020 - 00:00,9.03,42.47,7.22,3.93,11.14,8.06,10.95,0.24,12.41,0.17,5.95,0.4,117.03,0.03,998.48,154.3,0.02,1.92,3.36,0.6,0.67,04-Jul-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
04-Jul-2020 - 00:00,5.13,26.66,7.01,4.31,11.32,8.26,15.77,0.17,11.01,,,0.36,109.25,0.03,997.6,148.5,0.06,1.57,2.52,0.19,0.48,05-Jul-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
05-Jul-2020 - 00:00,5.32,23.79,6.88,4.26,11.13,8.33,15.78,0.17,13.99,,,0.44,94.57,0.02,994.97,86.9,0.09,1.82,2.77,0.19,0.55,06-Jul-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
06-Jul-2020 - 00:00,5.97,20.64,8.68,5.42,14.1,7.38,11.09,0.21,18.09,27.77,95.28,0.53,106.87,0.02,995.31,137.98,0.37,1.55,3.14,0.19,0.53,07-Jul-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
07-Jul-2020 - 00:00,10.09,34.54,9.96,6.45,16.42,5.76,6.35,0.14,34.78,29.21,93.89,0.31,114.8,0.03,998.8,133.25,0.11,2.27,3.7,0.29,0.7,08-Jul-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
08-Jul-2020 - 00:00,20.54,58.33,9.04,5.5,14.55,7.5,6.91,0.28,27.61,30.1,90.5,0.19,192.79,0.03,999.3,158.26,0.01,2.65,4.71,0.35,0.86,09-Jul-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
09-Jul-2020 - 00:00,13.17,53.73,7.52,4.76,12.27,8.36,6.64,0.32,24.1,30.27,89.29,0.19,221.31,0.03,998.83,173.43,0.01,1.97,3.84,0.38,0.75,10-Jul-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
10-Jul-2020 - 00:00,7.5,31.47,7.07,4.33,11.4,8.49,6.65,0.24,25.7,30.85,84.12,0.24,230.96,0.03,998.79,200.02,0.0,1.07,4.8,0.28,0.51,11-Jul-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
11-Jul-2020 - 00:00,10.97,38.44,7.06,5.82,12.94,8.55,6.53,0.29,26.47,29.07,93.05,0.21,213.89,0.03,998.74,128.04,0.07,2.55,4.13,0.3,0.72,12-Jul-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
12-Jul-2020 - 00:00,17.82,49.32,7.4,2.74,10.14,8.41,7.04,0.3,33.69,30.21,89.58,0.24,194.12,0.03,998.69,145.79,0.71,4.02,3.58,0.25,0.67,13-Jul-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
13-Jul-2020 - 00:00,18.73,48.1,7.44,3.1,10.53,8.5,6.62,0.35,29.11,29.04,93.31,0.25,155.01,0.03,998.36,107.95,0.04,3.03,4.39,0.36,0.99,14-Jul-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
14-Jul-2020 - 00:00,12.33,30.6,6.94,3.2,10.14,8.51,7.38,0.28,28.41,29.95,87.55,0.51,110.89,0.02,998.68,199.93,0.01,1.79,3.28,0.47,0.74,15-Jul-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
15-Jul-2020 - 00:00,7.15,23.44,6.61,4.69,11.3,8.67,6.85,0.31,21.17,28.69,93.05,0.36,122.29,0.03,999.2,130.75,0.09,1.14,2.57,0.16,0.35,16-Jul-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
16-Jul-2020 - 00:00,4.79,28.35,6.74,4.24,10.98,8.45,6.36,0.25,19.95,30.05,84.98,0.39,123.54,0.03,998.68,225.03,0.01,,,,,17-Jul-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
17-Jul-2020 - 00:00,4.81,21.57,7.11,3.37,10.49,8.27,5.12,0.23,19.54,30.27,84.34,0.41,125.39,0.03,999.26,200.78,0.0,0.84,1.27,0.24,0.25,18-Jul-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
18-Jul-2020 - 00:00,8.02,37.15,7.22,3.63,10.84,8.47,4.36,0.27,25.68,30.63,85.39,0.2,171.83,0.03,999.8,195.45,0.0,0.15,0.35,0.01,0.04,19-Jul-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
19-Jul-2020 - 00:00,7.91,36.98,6.8,3.99,10.8,8.69,3.26,0.27,22.88,29.97,86.99,0.2,218.15,0.03,999.11,191.65,0.05,0.13,0.39,0.01,0.04,20-Jul-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
20-Jul-2020 - 00:00,9.22,40.33,7.71,4.45,12.15,8.79,2.93,0.3,17.17,29.29,92.06,0.22,198.46,0.03,999.31,147.86,0.06,0.11,0.28,0.01,0.04,21-Jul-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
21-Jul-2020 - 00:00,13.27,41.68,7.09,4.29,11.38,9.0,2.04,0.36,17.57,28.39,95.54,0.2,219.04,0.03,999.83,73.44,0.32,0.19,0.25,0.03,0.06,22-Jul-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
22-Jul-2020 - 00:00,15.36,53.74,7.73,3.81,11.54,8.75,2.08,0.38,16.81,28.41,95.41,0.15,208.73,0.03,999.3,93.62,0.04,0.31,0.46,0.03,0.08,23-Jul-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
23-Jul-2020 - 00:00,9.45,28.22,6.41,3.67,10.07,8.79,2.05,0.33,28.04,26.76,98.4,0.21,150.3,0.03,999.65,63.48,0.27,0.21,0.35,0.02,0.04,24-Jul-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
24-Jul-2020 - 00:00,14.89,36.93,7.22,4.47,11.67,8.74,1.74,0.4,20.08,28.25,96.02,0.23,118.82,0.03,,111.01,0.0,0.31,0.42,0.03,0.08,25-Jul-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
25-Jul-2020 - 00:00,10.84,37.69,6.57,4.14,10.72,8.76,1.65,0.28,24.71,29.69,89.04,0.16,161.28,0.02,,189.16,0.0,0.15,0.27,0.01,0.04,26-Jul-2020 - 00:00,"Rabindra Sarobar, Kolkata - WBPCB"
