from date,PM2.5,PM10,NO2,NOx,NO,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,MP-Xylene,Eth-Benzene,WS,WD,RH,RF,SR,to date,station
13-Sep-2020 - 00:00,92.97,168.23,12.51,21.52,15.88,14.53,6.39,1.09,4.01,1.58,,,3.23,,0.28,121.8,71.62,0.0,26.54,14-Sep-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
14-Sep-2020 - 00:00,58.84,166.57,12.93,15.02,10.22,11.08,6.8,0.95,13.84,1.8,,,3.38,,0.19,121.97,79.91,0.02,226.65,15-Sep-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
15-Sep-2020 - 00:00,67.66,159.1,13.92,20.99,14.24,15.07,7.89,1.02,11.53,2.0,,,5.19,,0.21,204.32,59.86,0.0,389.83,16-Sep-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
16-Sep-2020 - 00:00,132.96,174.13,13.38,21.04,15.85,22.56,7.84,1.02,24.02,1.94,,,4.58,,0.23,232.0,66.27,0.0,331.93,17-Sep-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
17-Sep-2020 - 00:00,100.63,134.31,12.17,17.04,10.36,15.45,8.77,0.79,25.69,1.57,,,3.36,,0.35,266.16,60.89,0.0,415.46,18-Sep-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
18-Sep-2020 - 00:00,78.91,111.31,12.52,15.17,9.1,15.06,7.85,0.65,22.12,1.3,,,3.15,,0.33,256.22,53.5,0.0,426.11,19-Sep-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
19-Sep-2020 - 00:00,55.5,131.43,13.28,16.53,9.19,13.68,8.11,0.81,33.8,1.66,,,3.15,,0.36,201.75,62.79,0.0,329.49,20-Sep-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
20-Sep-2020 - 00:00,65.27,153.2,12.01,16.25,9.46,13.3,7.97,0.98,28.79,2.09,,,4.31,,0.37,224.06,,0.0,,21-Sep-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
21-Sep-2020 - 00:00,83.15,156.01,15.98,18.07,9.07,11.8,8.86,0.96,32.74,2.02,,,3.52,,0.37,181.41,53.43,0.0,385.85,22-Sep-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
22-Sep-2020 - 00:00,50.12,113.04,11.25,17.17,11.23,12.85,7.46,0.8,18.81,2.44,,,3.82,,0.3,80.78,70.33,0.0,313.87,23-Sep-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
23-Sep-2020 - 00:00,46.56,83.12,8.54,14.25,9.28,13.73,7.36,0.63,23.17,1.54,,,2.15,,0.44,69.96,69.39,0.0,376.73,24-Sep-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
24-Sep-2020 - 00:00,43.36,79.89,10.5,14.86,8.71,23.08,8.06,0.67,34.93,1.68,,,2.07,,0.36,73.55,71.89,0.0,312.46,25-Sep-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
25-Sep-2020 - 00:00,61.36,122.46,15.4,19.23,13.31,15.01,8.78,0.87,17.04,1.88,,,3.75,,0.32,241.6,61.1,0.0,330.87,26-Sep-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
26-Sep-2020 - 00:00,60.06,173.33,13.73,25.96,20.72,18.38,8.61,1.36,27.59,2.85,,,6.4,,0.32,213.93,59.23,0.0,266.08,27-Sep-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
27-Sep-2020 - 00:00,61.68,120.82,9.66,16.97,11.95,15.31,7.63,1.01,42.6,1.79,,,4.03,,0.29,267.63,53.64,0.0,413.74,28-Sep-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
28-Sep-2020 - 00:00,68.14,173.49,14.21,21.79,16.01,14.31,8.18,1.17,37.17,2.32,,,4.39,,0.32,271.75,51.97,0.0,398.09,29-Sep-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
29-Sep-2020 - 00:00,92.29,184.57,10.55,15.87,9.93,20.37,8.43,1.29,42.62,2.88,,,4.94,,0.37,270.75,56.4,0.0,397.27,30-Sep-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
30-Sep-2020 - 00:00,83.1,166.19,12.17,19.13,10.01,22.68,8.46,1.01,28.09,3.79,,,6.99,,0.33,272.48,54.17,0.0,413.05,01-Oct-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
01-Oct-2020 - 00:00,93.89,187.78,14.47,31.76,17.29,26.45,9.24,1.27,23.57,4.14,,,8.15,,0.33,250.0,51.44,0.0,412.63,02-Oct-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
02-Oct-2020 - 00:00,82.35,164.67,15.46,30.76,17.61,27.62,7.94,1.32,27.74,3.43,,,3.79,,0.26,247.83,49.37,0.0,426.1,03-Oct-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
03-Oct-2020 - 00:00,89.4,178.79,16.86,22.48,14.73,35.55,6.79,1.22,25.42,2.91,,,1.91,,0.33,254.0,51.69,0.0,645.07,04-Oct-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
04-Oct-2020 - 00:00,90.42,180.83,15.05,30.56,25.67,29.17,5.96,1.36,30.71,3.47,,,2.87,,0.33,211.1,50.04,0.0,399.3,05-Oct-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
05-Oct-2020 - 00:00,90.92,181.81,16.96,15.49,7.63,18.29,6.05,1.12,34.46,2.36,,,1.7,,0.37,253.51,47.04,0.0,412.48,06-Oct-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
06-Oct-2020 - 00:00,102.05,179.2,4.02,6.35,4.9,14.5,5.83,1.18,26.44,2.79,,,2.03,,0.3,237.31,48.22,0.0,395.55,07-Oct-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
07-Oct-2020 - 00:00,146.9,244.84,5.47,12.1,8.16,15.53,4.93,1.71,24.9,5.87,,,4.57,,0.29,242.99,59.28,0.0,371.43,08-Oct-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
08-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,,09-Oct-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
09-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,,10-Oct-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
10-Oct-2020 - 00:00,106.89,178.14,,0.0,,,2.67,1.41,9.97,5.16,,,9.46,,0.16,236.59,52.39,0.0,,11-Oct-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
11-Oct-2020 - 00:00,95.65,159.42,,0.0,,,2.84,1.25,33.17,3.84,,,4.42,,0.25,262.69,46.91,0.0,432.15,12-Oct-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
12-Oct-2020 - 00:00,131.12,218.53,,0.0,,,3.7,1.59,37.88,4.83,,,5.45,,0.26,183.98,38.33,0.0,420.87,13-Oct-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
13-Oct-2020 - 00:00,132.8,221.34,,0.0,,,3.91,1.84,21.33,5.73,,,6.87,,0.25,104.29,61.96,0.0,250.18,14-Oct-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
14-Oct-2020 - 00:00,121.57,202.63,,0.0,,,3.31,1.53,26.54,4.59,,,5.33,,0.24,113.32,60.68,0.0,229.16,15-Oct-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
15-Oct-2020 - 00:00,136.87,228.14,,0.0,,,4.13,1.52,49.97,5.59,,,6.62,,0.35,196.29,41.13,0.0,259.28,16-Oct-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
16-Oct-2020 - 00:00,116.63,194.37,,0.0,,,4.19,0.81,48.91,4.64,,,5.23,,0.29,184.96,35.67,0.0,303.83,17-Oct-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
17-Oct-2020 - 00:00,132.84,221.33,,0.0,,,3.64,0.81,50.58,4.5,,,4.36,,0.29,170.41,35.16,0.0,267.88,18-Oct-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
18-Oct-2020 - 00:00,97.25,162.08,,0.0,,,4.23,0.79,35.77,5.49,,,6.2,,0.27,259.12,35.94,0.0,291.57,19-Oct-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
19-Oct-2020 - 00:00,107.37,178.94,,0.0,,,5.22,0.71,32.95,2.97,,,4.14,,0.35,291.3,31.89,0.0,297.71,20-Oct-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
20-Oct-2020 - 00:00,133.38,273.3,,0.0,,11.35,5.81,0.93,19.0,2.66,,,7.28,,0.25,200.38,37.81,0.0,268.39,21-Oct-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
21-Oct-2020 - 00:00,137.12,290.44,,0.64,0.03,0.01,8.4,1.23,34.78,3.87,,,9.0,,0.26,186.22,33.74,0.0,330.33,22-Oct-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
22-Oct-2020 - 00:00,160.66,301.62,,,,,6.85,1.48,25.66,3.6,,,7.34,,0.29,155.8,31.24,0.0,263.28,23-Oct-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
23-Oct-2020 - 00:00,230.08,386.66,,0.0,,,5.83,1.56,30.49,4.38,,,6.92,,0.33,140.35,44.83,0.0,316.25,24-Oct-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
24-Oct-2020 - 00:00,196.99,306.13,8.09,14.14,9.0,22.42,7.07,1.44,22.64,3.27,,,3.34,,0.24,219.23,43.26,0.0,347.16,25-Oct-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
25-Oct-2020 - 00:00,212.52,402.56,7.95,14.02,9.02,22.54,7.12,1.05,51.06,3.43,,,3.77,,0.19,169.63,50.14,0.0,304.35,26-Oct-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
26-Oct-2020 - 00:00,161.64,305.72,7.3,12.5,8.16,23.81,6.94,1.0,35.14,2.85,,,2.94,,0.28,199.16,42.17,0.0,257.69,27-Oct-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
27-Oct-2020 - 00:00,156.48,277.64,6.44,8.08,5.99,23.93,5.91,0.67,31.03,2.0,,,1.98,,0.3,250.2,40.25,0.0,320.2,28-Oct-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
28-Oct-2020 - 00:00,188.75,295.84,5.59,9.44,5.02,24.12,6.41,0.91,20.32,2.72,,,2.67,,0.26,157.43,43.84,0.0,291.36,29-Oct-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
29-Oct-2020 - 00:00,245.41,342.36,6.42,9.82,5.09,25.17,7.28,1.22,35.67,3.75,,,3.23,,0.2,149.88,48.21,0.0,304.39,30-Oct-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
30-Oct-2020 - 00:00,206.89,258.17,7.99,9.63,6.02,25.51,10.92,1.29,16.43,2.3,,,2.18,,0.28,218.75,48.9,0.0,282.86,31-Oct-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
31-Oct-2020 - 00:00,177.51,234.68,7.65,10.28,6.42,25.08,3.63,1.31,23.49,1.49,,,1.33,,0.26,254.94,42.5,0.0,230.91,01-Nov-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
01-Nov-2020 - 00:00,215.29,283.15,7.04,11.93,7.0,25.06,9.17,1.51,27.33,1.83,,,1.35,,0.28,253.35,34.28,0.0,336.68,02-Nov-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
02-Nov-2020 - 00:00,192.19,240.34,6.73,11.45,6.98,24.86,9.91,1.46,21.56,1.29,,,1.39,,0.23,233.79,34.34,0.0,302.96,03-Nov-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
03-Nov-2020 - 00:00,236.59,325.8,6.01,10.0,7.02,23.87,9.44,2.17,17.81,2.74,,,5.03,,0.23,195.61,39.89,0.0,339.93,04-Nov-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
04-Nov-2020 - 00:00,281.58,413.49,5.97,11.05,7.53,23.94,9.23,2.67,13.69,4.77,,,8.18,,0.18,193.53,43.45,0.0,224.15,05-Nov-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
05-Nov-2020 - 00:00,268.05,392.79,5.98,11.98,8.0,23.89,9.58,2.18,19.84,5.44,,,5.38,,0.19,212.6,43.24,0.01,270.95,06-Nov-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
06-Nov-2020 - 00:00,256.4,404.57,5.99,11.95,8.04,24.2,9.07,2.66,11.77,4.14,,,7.25,,0.23,226.3,42.15,0.0,228.18,07-Nov-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
07-Nov-2020 - 00:00,263.95,401.52,5.57,11.16,7.98,22.96,4.8,2.22,24.41,3.25,,,6.36,,0.21,225.92,45.28,0.0,266.3,08-Nov-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
08-Nov-2020 - 00:00,275.95,433.05,4.98,9.94,8.03,21.83,4.49,1.88,10.26,2.38,,,2.66,,0.22,154.19,52.6,0.0,171.49,09-Nov-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
09-Nov-2020 - 00:00,272.91,451.18,4.98,9.95,8.03,21.81,4.56,1.99,18.32,1.94,,,3.26,,0.27,145.9,56.39,0.0,194.59,10-Nov-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
10-Nov-2020 - 00:00,194.7,481.87,5.02,9.2,7.18,21.85,4.56,2.2,23.67,5.93,,,8.25,,0.21,136.21,62.89,0.0,229.1,11-Nov-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
11-Nov-2020 - 00:00,161.92,247.68,4.98,8.1,6.01,21.92,4.34,2.16,12.72,7.49,,,9.83,,0.2,135.06,63.08,0.0,257.38,12-Nov-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
12-Nov-2020 - 00:00,155.09,281.74,4.98,8.01,6.03,21.91,5.64,1.68,15.45,5.08,,,7.06,,0.2,149.38,60.25,0.0,249.17,13-Nov-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
13-Nov-2020 - 00:00,139.08,233.96,4.99,8.04,5.97,22.11,7.28,1.78,20.86,5.09,,,15.95,,0.2,156.99,55.51,0.0,287.06,14-Nov-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
14-Nov-2020 - 00:00,270.99,389.11,12.35,17.14,16.09,28.28,9.95,1.95,25.77,6.25,,,6.71,,0.19,158.25,59.44,0.0,148.11,15-Nov-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
15-Nov-2020 - 00:00,205.95,356.95,19.68,27.18,26.03,35.33,9.61,1.12,41.4,2.93,,,1.79,,0.37,123.95,65.02,0.01,145.46,16-Nov-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
16-Nov-2020 - 00:00,58.72,137.25,13.98,15.69,12.69,27.27,4.29,0.62,24.19,0.75,,,0.84,,0.31,122.27,79.89,0.0,176.07,17-Nov-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
17-Nov-2020 - 00:00,56.72,171.44,12.01,12.16,10.02,22.11,6.89,0.81,26.71,1.85,,,1.85,,0.28,249.69,68.07,0.0,305.22,18-Nov-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
18-Nov-2020 - 00:00,96.88,224.77,12.33,13.24,10.73,23.05,5.75,1.04,24.57,2.66,,,3.95,,0.24,189.2,63.6,0.0,288.88,19-Nov-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
19-Nov-2020 - 00:00,145.57,281.16,13.0,18.06,11.97,24.99,8.46,1.45,14.7,4.35,,,7.26,,0.28,205.57,56.39,0.0,271.44,20-Nov-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
20-Nov-2020 - 00:00,123.17,277.81,13.02,18.07,12.09,25.0,5.78,1.21,19.95,2.92,,,4.06,,0.32,273.26,49.49,0.0,301.89,21-Nov-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
21-Nov-2020 - 00:00,94.87,233.17,13.05,18.01,11.98,24.96,4.77,0.95,31.88,1.82,,,1.8,,0.34,259.21,47.21,0.0,323.11,22-Nov-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
22-Nov-2020 - 00:00,68.5,271.74,13.04,17.97,12.01,24.95,4.38,1.13,15.47,1.54,,,1.92,,0.32,244.35,44.81,0.0,307.15,23-Nov-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
23-Nov-2020 - 00:00,103.82,357.08,13.01,17.9,11.97,25.04,4.8,1.52,16.83,3.11,,,4.94,,0.21,153.92,51.3,0.0,254.35,24-Nov-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
24-Nov-2020 - 00:00,202.09,431.93,12.03,16.9,11.36,22.89,6.46,2.3,15.66,7.13,,,10.59,,0.2,157.9,58.82,0.0,197.54,25-Nov-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
25-Nov-2020 - 00:00,220.63,416.26,11.01,15.98,9.99,20.0,5.19,1.63,14.53,11.87,,,13.14,,0.22,113.97,62.04,0.0,145.7,26-Nov-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
26-Nov-2020 - 00:00,118.63,220.63,10.95,16.0,10.02,20.05,10.53,1.15,10.85,7.83,,,8.62,,0.36,198.68,60.02,0.0,217.72,27-Nov-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
27-Nov-2020 - 00:00,74.42,166.72,10.96,15.99,10.04,19.96,8.07,0.8,14.08,3.72,,,7.52,,0.28,270.98,54.96,0.0,314.31,28-Nov-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
28-Nov-2020 - 00:00,96.15,217.61,11.03,16.06,10.06,20.03,6.73,0.98,21.62,4.17,,,8.63,,0.27,266.2,49.25,0.0,310.66,29-Nov-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
29-Nov-2020 - 00:00,108.62,227.29,11.1,15.96,10.04,20.06,4.18,1.03,23.25,4.79,,,10.62,,0.24,192.68,47.31,0.0,301.64,30-Nov-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
30-Nov-2020 - 00:00,142.13,326.11,11.02,16.07,10.04,20.03,5.71,1.54,18.76,8.17,,,16.08,,0.26,208.79,52.9,0.0,266.28,01-Dec-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
01-Dec-2020 - 00:00,198.21,535.78,10.76,15.74,10.08,20.31,2.34,2.19,2.48,16.76,,,26.15,,0.21,206.61,69.87,0.0,,02-Dec-2020 - 00:00,"Sector 30, Faridabad - HSPCB"
