from date,PM2.5,PM10,Temp,SR,BP,RH,RF,WD,WS,VWS,AT,Benzene,Xylene,SO2,Ozone,NO,NO2,NOx,NH3,CO,Toluene,to date,station
07-Apr-2020 - 00:00,20.02,42.11,31.74,121.14,725.77,56.99,0.0,160.04,0.77,-0.02,23.07,0.2,0.0,3.7,25.6,1.14,5.81,4.02,9.29,0.41,1.27,08-Apr-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
08-Apr-2020 - 00:00,20.77,48.33,31.97,146.21,726.2,56.71,0.0,216.24,0.78,-0.06,22.95,0.15,0.0,2.9,26.77,1.62,11.01,7.18,9.56,0.4,2.22,09-Apr-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
09-Apr-2020 - 00:00,28.94,60.86,32.54,151.54,726.33,58.02,0.0,112.22,0.72,-0.04,22.71,0.73,0.04,5.37,26.61,1.3,9.75,6.25,10.74,0.49,6.42,10-Apr-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
10-Apr-2020 - 00:00,18.24,39.48,32.88,156.07,726.1,54.59,0.0,122.99,0.7,-0.04,23.13,0.09,0.0,4.96,27.64,1.17,6.11,4.2,8.68,0.41,1.27,11-Apr-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
11-Apr-2020 - 00:00,22.49,45.39,33.47,156.54,725.97,50.96,0.0,113.59,0.65,-0.05,23.54,0.23,0.03,3.85,24.64,1.16,5.58,3.9,8.57,0.43,2.53,12-Apr-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
12-Apr-2020 - 00:00,29.65,59.86,34.52,130.54,725.72,50.52,0.0,147.7,0.6,-0.04,23.71,0.46,0.4,3.55,27.01,1.24,6.03,4.22,9.15,0.51,2.71,13-Apr-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
13-Apr-2020 - 00:00,32.56,69.36,33.96,115.48,725.2,44.07,0.0,143.72,0.57,-0.04,24.27,0.18,0.0,6.11,28.03,9.64,5.32,10.67,9.8,0.55,1.18,14-Apr-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
14-Apr-2020 - 00:00,35.59,81.45,33.11,135.0,725.52,42.73,0.0,152.11,0.66,-0.06,24.14,0.31,0.1,3.83,29.02,1.2,6.7,4.54,11.03,0.49,3.58,15-Apr-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
15-Apr-2020 - 00:00,29.08,68.0,33.54,138.71,725.09,41.16,0.0,131.03,0.62,-0.05,24.52,0.13,0.0,4.41,29.06,1.06,3.79,2.87,9.92,0.44,1.24,16-Apr-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
16-Apr-2020 - 00:00,34.93,70.33,34.79,138.74,725.09,44.44,0.0,151.35,0.57,-0.06,24.64,0.14,0.0,5.2,26.72,1.2,5.2,3.74,11.15,0.51,1.18,17-Apr-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
17-Apr-2020 - 00:00,33.45,73.65,34.8,136.36,725.4,47.22,0.0,178.25,0.67,-0.05,24.46,0.28,0.01,4.0,26.66,1.09,5.02,3.55,11.67,0.48,2.47,18-Apr-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
18-Apr-2020 - 00:00,32.0,67.09,34.78,131.23,725.78,52.99,0.0,168.65,0.57,-0.08,24.1,0.4,0.03,3.87,22.09,1.16,7.88,5.13,11.9,0.52,2.12,19-Apr-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
19-Apr-2020 - 00:00,28.25,58.0,35.13,129.59,726.1,53.67,0.0,122.84,0.76,-0.06,23.81,0.4,0.01,6.3,26.13,1.16,6.45,4.38,11.99,0.49,3.39,20-Apr-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
20-Apr-2020 - 00:00,22.24,52.74,34.32,125.04,726.01,57.74,0.0,156.9,0.66,-0.05,23.26,0.79,0.0,4.14,21.33,1.33,8.26,5.48,11.15,0.45,4.76,21-Apr-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
21-Apr-2020 - 00:00,18.3,39.84,34.48,157.05,725.58,54.81,0.0,206.39,0.66,-0.08,23.82,0.49,0.0,4.23,15.86,5.79,22.94,16.91,12.54,0.45,4.08,22-Apr-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
22-Apr-2020 - 00:00,22.7,35.0,33.33,149.57,724.77,50.95,0.0,133.52,0.62,-0.04,24.52,0.46,0.02,2.79,19.88,3.58,16.51,11.69,12.0,0.44,3.05,23-Apr-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
23-Apr-2020 - 00:00,24.12,,34.09,124.94,725.01,53.19,0.0,186.58,0.67,-0.06,24.71,4.15,0.0,5.68,19.02,1.54,12.09,7.6,14.78,0.59,11.53,24-Apr-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
24-Apr-2020 - 00:00,27.11,,34.91,140.91,725.25,57.68,0.0,143.71,0.63,-0.04,24.49,0.32,0.0,6.83,23.1,2.7,6.68,5.99,16.09,0.46,1.59,25-Apr-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
25-Apr-2020 - 00:00,32.08,102.45,36.06,160.81,725.54,49.46,0.0,183.97,0.79,-0.09,24.79,1.41,0.0,8.8,18.83,3.07,13.49,9.92,16.01,0.53,8.51,26-Apr-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
26-Apr-2020 - 00:00,27.89,55.98,38.67,147.02,725.98,57.99,0.0,116.5,0.59,-0.07,24.46,0.42,0.0,4.82,23.93,2.36,6.52,5.62,17.49,0.48,2.57,27-Apr-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
27-Apr-2020 - 00:00,20.0,55.98,38.6,163.31,726.18,53.45,0.0,155.3,0.6,-0.08,24.49,0.62,0.0,2.76,21.7,2.61,7.58,6.35,13.85,0.43,3.01,28-Apr-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
28-Apr-2020 - 00:00,21.5,47.72,37.87,138.95,727.32,64.64,0.0,108.64,0.87,-0.02,23.11,0.07,0.0,3.85,23.49,2.41,5.68,5.22,14.14,0.42,1.36,29-Apr-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
29-Apr-2020 - 00:00,16.12,34.27,37.71,164.31,726.36,55.1,0.0,150.4,0.5,-0.06,23.83,0.14,0.0,2.44,22.94,3.32,6.72,6.71,11.38,0.44,2.66,30-Apr-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
30-Apr-2020 - 00:00,21.28,48.81,38.36,146.78,726.02,50.41,0.0,160.62,0.51,-0.08,24.47,0.12,0.0,4.65,24.85,3.12,7.61,7.02,11.66,0.49,1.84,01-May-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
01-May-2020 - 00:00,23.25,51.35,35.63,118.4,727.02,57.58,0.0,187.51,0.68,-0.07,23.11,0.53,0.0,7.6,21.12,3.27,8.56,7.64,11.98,0.5,6.43,02-May-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
02-May-2020 - 00:00,22.07,44.87,36.27,120.7,726.93,58.57,0.0,182.79,0.51,-0.08,23.47,0.1,0.0,7.18,20.0,3.79,7.83,7.46,13.17,0.41,0.84,03-May-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
03-May-2020 - 00:00,32.06,81.85,24.74,154.03,723.61,49.92,0.0,151.43,0.61,-0.07,24.94,1.63,0.0,4.63,18.69,1.23,8.19,5.35,9.44,0.51,2.8,04-May-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
04-May-2020 - 00:00,29.08,71.1,25.58,160.48,723.67,47.86,0.0,173.38,0.6,-0.04,25.09,0.11,0.0,5.86,21.24,1.09,6.15,4.16,11.9,0.45,1.06,05-May-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
05-May-2020 - 00:00,29.95,76.96,25.12,159.01,723.54,51.64,0.0,131.43,0.63,-0.04,25.06,0.03,0.0,7.51,22.22,1.11,5.29,3.72,11.7,0.47,2.0,06-May-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
06-May-2020 - 00:00,24.82,58.31,26.44,119.46,724.58,55.1,0.0,159.08,0.64,-0.03,24.52,0.0,0.0,7.03,20.97,1.04,4.26,3.11,13.62,0.46,1.36,07-May-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
07-May-2020 - 00:00,27.53,60.35,27.41,102.11,725.4,61.53,0.0,124.03,0.65,-0.03,23.9,0.01,0.0,8.79,20.09,1.13,5.01,3.58,14.17,0.43,1.31,08-May-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
08-May-2020 - 00:00,27.8,62.02,28.37,90.68,725.46,57.73,0.0,155.67,0.65,-0.05,23.98,0.29,0.0,7.8,17.86,1.06,7.38,4.79,13.42,0.44,2.45,09-May-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
09-May-2020 - 00:00,25.17,57.05,27.96,123.17,724.95,55.89,0.0,150.92,0.62,-0.05,24.35,0.47,0.0,12.37,19.82,1.08,5.85,4.0,11.26,0.44,1.88,10-May-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
10-May-2020 - 00:00,21.82,49.77,26.91,71.2,726.67,63.41,0.0,117.91,0.58,-0.06,22.17,0.06,0.04,17.14,16.76,3.43,14.79,10.66,10.46,0.55,2.47,11-May-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
11-May-2020 - 00:00,35.65,85.3,27.31,157.78,725.68,56.76,0.0,131.56,0.72,-0.06,23.38,0.68,0.2,15.93,20.58,3.86,18.22,12.83,13.06,0.62,13.6,12-May-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
12-May-2020 - 00:00,24.61,56.8,27.79,125.28,725.26,54.97,0.0,148.45,0.51,-0.06,23.86,0.09,0.0,11.49,18.28,1.21,9.88,6.23,10.75,0.47,3.35,13-May-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
13-May-2020 - 00:00,20.18,52.38,29.03,147.42,724.75,50.12,0.0,131.35,0.57,-0.05,24.58,0.05,0.01,8.67,20.81,1.32,7.56,5.09,10.15,0.44,1.8,14-May-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
14-May-2020 - 00:00,23.28,56.1,30.41,155.42,724.89,53.77,0.0,138.96,0.63,-0.05,24.75,0.02,0.0,6.87,21.76,3.57,7.84,7.58,11.95,0.49,2.55,15-May-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
15-May-2020 - 00:00,22.02,53.23,31.57,149.57,725.05,51.57,0.0,189.88,0.59,-0.08,24.74,0.12,0.0,5.95,20.02,3.43,8.19,7.64,12.32,0.37,2.19,16-May-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
16-May-2020 - 00:00,21.61,50.91,32.78,146.09,726.22,55.39,0.0,192.52,0.62,-0.07,23.91,0.09,0.0,7.03,23.74,3.23,10.5,8.71,12.85,0.51,2.47,17-May-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
17-May-2020 - 00:00,29.9,73.27,33.68,122.91,726.06,54.62,0.0,139.47,0.62,-0.08,24.38,0.51,0.0,8.06,24.12,3.35,10.34,8.71,13.73,0.48,7.61,18-May-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
18-May-2020 - 00:00,26.09,64.54,29.16,147.82,725.09,49.51,0.0,194.1,0.79,-0.08,24.84,0.13,0.0,7.31,25.18,1.14,8.85,5.62,8.85,0.47,2.32,19-May-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
19-May-2020 - 00:00,38.78,114.65,24.79,123.17,724.72,46.43,0.0,199.45,0.74,-0.07,24.6,1.12,0.07,6.63,22.1,1.26,12.21,7.52,7.54,0.52,6.19,20-May-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
20-May-2020 - 00:00,32.46,123.66,25.94,164.45,724.24,41.25,0.0,246.06,0.93,-0.06,25.19,0.65,0.2,7.76,20.14,1.18,11.81,7.25,8.88,0.47,6.38,21-May-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
21-May-2020 - 00:00,27.39,107.92,26.61,168.84,724.16,39.65,0.0,260.08,0.91,-0.06,25.33,0.35,0.12,7.36,21.16,1.23,12.25,7.51,8.81,0.44,4.46,22-May-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
22-May-2020 - 00:00,37.9,136.02,26.62,168.2,724.41,38.81,0.0,161.98,0.71,-0.06,25.1,1.19,0.51,9.81,18.3,2.47,19.25,12.25,10.46,0.61,7.89,23-May-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
23-May-2020 - 00:00,42.24,148.53,26.8,164.07,723.41,36.77,0.0,151.97,0.74,-0.06,32.11,0.72,0.8,9.34,24.14,1.45,17.15,10.3,11.39,0.57,7.81,24-May-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
24-May-2020 - 00:00,37.31,110.78,26.76,146.07,722.99,43.89,0.0,139.64,0.57,-0.03,35.55,0.19,0.24,5.86,30.74,1.01,7.92,5.03,10.06,0.47,2.23,25-May-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
25-May-2020 - 00:00,33.01,98.51,30.72,162.8,725.01,50.55,0.0,160.65,0.79,-0.06,35.5,0.02,0.0,5.02,23.79,5.96,16.74,13.75,38.4,0.41,0.48,26-May-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
26-May-2020 - 00:00,30.45,85.98,34.8,161.81,723.94,44.62,0.0,177.44,0.68,-0.06,36.48,0.26,0.41,8.37,24.48,1.15,5.31,3.21,7.57,0.32,1.4,27-May-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
27-May-2020 - 00:00,26.93,79.43,28.68,161.6,723.32,45.72,0.0,168.02,0.61,-0.04,35.5,0.77,0.0,4.66,22.04,1.14,6.49,4.38,5.9,0.42,3.67,28-May-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
28-May-2020 - 00:00,23.83,89.05,28.39,168.57,723.43,42.8,0.0,242.04,0.84,-0.04,35.47,0.68,0.01,4.87,17.58,1.02,8.0,5.09,7.37,0.35,2.51,29-May-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
29-May-2020 - 00:00,20.16,71.74,28.04,156.22,723.67,43.43,0.0,242.97,0.86,-0.05,35.1,0.01,0.03,3.57,18.77,1.07,5.18,3.63,6.85,0.32,0.79,30-May-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
30-May-2020 - 00:00,17.66,48.33,27.99,122.08,724.96,53.6,0.0,205.66,0.74,-0.03,33.26,0.03,0.0,4.01,22.21,0.96,5.1,3.49,7.29,0.26,0.69,31-May-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
31-May-2020 - 00:00,28.0,50.22,27.5,90.27,726.1,68.38,0.0,153.38,0.73,-0.01,31.08,0.02,0.09,3.82,18.81,1.11,9.06,5.72,8.43,0.4,1.45,01-Jun-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
01-Jun-2020 - 00:00,34.97,51.82,27.57,139.89,726.18,70.58,0.0,140.42,1.14,0.0,30.71,0.1,0.62,4.27,20.45,1.98,13.84,8.97,10.83,0.53,1.67,02-Jun-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
02-Jun-2020 - 00:00,8.09,25.21,27.81,119.17,726.79,70.79,0.0,172.23,0.92,0.01,30.23,0.02,0.39,2.29,14.11,1.86,8.46,6.02,10.03,0.3,1.36,03-Jun-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
03-Jun-2020 - 00:00,5.22,12.73,27.8,126.98,725.78,69.24,0.04,192.88,1.06,0.04,30.86,0.0,0.35,1.45,11.51,1.35,4.77,3.63,9.31,0.3,0.36,04-Jun-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
04-Jun-2020 - 00:00,12.27,20.2,27.78,139.41,726.3,66.3,0.06,226.07,1.55,0.03,30.61,0.0,0.0,3.49,13.8,1.16,3.33,2.71,8.41,0.2,0.01,05-Jun-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
05-Jun-2020 - 00:00,14.97,39.62,27.78,152.2,725.96,61.9,0.0,246.73,1.15,0.0,31.38,0.0,0.0,5.72,11.91,1.31,5.23,3.85,7.93,0.29,0.02,06-Jun-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
06-Jun-2020 - 00:00,20.29,58.05,27.81,144.01,725.79,57.1,0.0,258.4,1.44,-0.0,32.05,0.0,0.0,4.92,10.18,1.68,5.44,4.26,7.45,0.26,0.3,07-Jun-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
07-Jun-2020 - 00:00,17.98,43.33,27.79,146.1,725.6,58.07,0.0,264.53,1.72,-0.0,32.17,0.0,0.06,4.57,10.87,1.46,5.0,3.85,7.42,0.27,1.18,08-Jun-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
08-Jun-2020 - 00:00,17.52,49.2,27.77,142.03,725.73,56.19,0.0,265.8,1.83,-0.0,32.2,0.01,0.01,5.04,9.7,1.43,5.5,4.09,7.46,0.27,1.18,09-Jun-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
09-Jun-2020 - 00:00,15.77,40.52,27.81,154.95,725.42,57.1,0.0,240.88,1.36,-0.0,32.33,0.07,0.01,5.49,11.78,1.36,5.49,4.03,7.17,0.29,1.0,10-Jun-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
10-Jun-2020 - 00:00,15.97,29.25,27.7,124.91,727.06,78.09,0.16,208.93,1.13,0.0,29.66,0.08,0.05,4.04,11.45,1.37,5.47,4.03,8.14,0.3,1.22,11-Jun-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
11-Jun-2020 - 00:00,13.18,23.42,27.58,61.94,727.76,82.59,0.05,272.69,1.13,0.0,28.95,0.0,0.1,5.4,9.7,1.31,5.86,4.18,8.78,0.28,1.3,12-Jun-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
12-Jun-2020 - 00:00,13.26,21.27,27.67,92.98,727.64,78.7,0.05,257.76,1.22,0.0,29.28,0.0,0.03,5.3,12.35,1.18,4.42,3.31,8.98,0.3,0.65,13-Jun-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
13-Jun-2020 - 00:00,6.22,14.57,27.79,115.6,726.97,72.21,0.0,240.29,0.92,0.0,30.03,0.0,0.0,3.97,8.29,1.32,3.5,2.94,7.94,0.31,0.0,14-Jun-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
14-Jun-2020 - 00:00,7.64,12.82,27.8,110.48,726.81,70.51,0.0,250.51,1.31,0.0,30.58,0.0,0.02,4.64,9.42,1.19,3.96,3.07,7.54,0.26,0.19,15-Jun-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
15-Jun-2020 - 00:00,11.3,20.91,27.79,106.4,726.83,73.18,0.03,251.18,1.49,0.0,30.43,0.0,0.08,4.77,8.04,1.31,3.94,3.16,7.75,0.29,0.37,16-Jun-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
16-Jun-2020 - 00:00,9.28,14.74,27.61,93.42,727.45,78.43,0.01,240.44,1.3,0.01,29.44,0.0,0.0,4.5,6.26,1.14,2.82,2.43,7.68,0.29,0.02,17-Jun-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
17-Jun-2020 - 00:00,8.26,15.41,28.78,81.34,728.01,78.44,0.01,248.23,1.38,0.01,29.26,0.0,0.14,5.6,8.94,1.07,3.09,2.52,8.67,0.26,0.01,18-Jun-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
18-Jun-2020 - 00:00,13.31,25.67,30.12,95.76,728.32,77.98,0.05,245.58,1.4,0.0,29.3,0.0,0.04,7.39,9.42,1.12,2.79,2.39,8.55,0.24,0.31,19-Jun-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
19-Jun-2020 - 00:00,18.88,41.78,29.41,122.32,727.44,73.16,0.0,264.42,1.54,-0.0,30.3,0.12,0.85,7.28,8.16,1.51,5.71,4.25,9.42,0.31,3.38,20-Jun-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
20-Jun-2020 - 00:00,18.64,45.28,30.42,131.82,727.54,70.31,0.06,259.0,1.79,-0.0,30.63,0.38,0.44,5.74,9.69,1.28,3.92,3.11,9.78,0.25,1.44,21-Jun-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
21-Jun-2020 - 00:00,15.78,35.56,37.06,66.39,729.64,85.0,0.06,253.89,1.11,0.0,28.27,0.94,2.02,4.24,10.08,1.96,6.44,5.02,21.6,0.32,7.77,22-Jun-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
22-Jun-2020 - 00:00,14.63,47.63,29.84,122.24,728.15,66.44,0.0,255.87,1.26,-0.01,31.14,1.19,0.63,5.12,30.71,1.82,2.69,2.59,9.35,0.12,1.02,23-Jun-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
23-Jun-2020 - 00:00,20.2,51.47,30.59,139.44,728.15,68.38,0.0,226.08,1.27,-0.02,30.86,0.51,0.47,6.04,26.46,1.62,5.51,4.18,9.71,0.34,1.69,24-Jun-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
24-Jun-2020 - 00:00,18.12,37.98,31.1,147.43,728.01,68.7,0.1,226.69,1.03,-0.02,30.92,0.83,0.41,4.68,32.71,1.77,5.88,4.55,10.39,0.37,1.39,25-Jun-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
25-Jun-2020 - 00:00,21.83,47.69,30.92,163.85,726.67,70.23,0.0,139.73,0.69,0.0,31.53,0.55,0.57,5.56,41.15,2.09,7.55,5.68,11.6,0.4,4.84,26-Jun-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
26-Jun-2020 - 00:00,25.27,48.2,31.15,137.39,727.03,66.03,0.0,129.98,0.69,-0.01,31.71,0.38,0.45,4.99,40.74,1.07,4.93,3.49,10.99,0.38,1.88,27-Jun-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
27-Jun-2020 - 00:00,21.01,38.29,31.13,116.17,728.02,70.86,0.39,164.09,0.75,-0.03,31.23,0.71,0.5,5.15,39.55,1.24,6.8,4.63,11.08,0.39,2.86,28-Jun-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
28-Jun-2020 - 00:00,13.0,26.73,31.17,122.82,728.29,77.7,0.0,216.1,0.79,0.0,29.84,0.6,0.79,6.65,32.7,1.52,7.33,5.14,10.98,0.36,3.68,29-Jun-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
29-Jun-2020 - 00:00,13.82,28.91,31.2,115.55,727.93,76.47,0.0,212.1,0.74,0.0,30.25,0.52,0.75,5.33,30.94,1.5,8.25,5.61,10.3,0.37,3.7,30-Jun-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
30-Jun-2020 - 00:00,13.84,35.01,31.32,120.68,727.69,75.09,0.0,186.28,0.69,0.0,30.6,0.4,0.59,4.38,26.35,1.39,7.47,5.11,10.39,0.4,4.03,01-Jul-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
01-Jul-2020 - 00:00,9.9,21.22,31.01,151.92,727.91,72.04,0.0,227.86,1.06,0.0,30.71,0.27,0.36,4.79,25.64,1.64,5.13,4.06,9.46,0.31,0.98,02-Jul-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
02-Jul-2020 - 00:00,7.36,14.85,29.39,121.77,728.77,76.43,0.18,246.19,1.52,0.0,29.81,0.41,0.45,6.52,25.5,1.4,3.41,2.94,9.17,0.29,0.83,03-Jul-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
03-Jul-2020 - 00:00,8.12,13.27,29.32,95.94,728.78,78.99,0.0,255.25,1.34,0.0,29.59,0.29,0.3,5.64,22.47,1.55,2.96,2.84,8.34,0.28,0.74,04-Jul-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
04-Jul-2020 - 00:00,9.9,15.5,28.53,83.41,729.14,80.29,0.04,252.44,1.27,0.0,29.0,0.18,0.14,5.58,22.54,1.52,3.67,3.2,7.69,0.27,0.24,05-Jul-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
05-Jul-2020 - 00:00,13.77,25.35,28.59,71.38,729.22,78.81,0.0,255.54,1.3,0.0,28.85,0.03,0.03,4.52,21.52,1.34,2.99,2.68,7.8,0.26,0.16,06-Jul-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
06-Jul-2020 - 00:00,13.17,34.69,28.14,76.23,729.0,79.23,0.0,235.97,1.1,0.0,29.15,0.07,0.14,5.04,19.6,1.4,2.78,2.62,7.22,0.27,0.17,07-Jul-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
07-Jul-2020 - 00:00,9.95,24.05,28.23,108.71,728.12,71.56,0.0,226.72,1.07,0.01,30.28,0.33,0.03,4.88,22.34,1.2,1.18,1.61,6.91,0.29,0.08,08-Jul-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
08-Jul-2020 - 00:00,4.67,10.79,28.02,116.7,728.29,75.64,0.0,244.29,1.12,0.0,29.98,0.04,0.03,4.25,21.91,1.14,1.62,1.78,6.62,0.31,0.12,09-Jul-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
09-Jul-2020 - 00:00,8.13,16.56,28.08,112.01,728.35,77.02,0.0,249.67,1.15,0.0,29.68,0.15,0.07,4.37,20.36,1.69,3.51,3.23,7.02,0.3,0.65,10-Jul-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
10-Jul-2020 - 00:00,10.84,18.9,29.55,71.08,729.48,78.01,0.03,253.42,0.98,0.0,28.71,0.33,0.26,4.55,21.73,1.39,2.96,2.71,8.11,0.28,0.75,11-Jul-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
11-Jul-2020 - 00:00,13.81,27.3,29.5,113.66,728.78,76.99,0.0,222.67,1.05,0.0,29.51,0.12,0.22,4.95,18.69,1.55,4.1,3.44,7.31,0.35,0.73,12-Jul-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
12-Jul-2020 - 00:00,13.9,29.71,29.79,119.54,728.52,72.99,0.0,246.98,1.05,0.0,30.2,0.14,0.26,3.83,23.46,1.18,2.54,2.31,7.19,0.32,0.46,13-Jul-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
13-Jul-2020 - 00:00,14.18,35.33,29.68,112.93,728.29,74.36,0.0,232.7,0.89,0.0,30.1,0.25,0.41,5.09,21.2,1.34,5.97,4.26,7.0,0.35,0.96,14-Jul-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
14-Jul-2020 - 00:00,11.67,17.31,29.29,80.86,729.1,79.68,0.09,250.64,0.94,0.0,29.3,0.23,0.4,4.98,19.65,1.36,4.1,3.28,6.7,0.33,1.09,15-Jul-2020 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
