from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,Eth-Benzene,MP-Xylene,RH,SR,WS,WD,RF,to date,station
23-Apr-2020 - 00:00,22.77,74.97,,,,,5.61,0.28,13.33,2.72,95.8,0.38,0.39,0.66,32.31,266.09,4.87,191.35,0.0,24-Apr-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
24-Apr-2020 - 00:00,20.87,68.89,,,,,5.82,0.28,12.74,3.12,78.84,0.6,0.43,0.78,35.84,319.0,4.34,185.05,0.0,25-Apr-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
25-Apr-2020 - 00:00,14.6,31.35,,,,,6.03,0.25,13.37,2.2,0.6,0.94,0.4,0.79,47.95,211.27,3.6,204.1,0.02,26-Apr-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
26-Apr-2020 - 00:00,24.64,66.93,,,,,6.14,0.34,12.83,3.63,0.64,1.12,0.61,1.24,51.86,311.97,4.31,168.99,0.0,27-Apr-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
27-Apr-2020 - 00:00,19.51,42.55,,,,,6.4,0.26,14.85,3.5,0.75,1.37,0.51,1.03,54.98,358.56,3.58,120.55,0.0,28-Apr-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
28-Apr-2020 - 00:00,28.73,53.2,,,,,2.59,0.4,6.22,3.17,0.26,0.47,0.03,0.05,47.28,361.05,3.93,122.81,0.0,29-Apr-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
29-Apr-2020 - 00:00,35.91,84.57,,,,,3.07,0.38,12.31,3.19,54.76,1.08,0.29,0.57,41.15,370.08,3.61,179.11,0.0,30-Apr-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
30-Apr-2020 - 00:00,37.06,175.97,,,,,2.95,0.32,24.13,3.39,101.71,0.99,0.4,0.78,31.14,364.8,5.18,285.15,0.0,01-May-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
01-May-2020 - 00:00,34.88,139.45,,,,,3.03,0.34,14.96,3.86,102.4,0.96,0.39,0.77,24.6,368.33,5.52,264.81,0.0,02-May-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
02-May-2020 - 00:00,40.07,136.78,,,,,3.22,0.35,19.26,3.64,51.95,0.95,0.38,0.73,36.78,398.14,4.49,168.08,0.0,03-May-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
03-May-2020 - 00:00,27.22,104.37,,,,,3.78,0.37,23.28,3.8,0.61,1.09,0.34,0.6,59.03,345.17,5.86,117.77,0.11,04-May-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
04-May-2020 - 00:00,26.4,51.17,,,,,16.31,0.27,13.92,2.78,0.63,0.99,0.4,0.88,63.77,352.83,5.17,89.0,0.0,05-May-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
05-May-2020 - 00:00,30.04,64.82,,,,,7.63,0.35,14.48,3.99,0.68,1.14,0.55,1.28,44.08,337.55,4.22,291.75,0.0,06-May-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
06-May-2020 - 00:00,18.22,89.15,,,,,7.42,0.18,17.67,1.96,0.45,0.8,0.36,0.72,34.92,237.4,5.23,199.27,0.0,07-May-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
07-May-2020 - 00:00,22.27,71.59,,,,,7.71,0.29,15.38,3.31,0.61,1.01,0.45,0.89,37.56,347.38,4.23,143.34,0.0,08-May-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
08-May-2020 - 00:00,42.99,112.5,,,,,7.88,0.42,17.22,4.59,0.64,1.1,0.59,1.13,28.13,366.95,5.19,156.51,0.0,09-May-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
09-May-2020 - 00:00,35.59,113.69,28.3,23.82,16.33,24.58,8.05,0.37,22.57,5.94,4.7,2.46,3.42,3.71,32.35,317.58,3.8,178.0,0.0,10-May-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
10-May-2020 - 00:00,29.06,143.83,27.86,24.19,16.41,24.58,8.03,0.24,20.33,2.36,0.71,0.45,0.44,0.92,30.67,247.99,5.06,171.79,0.0,11-May-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
11-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,12-May-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
12-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,13-May-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
13-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,14-May-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
14-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,15-May-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
15-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,16-May-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
16-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,17-May-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
17-May-2020 - 00:00,31.83,106.32,29.92,23.1,15.63,26.04,160.15,0.37,21.3,3.05,1.22,0.93,0.81,1.97,,,4.84,172.22,0.0,18-May-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
18-May-2020 - 00:00,29.31,123.75,27.72,24.4,16.5,24.59,34.0,0.34,18.67,3.49,0.7,0.59,0.56,1.31,9.38,444.18,6.07,286.65,0.0,19-May-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
19-May-2020 - 00:00,34.12,133.25,27.79,24.22,16.39,24.6,7.16,0.35,20.37,3.78,0.69,0.57,0.54,1.24,13.58,323.57,5.87,275.5,0.0,20-May-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
20-May-2020 - 00:00,38.14,124.81,28.93,22.44,14.79,25.26,7.23,0.43,22.94,4.53,0.62,0.4,0.19,0.38,19.86,409.57,4.94,313.35,0.0,21-May-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
21-May-2020 - 00:00,24.34,99.62,27.73,24.37,16.47,24.59,161.16,0.28,22.13,,,,0.0,0.0,,,5.44,286.65,0.0,22-May-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
22-May-2020 - 00:00,27.43,113.78,27.76,24.29,16.43,24.61,6.89,0.36,18.62,4.35,0.64,0.43,0.07,0.15,10.33,291.31,4.94,269.43,0.0,23-May-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
23-May-2020 - 00:00,29.89,144.82,27.78,24.28,16.44,24.59,6.89,0.26,18.85,,,,0.0,0.0,14.3,358.78,5.98,257.0,0.0,24-May-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
24-May-2020 - 00:00,28.97,133.85,27.77,24.11,16.29,24.63,7.03,0.23,19.96,,,,0.0,0.0,15.42,367.67,5.84,298.78,0.0,25-May-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
25-May-2020 - 00:00,27.04,112.56,27.74,24.28,16.41,24.61,7.29,0.35,19.22,2.55,0.76,0.42,0.13,0.27,14.72,293.29,5.63,275.03,0.0,26-May-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
26-May-2020 - 00:00,31.55,165.26,27.78,24.14,16.32,24.61,7.33,0.23,18.54,1.54,0.72,0.45,0.17,0.35,13.61,314.16,6.87,264.75,0.0,27-May-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
27-May-2020 - 00:00,36.68,174.82,27.82,24.24,16.42,24.6,7.44,0.28,17.52,2.23,0.66,0.47,0.04,0.08,14.02,308.11,5.59,250.98,0.0,28-May-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
28-May-2020 - 00:00,36.05,185.74,27.74,24.16,16.31,24.64,7.62,0.31,24.05,2.55,0.69,0.58,0.12,0.28,34.98,314.12,6.04,134.04,0.02,29-May-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
29-May-2020 - 00:00,20.28,75.94,26.42,22.75,16.35,26.0,7.71,0.23,33.7,1.52,30.77,0.24,0.24,0.44,47.78,352.58,6.3,122.74,0.0,30-May-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
30-May-2020 - 00:00,21.46,42.51,25.56,19.74,15.28,27.73,7.38,0.24,26.19,2.18,61.69,0.35,0.08,0.14,49.53,221.68,4.61,159.44,0.28,31-May-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
31-May-2020 - 00:00,21.62,34.74,24.77,21.22,16.38,27.61,7.01,0.23,21.59,,,,0.0,0.0,68.37,360.48,4.4,134.79,0.0,01-Jun-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
01-Jun-2020 - 00:00,22.84,55.24,24.72,21.27,16.4,27.6,7.23,0.25,19.36,,,,0.0,0.0,57.92,320.14,3.83,144.4,0.0,02-Jun-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
02-Jun-2020 - 00:00,28.76,220.1,24.7,21.22,16.34,27.62,7.23,0.23,20.19,,,,,,50.49,406.47,4.32,185.6,0.0,03-Jun-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
03-Jun-2020 - 00:00,25.89,79.85,24.69,21.28,16.38,27.6,7.54,0.32,19.96,,,,,,53.78,322.01,3.95,165.34,0.0,04-Jun-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
04-Jun-2020 - 00:00,30.18,154.64,24.66,21.19,16.3,27.64,7.92,0.31,21.0,,,,,,57.51,264.53,4.24,217.97,0.0,05-Jun-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
05-Jun-2020 - 00:00,20.93,53.6,24.74,21.05,16.23,27.63,8.14,0.26,20.83,,,,,,64.34,379.49,4.31,158.45,0.02,06-Jun-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
06-Jun-2020 - 00:00,24.91,57.79,26.8,20.27,15.21,28.9,8.49,0.31,20.88,,,,0.0,0.0,65.18,447.65,4.24,190.16,0.0,07-Jun-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
07-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,,08-Jun-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
08-Jun-2020 - 00:00,30.66,235.8,28.84,18.58,14.59,28.02,1.2,0.82,22.71,,,,0.0,0.0,39.25,,3.36,238.78,0.0,09-Jun-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
09-Jun-2020 - 00:00,24.05,124.54,31.33,19.77,16.69,29.76,50.29,0.41,9.13,,,,0.0,0.0,56.08,390.98,4.5,224.8,0.0,10-Jun-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
10-Jun-2020 - 00:00,22.02,95.45,28.68,20.58,17.16,31.44,78.51,0.41,13.07,,,,0.0,0.0,51.32,644.99,4.49,223.9,0.0,11-Jun-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
11-Jun-2020 - 00:00,24.38,95.66,24.81,21.24,16.42,27.6,7.24,0.25,15.95,,,,0.0,0.0,46.06,367.49,2.97,238.48,0.0,12-Jun-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
12-Jun-2020 - 00:00,28.99,107.42,21.09,21.8,16.45,27.62,7.56,0.27,16.68,2.26,129.79,0.71,0.23,0.58,38.29,412.97,2.18,196.89,0.0,13-Jun-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
13-Jun-2020 - 00:00,38.82,143.09,17.72,22.2,16.34,27.63,8.02,0.39,16.93,4.11,159.35,1.1,0.42,1.03,49.46,432.7,2.97,190.28,0.0,14-Jun-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
14-Jun-2020 - 00:00,34.6,88.56,17.76,22.2,16.36,27.65,8.35,0.37,17.53,,,,0.0,0.0,49.16,382.94,2.34,76.3,0.0,15-Jun-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
15-Jun-2020 - 00:00,32.62,111.17,17.71,23.0,16.94,26.92,8.53,0.32,20.39,2.68,105.01,0.58,0.1,0.22,37.21,393.36,3.55,218.79,0.0,16-Jun-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
16-Jun-2020 - 00:00,38.83,137.3,17.71,26.28,19.4,23.62,8.86,0.38,19.3,3.69,152.58,0.87,0.81,1.76,35.82,326.28,4.01,125.78,0.0,17-Jun-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
17-Jun-2020 - 00:00,31.48,105.1,17.8,26.21,19.39,23.6,9.06,0.32,22.85,2.88,146.81,0.76,0.72,1.47,33.85,402.24,3.47,126.34,0.0,18-Jun-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
18-Jun-2020 - 00:00,52.33,266.71,17.72,26.35,19.46,23.63,9.05,0.32,16.13,2.31,117.82,0.68,0.59,1.35,36.04,390.44,4.19,247.7,0.0,19-Jun-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
19-Jun-2020 - 00:00,43.87,188.55,17.69,26.25,19.36,23.63,9.23,0.28,16.41,1.94,105.53,0.72,0.61,1.52,34.56,299.64,5.15,265.51,0.04,20-Jun-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
20-Jun-2020 - 00:00,30.68,102.22,17.69,26.31,19.42,23.64,9.38,0.18,16.58,1.33,112.35,0.42,0.35,0.74,55.36,322.95,3.78,179.41,0.0,21-Jun-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
21-Jun-2020 - 00:00,28.38,89.37,19.51,24.81,18.32,24.65,9.54,0.25,16.75,2.05,126.24,0.55,0.4,0.94,69.62,185.71,3.47,183.76,0.02,22-Jun-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
22-Jun-2020 - 00:00,26.32,65.23,17.76,26.33,19.46,23.63,7.15,0.24,15.81,2.1,158.98,0.57,0.48,1.09,60.29,381.66,2.02,118.12,0.0,23-Jun-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
23-Jun-2020 - 00:00,39.75,81.12,17.71,26.33,19.44,23.62,7.33,0.34,19.23,2.9,149.83,0.63,0.74,1.29,58.5,445.94,2.84,119.9,0.0,24-Jun-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
24-Jun-2020 - 00:00,30.62,45.97,17.74,26.18,19.33,23.64,7.46,0.32,17.53,2.18,118.19,0.51,0.51,1.03,75.41,201.13,3.58,145.28,0.05,25-Jun-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
25-Jun-2020 - 00:00,31.26,106.89,17.67,26.29,19.39,23.65,7.81,0.33,15.24,2.59,96.98,0.69,0.7,1.55,66.82,427.11,3.84,209.86,0.0,26-Jun-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
26-Jun-2020 - 00:00,26.74,97.69,17.67,26.32,19.41,23.65,7.99,0.28,13.35,2.18,0.47,0.91,0.76,1.93,66.79,197.72,4.17,224.9,0.0,27-Jun-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
27-Jun-2020 - 00:00,22.19,96.18,17.81,26.26,19.43,23.63,4.55,0.23,12.97,1.66,0.46,0.83,0.52,1.23,54.32,433.99,4.78,241.98,0.0,28-Jun-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
28-Jun-2020 - 00:00,30.8,136.62,17.9,24.67,18.24,23.49,,0.17,12.33,,,,0.0,0.0,,,5.56,255.87,0.0,29-Jun-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
29-Jun-2020 - 00:00,24.66,108.8,18.2,25.12,18.57,23.73,3.79,0.19,13.9,1.44,0.41,0.53,0.23,0.5,53.87,506.03,5.72,206.99,0.0,30-Jun-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
30-Jun-2020 - 00:00,26.48,76.65,17.77,26.13,19.31,23.62,4.31,0.21,17.74,2.04,0.42,0.6,0.55,1.2,58.02,507.3,5.36,129.78,0.0,01-Jul-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
01-Jul-2020 - 00:00,30.92,99.74,16.12,22.96,19.08,23.84,4.47,0.27,17.68,2.06,0.54,0.64,0.51,1.2,59.39,765.0,4.37,149.08,0.02,02-Jul-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
02-Jul-2020 - 00:00,50.17,199.77,13.66,20.3,19.39,23.61,,0.28,16.83,2.19,0.51,0.75,0.64,1.59,50.81,973.07,5.86,245.66,0.0,03-Jul-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
03-Jul-2020 - 00:00,42.01,151.16,13.69,20.27,19.38,23.63,,0.24,16.4,1.99,0.41,0.68,0.6,1.46,50.81,973.07,5.7,216.69,0.0,04-Jul-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
04-Jul-2020 - 00:00,26.75,84.22,13.68,20.27,19.38,23.65,7.83,0.21,19.29,1.76,0.44,0.56,0.51,1.13,47.98,770.57,3.42,151.72,0.0,05-Jul-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
05-Jul-2020 - 00:00,13.49,46.04,13.68,20.26,19.37,23.63,8.04,0.2,20.04,1.45,0.46,0.45,0.4,0.84,63.8,369.63,3.47,98.95,0.0,06-Jul-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
06-Jul-2020 - 00:00,34.87,74.74,13.71,20.24,19.37,23.64,8.31,0.33,19.25,2.45,0.53,0.71,0.72,1.48,58.49,454.78,2.93,77.49,0.0,07-Jul-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
07-Jul-2020 - 00:00,25.9,51.1,13.74,20.22,19.36,23.64,8.28,0.22,16.22,1.98,0.4,0.57,0.58,1.19,72.09,338.83,3.44,94.98,0.01,08-Jul-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
08-Jul-2020 - 00:00,18.59,32.95,15.99,24.26,19.92,29.96,7.92,0.21,14.04,1.88,0.39,0.63,0.6,1.39,78.97,256.03,3.0,114.99,0.01,09-Jul-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
09-Jul-2020 - 00:00,14.12,34.51,17.62,27.33,20.39,34.63,7.5,0.25,14.46,1.98,0.37,0.77,0.79,1.81,72.51,270.96,3.19,175.03,0.03,10-Jul-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
10-Jul-2020 - 00:00,15.27,52.72,17.65,27.32,20.4,34.63,7.44,0.16,15.37,1.32,0.38,0.56,0.52,1.19,57.35,451.36,5.2,258.88,0.0,11-Jul-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
11-Jul-2020 - 00:00,19.71,60.26,17.65,27.24,20.33,34.64,7.64,0.23,15.26,1.63,0.37,0.71,0.66,1.67,52.56,398.6,3.48,171.16,0.0,12-Jul-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
12-Jul-2020 - 00:00,16.74,43.73,17.66,27.28,20.37,34.64,7.74,0.19,15.7,1.48,0.36,0.65,0.61,1.48,52.56,258.91,4.05,145.51,0.0,13-Jul-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
13-Jul-2020 - 00:00,22.31,71.79,17.65,27.32,20.4,34.63,7.85,0.15,13.54,1.48,0.35,0.61,0.54,1.36,61.69,313.76,3.65,212.15,0.0,14-Jul-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
14-Jul-2020 - 00:00,28.99,107.04,17.63,27.23,20.31,34.64,7.86,0.16,12.69,1.63,0.31,0.61,0.58,1.38,60.78,502.11,3.8,187.37,0.0,15-Jul-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
15-Jul-2020 - 00:00,47.45,122.64,17.63,27.29,20.37,34.64,8.08,0.27,16.07,2.28,0.38,0.66,0.74,1.45,65.21,449.83,3.68,75.76,0.0,16-Jul-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
16-Jul-2020 - 00:00,31.19,68.31,17.66,27.18,20.29,34.63,8.15,0.23,16.1,1.93,0.34,0.57,0.59,1.25,68.64,457.49,3.91,110.97,0.0,17-Jul-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
17-Jul-2020 - 00:00,38.07,58.76,17.59,27.29,20.34,34.64,8.28,0.21,16.58,1.77,0.3,0.54,0.58,1.18,69.06,507.19,4.24,108.96,0.0,18-Jul-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
18-Jul-2020 - 00:00,41.7,64.01,17.72,27.25,20.38,34.62,8.51,0.23,17.36,1.8,0.36,0.64,0.86,1.46,,154.32,4.07,134.86,0.0,19-Jul-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
19-Jul-2020 - 00:00,19.77,48.84,18.53,27.17,20.74,34.54,8.68,0.21,15.16,1.8,0.33,0.55,0.24,0.55,,303.46,5.39,255.33,0.07,20-Jul-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
20-Jul-2020 - 00:00,11.51,25.19,18.53,28.59,23.44,38.85,6.39,0.16,16.78,1.53,0.42,0.53,0.26,0.62,72.6,248.74,5.28,178.04,0.02,21-Jul-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
21-Jul-2020 - 00:00,13.83,27.05,18.58,30.36,26.92,44.54,4.67,0.15,15.89,1.37,0.33,0.49,0.51,1.05,81.44,348.62,4.09,142.74,0.01,22-Jul-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
22-Jul-2020 - 00:00,16.46,32.77,19.36,30.42,27.37,44.41,4.91,0.2,13.23,1.45,0.3,0.54,0.59,1.26,82.69,273.44,3.78,215.19,0.05,23-Jul-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
23-Jul-2020 - 00:00,23.64,60.21,20.83,30.03,27.84,44.26,5.05,0.25,12.26,2.08,0.33,0.83,0.91,2.09,74.89,386.22,6.34,207.33,0.0,24-Jul-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
24-Jul-2020 - 00:00,18.56,48.7,21.01,30.31,28.15,44.23,5.06,0.22,17.22,1.66,0.26,0.55,0.59,1.31,76.45,416.58,6.65,161.56,0.01,25-Jul-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
25-Jul-2020 - 00:00,44.28,57.53,27.17,30.69,31.66,43.37,5.28,0.25,16.0,1.94,0.26,0.62,1.06,1.57,81.19,338.43,4.44,126.18,0.06,26-Jul-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
26-Jul-2020 - 00:00,19.37,46.89,29.75,30.33,32.66,43.17,5.39,0.22,15.77,1.8,0.21,0.38,0.49,0.9,70.18,499.46,3.33,143.41,0.0,27-Jul-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
27-Jul-2020 - 00:00,22.35,63.02,29.9,26.89,32.69,39.71,5.34,0.19,14.12,1.45,0.29,0.48,0.46,1.03,67.54,435.6,5.41,244.94,0.0,28-Jul-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
28-Jul-2020 - 00:00,15.35,50.66,30.43,24.04,32.85,37.02,5.39,0.14,13.0,1.38,0.3,0.49,0.48,1.06,58.02,450.4,6.27,249.27,0.0,29-Jul-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
29-Jul-2020 - 00:00,19.17,55.5,29.99,24.31,32.83,37.05,6.59,0.15,14.31,1.35,0.27,0.45,0.41,0.97,60.66,430.34,5.78,218.86,0.04,30-Jul-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
30-Jul-2020 - 00:00,16.74,25.96,30.67,24.5,33.35,36.94,7.63,0.17,13.79,1.36,0.26,0.44,0.43,0.93,78.7,413.82,5.19,144.42,0.02,31-Jul-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
31-Jul-2020 - 00:00,20.19,50.89,33.72,26.12,35.7,36.42,7.83,0.27,14.59,2.06,0.29,0.63,0.62,1.28,76.51,407.6,4.3,196.43,0.0,01-Aug-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
01-Aug-2020 - 00:00,12.6,46.78,29.64,24.67,32.69,37.0,4.02,0.22,13.81,1.72,0.24,0.52,0.59,1.21,78.16,377.94,3.97,216.69,0.0,02-Aug-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
02-Aug-2020 - 00:00,6.41,36.65,33.84,26.69,36.78,36.36,,0.19,14.17,1.49,0.28,0.53,0.47,1.06,,,5.05,242.84,0.0,03-Aug-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
03-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,04-Aug-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
04-Aug-2020 - 00:00,12.49,91.33,32.18,27.34,35.7,36.64,2.8,0.66,16.97,2.34,0.58,1.12,0.94,2.6,64.98,489.45,4.32,211.37,0.0,05-Aug-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
05-Aug-2020 - 00:00,6.48,66.02,32.2,24.89,33.76,36.91,3.13,0.26,14.54,2.69,0.41,1.18,1.11,2.87,77.55,353.21,3.09,139.29,0.01,06-Aug-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
06-Aug-2020 - 00:00,7.26,35.52,34.1,24.51,34.79,36.65,3.14,0.21,16.23,2.29,0.32,0.87,1.0,2.01,78.79,324.43,4.79,89.33,0.04,07-Aug-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
07-Aug-2020 - 00:00,9.15,26.11,32.99,23.85,33.95,36.72,3.01,0.18,17.02,1.81,0.24,0.46,0.4,0.94,79.78,387.62,4.26,110.06,0.0,08-Aug-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
08-Aug-2020 - 00:00,12.82,41.03,30.47,24.68,33.38,36.98,3.38,0.17,13.42,1.75,0.25,0.48,0.47,1.07,76.09,454.48,2.47,139.45,0.0,09-Aug-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
09-Aug-2020 - 00:00,8.01,30.91,30.61,23.91,32.84,37.02,3.52,0.17,12.83,1.62,0.17,0.3,0.33,0.68,79.88,253.57,2.97,241.57,0.0,10-Aug-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
10-Aug-2020 - 00:00,10.38,44.79,45.57,27.92,43.32,35.08,5.43,0.22,11.98,2.47,0.14,0.32,0.22,0.43,84.26,261.96,2.32,164.64,0.0,11-Aug-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
11-Aug-2020 - 00:00,4.3,19.92,26.89,24.17,31.1,37.46,19.6,0.17,8.68,,,,0.0,0.0,84.09,289.82,2.31,240.54,0.01,12-Aug-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
12-Aug-2020 - 00:00,7.21,35.82,25.69,24.43,30.72,37.63,26.85,0.17,8.43,,,,0.0,0.0,75.17,375.38,2.72,245.77,0.0,13-Aug-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
13-Aug-2020 - 00:00,9.09,40.16,29.46,24.49,32.44,37.1,14.52,0.42,10.85,5.48,0.42,1.06,0.54,1.24,87.12,185.37,2.84,149.18,0.02,14-Aug-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
14-Aug-2020 - 00:00,10.83,28.55,18.28,27.68,28.36,34.49,0.93,0.33,12.57,3.57,0.31,0.81,1.04,1.86,90.64,241.86,2.08,83.54,0.06,15-Aug-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
15-Aug-2020 - 00:00,5.76,19.26,17.73,30.22,29.36,35.24,1.17,0.23,12.92,1.94,0.22,0.53,0.54,1.08,85.28,345.9,2.1,104.32,0.0,16-Aug-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
