from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Toluene,Xylene,MP-Xylene,Eth-Benzene,WD,WS,AT,RH,RF,BP,SR,to date,station
22-Apr-2020 - 00:00,21.82,87.84,4.39,5.13,9.52,6.34,6.3,2.13,45.72,0.0,,0.0,0.0,76.89,2.28,31.98,77.46,,872.82,514.32,23-Apr-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
23-Apr-2020 - 00:00,21.1,43.68,3.54,4.2,7.74,5.14,5.84,1.76,44.7,0.0,,0.0,0.0,85.75,2.39,32.34,78.13,,853.09,510.15,24-Apr-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
24-Apr-2020 - 00:00,19.0,48.51,2.72,4.1,6.82,4.06,5.62,0.25,46.79,0.0,,0.0,0.0,73.95,2.4,32.31,78.43,,879.47,527.59,25-Apr-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
25-Apr-2020 - 00:00,18.86,37.64,2.91,4.02,6.88,4.02,5.66,0.01,41.82,0.0,,0.0,0.0,54.23,2.66,31.55,81.69,,918.77,542.1,26-Apr-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
26-Apr-2020 - 00:00,19.24,44.41,2.09,5.23,7.31,3.77,7.02,0.0,41.2,0.0,,0.0,0.0,101.02,2.37,32.02,75.69,,897.71,531.25,27-Apr-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
27-Apr-2020 - 00:00,20.0,64.28,2.06,5.49,7.54,3.86,6.63,0.0,48.75,0.0,,0.0,0.0,62.67,2.58,31.61,75.66,,889.62,539.08,28-Apr-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
28-Apr-2020 - 00:00,20.0,45.38,1.61,4.75,6.36,3.12,5.61,0.0,45.88,0.0,,0.0,0.0,97.12,2.37,31.89,77.34,,984.5,549.95,29-Apr-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
29-Apr-2020 - 00:00,19.24,29.79,1.12,3.43,4.55,1.91,3.36,0.0,53.2,0.0,,0.0,0.0,207.18,2.42,30.96,88.62,,980.4,541.46,30-Apr-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
30-Apr-2020 - 00:00,18.0,34.13,1.18,4.12,5.3,2.23,3.57,0.0,50.43,0.0,,0.0,0.0,108.76,2.39,30.77,84.19,,948.9,555.58,01-May-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
01-May-2020 - 00:00,18.54,34.51,1.55,3.94,5.48,2.56,4.1,0.02,49.73,0.0,,0.0,0.0,78.24,2.57,31.96,82.7,,885.38,544.14,02-May-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
02-May-2020 - 00:00,19.4,44.67,1.22,4.49,5.71,2.54,5.44,0.08,43.32,0.0,,0.0,0.0,106.86,2.34,31.57,87.6,,906.55,545.25,03-May-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
03-May-2020 - 00:00,18.97,57.99,0.99,3.63,4.61,1.85,5.1,0.0,52.16,0.0,,0.0,0.0,129.94,2.49,32.22,79.1,,955.1,554.37,04-May-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
04-May-2020 - 00:00,13.02,44.52,1.13,4.26,5.39,2.23,3.97,0.88,49.06,0.0,,0.0,0.0,108.86,2.38,33.36,79.25,,,565.92,05-May-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
05-May-2020 - 00:00,11.36,40.82,0.97,6.01,6.94,2.95,4.13,0.93,38.79,0.0,,0.0,0.0,97.54,2.45,33.59,73.17,,,573.17,06-May-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
06-May-2020 - 00:00,12.0,59.71,0.76,4.17,4.91,1.9,4.79,0.0,48.79,0.0,,0.0,0.0,104.27,2.45,33.57,73.88,,,565.84,07-May-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
07-May-2020 - 00:00,13.38,50.35,0.76,3.91,4.66,1.88,4.16,0.0,50.11,0.0,,0.0,0.0,107.55,2.43,33.3,77.07,,,567.51,08-May-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
08-May-2020 - 00:00,15.0,51.75,0.63,4.35,4.98,1.83,4.45,0.0,47.54,0.0,,0.0,0.0,131.84,2.3,32.19,83.82,,,559.75,09-May-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
09-May-2020 - 00:00,14.64,42.27,0.47,4.38,4.83,1.64,4.63,1.68,48.17,0.0,,0.0,0.0,146.65,2.31,32.41,85.81,,,556.1,10-May-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
10-May-2020 - 00:00,15.0,40.45,0.47,4.19,4.63,1.53,4.99,0.77,53.25,0.0,,0.0,0.0,158.69,2.46,31.41,92.36,,,553.49,11-May-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
11-May-2020 - 00:00,15.0,28.85,0.29,3.48,3.69,1.02,4.29,0.0,61.03,0.0,,0.0,0.0,222.7,2.3,31.11,84.35,,,538.77,12-May-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
12-May-2020 - 00:00,16.66,33.04,0.37,5.94,6.23,2.23,3.92,0.87,50.63,0.0,,0.0,0.0,160.7,2.1,32.53,84.23,,,563.22,13-May-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
13-May-2020 - 00:00,16.49,41.77,0.33,4.68,4.92,1.66,5.0,0.5,53.12,0.0,,0.0,0.0,104.17,2.22,32.47,87.07,,,570.25,14-May-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
14-May-2020 - 00:00,15.49,42.71,17.36,4.71,20.25,23.88,4.98,1.26,50.06,0.0,,0.0,0.0,120.91,2.23,32.09,85.67,,,566.91,15-May-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
15-May-2020 - 00:00,13.18,36.76,24.99,3.82,28.81,27.81,4.95,0.18,52.82,0.0,,0.0,0.0,126.93,2.37,30.41,88.98,,,567.78,16-May-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
16-May-2020 - 00:00,13.0,29.49,27.45,3.79,31.24,30.15,5.27,0.0,61.78,0.0,,0.0,0.0,89.81,2.43,30.88,91.43,,,570.11,17-May-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
17-May-2020 - 00:00,13.0,61.17,29.57,4.72,34.29,33.63,4.8,0.0,50.14,0.0,,0.0,0.0,83.28,2.52,32.03,84.0,,,573.64,18-May-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
18-May-2020 - 00:00,16.9,81.72,28.71,3.94,32.66,31.06,4.02,0.05,49.81,0.0,,0.0,0.0,91.72,2.65,31.96,79.74,,,575.85,19-May-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
19-May-2020 - 00:00,22.24,67.05,27.88,3.8,31.68,29.8,4.36,0.85,49.72,0.0,,0.0,0.0,72.53,2.74,31.01,88.33,,,569.58,20-May-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
20-May-2020 - 00:00,23.0,40.96,30.9,3.98,34.88,33.4,4.67,1.34,47.08,0.0,,0.0,0.0,58.22,2.71,31.14,85.57,,,567.54,21-May-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
21-May-2020 - 00:00,20.0,41.34,29.12,3.9,33.02,31.08,5.33,0.0,48.06,0.0,,0.0,0.0,62.17,2.69,31.46,83.96,,,568.18,22-May-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
22-May-2020 - 00:00,20.0,41.67,27.65,4.0,31.65,29.59,4.15,0.0,48.0,0.0,,0.0,0.0,73.64,2.55,31.77,81.78,,,568.62,23-May-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
23-May-2020 - 00:00,15.27,46.2,30.93,4.73,35.66,34.39,4.82,2.2,44.63,0.0,,0.0,0.0,79.96,2.51,32.7,77.1,,,574.44,24-May-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
24-May-2020 - 00:00,13.0,45.69,22.79,3.89,26.68,25.73,5.53,2.95,50.7,0.0,,0.0,0.0,74.63,2.59,32.88,73.73,,,572.64,25-May-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
25-May-2020 - 00:00,13.0,46.27,23.86,3.87,27.74,27.02,4.28,0.73,49.59,0.0,,0.0,0.0,60.25,2.5,32.84,79.81,,,567.53,26-May-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
26-May-2020 - 00:00,16.31,53.35,27.02,3.95,30.97,29.8,3.19,0.0,48.06,0.0,,0.0,0.0,97.76,2.54,32.56,84.95,,,569.44,27-May-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
27-May-2020 - 00:00,15.66,56.87,31.99,4.28,36.28,35.34,4.21,1.94,42.57,0.0,,0.0,0.0,63.33,2.7,32.36,84.32,,,508.78,28-May-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
28-May-2020 - 00:00,,41.9,36.59,4.72,41.32,39.82,5.46,2.3,42.57,0.0,,0.0,0.0,69.59,2.71,31.73,83.98,,,416.06,29-May-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
29-May-2020 - 00:00,15.0,43.3,33.23,4.81,38.04,36.59,4.08,0.36,39.22,0.0,,0.0,0.0,68.41,2.67,31.83,84.17,,,416.28,30-May-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
30-May-2020 - 00:00,12.13,36.45,22.14,4.55,26.68,25.74,3.34,0.0,33.54,0.0,,0.0,0.0,139.73,2.34,31.77,85.05,,,407.43,31-May-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
31-May-2020 - 00:00,10.0,40.71,20.57,4.5,25.07,24.76,3.85,0.0,34.78,0.0,,0.0,0.0,125.32,2.28,30.25,92.69,,,408.9,01-Jun-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
01-Jun-2020 - 00:00,11.09,27.37,17.18,4.63,21.81,21.62,3.31,0.01,34.8,0.0,,0.0,0.0,172.41,2.34,28.38,97.32,,,399.51,02-Jun-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
02-Jun-2020 - 00:00,11.46,35.41,13.82,3.55,17.37,16.58,4.05,0.69,32.49,0.0,,0.0,0.0,299.26,2.51,29.21,98.32,,,390.62,03-Jun-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
03-Jun-2020 - 00:00,13.25,43.84,15.89,3.55,19.28,17.93,2.91,0.0,40.08,0.0,,0.0,0.0,323.39,2.68,27.85,,,,464.36,04-Jun-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
04-Jun-2020 - 00:00,11.98,56.23,23.33,4.24,27.57,28.38,1.96,0.01,30.28,0.0,,0.0,0.0,158.66,2.71,29.02,59.77,,896.48,554.94,05-Jun-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
05-Jun-2020 - 00:00,9.0,57.6,27.05,4.21,31.25,32.27,4.08,0.0,37.2,0.0,,0.0,0.0,107.87,2.71,29.78,60.81,,894.25,561.11,06-Jun-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
06-Jun-2020 - 00:00,9.0,63.97,25.73,3.86,29.59,28.98,2.71,0.0,35.56,0.0,,0.0,0.0,51.63,2.75,30.08,58.19,,893.63,564.71,07-Jun-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
07-Jun-2020 - 00:00,9.0,47.06,24.03,3.98,28.01,27.32,2.79,0.0,38.69,0.0,,0.0,0.0,46.43,2.75,29.93,58.05,,892.71,562.03,08-Jun-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
08-Jun-2020 - 00:00,9.0,62.28,24.42,3.83,28.25,27.09,2.44,0.0,39.33,0.0,,0.0,0.0,47.13,2.78,29.94,57.95,,892.34,562.12,09-Jun-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
09-Jun-2020 - 00:00,11.62,60.5,25.29,3.92,20.08,27.99,2.93,1.65,36.35,0.0,,0.0,0.0,63.47,2.75,29.93,59.35,,892.69,566.67,10-Jun-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
10-Jun-2020 - 00:00,15.0,52.64,24.22,3.79,28.01,26.78,3.17,4.93,39.24,0.0,,0.0,0.0,70.03,2.78,30.11,60.22,,892.84,568.98,11-Jun-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
11-Jun-2020 - 00:00,11.92,69.37,22.52,3.88,26.4,25.77,3.04,3.26,32.84,0.0,,0.0,0.0,65.72,2.78,28.88,69.05,,889.93,564.79,12-Jun-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
12-Jun-2020 - 00:00,10.0,26.72,27.7,14.55,42.25,31.99,2.22,1.14,33.42,0.0,,0.0,0.0,26.32,2.76,28.1,69.48,,889.98,554.68,13-Jun-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
13-Jun-2020 - 00:00,8.97,26.49,31.27,13.72,44.74,34.43,3.2,0.0,37.95,0.0,,0.0,0.0,23.69,2.74,28.47,69.39,,888.88,552.66,14-Jun-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
14-Jun-2020 - 00:00,8.0,38.9,29.24,11.45,40.69,32.63,2.73,0.0,40.01,0.0,,0.0,0.0,64.5,2.75,29.59,65.47,,889.99,553.91,15-Jun-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
15-Jun-2020 - 00:00,10.27,50.73,29.79,15.78,45.58,34.27,0.78,0.0,34.31,0.0,,0.0,0.0,33.15,2.79,29.43,67.23,,888.78,552.74,16-Jun-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
16-Jun-2020 - 00:00,6.65,38.98,27.26,12.36,39.62,31.58,2.26,0.0,32.14,0.0,,0.0,0.0,59.91,2.71,28.04,76.97,,885.95,548.38,17-Jun-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
17-Jun-2020 - 00:00,6.41,34.74,26.14,13.16,36.85,32.47,3.49,0.0,28.7,0.0,,0.0,0.0,103.71,2.66,28.18,74.31,,892.02,551.51,18-Jun-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
18-Jun-2020 - 00:00,8.12,46.75,28.02,14.09,42.11,32.48,2.75,0.0,31.48,0.0,,0.0,0.0,112.75,2.77,28.68,69.92,,895.02,555.81,19-Jun-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
19-Jun-2020 - 00:00,8.12,86.71,26.89,13.95,36.66,32.87,2.79,0.0,25.89,0.0,,0.0,0.0,61.35,2.69,29.12,67.99,,895.94,562.41,20-Jun-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
20-Jun-2020 - 00:00,8.12,120.63,27.26,20.73,47.99,35.02,2.95,0.0,22.04,0.0,,0.0,0.0,44.67,2.75,29.49,65.57,,896.52,565.8,21-Jun-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
21-Jun-2020 - 00:00,8.12,95.07,26.48,17.85,44.36,31.8,4.32,0.0,26.74,0.0,,0.0,0.0,48.16,2.76,29.6,62.36,,896.38,566.7,22-Jun-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
22-Jun-2020 - 00:00,8.12,102.7,29.09,19.84,48.93,35.86,3.03,0.0,26.98,0.0,,0.0,0.0,45.98,2.78,29.72,59.68,,895.64,565.43,23-Jun-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
23-Jun-2020 - 00:00,8.12,83.2,27.33,15.73,43.06,34.37,2.57,0.0,23.34,0.0,,0.0,0.0,56.28,2.68,29.53,61.53,,894.01,561.98,24-Jun-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
24-Jun-2020 - 00:00,8.12,57.98,26.8,11.53,38.34,32.87,3.09,0.0,25.76,0.0,,0.0,0.0,58.31,2.57,29.92,59.93,,895.2,562.31,25-Jun-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
25-Jun-2020 - 00:00,8.12,45.48,19.51,7.88,27.39,25.13,3.39,0.0,28.03,0.0,,0.0,0.0,98.28,2.25,29.86,64.37,,895.96,559.55,26-Jun-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
26-Jun-2020 - 00:00,8.12,90.64,18.11,7.36,25.47,23.56,1.9,0.0,26.58,0.0,,0.0,0.0,131.72,2.28,29.19,71.79,,896.17,563.42,27-Jun-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
27-Jun-2020 - 00:00,8.12,50.46,23.24,9.19,32.43,29.41,3.04,0.0,23.74,0.0,,0.0,0.0,50.47,2.43,29.97,66.77,,898.55,566.98,28-Jun-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
28-Jun-2020 - 00:00,8.12,101.05,20.6,7.26,27.86,26.5,4.18,0.0,22.44,0.0,,0.0,0.0,69.8,2.43,29.5,68.73,,899.75,573.01,29-Jun-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
29-Jun-2020 - 00:00,11.86,66.45,23.07,10.14,33.21,29.31,3.06,0.43,19.66,0.0,,0.0,0.0,81.19,2.43,28.92,72.85,,902.98,572.44,30-Jun-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
30-Jun-2020 - 00:00,20.53,59.99,22.41,11.92,33.66,29.25,3.18,0.59,20.98,0.0,,0.0,0.0,94.49,2.55,28.69,77.03,,901.28,540.37,01-Jul-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
01-Jul-2020 - 00:00,,27.96,24.39,10.59,34.99,29.95,3.41,0.0,24.41,0.0,,0.0,0.0,91.1,2.59,28.72,69.84,,902.87,456.76,02-Jul-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
02-Jul-2020 - 00:00,5.2,23.37,25.47,15.12,40.59,31.45,2.32,0.0,22.77,0.0,,0.0,0.0,42.24,2.69,28.48,71.61,,912.34,460.65,03-Jul-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
03-Jul-2020 - 00:00,5.23,22.42,29.65,15.46,45.1,33.63,3.55,0.0,31.38,0.0,,0.0,0.0,52.3,2.77,28.16,70.56,,922.27,462.83,04-Jul-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
04-Jul-2020 - 00:00,5.23,37.07,27.13,15.51,42.64,31.28,2.66,0.0,31.61,0.0,,0.0,0.0,47.29,2.76,28.11,69.41,,931.47,463.76,05-Jul-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
05-Jul-2020 - 00:00,5.23,54.45,22.81,10.84,33.64,26.51,2.31,0.0,28.82,0.0,,0.0,0.0,57.07,2.7,28.44,71.41,,938.56,463.05,06-Jul-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
06-Jul-2020 - 00:00,5.23,73.45,21.95,11.33,33.28,26.06,2.48,0.0,26.81,0.0,,0.0,0.0,50.92,2.67,28.69,68.54,,944.06,463.51,07-Jul-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
07-Jul-2020 - 00:00,5.23,46.79,20.42,14.03,34.45,25.55,3.26,0.0,25.79,0.0,,0.0,0.0,75.5,2.67,28.51,72.42,,935.06,461.45,08-Jul-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
08-Jul-2020 - 00:00,5.23,30.86,17.01,10.8,27.64,22.49,3.21,0.0,16.68,0.0,,0.0,0.0,120.26,2.53,27.43,82.97,,919.17,458.86,09-Jul-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
09-Jul-2020 - 00:00,5.23,62.5,15.2,7.17,22.37,19.36,2.88,0.0,18.72,0.0,,0.0,0.0,143.32,2.46,27.39,82.09,,924.42,459.38,10-Jul-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
10-Jul-2020 - 00:00,5.23,46.66,15.8,9.1,24.9,20.41,2.5,0.0,17.08,0.0,,0.0,0.0,132.52,2.56,27.85,77.44,,940.78,460.4,11-Jul-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
11-Jul-2020 - 00:00,5.23,43.03,19.77,11.39,31.16,24.97,2.96,0.0,19.71,0.0,,0.0,0.0,96.36,2.59,28.54,72.05,,949.07,464.56,12-Jul-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
12-Jul-2020 - 00:00,5.23,34.31,23.27,10.24,33.5,26.96,3.07,0.0,25.25,0.0,,0.0,0.0,56.48,2.62,28.1,73.27,,947.49,466.53,13-Jul-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
13-Jul-2020 - 00:00,5.23,38.97,21.9,9.5,31.39,25.56,2.28,0.0,24.52,0.0,,0.0,0.0,62.22,2.6,28.06,72.54,,961.71,471.13,14-Jul-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
14-Jul-2020 - 00:00,5.23,30.44,22.57,9.14,31.71,25.62,2.88,0.0,26.51,0.0,,0.0,0.0,48.49,2.63,28.01,73.64,,971.51,470.93,15-Jul-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
15-Jul-2020 - 00:00,5.23,23.54,24.82,11.0,29.85,27.89,2.7,0.0,26.9,0.0,,0.0,0.0,55.25,2.66,27.1,79.1,,962.81,469.31,16-Jul-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
16-Jul-2020 - 00:00,6.77,25.91,15.74,7.35,12.03,20.5,1.81,0.0,16.92,0.0,,0.0,0.0,66.83,2.52,26.26,86.83,,979.37,468.51,17-Jul-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
17-Jul-2020 - 00:00,8.3,39.92,18.24,7.44,25.66,20.89,2.08,0.0,25.11,0.0,,0.0,0.0,150.29,2.61,27.66,76.39,,967.29,465.56,18-Jul-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
18-Jul-2020 - 00:00,8.3,45.65,16.8,8.59,25.39,24.82,2.77,0.0,16.87,0.0,,0.0,0.0,165.44,2.47,27.87,78.34,,950.16,462.6,19-Jul-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
19-Jul-2020 - 00:00,8.3,39.74,28.6,14.13,42.73,40.2,3.88,0.0,16.44,0.0,,0.0,0.0,69.89,2.59,28.43,75.8,,951.83,471.03,20-Jul-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
20-Jul-2020 - 00:00,8.3,47.08,22.17,9.81,31.98,32.49,3.57,0.0,15.47,0.0,,0.0,0.0,104.1,2.44,28.4,76.5,,961.96,469.46,21-Jul-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
21-Jul-2020 - 00:00,8.3,39.54,17.38,7.57,24.95,25.75,3.79,0.0,17.17,0.0,,0.0,0.0,231.31,2.35,29.21,71.26,,972.47,465.73,22-Jul-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
22-Jul-2020 - 00:00,8.3,32.0,20.39,9.41,29.8,29.72,2.67,0.0,17.11,0.0,,0.0,0.0,75.4,2.39,29.24,69.64,,961.58,469.55,23-Jul-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
23-Jul-2020 - 00:00,17.84,52.09,18.03,7.51,25.26,25.13,4.33,0.02,11.52,0.0,,0.0,0.0,120.5,2.35,27.94,82.53,,954.96,535.84,24-Jul-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
24-Jul-2020 - 00:00,15.29,30.57,16.75,7.1,23.85,22.11,4.0,1.51,15.59,0.0,,0.0,0.0,175.49,2.34,27.87,,,,596.23,25-Jul-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
25-Jul-2020 - 00:00,9.3,18.59,14.41,6.23,20.64,18.57,2.38,3.63,20.56,0.0,,0.0,0.0,293.94,2.41,27.53,,,,583.4,26-Jul-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
26-Jul-2020 - 00:00,7.04,14.09,21.0,10.28,31.24,25.47,1.46,0.0,25.95,0.0,,0.0,0.0,133.06,2.61,28.02,,,,592.58,27-Jul-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
27-Jul-2020 - 00:00,14.18,28.36,26.59,13.49,40.08,32.96,3.71,0.0,21.34,0.0,,0.0,0.0,53.35,2.66,28.29,52.93,,935.25,602.8,28-Jul-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
28-Jul-2020 - 00:00,21.48,42.97,20.84,9.54,30.37,24.66,3.16,0.0,20.87,0.0,,0.0,0.0,75.01,2.63,28.67,60.86,,942.61,622.13,29-Jul-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
29-Jul-2020 - 00:00,31.72,63.44,12.66,5.21,17.87,15.21,1.59,0.0,17.82,0.0,,0.0,0.0,107.16,2.38,28.42,66.31,,947.76,623.34,30-Jul-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
30-Jul-2020 - 00:00,21.7,43.41,13.42,6.24,19.66,16.98,2.75,0.0,14.45,0.0,,0.0,0.0,82.48,2.44,28.99,63.88,,947.22,610.93,31-Jul-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
31-Jul-2020 - 00:00,44.82,56.06,14.61,5.61,20.21,17.05,3.92,0.0,21.55,0.0,,0.0,0.0,98.64,2.49,28.98,62.04,,941.54,609.86,01-Aug-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
01-Aug-2020 - 00:00,8.89,17.78,15.29,6.14,21.43,17.91,3.6,0.0,24.4,0.0,,0.0,0.0,67.79,2.55,28.31,61.39,,931.22,596.69,02-Aug-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
02-Aug-2020 - 00:00,5.31,10.96,26.8,15.17,41.97,34.63,1.65,0.38,21.51,0.0,,0.0,0.0,110.9,2.59,28.14,63.91,,925.89,589.93,03-Aug-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
03-Aug-2020 - 00:00,11.73,23.46,26.12,18.14,43.72,34.05,1.84,1.17,21.68,0.0,,0.0,0.0,41.4,2.73,28.05,64.25,,932.12,602.28,04-Aug-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
04-Aug-2020 - 00:00,10.36,20.72,23.59,19.5,43.09,29.65,2.31,0.96,24.84,0.0,,0.0,0.0,30.31,2.88,27.67,65.07,,940.3,611.38,05-Aug-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
05-Aug-2020 - 00:00,13.43,26.87,18.47,14.09,32.57,23.55,3.11,0.0,20.25,0.0,,0.0,0.0,27.64,2.72,27.21,73.55,,940.83,348.33,06-Aug-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
06-Aug-2020 - 00:00,18.7,37.41,22.89,15.53,38.1,27.72,3.79,0.0,23.87,0.0,,0.0,0.0,45.16,2.78,28.5,64.25,,945.61,163.99,07-Aug-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
07-Aug-2020 - 00:00,27.93,55.86,22.57,14.47,36.29,28.39,3.2,0.0,20.38,0.0,,0.0,0.0,71.45,2.7,28.28,65.91,,946.33,164.21,08-Aug-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
08-Aug-2020 - 00:00,21.21,42.42,22.09,13.43,35.53,27.1,3.9,0.0,19.66,0.0,,0.0,0.0,42.76,2.67,28.1,65.05,,950.75,173.33,09-Aug-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
09-Aug-2020 - 00:00,34.66,69.33,26.97,10.74,37.72,29.66,3.06,0.0,27.14,0.0,,0.0,0.0,55.18,2.72,28.18,62.87,,955.91,181.91,10-Aug-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
10-Aug-2020 - 00:00,38.96,77.92,16.56,8.7,25.26,20.16,1.43,1.04,20.09,0.0,,0.0,0.0,27.82,2.62,27.35,70.44,,953.24,171.4,11-Aug-2020 - 00:00,"Vidayagiri, Bagalkot - KSPCB"
