from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,MP-Xylene,Eth-Benzene,AT,RH,WS,WD,SR,RF,to date,station
01-Aug-2020 - 00:00,16.96,32.51,8.56,2.15,6.16,25.57,6.52,0.44,16.54,6.07,0.59,1.29,0.46,2.62,26.25,97.73,0.63,183.92,120.95,0.16,02-Aug-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
02-Aug-2020 - 00:00,18.91,44.29,6.26,3.01,5.71,24.02,9.37,0.44,18.29,5.89,0.61,1.25,0.5,2.86,28.25,92.9,0.8,242.44,295.44,0.0,03-Aug-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
03-Aug-2020 - 00:00,35.13,75.22,7.75,2.13,5.76,30.43,8.25,0.53,22.32,5.67,0.51,0.96,0.43,2.02,30.04,89.51,0.63,216.35,259.64,0.0,04-Aug-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
04-Aug-2020 - 00:00,20.82,54.42,9.99,2.85,7.51,27.3,8.0,0.45,21.81,4.99,0.54,0.85,0.37,1.76,29.13,89.4,0.72,175.83,203.15,0.0,05-Aug-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
05-Aug-2020 - 00:00,17.2,39.71,9.89,3.3,7.75,28.24,5.01,0.5,11.26,5.36,0.55,0.9,0.43,1.81,29.41,89.12,0.7,132.86,235.87,0.0,06-Aug-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
06-Aug-2020 - 00:00,12.21,23.45,9.6,3.87,7.54,19.26,10.51,0.47,17.5,5.05,0.57,1.02,0.47,2.19,31.15,78.07,0.72,179.03,278.71,0.0,07-Aug-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
07-Aug-2020 - 00:00,10.15,23.31,8.73,2.31,6.43,18.16,9.01,0.37,18.0,4.32,0.46,0.9,0.42,1.79,30.14,81.31,0.96,137.73,251.37,0.0,08-Aug-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
08-Aug-2020 - 00:00,18.76,38.57,6.59,1.33,4.53,14.72,9.51,0.33,18.4,4.53,0.46,0.82,0.38,1.61,30.62,86.35,0.73,234.96,270.82,0.0,09-Aug-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
09-Aug-2020 - 00:00,18.84,43.33,8.99,0.78,5.07,18.69,6.68,0.47,13.89,4.3,0.47,0.86,0.4,1.15,29.08,95.19,0.59,193.48,121.79,0.0,10-Aug-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
10-Aug-2020 - 00:00,17.64,34.68,11.42,4.79,9.05,17.24,7.86,0.58,14.62,5.96,0.55,1.04,0.47,1.91,28.01,97.16,0.74,139.65,112.13,0.06,11-Aug-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
11-Aug-2020 - 00:00,21.12,45.77,9.12,3.78,7.84,21.52,9.32,0.48,16.81,5.2,0.46,0.84,0.37,1.59,28.93,95.26,0.79,193.22,231.86,0.01,12-Aug-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
12-Aug-2020 - 00:00,17.75,32.26,9.64,1.93,6.58,25.45,10.24,0.38,20.13,5.75,0.6,1.06,0.49,2.29,27.77,96.82,0.68,190.06,193.19,0.45,13-Aug-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
13-Aug-2020 - 00:00,13.02,33.96,10.98,3.97,8.93,19.56,6.97,0.41,12.82,5.24,0.48,0.87,0.41,2.05,26.69,98.66,1.29,135.68,125.56,0.42,14-Aug-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
14-Aug-2020 - 00:00,10.38,25.58,8.58,3.02,6.88,17.82,9.46,0.34,13.95,6.07,0.87,0.78,0.4,1.9,28.85,90.83,0.75,125.48,270.61,0.0,15-Aug-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
15-Aug-2020 - 00:00,15.21,28.8,7.73,2.59,6.11,18.16,7.85,0.42,14.7,5.89,0.8,0.88,0.45,2.23,29.53,89.68,0.66,132.67,269.23,0.0,16-Aug-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
16-Aug-2020 - 00:00,9.93,27.59,8.4,2.81,6.67,17.71,5.85,0.42,16.94,4.56,0.52,1.28,0.61,3.38,28.76,94.86,0.87,132.76,229.88,0.21,17-Aug-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
17-Aug-2020 - 00:00,13.07,31.52,10.18,3.13,7.82,14.88,8.95,0.46,11.16,4.78,0.49,1.18,0.54,2.88,28.57,97.13,0.82,142.43,168.82,0.0,18-Aug-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
18-Aug-2020 - 00:00,17.65,35.22,10.99,3.03,7.99,15.35,6.68,0.52,15.89,5.09,0.54,1.24,0.57,3.04,29.12,94.49,0.79,151.26,200.66,0.14,19-Aug-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
19-Aug-2020 - 00:00,15.77,30.95,11.54,3.4,8.77,24.05,6.39,0.49,9.4,5.68,0.47,1.05,0.46,2.65,26.17,98.84,0.99,143.78,81.58,0.09,20-Aug-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
20-Aug-2020 - 00:00,12.71,27.04,12.42,4.37,9.94,33.23,9.9,0.51,12.57,4.63,0.58,1.2,0.7,2.39,26.41,95.36,0.88,136.81,184.97,0.01,21-Aug-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
21-Aug-2020 - 00:00,7.65,22.71,11.0,10.17,13.89,30.44,10.66,0.6,3.97,5.59,0.98,1.59,0.88,3.64,25.35,98.81,0.68,129.08,72.32,0.24,22-Aug-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
22-Aug-2020 - 00:00,10.91,27.17,10.93,5.32,10.05,20.47,11.52,0.47,14.03,4.63,0.67,1.22,0.57,3.13,27.65,93.7,0.61,152.84,219.27,0.14,23-Aug-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
23-Aug-2020 - 00:00,9.03,20.39,8.82,2.28,6.44,14.26,9.77,0.45,14.08,3.51,0.45,0.7,0.41,1.82,27.47,95.85,0.9,125.32,211.32,0.3,24-Aug-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
24-Aug-2020 - 00:00,12.55,26.46,9.46,2.63,6.97,12.26,5.56,0.37,13.44,4.41,1.02,0.46,0.34,1.12,28.46,94.06,0.91,130.83,207.89,0.0,25-Aug-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
25-Aug-2020 - 00:00,11.3,26.91,10.0,4.97,8.18,,10.71,0.44,13.08,3.15,0.45,0.59,0.39,1.32,28.53,93.06,0.84,132.57,195.71,0.0,26-Aug-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
26-Aug-2020 - 00:00,19.75,36.37,7.78,2.39,6.02,35.56,9.75,0.41,14.19,5.11,2.37,0.86,1.73,1.85,28.65,93.19,1.06,170.73,259.54,0.0,27-Aug-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
27-Aug-2020 - 00:00,17.18,36.36,11.47,5.41,10.3,39.46,9.24,0.63,10.88,9.28,1.75,0.93,1.43,1.04,27.54,97.44,0.53,156.16,151.54,0.02,28-Aug-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
28-Aug-2020 - 00:00,16.17,44.41,8.9,4.31,8.12,36.9,9.73,0.48,8.72,3.44,0.27,0.56,0.39,1.01,27.24,97.55,0.57,217.68,175.09,0.0,29-Aug-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
29-Aug-2020 - 00:00,18.98,38.9,7.82,1.97,5.69,35.84,11.34,0.45,18.87,3.14,0.2,0.44,0.28,0.9,28.45,91.98,0.61,195.84,267.61,0.0,30-Aug-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
30-Aug-2020 - 00:00,12.56,25.58,8.62,1.98,6.04,36.55,8.95,0.33,15.85,2.22,0.11,0.15,0.13,0.24,27.81,92.58,0.83,110.89,194.96,0.05,31-Aug-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
31-Aug-2020 - 00:00,8.13,20.01,8.2,2.47,6.26,36.17,5.93,0.28,22.49,1.82,0.11,0.16,0.12,0.27,28.36,92.32,1.31,138.78,255.29,0.0,01-Sep-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
01-Sep-2020 - 00:00,16.55,40.77,10.67,2.23,7.37,37.15,9.72,0.38,20.8,4.98,2.21,1.68,2.28,1.73,28.58,90.87,0.96,144.5,255.8,0.0,02-Sep-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
02-Sep-2020 - 00:00,14.79,41.11,10.61,1.74,6.95,36.63,9.29,0.38,23.5,3.6,0.35,0.89,3.49,2.37,29.15,91.35,0.78,130.47,256.1,0.0,03-Sep-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
03-Sep-2020 - 00:00,14.99,37.28,12.75,4.48,10.21,38.69,6.42,0.44,13.37,3.2,0.27,0.22,2.92,1.73,27.95,97.19,0.63,126.93,162.53,0.03,04-Sep-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
04-Sep-2020 - 00:00,11.87,34.75,9.48,3.34,6.99,35.49,4.61,0.37,15.23,2.46,0.19,0.09,0.77,0.97,28.49,92.4,0.6,139.85,220.94,0.0,05-Sep-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
05-Sep-2020 - 00:00,19.57,58.22,8.91,0.83,5.21,34.87,5.53,0.39,20.17,3.99,0.17,0.06,0.33,0.78,28.31,94.31,0.58,214.2,176.9,0.0,06-Sep-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
06-Sep-2020 - 00:00,20.0,50.24,8.17,1.08,5.07,34.16,4.68,0.37,17.34,2.54,0.14,0.05,0.24,0.73,27.35,94.5,0.71,231.48,217.45,0.0,07-Sep-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
07-Sep-2020 - 00:00,14.87,44.66,7.25,1.29,4.72,33.17,9.86,0.35,23.94,2.44,0.17,0.05,2.45,0.58,28.12,91.89,0.76,253.0,270.56,0.0,08-Sep-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
08-Sep-2020 - 00:00,18.84,46.23,7.33,1.53,4.33,33.33,7.34,0.34,27.08,3.48,0.4,0.11,3.72,0.83,28.23,91.27,0.86,248.23,268.01,0.0,09-Sep-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
09-Sep-2020 - 00:00,18.03,59.86,6.45,2.82,4.06,32.45,5.1,0.35,27.9,5.15,0.7,0.1,1.34,0.77,28.35,90.89,0.95,268.22,274.96,0.0,10-Sep-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
10-Sep-2020 - 00:00,29.14,77.66,6.47,2.39,3.63,32.38,5.95,0.41,31.31,4.79,0.63,0.06,1.19,0.63,28.43,90.74,1.06,271.44,263.43,0.0,11-Sep-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
11-Sep-2020 - 00:00,36.5,85.76,8.8,2.44,5.1,34.48,7.39,0.35,29.12,4.45,0.58,0.06,1.12,0.63,28.94,85.43,0.69,222.46,273.93,0.0,12-Sep-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
12-Sep-2020 - 00:00,33.65,82.28,6.22,1.63,3.17,31.95,7.47,0.41,31.13,4.47,0.58,0.06,2.46,0.62,29.08,90.03,0.69,200.09,234.56,0.0,13-Sep-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
13-Sep-2020 - 00:00,40.75,95.28,6.12,2.22,3.22,32.11,1.76,0.5,23.95,4.87,0.54,0.06,1.41,0.67,28.76,96.7,0.47,187.58,145.81,0.0,14-Sep-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
14-Sep-2020 - 00:00,38.03,95.58,5.04,4.31,4.19,31.06,4.05,0.4,27.33,4.64,0.44,0.06,0.74,0.6,28.95,92.59,0.68,230.1,207.33,0.0,15-Sep-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
15-Sep-2020 - 00:00,35.7,92.34,5.45,3.99,8.45,31.26,5.9,0.4,31.86,5.55,0.35,0.06,0.52,0.57,29.17,92.05,0.9,201.98,234.76,0.0,16-Sep-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
16-Sep-2020 - 00:00,40.18,104.0,5.39,3.14,8.29,31.38,4.07,0.42,35.01,4.34,0.27,0.04,0.24,0.48,29.92,89.13,1.05,271.13,238.94,0.0,17-Sep-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
17-Sep-2020 - 00:00,33.81,92.56,5.2,3.33,8.67,31.24,4.59,0.39,34.72,3.55,0.27,0.04,0.19,0.48,29.18,87.54,1.05,291.61,243.83,0.0,18-Sep-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
18-Sep-2020 - 00:00,35.97,88.16,5.39,3.4,8.31,31.42,3.06,0.38,38.82,3.68,0.29,0.07,1.24,0.44,29.17,87.89,1.1,296.63,259.56,0.0,19-Sep-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
19-Sep-2020 - 00:00,44.06,97.84,5.38,3.15,8.53,31.33,7.51,0.51,34.67,4.45,0.35,0.04,0.4,0.38,28.72,88.75,0.6,176.9,214.88,0.0,20-Sep-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
20-Sep-2020 - 00:00,36.99,95.22,5.34,3.16,8.69,31.27,3.53,0.41,39.19,3.9,0.34,0.04,0.15,0.51,28.93,89.37,0.91,244.58,233.61,0.0,21-Sep-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
21-Sep-2020 - 00:00,34.98,91.65,5.29,3.14,8.93,31.39,4.94,0.5,30.31,4.42,0.28,0.05,0.16,0.47,29.34,82.44,0.48,218.96,238.6,0.0,22-Sep-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
22-Sep-2020 - 00:00,27.1,68.14,5.08,3.13,8.63,31.14,3.31,0.58,19.17,4.39,0.09,0.06,0.16,0.39,29.1,89.03,0.64,138.54,221.3,0.0,23-Sep-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
23-Sep-2020 - 00:00,24.63,57.39,5.37,3.23,8.41,31.41,2.57,0.45,31.47,3.82,0.08,0.05,0.13,0.4,27.83,90.43,0.66,160.68,207.43,0.0,24-Sep-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
24-Sep-2020 - 00:00,27.86,58.67,5.21,3.24,8.71,31.22,5.65,0.59,28.68,4.75,0.09,0.06,0.14,0.42,26.52,96.6,0.6,165.15,178.65,0.0,25-Sep-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
25-Sep-2020 - 00:00,45.89,93.97,5.07,2.77,8.76,31.14,4.59,0.53,25.61,5.5,0.09,0.1,0.9,0.36,27.39,92.59,0.69,186.08,208.2,0.0,26-Sep-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
26-Sep-2020 - 00:00,48.1,106.35,11.96,1.48,11.42,37.85,5.42,0.46,27.08,4.42,0.08,0.06,0.19,0.41,27.05,81.0,0.67,196.39,206.46,0.0,27-Sep-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
27-Sep-2020 - 00:00,46.27,111.32,14.72,2.79,9.97,40.8,6.28,0.41,30.48,4.31,0.07,0.06,0.13,0.56,26.2,82.61,0.81,233.72,243.35,0.0,28-Sep-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
28-Sep-2020 - 00:00,46.26,115.53,13.87,3.01,9.67,39.88,7.33,0.34,36.53,3.32,0.06,0.04,0.1,0.45,26.04,77.19,0.89,268.51,245.21,0.0,29-Sep-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
29-Sep-2020 - 00:00,45.88,122.21,13.21,2.69,9.04,32.05,6.23,0.4,39.87,3.77,0.08,0.04,0.09,0.37,26.11,79.5,1.09,270.58,245.06,0.0,30-Sep-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
30-Sep-2020 - 00:00,41.11,118.86,15.26,2.03,9.51,38.34,5.07,0.34,43.74,3.85,0.08,0.04,0.12,0.4,26.06,73.64,1.26,301.91,249.56,0.0,01-Oct-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
01-Oct-2020 - 00:00,36.84,109.13,18.76,2.74,11.97,42.4,6.13,0.42,35.22,4.02,0.09,0.05,0.11,0.52,26.13,73.05,0.89,243.75,258.0,0.0,02-Oct-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
02-Oct-2020 - 00:00,32.99,100.51,19.84,3.49,13.16,39.15,6.18,0.39,39.21,4.08,0.27,0.05,0.12,0.52,25.71,70.53,0.64,181.82,240.52,0.0,03-Oct-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
03-Oct-2020 - 00:00,39.22,103.84,20.78,3.13,13.37,38.75,5.92,0.43,32.89,4.17,0.41,0.07,0.38,0.43,25.68,69.44,0.64,176.62,237.39,0.0,04-Oct-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
04-Oct-2020 - 00:00,35.01,99.64,17.7,3.2,11.84,36.17,4.43,0.39,42.76,4.92,0.4,0.09,0.22,0.44,25.63,68.99,0.68,234.34,232.13,0.0,05-Oct-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
05-Oct-2020 - 00:00,41.12,124.41,16.36,3.1,11.04,45.01,6.04,0.39,41.59,4.34,0.36,0.05,0.17,0.34,25.56,65.62,0.97,262.47,231.86,0.0,06-Oct-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
06-Oct-2020 - 00:00,41.54,119.37,18.66,3.05,12.14,55.63,7.06,0.48,42.08,6.05,0.47,0.06,0.14,0.37,25.52,68.58,0.79,220.22,235.65,0.0,07-Oct-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
07-Oct-2020 - 00:00,43.41,116.59,19.79,2.98,12.59,55.83,7.88,0.47,43.87,5.45,0.47,0.06,0.11,0.44,25.85,64.35,0.79,206.03,245.63,0.0,08-Oct-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
08-Oct-2020 - 00:00,47.81,125.74,19.36,2.76,12.31,57.32,8.95,0.53,43.36,5.63,0.46,0.07,0.12,0.48,25.54,71.78,0.69,244.78,221.39,0.0,09-Oct-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
09-Oct-2020 - 00:00,48.37,123.29,23.18,3.61,14.98,63.9,8.37,0.56,38.41,6.2,0.46,0.06,0.12,0.41,25.19,73.57,0.53,197.01,208.93,0.0,10-Oct-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
10-Oct-2020 - 00:00,43.43,118.79,20.85,2.45,12.83,61.56,8.59,0.51,40.97,5.1,0.41,0.06,0.12,0.44,25.73,71.91,0.64,221.96,211.44,0.0,11-Oct-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
11-Oct-2020 - 00:00,43.78,113.87,27.83,4.68,18.2,74.37,6.35,0.54,34.44,5.45,0.38,0.07,0.13,0.5,25.21,71.6,0.49,185.89,205.7,0.0,12-Oct-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
12-Oct-2020 - 00:00,41.01,116.85,33.04,7.59,23.44,84.54,9.88,0.74,38.17,9.24,0.81,0.14,0.2,0.24,25.66,74.75,0.42,135.0,186.69,0.0,13-Oct-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
13-Oct-2020 - 00:00,50.59,138.43,28.75,6.6,20.35,70.59,10.0,0.82,32.19,9.01,0.84,0.13,0.24,0.37,26.04,77.57,0.49,108.25,179.16,0.0,14-Oct-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
14-Oct-2020 - 00:00,62.78,148.68,22.34,3.95,14.82,54.06,15.9,0.7,38.57,10.27,0.72,0.09,0.16,0.33,25.22,75.93,0.49,173.42,170.05,0.0,15-Oct-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
15-Oct-2020 - 00:00,49.5,122.72,21.15,5.33,15.33,53.97,5.07,0.62,28.17,7.37,0.6,0.09,0.13,0.24,24.19,67.83,0.63,195.92,194.16,0.0,16-Oct-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
16-Oct-2020 - 00:00,55.35,125.0,28.95,9.74,23.07,78.38,4.88,0.87,27.64,9.18,0.78,0.14,0.15,0.46,23.73,72.59,0.36,166.39,186.7,0.0,17-Oct-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
17-Oct-2020 - 00:00,62.74,133.35,26.56,5.5,18.31,70.75,6.21,0.71,36.36,9.93,0.69,0.09,0.14,0.61,23.76,72.31,0.5,215.98,183.9,0.0,18-Oct-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
18-Oct-2020 - 00:00,51.22,111.33,22.9,2.84,14.27,57.43,5.51,0.55,36.88,6.81,0.57,0.06,0.12,0.61,23.68,61.64,0.68,230.87,200.16,0.0,19-Oct-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
19-Oct-2020 - 00:00,39.2,104.19,23.57,3.8,15.27,57.46,7.18,0.49,34.51,5.39,0.48,0.05,0.1,0.47,23.65,54.92,0.61,215.84,217.87,0.0,20-Oct-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
20-Oct-2020 - 00:00,45.09,101.4,33.87,9.8,25.72,76.05,6.65,0.56,32.82,6.53,0.63,0.09,0.2,0.52,22.86,54.69,0.65,213.96,206.53,0.0,21-Oct-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
21-Oct-2020 - 00:00,58.22,129.92,29.91,4.33,19.28,58.58,6.33,0.57,39.06,7.22,0.68,0.09,0.15,0.66,22.17,55.61,0.75,177.58,194.61,0.0,22-Oct-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
22-Oct-2020 - 00:00,48.76,109.33,35.34,10.9,27.1,69.53,6.5,0.62,25.82,7.41,0.7,0.1,0.15,0.71,22.8,47.8,0.53,135.8,170.27,0.0,23-Oct-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
23-Oct-2020 - 00:00,44.94,104.17,35.4,16.66,31.53,74.62,6.31,0.69,30.14,7.75,0.77,0.12,0.17,0.79,22.21,42.7,0.55,154.22,187.07,0.0,24-Oct-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
24-Oct-2020 - 00:00,58.0,128.9,36.99,14.03,30.61,77.29,8.27,0.78,30.62,9.32,0.87,0.12,0.22,1.0,21.69,61.09,0.54,201.38,188.38,0.0,25-Oct-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
25-Oct-2020 - 00:00,61.1,133.58,29.56,5.13,19.54,59.87,9.56,0.61,35.41,7.72,0.81,0.08,0.16,1.07,22.24,60.9,0.63,144.13,185.08,0.0,26-Oct-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
26-Oct-2020 - 00:00,56.98,134.5,27.51,6.46,19.63,58.17,8.92,0.57,31.04,6.91,0.65,0.07,0.13,0.87,21.48,51.54,0.74,216.12,176.74,0.0,27-Oct-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
27-Oct-2020 - 00:00,53.47,117.78,29.33,6.12,19.87,56.81,8.09,0.57,28.98,6.14,0.59,0.08,0.13,0.91,20.37,54.63,0.68,202.14,192.74,0.0,28-Oct-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
28-Oct-2020 - 00:00,63.0,151.02,41.8,26.3,42.34,90.4,11.67,0.82,23.35,9.67,0.8,0.15,0.2,0.86,19.84,67.07,0.48,166.31,178.98,0.0,29-Oct-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
29-Oct-2020 - 00:00,55.23,126.85,35.18,9.24,25.86,62.54,8.29,0.67,31.81,7.96,0.71,0.11,0.16,0.96,20.51,61.05,0.5,153.25,172.13,0.0,30-Oct-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
30-Oct-2020 - 00:00,52.45,125.74,32.01,7.67,22.7,61.32,8.77,0.68,25.97,10.17,3.29,3.31,3.59,3.97,19.71,63.64,0.59,205.72,182.75,0.0,31-Oct-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
31-Oct-2020 - 00:00,57.8,126.04,27.81,3.78,17.59,57.26,6.63,0.56,27.53,7.03,0.62,0.13,0.27,1.9,20.21,58.34,0.77,230.15,183.0,0.0,01-Nov-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
01-Nov-2020 - 00:00,61.68,142.95,31.5,5.48,20.36,60.36,7.65,0.71,29.03,8.27,0.82,0.12,0.21,2.55,19.38,64.08,0.55,197.15,176.14,0.0,02-Nov-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
02-Nov-2020 - 00:00,64.01,139.2,31.73,12.72,25.97,64.12,7.97,0.81,29.76,8.0,0.77,0.12,0.18,2.29,18.85,67.19,0.54,214.5,166.68,0.0,03-Nov-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
03-Nov-2020 - 00:00,79.97,173.75,40.63,24.0,40.42,85.75,15.29,1.09,29.44,10.92,1.06,0.18,0.24,2.5,18.37,75.28,0.44,159.49,145.72,0.0,04-Nov-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
04-Nov-2020 - 00:00,88.57,188.0,32.71,8.53,24.0,67.26,7.43,0.9,29.61,9.66,2.83,2.14,2.2,3.7,18.75,74.9,0.55,202.97,153.79,0.0,05-Nov-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
05-Nov-2020 - 00:00,77.12,157.97,33.96,13.26,28.3,67.95,10.08,0.8,24.01,3.3,0.2,0.03,0.05,0.33,18.78,67.7,0.53,150.06,162.48,0.0,06-Nov-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
06-Nov-2020 - 00:00,55.49,113.59,35.58,18.6,33.01,86.93,7.18,0.6,26.76,2.12,0.15,0.03,0.03,0.24,18.95,61.77,0.58,186.72,181.58,0.0,07-Nov-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
07-Nov-2020 - 00:00,51.97,119.53,33.97,12.97,26.21,72.58,8.39,0.63,25.26,2.22,0.15,0.03,0.03,0.23,18.39,60.4,0.67,193.61,168.39,0.0,08-Nov-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
08-Nov-2020 - 00:00,71.0,152.13,39.88,16.04,32.64,79.66,9.57,0.89,25.14,3.16,0.23,0.05,0.04,0.25,17.72,72.81,0.45,130.48,148.93,0.0,09-Nov-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
09-Nov-2020 - 00:00,65.11,144.03,35.95,15.18,29.96,74.3,8.65,0.81,26.27,2.9,0.21,0.04,0.04,0.21,18.29,67.36,0.46,152.77,155.8,0.0,10-Nov-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
10-Nov-2020 - 00:00,55.72,130.43,37.12,40.96,52.13,105.01,11.86,0.98,17.59,3.23,0.26,0.06,0.06,0.22,19.4,62.0,0.48,106.89,157.3,0.0,11-Nov-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
11-Nov-2020 - 00:00,63.84,158.35,41.2,33.77,48.33,113.11,8.22,0.94,23.86,3.37,0.24,0.05,0.05,0.21,19.26,65.23,0.46,114.18,137.1,0.0,12-Nov-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
12-Nov-2020 - 00:00,73.39,156.92,37.13,33.9,46.53,107.22,9.18,1.08,21.69,9.56,2.45,2.36,2.47,2.64,18.17,74.51,0.38,134.0,134.19,0.0,13-Nov-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
13-Nov-2020 - 00:00,71.46,145.48,30.69,16.42,29.29,76.33,5.88,0.78,25.53,9.81,0.8,0.2,0.22,1.82,17.57,70.12,0.47,155.47,152.25,0.0,14-Nov-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
14-Nov-2020 - 00:00,69.34,138.99,31.19,22.54,34.25,80.72,8.57,0.87,22.41,9.02,0.81,0.17,0.22,1.82,17.04,71.52,0.37,144.03,139.76,0.0,15-Nov-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
