from date,PM2.5,PM10,NO2,NOx,NO,NH3,SO2,CO,Ozone,Benzene,Toluene,MP-Xylene,Eth-Benzene,AT,WS,WD,RH,BP,SR,RF,to date,station
13-Sep-2020 - 00:00,,2.14,0.11,16.04,12.33,34.06,15.39,0.14,3.96,0.0,0.0,0.0,0.0,,,,,,,,14-Sep-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
14-Sep-2020 - 00:00,,3.17,0.13,15.68,12.04,34.03,15.66,0.14,4.23,0.0,0.0,0.0,0.0,,,,,,,,15-Sep-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
15-Sep-2020 - 00:00,,3.28,0.14,15.69,11.99,32.64,15.87,0.14,4.45,0.0,0.0,0.0,0.0,,,,,,,,16-Sep-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
16-Sep-2020 - 00:00,,2.86,0.15,15.81,12.05,33.6,16.19,0.16,4.44,0.0,0.0,0.0,0.0,,,,,,,,17-Sep-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
17-Sep-2020 - 00:00,4.0,3.91,0.14,15.84,12.12,32.4,16.44,0.16,4.18,0.0,0.0,0.0,0.0,,,,,,,,18-Sep-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
18-Sep-2020 - 00:00,5.69,9.92,0.14,16.37,12.5,35.24,16.87,0.22,4.2,0.0,0.0,0.0,0.0,,,,,,,,19-Sep-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
19-Sep-2020 - 00:00,,9.54,0.13,15.9,12.09,31.19,17.74,0.21,4.65,0.0,0.0,0.0,0.0,,,,,,,,20-Sep-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
20-Sep-2020 - 00:00,1.4,4.93,0.1,15.51,11.78,23.04,17.56,0.18,5.4,0.0,0.0,0.0,0.0,,,,,,,,21-Sep-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
21-Sep-2020 - 00:00,2.29,12.22,0.22,16.94,12.76,24.75,17.34,0.29,4.54,0.0,0.0,0.0,0.0,,,,,,,,22-Sep-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
22-Sep-2020 - 00:00,,3.61,0.19,16.1,12.16,32.83,17.53,0.19,5.1,0.0,0.0,0.0,0.0,,,,,,,,23-Sep-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
23-Sep-2020 - 00:00,,4.41,0.19,16.0,12.12,33.93,17.43,0.15,4.96,0.0,0.0,0.0,0.0,,,,,,,,24-Sep-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
24-Sep-2020 - 00:00,,8.56,0.16,16.24,12.29,37.47,17.83,0.16,4.89,0.0,0.0,0.0,0.0,,,,,,,,25-Sep-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
25-Sep-2020 - 00:00,0.72,5.54,0.42,16.67,12.34,24.63,17.72,0.18,5.46,10.51,10.3,0.02,0.05,,2.1,182.99,93.23,886.99,7.02,,26-Sep-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
26-Sep-2020 - 00:00,,12.68,0.14,16.05,12.14,31.43,18.16,0.16,5.12,0.11,0.15,0.01,0.05,,1.96,160.76,94.67,886.79,84.61,,27-Sep-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
27-Sep-2020 - 00:00,1.07,6.15,0.08,15.68,12.01,29.87,18.15,0.14,4.58,5.91,5.92,0.0,0.02,,1.61,153.64,87.41,887.46,139.24,,28-Sep-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
28-Sep-2020 - 00:00,1.08,12.86,0.2,17.27,13.01,29.86,18.56,0.29,4.2,0.0,0.0,0.0,0.0,,0.98,174.18,89.67,887.29,113.76,,29-Sep-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
29-Sep-2020 - 00:00,2.96,14.61,0.19,17.56,13.2,30.65,19.05,0.32,4.09,0.0,0.0,0.0,0.0,,1.2,127.22,91.29,886.71,100.47,,30-Sep-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
30-Sep-2020 - 00:00,,9.78,0.25,16.87,12.7,31.62,19.43,0.27,4.31,0.0,0.0,0.0,0.0,,1.53,134.7,89.95,885.72,101.67,,01-Oct-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
01-Oct-2020 - 00:00,1.03,12.61,0.42,17.21,12.83,30.72,19.49,0.29,4.44,0.0,0.0,0.0,0.0,,1.37,129.34,89.5,885.57,133.28,,02-Oct-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
02-Oct-2020 - 00:00,,9.26,0.19,16.53,12.52,30.93,19.53,0.26,4.22,0.0,0.0,0.0,0.0,,0.96,178.41,91.03,886.82,80.55,,03-Oct-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
03-Oct-2020 - 00:00,,2.07,0.1,16.03,12.33,30.75,19.0,0.23,4.22,0.0,0.0,0.0,0.0,,0.99,123.01,99.07,887.13,0.5,,04-Oct-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
04-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,05-Oct-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
05-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,06-Oct-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
06-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,07-Oct-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
07-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,08-Oct-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
08-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,09-Oct-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
09-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,10-Oct-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
10-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,11-Oct-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
11-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,12-Oct-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
12-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,13-Oct-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
13-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,14-Oct-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
14-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,15-Oct-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
15-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,16-Oct-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
16-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,17-Oct-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
17-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,18-Oct-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
18-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,19-Oct-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
19-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,20-Oct-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
20-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,21-Oct-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
21-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,22-Oct-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
22-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,23-Oct-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
23-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,24-Oct-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
24-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,25-Oct-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
25-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,26-Oct-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
26-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,27-Oct-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
27-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,28-Oct-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
28-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,29-Oct-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
29-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,30-Oct-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
30-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,31-Oct-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
31-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,01-Nov-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
01-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,02-Nov-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
02-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,03-Nov-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
03-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,04-Nov-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
04-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,05-Nov-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
05-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,06-Nov-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
06-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,07-Nov-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
07-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,08-Nov-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
08-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,09-Nov-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
09-Nov-2020 - 00:00,4.97,18.38,0.26,16.89,12.6,,24.13,0.36,4.37,0.0,,0.0,0.0,,,,,,,,10-Nov-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
10-Nov-2020 - 00:00,2.44,14.18,0.41,16.38,12.15,,13.0,0.26,5.42,0.0,,0.0,0.0,,,,,,,,11-Nov-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
11-Nov-2020 - 00:00,5.35,17.51,0.54,16.5,12.2,,1.83,0.28,5.21,0.0,0.0,0.0,0.0,,,,,,,,12-Nov-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
12-Nov-2020 - 00:00,6.22,19.5,0.33,16.34,12.18,,2.26,0.32,2.57,0.0,,0.0,0.0,,,,,,,,13-Nov-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
13-Nov-2020 - 00:00,4.36,17.5,0.42,16.35,12.09,,2.23,0.29,0.88,0.0,0.0,0.0,0.0,,,,,,,,14-Nov-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
14-Nov-2020 - 00:00,2.48,6.83,0.16,15.54,11.93,,1.38,0.26,0.44,0.0,,0.0,0.0,,,,,,,,15-Nov-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
15-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,16-Nov-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
16-Nov-2020 - 00:00,2.15,12.21,0.77,16.96,12.28,,3.93,0.24,2.4,0.0,,0.0,0.0,,,,,,,,17-Nov-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
17-Nov-2020 - 00:00,26.06,49.91,0.71,16.25,11.8,,2.66,0.34,2.89,0.0,,0.0,0.0,,,,,,,,18-Nov-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
18-Nov-2020 - 00:00,22.67,46.37,0.58,16.26,11.87,,3.34,0.33,1.89,0.0,,0.0,0.0,,,,,,,,19-Nov-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
19-Nov-2020 - 00:00,29.1,59.39,0.52,16.15,11.86,,4.07,0.37,1.48,0.0,,0.0,0.0,,,,,,,,20-Nov-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
20-Nov-2020 - 00:00,36.9,64.16,0.61,16.21,11.87,,3.84,0.38,1.85,0.0,,0.0,0.0,,,,,,,,21-Nov-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
21-Nov-2020 - 00:00,27.26,46.58,0.54,16.15,11.85,,4.06,0.31,1.81,0.0,,0.0,0.0,,,,,,,,22-Nov-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
22-Nov-2020 - 00:00,32.73,47.76,0.15,15.62,11.76,,3.68,0.26,1.61,0.0,,0.0,0.0,,,,,,,,23-Nov-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
23-Nov-2020 - 00:00,22.8,40.59,0.51,16.5,12.1,,4.3,0.31,1.29,0.0,,0.0,0.0,,,,,,,,24-Nov-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
24-Nov-2020 - 00:00,5.94,13.16,0.63,16.43,12.0,18.28,4.46,0.22,2.1,0.0,,0.0,0.0,,,,,,,,25-Nov-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
25-Nov-2020 - 00:00,3.45,13.96,0.57,16.28,11.95,22.94,4.8,0.19,2.88,0.0,,0.0,0.0,,,,,,,,26-Nov-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
26-Nov-2020 - 00:00,2.08,12.73,0.27,16.29,12.16,20.14,4.81,0.22,1.43,0.0,,0.0,0.0,,,,,,,,27-Nov-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
27-Nov-2020 - 00:00,4.08,15.91,0.66,16.14,12.1,20.28,3.36,0.23,2.47,0.0,0.0,0.0,0.0,,,,,,,,28-Nov-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
28-Nov-2020 - 00:00,4.17,18.13,0.31,16.29,12.09,17.21,1.57,0.27,0.03,0.0,,0.0,0.0,,,,,,,,29-Nov-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
29-Nov-2020 - 00:00,2.1,10.53,0.1,15.69,11.88,21.26,2.05,0.21,0.03,0.0,,0.0,0.0,,,,,,,,30-Nov-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
30-Nov-2020 - 00:00,3.15,17.17,0.23,16.33,12.23,23.86,1.84,0.23,0.92,0.0,,0.0,0.0,,,,,,,,01-Dec-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
01-Dec-2020 - 00:00,1.06,10.63,0.06,15.77,11.96,17.31,2.14,0.25,,0.0,,0.0,0.0,,,,,,,,02-Dec-2020 - 00:00,"Sikulpuikawn, Aizawl - Mizoram PCB"
