from date,PM10,O Xylene,WD,RH,SR,NO,NO2,NOx,Ozone,Temp,CO,WS,RF,PM2.5,NH3,SO2,Benzene,Toluene,MP-Xylene,Eth-Benzene,to date,station
18-Apr-2020 - 00:00,94.66,2.26,259.46,48.22,120.88,1.38,11.2,7.11,45.56,26.95,0.17,0.16,0.0,25.19,13.09,5.07,0.96,15.46,2.59,1.8,19-Apr-2020 - 00:00,"Sirifort, Delhi - CPCB"
19-Apr-2020 - 00:00,56.28,2.8,237.29,58.31,140.85,1.91,14.65,9.32,53.37,25.18,0.24,0.16,0.0,26.63,11.95,5.92,1.06,15.93,3.31,1.71,20-Apr-2020 - 00:00,"Sirifort, Delhi - CPCB"
20-Apr-2020 - 00:00,84.38,7.43,259.04,56.37,90.72,3.26,19.34,12.96,37.65,24.06,0.51,0.14,0.0,40.93,10.85,7.44,1.4,23.44,2.88,4.06,21-Apr-2020 - 00:00,"Sirifort, Delhi - CPCB"
21-Apr-2020 - 00:00,76.64,5.39,259.89,51.0,136.05,1.45,14.17,8.8,61.22,25.48,0.25,0.13,0.0,36.1,12.59,6.46,5.1,35.25,5.46,2.66,22-Apr-2020 - 00:00,"Sirifort, Delhi - CPCB"
22-Apr-2020 - 00:00,103.51,4.35,283.57,41.82,160.5,1.75,17.0,10.44,49.98,28.39,0.41,0.11,0.0,56.76,11.58,7.45,1.43,20.83,3.21,2.21,23-Apr-2020 - 00:00,"Sirifort, Delhi - CPCB"
23-Apr-2020 - 00:00,102.28,22.94,271.47,37.64,100.8,1.91,18.99,11.61,33.85,29.23,0.44,0.13,0.0,46.38,10.67,6.78,22.62,137.74,20.42,15.07,24-Apr-2020 - 00:00,"Sirifort, Delhi - CPCB"
24-Apr-2020 - 00:00,127.88,0.0,258.9,42.04,153.86,1.58,17.75,10.53,46.35,26.6,0.5,0.12,0.0,73.83,11.51,6.94,,,0.0,0.0,25-Apr-2020 - 00:00,"Sirifort, Delhi - CPCB"
25-Apr-2020 - 00:00,74.91,,273.88,38.28,123.15,1.51,13.62,8.54,45.6,24.32,0.29,0.13,0.0,31.58,12.11,5.68,,,,,26-Apr-2020 - 00:00,"Sirifort, Delhi - CPCB"
26-Apr-2020 - 00:00,100.29,,292.73,58.32,54.46,1.48,12.45,7.83,56.11,20.06,0.38,0.17,0.01,46.04,12.21,6.05,,,,,27-Apr-2020 - 00:00,"Sirifort, Delhi - CPCB"
27-Apr-2020 - 00:00,48.5,,315.97,55.93,167.08,1.3,8.82,5.86,66.32,22.07,0.21,0.14,0.0,24.34,13.04,4.02,,,,,28-Apr-2020 - 00:00,"Sirifort, Delhi - CPCB"
28-Apr-2020 - 00:00,69.41,,321.7,52.82,116.63,1.5,14.16,8.81,49.93,22.86,0.31,0.13,0.0,35.14,11.95,4.63,,,,,29-Apr-2020 - 00:00,"Sirifort, Delhi - CPCB"
29-Apr-2020 - 00:00,98.84,,304.85,50.46,128.74,1.5,14.16,8.81,40.28,24.05,0.41,0.13,0.0,49.45,11.95,5.58,,,,,30-Apr-2020 - 00:00,"Sirifort, Delhi - CPCB"
30-Apr-2020 - 00:00,111.8,0.0,289.79,45.61,169.01,1.6,13.48,8.34,50.23,25.55,0.35,0.14,0.0,50.48,12.05,4.88,,,0.0,0.0,01-May-2020 - 00:00,"Sirifort, Delhi - CPCB"
01-May-2020 - 00:00,128.74,,306.77,48.59,157.44,1.61,12.49,8.03,45.99,25.34,0.35,0.13,0.0,55.49,12.12,4.77,,,,,02-May-2020 - 00:00,"Sirifort, Delhi - CPCB"
02-May-2020 - 00:00,104.83,0.0,315.3,48.5,156.29,1.52,10.19,6.68,57.28,25.09,0.23,0.14,0.0,34.0,14.07,6.1,,,0.0,0.0,03-May-2020 - 00:00,"Sirifort, Delhi - CPCB"
03-May-2020 - 00:00,78.38,,284.76,59.73,121.49,1.59,12.22,7.87,47.92,22.47,0.29,0.16,0.03,31.87,14.07,6.5,,,0.0,,04-May-2020 - 00:00,"Sirifort, Delhi - CPCB"
04-May-2020 - 00:00,51.37,,226.96,55.61,137.38,1.44,16.05,9.8,53.76,22.64,0.27,0.11,0.01,23.62,13.3,7.61,,,,,05-May-2020 - 00:00,"Sirifort, Delhi - CPCB"
05-May-2020 - 00:00,87.18,,264.67,47.59,146.28,2.11,16.95,10.76,52.47,24.24,0.43,0.13,0.0,45.8,12.97,9.02,,,,,06-May-2020 - 00:00,"Sirifort, Delhi - CPCB"
06-May-2020 - 00:00,138.75,,285.11,45.9,86.34,1.73,20.71,12.42,48.42,23.11,0.47,0.15,0.0,52.65,11.62,9.24,,,,,07-May-2020 - 00:00,"Sirifort, Delhi - CPCB"
07-May-2020 - 00:00,77.65,3.67,290.07,39.16,155.98,2.47,19.97,12.75,87.87,25.26,0.29,0.13,0.0,29.88,12.4,7.19,0.47,17.45,3.06,1.88,08-May-2020 - 00:00,"Sirifort, Delhi - CPCB"
08-May-2020 - 00:00,111.15,3.14,271.58,43.27,158.34,3.93,24.99,16.81,123.04,27.52,0.3,0.13,0.0,43.09,12.61,7.1,0.81,19.96,2.98,1.88,09-May-2020 - 00:00,"Sirifort, Delhi - CPCB"
09-May-2020 - 00:00,144.08,-0.01,301.48,44.07,144.25,3.79,24.42,16.42,128.9,28.38,0.33,0.13,0.0,52.65,13.08,8.42,,,-0.01,-0.01,10-May-2020 - 00:00,"Sirifort, Delhi - CPCB"
10-May-2020 - 00:00,114.18,-0.01,283.53,52.14,57.65,3.83,24.93,16.74,135.87,24.26,0.25,0.18,0.0,39.53,12.63,8.5,,,-0.01,-0.01,11-May-2020 - 00:00,"Sirifort, Delhi - CPCB"
11-May-2020 - 00:00,92.35,9.25,308.32,53.84,104.11,3.72,26.61,17.5,115.57,25.01,0.28,0.12,0.0,38.32,10.76,6.49,,131.19,-11.88,10.19,12-May-2020 - 00:00,"Sirifort, Delhi - CPCB"
12-May-2020 - 00:00,95.72,,267.4,48.36,142.4,4.12,25.79,17.4,99.51,26.79,0.28,0.14,0.0,39.3,9.58,4.81,,,,,13-May-2020 - 00:00,"Sirifort, Delhi - CPCB"
13-May-2020 - 00:00,136.07,,241.63,51.72,72.1,4.09,26.21,17.6,107.93,25.92,0.35,0.13,0.0,61.85,9.13,4.93,,,,,14-May-2020 - 00:00,"Sirifort, Delhi - CPCB"
14-May-2020 - 00:00,112.57,,262.24,49.5,147.79,6.55,33.67,23.53,83.41,26.44,0.31,0.16,0.0,42.83,8.3,5.48,,,,,15-May-2020 - 00:00,"Sirifort, Delhi - CPCB"
15-May-2020 - 00:00,95.31,2.1,261.21,37.87,154.52,3.74,25.29,16.59,120.71,27.0,0.25,0.17,0.0,41.68,9.7,6.72,0.49,15.1,1.93,1.39,16-May-2020 - 00:00,"Sirifort, Delhi - CPCB"
16-May-2020 - 00:00,124.49,0.25,278.3,34.8,140.61,4.12,33.27,20.69,112.44,27.35,0.34,0.17,0.0,65.12,8.91,7.43,1.18,9.15,0.33,0.12,17-May-2020 - 00:00,"Sirifort, Delhi - CPCB"
17-May-2020 - 00:00,156.95,0.0,252.04,35.12,132.67,6.49,46.57,27.67,93.27,27.36,0.41,0.11,0.0,77.52,7.39,9.7,,,0.0,0.0,18-May-2020 - 00:00,"Sirifort, Delhi - CPCB"
18-May-2020 - 00:00,166.71,0.0,268.41,33.09,158.81,8.75,49.37,25.28,99.97,27.37,0.39,0.17,0.0,82.0,7.91,13.99,,,0.0,0.0,19-May-2020 - 00:00,"Sirifort, Delhi - CPCB"
19-May-2020 - 00:00,171.19,0.0,276.17,30.81,145.03,17.86,66.15,34.12,77.88,27.78,0.43,0.11,0.0,84.84,8.34,11.75,,,0.0,0.0,20-May-2020 - 00:00,"Sirifort, Delhi - CPCB"
20-May-2020 - 00:00,137.09,0.96,244.83,26.57,178.83,5.5,47.35,22.71,97.74,27.8,0.29,0.13,0.0,56.59,7.59,11.35,0.42,11.25,1.14,0.44,21-May-2020 - 00:00,"Sirifort, Delhi - CPCB"
21-May-2020 - 00:00,140.45,1.52,261.8,26.33,167.52,7.52,41.97,24.63,111.04,30.77,0.3,0.21,0.0,44.18,10.63,10.89,1.22,9.02,1.44,3.17,22-May-2020 - 00:00,"Sirifort, Delhi - CPCB"
22-May-2020 - 00:00,153.6,3.65,285.78,29.41,148.43,14.47,68.89,39.1,78.43,33.09,0.45,0.13,0.0,59.32,7.37,13.67,3.78,13.37,3.83,5.27,23-May-2020 - 00:00,"Sirifort, Delhi - CPCB"
23-May-2020 - 00:00,172.75,4.06,259.13,29.62,169.25,7.14,49.31,26.19,78.77,34.17,0.41,0.15,0.0,53.49,7.92,8.55,3.18,17.41,4.31,6.51,24-May-2020 - 00:00,"Sirifort, Delhi - CPCB"
24-May-2020 - 00:00,156.12,2.51,258.61,25.97,166.58,5.47,39.8,21.5,86.51,35.04,0.23,0.13,0.0,43.86,8.98,8.4,2.0,16.84,3.29,3.27,25-May-2020 - 00:00,"Sirifort, Delhi - CPCB"
25-May-2020 - 00:00,134.28,2.36,275.22,28.3,179.27,8.4,43.67,23.76,97.57,34.39,0.27,0.2,0.0,47.41,7.49,14.16,2.3,14.5,3.0,3.71,26-May-2020 - 00:00,"Sirifort, Delhi - CPCB"
26-May-2020 - 00:00,163.17,3.34,281.14,28.25,181.52,23.62,54.56,37.32,75.04,34.86,0.35,0.21,0.0,41.09,11.63,9.93,1.94,21.47,3.86,5.47,27-May-2020 - 00:00,"Sirifort, Delhi - CPCB"
27-May-2020 - 00:00,159.78,2.76,282.12,29.43,176.89,4.8,46.37,19.54,114.72,35.02,0.23,0.17,0.0,39.38,10.35,9.16,1.77,19.06,3.11,3.1,28-May-2020 - 00:00,"Sirifort, Delhi - CPCB"
28-May-2020 - 00:00,244.24,2.08,271.18,42.59,106.36,4.68,24.02,11.74,100.67,32.72,0.15,0.18,0.01,42.16,10.31,6.07,1.48,14.14,2.9,2.06,29-May-2020 - 00:00,"Sirifort, Delhi - CPCB"
29-May-2020 - 00:00,71.87,3.43,296.96,62.4,103.02,4.82,26.94,15.83,85.9,28.16,0.17,0.16,0.02,24.47,10.23,4.37,1.17,16.94,5.61,2.0,30-May-2020 - 00:00,"Sirifort, Delhi - CPCB"
30-May-2020 - 00:00,65.62,3.37,302.7,58.56,152.15,5.05,24.29,13.34,92.15,28.6,0.16,0.15,0.01,22.43,9.83,4.54,1.04,18.79,4.58,1.96,31-May-2020 - 00:00,"Sirifort, Delhi - CPCB"
31-May-2020 - 00:00,36.33,2.73,274.15,73.95,101.92,5.48,23.89,11.78,84.16,25.89,0.12,0.15,0.01,16.41,10.13,3.44,1.12,18.58,3.76,1.3,01-Jun-2020 - 00:00,"Sirifort, Delhi - CPCB"
01-Jun-2020 - 00:00,94.85,6.33,298.46,63.9,148.66,5.72,46.16,23.71,100.34,28.33,0.41,0.12,0.01,43.44,7.34,4.46,2.51,29.08,6.03,3.14,02-Jun-2020 - 00:00,"Sirifort, Delhi - CPCB"
02-Jun-2020 - 00:00,108.32,9.55,250.14,53.68,155.76,4.95,40.56,25.76,108.26,30.22,0.52,0.13,0.01,44.12,8.0,4.61,2.27,31.33,7.81,5.02,03-Jun-2020 - 00:00,"Sirifort, Delhi - CPCB"
03-Jun-2020 - 00:00,131.45,8.14,272.41,60.19,112.78,7.93,52.48,34.42,84.89,29.22,0.63,0.1,0.01,49.35,4.6,4.25,2.12,28.42,6.35,4.03,04-Jun-2020 - 00:00,"Sirifort, Delhi - CPCB"
04-Jun-2020 - 00:00,122.45,12.9,269.8,63.53,83.11,11.5,57.21,39.75,75.0,28.19,0.74,0.11,0.0,55.79,5.39,5.99,3.24,40.4,10.75,6.56,05-Jun-2020 - 00:00,"Sirifort, Delhi - CPCB"
05-Jun-2020 - 00:00,81.06,9.95,290.8,63.4,121.92,11.19,45.05,33.12,81.84,28.17,0.61,0.13,0.01,33.34,8.27,5.69,1.89,30.11,7.91,4.89,06-Jun-2020 - 00:00,"Sirifort, Delhi - CPCB"
06-Jun-2020 - 00:00,93.9,8.28,299.38,59.16,153.85,5.93,39.52,26.02,79.78,29.68,0.52,0.12,0.0,30.61,8.82,5.27,2.02,24.53,7.71,3.74,07-Jun-2020 - 00:00,"Sirifort, Delhi - CPCB"
07-Jun-2020 - 00:00,83.83,8.31,253.41,61.79,124.65,6.27,41.34,27.26,96.31,28.95,0.52,0.13,0.0,36.6,8.51,6.32,1.88,27.36,7.27,4.27,08-Jun-2020 - 00:00,"Sirifort, Delhi - CPCB"
08-Jun-2020 - 00:00,102.29,7.77,272.54,54.31,141.66,6.44,47.42,30.58,95.96,30.51,0.56,0.12,0.0,39.93,7.31,5.3,1.91,26.26,6.16,3.64,09-Jun-2020 - 00:00,"Sirifort, Delhi - CPCB"
09-Jun-2020 - 00:00,142.22,10.48,282.65,51.19,141.29,7.63,53.53,34.71,90.85,32.31,0.73,0.12,0.0,59.89,7.71,6.04,1.99,33.76,6.14,5.17,10-Jun-2020 - 00:00,"Sirifort, Delhi - CPCB"
10-Jun-2020 - 00:00,147.16,13.46,276.18,51.05,140.49,10.05,60.16,40.1,79.56,32.82,0.75,0.13,0.0,56.46,8.48,6.39,2.55,34.62,8.28,6.72,11-Jun-2020 - 00:00,"Sirifort, Delhi - CPCB"
11-Jun-2020 - 00:00,128.61,10.42,278.14,50.64,121.36,8.52,60.78,39.26,88.05,32.65,0.64,0.12,0.0,49.59,7.08,7.25,1.6,33.64,6.67,5.38,12-Jun-2020 - 00:00,"Sirifort, Delhi - CPCB"
12-Jun-2020 - 00:00,154.16,10.51,289.63,50.0,126.93,8.31,44.15,30.35,90.88,33.44,0.71,0.13,0.0,61.31,10.23,6.44,2.27,31.0,6.16,4.59,13-Jun-2020 - 00:00,"Sirifort, Delhi - CPCB"
13-Jun-2020 - 00:00,152.16,7.74,281.57,56.07,88.15,7.5,35.65,25.26,72.37,30.99,0.58,0.14,0.0,50.97,10.01,4.97,1.94,26.86,3.32,3.53,14-Jun-2020 - 00:00,"Sirifort, Delhi - CPCB"
14-Jun-2020 - 00:00,163.24,10.82,275.1,53.03,107.64,7.6,38.44,26.66,72.17,32.59,0.68,0.11,0.0,65.52,10.01,6.46,3.09,40.02,7.72,5.51,15-Jun-2020 - 00:00,"Sirifort, Delhi - CPCB"
15-Jun-2020 - 00:00,137.7,9.62,273.91,45.65,135.86,7.16,71.26,43.63,103.7,33.5,0.56,0.13,0.0,44.14,7.58,9.0,1.75,31.64,7.37,4.74,16-Jun-2020 - 00:00,"Sirifort, Delhi - CPCB"
16-Jun-2020 - 00:00,155.03,11.02,281.63,45.48,143.25,7.3,51.5,33.38,82.51,33.87,0.62,0.13,0.0,41.76,9.37,7.57,2.5,33.87,7.78,5.21,17-Jun-2020 - 00:00,"Sirifort, Delhi - CPCB"
17-Jun-2020 - 00:00,156.95,6.08,304.98,48.4,155.55,5.35,26.14,18.83,87.57,33.94,0.39,0.12,0.0,33.86,11.1,7.31,1.44,20.03,4.66,2.96,18-Jun-2020 - 00:00,"Sirifort, Delhi - CPCB"
18-Jun-2020 - 00:00,153.83,5.87,296.18,47.15,151.04,5.48,35.75,23.7,90.49,34.38,0.44,0.12,0.0,41.98,10.21,7.95,1.22,22.98,5.12,2.91,19-Jun-2020 - 00:00,"Sirifort, Delhi - CPCB"
19-Jun-2020 - 00:00,255.49,7.06,307.62,50.95,113.9,5.64,32.2,21.94,91.42,33.65,0.48,0.14,0.0,64.04,10.55,8.39,1.48,26.11,5.34,3.45,20-Jun-2020 - 00:00,"Sirifort, Delhi - CPCB"
20-Jun-2020 - 00:00,137.5,6.85,262.81,55.31,67.06,6.72,33.59,23.59,78.97,30.52,0.37,0.16,0.01,36.36,10.28,8.05,1.14,24.8,4.34,4.08,21-Jun-2020 - 00:00,"Sirifort, Delhi - CPCB"
21-Jun-2020 - 00:00,140.9,10.74,289.04,63.78,84.76,6.45,38.5,25.91,66.28,29.78,0.51,0.12,0.02,46.26,9.05,6.83,1.37,31.65,6.41,6.18,22-Jun-2020 - 00:00,"Sirifort, Delhi - CPCB"
22-Jun-2020 - 00:00,87.8,8.2,277.81,62.05,152.06,5.65,23.4,17.37,92.22,30.45,0.54,0.13,0.01,38.11,11.31,7.37,1.37,28.74,5.93,4.01,23-Jun-2020 - 00:00,"Sirifort, Delhi - CPCB"
23-Jun-2020 - 00:00,87.71,6.73,291.71,61.39,145.6,5.14,14.34,12.21,63.67,31.39,0.39,0.13,0.01,27.55,18.36,8.2,0.85,25.28,4.49,3.07,24-Jun-2020 - 00:00,"Sirifort, Delhi - CPCB"
24-Jun-2020 - 00:00,80.17,6.12,311.97,71.14,79.23,5.94,16.5,13.92,55.11,29.38,0.48,0.13,0.0,30.34,22.68,7.23,1.09,24.35,3.29,2.7,25-Jun-2020 - 00:00,"Sirifort, Delhi - CPCB"
25-Jun-2020 - 00:00,78.02,7.45,278.4,68.77,135.03,7.47,19.58,16.83,50.73,30.03,0.61,0.12,0.0,32.39,21.31,9.92,1.17,25.4,4.58,3.59,26-Jun-2020 - 00:00,"Sirifort, Delhi - CPCB"
26-Jun-2020 - 00:00,104.58,8.62,282.5,66.89,96.59,6.34,20.88,16.45,37.84,30.13,0.57,0.17,0.0,43.76,20.42,11.25,1.69,35.53,3.69,4.38,27-Jun-2020 - 00:00,"Sirifort, Delhi - CPCB"
27-Jun-2020 - 00:00,151.88,6.0,272.41,56.07,135.62,6.99,14.76,14.18,44.68,31.54,0.33,0.24,0.0,40.41,22.67,11.74,1.55,21.58,2.95,3.29,28-Jun-2020 - 00:00,"Sirifort, Delhi - CPCB"
28-Jun-2020 - 00:00,302.61,8.85,265.05,52.56,148.61,9.06,22.33,19.31,42.96,32.83,0.38,0.24,0.0,65.64,19.59,10.27,1.55,30.86,4.73,5.57,29-Jun-2020 - 00:00,"Sirifort, Delhi - CPCB"
29-Jun-2020 - 00:00,168.57,7.3,261.76,55.44,116.82,7.52,51.13,33.83,60.48,31.97,0.39,0.17,0.01,40.39,12.98,10.13,1.37,25.79,4.4,2.55,30-Jun-2020 - 00:00,"Sirifort, Delhi - CPCB"
30-Jun-2020 - 00:00,114.24,6.74,307.92,61.96,142.85,5.8,18.99,15.22,59.56,31.42,0.51,0.14,0.0,42.34,21.62,9.05,1.84,22.91,4.36,3.11,01-Jul-2020 - 00:00,"Sirifort, Delhi - CPCB"
01-Jul-2020 - 00:00,152.84,11.47,305.34,60.0,106.03,6.47,23.98,18.33,42.85,31.99,0.81,0.14,0.0,62.21,21.2,9.4,1.76,33.29,4.58,5.13,02-Jul-2020 - 00:00,"Sirifort, Delhi - CPCB"
02-Jul-2020 - 00:00,154.77,10.73,294.86,57.0,111.9,5.2,20.18,14.99,60.07,32.97,0.67,0.13,0.0,64.89,22.21,8.3,1.59,32.37,5.22,4.8,03-Jul-2020 - 00:00,"Sirifort, Delhi - CPCB"
03-Jul-2020 - 00:00,154.77,11.92,305.56,57.82,110.18,5.03,17.3,13.92,50.39,32.92,0.75,0.13,0.0,67.81,22.99,8.87,2.15,34.97,6.34,6.17,04-Jul-2020 - 00:00,"Sirifort, Delhi - CPCB"
04-Jul-2020 - 00:00,115.87,4.88,312.99,58.89,125.93,5.18,13.36,11.73,31.4,32.35,0.43,0.14,0.0,44.48,22.39,8.63,1.69,18.63,2.47,0.94,05-Jul-2020 - 00:00,"Sirifort, Delhi - CPCB"
05-Jul-2020 - 00:00,60.49,5.05,267.37,70.65,112.5,5.15,16.28,13.24,74.59,28.73,0.39,0.13,0.04,26.53,22.82,10.44,1.61,23.81,2.43,1.01,06-Jul-2020 - 00:00,"Sirifort, Delhi - CPCB"
06-Jul-2020 - 00:00,95.22,9.28,300.08,72.33,108.55,6.04,15.99,13.81,38.07,29.74,0.57,0.14,0.0,42.98,23.08,9.25,1.88,33.19,3.74,2.93,07-Jul-2020 - 00:00,"Sirifort, Delhi - CPCB"
07-Jul-2020 - 00:00,48.41,6.33,315.39,70.65,104.12,5.7,14.91,12.96,32.99,28.78,0.32,0.14,0.0,15.71,22.01,8.05,2.43,26.83,3.23,0.68,08-Jul-2020 - 00:00,"Sirifort, Delhi - CPCB"
08-Jul-2020 - 00:00,54.92,5.12,303.07,72.34,77.39,4.8,15.7,12.66,34.37,29.21,0.38,0.13,0.01,21.55,21.76,7.62,1.69,22.8,1.39,1.23,09-Jul-2020 - 00:00,"Sirifort, Delhi - CPCB"
09-Jul-2020 - 00:00,77.05,10.77,281.36,66.18,100.94,4.43,20.27,14.73,30.39,30.81,0.49,0.13,0.0,31.15,28.12,9.85,2.19,38.08,4.91,6.32,10-Jul-2020 - 00:00,"Sirifort, Delhi - CPCB"
10-Jul-2020 - 00:00,92.34,3.99,275.25,58.67,136.56,6.17,21.41,16.6,48.32,31.9,0.43,0.24,0.0,25.11,34.41,9.92,1.01,16.16,2.76,1.66,11-Jul-2020 - 00:00,"Sirifort, Delhi - CPCB"
11-Jul-2020 - 00:00,60.34,5.54,242.82,63.8,127.61,5.64,22.09,16.78,66.98,30.16,0.5,0.14,0.0,18.98,39.35,10.38,1.18,21.14,4.89,2.74,12-Jul-2020 - 00:00,"Sirifort, Delhi - CPCB"
12-Jul-2020 - 00:00,47.2,5.01,229.75,63.03,75.55,4.02,29.14,19.02,77.17,29.25,0.4,0.14,0.0,18.47,39.37,10.47,1.15,21.54,5.81,2.84,13-Jul-2020 - 00:00,"Sirifort, Delhi - CPCB"
13-Jul-2020 - 00:00,113.67,5.16,269.02,56.85,166.86,4.54,25.67,17.66,58.9,31.07,0.41,0.14,0.0,28.42,38.03,10.95,1.19,24.78,5.08,2.53,14-Jul-2020 - 00:00,"Sirifort, Delhi - CPCB"
14-Jul-2020 - 00:00,144.63,6.73,267.84,56.06,131.82,5.2,24.44,17.55,59.97,32.31,0.49,0.12,0.0,42.33,37.27,10.43,1.4,26.35,5.93,4.59,15-Jul-2020 - 00:00,"Sirifort, Delhi - CPCB"
15-Jul-2020 - 00:00,105.83,6.12,311.05,60.76,96.5,4.34,15.33,12.0,53.41,31.75,0.4,0.12,0.0,41.11,38.64,7.7,1.64,24.6,5.29,3.28,16-Jul-2020 - 00:00,"Sirifort, Delhi - CPCB"
16-Jul-2020 - 00:00,73.53,5.35,314.07,64.16,97.45,8.09,18.02,16.6,33.45,30.89,0.71,0.13,0.0,28.54,44.17,1.7,1.22,20.43,4.48,3.16,17-Jul-2020 - 00:00,"Sirifort, Delhi - CPCB"
17-Jul-2020 - 00:00,97.6,7.55,312.78,72.53,92.81,8.72,19.17,17.61,15.83,30.28,0.9,0.13,0.01,45.51,43.69,8.37,1.62,28.4,5.18,3.27,18-Jul-2020 - 00:00,"Sirifort, Delhi - CPCB"
18-Jul-2020 - 00:00,146.67,9.21,310.83,71.23,84.55,5.85,25.13,18.38,30.96,30.43,0.6,0.13,0.02,44.72,52.56,21.54,1.79,32.57,6.07,4.81,19-Jul-2020 - 00:00,"Sirifort, Delhi - CPCB"
19-Jul-2020 - 00:00,54.2,5.23,275.7,76.59,32.97,8.06,24.36,18.26,48.63,29.11,0.62,0.11,0.02,23.09,46.62,23.66,1.22,20.61,3.26,2.58,20-Jul-2020 - 00:00,"Sirifort, Delhi - CPCB"
20-Jul-2020 - 00:00,56.65,6.14,281.62,74.25,62.68,4.73,29.39,19.81,63.41,27.76,0.65,0.17,0.03,18.97,39.79,16.99,1.59,26.37,3.07,2.88,21-Jul-2020 - 00:00,"Sirifort, Delhi - CPCB"
21-Jul-2020 - 00:00,42.36,7.72,275.82,83.99,101.73,6.83,36.41,24.89,56.34,26.52,0.69,0.15,0.02,19.62,39.62,12.69,1.67,32.42,3.65,4.36,22-Jul-2020 - 00:00,"Sirifort, Delhi - CPCB"
22-Jul-2020 - 00:00,29.59,7.11,256.58,86.78,64.93,7.2,29.5,20.8,38.02,25.98,0.56,0.15,0.02,12.15,39.89,9.68,1.33,28.64,6.23,3.92,23-Jul-2020 - 00:00,"Sirifort, Delhi - CPCB"
23-Jul-2020 - 00:00,73.84,9.92,259.09,71.8,137.59,11.93,28.53,24.72,51.83,28.64,0.92,0.13,0.01,28.27,36.43,8.06,1.84,35.08,7.19,6.79,24-Jul-2020 - 00:00,"Sirifort, Delhi - CPCB"
24-Jul-2020 - 00:00,116.9,13.14,302.6,75.83,123.34,8.14,21.09,17.91,29.15,28.99,1.05,0.13,0.01,39.88,42.22,9.28,2.53,43.18,9.22,7.49,25-Jul-2020 - 00:00,"Sirifort, Delhi - CPCB"
25-Jul-2020 - 00:00,72.65,9.49,311.83,75.52,102.26,6.7,18.11,15.47,39.92,29.48,0.77,0.12,0.01,27.1,32.8,6.28,1.8,37.35,8.27,5.07,26-Jul-2020 - 00:00,"Sirifort, Delhi - CPCB"
26-Jul-2020 - 00:00,,8.76,298.2,70.83,139.29,7.89,20.43,17.21,35.29,30.51,0.87,0.13,0.01,22.62,44.01,6.17,1.66,36.23,7.67,5.18,27-Jul-2020 - 00:00,"Sirifort, Delhi - CPCB"
27-Jul-2020 - 00:00,88.97,8.8,267.6,62.64,168.84,4.9,25.63,17.97,41.95,31.38,0.71,0.19,0.02,28.59,41.13,7.04,1.16,29.59,6.0,4.86,28-Jul-2020 - 00:00,"Sirifort, Delhi - CPCB"
28-Jul-2020 - 00:00,88.32,19.62,257.46,61.68,135.09,7.53,31.36,23.59,41.94,31.45,0.77,0.19,0.01,27.35,40.09,4.47,5.12,25.96,5.77,11.26,29-Jul-2020 - 00:00,"Sirifort, Delhi - CPCB"
29-Jul-2020 - 00:00,74.84,26.05,302.9,76.72,66.86,8.57,25.57,21.24,18.51,28.33,0.95,0.14,0.0,25.82,37.06,4.46,8.14,66.48,14.94,13.06,30-Jul-2020 - 00:00,"Sirifort, Delhi - CPCB"
30-Jul-2020 - 00:00,63.82,7.88,283.73,73.81,91.51,9.08,30.2,23.17,50.16,28.12,0.93,0.16,0.01,18.36,34.6,4.35,1.7,33.27,4.45,4.1,31-Jul-2020 - 00:00,"Sirifort, Delhi - CPCB"
31-Jul-2020 - 00:00,88.09,11.89,304.98,77.85,92.98,9.28,30.63,24.03,53.19,29.09,1.33,0.13,0.01,40.51,33.47,5.26,2.92,47.81,6.09,6.18,01-Aug-2020 - 00:00,"Sirifort, Delhi - CPCB"
01-Aug-2020 - 00:00,73.52,10.72,293.69,80.58,92.5,9.46,23.87,20.67,40.63,28.5,1.19,0.14,0.01,35.1,35.15,1.47,2.42,44.19,5.5,5.55,02-Aug-2020 - 00:00,"Sirifort, Delhi - CPCB"
02-Aug-2020 - 00:00,53.27,6.93,265.46,71.83,144.0,8.81,25.81,21.16,42.21,29.97,0.84,0.15,0.01,22.47,36.36,1.43,1.32,33.11,4.71,4.36,03-Aug-2020 - 00:00,"Sirifort, Delhi - CPCB"
03-Aug-2020 - 00:00,60.99,5.35,267.95,66.92,110.65,7.54,22.95,18.62,29.03,30.58,0.85,0.15,0.01,26.53,32.88,2.46,1.48,27.77,4.15,2.77,04-Aug-2020 - 00:00,"Sirifort, Delhi - CPCB"
04-Aug-2020 - 00:00,79.07,4.41,247.29,63.92,108.78,7.45,27.8,21.2,42.67,30.96,0.83,0.1,0.01,26.87,30.77,1.82,1.09,25.81,3.66,1.94,05-Aug-2020 - 00:00,"Sirifort, Delhi - CPCB"
05-Aug-2020 - 00:00,95.0,6.36,281.06,80.82,54.96,11.76,31.57,26.56,15.18,28.76,1.59,0.13,0.01,39.02,32.79,3.34,2.2,45.86,3.81,2.11,06-Aug-2020 - 00:00,"Sirifort, Delhi - CPCB"
06-Aug-2020 - 00:00,67.0,1.41,311.75,68.59,133.05,6.3,19.68,15.96,15.32,30.44,0.74,0.17,0.01,17.88,33.73,3.11,0.75,23.37,2.12,0.65,07-Aug-2020 - 00:00,"Sirifort, Delhi - CPCB"
