from date,PM10,PM2.5,NO2,NO,NOx,CO,to date,station
03-Jul-2020 - 00:00,31.68,14.13,14.85,10.33,25.18,0.34,04-Jul-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
04-Jul-2020 - 00:00,34.34,16.98,14.83,10.36,25.19,0.33,05-Jul-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
05-Jul-2020 - 00:00,23.1,13.57,14.82,10.37,25.19,0.34,06-Jul-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
06-Jul-2020 - 00:00,13.6,6.4,14.81,10.32,25.14,0.34,07-Jul-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
07-Jul-2020 - 00:00,17.8,6.47,14.93,10.35,25.28,0.34,08-Jul-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
08-Jul-2020 - 00:00,24.46,9.33,14.94,10.32,25.25,0.34,09-Jul-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
09-Jul-2020 - 00:00,25.45,6.39,14.87,10.34,25.21,0.34,10-Jul-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
10-Jul-2020 - 00:00,41.25,9.45,14.91,10.35,25.25,0.34,11-Jul-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
11-Jul-2020 - 00:00,33.05,8.12,14.91,10.36,25.27,0.34,12-Jul-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
12-Jul-2020 - 00:00,22.89,5.6,14.89,10.35,25.23,0.34,13-Jul-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
13-Jul-2020 - 00:00,19.32,5.76,14.94,10.32,25.26,0.34,14-Jul-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
14-Jul-2020 - 00:00,23.58,9.4,14.92,10.32,25.24,0.34,15-Jul-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
15-Jul-2020 - 00:00,40.67,15.64,14.91,10.33,25.24,0.34,16-Jul-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
16-Jul-2020 - 00:00,29.06,17.04,14.87,10.34,25.22,0.35,17-Jul-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
17-Jul-2020 - 00:00,27.9,9.89,14.84,10.36,25.2,0.34,18-Jul-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
18-Jul-2020 - 00:00,25.06,9.23,14.91,10.33,25.24,0.35,19-Jul-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
19-Jul-2020 - 00:00,22.96,6.13,14.81,10.34,25.15,0.35,20-Jul-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
20-Jul-2020 - 00:00,20.0,5.0,,,,0.27,21-Jul-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
21-Jul-2020 - 00:00,,,,,,0.24,22-Jul-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
22-Jul-2020 - 00:00,,,,,,0.24,23-Jul-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
23-Jul-2020 - 00:00,31.33,11.11,26.29,20.56,25.34,0.29,24-Jul-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
24-Jul-2020 - 00:00,24.67,10.18,14.79,10.48,25.27,0.34,25-Jul-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
25-Jul-2020 - 00:00,29.15,16.05,14.9,10.5,25.4,0.34,26-Jul-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
26-Jul-2020 - 00:00,25.99,13.52,14.95,10.51,25.46,0.34,27-Jul-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
27-Jul-2020 - 00:00,20.26,8.96,14.94,10.48,25.42,0.35,28-Jul-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
28-Jul-2020 - 00:00,21.28,10.25,14.87,10.5,25.37,0.35,29-Jul-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
29-Jul-2020 - 00:00,18.29,6.09,14.8,10.48,25.28,0.35,30-Jul-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
30-Jul-2020 - 00:00,28.39,13.31,14.88,10.51,25.39,0.35,31-Jul-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
31-Jul-2020 - 00:00,30.14,16.75,14.87,10.5,25.37,0.35,01-Aug-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
01-Aug-2020 - 00:00,18.71,7.21,14.84,10.48,25.32,0.35,02-Aug-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
02-Aug-2020 - 00:00,17.08,7.16,14.91,10.47,25.38,0.35,03-Aug-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
03-Aug-2020 - 00:00,21.03,8.75,14.86,10.44,25.3,0.35,04-Aug-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
04-Aug-2020 - 00:00,19.2,9.4,14.87,10.5,25.37,0.35,05-Aug-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
05-Aug-2020 - 00:00,22.35,8.05,14.81,10.49,25.3,0.35,06-Aug-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
06-Aug-2020 - 00:00,20.4,9.24,14.87,10.46,25.33,0.35,07-Aug-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
07-Aug-2020 - 00:00,18.52,7.99,14.91,10.46,25.37,0.35,08-Aug-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
08-Aug-2020 - 00:00,16.7,5.61,14.83,10.49,25.31,0.35,09-Aug-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
09-Aug-2020 - 00:00,24.68,10.33,14.83,10.45,25.29,0.34,10-Aug-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
10-Aug-2020 - 00:00,11.93,4.85,14.84,10.52,25.36,0.35,11-Aug-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
11-Aug-2020 - 00:00,16.93,5.44,14.92,10.45,25.37,0.35,12-Aug-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
12-Aug-2020 - 00:00,23.71,7.16,14.94,10.49,25.43,0.35,13-Aug-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
13-Aug-2020 - 00:00,15.28,4.83,14.87,10.44,25.31,0.35,14-Aug-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
14-Aug-2020 - 00:00,13.97,3.49,14.84,10.47,25.31,0.35,15-Aug-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
15-Aug-2020 - 00:00,11.86,4.64,14.8,10.47,25.27,0.35,16-Aug-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
16-Aug-2020 - 00:00,35.68,8.83,14.8,10.43,25.23,0.35,17-Aug-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
17-Aug-2020 - 00:00,39.56,6.24,14.71,10.43,25.14,0.35,18-Aug-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
18-Aug-2020 - 00:00,,3.74,14.91,10.44,25.34,0.35,19-Aug-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
19-Aug-2020 - 00:00,13.33,3.84,14.86,10.48,25.34,0.34,20-Aug-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
20-Aug-2020 - 00:00,19.15,7.32,14.85,10.47,25.32,0.35,21-Aug-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
21-Aug-2020 - 00:00,13.7,5.52,14.79,10.41,25.2,0.35,22-Aug-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
22-Aug-2020 - 00:00,7.03,1.8,14.83,10.46,25.3,0.34,23-Aug-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
23-Aug-2020 - 00:00,12.17,2.38,14.84,10.49,25.33,0.34,24-Aug-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
24-Aug-2020 - 00:00,17.94,4.64,14.89,10.46,25.35,0.34,25-Aug-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
25-Aug-2020 - 00:00,16.51,5.42,14.89,10.48,25.38,0.33,26-Aug-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
26-Aug-2020 - 00:00,22.45,6.67,14.86,10.5,25.36,0.33,27-Aug-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
27-Aug-2020 - 00:00,14.16,4.93,14.88,10.51,25.39,0.34,28-Aug-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
28-Aug-2020 - 00:00,18.96,9.46,14.86,10.48,25.35,0.33,29-Aug-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
29-Aug-2020 - 00:00,10.55,4.61,14.84,10.44,25.28,0.34,30-Aug-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
30-Aug-2020 - 00:00,9.93,3.7,14.85,10.49,25.34,0.33,31-Aug-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
31-Aug-2020 - 00:00,15.87,5.25,14.9,10.5,25.4,0.33,01-Sep-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
01-Sep-2020 - 00:00,28.02,8.8,14.92,10.47,25.39,0.33,02-Sep-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
02-Sep-2020 - 00:00,39.22,13.52,14.93,10.5,25.43,0.33,03-Sep-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
03-Sep-2020 - 00:00,20.83,7.56,14.93,10.5,25.43,0.34,04-Sep-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
04-Sep-2020 - 00:00,22.27,10.1,14.89,10.48,25.37,0.33,05-Sep-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
05-Sep-2020 - 00:00,28.55,12.93,14.92,10.48,25.39,0.34,06-Sep-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
06-Sep-2020 - 00:00,40.58,18.59,14.91,10.47,25.38,0.34,07-Sep-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
07-Sep-2020 - 00:00,39.48,20.71,14.85,10.51,25.36,0.34,08-Sep-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
08-Sep-2020 - 00:00,38.63,19.27,14.86,10.44,25.3,0.34,09-Sep-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
09-Sep-2020 - 00:00,27.32,13.68,14.9,10.44,25.35,0.36,10-Sep-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
10-Sep-2020 - 00:00,34.53,12.93,14.91,10.41,25.32,0.38,11-Sep-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
11-Sep-2020 - 00:00,40.91,16.33,14.84,10.4,25.24,0.36,12-Sep-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
12-Sep-2020 - 00:00,56.86,29.53,14.91,10.43,25.34,0.37,13-Sep-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
13-Sep-2020 - 00:00,54.77,31.04,14.88,10.41,25.29,0.37,14-Sep-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
14-Sep-2020 - 00:00,37.74,21.58,14.88,10.39,25.26,0.37,15-Sep-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
15-Sep-2020 - 00:00,30.79,18.29,14.98,10.4,25.38,0.37,16-Sep-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
16-Sep-2020 - 00:00,39.5,21.3,14.81,10.4,25.21,0.37,17-Sep-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
17-Sep-2020 - 00:00,66.95,35.56,14.9,10.41,25.31,0.37,18-Sep-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
18-Sep-2020 - 00:00,62.31,30.94,14.83,10.36,25.19,0.37,19-Sep-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
19-Sep-2020 - 00:00,60.79,28.36,14.86,10.37,25.23,0.37,20-Sep-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
20-Sep-2020 - 00:00,58.96,34.81,14.81,10.37,25.17,0.35,21-Sep-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
21-Sep-2020 - 00:00,55.67,32.57,14.79,10.36,25.15,0.35,22-Sep-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
22-Sep-2020 - 00:00,33.62,15.62,14.79,10.35,25.14,0.35,23-Sep-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
23-Sep-2020 - 00:00,19.82,10.14,14.8,10.34,25.14,0.35,24-Sep-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
24-Sep-2020 - 00:00,18.77,9.6,14.72,10.37,25.09,0.35,25-Sep-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
25-Sep-2020 - 00:00,63.77,29.46,14.76,10.37,25.12,0.35,26-Sep-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
26-Sep-2020 - 00:00,44.35,19.3,14.8,10.33,25.14,0.35,27-Sep-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
27-Sep-2020 - 00:00,32.12,18.97,14.9,10.4,25.3,0.35,28-Sep-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
28-Sep-2020 - 00:00,39.4,20.87,14.83,10.38,25.2,0.35,29-Sep-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
29-Sep-2020 - 00:00,67.26,31.4,14.81,10.38,25.19,0.35,30-Sep-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
30-Sep-2020 - 00:00,115.14,48.54,14.87,10.41,25.28,0.35,01-Oct-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
01-Oct-2020 - 00:00,141.55,60.07,14.77,10.38,25.14,0.35,02-Oct-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
02-Oct-2020 - 00:00,115.47,47.85,14.84,10.39,25.23,0.35,03-Oct-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
03-Oct-2020 - 00:00,143.75,76.62,14.89,10.4,25.29,0.35,04-Oct-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
04-Oct-2020 - 00:00,128.99,70.27,14.89,10.41,25.3,0.34,05-Oct-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
05-Oct-2020 - 00:00,148.5,81.74,14.86,10.42,25.27,0.33,06-Oct-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
06-Oct-2020 - 00:00,149.32,82.73,14.8,10.41,25.21,0.33,07-Oct-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
07-Oct-2020 - 00:00,150.98,93.5,14.92,10.42,25.34,0.35,08-Oct-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
08-Oct-2020 - 00:00,99.77,56.18,14.85,10.45,25.3,0.35,09-Oct-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
09-Oct-2020 - 00:00,84.33,43.98,14.78,10.41,25.19,0.35,10-Oct-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
10-Oct-2020 - 00:00,94.73,54.2,14.91,10.37,25.28,0.35,11-Oct-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
11-Oct-2020 - 00:00,95.11,54.01,14.85,10.42,25.27,0.35,12-Oct-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
12-Oct-2020 - 00:00,94.74,55.98,14.82,10.37,25.19,0.34,13-Oct-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
13-Oct-2020 - 00:00,78.61,47.65,14.95,10.44,25.39,0.34,14-Oct-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
14-Oct-2020 - 00:00,58.06,31.5,14.9,10.41,25.32,0.34,15-Oct-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
15-Oct-2020 - 00:00,51.31,26.71,14.84,10.37,25.21,0.34,16-Oct-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
16-Oct-2020 - 00:00,70.46,44.27,14.54,9.91,24.45,0.27,17-Oct-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
17-Oct-2020 - 00:00,61.7,39.47,14.76,10.18,24.94,0.21,18-Oct-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
18-Oct-2020 - 00:00,79.92,50.51,14.93,10.4,25.33,0.09,19-Oct-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
19-Oct-2020 - 00:00,108.16,55.71,15.02,10.4,25.42,0.09,20-Oct-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
20-Oct-2020 - 00:00,147.71,70.88,14.84,10.46,25.31,0.08,21-Oct-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
21-Oct-2020 - 00:00,114.86,51.06,14.92,10.41,25.33,0.06,22-Oct-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
22-Oct-2020 - 00:00,137.71,50.74,15.0,10.42,25.42,0.08,23-Oct-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
23-Oct-2020 - 00:00,125.88,52.57,14.92,10.45,25.37,0.09,24-Oct-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
24-Oct-2020 - 00:00,116.26,51.31,14.97,10.43,25.4,0.09,25-Oct-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
25-Oct-2020 - 00:00,101.91,41.78,14.96,10.46,25.43,0.08,26-Oct-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
26-Oct-2020 - 00:00,87.31,36.44,14.94,10.44,25.38,0.08,27-Oct-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
27-Oct-2020 - 00:00,99.78,43.76,14.95,10.45,25.4,0.08,28-Oct-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
28-Oct-2020 - 00:00,152.82,59.48,15.04,10.46,25.5,0.09,29-Oct-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
29-Oct-2020 - 00:00,139.44,62.48,15.04,10.45,25.49,0.07,30-Oct-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
30-Oct-2020 - 00:00,135.92,62.24,15.0,10.45,25.44,0.07,31-Oct-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
31-Oct-2020 - 00:00,144.98,71.34,15.05,10.47,25.52,0.08,01-Nov-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
01-Nov-2020 - 00:00,150.02,83.4,15.01,10.47,25.48,0.07,02-Nov-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
02-Nov-2020 - 00:00,163.15,86.31,14.91,10.46,25.38,0.07,03-Nov-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
03-Nov-2020 - 00:00,163.01,65.47,15.0,10.45,25.45,0.06,04-Nov-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
04-Nov-2020 - 00:00,155.21,51.01,15.03,10.38,25.41,0.07,05-Nov-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
05-Nov-2020 - 00:00,139.53,53.93,15.03,10.4,25.44,0.07,06-Nov-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
06-Nov-2020 - 00:00,151.14,66.87,15.06,10.37,25.43,0.06,07-Nov-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
07-Nov-2020 - 00:00,176.8,84.85,15.05,10.37,25.42,0.07,08-Nov-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
08-Nov-2020 - 00:00,178.35,99.03,15.05,10.38,25.42,0.06,09-Nov-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
09-Nov-2020 - 00:00,182.41,103.07,15.02,10.37,25.4,0.06,10-Nov-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
10-Nov-2020 - 00:00,225.09,115.09,14.93,10.4,25.33,0.06,11-Nov-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
11-Nov-2020 - 00:00,166.86,88.63,14.97,10.39,25.37,0.07,12-Nov-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
12-Nov-2020 - 00:00,98.06,55.87,14.98,10.4,25.38,0.08,13-Nov-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
13-Nov-2020 - 00:00,85.76,49.09,14.98,10.36,25.34,0.08,14-Nov-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
14-Nov-2020 - 00:00,103.68,67.06,14.9,10.39,25.29,0.08,15-Nov-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
15-Nov-2020 - 00:00,97.58,54.76,14.95,10.34,25.3,0.07,16-Nov-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
16-Nov-2020 - 00:00,87.29,54.62,14.95,10.36,25.31,0.09,17-Nov-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
17-Nov-2020 - 00:00,92.44,59.62,14.91,10.35,25.26,0.08,18-Nov-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
18-Nov-2020 - 00:00,76.84,51.46,14.88,10.34,25.22,0.09,19-Nov-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
19-Nov-2020 - 00:00,81.75,61.79,14.78,10.36,25.14,0.09,20-Nov-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
20-Nov-2020 - 00:00,91.75,71.13,14.99,10.37,25.37,0.08,21-Nov-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
21-Nov-2020 - 00:00,,55.27,15.05,10.4,25.45,0.05,22-Nov-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
22-Nov-2020 - 00:00,,59.61,14.96,10.42,25.38,0.07,23-Nov-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
23-Nov-2020 - 00:00,118.77,45.69,14.96,10.36,25.33,0.06,24-Nov-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
24-Nov-2020 - 00:00,95.75,45.29,14.95,10.34,25.3,0.08,25-Nov-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
25-Nov-2020 - 00:00,109.85,55.29,14.86,10.3,25.16,0.08,26-Nov-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
26-Nov-2020 - 00:00,119.15,66.01,15.01,10.33,25.34,0.08,27-Nov-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
27-Nov-2020 - 00:00,162.43,106.4,15.0,10.33,25.33,0.08,28-Nov-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
28-Nov-2020 - 00:00,110.2,67.56,14.86,10.45,25.31,0.08,29-Nov-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
29-Nov-2020 - 00:00,93.81,56.32,14.68,10.62,25.31,0.14,30-Nov-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
30-Nov-2020 - 00:00,99.75,52.27,14.61,10.66,25.27,0.13,01-Dec-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
01-Dec-2020 - 00:00,85.0,50.0,14.96,10.7,25.65,,02-Dec-2020 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
