from date,CO,PM10,NO,NO2,NOx,SO2,to date,station
13-Jul-2020 - 00:00,0.78,53.03,13.78,20.31,34.09,7.41,14-Jul-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
14-Jul-2020 - 00:00,0.69,48.44,8.42,17.39,25.8,7.57,15-Jul-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
15-Jul-2020 - 00:00,0.59,65.4,8.44,17.36,25.8,7.96,16-Jul-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
16-Jul-2020 - 00:00,0.49,52.72,8.45,17.36,25.81,9.4,17-Jul-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
17-Jul-2020 - 00:00,,,,,,,18-Jul-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
18-Jul-2020 - 00:00,,,,,,,19-Jul-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
19-Jul-2020 - 00:00,,,,,,,20-Jul-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
20-Jul-2020 - 00:00,,,,,,,21-Jul-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
21-Jul-2020 - 00:00,0.74,39.12,8.44,17.37,25.81,9.27,22-Jul-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
22-Jul-2020 - 00:00,0.84,77.83,8.43,17.36,25.78,8.38,23-Jul-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
23-Jul-2020 - 00:00,0.61,78.51,8.99,24.77,33.76,8.09,24-Jul-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
24-Jul-2020 - 00:00,0.65,49.16,9.51,32.45,41.96,8.3,25-Jul-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
25-Jul-2020 - 00:00,0.61,53.76,9.49,32.42,41.91,7.94,26-Jul-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
26-Jul-2020 - 00:00,0.57,46.22,9.5,32.48,41.98,8.3,27-Jul-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
27-Jul-2020 - 00:00,0.65,78.64,9.51,32.42,41.92,8.97,28-Jul-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
28-Jul-2020 - 00:00,0.58,38.07,9.5,32.46,41.95,8.23,29-Jul-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
29-Jul-2020 - 00:00,0.63,74.17,9.49,32.44,41.93,7.94,30-Jul-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
30-Jul-2020 - 00:00,0.7,40.23,9.51,32.43,41.93,8.12,31-Jul-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
31-Jul-2020 - 00:00,0.63,41.2,9.49,32.43,41.92,8.24,01-Aug-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
01-Aug-2020 - 00:00,0.79,52.62,9.5,32.44,41.94,8.52,02-Aug-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
02-Aug-2020 - 00:00,0.59,39.55,9.5,32.46,41.96,8.33,03-Aug-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
03-Aug-2020 - 00:00,0.73,40.45,9.51,32.46,41.96,8.58,04-Aug-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
04-Aug-2020 - 00:00,0.55,45.43,9.49,32.46,41.95,8.58,05-Aug-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
05-Aug-2020 - 00:00,0.74,59.1,7.41,30.34,37.34,8.36,06-Aug-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
06-Aug-2020 - 00:00,0.75,53.14,5.33,26.69,31.9,8.46,07-Aug-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
07-Aug-2020 - 00:00,0.81,48.22,5.52,27.03,32.24,7.8,08-Aug-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
08-Aug-2020 - 00:00,0.58,52.68,5.53,27.24,32.28,8.51,09-Aug-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
09-Aug-2020 - 00:00,,,,,,,10-Aug-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
10-Aug-2020 - 00:00,0.66,41.62,5.89,27.64,32.98,8.14,11-Aug-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
11-Aug-2020 - 00:00,0.73,85.14,66.8,56.46,118.58,8.4,12-Aug-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
12-Aug-2020 - 00:00,0.66,63.19,10.58,30.09,40.62,8.44,13-Aug-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
13-Aug-2020 - 00:00,0.59,73.48,82.04,65.72,147.76,7.92,14-Aug-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
14-Aug-2020 - 00:00,0.73,98.4,41.87,40.15,78.49,8.61,15-Aug-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
15-Aug-2020 - 00:00,0.73,92.42,3.0,21.81,18.75,8.19,16-Aug-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
16-Aug-2020 - 00:00,0.69,99.53,3.01,22.49,20.71,8.48,17-Aug-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
17-Aug-2020 - 00:00,0.79,90.23,3.73,25.67,25.96,8.26,18-Aug-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
18-Aug-2020 - 00:00,0.65,58.38,3.05,23.42,23.51,8.28,19-Aug-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
19-Aug-2020 - 00:00,0.67,77.71,4.99,26.41,30.98,8.28,20-Aug-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
20-Aug-2020 - 00:00,0.73,97.5,5.43,26.64,32.06,8.49,21-Aug-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
21-Aug-2020 - 00:00,0.72,112.69,5.4,26.51,31.9,8.32,22-Aug-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
22-Aug-2020 - 00:00,0.67,87.72,5.38,26.43,31.81,8.72,23-Aug-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
23-Aug-2020 - 00:00,0.69,42.26,5.39,26.53,31.92,8.12,24-Aug-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
24-Aug-2020 - 00:00,0.72,100.08,5.01,26.66,31.65,8.55,25-Aug-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
25-Aug-2020 - 00:00,0.66,,4.42,25.64,29.92,8.06,26-Aug-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
26-Aug-2020 - 00:00,0.61,68.73,4.4,25.7,30.04,8.28,27-Aug-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
27-Aug-2020 - 00:00,0.65,80.41,4.2,25.54,29.7,8.11,28-Aug-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
28-Aug-2020 - 00:00,0.65,77.44,4.62,25.76,30.31,8.38,29-Aug-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
29-Aug-2020 - 00:00,,97.18,4.6,25.61,30.17,8.34,30-Aug-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
30-Aug-2020 - 00:00,,76.85,4.37,25.45,29.81,8.37,31-Aug-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
31-Aug-2020 - 00:00,,77.95,4.59,25.45,30.01,8.24,01-Sep-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
01-Sep-2020 - 00:00,0.99,73.84,5.48,26.21,31.68,8.39,02-Sep-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
02-Sep-2020 - 00:00,0.56,123.68,5.43,26.28,31.71,8.14,03-Sep-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
03-Sep-2020 - 00:00,1.03,55.56,5.4,26.2,31.6,8.12,04-Sep-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
04-Sep-2020 - 00:00,1.31,103.8,5.47,26.16,31.63,8.69,05-Sep-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
05-Sep-2020 - 00:00,1.22,147.82,5.49,26.2,31.68,9.5,06-Sep-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
06-Sep-2020 - 00:00,1.21,120.73,5.49,26.07,31.56,8.49,07-Sep-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
07-Sep-2020 - 00:00,1.3,91.31,5.46,25.88,31.34,8.59,08-Sep-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
08-Sep-2020 - 00:00,0.35,47.14,5.48,25.82,31.3,8.61,09-Sep-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
09-Sep-2020 - 00:00,1.31,109.88,5.45,25.89,31.34,8.54,10-Sep-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
10-Sep-2020 - 00:00,1.1,32.42,5.45,26.06,31.5,7.81,11-Sep-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
11-Sep-2020 - 00:00,1.1,754.42,5.55,25.37,30.88,2.0,12-Sep-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
12-Sep-2020 - 00:00,1.33,,5.5,25.77,31.27,13.71,13-Sep-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
13-Sep-2020 - 00:00,1.15,,5.5,25.73,31.23,23.67,14-Sep-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
14-Sep-2020 - 00:00,1.23,79.91,5.48,25.7,31.19,9.38,15-Sep-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
15-Sep-2020 - 00:00,1.24,38.73,5.41,25.69,31.1,35.42,16-Sep-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
16-Sep-2020 - 00:00,1.04,49.77,5.44,25.67,31.11,14.88,17-Sep-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
17-Sep-2020 - 00:00,1.27,120.11,5.44,25.73,31.17,7.79,18-Sep-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
18-Sep-2020 - 00:00,0.94,117.96,5.45,25.84,31.3,8.32,19-Sep-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
19-Sep-2020 - 00:00,1.3,113.52,5.47,25.95,31.41,7.0,20-Sep-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
20-Sep-2020 - 00:00,,,,,,,21-Sep-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
21-Sep-2020 - 00:00,1.1,92.15,0.88,28.16,21.02,9.05,22-Sep-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
22-Sep-2020 - 00:00,1.23,89.08,0.9,18.11,16.67,7.82,23-Sep-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
23-Sep-2020 - 00:00,1.15,84.53,1.07,18.49,17.07,8.5,24-Sep-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
24-Sep-2020 - 00:00,1.34,78.97,1.02,19.27,17.15,7.72,25-Sep-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
25-Sep-2020 - 00:00,0.2,116.29,0.68,21.03,10.2,8.1,26-Sep-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
26-Sep-2020 - 00:00,1.22,103.23,0.76,21.75,18.17,6.56,27-Sep-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
27-Sep-2020 - 00:00,1.26,87.36,0.45,23.48,18.47,8.31,28-Sep-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
28-Sep-2020 - 00:00,1.3,86.08,0.46,24.08,18.39,8.47,29-Sep-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
29-Sep-2020 - 00:00,1.63,58.32,0.43,24.44,18.22,8.06,30-Sep-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
30-Sep-2020 - 00:00,1.23,75.16,0.39,24.34,18.71,9.73,01-Oct-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
01-Oct-2020 - 00:00,1.22,71.23,0.35,24.8,18.34,7.65,02-Oct-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
02-Oct-2020 - 00:00,1.11,66.57,0.32,25.24,18.44,,03-Oct-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
03-Oct-2020 - 00:00,1.4,89.91,0.37,25.87,18.99,,04-Oct-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
04-Oct-2020 - 00:00,1.2,89.04,0.38,26.57,19.24,,05-Oct-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
05-Oct-2020 - 00:00,1.27,94.66,0.34,27.13,19.68,,06-Oct-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
06-Oct-2020 - 00:00,1.38,85.06,0.42,27.07,19.77,,07-Oct-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
07-Oct-2020 - 00:00,0.49,74.66,0.3,26.67,19.13,,08-Oct-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
08-Oct-2020 - 00:00,1.21,77.29,0.25,27.23,19.44,,09-Oct-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
09-Oct-2020 - 00:00,1.3,76.45,0.36,27.63,20.03,,10-Oct-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
10-Oct-2020 - 00:00,1.23,66.69,0.23,29.32,20.43,,11-Oct-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
11-Oct-2020 - 00:00,,,,,,,12-Oct-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
12-Oct-2020 - 00:00,,,,,,,13-Oct-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
13-Oct-2020 - 00:00,,,,,,,14-Oct-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
14-Oct-2020 - 00:00,,,,,,,15-Oct-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
15-Oct-2020 - 00:00,,,,,,,16-Oct-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
16-Oct-2020 - 00:00,1.33,119.98,1.19,17.46,17.49,,17-Oct-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
17-Oct-2020 - 00:00,1.26,88.9,0.38,16.4,15.72,,18-Oct-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
18-Oct-2020 - 00:00,1.16,58.83,0.42,16.7,16.05,,19-Oct-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
19-Oct-2020 - 00:00,1.7,58.47,0.36,16.9,16.01,,20-Oct-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
20-Oct-2020 - 00:00,1.15,75.16,0.25,17.19,16.15,,21-Oct-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
21-Oct-2020 - 00:00,1.18,71.31,0.16,17.99,16.61,,22-Oct-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
22-Oct-2020 - 00:00,1.33,88.5,0.23,17.33,16.34,,23-Oct-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
23-Oct-2020 - 00:00,1.19,55.36,0.14,18.06,16.57,,24-Oct-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
24-Oct-2020 - 00:00,,,,,,,25-Oct-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
25-Oct-2020 - 00:00,,,,,,,26-Oct-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
26-Oct-2020 - 00:00,,,,,,,27-Oct-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
27-Oct-2020 - 00:00,1.25,145.53,0.27,16.54,15.96,,28-Oct-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
28-Oct-2020 - 00:00,1.18,137.67,0.35,16.77,16.04,,29-Oct-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
29-Oct-2020 - 00:00,1.18,111.52,0.23,16.99,16.13,,30-Oct-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
30-Oct-2020 - 00:00,1.28,104.88,0.6,15.87,15.78,,31-Oct-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
31-Oct-2020 - 00:00,1.08,104.38,0.29,16.34,15.91,,01-Nov-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
01-Nov-2020 - 00:00,,,,,,,02-Nov-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
02-Nov-2020 - 00:00,1.36,108.43,0.17,16.69,16.04,,03-Nov-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
03-Nov-2020 - 00:00,1.2,93.42,0.2,16.87,16.14,,04-Nov-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
04-Nov-2020 - 00:00,1.2,75.54,0.19,16.89,16.19,,05-Nov-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
05-Nov-2020 - 00:00,1.23,87.8,0.16,17.06,16.29,,06-Nov-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
06-Nov-2020 - 00:00,1.01,115.33,0.14,17.62,16.57,,07-Nov-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
07-Nov-2020 - 00:00,1.14,115.28,0.12,19.47,18.09,,08-Nov-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
08-Nov-2020 - 00:00,1.12,145.34,0.12,19.32,18.05,,09-Nov-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
09-Nov-2020 - 00:00,1.25,171.64,0.13,19.5,18.23,,10-Nov-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
10-Nov-2020 - 00:00,1.03,205.8,0.44,16.21,16.05,,11-Nov-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
11-Nov-2020 - 00:00,0.65,157.21,0.38,16.9,16.59,,12-Nov-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
12-Nov-2020 - 00:00,1.14,115.71,0.24,17.78,17.18,,13-Nov-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
13-Nov-2020 - 00:00,1.38,88.61,0.25,17.54,17.09,,14-Nov-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
14-Nov-2020 - 00:00,1.2,110.86,1.83,19.76,21.32,18.14,15-Nov-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
15-Nov-2020 - 00:00,1.13,82.17,3.16,24.69,26.39,18.83,16-Nov-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
16-Nov-2020 - 00:00,0.88,39.34,3.07,26.26,27.86,,17-Nov-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
17-Nov-2020 - 00:00,0.9,62.63,3.07,26.68,28.04,,18-Nov-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
18-Nov-2020 - 00:00,0.89,91.34,3.05,28.09,28.69,,19-Nov-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
19-Nov-2020 - 00:00,0.87,108.38,3.07,26.82,28.16,,20-Nov-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
20-Nov-2020 - 00:00,0.84,92.19,3.06,27.05,28.17,,21-Nov-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
21-Nov-2020 - 00:00,0.94,119.82,3.07,26.8,28.05,,22-Nov-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
22-Nov-2020 - 00:00,0.89,132.49,3.17,25.79,27.66,,23-Nov-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
23-Nov-2020 - 00:00,0.91,117.48,3.11,26.31,27.93,,24-Nov-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
24-Nov-2020 - 00:00,0.78,110.49,3.04,27.83,28.8,,25-Nov-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
25-Nov-2020 - 00:00,0.85,94.94,3.03,28.25,29.08,,26-Nov-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
26-Nov-2020 - 00:00,0.89,33.34,3.02,29.16,29.41,,27-Nov-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
27-Nov-2020 - 00:00,1.88,28.15,3.04,28.76,29.0,,28-Nov-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
28-Nov-2020 - 00:00,0.35,92.15,3.22,33.04,32.28,7.6,29-Nov-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
29-Nov-2020 - 00:00,,89.01,3.17,32.47,31.08,8.1,30-Nov-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
30-Nov-2020 - 00:00,,82.02,3.69,26.56,27.95,7.88,01-Dec-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
01-Dec-2020 - 00:00,,80.08,3.0,33.62,31.88,8.32,02-Dec-2020 - 00:00,"City Railway Station, Bengaluru - KSPCB"
