from date,PM2.5,PM10,NO2,NOx,NO,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,Eth-Benzene,MP-Xylene,WS,WD,RH,SR,RF,to date,station
04-Aug-2020 - 00:00,38.0,85.46,21.36,15.94,5.87,35.34,2.14,0.75,35.8,3.8,26.03,2.66,4.05,6.96,4.09,151.35,93.04,258.16,0.3,05-Aug-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
05-Aug-2020 - 00:00,52.76,121.0,25.32,21.89,10.59,26.57,4.17,0.88,48.76,4.77,30.88,2.92,4.9,8.97,4.25,224.71,89.74,293.64,0.0,06-Aug-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
06-Aug-2020 - 00:00,34.77,90.69,19.46,15.7,6.71,29.0,4.26,0.66,57.24,3.26,27.03,2.0,3.61,6.87,4.18,253.14,80.01,266.74,0.0,07-Aug-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
07-Aug-2020 - 00:00,25.32,65.08,21.36,17.51,8.0,21.54,4.69,0.62,59.99,2.98,31.05,2.49,4.41,8.84,3.63,258.98,82.05,363.33,0.0,08-Aug-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
08-Aug-2020 - 00:00,43.35,90.48,16.52,12.78,5.93,26.8,17.04,0.63,62.74,2.58,19.11,1.58,2.46,4.64,4.13,256.14,83.86,338.53,0.0,09-Aug-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
09-Aug-2020 - 00:00,38.97,89.53,16.55,12.49,6.83,21.89,23.64,0.61,54.67,0.81,7.81,0.58,0.86,1.6,4.08,279.61,97.73,89.08,0.1,10-Aug-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
10-Aug-2020 - 00:00,35.13,82.62,22.22,17.55,8.6,35.94,15.99,0.67,56.67,1.06,10.47,0.69,1.16,2.36,3.69,304.77,95.8,310.82,0.08,11-Aug-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
11-Aug-2020 - 00:00,49.04,87.11,22.22,14.94,4.16,37.26,22.84,0.85,56.88,1.52,11.15,0.76,1.45,2.52,3.92,290.97,97.29,224.46,0.14,12-Aug-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
12-Aug-2020 - 00:00,35.22,72.77,24.9,15.84,3.53,39.2,25.89,0.71,62.88,1.22,7.72,0.52,0.88,1.63,3.85,288.5,96.87,129.99,0.3,13-Aug-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
13-Aug-2020 - 00:00,29.59,55.08,25.48,21.6,10.99,32.78,16.58,0.79,52.4,0.5,5.69,0.34,0.57,1.15,3.17,308.69,99.13,22.12,0.16,14-Aug-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
14-Aug-2020 - 00:00,48.99,108.33,27.06,24.26,12.75,37.86,9.45,0.79,49.71,2.09,12.8,1.61,2.16,4.37,3.98,334.17,90.53,114.25,0.03,15-Aug-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
15-Aug-2020 - 00:00,36.38,86.54,20.78,17.16,7.75,32.53,13.86,0.65,53.66,3.12,31.68,2.42,3.62,7.83,4.3,313.77,88.62,496.01,0.08,16-Aug-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
16-Aug-2020 - 00:00,32.98,68.42,15.85,12.57,5.34,33.88,0.76,0.53,55.12,2.6,41.34,2.75,4.56,9.96,3.47,294.87,93.91,216.14,0.0,17-Aug-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
17-Aug-2020 - 00:00,28.76,58.56,22.55,19.04,9.08,35.67,2.19,0.72,55.4,4.24,41.9,3.45,5.31,11.39,3.64,304.0,98.61,158.9,1.04,18-Aug-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
18-Aug-2020 - 00:00,36.47,73.61,24.11,18.31,7.38,35.49,6.08,0.7,54.03,4.25,32.41,3.12,4.69,9.36,3.86,318.79,96.69,171.67,0.15,19-Aug-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
19-Aug-2020 - 00:00,25.19,55.66,23.29,17.71,6.92,34.23,8.84,0.64,55.19,3.7,22.54,2.24,3.28,6.55,3.15,337.59,98.05,38.03,0.02,20-Aug-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
20-Aug-2020 - 00:00,19.54,40.19,17.43,14.93,6.8,37.4,14.86,0.52,57.37,2.7,34.67,3.15,5.08,10.29,3.0,333.76,97.64,187.1,0.05,21-Aug-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
21-Aug-2020 - 00:00,24.84,49.3,19.55,18.7,10.59,45.41,1.25,0.54,45.85,3.04,27.04,3.04,3.86,8.73,3.53,350.18,94.76,173.1,0.03,22-Aug-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
22-Aug-2020 - 00:00,34.32,82.03,21.22,18.95,9.82,39.59,2.63,0.7,47.31,4.14,29.42,3.24,4.13,8.42,4.32,285.8,90.78,368.74,0.0,23-Aug-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
23-Aug-2020 - 00:00,27.47,67.63,13.47,10.36,4.15,34.34,3.79,0.41,52.5,2.21,37.36,2.93,4.63,9.57,3.5,266.01,86.15,350.65,0.02,24-Aug-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
