from date,NO2,NO,NOx,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,Eth-Benzene,MP-Xylene,RH,WS,WD,to date,station
28-Apr-2020 - 00:00,15.3,1.44,9.15,22.55,9.37,0.32,60.07,22.16,61.65,6.28,96.68,0.81,2.11,53.98,1.28,107.3,29-Apr-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
29-Apr-2020 - 00:00,17.0,1.57,10.14,17.4,14.13,0.55,73.48,40.7,120.7,6.62,90.86,0.88,2.15,41.92,0.72,155.65,30-Apr-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
30-Apr-2020 - 00:00,15.15,1.28,8.92,16.74,15.08,0.48,71.37,33.58,188.06,5.34,64.61,2.86,4.02,33.1,1.31,256.93,01-May-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
01-May-2020 - 00:00,14.88,1.46,8.94,19.46,17.05,0.54,67.77,32.42,223.08,6.74,29.79,1.07,2.57,31.51,1.32,226.99,02-May-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
02-May-2020 - 00:00,13.18,1.19,7.84,22.35,9.36,0.52,56.5,17.94,144.18,6.47,24.69,0.84,1.99,18.66,2.21,93.87,03-May-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
03-May-2020 - 00:00,11.06,1.23,6.75,20.87,8.24,0.44,48.96,17.97,113.54,5.38,24.22,0.83,1.91,58.47,2.35,116.18,04-May-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
04-May-2020 - 00:00,14.95,1.39,8.92,20.01,7.22,0.42,55.54,15.32,38.19,5.01,28.39,0.93,2.27,61.95,0.72,94.17,05-May-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
05-May-2020 - 00:00,15.76,1.45,9.39,20.76,8.77,0.49,65.66,19.41,75.98,7.07,36.1,0.87,2.07,44.67,1.11,234.12,06-May-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
06-May-2020 - 00:00,16.26,1.43,9.62,18.81,13.43,0.38,68.85,17.99,87.56,5.09,164.75,0.47,1.1,31.93,1.08,138.08,07-May-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
07-May-2020 - 00:00,16.09,1.3,9.44,17.77,11.24,0.38,67.16,18.36,92.11,5.74,157.71,1.52,3.44,36.14,1.19,136.72,08-May-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
08-May-2020 - 00:00,23.1,1.43,13.39,21.29,27.27,0.87,71.86,35.78,175.51,8.82,127.59,1.57,3.73,30.71,0.97,157.69,09-May-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
09-May-2020 - 00:00,25.65,1.27,14.4,29.19,25.61,0.77,68.53,45.38,174.55,7.53,118.28,0.42,2.4,32.82,1.23,110.47,10-May-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
10-May-2020 - 00:00,13.08,1.09,7.78,35.22,24.07,0.58,62.27,38.05,150.43,7.0,146.98,0.79,1.75,24.81,1.46,97.9,11-May-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
11-May-2020 - 00:00,12.0,1.74,7.59,28.53,15.2,0.48,68.23,24.94,149.55,7.57,121.3,1.15,2.75,39.91,1.6,140.28,12-May-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
12-May-2020 - 00:00,11.59,1.24,7.05,25.55,9.89,0.49,68.45,20.31,109.16,6.03,145.74,1.27,2.97,40.62,1.06,112.51,13-May-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
13-May-2020 - 00:00,12.06,1.23,7.17,22.12,9.88,0.61,67.66,35.55,285.97,6.08,134.48,1.05,2.67,48.48,1.03,184.17,14-May-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
14-May-2020 - 00:00,12.84,1.4,7.82,26.92,7.55,0.49,61.87,18.38,97.34,5.75,161.76,1.48,3.61,48.03,1.19,164.05,15-May-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
15-May-2020 - 00:00,13.36,1.26,7.99,28.18,10.82,0.4,74.77,13.77,107.15,5.21,152.58,1.4,3.12,39.89,1.65,290.68,16-May-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
16-May-2020 - 00:00,15.57,1.24,9.11,26.43,23.18,0.66,81.58,23.35,134.55,6.35,121.79,1.19,2.63,33.07,1.28,285.63,17-May-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
17-May-2020 - 00:00,19.43,1.35,11.2,32.2,12.73,0.67,82.81,29.96,151.0,7.19,163.36,1.77,3.88,27.13,0.79,228.1,18-May-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
18-May-2020 - 00:00,18.39,1.51,10.82,32.91,14.98,0.54,80.46,24.59,139.92,5.66,139.38,5.15,7.35,19.31,1.01,268.4,19-May-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
19-May-2020 - 00:00,17.04,1.43,10.02,29.97,18.02,0.55,77.39,26.66,160.27,6.79,160.66,1.78,4.09,19.66,1.16,264.29,20-May-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
20-May-2020 - 00:00,16.54,1.46,9.77,27.97,23.81,0.51,82.39,25.04,134.7,5.05,129.57,1.26,2.8,23.52,1.45,276.69,21-May-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
21-May-2020 - 00:00,18.05,1.53,10.65,16.76,18.0,0.52,77.78,22.09,148.37,5.26,132.67,1.23,2.74,19.92,1.57,274.1,22-May-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
22-May-2020 - 00:00,21.94,1.49,12.65,19.67,16.94,0.62,69.06,24.2,142.87,6.97,164.69,1.91,4.33,18.83,0.74,259.8,23-May-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
23-May-2020 - 00:00,19.3,2.12,11.79,20.23,16.43,0.42,66.86,25.52,198.64,5.97,154.77,1.91,4.35,16.98,1.82,239.54,24-May-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
24-May-2020 - 00:00,14.62,1.3,8.67,19.78,13.41,0.45,80.4,24.93,158.73,4.57,152.18,1.28,2.68,20.45,1.57,270.75,25-May-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
25-May-2020 - 00:00,18.09,1.62,10.74,18.94,13.57,0.58,75.17,27.12,146.51,6.08,160.48,1.56,3.28,22.04,1.39,239.46,26-May-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
26-May-2020 - 00:00,20.69,1.8,12.25,18.57,11.18,0.48,65.95,25.19,198.28,6.73,162.53,2.06,4.47,17.89,1.57,237.86,27-May-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
27-May-2020 - 00:00,16.88,1.45,9.96,17.23,14.41,0.43,76.87,24.01,196.33,6.74,170.2,1.87,4.07,17.45,1.49,186.26,28-May-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
28-May-2020 - 00:00,13.03,1.22,7.77,19.5,12.05,0.4,66.79,29.53,214.35,5.35,122.38,1.29,2.92,32.11,1.93,110.68,29-May-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
29-May-2020 - 00:00,13.64,1.3,8.21,35.47,12.41,0.45,50.73,35.18,82.31,3.94,55.7,1.49,2.41,53.1,2.58,101.85,30-May-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
30-May-2020 - 00:00,13.84,1.34,8.27,36.44,2.06,0.42,56.37,21.52,56.15,3.9,77.46,0.77,2.22,52.13,1.55,127.9,31-May-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
31-May-2020 - 00:00,7.13,1.79,3.78,27.59,11.49,0.54,43.84,23.22,62.63,3.78,56.05,0.62,1.66,74.73,1.49,152.7,01-Jun-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
01-Jun-2020 - 00:00,29.91,3.56,17.86,23.47,9.16,0.54,62.72,27.01,82.11,3.41,55.8,0.4,1.12,57.42,0.85,113.02,02-Jun-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
02-Jun-2020 - 00:00,25.28,4.58,15.89,29.7,6.86,0.46,68.81,20.89,81.82,4.43,101.79,0.85,2.57,63.21,1.38,213.72,03-Jun-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
03-Jun-2020 - 00:00,22.83,4.37,14.47,23.14,11.3,0.5,71.87,25.77,82.51,4.8,92.26,0.76,2.15,56.07,0.84,156.83,04-Jun-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
04-Jun-2020 - 00:00,18.12,4.66,12.21,22.1,17.62,0.52,69.46,30.53,109.35,5.17,93.73,3.97,6.0,59.63,0.89,149.44,05-Jun-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
05-Jun-2020 - 00:00,14.91,4.21,10.13,24.03,10.14,0.68,66.52,22.36,62.3,5.26,98.86,1.0,2.41,64.04,1.12,160.13,06-Jun-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
06-Jun-2020 - 00:00,5.8,2.97,2.7,,26.87,0.71,74.06,25.3,95.44,3.93,70.99,0.45,1.12,48.36,0.9,89.54,07-Jun-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
07-Jun-2020 - 00:00,,,,,5.47,0.91,39.6,21.74,66.23,5.56,118.13,1.43,3.7,66.52,1.36,104.45,08-Jun-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
08-Jun-2020 - 00:00,3.66,1.69,1.69,,1.13,0.35,56.77,23.28,116.61,3.84,82.05,0.42,1.31,44.81,0.94,182.62,09-Jun-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
09-Jun-2020 - 00:00,,,,,24.72,0.47,40.79,33.0,146.37,2.93,78.1,0.39,1.13,44.84,1.12,202.82,10-Jun-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
10-Jun-2020 - 00:00,5.06,6.19,5.82,,7.79,0.45,40.05,36.79,132.98,3.39,72.48,0.78,2.39,57.85,1.17,180.49,11-Jun-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
11-Jun-2020 - 00:00,6.1,6.23,5.88,,8.45,0.45,32.74,26.68,100.47,4.16,98.25,0.73,2.15,53.26,1.02,186.37,12-Jun-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
12-Jun-2020 - 00:00,6.69,6.22,5.81,,8.89,0.45,31.09,23.87,127.63,4.41,117.53,0.84,2.51,42.7,0.83,194.75,13-Jun-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
13-Jun-2020 - 00:00,6.64,6.04,5.73,,3.6,0.54,35.4,46.02,257.69,5.12,99.12,0.75,2.05,53.48,1.25,165.16,14-Jun-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
14-Jun-2020 - 00:00,6.98,5.95,5.63,,14.98,0.58,17.02,28.99,149.61,5.55,150.02,1.04,2.66,42.7,0.67,109.39,15-Jun-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
15-Jun-2020 - 00:00,6.52,8.0,5.22,4.91,15.62,0.72,25.24,36.3,128.69,4.0,114.68,0.98,2.69,36.76,0.91,224.51,16-Jun-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
16-Jun-2020 - 00:00,8.73,3.01,3.64,7.15,14.12,0.67,26.89,32.41,144.19,5.01,121.5,1.79,2.21,41.33,0.99,134.07,17-Jun-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
17-Jun-2020 - 00:00,9.04,0.78,3.29,6.87,11.45,0.56,30.8,20.15,121.27,5.33,126.87,1.21,0.58,33.5,1.44,129.31,18-Jun-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
18-Jun-2020 - 00:00,9.08,0.9,3.44,6.77,9.42,0.58,28.16,20.54,151.0,5.47,137.82,1.29,0.67,40.19,1.15,168.41,19-Jun-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
19-Jun-2020 - 00:00,10.6,1.15,2.78,5.16,9.43,0.48,24.46,37.56,308.73,4.51,118.39,1.14,0.6,40.26,1.43,225.99,20-Jun-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
20-Jun-2020 - 00:00,13.58,,2.45,3.12,2.88,0.36,18.58,24.01,190.17,2.58,89.99,0.34,0.18,46.13,1.95,196.78,21-Jun-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
21-Jun-2020 - 00:00,13.66,,2.41,3.1,10.7,0.42,13.94,16.89,89.82,3.27,122.35,0.45,0.23,51.07,1.3,142.07,22-Jun-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
22-Jun-2020 - 00:00,12.54,15.91,5.5,9.17,9.65,0.38,39.32,17.31,68.01,2.41,81.25,0.43,0.27,52.41,1.04,163.15,23-Jun-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
23-Jun-2020 - 00:00,11.2,7.33,6.36,12.22,11.77,0.57,35.06,25.45,74.76,3.12,59.04,0.29,0.13,52.92,1.54,84.51,24-Jun-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
24-Jun-2020 - 00:00,15.9,3.12,8.43,15.54,11.22,0.52,35.07,19.36,62.56,4.62,111.43,1.07,0.48,61.75,1.82,101.38,25-Jun-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
25-Jun-2020 - 00:00,16.31,2.63,7.98,11.86,7.63,0.51,52.42,16.41,79.75,3.46,125.74,1.05,0.5,66.55,1.24,166.02,26-Jun-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
26-Jun-2020 - 00:00,18.48,2.68,9.15,11.53,3.85,0.55,63.67,18.39,74.22,4.29,146.35,2.49,0.99,74.02,1.01,202.78,27-Jun-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
27-Jun-2020 - 00:00,26.49,4.47,14.78,5.52,11.01,0.6,61.49,40.52,174.09,3.36,105.2,1.78,4.88,64.02,1.22,185.48,28-Jun-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
28-Jun-2020 - 00:00,30.44,3.58,16.19,7.58,20.92,0.56,72.37,45.44,313.17,4.79,141.87,1.95,4.75,56.82,0.91,209.92,29-Jun-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
29-Jun-2020 - 00:00,22.78,2.95,11.86,11.93,4.19,0.44,60.72,24.4,168.44,1.71,46.9,0.02,0.09,51.39,1.48,198.36,30-Jun-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
30-Jun-2020 - 00:00,20.99,2.37,9.78,7.83,8.62,0.36,46.96,22.9,97.61,2.54,70.04,0.32,0.82,57.03,1.82,100.63,01-Jul-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
01-Jul-2020 - 00:00,2.0,422.67,7.73,4.23,5.71,0.72,43.32,47.27,136.7,4.37,95.2,1.62,2.25,47.16,1.07,143.57,02-Jul-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
02-Jul-2020 - 00:00,2.0,,7.87,1.39,7.56,0.57,53.97,37.58,159.46,3.74,106.75,1.35,2.3,49.13,1.15,209.19,03-Jul-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
03-Jul-2020 - 00:00,8.52,,11.89,1.36,12.94,0.48,40.17,41.54,174.69,3.66,118.3,1.43,3.11,46.14,1.44,176.56,04-Jul-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
04-Jul-2020 - 00:00,17.44,8.42,10.48,1.21,8.61,0.4,36.66,21.09,106.96,3.3,93.17,1.06,2.17,53.98,2.01,106.49,05-Jul-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
05-Jul-2020 - 00:00,16.33,2.54,8.32,3.1,23.8,0.63,48.09,27.72,245.11,1.76,48.66,0.43,1.01,51.7,1.37,101.65,06-Jul-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
06-Jul-2020 - 00:00,16.45,2.66,7.85,3.1,5.4,0.39,47.0,39.34,76.85,2.17,47.12,0.77,1.52,60.33,1.4,110.47,07-Jul-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
07-Jul-2020 - 00:00,13.19,2.01,5.86,1.55,9.92,0.32,42.81,18.98,53.33,2.32,78.41,0.8,1.87,69.6,1.94,87.03,08-Jul-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
08-Jul-2020 - 00:00,10.79,2.43,5.45,0.99,13.37,0.43,43.08,19.75,56.25,2.33,71.02,0.84,2.15,85.72,1.57,124.65,09-Jul-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
09-Jul-2020 - 00:00,11.16,1.88,11.1,0.13,7.56,0.4,,15.98,41.61,2.65,87.28,1.05,3.07,73.12,0.89,188.23,10-Jul-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
10-Jul-2020 - 00:00,14.94,0.51,7.1,3.66,6.72,0.33,,29.52,100.99,1.9,75.82,0.62,2.09,62.32,1.9,242.69,11-Jul-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
11-Jul-2020 - 00:00,17.92,1.31,8.53,7.06,20.5,0.37,,17.79,57.13,2.1,91.29,0.74,2.19,60.61,1.27,156.67,12-Jul-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
12-Jul-2020 - 00:00,19.03,2.13,8.94,3.93,5.29,0.37,,13.41,46.37,3.09,148.07,1.29,3.48,74.87,1.43,181.18,13-Jul-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
13-Jul-2020 - 00:00,16.11,2.16,7.48,2.97,5.12,0.3,,33.22,113.69,2.27,107.32,0.96,2.77,63.29,1.01,199.31,14-Jul-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
14-Jul-2020 - 00:00,16.19,2.0,7.41,2.73,8.38,0.36,,24.45,116.64,3.08,151.11,1.21,3.3,63.54,0.9,163.81,15-Jul-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
15-Jul-2020 - 00:00,16.05,2.11,7.43,2.86,4.7,0.41,70.64,35.17,105.52,2.97,116.23,1.06,2.4,65.55,1.17,60.28,16-Jul-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
16-Jul-2020 - 00:00,14.49,1.92,6.46,2.69,49.77,0.33,65.66,23.72,55.95,2.32,72.12,0.72,1.54,67.3,1.48,80.56,17-Jul-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
17-Jul-2020 - 00:00,15.9,2.06,7.31,2.42,55.19,0.43,58.86,24.13,51.75,2.82,96.98,1.19,2.44,65.68,1.27,79.91,18-Jul-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
18-Jul-2020 - 00:00,16.22,1.92,7.32,2.12,54.16,0.55,61.32,26.46,66.28,3.61,114.68,1.52,2.68,66.87,1.18,82.82,19-Jul-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
19-Jul-2020 - 00:00,12.46,1.76,6.41,2.59,63.88,0.4,55.97,21.85,44.84,3.38,122.98,0.71,1.15,72.1,1.71,183.68,20-Jul-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
20-Jul-2020 - 00:00,0.29,0.04,0.14,0.06,1.09,,,0.15,0.3,0.04,2.1,0.0,0.0,80.89,1.77,194.53,21-Jul-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
21-Jul-2020 - 00:00,6.08,1.29,4.17,1.9,20.0,0.1,,0.2,,1.29,10.3,0.0,0.01,89.83,1.46,130.76,22-Jul-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
22-Jul-2020 - 00:00,17.91,2.27,9.76,3.52,19.69,0.6,,9.43,5.72,1.46,48.6,0.04,0.11,87.28,0.81,174.53,23-Jul-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
23-Jul-2020 - 00:00,2.96,0.36,1.56,0.36,10.13,0.01,,0.23,13.3,0.03,1.29,0.0,0.0,65.07,0.72,215.03,24-Jul-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
24-Jul-2020 - 00:00,0.47,0.05,0.25,0.13,0.76,0.01,,0.2,1.6,0.05,1.27,0.0,0.0,80.04,0.93,108.0,25-Jul-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
25-Jul-2020 - 00:00,16.23,1.88,8.98,13.07,45.16,0.34,36.05,22.25,47.17,2.2,71.36,0.32,0.77,79.46,1.03,73.33,26-Jul-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
26-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,27-Jul-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
27-Jul-2020 - 00:00,21.55,2.23,11.92,16.87,19.9,0.33,13.5,14.54,69.21,1.79,84.21,1.23,3.5,64.49,1.5,258.96,28-Jul-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
28-Jul-2020 - 00:00,20.94,2.43,12.24,19.25,24.41,0.31,2.36,10.81,66.4,2.4,163.79,1.7,4.86,60.16,1.51,245.93,29-Jul-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
29-Jul-2020 - 00:00,20.63,3.88,13.0,19.28,18.53,0.59,5.82,12.96,74.44,2.24,153.87,1.47,3.96,67.73,1.66,182.77,30-Jul-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
30-Jul-2020 - 00:00,19.1,2.27,11.09,15.98,37.88,0.35,14.27,9.8,25.28,1.9,113.16,1.26,3.19,85.3,1.3,91.22,31-Jul-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
31-Jul-2020 - 00:00,17.52,1.45,9.34,25.94,64.59,0.39,52.12,19.34,42.89,2.3,116.97,1.21,3.04,77.31,0.69,97.12,01-Aug-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
01-Aug-2020 - 00:00,18.47,0.35,8.78,36.61,22.86,0.36,50.78,14.6,42.48,2.46,80.06,1.15,2.88,69.11,1.11,207.61,02-Aug-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
02-Aug-2020 - 00:00,17.45,1.1,8.26,30.92,4.07,0.44,58.84,14.5,64.27,2.14,112.48,0.9,2.4,69.35,0.93,243.31,03-Aug-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
03-Aug-2020 - 00:00,16.31,2.13,7.58,26.37,7.0,0.44,50.63,15.32,45.61,2.73,159.07,1.62,4.27,66.14,1.33,214.02,04-Aug-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
04-Aug-2020 - 00:00,15.71,2.34,7.63,28.12,47.3,0.55,35.1,26.49,51.09,1.24,52.83,0.44,1.26,64.12,0.87,228.83,05-Aug-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
05-Aug-2020 - 00:00,17.25,2.08,8.04,24.19,64.24,0.42,46.24,29.07,79.05,2.41,106.47,0.9,2.31,72.1,1.03,92.43,06-Aug-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
06-Aug-2020 - 00:00,17.54,1.93,8.03,21.53,9.6,0.42,46.22,16.12,51.09,2.92,88.35,0.9,1.82,67.81,2.12,78.46,07-Aug-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
07-Aug-2020 - 00:00,12.6,1.86,5.41,16.47,8.6,0.33,48.15,14.35,39.78,1.85,73.7,0.71,1.64,70.05,1.85,97.73,08-Aug-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
08-Aug-2020 - 00:00,10.83,2.26,4.96,17.11,7.02,0.37,43.03,21.99,38.85,1.45,28.09,3.1,3.44,64.11,1.04,163.77,09-Aug-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
09-Aug-2020 - 00:00,12.74,2.05,5.67,16.73,6.29,0.43,54.78,15.58,21.26,1.87,76.79,2.6,2.13,87.25,1.29,212.91,10-Aug-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
10-Aug-2020 - 00:00,15.42,2.24,7.45,21.2,3.78,0.73,42.21,34.01,45.94,2.33,56.58,1.14,2.34,76.99,0.82,119.87,11-Aug-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
11-Aug-2020 - 00:00,15.14,1.91,6.8,16.57,9.64,0.33,52.83,11.96,29.5,2.33,108.54,1.28,3.03,78.26,0.91,227.89,12-Aug-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
12-Aug-2020 - 00:00,6.58,1.85,3.25,9.68,5.67,0.33,41.38,17.24,32.47,1.94,107.9,0.82,2.1,79.93,1.39,225.41,13-Aug-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
13-Aug-2020 - 00:00,9.58,1.98,7.36,25.61,7.15,0.36,27.22,16.88,29.47,2.17,97.48,0.89,2.17,86.94,1.68,130.25,14-Aug-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
14-Aug-2020 - 00:00,16.85,3.63,8.22,18.65,11.37,0.45,46.79,108.31,40.39,2.44,52.96,0.76,1.3,74.22,1.57,84.51,15-Aug-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
15-Aug-2020 - 00:00,19.0,4.01,10.48,21.84,8.11,0.45,58.94,15.33,38.25,3.57,142.2,1.61,2.92,80.37,1.35,81.41,16-Aug-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
16-Aug-2020 - 00:00,20.3,2.82,12.68,25.56,4.99,0.41,43.83,9.66,32.51,2.77,86.78,1.11,2.91,66.52,1.5,110.43,17-Aug-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
17-Aug-2020 - 00:00,13.63,1.57,8.37,16.91,8.33,0.38,52.26,15.09,37.67,2.5,93.5,1.74,3.65,77.75,1.2,121.46,18-Aug-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
18-Aug-2020 - 00:00,17.7,1.98,10.32,20.95,8.75,0.33,47.38,22.23,45.23,2.56,115.06,2.14,3.62,82.58,1.31,165.62,19-Aug-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
19-Aug-2020 - 00:00,20.61,1.53,12.0,24.03,4.52,0.54,54.43,14.29,27.44,2.6,152.56,2.09,4.14,91.46,1.17,166.77,20-Aug-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
20-Aug-2020 - 00:00,16.43,1.16,9.61,19.94,4.72,0.44,62.89,11.86,19.63,2.48,151.97,1.97,3.72,89.02,1.16,125.5,21-Aug-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
21-Aug-2020 - 00:00,17.47,1.32,10.19,20.7,6.15,0.49,70.12,9.97,38.62,3.05,166.9,2.4,4.16,80.17,1.04,68.9,22-Aug-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
22-Aug-2020 - 00:00,13.34,1.2,12.23,15.15,7.53,0.46,59.54,16.79,34.49,2.47,128.08,1.3,2.45,82.35,0.88,52.68,23-Aug-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
23-Aug-2020 - 00:00,10.33,1.81,16.99,,5.12,0.4,62.57,14.92,32.94,2.4,138.16,1.4,2.95,77.02,1.42,62.81,24-Aug-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
24-Aug-2020 - 00:00,9.25,1.07,16.04,,10.92,0.31,30.65,10.36,30.65,2.41,113.27,1.49,2.78,80.59,1.86,86.56,25-Aug-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
25-Aug-2020 - 00:00,8.43,0.99,14.65,33.52,3.66,0.3,42.35,17.12,27.56,2.6,109.47,1.74,3.03,80.93,1.76,116.67,26-Aug-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
26-Aug-2020 - 00:00,8.28,1.17,14.16,34.28,3.79,0.32,73.67,10.55,34.74,2.79,119.75,1.51,3.4,71.92,1.22,218.48,27-Aug-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
