from date,NO2,NOx,NO,NH3,SO2,Ozone,CO,PM10,PM2.5,Benzene,Toluene,AT,Temp,BP,RH,RF,WS,WD,SR,to date,station
14-Nov-2020 - 00:00,98.55,85.74,40.98,52.41,45.88,41.76,2.92,465.33,371.93,2.22,13.31,20.92,31.91,734.0,48.83,0.0,0.33,181.54,44.45,15-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
15-Nov-2020 - 00:00,30.43,17.21,1.34,58.22,18.67,72.01,2.19,358.65,267.41,1.42,4.05,20.92,32.18,734.0,52.46,0.07,1.47,104.22,41.38,16-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
16-Nov-2020 - 00:00,22.57,15.32,4.07,51.48,8.67,40.76,1.46,92.65,75.56,0.47,1.19,20.25,31.89,734.0,62.95,0.0,1.06,139.53,52.85,17-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
17-Nov-2020 - 00:00,48.72,40.08,17.43,45.61,10.39,26.01,1.66,157.26,87.51,0.73,3.92,20.31,31.83,734.0,59.57,0.0,0.87,278.22,62.15,18-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
18-Nov-2020 - 00:00,58.74,41.14,12.49,41.83,15.07,33.06,1.45,212.97,138.34,0.87,7.46,19.67,31.97,734.0,54.25,0.0,0.65,267.2,57.96,19-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
19-Nov-2020 - 00:00,50.7,30.5,5.8,40.95,25.21,60.52,1.0,224.01,151.27,0.98,3.97,19.25,31.79,737.9,49.27,0.0,0.87,267.84,57.02,20-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
20-Nov-2020 - 00:00,65.81,46.37,13.94,37.37,19.2,62.92,1.21,267.27,175.55,0.97,6.99,18.04,31.68,743.0,49.6,0.0,1.27,274.95,60.23,21-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
21-Nov-2020 - 00:00,57.08,42.65,15.05,32.28,10.37,46.5,1.12,236.17,112.56,0.86,7.39,17.5,31.82,743.0,46.0,0.0,1.43,263.78,61.98,22-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
22-Nov-2020 - 00:00,63.21,58.02,29.94,33.56,12.18,59.92,1.43,254.01,140.91,1.04,8.85,17.26,31.48,743.0,44.66,0.0,0.98,258.11,59.22,23-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
23-Nov-2020 - 00:00,78.18,125.19,102.8,43.4,20.23,70.04,2.84,381.24,220.31,2.07,15.39,18.05,32.51,743.0,44.04,0.0,0.34,203.44,53.09,24-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
24-Nov-2020 - 00:00,66.83,125.88,108.96,56.23,15.47,58.64,3.51,505.12,330.93,3.17,17.48,17.97,31.97,743.0,49.2,0.0,0.34,144.12,48.08,25-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
25-Nov-2020 - 00:00,29.81,17.95,2.52,52.54,12.4,72.79,1.13,351.95,230.25,1.74,5.14,18.61,31.86,743.0,50.25,0.0,0.79,87.69,41.5,26-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
26-Nov-2020 - 00:00,37.23,27.91,9.91,47.32,8.87,29.9,1.08,208.6,148.52,1.12,3.87,18.34,32.06,743.0,59.51,0.0,0.9,203.68,36.01,27-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
27-Nov-2020 - 00:00,52.3,45.41,21.57,38.7,12.4,28.68,1.03,174.85,82.94,0.79,7.74,18.85,32.69,743.0,51.54,0.0,1.48,278.64,55.91,28-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
28-Nov-2020 - 00:00,76.61,65.12,29.98,45.06,15.36,61.21,1.61,307.29,128.94,1.14,10.59,20.61,32.49,743.0,41.23,0.0,0.99,257.88,52.83,29-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
29-Nov-2020 - 00:00,68.29,57.46,25.94,42.68,15.34,52.24,1.39,280.5,162.8,1.05,9.02,18.37,31.78,743.0,45.92,0.0,0.61,261.01,58.24,30-Nov-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
30-Nov-2020 - 00:00,88.32,80.12,40.69,51.02,19.53,56.83,1.76,371.89,224.57,1.44,11.16,18.73,32.36,743.0,46.89,0.0,0.59,269.86,53.06,01-Dec-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
01-Dec-2020 - 00:00,114.3,179.0,145.35,55.3,25.05,1.6,2.41,420.0,267.0,1.6,15.15,16.5,32.85,743.0,53.5,0.0,0.3,287.5,8.0,02-Dec-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
