from date,PM10,PM2.5,AT,BP,SR,RH,WD,RF,NO,NOx,NO2,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,to date,station
28-Apr-2020 - 00:00,114.18,54.24,27.76,989.19,179.31,50.46,156.61,,2.44,11.55,17.88,22.94,19.49,0.97,61.11,0.45,0.69,0.01,29-Apr-2020 - 00:00,"Alipur, Delhi - DPCC"
29-Apr-2020 - 00:00,153.85,68.93,29.76,986.41,160.64,48.86,145.92,,2.52,12.61,19.92,24.2,16.25,0.95,65.14,0.56,0.99,0.03,30-Apr-2020 - 00:00,"Alipur, Delhi - DPCC"
30-Apr-2020 - 00:00,129.94,50.59,30.65,985.76,175.71,46.98,122.77,,2.41,12.73,20.3,26.62,15.91,0.89,68.04,0.35,10.61,0.01,01-May-2020 - 00:00,"Alipur, Delhi - DPCC"
01-May-2020 - 00:00,168.74,71.88,30.13,983.98,149.01,51.55,135.18,,2.52,13.94,22.36,32.49,19.89,0.9,64.8,0.35,0.81,0.0,02-May-2020 - 00:00,"Alipur, Delhi - DPCC"
02-May-2020 - 00:00,127.0,35.71,30.38,983.9,187.07,48.06,179.17,,2.51,13.44,21.43,29.48,15.24,0.84,68.47,0.18,0.66,0.05,03-May-2020 - 00:00,"Alipur, Delhi - DPCC"
03-May-2020 - 00:00,104.78,42.17,28.76,984.94,155.84,53.04,170.53,1.0,2.59,13.48,21.37,25.59,14.19,0.8,52.16,0.27,0.78,0.08,04-May-2020 - 00:00,"Alipur, Delhi - DPCC"
04-May-2020 - 00:00,75.37,35.74,30.34,985.8,211.06,45.81,90.62,,2.5,12.9,20.42,27.48,14.19,0.68,60.21,0.6,0.52,0.01,05-May-2020 - 00:00,"Alipur, Delhi - DPCC"
05-May-2020 - 00:00,125.48,59.17,29.85,984.93,211.71,48.08,169.93,,3.79,16.84,25.51,25.68,17.7,0.82,54.71,0.36,2.29,0.15,06-May-2020 - 00:00,"Alipur, Delhi - DPCC"
06-May-2020 - 00:00,184.15,68.23,28.78,984.63,145.97,45.83,147.29,,2.6,13.66,21.68,24.26,22.77,0.9,61.62,0.58,1.33,0.23,07-May-2020 - 00:00,"Alipur, Delhi - DPCC"
07-May-2020 - 00:00,81.73,35.15,28.89,985.18,219.04,42.99,135.53,,2.5,12.15,19.01,20.04,14.3,0.77,78.8,0.14,0.76,0.18,08-May-2020 - 00:00,"Alipur, Delhi - DPCC"
08-May-2020 - 00:00,153.38,69.48,30.96,983.42,204.46,44.41,139.39,,2.96,15.81,25.2,25.68,18.98,1.01,78.32,0.62,1.49,0.4,09-May-2020 - 00:00,"Alipur, Delhi - DPCC"
09-May-2020 - 00:00,138.46,63.98,32.62,984.09,194.08,44.9,162.77,,2.47,14.7,23.84,30.83,15.71,0.92,88.57,0.54,1.13,0.48,10-May-2020 - 00:00,"Alipur, Delhi - DPCC"
10-May-2020 - 00:00,106.48,57.5,27.28,985.61,93.76,50.39,156.34,,2.41,13.75,22.18,25.12,15.25,0.85,62.04,0.37,0.94,0.27,11-May-2020 - 00:00,"Alipur, Delhi - DPCC"
11-May-2020 - 00:00,110.85,58.54,28.3,986.38,183.24,50.52,132.55,,2.57,15.06,24.37,25.82,19.63,0.92,71.51,0.6,1.82,0.2,12-May-2020 - 00:00,"Alipur, Delhi - DPCC"
12-May-2020 - 00:00,104.83,51.65,30.05,985.96,175.36,47.21,100.82,,2.44,14.06,22.69,25.25,19.47,0.83,73.59,0.41,1.47,0.27,13-May-2020 - 00:00,"Alipur, Delhi - DPCC"
13-May-2020 - 00:00,196.6,93.5,29.31,984.86,104.76,49.34,134.73,,2.61,16.15,26.35,28.24,21.86,1.11,58.87,0.52,1.8,0.4,14-May-2020 - 00:00,"Alipur, Delhi - DPCC"
14-May-2020 - 00:00,151.79,75.54,30.06,984.06,181.34,52.54,145.81,5.42,3.49,20.16,32.56,28.21,14.7,0.9,65.21,0.36,2.5,0.58,15-May-2020 - 00:00,"Alipur, Delhi - DPCC"
15-May-2020 - 00:00,108.48,53.56,31.11,983.48,224.4,42.57,249.83,0.5,3.07,18.99,30.98,24.21,20.34,0.83,61.62,0.13,1.47,0.11,16-May-2020 - 00:00,"Alipur, Delhi - DPCC"
16-May-2020 - 00:00,146.15,76.81,31.77,982.34,236.81,37.75,257.37,,2.8,18.71,30.88,23.19,19.77,0.89,72.43,0.23,1.56,0.16,17-May-2020 - 00:00,"Alipur, Delhi - DPCC"
17-May-2020 - 00:00,221.96,111.44,32.4,980.91,195.13,36.52,225.38,,3.52,19.89,32.01,22.59,26.63,0.9,72.06,0.39,3.02,0.38,18-May-2020 - 00:00,"Alipur, Delhi - DPCC"
18-May-2020 - 00:00,213.9,104.73,31.97,980.09,210.35,34.58,239.1,,5.69,15.84,21.07,15.61,19.79,0.9,64.02,0.42,3.2,0.44,19-May-2020 - 00:00,"Alipur, Delhi - DPCC"
19-May-2020 - 00:00,234.38,114.25,31.76,979.54,212.46,34.67,108.46,,8.41,19.01,22.85,17.23,16.01,0.86,70.09,0.6,4.85,0.69,20-May-2020 - 00:00,"Alipur, Delhi - DPCC"
20-May-2020 - 00:00,165.61,73.25,32.52,979.1,232.25,30.76,269.09,,3.28,12.25,18.04,15.28,16.7,0.76,72.28,0.3,2.32,0.36,21-May-2020 - 00:00,"Alipur, Delhi - DPCC"
21-May-2020 - 00:00,178.56,55.09,33.54,978.08,236.63,29.6,273.06,,3.35,10.73,15.05,10.05,17.31,0.74,70.89,1.86,110.31,12.03,22-May-2020 - 00:00,"Alipur, Delhi - DPCC"
22-May-2020 - 00:00,281.03,131.58,34.66,978.24,219.81,32.29,183.32,,5.99,15.21,19.41,14.29,26.13,0.87,67.96,1.35,251.42,28.19,23-May-2020 - 00:00,"Alipur, Delhi - DPCC"
23-May-2020 - 00:00,271.04,110.04,35.95,979.46,199.92,34.7,173.65,,2.94,12.91,19.76,13.72,15.81,0.87,33.4,0.37,1.97,0.04,24-May-2020 - 00:00,"Alipur, Delhi - DPCC"
24-May-2020 - 00:00,200.67,69.12,37.31,980.09,218.42,32.82,228.32,,2.59,8.74,12.45,13.17,14.38,0.76,40.22,0.17,1.1,0.0,25-May-2020 - 00:00,"Alipur, Delhi - DPCC"
25-May-2020 - 00:00,170.58,55.19,36.06,979.49,220.89,31.8,235.68,,4.86,11.89,14.77,12.41,16.03,0.83,45.27,0.09,1.45,0.0,26-May-2020 - 00:00,"Alipur, Delhi - DPCC"
26-May-2020 - 00:00,235.75,76.99,37.26,977.96,223.5,30.11,248.18,,6.92,14.22,16.14,11.49,19.42,0.76,49.62,0.33,3.92,0.1,27-May-2020 - 00:00,"Alipur, Delhi - DPCC"
27-May-2020 - 00:00,187.71,49.2,35.97,976.46,198.63,33.89,102.05,,2.6,7.17,9.56,11.04,14.03,0.79,77.5,0.13,2.91,0.0,28-May-2020 - 00:00,"Alipur, Delhi - DPCC"
28-May-2020 - 00:00,229.29,36.47,32.57,978.53,168.43,43.44,126.5,0.5,2.46,5.34,6.27,14.84,8.76,0.73,37.46,0.01,0.47,0.0,29-May-2020 - 00:00,"Alipur, Delhi - DPCC"
29-May-2020 - 00:00,67.4,26.95,28.67,981.57,160.71,52.11,114.02,0.5,2.61,7.1,9.35,18.08,8.26,0.67,28.56,0.0,0.41,0.0,30-May-2020 - 00:00,"Alipur, Delhi - DPCC"
30-May-2020 - 00:00,57.69,29.31,29.14,983.35,177.47,51.7,129.71,,2.67,7.81,10.58,19.86,6.61,0.66,36.1,0.0,0.51,0.0,31-May-2020 - 00:00,"Alipur, Delhi - DPCC"
31-May-2020 - 00:00,39.0,25.91,25.42,985.36,156.54,65.18,129.8,4.17,2.55,6.54,8.36,12.91,6.11,0.65,27.0,0.0,0.65,0.0,01-Jun-2020 - 00:00,"Alipur, Delhi - DPCC"
01-Jun-2020 - 00:00,55.36,37.02,27.43,985.59,231.82,59.22,75.98,,2.58,6.67,8.58,27.28,8.25,0.73,33.92,0.0,0.29,0.01,02-Jun-2020 - 00:00,"Alipur, Delhi - DPCC"
02-Jun-2020 - 00:00,85.8,43.68,29.14,983.68,210.15,57.76,124.38,1.5,2.62,7.43,9.94,18.84,8.62,0.64,51.99,0.0,1.61,0.02,03-Jun-2020 - 00:00,"Alipur, Delhi - DPCC"
03-Jun-2020 - 00:00,113.04,49.29,30.46,981.83,232.03,51.17,168.53,,2.71,8.74,12.27,20.13,11.79,0.73,49.55,0.74,4.67,1.34,04-Jun-2020 - 00:00,"Alipur, Delhi - DPCC"
04-Jun-2020 - 00:00,143.27,62.35,29.0,981.02,133.27,54.99,115.26,,5.1,10.9,12.67,10.32,9.52,0.78,32.99,0.0,23.93,0.14,05-Jun-2020 - 00:00,"Alipur, Delhi - DPCC"
05-Jun-2020 - 00:00,101.91,51.51,28.43,981.12,157.81,55.1,113.41,,2.58,8.2,11.46,25.33,9.7,0.74,56.05,0.63,14.58,0.0,06-Jun-2020 - 00:00,"Alipur, Delhi - DPCC"
06-Jun-2020 - 00:00,104.62,47.06,30.11,980.58,208.93,52.95,95.74,,2.57,7.62,10.39,20.69,12.46,0.74,68.92,1.01,13.12,0.01,07-Jun-2020 - 00:00,"Alipur, Delhi - DPCC"
07-Jun-2020 - 00:00,90.89,45.75,29.41,980.44,182.89,53.42,97.76,,2.52,7.12,9.49,17.98,11.99,0.74,55.83,1.51,10.54,0.01,08-Jun-2020 - 00:00,"Alipur, Delhi - DPCC"
08-Jun-2020 - 00:00,95.44,46.48,31.21,979.94,222.39,51.62,120.53,,2.62,7.32,9.74,16.79,13.15,0.7,63.95,0.75,5.67,0.0,09-Jun-2020 - 00:00,"Alipur, Delhi - DPCC"
09-Jun-2020 - 00:00,135.93,64.59,33.6,979.69,205.59,48.62,111.46,,2.66,8.46,11.81,17.37,14.08,0.82,66.7,1.64,12.63,0.05,10-Jun-2020 - 00:00,"Alipur, Delhi - DPCC"
10-Jun-2020 - 00:00,199.18,64.51,34.72,979.17,245.69,48.75,168.34,2.38,7.17,13.62,14.6,17.41,13.59,0.82,66.69,1.92,14.19,0.3,11-Jun-2020 - 00:00,"Alipur, Delhi - DPCC"
11-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,12-Jun-2020 - 00:00,"Alipur, Delhi - DPCC"
12-Jun-2020 - 00:00,163.91,68.24,35.59,974.99,206.45,46.1,99.13,,2.5,9.0,13.1,11.62,9.89,0.91,65.64,1.45,12.08,0.1,13-Jun-2020 - 00:00,"Alipur, Delhi - DPCC"
13-Jun-2020 - 00:00,159.79,74.17,33.32,977.25,224.26,53.46,121.32,,2.79,8.84,12.35,7.18,8.3,0.78,31.37,2.95,16.3,0.31,14-Jun-2020 - 00:00,"Alipur, Delhi - DPCC"
14-Jun-2020 - 00:00,119.74,57.21,35.02,977.39,112.83,48.86,77.61,,2.81,7.44,9.69,9.32,7.49,0.69,37.66,0.51,5.29,0.09,15-Jun-2020 - 00:00,"Alipur, Delhi - DPCC"
15-Jun-2020 - 00:00,127.9,54.93,35.14,976.85,230.82,47.28,146.69,,3.15,11.63,17.04,18.32,9.97,0.66,38.94,0.55,6.95,0.05,16-Jun-2020 - 00:00,"Alipur, Delhi - DPCC"
16-Jun-2020 - 00:00,110.81,43.94,35.11,974.63,226.94,46.01,103.08,,3.81,13.53,19.6,62.42,10.22,0.4,44.03,1.13,7.23,0.26,17-Jun-2020 - 00:00,"Alipur, Delhi - DPCC"
17-Jun-2020 - 00:00,96.52,38.56,34.41,974.46,240.39,49.41,103.43,,3.06,5.19,5.06,13.87,9.28,0.43,39.96,0.23,7.01,0.0,18-Jun-2020 - 00:00,"Alipur, Delhi - DPCC"
18-Jun-2020 - 00:00,96.38,38.58,35.48,974.86,238.02,47.09,112.69,,3.62,7.27,8.14,11.98,10.14,0.51,28.27,0.05,6.56,0.03,19-Jun-2020 - 00:00,"Alipur, Delhi - DPCC"
19-Jun-2020 - 00:00,185.81,49.94,35.18,976.77,196.45,49.71,96.25,,3.31,4.77,5.3,11.32,10.54,0.38,31.08,0.0,5.49,0.0,20-Jun-2020 - 00:00,"Alipur, Delhi - DPCC"
20-Jun-2020 - 00:00,96.92,32.19,31.43,978.39,136.89,51.09,157.7,0.5,3.35,4.86,6.4,5.22,10.17,0.49,16.6,0.0,7.19,0.01,21-Jun-2020 - 00:00,"Alipur, Delhi - DPCC"
21-Jun-2020 - 00:00,113.56,48.19,31.65,979.03,143.63,56.13,125.06,1.0,3.8,6.82,9.11,18.88,10.23,0.44,19.17,0.08,12.27,0.08,22-Jun-2020 - 00:00,"Alipur, Delhi - DPCC"
22-Jun-2020 - 00:00,86.41,46.55,34.77,979.04,232.98,54.65,126.51,1.0,3.48,7.06,10.03,13.59,10.79,0.45,23.1,0.02,7.73,0.01,23-Jun-2020 - 00:00,"Alipur, Delhi - DPCC"
23-Jun-2020 - 00:00,64.17,35.4,34.75,978.98,198.34,55.97,91.73,0.5,3.52,5.58,8.2,23.93,10.61,0.4,10.59,0.02,4.59,0.01,24-Jun-2020 - 00:00,"Alipur, Delhi - DPCC"
24-Jun-2020 - 00:00,61.42,39.75,34.71,978.87,174.13,59.41,92.01,0.5,3.46,6.58,7.09,33.08,10.4,0.32,11.69,0.0,4.38,0.0,25-Jun-2020 - 00:00,"Alipur, Delhi - DPCC"
25-Jun-2020 - 00:00,93.9,50.42,34.71,978.85,193.43,60.23,130.45,0.75,4.77,7.49,8.47,41.09,11.38,0.56,10.44,0.05,11.15,0.0,26-Jun-2020 - 00:00,"Alipur, Delhi - DPCC"
26-Jun-2020 - 00:00,109.89,49.41,34.72,978.82,183.18,57.91,190.94,0.5,4.56,9.54,14.58,69.94,11.04,0.54,11.13,0.09,18.03,0.0,27-Jun-2020 - 00:00,"Alipur, Delhi - DPCC"
27-Jun-2020 - 00:00,195.32,40.46,34.7,978.72,192.82,49.63,248.95,,4.41,14.59,20.31,63.35,10.26,0.64,4.85,0.0,11.77,0.0,28-Jun-2020 - 00:00,"Alipur, Delhi - DPCC"
28-Jun-2020 - 00:00,356.49,51.42,34.74,978.92,210.54,46.37,265.91,,3.18,8.63,13.15,43.09,8.63,0.61,7.97,,,,29-Jun-2020 - 00:00,"Alipur, Delhi - DPCC"
29-Jun-2020 - 00:00,232.82,47.94,34.75,979.07,197.94,52.74,166.39,1.17,2.62,5.95,8.81,33.66,9.56,0.54,8.09,,,,30-Jun-2020 - 00:00,"Alipur, Delhi - DPCC"
30-Jun-2020 - 00:00,112.25,51.09,34.77,979.03,195.27,57.84,98.25,,0.46,4.44,8.21,30.39,10.0,0.78,16.34,,,,01-Jul-2020 - 00:00,"Alipur, Delhi - DPCC"
01-Jul-2020 - 00:00,122.58,54.66,34.42,978.39,211.84,53.46,106.36,,2.41,7.34,11.26,37.96,9.72,0.5,14.67,5.2,223.75,5.15,02-Jul-2020 - 00:00,"Alipur, Delhi - DPCC"
02-Jul-2020 - 00:00,144.29,66.64,34.93,975.82,195.76,52.6,95.63,,3.11,11.82,17.44,61.81,8.66,0.61,35.25,3.18,39.8,5.61,03-Jul-2020 - 00:00,"Alipur, Delhi - DPCC"
03-Jul-2020 - 00:00,141.5,65.65,35.35,975.29,187.32,52.5,111.39,,3.02,7.33,9.13,36.46,8.93,0.65,17.35,2.41,17.52,1.01,04-Jul-2020 - 00:00,"Alipur, Delhi - DPCC"
04-Jul-2020 - 00:00,94.75,45.98,33.3,975.85,202.78,55.5,108.48,,2.86,5.2,6.02,26.64,8.4,0.54,17.63,1.57,12.21,0.38,05-Jul-2020 - 00:00,"Alipur, Delhi - DPCC"
05-Jul-2020 - 00:00,54.73,37.05,28.58,976.25,196.61,62.52,86.61,2.42,2.69,2.09,2.72,19.46,6.87,0.5,28.26,1.04,5.98,0.21,06-Jul-2020 - 00:00,"Alipur, Delhi - DPCC"
06-Jul-2020 - 00:00,64.74,46.67,31.04,975.4,210.77,60.14,91.74,,2.95,3.45,8.42,23.49,7.15,0.44,15.97,2.05,7.97,0.72,07-Jul-2020 - 00:00,"Alipur, Delhi - DPCC"
07-Jul-2020 - 00:00,35.12,25.49,29.53,978.19,189.16,63.69,100.64,0.5,3.16,3.09,4.41,22.75,6.65,0.27,8.58,1.38,6.84,0.25,08-Jul-2020 - 00:00,"Alipur, Delhi - DPCC"
08-Jul-2020 - 00:00,40.0,28.81,29.94,979.2,151.47,63.49,130.28,,3.07,4.13,4.35,23.35,7.11,0.57,11.34,1.28,19.28,0.47,09-Jul-2020 - 00:00,"Alipur, Delhi - DPCC"
09-Jul-2020 - 00:00,64.17,39.02,32.48,975.77,190.93,57.47,195.04,,3.26,5.82,7.54,26.53,8.06,0.63,15.23,1.84,33.4,0.84,10-Jul-2020 - 00:00,"Alipur, Delhi - DPCC"
10-Jul-2020 - 00:00,66.77,28.85,33.96,973.5,206.91,52.97,236.52,,3.29,5.9,9.0,27.35,7.55,0.3,8.71,0.97,14.61,1.12,11-Jul-2020 - 00:00,"Alipur, Delhi - DPCC"
11-Jul-2020 - 00:00,51.85,24.78,32.23,974.09,142.97,57.93,170.19,2.0,3.33,9.23,12.25,46.67,8.44,0.59,8.58,1.3,13.91,0.52,12-Jul-2020 - 00:00,"Alipur, Delhi - DPCC"
12-Jul-2020 - 00:00,43.55,25.45,28.93,976.41,151.08,61.68,177.7,0.5,3.45,8.14,10.01,42.15,8.34,0.96,16.2,1.8,20.07,0.57,13-Jul-2020 - 00:00,"Alipur, Delhi - DPCC"
13-Jul-2020 - 00:00,108.81,30.04,31.52,976.17,231.38,56.1,193.97,,3.48,7.59,8.93,39.62,8.44,0.71,21.45,2.02,31.62,0.86,14-Jul-2020 - 00:00,"Alipur, Delhi - DPCC"
14-Jul-2020 - 00:00,146.0,38.73,33.1,976.99,207.66,55.83,144.8,,4.31,9.17,10.65,44.04,9.6,0.69,25.71,1.67,18.5,1.38,15-Jul-2020 - 00:00,"Alipur, Delhi - DPCC"
15-Jul-2020 - 00:00,75.79,33.33,32.27,977.68,219.32,57.21,88.49,,3.21,7.07,8.35,43.36,8.68,0.63,28.79,1.27,6.66,0.3,16-Jul-2020 - 00:00,"Alipur, Delhi - DPCC"
16-Jul-2020 - 00:00,59.25,33.17,32.03,976.72,187.57,59.07,87.09,,3.39,7.24,8.43,40.77,9.64,0.8,20.1,1.32,6.55,0.3,17-Jul-2020 - 00:00,"Alipur, Delhi - DPCC"
17-Jul-2020 - 00:00,70.18,47.42,31.49,977.37,150.93,61.72,100.7,2.33,3.39,7.01,7.97,39.29,7.2,0.79,21.27,1.48,13.09,0.63,18-Jul-2020 - 00:00,"Alipur, Delhi - DPCC"
18-Jul-2020 - 00:00,55.41,30.9,30.97,978.58,153.43,63.69,85.97,,3.24,5.53,5.37,36.54,9.35,2.49,14.37,1.27,6.46,0.36,19-Jul-2020 - 00:00,"Alipur, Delhi - DPCC"
19-Jul-2020 - 00:00,40.38,26.41,29.56,977.14,132.91,66.42,220.88,2.19,3.76,6.68,6.99,31.98,7.4,2.0,18.22,1.35,16.65,0.99,20-Jul-2020 - 00:00,"Alipur, Delhi - DPCC"
20-Jul-2020 - 00:00,36.11,19.02,28.68,975.51,118.1,62.35,241.36,0.5,3.4,6.38,7.22,28.3,8.98,1.57,34.38,1.15,14.25,0.99,21-Jul-2020 - 00:00,"Alipur, Delhi - DPCC"
21-Jul-2020 - 00:00,39.89,26.75,26.38,978.51,108.42,69.53,150.23,1.29,3.68,6.57,7.82,27.48,10.09,2.07,27.52,1.27,14.15,1.05,22-Jul-2020 - 00:00,"Alipur, Delhi - DPCC"
22-Jul-2020 - 00:00,39.17,27.16,26.42,979.61,67.97,71.31,163.72,1.11,4.41,7.59,8.33,27.67,7.98,1.52,12.07,1.59,17.7,1.59,23-Jul-2020 - 00:00,"Alipur, Delhi - DPCC"
23-Jul-2020 - 00:00,64.7,35.52,29.56,978.61,222.29,62.31,264.63,,6.47,10.41,9.67,34.63,7.95,2.06,28.53,1.62,12.94,1.4,24-Jul-2020 - 00:00,"Alipur, Delhi - DPCC"
24-Jul-2020 - 00:00,68.1,42.29,30.18,981.41,215.68,62.5,88.4,0.5,3.41,9.13,11.92,41.93,7.1,1.25,26.63,1.1,8.08,0.47,25-Jul-2020 - 00:00,"Alipur, Delhi - DPCC"
25-Jul-2020 - 00:00,41.94,26.26,29.43,983.07,161.73,66.43,90.75,,3.44,7.5,9.39,37.82,8.79,2.65,10.6,0.92,11.07,0.36,26-Jul-2020 - 00:00,"Alipur, Delhi - DPCC"
26-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,27-Jul-2020 - 00:00,"Alipur, Delhi - DPCC"
27-Jul-2020 - 00:00,71.44,21.92,34.89,978.25,307.85,51.26,268.29,,3.1,10.82,15.71,50.26,7.9,4.96,23.22,0.58,17.0,0.41,28-Jul-2020 - 00:00,"Alipur, Delhi - DPCC"
28-Jul-2020 - 00:00,76.78,23.57,32.86,977.54,209.9,57.42,245.72,,3.82,14.64,21.67,42.27,8.02,2.95,12.9,0.86,9.75,0.43,29-Jul-2020 - 00:00,"Alipur, Delhi - DPCC"
29-Jul-2020 - 00:00,72.94,25.81,30.51,978.18,142.75,59.47,142.91,,3.5,10.13,13.68,24.72,8.15,1.72,17.32,1.2,9.78,0.58,30-Jul-2020 - 00:00,"Alipur, Delhi - DPCC"
30-Jul-2020 - 00:00,32.89,18.45,28.31,980.22,131.31,66.49,120.3,0.5,3.29,8.07,10.1,22.45,8.04,0.58,15.98,1.06,11.05,0.69,31-Jul-2020 - 00:00,"Alipur, Delhi - DPCC"
31-Jul-2020 - 00:00,54.32,32.35,30.31,979.35,170.24,65.59,100.94,0.62,3.58,8.83,11.17,21.77,9.48,0.97,15.17,1.15,7.5,0.55,01-Aug-2020 - 00:00,"Alipur, Delhi - DPCC"
01-Aug-2020 - 00:00,52.95,27.22,29.44,978.92,184.71,65.62,170.19,2.5,3.5,7.32,8.39,18.49,10.63,0.6,21.55,1.02,8.3,0.7,02-Aug-2020 - 00:00,"Alipur, Delhi - DPCC"
02-Aug-2020 - 00:00,55.27,23.47,27.25,978.07,4.94,71.44,203.82,,4.71,13.91,18.91,29.24,9.01,0.3,2.23,1.43,8.2,0.85,03-Aug-2020 - 00:00,"Alipur, Delhi - DPCC"
03-Aug-2020 - 00:00,69.4,22.28,33.59,971.83,229.88,56.11,221.74,,3.27,14.67,22.55,,10.09,0.7,15.93,1.06,9.89,0.55,04-Aug-2020 - 00:00,"Alipur, Delhi - DPCC"
04-Aug-2020 - 00:00,58.23,23.77,31.86,971.26,184.7,59.32,123.41,,3.2,3.66,4.73,,9.82,0.68,10.21,0.41,4.39,0.23,05-Aug-2020 - 00:00,"Alipur, Delhi - DPCC"
05-Aug-2020 - 00:00,66.5,33.96,30.1,972.83,120.57,66.34,84.51,3.75,3.61,5.42,7.39,,10.81,0.55,5.25,0.5,5.72,0.44,06-Aug-2020 - 00:00,"Alipur, Delhi - DPCC"
06-Aug-2020 - 00:00,43.56,15.67,31.86,975.61,213.28,58.89,86.03,,3.17,2.6,2.01,0.42,10.03,0.54,5.39,0.33,2.94,0.21,07-Aug-2020 - 00:00,"Alipur, Delhi - DPCC"
07-Aug-2020 - 00:00,52.24,26.2,31.1,978.13,187.22,60.53,94.39,,3.01,1.25,0.63,,10.67,1.11,10.86,0.27,2.23,0.12,08-Aug-2020 - 00:00,"Alipur, Delhi - DPCC"
08-Aug-2020 - 00:00,64.15,36.52,32.87,976.22,218.78,58.78,104.54,,3.08,5.59,6.28,,11.03,0.69,10.92,0.54,5.33,0.19,09-Aug-2020 - 00:00,"Alipur, Delhi - DPCC"
09-Aug-2020 - 00:00,50.08,31.27,29.94,975.76,119.53,67.57,172.75,4.2,3.15,5.13,4.82,,11.0,0.53,5.11,0.33,6.23,0.18,10-Aug-2020 - 00:00,"Alipur, Delhi - DPCC"
10-Aug-2020 - 00:00,58.08,36.08,30.72,976.92,160.76,65.98,124.59,0.81,3.26,5.42,5.17,,10.33,0.47,6.35,0.36,4.56,0.21,11-Aug-2020 - 00:00,"Alipur, Delhi - DPCC"
11-Aug-2020 - 00:00,65.46,38.04,29.96,976.54,128.03,68.76,162.49,1.4,6.01,7.74,5.34,,10.02,0.5,3.79,0.41,7.8,0.35,12-Aug-2020 - 00:00,"Alipur, Delhi - DPCC"
12-Aug-2020 - 00:00,54.42,19.89,31.42,975.41,185.73,63.05,208.33,0.5,3.63,6.98,7.56,40.81,9.61,0.53,5.01,0.26,4.95,0.34,13-Aug-2020 - 00:00,"Alipur, Delhi - DPCC"
13-Aug-2020 - 00:00,29.04,20.26,26.93,975.34,32.75,74.33,112.6,2.52,3.98,7.02,7.08,15.9,10.32,1.74,6.31,0.22,2.83,0.23,14-Aug-2020 - 00:00,"Alipur, Delhi - DPCC"
14-Aug-2020 - 00:00,27.46,16.33,28.64,974.64,115.47,68.88,84.15,,3.72,6.82,7.13,11.89,9.74,1.71,4.61,0.22,1.51,0.15,15-Aug-2020 - 00:00,"Alipur, Delhi - DPCC"
15-Aug-2020 - 00:00,66.21,36.39,30.6,974.53,173.53,65.16,103.2,,3.99,8.69,10.21,36.64,10.08,2.17,1.86,0.33,2.37,0.29,16-Aug-2020 - 00:00,"Alipur, Delhi - DPCC"
16-Aug-2020 - 00:00,65.11,29.39,31.06,975.46,211.44,64.21,105.7,,4.14,10.28,12.96,38.73,9.66,1.99,2.8,0.32,3.19,0.47,17-Aug-2020 - 00:00,"Alipur, Delhi - DPCC"
17-Aug-2020 - 00:00,60.74,29.65,29.62,975.87,75.94,69.49,118.52,1.75,5.2,25.94,40.75,27.79,10.21,1.04,32.4,0.39,5.89,0.52,18-Aug-2020 - 00:00,"Alipur, Delhi - DPCC"
18-Aug-2020 - 00:00,77.04,24.86,30.46,976.3,128.38,66.34,158.08,,6.04,22.62,33.25,71.15,10.06,1.64,5.2,0.44,10.13,0.91,19-Aug-2020 - 00:00,"Alipur, Delhi - DPCC"
19-Aug-2020 - 00:00,38.55,18.55,26.49,976.4,20.94,74.64,140.13,2.71,7.37,34.13,52.94,29.06,8.32,2.38,28.71,0.3,5.97,1.06,20-Aug-2020 - 00:00,"Alipur, Delhi - DPCC"
20-Aug-2020 - 00:00,21.37,14.57,26.72,979.07,105.55,71.65,98.29,3.94,4.34,18.63,28.38,28.65,7.87,0.65,7.76,0.32,4.21,0.48,21-Aug-2020 - 00:00,"Alipur, Delhi - DPCC"
21-Aug-2020 - 00:00,22.14,7.53,29.06,980.48,203.92,65.05,87.37,2.33,4.16,12.25,16.64,15.48,8.07,0.33,,0.15,1.44,0.16,22-Aug-2020 - 00:00,"Alipur, Delhi - DPCC"
22-Aug-2020 - 00:00,22.73,8.64,29.14,979.76,167.11,64.76,78.55,,3.92,10.64,14.0,13.65,8.05,0.37,,0.14,1.18,0.16,23-Aug-2020 - 00:00,"Alipur, Delhi - DPCC"
23-Aug-2020 - 00:00,32.2,14.52,29.44,978.24,178.42,64.34,81.74,,3.7,9.08,11.38,14.43,7.65,0.34,,0.17,0.93,0.11,24-Aug-2020 - 00:00,"Alipur, Delhi - DPCC"
24-Aug-2020 - 00:00,33.0,14.11,28.88,978.66,135.21,65.52,105.55,,4.19,11.74,15.64,15.08,8.31,0.37,,0.19,2.66,0.41,25-Aug-2020 - 00:00,"Alipur, Delhi - DPCC"
25-Aug-2020 - 00:00,49.98,19.94,29.71,980.56,154.91,64.13,132.26,,4.64,14.53,20.19,17.66,9.48,0.43,,0.25,5.32,0.71,26-Aug-2020 - 00:00,"Alipur, Delhi - DPCC"
26-Aug-2020 - 00:00,59.27,14.25,29.7,981.75,168.06,63.14,253.37,,7.11,16.42,19.97,14.8,5.12,0.38,,0.17,6.42,0.48,27-Aug-2020 - 00:00,"Alipur, Delhi - DPCC"
