from date,AT,BP,PM2.5,PM10,RF,RH,SR,Temp,VWS,WD,WS,Benzene,Eth-Benzene,MP-Xylene,Xylene,Toluene,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
01-Jan-2020 - 00:00,24.88,759.32,51.53,80.83,0.0,69.0,198.34,28.59,0.08,104.9,4.04,1.21,,0.13,0.54,4.2,0.95,9.14,1.84,17.89,11.02,70.35,8.56,02-Jan-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
02-Jan-2020 - 00:00,24.34,760.0,40.14,66.62,0.0,69.18,183.17,28.44,0.09,92.04,4.01,1.13,,0.17,0.55,5.18,0.9,8.49,1.65,17.87,10.86,80.67,11.41,03-Jan-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
03-Jan-2020 - 00:00,25.12,757.82,38.55,67.11,0.0,70.29,184.16,28.56,0.06,119.38,3.19,1.28,,0.17,0.61,4.5,0.88,8.07,1.7,17.87,10.89,67.45,9.39,04-Jan-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
04-Jan-2020 - 00:00,24.67,756.22,22.35,39.33,0.04,76.65,173.81,28.48,0.06,118.54,2.64,1.14,,0.17,0.63,4.86,0.83,8.81,1.89,17.37,10.78,53.93,6.41,05-Jan-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
05-Jan-2020 - 00:00,24.48,757.04,27.21,50.96,0.0,75.64,169.27,28.45,0.05,114.72,2.83,1.33,,0.18,0.66,6.93,0.85,10.33,2.02,19.92,12.24,45.25,9.86,06-Jan-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
06-Jan-2020 - 00:00,24.52,759.56,45.01,72.52,0.0,68.77,185.36,28.47,0.08,102.02,4.03,1.03,,0.15,0.58,4.14,0.83,12.87,1.91,17.6,10.91,65.23,10.6,07-Jan-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
07-Jan-2020 - 00:00,24.0,758.95,58.71,86.19,0.0,67.91,186.96,28.64,0.09,99.26,4.06,1.09,,0.15,0.55,3.76,0.84,11.49,1.72,16.52,10.2,82.52,12.26,08-Jan-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
08-Jan-2020 - 00:00,24.09,757.77,61.91,94.88,0.0,69.1,187.54,28.47,0.09,103.44,3.01,1.27,,0.23,0.84,5.42,0.75,5.95,1.69,19.04,11.51,79.75,10.46,09-Jan-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
09-Jan-2020 - 00:00,24.15,757.23,54.39,100.08,0.0,71.47,164.3,28.4,0.01,193.93,1.81,1.58,,0.25,1.06,5.74,0.79,5.3,2.6,28.81,17.43,54.95,7.93,10-Jan-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
10-Jan-2020 - 00:00,24.17,757.85,62.61,109.33,0.0,74.03,182.02,28.41,0.03,132.8,2.16,1.69,,0.24,1.01,6.44,0.75,13.92,2.35,25.96,15.72,54.47,10.06,11-Jan-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
11-Jan-2020 - 00:00,23.63,758.83,64.61,104.74,0.0,71.96,183.03,28.53,0.01,168.29,2.38,1.27,,0.19,0.66,4.35,0.73,15.72,2.01,19.91,12.23,60.9,8.47,12-Jan-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
12-Jan-2020 - 00:00,22.97,757.62,88.58,135.54,0.0,71.08,188.08,28.39,0.02,158.07,2.39,1.64,,0.18,0.65,4.95,0.84,13.93,2.02,20.94,12.77,74.31,9.37,13-Jan-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
13-Jan-2020 - 00:00,23.04,755.84,79.84,125.12,0.0,69.65,193.66,28.45,0.01,182.04,2.14,1.8,,0.25,0.89,5.38,0.76,15.2,1.83,22.4,13.41,78.99,9.93,14-Jan-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
14-Jan-2020 - 00:00,23.26,756.07,106.9,157.99,0.0,70.71,164.85,28.25,0.01,162.59,2.05,2.49,,0.43,1.66,9.61,1.18,20.1,2.14,27.33,16.27,75.54,12.41,15-Jan-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
15-Jan-2020 - 00:00,22.9,757.26,83.16,117.54,0.0,69.44,188.53,28.46,0.04,126.86,2.5,1.59,,0.17,0.76,5.66,0.84,21.07,1.98,18.68,11.55,67.14,10.32,16-Jan-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
16-Jan-2020 - 00:00,22.83,757.15,58.36,86.58,0.0,69.93,187.94,28.54,0.04,137.72,2.56,0.98,,0.14,0.48,3.63,0.68,14.98,1.79,16.03,9.98,66.34,8.57,17-Jan-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
17-Jan-2020 - 00:00,22.8,757.4,43.62,68.22,0.0,67.83,219.67,30.38,0.04,130.74,2.89,0.85,,0.13,0.41,3.16,0.62,17.95,2.01,16.15,10.23,61.15,7.46,18-Jan-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
18-Jan-2020 - 00:00,24.66,757.38,42.92,70.56,0.0,66.77,189.88,28.82,0.08,105.02,3.29,1.19,,0.24,0.87,5.55,0.75,10.48,1.98,19.01,11.71,53.96,6.18,19-Jan-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
19-Jan-2020 - 00:00,23.75,757.66,40.69,73.78,0.0,69.14,187.01,28.54,0.01,178.66,2.39,1.01,,0.16,0.48,3.82,0.64,11.31,2.42,18.59,11.86,52.5,7.73,20-Jan-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
20-Jan-2020 - 00:00,19.09,757.82,36.09,65.76,0.0,86.15,81.79,31.69,-0.0,174.09,1.4,0.96,,0.08,0.26,3.0,0.47,21.91,2.58,21.11,13.32,40.3,3.39,21-Jan-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
21-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,,,22-Jan-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
22-Jan-2020 - 00:00,25.07,759.26,58.45,98.45,0.0,68.18,134.0,26.94,0.08,119.45,3.2,1.28,,0.34,1.07,7.55,0.79,14.52,1.71,19.16,11.57,60.32,6.21,23-Jan-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
23-Jan-2020 - 00:00,24.46,758.86,70.3,114.92,0.0,71.62,186.27,27.33,0.01,207.95,2.2,1.18,,0.25,0.78,4.76,0.8,15.38,1.85,17.08,10.6,53.06,6.14,24-Jan-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
24-Jan-2020 - 00:00,24.72,757.97,73.32,125.85,0.0,69.97,188.23,27.59,0.02,215.47,2.41,1.32,,0.17,0.56,4.34,0.85,19.96,2.04,17.46,10.94,56.39,7.36,25-Jan-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
25-Jan-2020 - 00:00,24.54,757.53,55.42,92.35,0.0,68.05,188.47,27.57,-0.0,188.56,1.99,1.16,,0.16,0.6,4.38,0.68,20.45,2.11,17.57,11.06,49.59,7.51,26-Jan-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
26-Jan-2020 - 00:00,24.2,756.01,47.72,83.93,0.0,72.99,164.65,27.54,-0.0,218.76,1.85,1.0,,0.19,0.63,4.47,0.59,20.29,2.71,19.5,12.58,46.97,5.26,27-Jan-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
27-Jan-2020 - 00:00,24.58,755.55,44.09,81.84,0.0,68.47,189.29,27.59,0.01,218.09,2.2,1.08,,0.2,0.69,4.22,0.71,30.71,2.13,16.75,10.65,47.86,6.8,28-Jan-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
28-Jan-2020 - 00:00,24.85,756.3,42.49,73.25,0.0,67.84,188.69,27.54,0.01,161.71,2.64,1.49,,0.27,0.96,5.61,0.73,24.71,2.61,19.06,12.26,38.88,7.04,29-Jan-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
29-Jan-2020 - 00:00,24.58,757.42,41.23,75.28,0.0,70.94,186.95,27.48,0.01,172.64,2.19,1.07,,0.18,0.7,4.66,0.56,19.27,3.25,18.33,12.39,55.76,4.84,30-Jan-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
30-Jan-2020 - 00:00,25.08,756.28,48.88,89.54,0.0,69.4,216.71,27.5,-0.01,241.2,1.9,1.0,,0.22,0.79,4.46,0.7,20.4,3.34,17.96,12.27,60.62,7.17,31-Jan-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
31-Jan-2020 - 00:00,24.5,755.57,40.68,72.72,0.0,72.73,186.18,27.41,0.01,233.35,2.6,0.78,,0.2,0.59,3.73,0.54,20.57,2.48,16.27,10.67,39.34,5.19,01-Feb-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
01-Feb-2020 - 00:00,25.0,756.81,32.98,71.34,0.0,67.47,182.64,27.48,0.04,130.15,2.5,1.16,,0.37,1.33,6.09,0.58,17.87,2.82,18.24,12.0,32.56,8.61,02-Feb-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
02-Feb-2020 - 00:00,24.22,758.85,27.99,56.49,0.0,70.85,201.02,27.46,0.08,103.64,3.04,0.64,,0.15,0.56,4.24,0.47,15.11,1.95,13.9,8.97,40.12,6.81,03-Feb-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
03-Feb-2020 - 00:00,24.5,758.89,37.56,63.25,0.0,71.36,190.43,27.59,0.06,126.16,2.95,0.89,,0.29,0.99,5.69,0.57,13.73,2.44,17.3,11.19,43.51,9.16,04-Feb-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
04-Feb-2020 - 00:00,24.09,757.61,30.64,45.56,0.0,76.69,183.75,27.31,0.05,119.97,2.84,0.71,,0.18,0.69,4.53,0.54,11.86,2.14,15.63,10.05,42.25,5.39,05-Feb-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
05-Feb-2020 - 00:00,24.9,757.1,34.49,66.74,0.0,69.08,191.72,27.41,-0.01,204.55,2.2,0.77,,0.17,0.59,3.85,0.48,11.69,2.61,18.86,12.15,43.6,5.77,06-Feb-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
06-Feb-2020 - 00:00,24.66,756.89,34.05,63.86,0.0,69.45,158.12,27.57,0.02,147.95,2.28,1.16,,0.26,0.95,5.82,0.6,13.05,2.92,18.44,12.18,44.06,4.59,07-Feb-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
07-Feb-2020 - 00:00,22.97,757.0,21.91,46.12,0.0,63.19,191.34,32.38,0.0,178.06,2.95,0.65,,0.15,0.52,3.46,0.52,28.3,1.9,17.24,10.72,45.18,8.09,08-Feb-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
08-Feb-2020 - 00:00,26.31,758.57,28.1,63.62,0.0,58.86,214.14,27.34,0.07,142.45,3.03,1.18,,0.55,1.46,9.02,0.56,8.25,2.53,20.09,12.76,43.2,6.9,09-Feb-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
09-Feb-2020 - 00:00,21.81,758.74,28.42,55.63,0.0,72.71,93.74,30.6,0.1,95.21,4.39,0.73,,0.68,0.48,4.11,0.49,17.38,1.71,16.81,10.32,61.48,12.63,10-Feb-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
10-Feb-2020 - 00:00,23.81,759.12,29.87,64.75,0.0,64.58,251.38,28.46,0.07,111.05,4.18,0.94,,0.17,0.58,5.07,0.56,10.04,2.02,16.83,10.6,62.98,11.77,11-Feb-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
11-Feb-2020 - 00:00,25.0,759.31,48.5,83.5,0.0,60.84,321.88,29.39,0.1,106.41,5.29,1.02,,0.27,0.91,6.24,0.68,11.72,1.51,16.5,10.01,97.63,11.1,12-Feb-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
12-Feb-2020 - 00:00,26.39,760.13,56.46,100.17,0.0,59.02,240.46,27.63,0.05,150.35,2.95,1.32,,0.34,1.16,7.58,0.71,8.18,1.66,18.71,11.31,97.76,14.96,13-Feb-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
13-Feb-2020 - 00:00,24.3,758.36,57.8,95.66,0.0,65.32,174.84,29.41,-0.01,187.7,2.38,1.01,,0.18,0.56,4.54,0.64,11.76,1.63,18.75,11.26,84.32,11.59,14-Feb-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
14-Feb-2020 - 00:00,25.53,755.72,55.07,105.24,0.0,63.08,175.04,27.4,-0.0,237.4,2.14,1.42,,0.68,1.1,8.66,0.9,7.97,1.94,25.9,15.34,52.82,9.82,15-Feb-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
15-Feb-2020 - 00:00,25.21,756.17,49.31,96.86,0.0,64.0,193.43,27.3,-0.0,209.43,2.03,0.79,,0.15,0.38,4.36,0.93,10.66,2.95,22.29,14.26,61.32,12.3,16-Feb-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
16-Feb-2020 - 00:00,24.98,756.61,37.39,76.61,0.0,55.75,217.83,31.39,-0.0,206.36,2.86,0.77,,0.15,0.46,3.67,0.45,18.44,2.97,22.97,14.63,64.51,9.65,17-Feb-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
17-Feb-2020 - 00:00,25.83,758.25,29.24,58.73,0.0,58.1,252.44,28.67,0.0,208.71,3.11,0.62,,0.13,0.56,3.82,0.51,8.85,2.16,15.72,10.11,60.35,12.05,18-Feb-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
18-Feb-2020 - 00:00,24.31,758.06,38.24,82.19,0.0,69.87,160.06,27.63,0.01,207.76,2.25,0.85,,0.2,0.69,4.62,0.75,8.74,2.43,17.75,11.41,44.52,8.56,19-Feb-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
19-Feb-2020 - 00:00,24.96,757.96,41.56,83.49,0.0,66.96,195.72,27.57,0.03,177.28,2.44,0.96,,0.25,0.95,5.24,0.84,10.29,2.85,19.69,12.79,48.2,9.39,20-Feb-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
20-Feb-2020 - 00:00,24.95,758.32,50.12,93.04,0.0,61.36,188.31,27.54,0.06,127.9,3.09,1.02,,0.32,1.14,5.8,0.77,9.07,1.78,19.33,11.72,61.76,14.48,21-Feb-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
21-Feb-2020 - 00:00,24.66,760.19,32.72,63.25,0.0,59.06,206.53,27.51,0.08,100.22,3.61,0.83,,0.36,1.2,6.52,0.55,7.04,2.0,19.88,12.2,63.43,9.21,22-Feb-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
22-Feb-2020 - 00:00,24.58,760.83,29.31,65.84,0.0,61.05,199.95,27.52,0.07,106.73,3.19,0.88,,0.36,1.12,6.28,0.61,6.34,1.91,19.17,11.75,68.96,10.39,23-Feb-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
23-Feb-2020 - 00:00,24.92,759.2,40.77,85.41,0.0,60.02,173.55,27.59,0.03,143.11,2.49,1.01,,0.22,0.78,4.86,0.61,7.11,1.69,18.9,11.43,82.26,14.02,24-Feb-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
24-Feb-2020 - 00:00,25.27,756.61,39.99,78.12,0.0,62.26,214.99,27.69,-0.01,169.96,2.72,1.13,,0.27,0.93,4.96,0.88,7.66,1.75,17.21,10.58,73.44,10.07,25-Feb-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
25-Feb-2020 - 00:00,25.41,755.25,34.41,68.2,0.0,65.0,156.71,27.81,0.02,139.27,2.43,1.27,,0.4,1.0,6.69,0.93,8.32,1.77,20.44,12.31,56.23,10.91,26-Feb-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
26-Feb-2020 - 00:00,25.85,755.81,29.93,66.29,0.0,66.71,182.65,27.68,0.0,182.96,2.37,0.65,,0.21,0.44,3.91,0.7,8.6,1.8,17.19,10.54,54.36,9.35,27-Feb-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
27-Feb-2020 - 00:00,25.75,756.69,31.65,62.65,0.0,62.46,207.76,27.81,0.09,98.94,3.71,0.82,,0.24,0.71,5.01,0.62,9.06,1.59,15.48,9.52,53.74,10.92,28-Feb-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
28-Feb-2020 - 00:00,25.07,755.96,32.88,69.09,0.0,61.32,203.04,27.94,0.06,112.78,3.3,0.86,,0.28,0.81,5.88,0.59,6.48,1.66,16.83,10.3,59.4,10.7,29-Feb-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
29-Feb-2020 - 00:00,24.74,755.45,42.7,85.9,0.0,64.28,189.65,27.8,0.05,150.08,2.6,0.97,,0.32,0.67,5.88,0.66,7.09,1.99,21.56,13.08,84.08,12.19,01-Mar-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
01-Mar-2020 - 00:00,25.11,755.57,40.83,82.18,0.0,63.72,180.46,28.0,0.04,137.49,2.6,1.09,,0.29,0.78,5.65,0.6,6.97,2.04,21.13,12.9,87.02,11.93,02-Mar-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
02-Mar-2020 - 00:00,25.37,755.61,42.01,78.67,0.0,63.81,194.96,27.95,0.01,185.56,2.4,0.84,,0.26,0.56,4.56,0.61,7.02,1.81,17.39,10.73,80.61,10.0,03-Mar-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
03-Mar-2020 - 00:00,25.4,754.84,43.34,88.58,0.0,62.69,215.11,27.84,-0.0,180.06,2.57,1.02,,0.28,0.76,5.9,0.7,7.28,2.68,22.2,13.99,93.34,10.5,04-Mar-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
04-Mar-2020 - 00:00,25.59,754.31,35.79,65.69,0.02,65.16,223.81,27.85,-0.01,169.17,2.65,0.94,,0.27,0.43,5.09,0.68,7.1,2.18,19.21,12.0,97.85,10.14,05-Mar-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
05-Mar-2020 - 00:00,25.65,753.81,16.58,41.35,0.0,65.67,204.08,27.92,0.07,128.79,3.23,0.68,,0.31,0.69,5.47,0.53,7.27,2.82,15.72,10.65,41.52,7.12,06-Mar-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
06-Mar-2020 - 00:00,25.77,754.9,16.51,42.1,0.01,68.3,222.39,28.07,0.07,124.55,3.6,0.71,,0.4,1.12,5.89,0.57,7.67,3.11,13.94,9.95,23.15,6.73,07-Mar-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
07-Mar-2020 - 00:00,25.36,756.17,14.97,39.73,0.0,71.31,180.44,27.84,0.06,124.1,2.6,0.86,,0.79,1.66,7.85,0.65,7.83,3.32,15.48,10.94,20.82,6.62,08-Mar-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
08-Mar-2020 - 00:00,25.86,755.8,12.49,33.93,0.0,68.01,209.34,27.73,0.03,144.7,2.68,0.4,,0.22,0.54,4.17,0.53,8.01,3.92,13.55,10.41,22.54,8.28,09-Mar-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
09-Mar-2020 - 00:00,25.88,754.88,15.71,48.53,0.0,68.82,210.41,27.76,0.01,165.47,2.34,0.58,,0.24,0.62,4.78,0.66,7.56,5.68,16.37,13.33,23.49,9.59,10-Mar-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
10-Mar-2020 - 00:00,26.04,754.85,12.89,35.72,0.0,65.88,177.19,27.39,0.03,158.26,2.65,0.51,,0.28,0.61,4.33,0.58,7.44,3.34,14.04,10.19,23.56,9.72,11-Mar-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
11-Mar-2020 - 00:00,25.78,755.06,14.03,38.85,0.0,66.95,186.93,27.61,0.03,143.49,2.87,0.54,,0.25,0.65,4.35,0.61,7.11,3.74,14.76,10.8,22.57,8.8,12-Mar-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
12-Mar-2020 - 00:00,26.32,756.36,14.4,38.64,0.0,66.73,214.84,27.74,0.02,143.37,2.71,0.65,,0.25,0.74,4.5,0.54,7.71,3.39,15.58,11.03,24.19,7.6,13-Mar-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
13-Mar-2020 - 00:00,27.24,756.47,21.51,54.62,0.0,60.43,228.18,27.89,0.07,119.78,3.63,0.88,,0.49,1.29,6.03,0.66,7.45,2.59,15.54,10.37,35.75,8.15,14-Mar-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
14-Mar-2020 - 00:00,26.56,755.61,23.8,58.56,0.0,62.05,215.15,27.8,0.06,139.32,3.11,0.77,,0.44,0.85,5.26,0.62,7.11,2.56,17.14,11.2,39.47,8.98,15-Mar-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
15-Mar-2020 - 00:00,25.9,755.74,21.46,55.56,0.0,67.15,210.29,27.76,0.06,125.15,3.32,0.49,,0.22,0.56,3.49,0.49,7.1,2.33,13.98,9.32,35.53,7.45,16-Mar-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
16-Mar-2020 - 00:00,26.44,756.65,32.8,70.05,0.0,65.82,191.45,27.75,0.02,137.98,2.46,0.86,,0.48,0.92,5.1,0.6,8.12,2.47,17.93,11.55,42.29,8.82,17-Mar-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
17-Mar-2020 - 00:00,27.07,757.71,25.04,60.87,0.0,63.96,181.66,27.78,0.05,133.1,2.72,0.74,,0.47,1.21,4.9,0.65,7.71,2.02,15.5,9.9,47.5,7.39,18-Mar-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
18-Mar-2020 - 00:00,27.21,756.46,20.62,53.86,0.0,62.59,194.84,27.82,0.02,209.7,2.62,0.48,,0.22,0.49,3.77,0.65,7.72,2.33,17.17,11.03,35.43,7.67,19-Mar-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
19-Mar-2020 - 00:00,27.16,754.71,19.94,52.73,0.0,66.62,207.06,27.74,0.02,196.44,3.37,0.26,,0.17,0.28,3.17,0.64,9.21,2.21,14.55,9.54,38.67,8.85,20-Mar-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
20-Mar-2020 - 00:00,27.49,755.37,14.86,39.49,0.0,61.42,190.99,27.58,0.08,120.59,3.41,0.75,,0.29,0.7,4.61,0.58,7.84,1.98,13.89,8.99,48.01,8.28,21-Mar-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
21-Mar-2020 - 00:00,27.03,755.03,14.56,39.83,0.0,62.33,227.95,28.22,0.01,160.68,2.98,0.55,,0.27,0.62,4.05,0.55,7.66,2.8,15.19,10.36,27.85,6.68,22-Mar-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
22-Mar-2020 - 00:00,26.52,755.27,24.47,51.11,0.0,65.3,191.21,28.08,0.01,146.13,2.6,0.28,,0.1,0.14,1.71,0.45,7.75,1.88,11.42,7.59,32.57,7.15,23-Mar-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
23-Mar-2020 - 00:00,26.34,755.16,22.43,52.69,0.0,62.68,202.65,27.94,0.01,155.54,2.92,0.39,,0.16,0.29,2.12,0.44,7.19,1.63,9.99,6.64,44.98,7.34,24-Mar-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
24-Mar-2020 - 00:00,25.8,753.85,21.6,50.37,0.0,66.32,165.98,28.0,0.01,182.4,2.39,0.61,,0.15,0.15,1.82,0.51,7.32,1.48,9.93,6.48,37.67,6.51,25-Mar-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
25-Mar-2020 - 00:00,28.03,753.07,15.56,36.63,0.0,61.83,198.94,28.11,-0.01,179.71,2.64,0.24,,0.15,0.12,1.14,0.42,6.63,1.57,6.0,4.44,40.85,6.11,26-Mar-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
26-Mar-2020 - 00:00,28.38,754.15,24.23,53.89,0.0,58.74,229.59,27.95,0.01,194.21,2.72,0.76,,0.32,0.19,1.85,0.49,6.7,1.65,8.29,5.75,43.34,8.77,27-Mar-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
27-Mar-2020 - 00:00,29.13,755.61,22.02,49.33,0.0,58.19,238.19,28.05,-0.01,226.2,2.57,0.23,,0.12,0.07,0.9,0.41,6.19,1.56,7.29,5.1,49.15,7.39,28-Mar-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
28-Mar-2020 - 00:00,28.53,754.0,26.91,58.95,0.0,57.66,218.7,28.07,-0.0,232.22,3.0,0.3,,0.1,0.04,1.1,0.46,6.13,1.58,8.54,5.83,53.74,8.08,29-Mar-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
29-Mar-2020 - 00:00,29.0,753.14,26.84,59.66,0.0,57.55,192.95,28.01,-0.01,237.77,2.59,0.37,,0.12,0.07,1.24,0.45,7.37,1.48,7.66,5.24,54.12,7.66,30-Mar-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
30-Mar-2020 - 00:00,30.67,753.89,22.66,52.17,0.0,53.68,175.93,28.14,0.01,212.34,2.59,0.3,,0.1,0.03,0.74,0.49,7.61,1.19,7.07,4.68,59.97,7.77,31-Mar-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
31-Mar-2020 - 00:00,29.45,754.38,28.43,,0.0,57.04,190.11,28.06,-0.01,237.46,2.91,0.31,,0.1,0.03,1.08,0.48,6.69,1.69,8.63,5.96,54.92,9.23,01-Apr-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
01-Apr-2020 - 00:00,29.52,753.38,30.59,60.05,0.0,57.18,205.37,28.02,0.01,218.29,2.96,0.46,,0.11,0.02,1.21,0.53,8.35,1.35,7.07,4.85,59.24,7.92,02-Apr-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
02-Apr-2020 - 00:00,29.39,752.66,30.31,56.51,0.0,63.76,261.46,28.19,-0.01,253.62,2.45,0.2,,0.1,0.03,0.72,0.47,8.84,1.55,6.88,4.93,37.18,8.3,03-Apr-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
03-Apr-2020 - 00:00,27.03,753.96,30.92,51.42,0.0,66.5,32.5,,0.04,180.31,3.17,0.13,0.09,0.0,0.0,0.47,0.42,8.75,1.36,4.61,3.56,43.93,8.93,04-Apr-2020 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
