from date,PM2.5,Benzene,Temp,RH,SR,RF,Toluene,Eth-Benzene,MP-Xylene,O Xylene,WS,NO2,NO,WD,NOx,NH3,SO2,CO,Ozone,PM10,to date,station
26-Jul-2020 - 00:00,,0.17,29.02,83.97,320.7,0.0,2.24,0.12,0.16,0.09,1.33,23.61,7.45,248.95,14.37,13.21,11.39,0.66,15.86,38.01,27-Jul-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
27-Jul-2020 - 00:00,,0.17,29.27,82.23,413.78,0.0,2.43,0.12,0.16,0.08,1.33,23.46,6.57,250.89,14.0,13.26,5.9,0.64,23.7,35.9,28-Jul-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
28-Jul-2020 - 00:00,,0.12,28.48,85.53,427.22,0.0,2.4,0.08,0.11,0.06,1.33,23.89,6.83,252.58,14.38,13.21,11.19,0.4,19.34,34.74,29-Jul-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
29-Jul-2020 - 00:00,,0.18,27.33,84.57,248.03,0.64,3.0,0.12,0.13,0.09,1.33,23.79,7.95,256.33,15.18,13.22,13.25,0.6,15.46,46.1,30-Jul-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
30-Jul-2020 - 00:00,,0.27,29.22,84.1,367.42,0.0,4.3,0.11,0.2,0.13,1.33,23.41,7.84,255.4,14.83,13.22,8.06,0.74,22.99,37.33,31-Jul-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
31-Jul-2020 - 00:00,16.01,0.41,29.77,82.23,268.43,0.35,4.4,0.22,0.3,0.22,1.33,23.63,8.07,242.77,15.04,13.14,9.32,0.59,22.5,35.38,01-Aug-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
01-Aug-2020 - 00:00,16.26,0.45,28.69,84.59,376.87,0.04,4.42,0.17,0.27,0.21,1.33,23.83,8.94,244.82,15.96,13.13,16.84,0.89,22.89,36.44,02-Aug-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
02-Aug-2020 - 00:00,16.45,0.88,30.26,84.84,287.59,0.0,5.58,0.54,0.34,0.39,1.33,23.68,9.23,250.68,16.08,13.04,5.56,1.05,17.57,38.28,03-Aug-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
03-Aug-2020 - 00:00,12.96,0.34,29.04,87.34,335.0,0.0,3.31,0.18,0.2,0.14,1.33,22.95,8.24,246.07,14.95,13.13,6.15,0.57,18.28,35.91,04-Aug-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
04-Aug-2020 - 00:00,13.63,0.31,28.21,88.76,223.52,0.02,3.13,0.22,0.23,0.12,1.32,22.59,7.36,231.79,14.11,13.2,14.79,0.78,17.65,35.98,05-Aug-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
05-Aug-2020 - 00:00,15.28,0.46,28.31,84.05,346.5,0.34,3.39,0.42,0.41,0.16,1.33,22.84,7.49,244.41,14.47,13.17,6.95,0.89,23.05,37.1,06-Aug-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
06-Aug-2020 - 00:00,12.7,0.51,27.75,91.53,251.01,0.0,3.01,0.37,0.51,0.16,1.33,22.86,7.14,248.12,13.87,13.22,3.35,0.71,34.16,37.87,07-Aug-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
07-Aug-2020 - 00:00,14.3,0.3,28.59,89.27,348.53,0.0,2.37,0.21,0.3,0.1,1.33,22.38,6.19,251.25,13.07,13.29,13.54,0.73,28.8,38.46,08-Aug-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
08-Aug-2020 - 00:00,14.86,0.23,28.16,87.08,301.06,0.0,2.65,0.21,0.18,0.08,1.33,22.55,7.13,250.3,13.85,13.24,8.59,0.73,20.58,40.53,09-Aug-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
09-Aug-2020 - 00:00,16.1,0.23,28.03,87.44,271.08,0.0,3.01,0.12,0.19,0.11,1.33,22.35,8.17,247.08,14.04,13.33,4.99,0.6,20.62,41.23,10-Aug-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
10-Aug-2020 - 00:00,15.92,0.41,27.65,90.47,208.42,0.12,3.41,0.22,0.39,0.15,1.33,22.53,7.21,237.19,13.88,13.17,17.13,0.8,19.26,44.03,11-Aug-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
11-Aug-2020 - 00:00,17.53,0.33,26.82,93.62,275.6,0.16,3.86,0.14,0.22,0.2,1.33,22.59,7.32,226.26,14.09,13.22,7.08,0.67,15.6,38.28,12-Aug-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
12-Aug-2020 - 00:00,14.85,0.45,26.51,96.01,155.43,0.0,3.65,0.19,0.41,0.2,1.33,22.73,7.73,231.65,14.26,13.2,9.43,0.59,13.4,36.3,13-Aug-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
13-Aug-2020 - 00:00,16.45,0.43,25.12,,83.44,0.14,3.71,0.24,0.37,0.32,1.33,22.73,7.37,241.69,13.82,13.26,14.53,0.78,10.09,38.07,14-Aug-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
14-Aug-2020 - 00:00,18.89,0.93,24.59,,119.52,0.14,4.37,0.51,1.06,0.58,1.33,22.67,8.99,246.32,14.96,13.05,11.32,0.91,10.96,38.68,15-Aug-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
15-Aug-2020 - 00:00,16.07,0.55,25.64,96.46,115.41,0.2,3.76,0.2,0.58,0.39,1.33,21.87,7.84,246.54,13.28,13.37,3.17,0.61,14.09,37.79,16-Aug-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
16-Aug-2020 - 00:00,19.98,0.37,25.44,,97.71,0.25,3.98,0.26,0.28,0.27,1.33,21.74,7.26,245.13,13.36,13.34,13.9,0.72,9.28,35.67,17-Aug-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
17-Aug-2020 - 00:00,16.99,0.79,25.68,,61.48,0.02,4.57,0.38,0.61,0.48,1.33,21.8,9.76,248.09,15.27,13.27,12.84,0.94,7.55,36.56,18-Aug-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
18-Aug-2020 - 00:00,15.39,0.58,26.67,96.5,215.38,0.0,4.55,0.18,0.45,0.35,1.33,20.85,47.63,250.62,44.04,15.84,2.25,0.81,13.11,40.87,19-Aug-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
19-Aug-2020 - 00:00,16.5,0.45,26.13,94.65,208.59,0.16,4.02,0.24,0.39,0.25,1.33,21.14,6.49,253.46,12.49,13.43,11.29,0.72,10.43,37.73,20-Aug-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
20-Aug-2020 - 00:00,16.07,0.5,26.57,93.86,204.24,0.07,4.32,0.23,0.4,0.3,1.33,20.64,7.46,249.63,12.76,13.49,7.78,0.84,10.59,38.72,21-Aug-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
21-Aug-2020 - 00:00,17.09,0.38,26.39,96.16,150.03,0.06,3.55,0.38,0.24,0.19,1.33,20.23,7.29,245.0,12.98,13.73,6.24,0.85,9.83,37.82,22-Aug-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
22-Aug-2020 - 00:00,17.29,0.37,27.06,92.42,176.78,0.0,3.4,0.31,0.27,0.16,1.33,20.16,8.43,245.93,13.32,13.34,13.83,0.76,10.66,41.16,23-Aug-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
23-Aug-2020 - 00:00,16.63,0.33,28.13,84.18,354.81,0.0,3.53,0.36,0.3,0.13,1.33,20.52,9.16,249.01,13.71,13.44,7.37,0.74,14.69,42.94,24-Aug-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
24-Aug-2020 - 00:00,15.75,0.4,27.92,85.56,460.66,0.0,3.48,0.36,0.38,0.15,1.33,20.63,6.75,242.72,12.44,13.34,10.09,0.78,15.75,48.4,25-Aug-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
25-Aug-2020 - 00:00,19.33,0.43,28.33,81.72,393.83,0.0,3.82,0.34,0.35,0.18,1.33,20.12,6.69,235.74,12.35,13.38,18.09,0.69,16.81,47.11,26-Aug-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
26-Aug-2020 - 00:00,16.21,0.26,28.54,83.29,549.01,0.0,5.81,0.23,0.2,0.12,1.33,19.97,6.53,229.91,12.0,13.29,11.15,0.96,19.31,46.08,27-Aug-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
27-Aug-2020 - 00:00,15.1,0.25,27.58,89.73,351.38,0.0,4.57,0.24,0.19,0.11,1.33,20.16,7.02,224.64,12.34,13.52,6.04,0.71,18.34,45.52,28-Aug-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
28-Aug-2020 - 00:00,17.26,0.26,26.13,94.07,210.62,0.0,4.47,0.31,0.21,0.14,1.33,20.04,3.72,224.39,9.98,13.52,11.31,0.44,10.13,41.8,29-Aug-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
29-Aug-2020 - 00:00,15.36,0.6,24.88,,42.81,0.39,3.37,0.5,0.39,0.24,1.33,20.38,3.62,204.76,9.4,13.43,4.77,0.77,4.28,32.74,30-Aug-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
30-Aug-2020 - 00:00,17.0,0.44,26.93,87.08,303.98,0.01,3.48,0.38,0.41,0.15,1.33,20.06,3.71,207.18,9.89,13.51,11.89,0.75,10.24,41.06,31-Aug-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
31-Aug-2020 - 00:00,15.6,0.35,27.78,85.92,368.24,0.0,3.84,0.37,0.28,0.12,1.33,20.0,3.66,207.25,9.9,13.52,5.6,0.86,14.56,46.25,01-Sep-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
01-Sep-2020 - 00:00,14.38,0.44,28.06,85.7,321.23,0.0,4.89,0.26,0.4,0.18,1.33,20.08,3.83,208.44,10.08,13.53,3.32,0.66,15.78,41.02,02-Sep-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
02-Sep-2020 - 00:00,17.6,0.26,28.74,83.63,365.27,0.0,6.69,0.19,0.15,0.1,1.33,20.02,3.78,207.78,10.0,13.51,11.06,0.65,18.97,41.43,03-Sep-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
03-Sep-2020 - 00:00,21.8,0.62,29.45,77.63,288.84,0.76,5.44,0.39,0.32,0.24,1.33,20.13,3.66,207.06,9.95,13.51,10.34,0.87,25.81,48.56,04-Sep-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
04-Sep-2020 - 00:00,17.9,0.58,29.85,77.99,378.91,0.0,5.97,0.44,0.25,0.23,1.33,19.9,3.89,205.46,10.0,13.52,6.93,1.01,15.95,45.54,05-Sep-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
05-Sep-2020 - 00:00,16.55,0.59,30.31,83.76,432.78,0.0,5.55,2.14,0.27,0.24,1.33,20.19,3.68,205.96,9.97,13.54,10.85,1.06,23.4,40.86,06-Sep-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
06-Sep-2020 - 00:00,15.89,0.82,29.12,81.79,338.22,0.29,6.34,1.19,0.41,0.38,1.33,20.03,3.71,202.33,9.95,13.51,3.67,0.39,22.07,39.4,07-Sep-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
07-Sep-2020 - 00:00,17.33,0.61,28.35,79.85,335.92,0.13,6.34,0.76,0.38,0.29,1.33,20.04,3.67,208.63,9.92,13.5,2.4,0.43,24.36,37.9,08-Sep-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
08-Sep-2020 - 00:00,19.35,0.7,28.96,83.68,332.9,0.0,6.36,0.62,0.36,0.34,1.33,20.05,3.8,216.4,10.04,13.51,4.13,0.63,24.85,41.95,09-Sep-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
09-Sep-2020 - 00:00,16.99,0.73,28.78,86.57,278.88,0.0,6.69,0.62,0.34,0.35,1.33,20.17,3.76,216.46,9.97,13.49,5.0,0.61,22.54,42.24,10-Sep-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
10-Sep-2020 - 00:00,23.46,1.28,27.73,94.73,85.11,0.0,7.16,0.95,0.58,0.66,1.33,20.05,3.97,210.66,9.54,13.47,6.09,1.67,13.6,47.19,11-Sep-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
11-Sep-2020 - 00:00,,1.01,28.89,84.93,439.07,0.12,5.77,0.76,0.67,0.51,1.33,20.15,3.93,206.78,9.89,13.61,2.41,0.73,31.19,44.16,12-Sep-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
12-Sep-2020 - 00:00,,0.99,29.56,84.04,470.48,0.01,6.96,0.94,0.66,0.6,1.33,19.96,3.9,199.53,10.03,13.51,12.68,0.79,16.61,50.38,13-Sep-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
13-Sep-2020 - 00:00,,0.62,28.53,90.37,365.09,0.0,4.91,0.66,0.42,0.29,1.33,20.04,3.95,196.15,9.94,13.59,3.31,0.93,26.19,50.73,14-Sep-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
14-Sep-2020 - 00:00,,0.51,28.32,86.18,466.93,0.02,5.91,0.4,0.32,0.25,1.33,19.91,4.28,199.83,10.1,13.56,3.01,0.88,19.99,47.96,15-Sep-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
15-Sep-2020 - 00:00,,0.67,28.14,90.61,345.34,0.01,5.99,0.5,0.38,0.33,1.33,19.63,4.53,204.64,9.76,13.68,12.74,0.66,18.47,55.46,16-Sep-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
16-Sep-2020 - 00:00,,0.69,28.25,91.8,254.65,0.01,6.75,0.57,0.42,0.35,1.33,20.08,3.66,203.85,9.77,13.54,10.81,0.99,15.47,55.03,17-Sep-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
17-Sep-2020 - 00:00,,0.47,28.86,87.11,288.57,0.59,5.71,0.28,0.28,0.24,1.33,20.15,3.74,205.17,9.84,13.55,3.31,0.96,23.43,56.06,18-Sep-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
18-Sep-2020 - 00:00,,0.84,30.13,91.35,338.95,0.0,6.73,0.96,0.6,0.54,1.33,20.3,3.67,201.52,8.93,13.52,9.19,1.77,32.46,,19-Sep-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
19-Sep-2020 - 00:00,,1.07,28.72,85.04,360.37,0.17,7.64,1.04,0.7,0.55,1.33,20.0,3.77,201.59,10.0,13.55,5.73,0.86,30.11,56.2,20-Sep-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
20-Sep-2020 - 00:00,,0.9,29.76,81.09,531.22,0.02,7.01,0.53,0.45,0.44,1.33,20.0,3.77,208.65,10.0,13.55,14.42,0.63,35.75,49.16,21-Sep-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
21-Sep-2020 - 00:00,,0.84,28.12,89.53,270.46,0.56,6.76,0.56,0.36,0.35,1.33,20.17,7.97,213.15,13.69,13.78,13.33,0.84,34.62,51.29,22-Sep-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
22-Sep-2020 - 00:00,,1.1,27.63,97.22,188.5,0.06,7.2,0.66,0.5,0.43,1.33,20.09,3.79,220.89,9.97,13.51,2.93,0.91,28.82,48.63,23-Sep-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
23-Sep-2020 - 00:00,,0.92,27.68,89.94,251.99,0.09,5.75,0.71,0.46,0.34,1.33,20.19,3.92,226.18,10.15,13.49,12.42,0.71,31.68,49.06,24-Sep-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
24-Sep-2020 - 00:00,,1.26,29.26,85.97,353.71,0.0,7.47,0.93,0.76,0.55,1.33,20.19,3.64,226.25,9.92,13.51,4.4,0.64,32.52,51.7,25-Sep-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
25-Sep-2020 - 00:00,,1.04,28.4,87.83,257.75,0.49,7.25,0.79,0.57,0.46,1.33,20.13,3.82,224.58,10.03,13.53,2.17,0.5,31.19,52.62,26-Sep-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
26-Sep-2020 - 00:00,,1.06,26.68,96.13,201.58,0.61,8.86,0.53,0.52,0.46,1.33,20.29,3.41,224.68,9.71,13.52,9.37,0.51,18.1,48.67,27-Sep-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
27-Sep-2020 - 00:00,,0.13,28.71,82.06,561.19,0.0,1.13,0.11,0.06,0.06,1.33,19.87,3.99,227.91,10.03,13.5,3.48,0.51,24.69,54.22,28-Sep-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
28-Sep-2020 - 00:00,,0.46,28.93,76.58,480.85,0.0,3.17,0.56,0.58,0.57,1.33,20.31,3.82,226.5,10.12,13.46,9.3,0.46,24.22,57.99,29-Sep-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
29-Sep-2020 - 00:00,,0.8,29.64,76.98,503.55,0.0,5.93,1.01,0.96,0.99,1.33,20.31,3.6,224.33,9.98,13.55,3.78,0.48,35.45,64.04,30-Sep-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
30-Sep-2020 - 00:00,,0.79,30.42,78.02,549.06,0.0,6.02,1.03,0.99,0.99,1.33,20.22,3.78,223.42,10.02,13.5,1.25,0.49,45.0,61.17,01-Oct-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
01-Oct-2020 - 00:00,,0.82,30.44,83.68,422.04,0.0,6.05,1.01,1.0,1.01,1.33,19.96,3.67,224.04,9.74,13.6,9.09,0.5,41.14,64.82,02-Oct-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
02-Oct-2020 - 00:00,,0.81,29.74,83.4,249.39,0.04,6.16,0.97,0.97,0.96,1.33,20.33,3.62,220.51,9.98,13.49,10.97,1.32,23.61,72.78,03-Oct-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
03-Oct-2020 - 00:00,23.32,0.8,31.97,71.52,459.08,0.0,6.01,0.98,0.96,1.01,1.33,20.23,3.71,220.38,9.99,13.58,3.07,0.68,44.95,62.4,04-Oct-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
04-Oct-2020 - 00:00,21.78,0.78,31.57,72.59,457.18,0.0,5.98,0.98,0.98,0.98,1.33,20.15,3.79,209.17,10.0,13.5,7.12,0.53,47.9,63.43,05-Oct-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
05-Oct-2020 - 00:00,24.8,0.79,30.52,72.22,551.09,0.0,5.9,0.99,1.0,0.97,1.33,20.22,3.69,200.73,9.93,13.51,9.5,0.46,46.21,65.57,06-Oct-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
06-Oct-2020 - 00:00,23.45,0.8,31.24,64.75,438.96,0.0,5.92,1.0,0.99,0.99,1.33,20.24,3.89,198.79,10.12,13.46,12.75,0.74,53.43,67.02,07-Oct-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
07-Oct-2020 - 00:00,27.26,0.8,29.05,77.12,246.41,0.0,5.96,1.0,0.98,0.97,1.32,19.07,3.6,186.79,8.13,12.89,7.38,0.84,49.04,81.91,08-Oct-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
08-Oct-2020 - 00:00,26.06,0.79,29.94,70.64,293.66,0.0,5.9,1.01,0.97,0.97,1.32,20.21,3.95,194.66,10.07,13.48,14.76,1.29,54.52,68.72,09-Oct-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
09-Oct-2020 - 00:00,24.4,0.79,29.17,86.84,362.77,0.03,5.96,1.01,0.98,0.99,1.33,20.29,4.0,197.42,10.18,13.45,27.53,1.06,41.41,59.7,10-Oct-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
10-Oct-2020 - 00:00,35.65,0.8,28.5,84.99,281.42,0.1,5.9,1.0,0.98,1.0,1.33,20.21,3.67,204.02,9.87,13.49,10.8,0.78,18.0,65.24,11-Oct-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
11-Oct-2020 - 00:00,40.01,0.8,26.9,86.66,101.46,0.14,5.88,1.01,0.98,0.98,1.33,20.03,3.97,210.79,10.05,13.47,7.58,0.86,15.45,68.65,12-Oct-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
12-Oct-2020 - 00:00,34.13,0.8,28.56,77.58,345.09,0.0,5.86,0.98,1.0,0.97,1.33,20.06,3.84,214.19,9.95,13.55,11.85,0.73,23.79,61.55,13-Oct-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
13-Oct-2020 - 00:00,41.67,0.8,28.75,84.46,313.17,0.0,5.92,0.99,0.97,0.98,1.33,19.98,4.22,215.57,10.27,13.44,4.82,0.87,16.98,64.08,14-Oct-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
14-Oct-2020 - 00:00,26.93,0.79,28.67,87.81,201.43,0.0,5.96,0.99,0.99,1.01,1.33,20.31,4.18,216.44,10.34,13.43,9.07,0.44,25.6,57.34,15-Oct-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
15-Oct-2020 - 00:00,19.3,0.8,28.33,87.85,298.25,0.0,5.87,0.99,0.98,0.98,1.33,20.08,3.66,214.9,9.76,13.56,7.42,0.41,22.11,50.84,16-Oct-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
16-Oct-2020 - 00:00,20.38,0.8,28.86,84.25,424.64,0.0,5.92,0.98,1.0,0.99,1.33,20.28,4.01,215.29,10.14,13.47,12.58,0.64,26.65,54.0,17-Oct-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
17-Oct-2020 - 00:00,22.9,0.8,29.78,78.94,455.96,0.0,5.95,0.97,0.98,1.0,1.33,20.28,3.77,213.64,9.96,13.48,7.21,0.62,24.61,59.36,18-Oct-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
18-Oct-2020 - 00:00,23.1,0.79,29.6,80.46,397.51,0.03,5.99,0.99,0.99,1.01,1.33,20.14,5.48,214.95,10.95,13.51,16.91,0.51,19.81,53.7,19-Oct-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
19-Oct-2020 - 00:00,31.24,0.8,29.66,80.05,348.06,0.01,5.95,0.98,0.98,0.99,1.33,20.35,4.54,223.16,10.52,13.58,9.54,0.75,19.12,57.01,20-Oct-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
20-Oct-2020 - 00:00,31.35,0.8,29.29,74.42,369.19,0.36,5.94,0.99,1.0,0.97,1.33,20.45,3.77,223.28,10.03,13.45,11.12,0.66,28.21,59.79,21-Oct-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
21-Oct-2020 - 00:00,31.71,0.78,29.15,80.41,356.41,0.2,5.99,0.98,0.99,0.99,1.33,20.28,4.16,218.99,10.23,13.55,14.13,0.93,29.98,54.8,22-Oct-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
22-Oct-2020 - 00:00,36.36,0.79,29.19,86.27,303.64,0.0,5.88,0.99,1.01,0.99,1.33,20.28,5.16,223.23,11.0,13.4,8.94,0.81,23.55,62.25,23-Oct-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
23-Oct-2020 - 00:00,28.81,0.79,29.4,85.05,325.39,0.01,5.79,0.98,0.96,0.98,1.33,20.5,4.44,221.19,10.33,13.32,7.89,0.65,32.38,62.29,24-Oct-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
24-Oct-2020 - 00:00,30.94,0.78,29.88,80.24,308.98,0.0,5.94,0.98,0.99,0.99,1.33,20.15,4.13,215.75,10.07,13.54,7.2,0.98,28.94,68.27,25-Oct-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
25-Oct-2020 - 00:00,29.95,0.79,26.94,93.25,103.62,0.0,5.86,0.96,1.01,0.98,1.33,20.1,7.59,214.48,12.25,13.63,6.96,0.84,28.87,68.39,26-Oct-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
26-Oct-2020 - 00:00,34.41,0.79,28.14,74.51,361.9,0.0,5.94,0.99,0.98,0.99,1.33,20.1,4.85,212.0,10.32,13.79,12.86,1.24,28.24,77.54,27-Oct-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
27-Oct-2020 - 00:00,31.19,0.79,28.51,71.03,508.03,0.0,5.93,0.99,1.0,0.98,1.33,20.05,4.78,207.24,10.48,13.54,9.11,0.86,32.03,80.93,28-Oct-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
28-Oct-2020 - 00:00,28.86,0.79,27.98,69.71,550.93,0.0,5.88,1.01,0.99,0.98,1.32,20.16,4.4,206.9,10.37,13.38,6.2,0.91,31.44,77.83,29-Oct-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
29-Oct-2020 - 00:00,33.03,1.73,27.83,69.46,609.25,0.0,6.44,1.41,1.46,1.25,1.32,20.05,3.99,207.23,9.65,13.97,15.97,0.99,24.7,79.38,30-Oct-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
30-Oct-2020 - 00:00,32.89,3.28,27.99,71.05,538.43,0.0,9.16,2.12,2.02,1.88,1.32,21.98,4.0,209.02,9.96,13.68,22.26,0.91,38.56,79.0,31-Oct-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
31-Oct-2020 - 00:00,34.19,3.18,28.64,68.26,492.1,0.0,9.31,2.22,1.78,1.83,1.32,25.21,3.96,208.48,10.04,11.52,20.99,0.7,49.5,74.76,01-Nov-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
01-Nov-2020 - 00:00,39.84,2.61,28.61,70.91,443.62,0.0,8.51,2.25,1.42,1.45,1.32,25.08,3.81,210.12,9.9,11.44,17.89,0.91,64.7,83.68,02-Nov-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
02-Nov-2020 - 00:00,38.77,2.39,28.19,67.23,419.71,0.0,8.28,2.28,1.19,1.34,1.32,24.75,4.25,209.55,10.07,11.57,20.73,0.71,61.62,86.19,03-Nov-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
03-Nov-2020 - 00:00,40.81,3.64,28.02,66.52,440.39,0.0,9.5,2.44,1.69,1.94,1.32,24.93,4.04,209.77,9.93,11.52,30.33,1.26,49.42,86.5,04-Nov-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
04-Nov-2020 - 00:00,37.65,3.51,27.43,67.24,396.8,0.0,9.35,2.19,1.8,2.07,1.32,24.91,3.86,206.73,9.78,11.56,26.47,1.14,50.05,87.94,05-Nov-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
05-Nov-2020 - 00:00,41.67,4.23,27.02,67.09,460.53,0.0,10.61,2.61,2.24,2.32,1.32,25.13,3.97,207.38,10.04,11.47,39.44,1.2,40.84,94.18,06-Nov-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
06-Nov-2020 - 00:00,32.45,3.73,26.79,66.34,523.65,0.0,9.77,2.71,2.04,2.22,1.32,25.01,3.99,204.76,9.99,11.55,25.66,1.07,45.95,85.02,07-Nov-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
