from date,NO,NO2,NOx,NH3,PM10,PM2.5,Benzene,Toluene,Eth-Benzene,MP-Xylene,Xylene,RH,WD,WS,SR,RF,SO2,CO,Ozone,to date,station
04-Aug-2020 - 00:00,1.06,13.77,8.0,15.8,101.78,28.11,0.93,2.37,0.27,0.6,0.24,62.58,205.91,1.68,388.04,0.0,4.2,0.45,87.46,05-Aug-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
05-Aug-2020 - 00:00,1.65,19.25,11.37,14.86,118.0,50.9,1.57,2.92,0.43,0.75,0.29,67.33,122.43,1.44,340.26,0.0,4.36,0.53,95.93,06-Aug-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
06-Aug-2020 - 00:00,1.33,16.58,9.7,26.91,72.88,27.96,1.92,3.67,1.82,1.7,1.6,68.7,86.67,2.85,450.53,0.0,5.35,0.48,101.33,07-Aug-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
07-Aug-2020 - 00:00,1.31,16.39,9.6,22.0,54.37,25.65,1.14,2.68,0.36,0.64,0.2,70.41,107.51,2.76,245.01,0.0,2.98,0.43,100.91,08-Aug-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
08-Aug-2020 - 00:00,1.15,16.9,9.53,21.49,66.43,41.29,1.66,4.3,0.41,0.72,0.3,72.1,157.51,1.07,275.57,0.01,4.27,0.5,62.07,09-Aug-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
09-Aug-2020 - 00:00,1.18,13.05,7.75,20.34,40.89,23.0,0.98,2.57,0.58,1.04,0.44,83.56,212.74,1.69,236.98,0.07,2.88,0.38,72.73,10-Aug-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
10-Aug-2020 - 00:00,1.03,17.06,9.69,18.69,51.74,32.45,1.52,2.66,0.41,0.84,0.27,81.5,153.03,1.22,314.43,0.05,3.76,0.5,52.76,11-Aug-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
11-Aug-2020 - 00:00,1.3,17.04,9.92,24.14,34.38,17.91,1.72,3.24,0.21,0.33,1.38,78.88,213.35,0.98,411.5,0.02,4.61,0.44,59.35,12-Aug-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
12-Aug-2020 - 00:00,1.12,11.26,6.77,17.25,53.95,22.31,0.74,1.44,0.01,0.17,0.36,72.61,236.68,1.86,440.54,0.0,3.11,0.38,60.42,13-Aug-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
13-Aug-2020 - 00:00,1.58,13.14,8.1,15.93,71.47,28.85,0.73,1.59,0.0,0.16,0.28,81.01,157.9,1.85,256.45,0.0,3.84,0.41,53.81,14-Aug-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
14-Aug-2020 - 00:00,1.22,11.9,7.17,16.02,42.8,25.58,1.18,3.16,0.12,0.23,0.15,82.58,83.08,1.83,300.9,0.0,2.84,0.42,47.9,15-Aug-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
15-Aug-2020 - 00:00,1.26,11.44,6.97,16.4,55.22,34.77,1.12,4.09,0.18,0.23,0.1,81.43,85.01,1.74,311.39,0.0,3.44,0.4,61.54,16-Aug-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
16-Aug-2020 - 00:00,1.37,14.83,8.83,19.64,62.04,32.48,1.3,1.42,0.13,0.15,0.05,80.86,111.04,1.74,233.51,0.0,3.79,0.41,59.08,17-Aug-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
17-Aug-2020 - 00:00,1.23,14.92,8.76,20.84,44.67,22.95,0.45,2.64,0.36,0.5,0.13,80.96,134.53,1.85,352.79,0.0,3.49,0.44,57.4,18-Aug-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
18-Aug-2020 - 00:00,1.7,19.19,11.04,22.42,47.92,28.43,1.42,5.41,0.43,0.37,0.13,66.41,174.9,1.55,590.34,0.12,2.74,0.46,35.61,19-Aug-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
19-Aug-2020 - 00:00,1.66,15.79,9.3,17.23,31.91,14.97,0.77,2.11,0.17,0.22,0.1,82.61,207.0,1.06,282.13,0.01,3.91,0.51,9.92,20-Aug-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
20-Aug-2020 - 00:00,1.87,13.81,8.61,23.75,40.96,20.61,1.03,2.61,0.24,0.29,0.1,88.61,123.59,1.17,222.91,0.0,7.18,0.41,15.46,21-Aug-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
21-Aug-2020 - 00:00,1.45,7.33,4.96,18.9,48.01,26.68,0.99,2.4,0.17,0.14,0.04,85.88,73.07,1.89,381.12,0.0,9.63,0.44,23.21,22-Aug-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
22-Aug-2020 - 00:00,1.69,6.82,4.91,23.5,44.21,22.38,0.89,1.59,0.14,0.13,0.04,77.57,71.07,2.11,345.62,0.0,9.87,0.45,25.6,23-Aug-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
23-Aug-2020 - 00:00,1.57,4.99,3.83,22.19,41.29,25.16,0.71,1.15,0.09,0.08,0.02,80.54,72.12,2.32,374.82,0.0,6.51,0.39,32.81,24-Aug-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
24-Aug-2020 - 00:00,1.66,10.18,6.64,18.2,46.86,25.78,0.75,2.3,0.23,0.3,0.11,82.03,107.07,2.78,268.69,0.0,10.39,0.41,33.85,25-Aug-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
25-Aug-2020 - 00:00,2.25,16.76,10.55,17.15,58.92,26.77,0.94,2.83,0.52,0.62,0.21,81.21,149.45,2.56,323.48,0.01,7.99,0.49,26.77,26-Aug-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
26-Aug-2020 - 00:00,1.37,10.0,6.31,12.43,34.56,14.96,0.7,2.18,0.29,0.57,0.2,77.85,213.05,1.36,255.48,0.0,8.1,0.66,25.06,27-Aug-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
27-Aug-2020 - 00:00,1.34,6.65,4.55,10.59,47.03,19.29,0.61,2.03,0.26,0.56,0.19,73.91,189.16,1.18,257.67,0.07,8.5,0.57,23.16,28-Aug-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
28-Aug-2020 - 00:00,0.93,12.05,6.97,9.77,33.21,19.36,0.66,1.83,0.25,0.4,0.15,77.1,196.97,1.26,185.6,0.0,7.12,0.72,23.76,29-Aug-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
29-Aug-2020 - 00:00,1.05,16.46,9.33,12.47,66.41,38.18,2.95,5.32,0.81,1.26,0.41,76.16,95.4,1.5,336.12,0.0,6.91,0.76,31.04,30-Aug-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
30-Aug-2020 - 00:00,1.2,11.76,7.07,12.57,67.38,31.79,0.94,2.04,0.2,0.29,0.11,76.99,83.08,2.78,430.09,0.0,7.7,0.7,35.42,31-Aug-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
31-Aug-2020 - 00:00,1.89,15.14,9.42,12.04,46.3,23.5,0.75,2.57,0.61,1.19,0.44,76.86,132.36,3.11,198.51,0.0,7.25,0.63,25.41,01-Sep-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
01-Sep-2020 - 00:00,1.43,14.01,8.46,10.66,47.49,17.64,0.8,2.51,0.61,1.44,0.43,76.59,165.85,1.99,242.45,0.0,9.46,0.66,19.79,02-Sep-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
02-Sep-2020 - 00:00,1.25,9.5,5.94,9.38,39.95,15.54,0.68,1.73,0.37,0.63,0.3,72.48,195.78,1.03,353.4,0.0,5.73,0.6,20.15,03-Sep-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
03-Sep-2020 - 00:00,1.38,14.63,8.54,8.23,69.97,40.19,1.88,4.98,1.14,1.91,0.92,81.81,134.82,1.47,201.83,0.1,5.63,1.02,20.3,04-Sep-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
04-Sep-2020 - 00:00,1.78,17.65,10.65,13.2,66.59,42.83,2.4,6.99,0.94,2.05,0.92,86.73,164.22,1.23,211.51,0.02,5.18,1.14,18.2,05-Sep-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
05-Sep-2020 - 00:00,1.14,15.71,9.05,18.03,58.79,39.8,1.78,3.36,0.32,0.68,0.46,83.23,188.63,0.92,347.02,0.13,4.08,0.98,19.37,06-Sep-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
06-Sep-2020 - 00:00,1.07,12.67,7.47,16.16,28.12,16.37,0.69,1.72,0.07,0.08,0.11,69.16,245.52,0.86,157.29,0.0,3.31,0.72,20.02,07-Sep-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
07-Sep-2020 - 00:00,1.12,13.75,7.95,13.88,48.75,22.7,0.6,1.1,0.08,0.04,0.06,75.83,255.72,1.17,300.6,0.0,4.76,0.64,17.49,08-Sep-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
08-Sep-2020 - 00:00,0.93,10.63,6.28,13.53,49.53,28.61,0.59,0.6,0.04,0.02,0.01,69.66,279.5,1.36,385.01,0.0,4.9,0.52,18.67,09-Sep-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
09-Sep-2020 - 00:00,0.92,15.11,8.18,11.79,97.33,60.56,1.04,1.14,0.07,0.04,0.01,65.04,251.59,0.92,492.85,0.0,7.85,0.64,21.56,10-Sep-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
10-Sep-2020 - 00:00,1.13,19.1,10.74,16.71,103.8,56.72,1.03,1.14,0.1,0.06,0.03,64.43,261.09,0.98,554.51,0.0,3.86,0.64,26.13,11-Sep-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
11-Sep-2020 - 00:00,1.35,18.1,10.52,12.97,121.95,59.31,0.92,0.82,0.06,0.04,0.02,59.61,158.32,0.95,410.59,0.0,5.49,0.51,29.86,12-Sep-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
12-Sep-2020 - 00:00,1.24,18.72,10.76,13.59,130.26,61.89,1.03,1.03,0.22,0.16,0.09,52.59,140.95,1.1,474.91,0.0,5.59,0.57,33.24,13-Sep-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
13-Sep-2020 - 00:00,1.11,19.27,10.93,12.6,174.17,68.21,1.08,1.03,0.18,0.1,0.05,62.6,177.92,0.93,400.35,0.0,7.81,0.61,33.78,14-Sep-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
14-Sep-2020 - 00:00,3.07,22.92,14.17,14.57,357.75,65.15,1.72,2.13,0.19,0.17,0.07,64.46,216.29,1.12,421.09,0.0,3.05,0.74,30.34,15-Sep-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
15-Sep-2020 - 00:00,0.93,19.4,11.02,18.75,,87.44,2.03,1.99,0.22,0.17,0.08,65.47,173.7,0.98,349.03,0.0,5.19,0.73,32.16,16-Sep-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
16-Sep-2020 - 00:00,0.82,14.56,8.28,15.71,78.93,64.64,1.13,1.6,0.28,0.31,0.11,54.5,269.47,1.86,426.54,0.0,7.24,0.52,32.24,17-Sep-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
17-Sep-2020 - 00:00,1.08,20.34,11.16,15.75,77.78,48.61,1.15,1.86,0.13,0.11,0.04,62.94,287.4,1.54,537.03,0.0,9.91,0.53,30.56,18-Sep-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
18-Sep-2020 - 00:00,0.96,16.44,9.07,15.09,63.91,39.94,0.77,1.28,0.11,0.08,0.03,55.44,283.09,1.79,464.9,0.0,12.2,0.44,26.45,19-Sep-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
19-Sep-2020 - 00:00,1.33,18.46,10.89,14.62,58.87,36.79,0.85,1.7,0.19,0.18,0.06,60.04,219.63,0.91,333.98,0.02,13.93,0.42,27.42,20-Sep-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
20-Sep-2020 - 00:00,0.91,17.87,9.97,14.78,112.35,70.14,1.33,1.55,0.11,0.1,0.03,64.3,302.46,1.16,280.14,0.0,12.08,0.43,29.65,21-Sep-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
21-Sep-2020 - 00:00,0.75,21.35,12.0,15.48,98.83,61.75,1.59,2.75,0.16,0.18,0.06,61.86,257.18,1.17,285.1,0.0,9.75,0.56,33.2,22-Sep-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
22-Sep-2020 - 00:00,0.87,23.48,12.92,16.5,116.82,73.01,2.07,2.01,0.59,0.38,0.15,59.17,105.14,0.88,422.22,0.0,9.06,0.57,33.39,23-Sep-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
23-Sep-2020 - 00:00,1.29,22.05,12.46,15.77,78.35,48.97,1.42,1.98,0.29,0.32,0.13,68.58,110.56,1.27,291.57,0.0,7.92,0.62,24.45,24-Sep-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
24-Sep-2020 - 00:00,1.91,20.51,12.23,16.38,83.28,52.05,1.42,1.47,0.18,0.15,0.05,63.22,154.14,1.19,402.88,0.0,8.89,0.61,26.59,25-Sep-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
25-Sep-2020 - 00:00,1.3,21.85,12.17,15.8,110.84,69.28,1.48,1.95,0.23,0.24,0.1,56.7,204.1,1.32,413.99,0.0,10.79,0.62,31.8,26-Sep-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
26-Sep-2020 - 00:00,0.83,16.16,9.0,15.34,136.53,52.89,0.73,0.98,0.14,0.13,0.04,46.02,234.44,1.62,410.54,0.0,11.5,0.33,27.88,27-Sep-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
27-Sep-2020 - 00:00,1.21,18.96,10.95,14.37,86.65,38.49,0.84,1.26,0.18,0.22,0.12,56.05,226.17,1.29,45.67,0.0,13.13,0.42,26.86,28-Sep-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
28-Sep-2020 - 00:00,0.88,20.6,11.44,19.9,162.07,66.8,1.51,2.01,0.6,0.45,0.18,49.55,271.17,1.58,401.67,0.0,17.6,0.37,29.25,29-Sep-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
29-Sep-2020 - 00:00,1.45,19.74,11.21,19.62,141.84,59.51,1.39,1.59,0.2,0.22,0.06,54.77,297.98,1.64,390.56,0.0,12.52,0.5,27.61,30-Sep-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
30-Sep-2020 - 00:00,0.96,17.75,10.01,16.67,128.5,49.6,1.25,1.45,0.19,0.21,0.06,51.81,276.22,1.65,436.25,0.0,12.1,0.45,30.74,01-Oct-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
01-Oct-2020 - 00:00,1.22,26.42,14.76,16.09,158.14,69.13,1.96,3.0,0.4,0.59,0.21,46.42,258.47,1.15,537.79,0.0,16.38,0.61,28.17,02-Oct-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
02-Oct-2020 - 00:00,0.94,20.1,11.21,17.66,166.57,71.87,2.02,1.76,0.22,0.27,0.1,52.26,268.41,1.51,431.93,0.0,16.1,0.54,30.85,03-Oct-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
03-Oct-2020 - 00:00,1.07,22.7,12.68,16.93,151.78,75.87,1.89,1.82,0.21,0.24,0.08,46.75,204.19,0.99,430.77,0.0,15.97,0.55,33.85,04-Oct-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
04-Oct-2020 - 00:00,1.3,25.97,14.61,15.65,146.61,71.09,2.17,2.26,0.35,0.45,0.15,47.45,271.27,1.32,,0.0,19.95,0.51,39.99,05-Oct-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
05-Oct-2020 - 00:00,0.81,20.19,11.26,14.52,153.01,65.59,1.52,1.69,0.21,0.22,0.08,40.93,306.5,2.05,429.63,0.0,18.5,0.51,44.48,06-Oct-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
06-Oct-2020 - 00:00,0.96,25.17,13.8,15.29,144.51,66.32,1.75,2.39,0.29,0.37,0.12,33.06,290.2,1.36,536.52,0.0,15.49,0.46,35.53,07-Oct-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
07-Oct-2020 - 00:00,1.71,27.92,15.89,22.99,149.33,60.92,2.27,2.43,0.33,0.46,0.14,42.29,263.35,1.22,295.22,0.0,18.69,0.58,32.9,08-Oct-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
08-Oct-2020 - 00:00,1.09,23.33,13.06,26.42,148.93,56.76,1.54,2.25,0.31,0.39,0.11,41.5,291.4,1.3,433.44,0.0,15.9,0.46,41.04,09-Oct-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
09-Oct-2020 - 00:00,1.41,32.51,18.12,30.51,173.15,73.47,2.36,3.87,0.6,0.86,0.26,42.7,281.33,1.14,405.6,0.0,19.97,0.61,38.03,10-Oct-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
10-Oct-2020 - 00:00,1.63,34.14,19.14,37.48,180.81,81.1,2.55,3.99,0.66,0.91,0.3,45.66,287.22,1.28,405.47,0.0,21.28,0.63,39.2,11-Oct-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
11-Oct-2020 - 00:00,1.93,35.3,19.99,36.93,181.07,75.02,2.97,4.37,0.78,1.26,0.48,40.13,294.37,1.3,417.91,0.0,18.24,0.69,40.09,12-Oct-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
12-Oct-2020 - 00:00,5.48,37.75,24.09,37.23,202.77,91.47,3.73,5.87,1.83,2.38,1.13,34.28,218.52,0.89,424.07,0.0,22.1,0.81,37.89,13-Oct-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
13-Oct-2020 - 00:00,2.33,44.76,25.23,50.94,258.86,150.01,4.69,4.15,0.7,0.9,0.37,46.64,113.69,0.77,343.86,0.0,20.11,1.04,98.06,14-Oct-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
14-Oct-2020 - 00:00,1.97,36.89,20.86,55.62,247.01,150.6,4.11,3.74,0.53,0.67,0.22,53.5,193.56,0.78,278.42,0.0,17.16,0.99,108.45,15-Oct-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
15-Oct-2020 - 00:00,1.34,24.25,13.72,32.81,189.13,97.51,2.63,2.84,0.36,0.52,0.17,38.96,183.16,0.89,478.59,0.0,15.46,0.7,75.09,16-Oct-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
16-Oct-2020 - 00:00,2.2,25.69,15.17,21.54,203.22,95.1,3.01,3.9,0.64,1.03,0.37,34.12,238.63,0.86,422.14,0.0,21.85,0.74,56.55,17-Oct-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
17-Oct-2020 - 00:00,1.26,24.11,13.59,23.09,225.94,118.67,3.42,4.2,1.08,1.44,0.53,38.26,247.07,0.74,326.71,0.0,30.98,0.79,64.56,18-Oct-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
18-Oct-2020 - 00:00,1.95,23.22,13.67,20.21,210.44,105.73,3.11,4.22,0.79,1.27,0.46,31.89,299.07,1.29,427.67,0.0,23.5,0.73,75.73,19-Oct-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
19-Oct-2020 - 00:00,5.85,26.01,18.41,21.52,215.45,105.35,3.83,6.58,1.44,2.39,1.1,29.98,306.96,1.12,261.93,0.0,21.36,1.04,80.3,20-Oct-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
20-Oct-2020 - 00:00,2.15,27.89,16.13,23.84,233.38,118.69,4.79,7.16,1.63,2.38,1.25,35.97,134.19,0.72,684.34,0.0,29.49,0.89,72.81,21-Oct-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
21-Oct-2020 - 00:00,2.33,29.42,16.93,20.64,236.92,134.29,3.5,3.73,1.37,1.54,0.61,19.84,130.1,1.41,494.92,0.0,36.59,0.75,69.62,22-Oct-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
22-Oct-2020 - 00:00,3.21,20.0,11.43,20.04,235.25,136.59,3.46,3.38,0.48,0.82,0.3,30.15,80.09,0.89,356.98,0.0,24.75,0.86,89.66,23-Oct-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
23-Oct-2020 - 00:00,3.79,28.32,16.25,23.74,301.64,186.13,5.04,5.97,1.4,2.16,0.81,37.1,200.02,0.6,352.34,0.0,30.31,1.22,72.33,24-Oct-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
24-Oct-2020 - 00:00,4.97,29.69,17.91,27.3,313.23,179.13,6.09,8.16,1.8,2.94,1.46,37.48,230.79,0.62,354.13,0.0,28.42,1.31,73.14,25-Oct-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
25-Oct-2020 - 00:00,3.59,25.72,14.68,25.22,297.05,177.05,4.35,4.3,1.41,2.14,0.74,37.73,125.33,0.9,337.91,0.0,27.04,1.05,76.16,26-Oct-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
26-Oct-2020 - 00:00,3.18,23.31,13.14,24.97,297.44,178.85,4.89,4.75,1.13,1.6,0.65,38.31,219.22,1.29,315.0,0.0,28.21,1.09,64.53,27-Oct-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
27-Oct-2020 - 00:00,8.64,38.48,26.38,23.23,273.72,155.1,4.75,6.89,1.34,2.28,1.18,34.0,306.22,1.25,431.72,0.0,20.38,1.18,47.46,28-Oct-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
28-Oct-2020 - 00:00,4.56,58.63,34.28,25.65,287.38,161.56,5.13,7.8,1.58,2.96,1.42,34.96,171.52,0.51,371.44,0.0,29.37,1.16,39.84,29-Oct-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
29-Oct-2020 - 00:00,13.74,78.58,51.64,31.95,404.24,260.82,8.6,14.84,6.08,8.87,5.28,41.75,160.71,0.54,195.32,0.0,29.13,1.97,31.18,30-Oct-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
30-Oct-2020 - 00:00,2.44,53.53,29.86,32.19,418.8,301.04,7.05,7.56,1.41,2.64,1.03,41.97,262.22,1.25,317.57,0.0,33.25,1.65,32.98,31-Oct-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
31-Oct-2020 - 00:00,1.84,43.38,24.12,25.88,331.33,204.33,5.34,6.07,1.09,2.17,0.72,37.93,307.88,1.83,408.65,0.0,21.6,1.28,39.1,01-Nov-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
01-Nov-2020 - 00:00,6.58,45.19,28.89,21.84,266.29,152.03,4.63,5.97,1.38,2.75,0.96,29.62,295.63,1.33,384.98,0.0,21.02,1.09,50.08,02-Nov-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
02-Nov-2020 - 00:00,11.69,51.06,36.08,21.46,262.06,142.33,5.27,7.68,2.05,4.29,2.05,27.58,217.32,0.77,380.21,0.0,22.53,1.13,49.54,03-Nov-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
03-Nov-2020 - 00:00,6.62,50.1,30.88,22.87,240.87,126.17,3.9,7.02,2.08,3.51,1.66,28.66,249.28,0.96,395.67,0.0,23.84,0.92,31.01,04-Nov-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
04-Nov-2020 - 00:00,24.59,71.31,56.04,29.68,384.14,245.66,8.26,20.92,12.63,14.51,18.92,43.59,268.24,0.94,348.27,0.0,26.94,2.14,24.74,05-Nov-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
05-Nov-2020 - 00:00,11.5,57.74,37.98,26.72,333.42,199.97,6.81,11.34,3.6,6.99,4.14,30.23,151.51,0.49,665.14,0.0,29.09,1.45,31.7,06-Nov-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
06-Nov-2020 - 00:00,12.23,66.24,41.24,30.02,405.27,264.58,9.2,12.13,4.67,7.28,6.69,35.05,263.75,0.57,278.55,0.0,34.66,1.94,39.45,07-Nov-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
07-Nov-2020 - 00:00,12.55,68.14,42.49,32.68,462.0,309.14,9.33,13.44,4.56,7.97,4.29,38.83,289.76,0.98,327.85,0.0,36.29,2.12,40.3,08-Nov-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
08-Nov-2020 - 00:00,16.61,90.69,57.58,35.45,504.18,341.23,10.64,16.65,5.53,10.58,7.16,46.82,162.65,0.3,243.12,0.0,48.86,2.49,32.7,09-Nov-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
09-Nov-2020 - 00:00,23.45,93.86,64.06,42.56,669.15,517.98,15.06,21.87,7.22,14.32,7.25,45.89,238.15,0.5,266.62,0.0,35.96,3.35,16.9,10-Nov-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
10-Nov-2020 - 00:00,14.45,79.91,49.75,41.8,546.7,439.61,11.94,15.35,4.59,9.78,5.19,50.53,111.58,0.57,263.36,0.0,32.08,2.73,18.94,11-Nov-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
11-Nov-2020 - 00:00,13.84,71.77,44.3,26.94,292.93,197.92,6.15,7.4,1.2,2.79,1.42,43.28,83.66,0.63,355.18,0.0,21.93,1.52,30.62,12-Nov-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
12-Nov-2020 - 00:00,22.42,76.48,54.6,29.52,325.16,184.41,7.02,6.96,0.95,2.38,1.71,37.98,189.26,0.54,271.26,0.0,27.15,1.7,47.8,13-Nov-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
13-Nov-2020 - 00:00,16.63,81.0,52.51,31.54,512.44,382.92,11.41,16.29,2.68,6.01,4.47,30.21,266.18,0.66,172.12,0.0,32.56,2.49,54.79,14-Nov-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
14-Nov-2020 - 00:00,8.46,64.1,36.78,30.77,575.24,465.87,10.6,7.17,1.24,3.3,1.4,52.19,147.85,0.75,,0.0,41.86,2.31,53.47,15-Nov-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
15-Nov-2020 - 00:00,8.01,49.44,29.23,31.38,395.9,297.01,6.21,6.08,0.82,2.05,0.89,54.51,126.69,2.21,242.69,0.0,59.5,1.37,40.17,16-Nov-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
16-Nov-2020 - 00:00,9.02,31.82,20.58,41.0,92.33,76.66,1.76,1.17,0.18,0.38,0.14,80.85,117.71,1.7,84.52,0.0,9.89,0.61,34.0,17-Nov-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
17-Nov-2020 - 00:00,8.6,32.72,20.81,27.14,74.96,50.34,1.62,2.91,0.59,1.44,0.47,71.27,314.3,1.65,352.83,0.0,12.56,0.59,39.36,18-Nov-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
18-Nov-2020 - 00:00,30.88,51.53,48.51,20.26,185.18,90.37,4.53,10.24,4.6,10.35,5.26,54.01,271.38,0.92,369.42,0.0,15.66,1.33,51.76,19-Nov-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
19-Nov-2020 - 00:00,27.97,63.2,52.29,23.93,275.75,179.7,7.43,12.67,4.14,9.73,6.5,52.86,266.83,0.66,341.43,0.0,25.47,1.76,54.45,20-Nov-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
