from date,Temp,CO,Ozone,NO,NO2,NOx,NH3,SO2,PM2.5,PM10,Benzene,Toluene,Xylene,MP-Xylene,AT,RH,WS,WD,SR,BP,RF,to date,station
27-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,28-Jul-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
28-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,29-Jul-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
29-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,30-Jul-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
30-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,31-Jul-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
31-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,01-Aug-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
01-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,02-Aug-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
02-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,03-Aug-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
03-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,04-Aug-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
04-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,05-Aug-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
05-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,06-Aug-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
06-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,07-Aug-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
07-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,08-Aug-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
08-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,09-Aug-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
09-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,10-Aug-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
10-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,11-Aug-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
11-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,12-Aug-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
12-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,13-Aug-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
13-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,14-Aug-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
14-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,15-Aug-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
15-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,16-Aug-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
16-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,17-Aug-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
17-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,18-Aug-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
18-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,19-Aug-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
19-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,20-Aug-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
20-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,21-Aug-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
21-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,22-Aug-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
22-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,23-Aug-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
23-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,24-Aug-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
24-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,25-Aug-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
25-Aug-2020 - 00:00,30.12,0.33,16.03,5.59,10.36,10.06,31.62,18.54,11.32,30.5,0.03,0.27,0.25,0.09,35.96,54.16,0.49,296.16,173.46,716.36,0.0,26-Aug-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
26-Aug-2020 - 00:00,30.08,0.11,11.27,5.64,10.26,10.05,31.65,18.31,12.82,34.53,0.08,0.27,0.25,0.11,33.47,63.83,0.3,271.95,95.46,719.22,0.01,27-Aug-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
27-Aug-2020 - 00:00,30.44,0.26,18.11,5.67,10.05,9.95,31.63,18.31,9.47,25.55,0.03,0.24,0.23,0.1,31.45,73.18,0.3,260.64,25.23,730.35,0.07,28-Aug-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
28-Aug-2020 - 00:00,30.48,0.31,40.65,5.59,10.26,9.99,31.56,18.52,7.26,19.46,0.03,0.23,0.19,0.08,31.5,70.76,0.3,262.76,35.46,731.9,0.05,29-Aug-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
29-Aug-2020 - 00:00,30.55,0.2,34.91,5.65,9.84,9.84,30.99,18.59,7.39,19.88,0.02,0.18,0.18,0.09,32.65,65.54,0.59,243.59,108.98,730.09,0.0,30-Aug-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
30-Aug-2020 - 00:00,30.59,0.29,30.66,5.52,10.22,9.67,30.73,17.98,10.96,29.5,0.02,0.16,0.17,0.09,33.77,63.9,0.77,242.77,154.14,718.81,0.04,31-Aug-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
31-Aug-2020 - 00:00,30.6,0.34,32.88,5.48,10.94,10.27,31.37,18.43,16.66,44.9,0.06,0.25,0.22,0.08,,61.88,0.3,290.66,185.06,714.54,0.0,01-Sep-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
01-Sep-2020 - 00:00,30.4,0.12,29.95,5.44,11.02,10.29,31.07,18.13,18.39,49.54,0.09,0.25,0.22,0.09,30.97,61.0,0.3,285.39,171.23,712.25,0.01,02-Sep-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
02-Sep-2020 - 00:00,30.51,0.02,31.62,5.48,11.03,10.33,31.49,18.46,18.33,49.36,0.07,0.26,0.23,0.1,27.04,67.34,0.3,152.3,78.94,712.68,0.0,03-Sep-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
03-Sep-2020 - 00:00,30.48,0.41,33.16,5.49,10.81,10.21,31.28,18.47,20.76,56.01,0.03,0.26,0.24,0.09,26.23,68.77,0.3,145.81,88.94,714.01,0.0,04-Sep-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
04-Sep-2020 - 00:00,30.22,0.41,32.16,5.58,11.13,10.46,31.4,18.44,28.68,77.47,0.06,0.26,0.24,0.1,27.8,65.06,0.3,206.95,148.34,711.83,0.0,05-Sep-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
05-Sep-2020 - 00:00,30.4,0.16,33.76,5.49,11.11,10.37,31.54,18.39,22.52,60.7,0.05,0.25,0.23,0.1,27.39,67.07,0.3,204.86,87.35,712.32,0.01,06-Sep-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
06-Sep-2020 - 00:00,30.41,0.25,39.3,5.45,10.63,10.09,31.12,18.34,18.18,49.05,0.02,0.19,0.21,0.1,27.61,65.91,0.3,216.58,127.33,708.79,0.0,07-Sep-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
07-Sep-2020 - 00:00,30.48,0.32,35.48,5.53,10.76,10.23,31.41,18.68,22.0,59.41,0.04,0.2,0.19,0.09,26.55,70.33,0.3,239.61,86.02,708.11,0.0,08-Sep-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
08-Sep-2020 - 00:00,30.29,0.43,40.36,5.54,10.88,10.29,31.59,18.64,27.52,74.28,0.04,0.22,0.21,0.09,28.38,64.28,0.3,238.53,132.51,706.6,0.0,09-Sep-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
09-Sep-2020 - 00:00,30.38,0.21,39.19,5.53,10.6,10.13,30.91,18.18,22.64,61.14,0.0,0.18,0.19,0.1,26.58,68.13,0.3,225.61,113.63,706.15,0.0,10-Sep-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
10-Sep-2020 - 00:00,30.32,0.21,27.51,5.62,10.12,9.95,30.89,18.3,20.24,54.71,0.02,0.1,0.12,0.07,26.18,68.54,0.3,206.47,132.57,705.03,0.0,11-Sep-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
11-Sep-2020 - 00:00,30.41,0.3,16.27,5.67,10.0,9.93,31.1,18.55,18.06,48.67,0.01,0.13,0.15,0.09,26.5,68.71,0.3,266.52,112.18,704.61,0.0,12-Sep-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
12-Sep-2020 - 00:00,30.37,0.3,14.75,5.68,10.61,10.26,31.14,18.31,31.72,85.55,0.01,0.13,0.15,0.09,27.51,67.41,0.3,197.25,126.06,704.05,0.0,13-Sep-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
13-Sep-2020 - 00:00,30.45,0.58,14.68,5.77,10.33,10.19,30.84,18.58,18.79,50.75,0.01,0.13,0.16,0.1,26.85,71.16,0.3,203.08,120.17,703.11,0.06,14-Sep-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
14-Sep-2020 - 00:00,30.35,0.29,11.96,5.83,10.59,10.37,31.06,18.64,14.27,38.46,0.01,0.23,0.16,0.06,26.92,71.21,0.3,263.86,126.76,702.08,0.11,15-Sep-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
15-Sep-2020 - 00:00,30.09,0.24,10.36,5.8,10.15,10.11,30.94,18.3,13.64,36.76,0.02,0.18,0.18,0.09,27.81,68.59,0.3,219.32,140.34,701.7,0.05,16-Sep-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
16-Sep-2020 - 00:00,30.22,0.3,11.25,5.75,10.06,9.83,31.11,18.74,19.26,52.09,0.01,0.17,0.17,0.08,27.93,66.8,0.3,197.68,114.61,701.09,0.0,17-Sep-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
17-Sep-2020 - 00:00,30.09,0.24,9.36,5.94,10.71,10.52,31.51,18.55,21.29,57.39,0.03,0.2,0.19,0.09,28.0,67.8,0.3,213.03,130.34,701.03,0.0,18-Sep-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
18-Sep-2020 - 00:00,30.11,0.32,10.97,5.84,10.41,10.3,31.04,18.18,23.25,62.64,0.06,0.22,0.22,0.1,25.79,74.34,0.3,207.31,57.29,701.45,0.15,19-Sep-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
19-Sep-2020 - 00:00,30.05,0.28,14.22,5.79,10.07,10.07,31.23,18.54,26.47,71.44,0.06,0.21,0.2,0.1,27.0,69.9,0.3,178.19,148.19,702.58,0.02,20-Sep-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
20-Sep-2020 - 00:00,30.14,0.23,13.43,5.84,10.2,10.17,31.22,18.28,18.03,48.59,0.02,0.15,0.18,0.1,25.71,72.81,0.3,277.47,107.27,702.68,0.03,21-Sep-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
21-Sep-2020 - 00:00,30.33,0.33,12.54,5.88,10.43,10.33,31.52,18.35,27.05,73.02,0.05,0.19,0.19,0.08,25.4,74.76,0.3,249.56,68.4,702.27,0.02,22-Sep-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
22-Sep-2020 - 00:00,30.24,0.22,14.7,5.86,9.83,9.99,30.69,18.46,16.17,43.68,0.02,0.16,0.18,0.1,24.89,74.86,0.3,251.51,95.23,704.24,0.12,23-Sep-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
23-Sep-2020 - 00:00,30.18,0.19,15.88,5.94,9.54,9.9,30.49,17.83,10.83,29.12,0.0,0.14,0.14,0.07,26.29,71.23,0.3,198.7,86.18,703.87,0.0,24-Sep-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
24-Sep-2020 - 00:00,29.81,0.17,14.8,5.89,9.62,9.9,30.57,17.85,17.82,48.15,0.01,0.15,0.14,0.08,26.3,71.76,0.3,227.09,109.4,704.56,0.08,25-Sep-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
25-Sep-2020 - 00:00,30.16,0.2,16.43,5.95,9.8,10.06,30.62,18.42,13.81,37.26,0.04,0.16,0.18,0.1,27.47,70.16,0.3,227.21,153.17,704.17,0.0,26-Sep-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
26-Sep-2020 - 00:00,30.06,0.2,18.03,6.0,9.71,10.04,30.78,18.15,20.66,55.72,0.01,0.11,0.13,0.09,26.34,71.7,0.3,213.76,79.09,703.68,0.0,27-Sep-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
27-Sep-2020 - 00:00,30.08,0.19,19.25,6.04,9.75,10.09,30.72,17.84,15.85,42.77,0.02,0.11,0.13,0.1,27.03,66.02,0.3,239.55,158.25,704.2,0.0,28-Sep-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
28-Sep-2020 - 00:00,30.03,0.37,17.03,6.05,10.8,10.67,31.59,18.13,26.77,72.18,0.05,0.21,0.19,0.11,26.96,67.43,0.3,190.69,117.62,705.0,0.01,29-Sep-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
29-Sep-2020 - 00:00,30.09,0.27,19.68,6.08,10.29,10.41,30.84,18.41,23.73,64.03,0.03,0.22,0.21,0.09,26.27,68.19,0.3,214.38,123.55,707.57,0.03,30-Sep-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
30-Sep-2020 - 00:00,30.12,0.39,16.83,6.12,11.12,10.88,31.64,18.4,30.41,82.06,0.05,0.28,0.26,0.12,26.94,65.78,0.3,147.06,116.73,708.31,0.0,01-Oct-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
01-Oct-2020 - 00:00,30.08,0.32,22.5,6.09,10.12,10.34,30.9,18.18,30.88,83.26,0.07,0.22,0.22,0.1,27.49,63.88,0.3,291.47,124.28,707.11,0.0,02-Oct-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
02-Oct-2020 - 00:00,30.02,0.45,21.3,6.2,10.87,10.82,31.26,18.61,34.03,91.8,0.06,0.26,0.23,0.11,28.07,60.99,0.3,286.21,165.12,706.93,0.0,03-Oct-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
03-Oct-2020 - 00:00,29.97,0.63,22.76,6.26,11.65,11.29,31.57,18.74,43.72,117.94,0.08,0.4,0.34,0.13,27.76,59.96,0.3,301.5,151.68,708.26,0.0,04-Oct-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
04-Oct-2020 - 00:00,30.02,0.4,29.58,6.17,10.37,10.53,30.94,18.16,36.08,97.43,0.08,0.27,0.24,0.12,27.85,57.3,0.3,301.31,156.72,707.89,0.0,05-Oct-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
05-Oct-2020 - 00:00,30.12,0.33,27.99,6.08,10.27,10.41,30.89,18.55,33.09,89.2,0.03,0.17,0.18,0.1,26.9,59.83,0.3,186.75,139.14,707.37,0.0,06-Oct-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
06-Oct-2020 - 00:00,30.06,0.45,25.19,6.07,10.53,10.54,31.2,18.12,41.84,112.95,0.07,0.2,0.17,0.07,27.3,62.77,0.3,157.1,103.74,707.33,0.06,07-Oct-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
07-Oct-2020 - 00:00,30.12,0.39,21.36,6.15,10.19,10.42,31.13,18.38,41.25,111.32,0.06,0.21,0.2,0.1,23.83,75.54,0.3,223.35,22.53,709.74,0.32,08-Oct-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
08-Oct-2020 - 00:00,30.09,0.4,22.67,6.19,10.31,10.52,31.16,18.26,36.28,97.78,0.06,0.23,0.21,0.1,25.22,71.1,0.3,303.99,95.5,706.59,0.0,09-Oct-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
09-Oct-2020 - 00:00,30.1,0.37,23.12,6.21,10.2,10.47,30.96,18.09,29.7,80.1,0.06,0.22,0.2,0.07,26.56,70.45,0.3,208.5,115.53,706.57,0.02,10-Oct-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
10-Oct-2020 - 00:00,30.15,0.42,23.27,6.34,10.58,10.77,31.32,18.58,30.31,81.72,0.04,0.25,0.23,0.1,27.32,67.45,0.3,171.91,127.46,706.79,0.0,11-Oct-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
11-Oct-2020 - 00:00,30.27,0.28,28.6,6.21,9.7,10.21,30.3,17.9,13.45,36.36,0.01,0.13,0.16,0.09,26.04,67.32,0.3,202.28,136.93,707.78,0.17,12-Oct-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
12-Oct-2020 - 00:00,30.09,0.34,29.41,6.35,9.72,10.34,30.75,18.2,17.31,46.69,0.03,0.18,0.17,0.08,26.88,66.22,0.3,140.49,132.68,707.75,0.0,13-Oct-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
13-Oct-2020 - 00:00,30.25,0.29,38.32,6.27,9.58,10.19,30.66,18.45,20.73,55.85,0.02,0.16,0.14,0.05,26.41,65.95,0.3,63.38,111.1,709.52,0.0,14-Oct-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
14-Oct-2020 - 00:00,30.17,0.29,35.18,6.33,9.22,10.05,30.25,18.11,6.95,18.59,0.0,0.08,0.1,0.03,26.01,68.28,0.3,83.03,114.58,708.39,0.0,15-Oct-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
15-Oct-2020 - 00:00,30.62,0.5,30.45,6.25,9.41,9.98,30.25,18.29,6.71,18.07,0.0,0.12,0.13,0.07,25.93,69.38,0.3,119.92,121.01,707.33,0.01,16-Oct-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
16-Oct-2020 - 00:00,30.38,0.45,27.92,6.27,9.51,10.16,30.51,18.59,10.46,28.15,0.01,0.16,0.16,0.1,25.93,71.3,0.3,126.14,121.5,705.03,0.04,17-Oct-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
17-Oct-2020 - 00:00,30.51,0.5,29.44,6.32,9.6,10.24,30.62,18.28,5.95,15.93,0.01,0.17,0.17,0.1,26.99,66.8,0.3,130.74,141.86,701.5,0.0,18-Oct-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
18-Oct-2020 - 00:00,30.57,0.54,29.18,6.31,10.02,10.47,30.94,18.6,17.5,47.18,0.07,0.22,0.22,0.1,27.85,65.5,0.3,129.68,155.01,713.44,0.0,19-Oct-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
19-Oct-2020 - 00:00,30.46,0.41,31.49,6.4,10.41,10.74,31.19,18.52,27.66,74.6,0.08,0.24,0.23,0.11,27.89,63.74,0.3,126.28,136.6,730.98,0.0,20-Oct-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
20-Oct-2020 - 00:00,30.19,0.5,32.39,6.23,10.11,10.21,31.16,18.28,44.63,120.44,0.07,0.2,0.2,0.09,27.95,61.24,0.3,132.63,139.21,733.17,0.0,21-Oct-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
21-Oct-2020 - 00:00,30.4,0.46,36.38,6.36,10.17,10.58,31.15,18.67,59.8,161.52,0.04,0.21,0.2,0.1,27.54,60.56,0.3,60.32,137.78,733.95,0.0,22-Oct-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
22-Oct-2020 - 00:00,30.52,0.79,32.45,6.43,11.74,11.47,31.8,18.75,64.62,174.4,0.1,0.36,0.32,0.13,27.18,56.95,0.3,100.68,142.46,734.4,0.0,23-Oct-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
23-Oct-2020 - 00:00,30.45,0.71,34.83,6.34,11.48,11.26,31.49,18.54,60.29,162.67,0.09,0.4,0.34,0.13,26.1,56.08,0.3,134.81,138.94,734.9,0.0,24-Oct-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
24-Oct-2020 - 00:00,30.39,0.84,40.34,6.34,10.75,10.88,31.23,18.54,67.32,181.74,0.1,0.32,0.29,0.11,26.39,59.24,0.3,186.97,124.26,734.75,0.0,25-Oct-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
25-Oct-2020 - 00:00,30.44,0.59,39.91,6.31,9.99,10.45,30.92,18.25,42.6,115.01,0.06,0.23,0.21,0.1,26.56,59.94,0.3,183.72,122.75,734.68,0.0,26-Oct-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
26-Oct-2020 - 00:00,30.35,0.66,41.92,6.46,10.31,10.74,31.06,18.35,52.28,141.22,0.08,0.25,0.25,0.1,26.19,59.11,0.3,196.01,116.5,734.71,0.0,27-Oct-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
27-Oct-2020 - 00:00,29.97,0.82,33.26,6.37,10.79,10.82,31.13,18.72,91.77,247.64,0.09,0.3,0.23,0.09,25.46,59.39,0.3,230.16,101.16,735.73,0.23,28-Oct-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
28-Oct-2020 - 00:00,30.03,0.89,35.37,6.29,10.5,10.59,31.29,18.4,72.53,195.79,0.08,0.31,0.27,0.1,25.29,60.09,0.3,239.5,110.65,735.72,0.0,29-Oct-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
29-Oct-2020 - 00:00,30.02,0.73,43.67,6.35,10.51,10.75,31.54,18.75,64.82,174.98,0.07,0.31,0.28,0.12,25.23,60.48,0.3,206.22,130.23,735.5,0.0,30-Oct-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
30-Oct-2020 - 00:00,30.13,0.67,40.06,6.38,11.11,11.1,31.97,19.74,82.81,223.66,0.09,0.34,0.28,0.11,24.12,63.67,0.3,92.03,173.71,735.6,0.0,31-Oct-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
31-Oct-2020 - 00:00,29.03,0.67,59.08,6.49,11.08,11.02,31.28,17.96,47.4,130.94,,,,,26.71,47.26,0.3,74.85,172.74,734.87,0.0,01-Nov-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
01-Nov-2020 - 00:00,28.5,0.63,62.81,6.52,10.5,10.88,31.47,18.7,22.61,34.48,,,,,23.97,50.52,0.3,60.62,130.3,736.12,0.0,02-Nov-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
02-Nov-2020 - 00:00,28.73,0.66,86.59,6.51,10.57,10.92,31.46,18.56,38.85,51.5,0.09,0.36,0.17,0.09,24.23,51.16,0.3,62.04,128.22,736.15,0.0,03-Nov-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
03-Nov-2020 - 00:00,27.05,0.66,70.0,6.47,10.78,10.99,31.67,18.63,57.83,,0.06,0.28,0.16,0.09,10.01,50.66,0.3,88.72,130.74,736.18,0.0,04-Nov-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
04-Nov-2020 - 00:00,23.01,0.63,13.63,6.55,12.16,11.8,32.67,18.87,36.78,218.45,0.05,0.35,0.25,0.09,18.91,48.26,0.3,198.41,139.85,736.18,0.1,05-Nov-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
05-Nov-2020 - 00:00,23.13,0.78,12.76,6.57,11.61,11.52,32.35,18.57,24.54,158.42,0.07,0.34,0.25,0.09,24.0,45.26,0.3,195.75,142.05,736.36,0.0,06-Nov-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
06-Nov-2020 - 00:00,22.66,0.62,14.44,6.65,11.3,11.4,32.34,17.95,21.59,134.19,0.04,0.25,0.19,0.06,24.07,46.34,0.65,88.26,135.23,736.55,0.03,07-Nov-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
07-Nov-2020 - 00:00,22.31,0.55,17.36,6.63,10.73,10.98,31.8,18.13,20.52,143.43,0.02,0.2,0.15,0.07,23.65,44.72,0.3,54.2,132.16,736.88,0.0,08-Nov-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
08-Nov-2020 - 00:00,22.69,0.76,17.78,6.53,11.2,11.26,32.22,18.09,29.93,157.02,0.06,0.24,0.2,0.07,22.57,47.93,0.3,54.67,141.71,737.44,0.0,09-Nov-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
09-Nov-2020 - 00:00,24.25,0.88,14.54,6.4,11.42,10.93,32.06,18.33,29.2,164.7,0.07,0.28,0.23,0.09,21.72,48.77,0.3,53.9,117.66,737.87,0.0,10-Nov-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
10-Nov-2020 - 00:00,24.8,1.0,17.17,6.4,12.23,11.71,32.34,18.35,30.58,184.19,0.08,0.33,0.26,0.1,21.5,48.17,0.3,62.36,130.11,737.86,0.0,11-Nov-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
11-Nov-2020 - 00:00,25.07,1.18,15.92,6.59,14.28,12.95,33.37,18.77,26.34,194.67,0.08,0.36,0.3,0.12,22.94,48.24,0.3,65.81,140.14,736.9,0.0,12-Nov-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
12-Nov-2020 - 00:00,25.54,0.7,20.03,6.43,10.7,10.92,31.52,18.25,8.57,97.23,0.05,0.27,0.25,0.1,25.17,53.09,0.3,113.19,108.62,735.9,0.0,13-Nov-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
13-Nov-2020 - 00:00,24.96,0.82,21.25,6.39,9.74,10.39,31.06,18.33,5.88,35.82,0.0,0.12,0.12,0.03,26.66,52.52,0.3,86.36,133.35,735.25,0.0,14-Nov-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
14-Nov-2020 - 00:00,25.02,0.74,20.64,6.47,10.51,10.85,31.61,18.24,24.31,125.21,0.04,0.2,0.16,0.05,26.21,49.96,0.3,95.64,139.86,735.62,0.0,15-Nov-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
15-Nov-2020 - 00:00,25.04,0.7,24.03,6.42,10.15,10.61,31.3,18.36,16.79,94.26,0.01,0.17,0.16,0.07,25.64,49.4,0.3,103.92,136.91,735.84,0.0,16-Nov-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
16-Nov-2020 - 00:00,25.09,0.66,23.63,6.46,9.98,10.55,31.34,18.59,14.19,81.97,0.0,0.08,0.06,0.02,26.22,51.26,0.3,145.98,125.42,735.53,0.0,17-Nov-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
17-Nov-2020 - 00:00,25.38,0.63,19.12,6.48,10.3,10.74,31.96,18.45,12.99,76.83,0.0,0.0,0.0,0.0,26.62,53.26,0.3,132.28,128.06,735.39,0.0,18-Nov-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
18-Nov-2020 - 00:00,26.02,0.44,14.33,6.49,9.8,10.5,31.17,18.9,8.42,62.36,0.15,0.05,0.05,0.16,26.22,50.81,0.3,142.73,133.12,735.67,0.0,19-Nov-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
19-Nov-2020 - 00:00,25.85,0.41,52.57,6.47,14.34,12.78,59.33,18.24,8.3,49.67,1.37,0.64,0.7,1.17,26.26,53.52,0.3,144.14,110.55,735.48,0.0,20-Nov-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
