from date,NO2,NH3,CO,Ozone,SO2,Benzene,PM2.5,PM10,to date,station
17-Nov-2020 - 00:00,57.86,15.68,1.34,21.8,48.5,1.31,110.3,271.4,18-Nov-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
18-Nov-2020 - 00:00,53.04,14.74,0.92,16.04,42.91,0.89,95.35,206.61,19-Nov-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
19-Nov-2020 - 00:00,45.65,13.64,1.04,11.19,70.84,1.31,95.31,163.74,20-Nov-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
20-Nov-2020 - 00:00,25.36,18.11,0.96,24.22,31.11,0.96,85.16,126.0,21-Nov-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
21-Nov-2020 - 00:00,33.58,16.78,0.92,36.29,47.85,1.18,90.46,152.44,22-Nov-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
22-Nov-2020 - 00:00,40.21,16.23,0.95,31.97,42.2,1.39,111.07,235.19,23-Nov-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
23-Nov-2020 - 00:00,43.52,16.23,0.62,23.1,63.03,1.11,128.51,290.78,24-Nov-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
24-Nov-2020 - 00:00,63.1,16.73,1.07,13.49,70.26,1.02,168.56,360.25,25-Nov-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
25-Nov-2020 - 00:00,55.31,14.37,1.18,13.15,53.34,1.04,142.17,283.49,26-Nov-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
26-Nov-2020 - 00:00,36.13,15.33,0.94,17.96,33.73,1.01,134.6,313.47,27-Nov-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
27-Nov-2020 - 00:00,38.2,15.73,1.48,13.05,39.6,1.0,147.62,268.43,28-Nov-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
28-Nov-2020 - 00:00,39.22,13.33,0.99,22.84,22.95,1.03,169.35,317.76,29-Nov-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
29-Nov-2020 - 00:00,41.23,14.35,1.19,23.11,52.52,1.01,159.8,303.53,30-Nov-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
30-Nov-2020 - 00:00,65.5,12.59,1.42,15.19,54.72,0.84,160.66,338.38,01-Dec-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
01-Dec-2020 - 00:00,57.85,16.0,1.62,11.1,15.4,0.7,151.0,376.0,02-Dec-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
