from date,SR,Temp,VWS,NO,NO2,NOx,WS,CO,WD,Ozone,PM10,PM2.5,Benzene,Toluene,O Xylene,Eth-Benzene,MP-Xylene,BP,RH,SO2,to date,station
16-Apr-2020 - 00:00,416.32,35.86,0.27,64.82,31.3,67.85,0.73,0.5,180.19,32.73,97.08,47.4,0.02,0.1,0.0,0.0,0.0,733.58,35.33,6.62,17-Apr-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
17-Apr-2020 - 00:00,284.08,35.81,0.26,24.38,22.6,31.2,1.05,0.54,269.34,34.33,104.62,50.9,0.0,0.02,0.0,0.0,0.0,734.08,36.62,5.16,18-Apr-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
18-Apr-2020 - 00:00,270.2,35.62,0.25,6.22,13.58,10.87,1.48,0.46,253.32,35.27,111.64,61.5,0.0,0.01,0.0,0.0,0.0,732.94,34.48,4.38,19-Apr-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
19-Apr-2020 - 00:00,422.4,34.85,0.26,45.3,25.89,49.31,0.52,0.41,166.78,47.63,75.25,37.59,0.0,0.01,0.0,0.0,0.0,732.69,35.62,4.95,20-Apr-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
20-Apr-2020 - 00:00,421.36,32.16,0.28,5.6,20.38,14.49,0.8,0.38,120.04,35.16,83.87,33.07,0.0,0.02,0.0,0.0,0.0,732.59,42.84,4.81,21-Apr-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
21-Apr-2020 - 00:00,383.98,34.45,0.26,25.13,19.11,30.56,0.89,0.59,129.63,42.76,83.83,32.29,0.0,0.01,0.0,0.0,0.0,732.31,36.59,5.26,22-Apr-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
22-Apr-2020 - 00:00,427.44,35.44,0.23,5.58,26.99,18.15,0.45,0.88,166.72,46.24,95.93,31.35,0.0,0.07,0.0,0.0,0.0,733.65,34.88,5.18,23-Apr-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
23-Apr-2020 - 00:00,361.64,35.84,0.23,7.91,14.97,13.78,0.61,0.66,174.26,43.71,108.65,51.41,0.0,0.07,0.0,0.0,0.0,734.82,37.32,4.9,24-Apr-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
24-Apr-2020 - 00:00,360.96,35.49,0.23,117.28,15.92,102.61,0.75,0.63,224.82,41.64,87.42,43.55,0.0,0.06,0.0,0.0,0.0,735.79,38.01,5.54,25-Apr-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
25-Apr-2020 - 00:00,352.54,35.43,0.27,9.87,22.25,20.63,0.97,0.51,251.94,41.0,155.95,74.28,0.0,0.03,0.0,0.0,0.0,734.54,38.98,5.45,26-Apr-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
26-Apr-2020 - 00:00,294.04,34.05,0.21,15.24,25.88,27.06,0.72,0.61,245.42,28.24,98.78,50.44,0.0,0.03,0.0,0.0,0.0,731.57,43.63,5.31,27-Apr-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
27-Apr-2020 - 00:00,300.64,32.97,0.25,33.99,30.64,47.26,0.86,0.55,214.45,32.53,77.84,39.95,0.0,0.04,0.0,0.0,0.0,729.64,45.74,5.09,28-Apr-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
28-Apr-2020 - 00:00,331.08,35.42,0.27,94.08,35.64,95.92,0.6,0.67,232.91,33.92,72.61,37.79,0.0,0.12,0.0,0.0,0.01,729.03,37.93,5.41,29-Apr-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
29-Apr-2020 - 00:00,339.07,37.51,0.27,9.08,21.6,20.77,0.83,0.73,245.89,54.69,96.75,56.89,0.07,0.31,0.0,0.0,0.03,730.16,34.68,5.56,30-Apr-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
30-Apr-2020 - 00:00,372.18,38.51,0.24,26.07,18.76,31.42,1.1,0.62,221.69,65.39,89.76,42.0,0.0,0.06,0.0,0.0,0.0,729.59,32.7,4.7,01-May-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
01-May-2020 - 00:00,431.71,38.3,0.38,6.25,29.3,20.32,1.03,0.56,248.07,72.09,123.39,69.53,0.0,0.04,0.0,0.0,0.0,730.29,30.42,4.33,02-May-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
02-May-2020 - 00:00,376.19,37.0,0.27,27.05,14.65,28.55,1.25,0.4,269.6,34.43,113.99,59.23,0.0,0.0,0.0,0.0,0.0,731.93,36.49,4.44,03-May-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
03-May-2020 - 00:00,387.49,38.02,0.33,9.01,19.71,18.6,1.26,0.19,244.26,47.91,179.41,77.36,0.0,0.0,0.0,0.0,0.0,732.47,39.0,4.3,04-May-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
04-May-2020 - 00:00,358.17,34.63,0.28,11.43,23.46,23.05,0.96,0.6,167.06,36.23,146.78,74.33,0.0,0.02,0.0,0.01,0.0,730.56,43.67,4.43,05-May-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
05-May-2020 - 00:00,269.93,35.12,0.29,8.51,19.85,18.23,0.53,0.7,200.73,47.53,78.28,34.9,0.0,0.03,0.0,0.0,0.0,730.23,43.06,5.02,06-May-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
06-May-2020 - 00:00,312.42,35.26,0.26,7.08,25.37,19.3,0.78,0.71,210.84,39.53,92.76,44.85,0.0,0.03,0.0,0.0,0.0,732.13,41.22,4.69,07-May-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
07-May-2020 - 00:00,447.13,36.54,0.25,7.67,22.72,18.85,0.56,0.66,222.91,43.06,62.99,30.02,0.0,0.08,0.01,0.0,0.0,731.8,34.41,4.61,08-May-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
08-May-2020 - 00:00,355.58,38.63,0.27,9.24,23.62,19.73,0.9,0.62,276.47,39.96,91.47,45.12,0.0,0.17,0.0,0.0,0.0,732.62,34.02,4.52,09-May-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
09-May-2020 - 00:00,391.15,39.7,0.26,7.81,16.75,15.69,1.18,0.63,288.13,52.79,103.41,55.05,0.0,0.0,0.0,0.0,0.0,731.81,33.6,3.88,10-May-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
10-May-2020 - 00:00,323.9,38.4,0.28,9.46,17.22,18.71,1.05,0.67,266.9,60.63,92.25,46.83,0.0,0.16,0.0,0.0,0.01,731.29,34.63,4.64,11-May-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
11-May-2020 - 00:00,374.95,37.66,0.36,18.5,18.62,25.4,0.95,0.83,242.33,49.85,92.72,43.9,0.0,0.07,0.0,0.0,0.0,731.18,36.45,5.14,12-May-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
12-May-2020 - 00:00,319.1,36.95,0.26,8.94,32.48,27.38,0.71,0.61,189.55,43.55,93.12,41.6,0.0,0.03,0.0,0.0,0.0,730.92,38.17,4.48,13-May-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
13-May-2020 - 00:00,329.08,37.25,0.26,30.17,19.18,37.45,0.85,0.52,180.78,44.85,180.49,125.55,0.0,0.0,0.01,0.0,0.0,731.85,37.73,6.15,14-May-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
14-May-2020 - 00:00,450.32,37.79,0.3,24.69,17.04,27.02,0.95,0.51,292.42,48.32,81.25,48.38,0.0,0.03,0.0,0.02,0.0,732.13,35.4,3.99,15-May-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
15-May-2020 - 00:00,306.23,37.45,0.25,5.97,16.43,14.1,0.78,0.61,121.07,49.48,185.11,69.93,0.0,0.03,0.01,0.0,0.01,731.78,36.76,4.13,16-May-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
16-May-2020 - 00:00,360.0,38.03,0.28,6.16,15.42,13.12,0.49,0.51,112.08,52.89,90.03,36.02,0.0,0.02,0.0,0.01,0.0,732.42,34.58,4.97,17-May-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
17-May-2020 - 00:00,425.81,38.89,0.34,7.49,15.21,13.98,1.54,0.32,118.77,59.4,133.9,117.49,0.0,0.05,0.0,0.0,0.0,733.07,29.07,6.38,18-May-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
18-May-2020 - 00:00,319.58,38.0,0.41,6.48,18.68,15.19,0.68,0.75,207.67,64.36,264.58,162.4,0.0,0.13,0.0,0.0,0.01,733.41,30.23,5.95,19-May-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
19-May-2020 - 00:00,278.87,38.23,0.28,6.54,18.64,15.1,1.15,0.71,170.81,61.19,96.84,44.06,0.09,0.51,0.01,0.0,0.03,734.44,31.0,6.99,20-May-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
20-May-2020 - 00:00,281.93,37.94,0.34,16.92,21.48,24.77,0.8,0.62,102.64,70.66,138.69,64.52,0.0,0.04,0.0,0.0,0.0,733.95,29.28,7.58,21-May-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
21-May-2020 - 00:00,280.38,39.44,0.26,12.9,20.29,21.66,1.33,0.6,266.43,61.84,128.71,55.74,0.0,0.18,0.01,0.0,0.01,734.59,28.65,7.9,22-May-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
22-May-2020 - 00:00,272.91,39.52,0.28,46.34,18.36,46.73,1.34,0.52,279.07,62.24,150.05,78.4,0.02,0.06,0.0,0.0,0.01,734.2,31.27,7.5,23-May-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
23-May-2020 - 00:00,267.24,39.45,0.22,5.84,19.12,16.12,1.15,0.65,266.57,31.67,185.72,85.61,0.0,0.0,0.0,0.0,0.0,733.3,35.35,7.54,24-May-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
24-May-2020 - 00:00,263.62,39.47,0.23,5.03,17.3,13.64,1.1,0.55,282.1,24.82,134.56,73.21,0.0,0.0,0.01,0.0,0.0,732.56,33.02,7.18,25-May-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
25-May-2020 - 00:00,269.13,40.08,0.26,5.94,14.26,12.33,1.25,0.46,278.76,45.97,98.67,55.48,0.0,0.05,0.0,0.0,0.01,732.97,32.97,6.83,26-May-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
26-May-2020 - 00:00,276.84,39.45,0.26,13.22,20.43,22.4,1.4,0.52,270.72,43.85,134.52,67.05,0.0,0.05,0.0,0.0,0.0,734.01,37.36,6.06,27-May-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
27-May-2020 - 00:00,270.67,39.01,0.21,55.51,25.35,59.09,1.68,0.62,261.94,40.12,278.92,120.15,0.0,0.06,0.01,0.01,0.0,735.78,41.58,6.12,28-May-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
28-May-2020 - 00:00,253.24,38.48,0.31,44.89,23.19,58.92,1.91,1.06,259.0,54.05,229.24,111.79,0.0,0.03,0.01,0.0,0.0,737.01,42.62,7.68,29-May-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
29-May-2020 - 00:00,230.18,37.04,0.3,42.79,20.1,46.41,1.86,1.05,247.1,54.21,252.36,118.77,0.0,0.04,0.0,0.0,0.0,735.61,45.07,6.14,30-May-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
30-May-2020 - 00:00,236.19,31.32,0.23,21.23,25.75,31.69,1.35,0.99,209.32,55.03,132.13,72.33,0.0,0.1,0.01,0.0,0.0,732.63,57.53,6.59,31-May-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
31-May-2020 - 00:00,265.21,32.25,0.27,28.75,33.41,50.59,0.91,1.13,206.76,62.41,94.99,39.34,0.0,0.12,0.0,0.0,0.0,731.21,54.24,5.9,01-Jun-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
01-Jun-2020 - 00:00,205.87,34.69,0.34,56.74,45.91,79.99,0.98,0.87,216.82,80.13,112.36,50.28,0.0,0.37,0.0,0.02,0.05,731.23,57.68,8.46,02-Jun-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
02-Jun-2020 - 00:00,265.14,34.86,0.31,9.12,22.13,19.05,0.72,1.25,158.03,80.96,188.56,98.16,0.0,0.39,0.0,0.0,0.01,732.27,72.98,8.57,03-Jun-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
03-Jun-2020 - 00:00,187.02,34.14,0.34,8.9,21.87,19.18,1.02,0.96,183.34,56.65,92.01,43.49,0.0,0.24,0.0,0.01,0.0,733.73,75.26,7.42,04-Jun-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
04-Jun-2020 - 00:00,265.9,34.42,0.35,10.04,24.21,21.37,0.68,0.87,130.14,42.66,124.28,80.2,0.03,0.49,0.01,0.0,0.08,734.24,74.48,10.36,05-Jun-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
05-Jun-2020 - 00:00,160.19,32.56,0.28,9.24,23.03,20.06,0.99,1.02,196.21,41.25,70.08,36.68,0.05,0.5,0.0,0.01,0.08,733.61,79.42,10.88,06-Jun-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
06-Jun-2020 - 00:00,259.9,34.51,0.29,9.84,17.62,17.54,0.92,0.9,278.73,45.38,126.08,56.64,0.0,0.21,0.0,0.0,0.01,733.76,77.14,7.77,07-Jun-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
07-Jun-2020 - 00:00,270.25,35.39,0.26,9.39,14.41,15.33,1.12,1.08,259.45,39.01,59.01,28.07,0.03,0.06,0.0,0.0,0.0,733.72,76.76,6.31,08-Jun-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
08-Jun-2020 - 00:00,256.25,35.52,0.31,15.16,17.36,21.61,1.03,1.14,246.98,35.58,58.21,29.1,0.02,0.34,0.0,0.01,0.08,733.62,77.86,8.93,09-Jun-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
09-Jun-2020 - 00:00,258.69,37.2,0.28,77.43,23.15,76.82,1.02,0.72,263.5,27.79,88.63,45.83,0.99,1.32,0.88,0.99,1.03,733.47,75.22,15.72,10-Jun-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
10-Jun-2020 - 00:00,257.31,37.54,0.31,18.98,14.78,19.49,1.2,1.78,280.0,48.31,95.87,46.93,0.0,0.27,0.0,0.0,0.0,733.98,75.89,10.7,11-Jun-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
11-Jun-2020 - 00:00,259.32,37.37,0.35,11.5,18.01,18.04,1.45,1.78,255.52,39.55,87.69,47.73,0.0,0.26,0.0,0.0,0.0,735.15,76.66,11.17,12-Jun-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
12-Jun-2020 - 00:00,227.42,36.74,0.31,8.97,28.03,21.37,0.87,0.7,215.53,34.79,120.17,46.55,0.09,0.88,0.0,0.0,0.23,736.35,77.04,8.19,13-Jun-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
13-Jun-2020 - 00:00,150.84,35.19,0.27,8.5,23.33,18.79,1.03,0.79,201.6,39.34,101.28,46.86,0.0,0.38,0.0,0.0,0.03,735.64,80.96,7.41,14-Jun-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
14-Jun-2020 - 00:00,240.58,38.38,0.33,13.73,39.85,31.71,0.66,0.49,119.79,22.78,147.1,60.67,0.16,0.86,0.0,0.0,0.31,735.16,72.96,8.12,15-Jun-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
15-Jun-2020 - 00:00,247.04,38.43,0.26,11.87,43.28,31.63,0.87,1.57,263.42,44.45,109.89,49.93,0.08,2.45,0.05,2.3,1.69,736.1,74.01,8.98,16-Jun-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
16-Jun-2020 - 00:00,257.26,40.35,0.29,36.39,23.68,18.65,1.32,1.34,284.34,33.64,141.54,70.32,0.0,0.6,0.0,0.0,0.07,738.17,70.26,7.06,17-Jun-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
17-Jun-2020 - 00:00,266.26,39.51,0.31,30.15,18.57,15.74,1.62,0.87,275.99,34.94,158.46,82.35,0.0,0.56,0.0,0.0,0.0,738.32,71.29,7.57,18-Jun-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
18-Jun-2020 - 00:00,279.97,38.11,0.36,7.72,16.35,14.59,1.76,0.98,275.14,35.14,121.62,62.49,0.0,0.33,0.0,0.0,0.0,736.69,75.54,6.56,19-Jun-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
19-Jun-2020 - 00:00,255.92,37.92,0.39,20.12,20.96,36.1,1.61,1.33,263.02,29.66,103.16,46.49,0.0,0.4,0.0,0.11,0.03,735.3,77.24,8.75,20-Jun-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
20-Jun-2020 - 00:00,266.62,37.65,0.35,10.79,33.78,24.34,1.38,1.2,273.31,39.08,120.28,53.62,0.0,0.41,0.0,0.0,0.0,734.18,75.15,9.1,21-Jun-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
21-Jun-2020 - 00:00,225.53,36.71,0.32,46.35,38.61,56.33,1.22,1.01,266.74,57.15,117.51,59.89,0.0,0.13,0.0,0.0,0.0,734.65,77.24,14.57,22-Jun-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
22-Jun-2020 - 00:00,265.41,37.54,0.24,13.14,24.71,22.3,1.09,1.02,278.51,37.98,113.52,49.32,0.0,0.12,0.0,0.0,0.0,735.69,75.21,8.59,23-Jun-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
23-Jun-2020 - 00:00,227.15,36.04,0.35,33.3,18.68,35.49,1.37,1.02,252.75,41.33,134.04,47.0,0.0,0.13,0.0,0.01,0.01,734.51,80.0,8.73,24-Jun-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
24-Jun-2020 - 00:00,210.88,33.61,0.31,29.27,21.83,33.76,1.26,0.99,237.93,41.68,100.81,53.78,0.0,0.16,0.0,0.0,0.0,733.38,87.08,7.51,25-Jun-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
25-Jun-2020 - 00:00,223.67,33.97,0.36,6.02,24.72,16.9,1.08,1.12,243.78,26.52,90.74,45.37,0.0,0.09,0.0,0.0,0.01,733.94,85.87,7.67,26-Jun-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
26-Jun-2020 - 00:00,228.28,36.97,0.31,6.53,17.94,14.41,1.39,0.91,268.31,30.58,101.82,59.72,0.0,0.14,0.0,0.0,0.0,734.95,78.84,5.97,27-Jun-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
27-Jun-2020 - 00:00,221.32,37.58,0.25,20.53,14.48,23.88,1.54,0.86,268.35,31.58,112.19,60.11,0.0,0.08,0.0,0.0,0.0,735.13,75.54,7.05,28-Jun-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
28-Jun-2020 - 00:00,213.22,37.39,0.28,9.95,14.08,15.13,1.67,0.76,259.7,22.87,131.82,61.07,0.0,0.02,0.0,0.0,0.0,735.63,75.73,6.03,29-Jun-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
29-Jun-2020 - 00:00,268.37,37.8,0.29,6.44,14.45,12.54,1.22,1.14,269.19,30.81,121.63,65.41,0.0,0.12,0.0,0.0,0.0,735.29,75.99,7.8,30-Jun-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
30-Jun-2020 - 00:00,237.78,38.32,0.28,7.66,17.28,14.98,0.99,1.05,217.86,35.58,145.95,56.64,0.0,0.19,0.0,0.0,0.0,735.47,75.72,6.9,01-Jul-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
01-Jul-2020 - 00:00,203.43,34.81,0.3,7.84,22.03,17.72,0.94,0.89,247.86,31.35,159.01,61.45,0.0,0.31,0.0,0.0,0.01,735.24,83.92,8.39,02-Jul-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
02-Jul-2020 - 00:00,255.05,35.93,0.27,10.8,15.71,20.63,1.17,0.75,273.38,30.89,91.26,39.44,0.0,0.08,0.0,0.0,0.01,736.1,82.75,6.59,03-Jul-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
03-Jul-2020 - 00:00,261.02,37.78,0.28,5.78,17.36,13.89,1.15,0.21,276.02,24.97,100.56,52.94,0.0,0.08,0.0,0.0,0.0,736.91,77.62,5.5,04-Jul-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
04-Jul-2020 - 00:00,238.03,37.09,0.35,5.76,14.87,12.34,1.26,0.65,260.55,31.48,106.5,51.31,0.0,0.06,0.0,0.0,0.0,737.99,78.43,5.69,05-Jul-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
05-Jul-2020 - 00:00,227.43,36.86,0.3,5.52,21.76,16.13,1.06,0.35,145.19,42.43,94.51,43.49,0.0,0.11,0.01,0.0,0.0,738.42,77.57,5.82,06-Jul-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
06-Jul-2020 - 00:00,173.91,32.29,0.27,67.53,27.13,68.03,0.87,0.72,104.08,23.71,94.81,47.7,0.02,0.26,0.01,0.0,0.02,737.98,88.99,7.09,07-Jul-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
07-Jul-2020 - 00:00,220.76,35.41,0.27,49.76,37.74,59.58,0.69,2.14,157.72,28.6,99.87,51.0,0.0,0.27,0.01,0.0,0.01,737.16,83.18,5.26,08-Jul-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
08-Jul-2020 - 00:00,229.52,35.5,0.31,8.21,20.87,17.3,0.85,0.89,213.67,48.12,77.14,40.11,0.0,0.2,0.0,0.0,0.0,735.4,83.52,6.01,09-Jul-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
09-Jul-2020 - 00:00,166.84,34.61,0.3,60.32,18.03,58.03,1.06,0.47,269.35,30.82,99.85,42.73,0.05,0.16,0.0,0.0,0.0,735.74,84.97,7.27,10-Jul-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
10-Jul-2020 - 00:00,231.51,35.41,0.32,67.43,20.03,64.11,1.36,0.98,267.91,23.64,98.85,57.9,0.2,0.12,0.0,0.0,0.0,736.39,81.92,5.73,11-Jul-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
11-Jul-2020 - 00:00,153.4,34.46,0.3,8.03,15.62,14.31,1.75,0.88,246.11,29.25,98.52,51.29,0.08,0.19,0.0,0.0,0.05,736.95,87.18,6.25,12-Jul-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
12-Jul-2020 - 00:00,121.23,34.19,0.29,6.43,12.2,10.97,1.6,1.08,258.45,18.64,119.4,44.47,0.01,0.49,0.0,0.0,0.0,736.69,86.77,4.6,13-Jul-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
13-Jul-2020 - 00:00,223.94,35.93,0.32,6.05,15.51,12.83,1.09,0.7,271.58,43.61,114.03,51.23,0.2,0.25,0.0,0.0,0.0,735.9,81.13,5.5,14-Jul-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
14-Jul-2020 - 00:00,226.07,36.32,0.28,8.42,14.19,14.29,1.09,0.6,240.18,23.8,124.24,59.11,0.21,0.2,0.0,0.0,0.0,735.38,81.24,6.45,15-Jul-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
15-Jul-2020 - 00:00,237.2,38.01,0.31,6.82,16.56,14.37,1.02,0.42,205.37,23.21,125.57,60.53,0.06,0.05,0.0,0.0,0.0,736.41,77.2,6.36,16-Jul-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
16-Jul-2020 - 00:00,245.96,36.35,0.27,34.2,18.22,36.43,1.12,0.8,213.59,32.89,108.13,56.33,0.1,0.11,0.0,0.0,0.0,737.82,79.65,7.9,17-Jul-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
17-Jul-2020 - 00:00,207.58,37.21,0.28,11.17,24.7,21.15,0.85,0.77,180.05,21.86,95.71,53.99,0.17,0.17,0.0,0.0,0.0,735.14,79.73,10.26,18-Jul-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
18-Jul-2020 - 00:00,210.48,35.54,0.22,8.57,14.78,14.61,0.89,0.68,243.77,19.96,84.74,50.13,0.0,0.05,0.0,0.0,0.0,730.24,85.28,8.89,19-Jul-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
19-Jul-2020 - 00:00,211.37,35.25,0.31,20.32,13.56,23.74,1.22,0.6,269.23,9.34,94.49,53.82,0.0,0.17,0.0,0.0,0.0,729.32,84.45,7.94,20-Jul-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
20-Jul-2020 - 00:00,220.38,35.68,0.31,9.3,16.88,17.85,1.8,0.58,259.18,25.96,101.8,56.91,0.0,0.1,0.0,0.0,0.0,731.51,81.57,7.87,21-Jul-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
21-Jul-2020 - 00:00,150.55,32.8,0.31,12.49,20.16,20.89,1.58,1.12,244.3,23.56,86.91,44.44,0.0,0.23,0.0,0.0,0.0,729.68,89.34,7.48,22-Jul-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
22-Jul-2020 - 00:00,228.92,33.46,0.31,59.01,23.73,59.47,1.1,1.36,257.13,27.19,116.7,61.88,0.0,0.1,0.0,0.0,0.04,728.88,86.36,9.19,23-Jul-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
23-Jul-2020 - 00:00,260.32,35.5,0.33,14.87,22.41,23.86,1.03,1.07,268.31,22.57,101.51,51.11,0.25,0.48,0.0,0.07,0.0,729.14,82.5,8.98,24-Jul-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
24-Jul-2020 - 00:00,204.29,34.26,0.29,35.91,25.31,41.92,0.99,0.78,228.55,32.09,110.48,56.4,0.0,0.32,0.0,0.0,0.0,727.91,84.16,10.79,25-Jul-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
25-Jul-2020 - 00:00,213.11,32.57,0.31,16.83,20.53,24.69,0.77,0.93,191.9,29.44,111.44,67.37,0.39,0.24,0.0,0.0,0.0,726.93,89.96,10.58,26-Jul-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
26-Jul-2020 - 00:00,216.35,34.05,0.28,22.42,16.77,26.32,0.85,1.08,238.29,34.28,108.09,54.54,0.0,0.22,0.0,0.0,0.0,726.34,86.97,12.56,27-Jul-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
27-Jul-2020 - 00:00,247.88,35.08,0.33,8.23,18.34,15.65,1.34,0.73,256.53,32.84,88.73,46.4,0.09,0.12,0.0,0.0,0.0,726.86,83.9,9.01,28-Jul-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
28-Jul-2020 - 00:00,235.06,35.79,0.3,7.62,16.85,14.66,1.29,0.71,257.17,24.88,95.97,47.71,0.06,0.3,0.0,0.0,0.0,728.63,81.2,8.73,29-Jul-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
29-Jul-2020 - 00:00,214.91,35.45,0.28,8.37,17.27,15.6,1.47,0.68,249.85,19.14,109.24,50.72,0.05,0.18,0.0,0.0,0.07,729.75,82.14,8.12,30-Jul-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
30-Jul-2020 - 00:00,231.6,35.29,0.34,8.37,19.55,16.76,0.9,0.74,243.97,26.69,114.15,57.03,0.03,0.73,0.0,0.0,0.0,729.01,83.7,7.55,31-Jul-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
31-Jul-2020 - 00:00,172.47,32.16,0.27,7.89,24.32,19.38,0.8,0.59,234.87,23.88,83.19,40.14,0.09,0.35,0.0,0.0,0.0,728.62,91.4,8.66,01-Aug-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
