from date,Benzene,Eth-Benzene,MP-Xylene,O Xylene,BP,PM10,PM2.5,RF,RH,Temp,WD,WS,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
18-Apr-2020 - 00:00,0.54,0.5,0.61,0.28,738.0,46.94,22.38,0.0,36.18,33.56,273.97,1.93,0.47,21.64,7.17,6.83,14.0,46.85,7.52,19-Apr-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
19-Apr-2020 - 00:00,0.81,0.5,0.6,0.3,737.87,66.7,29.81,0.0,38.22,32.18,239.92,1.58,0.54,22.21,7.28,8.48,15.76,48.8,8.68,20-Apr-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
20-Apr-2020 - 00:00,1.43,0.56,0.81,1.09,738.16,58.73,28.89,0.0,46.65,29.6,140.4,1.41,0.53,22.69,7.89,11.43,19.35,47.03,6.71,21-Apr-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
21-Apr-2020 - 00:00,1.23,0.58,1.07,0.47,738.82,42.5,22.17,0.0,44.93,30.01,206.03,1.2,0.65,48.08,8.83,14.87,23.68,43.45,8.61,22-Apr-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
22-Apr-2020 - 00:00,1.69,0.74,1.65,0.76,737.74,54.87,25.1,0.0,41.11,31.24,185.11,0.8,0.56,25.8,8.53,16.19,24.75,36.9,8.51,23-Apr-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
23-Apr-2020 - 00:00,1.22,0.66,1.38,0.61,736.49,70.02,28.48,0.0,39.34,31.98,119.7,1.51,0.5,23.63,8.36,13.51,21.87,53.12,6.95,24-Apr-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
24-Apr-2020 - 00:00,1.16,0.61,1.1,0.42,735.11,55.23,25.03,0.0,50.04,31.38,150.17,1.05,0.57,23.99,8.45,13.55,22.0,45.62,9.06,25-Apr-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
25-Apr-2020 - 00:00,0.89,0.59,1.04,0.39,735.29,74.21,29.71,0.0,48.29,31.49,195.95,1.37,0.5,22.84,8.32,15.18,23.49,33.19,9.62,26-Apr-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
26-Apr-2020 - 00:00,0.86,0.55,0.91,0.29,737.01,80.64,32.55,0.0,45.6,31.85,197.56,1.53,0.54,22.41,8.25,13.2,21.46,44.46,9.58,27-Apr-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
27-Apr-2020 - 00:00,0.91,0.55,0.87,0.26,739.22,43.24,18.95,0.0,54.18,30.08,162.95,1.67,0.49,24.75,8.27,11.82,20.09,49.43,8.82,28-Apr-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
28-Apr-2020 - 00:00,1.29,0.63,1.16,0.38,739.38,56.81,26.5,0.0,50.4,31.44,194.61,1.17,0.62,23.37,8.41,14.65,23.08,44.64,8.9,29-Apr-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
29-Apr-2020 - 00:00,2.15,0.87,2.05,0.94,737.82,81.05,36.94,0.0,47.39,32.76,187.92,1.09,0.67,21.75,8.48,16.59,25.07,45.86,8.96,30-Apr-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
30-Apr-2020 - 00:00,1.75,0.62,1.18,0.45,738.07,75.82,33.47,0.0,41.58,34.22,197.98,1.39,0.63,20.53,8.37,14.1,22.47,45.92,8.97,01-May-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
01-May-2020 - 00:00,0.63,0.48,0.77,0.18,736.67,42.68,22.44,0.0,33.54,35.37,285.76,1.95,0.57,20.87,7.95,11.21,19.16,47.36,7.78,02-May-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
02-May-2020 - 00:00,0.48,0.46,0.65,0.08,734.88,43.22,20.66,0.0,31.05,36.36,269.26,1.77,0.52,19.13,7.95,10.69,18.64,45.09,7.39,03-May-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
03-May-2020 - 00:00,0.72,0.51,0.84,0.21,734.94,55.19,29.8,0.0,42.26,34.72,228.29,1.87,0.47,18.33,8.13,11.9,20.04,34.14,8.53,04-May-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
04-May-2020 - 00:00,1.16,0.5,0.76,0.16,737.63,66.11,27.71,0.0,61.3,30.29,171.68,1.59,0.55,21.91,8.36,12.71,21.07,48.14,7.6,05-May-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
05-May-2020 - 00:00,1.13,0.55,0.98,0.25,737.26,58.46,30.74,0.0,57.6,31.15,199.49,1.21,0.63,23.32,8.66,16.81,25.47,45.08,8.62,06-May-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
06-May-2020 - 00:00,2.03,0.66,1.38,0.53,736.95,58.61,32.09,0.0,49.47,30.92,166.59,1.89,0.62,20.28,9.97,18.12,25.9,48.14,7.94,07-May-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
07-May-2020 - 00:00,1.82,0.86,1.92,1.33,736.17,42.44,23.84,0.0,47.48,32.42,195.75,1.16,0.43,16.6,13.26,34.76,47.99,44.77,7.74,08-May-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
08-May-2020 - 00:00,1.58,0.67,2.52,0.93,734.89,68.37,36.76,0.0,34.11,35.4,251.63,1.27,0.43,19.04,11.86,32.65,44.47,43.13,7.9,09-May-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
09-May-2020 - 00:00,0.69,0.47,1.13,0.36,735.49,54.59,24.62,0.0,34.68,36.33,249.59,1.72,0.37,13.61,8.36,22.98,31.32,42.09,8.96,10-May-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
10-May-2020 - 00:00,0.81,0.4,0.6,0.08,736.17,63.54,25.2,0.0,39.06,35.4,170.06,1.67,0.44,10.92,7.07,22.89,29.63,53.81,9.95,11-May-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
11-May-2020 - 00:00,0.99,0.48,0.92,0.33,737.05,65.36,27.57,0.0,45.44,34.05,187.3,1.59,0.42,16.51,12.63,19.5,32.13,55.11,9.03,12-May-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
12-May-2020 - 00:00,0.93,0.42,0.79,0.46,737.31,63.79,21.45,0.0,52.38,32.29,92.79,1.89,0.51,12.11,11.5,25.76,37.27,68.71,9.19,13-May-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
13-May-2020 - 00:00,1.5,0.46,0.92,0.51,735.7,68.6,33.07,0.0,46.58,33.96,177.38,1.1,0.48,6.39,7.08,28.61,35.66,57.14,9.59,14-May-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
14-May-2020 - 00:00,1.57,0.46,0.89,0.51,735.3,71.03,35.3,0.0,45.57,34.81,159.37,1.12,0.42,10.74,7.91,26.13,34.03,47.43,10.21,15-May-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
15-May-2020 - 00:00,1.01,0.44,0.8,0.47,734.71,66.96,34.9,0.0,41.24,35.42,221.1,1.31,0.45,19.96,8.97,19.72,28.69,44.33,9.08,16-May-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
16-May-2020 - 00:00,1.09,0.42,0.69,0.41,734.46,56.03,27.19,0.0,41.79,34.77,184.88,0.97,0.47,19.82,8.02,16.56,24.58,53.34,8.83,17-May-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
17-May-2020 - 00:00,1.32,0.57,1.14,0.59,733.14,41.66,24.16,0.0,37.7,35.47,218.52,1.12,0.43,20.24,7.16,11.52,18.68,48.02,8.92,18-May-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
18-May-2020 - 00:00,1.07,0.91,2.02,2.43,732.83,79.79,36.19,0.0,30.63,35.02,266.02,1.57,0.45,19.35,7.06,10.68,17.74,50.72,9.6,19-May-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
19-May-2020 - 00:00,0.89,0.55,1.11,0.97,731.93,90.76,28.98,0.0,30.25,35.69,295.07,1.61,0.49,22.96,7.58,8.47,16.05,51.51,9.2,20-May-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
20-May-2020 - 00:00,1.07,0.5,0.86,0.51,731.71,89.27,38.69,0.0,27.59,35.33,305.99,2.23,0.53,25.52,7.43,9.71,17.14,58.72,9.22,21-May-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
21-May-2020 - 00:00,1.02,0.5,0.93,0.51,732.03,60.22,30.69,0.0,28.29,36.18,263.86,1.77,0.52,26.89,7.38,9.56,16.94,55.48,9.6,22-May-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
22-May-2020 - 00:00,0.66,0.45,0.75,0.42,732.35,87.75,38.27,0.0,28.6,37.81,283.77,2.88,0.55,29.85,7.24,7.35,14.58,45.18,8.63,23-May-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
23-May-2020 - 00:00,0.65,0.44,0.67,0.4,733.42,75.13,38.4,0.0,30.68,37.92,257.0,2.16,0.47,30.76,7.37,6.8,14.18,47.39,8.73,24-May-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
24-May-2020 - 00:00,0.61,0.43,0.61,0.35,733.97,82.38,39.13,0.0,32.38,37.69,284.91,2.04,0.51,30.72,7.54,7.2,14.75,40.61,6.76,25-May-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
25-May-2020 - 00:00,0.72,0.44,0.65,0.36,733.73,74.54,36.59,0.0,32.68,38.36,282.97,2.29,0.46,29.02,7.37,7.0,14.37,42.4,8.13,26-May-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
26-May-2020 - 00:00,0.74,0.46,0.77,0.44,732.56,53.94,26.65,0.0,29.58,38.64,264.88,1.98,0.44,28.06,7.4,8.6,16.0,39.19,8.37,27-May-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
27-May-2020 - 00:00,0.64,0.85,1.58,1.81,730.41,74.68,30.38,0.0,36.35,38.85,263.11,2.6,0.43,18.88,7.11,6.11,13.22,42.71,7.41,28-May-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
28-May-2020 - 00:00,0.58,0.45,0.69,0.62,729.55,103.6,35.65,0.0,44.76,37.5,253.1,2.25,0.55,18.75,7.15,6.7,13.83,42.64,8.34,29-May-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
29-May-2020 - 00:00,0.81,0.46,0.67,0.43,731.5,112.29,42.99,0.0,45.42,36.19,179.86,1.79,0.53,18.79,7.48,7.11,14.59,47.1,8.73,30-May-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
30-May-2020 - 00:00,0.8,0.43,0.6,0.36,733.99,92.83,36.87,0.0,59.7,32.51,203.81,2.05,0.47,19.62,7.37,7.75,15.11,51.93,9.7,31-May-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
31-May-2020 - 00:00,0.88,0.46,0.66,0.38,736.61,48.54,21.48,0.0,60.85,30.62,222.22,1.76,0.49,19.37,7.41,8.78,16.2,55.29,9.72,01-Jun-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
01-Jun-2020 - 00:00,0.97,0.48,0.78,0.43,736.76,55.15,26.41,0.07,59.65,31.55,138.64,1.56,0.55,18.15,7.44,8.91,16.35,52.77,9.22,02-Jun-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
02-Jun-2020 - 00:00,0.87,0.5,0.87,0.49,735.4,53.67,31.25,0.0,61.71,31.27,165.59,1.07,0.47,20.71,7.72,10.76,18.48,52.57,9.17,03-Jun-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
03-Jun-2020 - 00:00,0.76,0.48,0.8,0.45,733.46,43.86,21.55,0.0,56.1,31.62,201.44,1.09,0.53,19.54,7.45,9.88,17.33,49.95,8.23,04-Jun-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
04-Jun-2020 - 00:00,1.03,0.51,0.89,0.48,732.77,39.81,19.6,0.0,68.79,28.89,110.23,1.73,0.52,19.3,7.41,7.61,15.02,46.4,8.78,05-Jun-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
05-Jun-2020 - 00:00,0.91,0.47,0.78,0.43,732.87,38.82,16.31,0.05,75.64,28.28,176.47,1.32,0.59,19.82,7.35,8.22,15.57,42.9,8.57,06-Jun-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
06-Jun-2020 - 00:00,0.86,0.6,1.07,0.64,732.26,43.48,19.63,0.03,66.56,30.18,241.48,1.76,0.53,18.34,7.25,6.89,14.14,46.43,8.59,07-Jun-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
07-Jun-2020 - 00:00,0.75,0.55,1.01,0.49,733.1,39.07,18.5,0.17,78.2,28.08,221.45,1.26,0.62,19.61,7.39,7.25,14.64,31.28,7.07,08-Jun-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
08-Jun-2020 - 00:00,0.83,0.5,0.86,0.37,732.51,46.84,20.43,0.0,70.73,31.0,243.24,1.32,0.59,22.82,7.4,8.22,15.61,39.55,8.55,09-Jun-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
09-Jun-2020 - 00:00,0.79,0.49,0.94,0.41,732.58,44.94,22.63,0.0,65.17,32.76,266.36,1.7,0.58,16.11,7.31,7.01,14.32,42.52,8.18,10-Jun-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
10-Jun-2020 - 00:00,0.68,0.44,0.73,0.31,731.96,46.53,25.56,0.3,67.84,32.28,247.86,1.89,0.52,19.12,7.87,9.09,16.94,34.78,9.91,11-Jun-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
11-Jun-2020 - 00:00,0.63,0.48,0.8,0.38,730.2,40.24,18.65,0.0,72.63,31.74,235.88,1.36,0.52,46.94,8.18,9.46,17.65,24.8,10.5,12-Jun-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
12-Jun-2020 - 00:00,0.92,0.56,1.04,0.52,728.31,65.66,28.22,0.0,66.33,33.84,262.94,1.2,0.58,24.01,8.02,10.66,18.67,26.82,10.26,13-Jun-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
13-Jun-2020 - 00:00,0.93,0.53,1.01,0.49,728.37,68.33,30.66,0.0,63.52,33.54,256.43,1.73,0.53,18.89,7.84,9.62,17.46,45.22,10.43,14-Jun-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
14-Jun-2020 - 00:00,1.12,0.55,1.01,0.45,730.54,49.21,25.38,0.0,75.93,31.35,215.92,1.97,0.49,20.22,7.73,9.16,16.9,52.61,10.08,15-Jun-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
15-Jun-2020 - 00:00,1.3,0.53,1.0,0.44,729.49,50.28,21.25,0.14,66.11,33.49,165.52,1.05,0.53,18.26,8.11,11.45,19.55,48.66,10.15,16-Jun-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
16-Jun-2020 - 00:00,1.02,0.69,1.97,0.34,726.57,70.75,29.23,0.0,60.89,35.27,241.27,1.96,0.43,13.99,7.83,12.23,20.06,41.81,8.77,17-Jun-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
17-Jun-2020 - 00:00,0.65,0.18,1.55,0.57,726.41,73.47,22.71,0.0,65.77,34.73,262.61,2.56,0.38,8.1,8.3,9.33,17.61,37.29,8.51,18-Jun-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
18-Jun-2020 - 00:00,0.61,0.09,1.19,0.12,728.43,59.74,26.69,0.0,64.62,34.1,260.93,2.44,0.44,7.63,11.78,9.14,20.92,38.83,8.71,19-Jun-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
19-Jun-2020 - 00:00,0.56,0.13,1.19,0.08,730.32,46.44,22.98,0.0,70.17,33.14,221.64,2.58,0.43,8.19,10.42,6.96,17.38,35.63,9.38,20-Jun-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
20-Jun-2020 - 00:00,0.5,0.18,1.24,0.08,732.08,49.72,24.5,0.01,73.86,30.88,213.5,2.62,0.42,12.53,10.36,7.47,15.64,35.37,9.56,21-Jun-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
21-Jun-2020 - 00:00,0.59,0.14,1.27,0.08,731.24,47.02,23.84,0.0,73.33,31.09,198.9,2.09,0.52,18.84,14.29,12.01,26.3,26.88,8.54,22-Jun-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
22-Jun-2020 - 00:00,0.65,0.33,1.49,0.15,730.51,35.94,19.23,0.04,78.24,30.14,215.95,1.66,0.5,18.95,14.4,11.94,26.34,29.94,7.62,23-Jun-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
23-Jun-2020 - 00:00,0.65,0.21,1.63,0.1,731.67,38.42,19.4,0.05,82.44,29.71,233.09,1.51,0.53,18.93,14.31,12.08,26.39,22.64,7.2,24-Jun-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
24-Jun-2020 - 00:00,0.66,0.14,1.63,0.08,732.96,35.11,17.07,0.31,90.44,28.42,273.47,1.42,0.57,18.77,14.3,11.92,26.21,21.6,8.01,25-Jun-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
25-Jun-2020 - 00:00,0.6,0.17,1.36,0.12,732.02,28.74,14.38,0.0,78.32,30.25,269.74,1.36,0.48,28.09,11.93,25.36,37.29,22.81,7.55,26-Jun-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
26-Jun-2020 - 00:00,0.75,1.97,2.29,1.76,731.27,46.56,20.94,0.0,80.43,31.24,233.28,2.05,0.44,38.84,7.63,26.25,33.84,22.58,7.64,27-Jun-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
27-Jun-2020 - 00:00,0.62,4.22,1.52,0.54,731.21,45.03,21.14,0.0,79.77,31.27,213.83,2.24,0.46,32.63,6.65,14.28,20.93,29.42,7.71,28-Jun-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
28-Jun-2020 - 00:00,0.66,4.15,1.33,0.18,730.63,48.72,21.27,0.0,67.71,33.62,233.52,1.88,0.45,31.76,6.67,13.67,20.34,25.84,8.35,29-Jun-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
29-Jun-2020 - 00:00,0.73,2.93,1.34,0.15,730.53,47.05,22.72,0.06,66.07,34.15,228.85,1.73,0.45,32.78,6.69,14.09,20.78,27.41,8.25,30-Jun-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
30-Jun-2020 - 00:00,1.05,1.48,2.05,0.48,730.91,39.88,21.16,0.15,79.45,30.89,165.7,1.48,0.56,36.26,7.29,20.89,28.18,27.79,6.92,01-Jul-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
01-Jul-2020 - 00:00,0.83,1.33,1.86,0.43,730.32,52.91,23.16,0.01,76.44,31.95,225.45,1.32,0.49,36.11,6.85,13.69,20.54,31.68,6.86,02-Jul-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
02-Jul-2020 - 00:00,0.67,1.32,1.49,0.19,728.84,60.53,27.4,0.06,78.87,32.09,251.98,2.19,0.49,36.3,6.45,12.01,18.45,36.25,6.59,03-Jul-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
03-Jul-2020 - 00:00,0.6,1.22,1.52,0.19,728.42,43.72,21.55,0.02,72.15,32.99,256.15,1.73,0.57,38.51,6.83,13.86,20.69,32.19,6.62,04-Jul-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
04-Jul-2020 - 00:00,0.6,1.2,1.63,0.23,727.79,38.01,18.01,0.0,81.77,30.47,219.55,1.44,0.56,43.75,8.56,18.89,27.45,35.05,8.66,05-Jul-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
05-Jul-2020 - 00:00,0.77,1.27,1.62,0.26,727.78,35.75,16.21,0.01,84.71,29.68,119.62,1.35,0.6,51.82,6.81,13.92,20.73,41.46,6.74,06-Jul-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
06-Jul-2020 - 00:00,0.58,1.16,1.32,0.13,727.75,25.87,13.01,0.0,84.42,29.73,203.37,1.19,0.46,52.74,7.49,13.04,20.52,34.17,7.36,07-Jul-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
07-Jul-2020 - 00:00,0.78,1.29,2.41,1.68,729.2,36.12,17.81,0.0,80.32,30.66,143.66,1.26,0.51,38.98,8.97,16.86,25.83,28.0,7.05,08-Jul-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
08-Jul-2020 - 00:00,0.6,0.3,1.83,0.77,731.3,23.11,13.31,0.0,76.96,31.82,212.02,1.39,0.44,37.0,8.07,11.21,19.28,31.52,6.14,09-Jul-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
09-Jul-2020 - 00:00,0.57,0.15,1.33,0.17,730.36,38.55,18.17,0.04,81.31,30.77,256.88,1.75,0.44,38.54,8.23,12.53,20.76,30.22,8.12,10-Jul-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
10-Jul-2020 - 00:00,0.53,0.41,1.89,1.45,729.65,39.72,18.82,0.0,73.64,31.67,246.77,2.32,0.46,38.37,7.95,10.39,18.34,32.72,8.05,11-Jul-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
11-Jul-2020 - 00:00,0.47,0.24,1.45,0.55,729.4,25.65,13.54,0.0,77.87,31.26,235.06,2.52,0.4,19.31,8.71,9.69,17.69,23.4,9.72,12-Jul-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
12-Jul-2020 - 00:00,0.63,0.3,1.7,0.49,730.42,28.39,13.21,0.24,87.57,29.31,239.16,1.59,0.46,9.86,11.06,9.69,20.61,13.89,10.28,13-Jul-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
13-Jul-2020 - 00:00,0.66,0.33,1.91,0.7,730.45,38.49,19.88,0.01,88.75,29.53,217.96,1.69,0.54,9.76,10.79,8.78,19.53,12.14,8.77,14-Jul-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
14-Jul-2020 - 00:00,0.85,0.61,2.32,0.93,730.66,41.55,20.51,0.0,86.62,30.07,228.95,1.45,0.58,9.71,11.33,8.44,19.72,14.22,9.32,15-Jul-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
15-Jul-2020 - 00:00,0.78,0.48,2.2,0.87,729.7,44.06,22.38,0.0,87.1,30.06,239.54,1.03,0.53,9.69,11.54,9.48,20.91,14.39,10.53,16-Jul-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
16-Jul-2020 - 00:00,1.07,0.82,3.17,2.58,728.23,41.78,20.64,0.05,90.7,29.22,173.72,1.0,0.63,9.71,11.47,12.26,23.68,12.15,9.99,17-Jul-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
17-Jul-2020 - 00:00,1.13,0.62,3.0,1.83,728.86,42.69,20.19,0.0,77.59,31.16,139.75,1.55,0.58,9.83,11.78,11.98,23.75,11.32,9.92,18-Jul-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
18-Jul-2020 - 00:00,0.58,0.3,1.84,0.64,731.02,25.76,13.79,0.0,77.2,32.42,183.89,1.14,0.5,18.01,9.84,16.93,26.7,13.52,9.92,19-Jul-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
19-Jul-2020 - 00:00,0.56,0.32,1.87,0.48,731.28,30.69,15.41,0.0,75.15,32.33,240.12,1.76,0.44,17.72,8.19,5.83,13.97,15.65,9.5,20-Jul-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
20-Jul-2020 - 00:00,0.49,0.28,1.68,0.35,729.5,30.86,16.21,0.0,74.46,32.11,240.24,2.11,0.43,24.43,8.64,28.33,36.96,20.73,9.35,21-Jul-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
21-Jul-2020 - 00:00,0.51,0.17,1.48,0.21,731.61,32.99,16.96,0.0,73.63,31.34,240.3,2.02,0.4,38.13,7.98,10.3,18.11,24.34,8.75,22-Jul-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
22-Jul-2020 - 00:00,0.56,0.35,1.7,0.32,732.87,42.46,22.2,0.0,71.12,32.11,257.63,1.99,0.44,33.34,7.93,10.71,18.64,26.49,8.23,23-Jul-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
23-Jul-2020 - 00:00,0.58,0.28,1.64,0.33,732.06,58.65,31.6,0.12,76.5,30.59,234.38,2.07,0.49,32.8,8.27,7.67,15.94,22.47,8.15,24-Jul-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
24-Jul-2020 - 00:00,0.49,0.24,1.68,0.29,733.77,28.89,15.73,0.0,83.56,29.03,271.45,1.77,0.46,28.94,8.97,17.65,26.61,27.92,7.89,25-Jul-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
25-Jul-2020 - 00:00,0.64,0.26,1.71,0.37,734.85,35.26,17.45,0.0,81.83,30.12,211.13,0.91,0.45,24.76,8.53,23.28,27.8,27.83,7.97,26-Jul-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
26-Jul-2020 - 00:00,0.87,0.45,1.76,0.64,735.53,33.41,19.17,0.0,77.53,31.35,211.69,1.13,0.49,30.03,8.2,6.0,14.65,26.42,7.94,27-Jul-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
27-Jul-2020 - 00:00,1.5,0.99,1.0,1.01,734.48,36.69,18.9,0.12,79.79,31.28,248.02,1.57,0.47,30.02,14.55,9.19,22.09,24.44,7.66,28-Jul-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
28-Jul-2020 - 00:00,1.56,2.18,3.14,3.4,732.46,34.59,17.55,0.01,80.69,30.96,239.74,1.59,0.48,30.04,12.06,11.51,24.94,17.92,7.55,29-Jul-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
29-Jul-2020 - 00:00,0.73,0.5,2.34,1.7,731.95,34.16,17.01,0.01,86.16,28.77,214.71,1.73,0.42,36.86,16.89,12.3,28.73,28.94,8.82,30-Jul-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
30-Jul-2020 - 00:00,0.77,0.28,1.82,0.48,732.85,43.67,25.54,0.0,85.54,29.06,187.02,1.08,0.48,30.03,11.6,14.65,28.1,34.89,8.71,31-Jul-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
31-Jul-2020 - 00:00,0.78,0.25,1.74,5.2,732.36,38.29,17.2,0.0,88.22,29.57,212.73,1.0,0.42,31.79,8.11,22.43,31.55,27.4,9.48,01-Aug-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
01-Aug-2020 - 00:00,0.81,0.35,2.03,13.79,732.05,27.46,15.11,0.0,86.82,29.63,256.18,1.21,0.48,17.64,4.4,16.6,20.91,33.47,10.23,02-Aug-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
02-Aug-2020 - 00:00,0.65,0.36,1.98,3.15,730.93,32.17,16.32,0.0,80.23,30.62,277.9,1.44,0.41,16.19,5.07,15.11,20.08,32.18,9.88,03-Aug-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
03-Aug-2020 - 00:00,0.73,0.34,1.91,1.3,727.95,40.01,22.02,0.0,87.68,30.04,247.76,1.48,0.41,16.76,10.22,15.85,26.07,28.4,9.35,04-Aug-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
04-Aug-2020 - 00:00,0.71,0.32,1.84,0.82,724.99,43.27,25.95,0.0,84.4,30.9,243.87,1.58,0.39,13.63,8.97,13.27,22.21,38.07,9.93,05-Aug-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
05-Aug-2020 - 00:00,0.78,0.41,2.02,0.7,724.09,43.59,22.98,0.02,92.75,28.62,177.69,1.37,0.53,13.79,9.52,12.89,22.41,28.24,9.73,06-Aug-2020 - 00:00,"Shrinath Puram, Kota - RSPCB"
