from date,Benzene,Eth-Benzene,MP-Xylene,O Xylene,Toluene,CO,NH3,NO2,NO,NOx,Ozone,PM10,PM2.5,SR,WS,WD,SO2,to date,station
27-Apr-2020 - 00:00,0.58,0.41,0.8,0.71,2.16,0.36,13.58,20.52,1.53,11.46,44.72,43.44,20.14,121.7,2.62,256.78,2.03,28-Apr-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
28-Apr-2020 - 00:00,0.6,0.41,0.8,0.7,2.2,0.36,12.39,19.09,1.5,10.49,58.93,54.72,21.55,106.64,2.5,193.13,2.39,29-Apr-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
29-Apr-2020 - 00:00,0.59,0.39,0.8,0.7,2.13,0.45,9.88,20.93,1.35,11.46,77.42,61.69,29.82,100.73,2.19,228.17,2.95,30-Apr-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
30-Apr-2020 - 00:00,0.61,0.4,0.79,0.69,2.19,0.41,16.46,24.1,1.63,13.53,51.81,54.15,25.78,83.61,2.61,240.45,2.2,01-May-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
01-May-2020 - 00:00,0.58,0.39,0.8,0.69,2.15,0.41,17.96,22.29,1.76,12.62,48.7,53.29,25.65,112.09,2.89,266.95,1.69,02-May-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
02-May-2020 - 00:00,0.61,0.4,0.8,0.71,2.22,0.34,15.44,19.94,1.54,11.06,52.49,43.98,22.68,115.35,2.82,252.08,2.27,03-May-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
03-May-2020 - 00:00,0.58,0.4,0.79,0.68,2.18,0.35,12.8,20.44,1.44,11.39,47.35,35.87,18.3,121.75,2.63,243.05,2.39,04-May-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
04-May-2020 - 00:00,0.61,0.4,0.81,0.7,2.14,0.32,10.57,18.39,1.27,10.0,38.53,35.93,18.14,122.27,2.83,257.36,2.79,05-May-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
05-May-2020 - 00:00,0.58,0.4,0.8,0.7,2.22,0.33,11.14,17.92,1.47,9.78,41.79,56.79,20.51,111.13,2.43,244.59,2.17,06-May-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
06-May-2020 - 00:00,0.6,0.39,0.8,0.7,2.23,0.4,10.88,16.62,1.41,9.08,48.4,78.45,26.49,121.55,2.54,228.02,2.34,07-May-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
07-May-2020 - 00:00,0.6,0.41,0.82,0.71,2.27,0.32,8.6,14.15,1.3,7.84,56.85,52.92,21.44,117.46,2.58,249.58,2.57,08-May-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
08-May-2020 - 00:00,0.6,0.4,0.8,0.7,2.15,0.33,9.5,15.25,1.45,8.53,48.71,45.97,17.51,119.6,2.42,252.2,1.97,09-May-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
09-May-2020 - 00:00,0.59,0.39,0.81,0.7,2.21,0.31,11.43,16.48,1.43,9.18,45.81,45.79,18.29,120.32,2.64,263.43,2.06,10-May-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
10-May-2020 - 00:00,0.6,0.4,0.8,0.7,2.18,0.32,10.08,17.19,1.34,9.47,50.87,47.24,18.95,109.32,2.41,230.73,2.03,11-May-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
11-May-2020 - 00:00,0.59,0.39,0.8,0.7,2.14,0.37,9.62,19.88,1.45,11.06,58.16,42.37,19.19,104.37,2.24,182.5,1.87,12-May-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
12-May-2020 - 00:00,0.6,0.4,0.8,0.69,2.2,0.31,8.33,16.83,1.59,9.37,44.95,44.51,18.77,115.8,2.13,238.22,2.13,13-May-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
13-May-2020 - 00:00,0.61,0.41,0.79,0.71,2.13,0.37,10.4,19.24,1.54,10.71,49.99,58.7,22.45,107.33,2.22,240.31,1.94,14-May-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
14-May-2020 - 00:00,0.61,0.41,0.81,0.7,2.09,0.42,13.01,24.23,1.52,13.11,50.4,49.86,20.19,115.01,1.97,219.26,2.5,15-May-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
15-May-2020 - 00:00,0.58,0.4,0.79,0.72,2.16,0.44,11.68,21.81,1.32,11.96,54.85,49.28,22.37,88.48,2.17,230.99,1.81,16-May-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
16-May-2020 - 00:00,0.6,0.42,0.81,0.71,2.14,0.46,12.25,21.22,1.55,11.92,58.58,65.36,26.7,96.34,2.83,261.87,2.21,17-May-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
17-May-2020 - 00:00,0.61,0.39,0.8,0.71,2.17,0.42,12.07,17.44,1.56,9.78,64.4,103.69,35.34,87.63,2.75,273.41,1.95,18-May-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
18-May-2020 - 00:00,0.6,0.4,0.8,0.7,2.25,0.35,10.76,15.98,1.47,8.93,58.3,74.01,29.67,91.55,2.64,285.45,1.66,19-May-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
19-May-2020 - 00:00,0.59,0.41,0.82,0.72,2.19,0.29,11.72,16.54,1.62,9.2,35.44,40.94,19.5,115.86,3.61,274.11,1.41,20-May-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
20-May-2020 - 00:00,0.61,0.4,0.79,0.7,2.19,0.29,9.88,16.17,1.54,9.06,43.77,34.65,15.03,113.45,3.26,276.38,1.84,21-May-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
21-May-2020 - 00:00,0.59,0.4,0.8,0.7,2.26,0.34,9.85,16.22,1.76,8.93,43.96,40.03,13.41,112.05,2.86,265.97,1.9,22-May-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
22-May-2020 - 00:00,0.57,0.39,0.78,0.7,2.28,0.34,10.42,16.65,2.06,8.92,44.08,38.64,14.39,117.05,3.07,268.28,1.8,23-May-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
23-May-2020 - 00:00,0.59,0.39,0.81,0.69,2.19,0.35,8.16,15.27,1.07,8.17,54.42,40.48,16.35,115.11,2.82,251.33,2.27,24-May-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
24-May-2020 - 00:00,0.58,0.41,0.79,0.7,2.46,0.36,,,,,33.63,35.67,16.13,93.6,2.63,284.17,1.62,25-May-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
25-May-2020 - 00:00,0.58,0.4,0.8,0.73,2.25,0.35,1.22,13.96,1.46,8.04,70.79,54.46,18.51,128.46,2.91,256.51,3.28,26-May-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
26-May-2020 - 00:00,0.6,0.4,0.79,0.7,2.15,0.33,1.27,12.24,3.18,8.51,46.44,42.39,16.97,107.57,3.04,268.84,1.81,27-May-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
27-May-2020 - 00:00,0.6,0.41,0.8,0.71,2.2,0.29,,9.59,4.15,8.33,34.44,38.88,18.04,109.29,3.58,277.5,1.67,28-May-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
28-May-2020 - 00:00,0.61,0.41,0.8,0.7,2.22,0.3,,9.3,3.98,8.02,34.43,37.81,16.96,107.54,3.7,276.04,1.83,29-May-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
29-May-2020 - 00:00,0.56,0.4,0.79,0.71,2.17,0.29,,9.19,3.36,7.47,32.94,30.06,10.34,108.43,3.66,276.22,1.67,30-May-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
30-May-2020 - 00:00,0.59,0.4,0.82,0.68,2.22,0.31,,8.69,3.18,7.04,29.61,28.16,11.45,100.84,3.36,277.66,1.57,31-May-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
31-May-2020 - 00:00,0.63,0.4,0.81,0.69,2.17,0.29,,8.65,3.02,6.88,,35.0,19.6,99.63,2.76,273.43,1.88,01-Jun-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
01-Jun-2020 - 00:00,0.6,0.39,0.8,0.7,2.24,0.35,,10.79,2.97,7.98,77.67,29.21,12.76,78.75,2.09,165.65,1.68,02-Jun-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
02-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,03-Jun-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
03-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,04-Jun-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
04-Jun-2020 - 00:00,0.62,0.4,0.79,0.73,2.18,0.38,,21.16,20.06,24.89,27.36,19.96,5.01,20.49,3.39,247.08,1.54,05-Jun-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
05-Jun-2020 - 00:00,0.63,0.39,0.8,0.71,2.15,0.76,,21.29,12.27,19.06,18.8,29.19,20.47,31.18,1.95,228.01,3.68,06-Jun-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
06-Jun-2020 - 00:00,0.58,0.4,0.79,0.7,2.19,0.34,,11.49,4.03,8.96,33.63,23.28,13.64,60.1,3.14,263.5,1.49,07-Jun-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
07-Jun-2020 - 00:00,0.6,0.4,0.8,0.67,2.23,0.35,,10.99,3.82,8.68,25.03,22.23,13.19,59.91,3.21,242.37,1.53,08-Jun-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
08-Jun-2020 - 00:00,0.62,0.4,0.79,0.68,2.19,0.37,,11.55,3.95,9.1,38.92,19.97,10.98,58.86,3.75,260.96,1.46,09-Jun-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
09-Jun-2020 - 00:00,0.6,0.4,0.8,0.71,2.26,0.39,,12.19,3.38,8.9,28.04,23.63,16.46,22.56,3.18,260.31,1.39,10-Jun-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
10-Jun-2020 - 00:00,0.58,0.4,0.8,0.7,2.19,0.39,39.41,15.2,2.07,9.13,25.48,20.72,12.54,73.54,3.05,252.14,1.92,11-Jun-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
11-Jun-2020 - 00:00,0.61,0.41,0.81,0.7,2.18,0.36,30.76,14.51,1.8,8.53,26.56,17.72,11.84,97.07,3.21,275.21,1.42,12-Jun-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
12-Jun-2020 - 00:00,0.59,0.39,0.79,0.7,2.16,0.42,28.2,17.9,1.78,10.18,31.41,19.08,13.92,50.7,2.07,237.05,1.23,13-Jun-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
13-Jun-2020 - 00:00,0.59,0.39,0.82,0.7,2.27,0.46,65.69,19.83,1.89,10.96,43.13,24.39,16.6,84.58,2.08,253.68,0.96,14-Jun-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
14-Jun-2020 - 00:00,0.61,0.4,0.81,0.68,2.19,0.49,40.17,16.27,1.79,9.21,33.48,17.08,10.46,58.67,2.13,254.34,0.73,15-Jun-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
15-Jun-2020 - 00:00,0.6,0.41,0.8,0.7,2.13,0.51,30.96,16.84,1.63,9.61,22.83,20.49,11.81,33.94,2.08,244.61,0.99,16-Jun-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
16-Jun-2020 - 00:00,0.57,0.41,0.79,0.7,2.13,0.43,22.34,13.72,1.61,7.87,34.65,25.19,15.96,74.84,2.45,261.44,0.97,17-Jun-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
17-Jun-2020 - 00:00,0.59,0.39,0.78,0.71,2.22,0.45,17.62,14.02,1.54,8.02,33.45,20.94,12.66,76.91,2.66,236.88,1.0,18-Jun-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
18-Jun-2020 - 00:00,0.6,0.41,0.78,0.7,2.25,0.37,14.43,13.0,1.58,7.67,26.47,22.35,8.8,66.31,3.75,257.99,1.17,19-Jun-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
19-Jun-2020 - 00:00,0.61,0.4,0.8,0.71,2.23,0.36,12.25,11.41,1.52,6.81,23.3,35.23,14.37,80.35,3.8,261.89,0.97,20-Jun-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
20-Jun-2020 - 00:00,0.61,0.4,0.8,0.7,2.2,0.34,10.64,11.5,1.46,6.74,19.57,39.84,18.47,96.7,3.88,251.94,1.06,21-Jun-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
21-Jun-2020 - 00:00,0.6,0.39,0.79,0.71,2.1,0.29,9.48,10.48,1.24,5.91,20.89,33.7,18.16,75.33,3.75,264.24,1.17,22-Jun-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
22-Jun-2020 - 00:00,0.59,0.4,0.79,0.68,2.25,0.41,9.23,10.51,1.46,6.19,24.88,43.04,19.13,93.71,3.91,263.18,1.23,23-Jun-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
23-Jun-2020 - 00:00,0.6,0.41,0.8,0.7,2.35,0.37,8.32,10.04,1.52,6.03,24.5,40.36,17.92,78.19,3.92,259.89,1.06,24-Jun-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
24-Jun-2020 - 00:00,0.61,0.4,0.8,0.68,2.15,0.36,8.46,10.67,1.37,5.95,26.96,31.51,9.75,101.21,3.01,263.11,1.86,25-Jun-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
25-Jun-2020 - 00:00,0.69,0.4,0.78,0.62,4.55,0.4,7.14,10.33,1.31,5.97,28.84,26.87,15.52,96.94,2.36,248.2,1.33,26-Jun-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
26-Jun-2020 - 00:00,0.92,0.43,0.91,0.48,8.9,0.45,6.8,10.96,1.24,6.27,22.54,27.25,14.82,64.42,1.89,229.64,1.4,27-Jun-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
27-Jun-2020 - 00:00,1.09,0.59,2.03,0.63,12.23,0.43,6.03,11.89,1.71,7.24,11.22,26.84,15.6,82.62,2.12,238.88,1.18,28-Jun-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
28-Jun-2020 - 00:00,0.99,0.46,0.82,0.49,8.64,0.36,6.23,9.81,1.27,5.82,13.39,27.91,15.63,94.2,2.58,232.66,1.31,29-Jun-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
29-Jun-2020 - 00:00,0.85,0.93,2.91,0.82,15.06,0.53,5.02,13.07,1.6,7.73,13.82,24.54,13.56,62.58,2.1,203.72,1.02,30-Jun-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
30-Jun-2020 - 00:00,0.9,0.89,3.78,0.87,16.25,0.46,5.05,12.94,1.39,7.48,21.96,17.2,11.31,82.09,1.99,185.51,1.06,01-Jul-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
01-Jul-2020 - 00:00,0.23,0.44,1.14,0.51,10.1,0.4,5.13,9.95,1.76,6.28,18.69,17.81,13.79,91.88,3.42,252.31,1.24,02-Jul-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
02-Jul-2020 - 00:00,0.18,0.45,1.07,0.5,8.89,0.4,5.09,9.24,1.84,5.9,18.69,23.03,13.13,81.61,3.62,262.32,1.33,03-Jul-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
03-Jul-2020 - 00:00,0.37,0.5,1.24,0.5,11.54,0.39,4.61,10.41,1.26,5.97,15.93,24.64,10.1,90.88,3.05,238.5,1.17,04-Jul-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
04-Jul-2020 - 00:00,0.91,0.34,1.17,0.37,8.35,0.42,5.0,10.23,1.52,6.08,22.28,12.21,5.37,85.77,3.65,257.81,1.85,05-Jul-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
05-Jul-2020 - 00:00,1.79,0.05,0.42,0.02,8.21,0.42,4.81,8.82,4.6,6.72,20.82,19.27,8.61,45.38,4.05,258.55,1.74,06-Jul-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
06-Jul-2020 - 00:00,1.89,0.11,0.98,0.07,9.16,0.42,4.68,8.88,1.57,5.58,17.54,24.63,10.09,57.14,4.08,253.76,1.74,07-Jul-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
07-Jul-2020 - 00:00,2.29,0.17,1.3,0.08,10.33,0.47,4.04,9.59,1.4,5.76,30.72,22.48,10.55,62.32,3.56,244.76,1.44,08-Jul-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
08-Jul-2020 - 00:00,1.82,0.36,2.04,0.09,12.56,0.52,3.69,10.28,1.41,6.1,19.34,25.32,10.51,68.63,2.97,236.35,1.15,09-Jul-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
09-Jul-2020 - 00:00,1.82,0.24,1.53,0.1,12.06,0.51,3.6,9.66,1.56,5.99,12.5,31.19,12.97,74.73,3.22,250.99,1.38,10-Jul-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
10-Jul-2020 - 00:00,1.73,0.09,1.16,0.08,9.73,0.47,3.62,9.12,1.46,5.63,14.56,32.41,13.33,72.47,3.85,262.53,1.11,11-Jul-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
11-Jul-2020 - 00:00,1.8,0.07,0.68,0.02,9.17,0.46,3.3,9.29,3.86,7.27,11.98,34.04,15.37,90.02,3.48,261.15,1.08,12-Jul-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
12-Jul-2020 - 00:00,1.86,0.06,0.57,0.03,10.15,0.42,3.55,8.14,1.37,4.87,13.9,22.11,14.04,69.95,3.55,261.59,1.31,13-Jul-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
13-Jul-2020 - 00:00,2.03,0.17,0.93,0.11,9.41,0.48,3.3,8.81,2.01,5.79,14.25,22.03,11.39,57.28,2.86,251.16,1.12,14-Jul-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
14-Jul-2020 - 00:00,1.49,0.15,0.35,0.08,7.09,0.45,3.64,8.28,1.55,4.76,11.47,18.7,7.81,42.87,2.76,252.04,1.12,15-Jul-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
15-Jul-2020 - 00:00,1.07,0.64,3.43,0.32,14.95,0.56,2.6,12.05,2.02,7.51,13.96,13.97,2.31,30.72,2.91,267.46,1.08,16-Jul-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
16-Jul-2020 - 00:00,0.3,0.23,1.22,0.07,13.33,0.43,2.94,9.8,1.35,5.73,16.56,22.77,7.76,51.92,3.26,255.38,1.32,17-Jul-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
17-Jul-2020 - 00:00,0.18,0.14,1.01,0.03,11.04,0.41,2.79,9.64,1.31,5.75,20.94,21.15,7.64,71.44,3.13,230.18,1.13,18-Jul-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
18-Jul-2020 - 00:00,0.24,0.05,0.7,0.03,9.53,0.43,2.77,9.46,1.46,5.68,18.76,24.48,9.82,90.4,3.41,252.18,1.31,19-Jul-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
19-Jul-2020 - 00:00,0.39,0.02,0.18,0.02,8.4,0.42,3.27,7.9,1.22,4.66,16.2,28.67,12.6,68.51,3.15,263.59,1.27,20-Jul-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
20-Jul-2020 - 00:00,0.24,0.18,0.27,0.05,10.8,0.44,3.07,8.37,1.35,4.85,14.65,30.23,12.51,77.71,3.33,268.93,1.17,21-Jul-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
21-Jul-2020 - 00:00,0.38,0.08,0.52,0.03,10.45,0.44,2.76,8.94,1.54,5.53,15.29,35.04,11.35,51.04,2.62,254.44,1.35,22-Jul-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
22-Jul-2020 - 00:00,1.03,0.36,0.42,0.02,11.85,0.45,3.13,8.56,1.38,5.15,16.28,22.25,9.6,64.03,2.14,235.81,1.35,23-Jul-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
23-Jul-2020 - 00:00,0.81,0.07,0.69,0.04,8.02,0.48,13.47,11.47,1.74,6.84,13.2,32.53,8.33,76.63,2.61,258.34,1.38,24-Jul-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
24-Jul-2020 - 00:00,0.51,0.36,1.72,0.11,12.68,0.54,17.02,17.03,2.53,10.35,9.76,24.4,10.4,50.01,2.56,233.08,1.57,25-Jul-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
25-Jul-2020 - 00:00,0.76,0.38,2.21,0.36,15.82,0.54,15.35,17.05,1.88,9.83,17.9,27.12,18.73,65.21,1.68,234.93,1.25,26-Jul-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
26-Jul-2020 - 00:00,0.57,0.19,1.4,0.05,13.57,0.37,15.3,16.82,1.81,9.37,17.43,17.63,8.8,59.36,2.43,178.33,1.41,27-Jul-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
27-Jul-2020 - 00:00,0.24,0.18,1.28,0.18,12.73,0.44,15.02,15.07,2.06,8.64,19.28,13.58,7.42,72.65,3.47,261.87,1.52,28-Jul-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
28-Jul-2020 - 00:00,0.31,0.43,1.04,0.06,18.81,0.41,14.49,13.57,2.16,8.04,11.47,16.1,7.03,81.55,2.87,275.04,1.42,29-Jul-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
29-Jul-2020 - 00:00,0.39,0.22,0.81,0.03,18.6,0.4,14.11,14.91,1.85,8.36,10.28,20.72,13.21,74.24,2.8,269.96,1.46,30-Jul-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
30-Jul-2020 - 00:00,0.79,0.25,1.34,0.04,13.98,0.43,14.83,15.08,2.26,9.1,19.05,20.03,13.28,62.84,2.15,253.82,1.63,31-Jul-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
31-Jul-2020 - 00:00,1.41,0.4,2.91,0.39,14.66,0.51,14.74,17.17,2.09,9.91,20.05,18.56,11.68,57.26,1.93,205.98,1.54,01-Aug-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
01-Aug-2020 - 00:00,1.6,0.43,3.12,0.46,14.9,0.53,14.54,18.44,2.31,10.65,17.89,18.54,12.54,63.73,1.97,232.61,1.52,02-Aug-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
02-Aug-2020 - 00:00,0.91,0.18,2.05,0.16,12.99,0.46,14.48,16.17,1.8,9.15,22.92,20.04,11.77,89.71,2.55,228.08,1.59,03-Aug-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
03-Aug-2020 - 00:00,0.46,0.31,3.59,0.29,15.52,0.51,20.14,22.45,2.51,13.24,20.8,15.68,9.25,38.64,3.44,255.35,1.34,04-Aug-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
04-Aug-2020 - 00:00,0.46,0.27,2.42,0.31,12.81,0.48,17.06,17.89,2.35,10.51,20.86,11.73,6.39,61.44,3.12,246.37,1.36,05-Aug-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
05-Aug-2020 - 00:00,1.13,0.39,3.16,0.23,14.08,0.53,14.79,17.85,2.03,10.26,24.21,8.45,7.37,57.98,2.73,182.29,1.21,06-Aug-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
06-Aug-2020 - 00:00,1.02,0.64,4.21,0.53,14.87,0.52,15.45,18.49,1.85,10.41,39.25,10.96,16.39,40.56,3.32,252.5,1.31,07-Aug-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
07-Aug-2020 - 00:00,0.28,0.21,2.92,0.2,12.36,0.47,14.88,16.11,1.87,9.07,29.61,17.03,9.29,48.91,3.94,257.06,1.16,08-Aug-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
08-Aug-2020 - 00:00,0.26,0.21,2.41,0.11,12.08,0.44,14.43,14.85,2.13,9.06,19.87,19.68,8.32,63.57,3.81,264.4,1.31,09-Aug-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
09-Aug-2020 - 00:00,0.26,0.03,0.18,0.02,7.76,0.38,13.85,11.92,1.93,6.82,19.27,25.41,14.52,59.67,3.69,270.78,1.17,10-Aug-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
10-Aug-2020 - 00:00,0.45,0.37,1.78,0.08,10.39,0.47,12.53,15.3,1.47,8.45,19.4,21.93,14.41,61.85,3.37,272.7,1.23,11-Aug-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
11-Aug-2020 - 00:00,1.0,1.24,5.62,0.49,17.27,0.57,12.3,17.25,3.08,10.85,11.46,21.66,12.64,31.68,3.04,261.91,1.39,12-Aug-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
12-Aug-2020 - 00:00,0.38,0.96,3.0,0.25,14.72,0.49,12.43,15.44,2.34,9.4,16.31,21.02,15.23,36.87,3.67,269.6,1.11,13-Aug-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
13-Aug-2020 - 00:00,0.27,1.46,4.2,0.44,19.27,0.51,13.67,18.64,2.66,11.34,14.78,20.8,10.11,34.68,3.82,268.52,1.3,14-Aug-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
14-Aug-2020 - 00:00,0.47,0.79,3.94,0.31,20.0,0.53,13.46,20.03,2.63,12.05,15.36,15.03,8.83,38.38,3.92,263.68,1.24,15-Aug-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
15-Aug-2020 - 00:00,0.57,0.54,1.81,0.06,13.18,0.49,12.69,17.9,1.88,10.15,14.97,18.3,11.84,26.98,3.3,268.38,1.21,16-Aug-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
16-Aug-2020 - 00:00,0.22,0.2,0.5,0.02,9.92,0.41,13.02,15.77,2.27,9.66,16.58,24.54,14.25,49.72,3.78,270.82,1.19,17-Aug-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
17-Aug-2020 - 00:00,0.69,2.17,5.83,0.61,16.84,0.56,12.59,20.38,2.55,12.27,9.39,23.65,13.47,21.2,2.92,270.5,1.31,18-Aug-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
18-Aug-2020 - 00:00,4.99,27.57,5.69,31.47,16.0,0.5,13.69,19.22,2.53,11.58,9.37,23.81,8.72,39.12,3.18,263.4,1.18,19-Aug-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
19-Aug-2020 - 00:00,0.91,1.84,1.1,1.7,17.22,0.47,12.29,16.86,2.57,10.18,8.95,17.52,10.69,34.38,3.06,273.09,1.58,20-Aug-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
20-Aug-2020 - 00:00,0.41,1.44,2.68,0.13,14.19,0.47,12.07,16.67,2.37,10.16,8.84,18.57,9.42,37.05,3.43,271.04,1.56,21-Aug-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
21-Aug-2020 - 00:00,0.34,0.99,3.34,0.25,16.84,0.52,11.49,18.29,3.08,11.6,6.86,18.02,7.85,43.83,3.34,257.49,1.47,22-Aug-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
22-Aug-2020 - 00:00,0.49,0.67,2.54,0.2,13.28,0.49,11.47,16.99,2.88,10.69,4.36,17.0,12.24,21.83,3.09,269.33,1.29,23-Aug-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
23-Aug-2020 - 00:00,0.12,0.3,1.39,0.08,12.7,0.44,11.55,15.33,2.65,9.61,8.07,19.44,10.56,36.12,3.72,265.87,1.17,24-Aug-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
24-Aug-2020 - 00:00,4.29,0.7,3.0,0.16,12.77,0.46,12.45,16.18,2.85,10.4,9.8,19.52,9.92,44.59,3.79,260.27,1.35,25-Aug-2020 - 00:00,"Gangapur Road, Nashik - MPCB"
