from date,PM10,PM2.5,WD,WS,RH,SO2,NOx,NH3,CO,Ozone,NO,NO2,to date,station
04-Jun-2020 - 00:00,39.57,10.97,217.76,1.09,87.04,0.93,22.21,13.13,0.31,1.35,4.99,17.22,05-Jun-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
05-Jun-2020 - 00:00,46.55,7.49,216.23,2.04,77.23,0.92,17.75,12.71,0.17,1.37,4.7,13.05,06-Jun-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
06-Jun-2020 - 00:00,55.2,9.8,254.0,2.8,88.0,0.75,16.28,9.21,0.27,1.39,4.71,11.57,07-Jun-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
07-Jun-2020 - 00:00,41.25,8.78,254.0,2.8,88.0,0.59,14.66,7.2,0.16,1.42,3.9,10.76,08-Jun-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
08-Jun-2020 - 00:00,47.47,9.74,,,,1.1,20.37,7.09,0.23,2.29,5.91,14.46,09-Jun-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
09-Jun-2020 - 00:00,45.0,10.67,,,,0.97,20.96,7.81,0.23,4.05,5.85,15.12,10-Jun-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
10-Jun-2020 - 00:00,41.01,8.64,,,,2.8,22.55,9.42,0.19,1.34,7.74,14.8,11-Jun-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
11-Jun-2020 - 00:00,27.68,6.98,,,,5.05,23.66,10.57,0.21,1.28,8.89,14.77,12-Jun-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
12-Jun-2020 - 00:00,19.43,4.76,,,,4.87,18.98,10.32,0.21,5.67,6.23,12.74,13-Jun-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
13-Jun-2020 - 00:00,29.02,7.37,,,,4.92,20.64,9.09,0.23,39.52,7.0,13.63,14-Jun-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
14-Jun-2020 - 00:00,24.24,7.45,,,,4.87,17.55,8.09,0.19,2.01,6.37,11.18,15-Jun-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
15-Jun-2020 - 00:00,26.39,6.83,,,,5.02,21.3,8.41,0.24,2.39,8.77,12.53,16-Jun-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
16-Jun-2020 - 00:00,21.89,5.4,222.44,0.95,87.4,10.87,18.92,8.53,0.19,4.08,7.93,10.99,17-Jun-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
17-Jun-2020 - 00:00,17.0,6.03,293.91,0.51,87.99,4.47,24.12,1.23,0.25,1.81,10.42,13.71,18-Jun-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
18-Jun-2020 - 00:00,39.21,7.88,296.0,0.5,88.0,4.89,20.73,8.65,0.24,2.06,8.48,12.25,19-Jun-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
19-Jun-2020 - 00:00,38.98,9.57,296.0,0.73,76.33,5.03,23.3,5.35,0.26,16.95,8.73,14.58,20-Jun-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
20-Jun-2020 - 00:00,45.87,9.8,296.0,1.0,63.0,5.02,19.99,4.69,0.24,15.15,6.72,13.27,21-Jun-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
21-Jun-2020 - 00:00,42.43,10.65,296.0,1.0,63.0,4.96,12.68,4.01,0.15,17.27,3.85,8.83,22-Jun-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
22-Jun-2020 - 00:00,45.09,9.45,296.0,1.0,63.0,5.12,18.75,4.27,0.23,17.76,6.45,12.29,23-Jun-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
23-Jun-2020 - 00:00,44.55,9.82,296.0,1.0,63.0,5.07,21.7,6.21,0.23,19.61,9.33,12.36,24-Jun-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
24-Jun-2020 - 00:00,38.94,8.3,296.0,1.0,63.0,5.02,20.21,5.33,0.23,23.52,8.57,11.64,25-Jun-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
25-Jun-2020 - 00:00,33.55,8.26,,,,5.14,20.68,6.26,0.25,26.97,8.07,12.61,26-Jun-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
26-Jun-2020 - 00:00,27.92,7.66,,,,5.19,24.26,7.02,0.27,19.81,9.24,15.02,27-Jun-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
27-Jun-2020 - 00:00,27.56,5.2,,,,5.15,20.88,10.29,0.22,22.12,8.45,12.43,28-Jun-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
28-Jun-2020 - 00:00,19.75,4.18,,,,5.08,18.05,7.24,0.17,19.34,8.14,9.91,29-Jun-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
29-Jun-2020 - 00:00,23.59,5.95,,,,5.12,22.88,7.49,0.26,15.97,9.75,13.13,30-Jun-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
30-Jun-2020 - 00:00,30.72,6.91,,,,5.05,22.81,6.86,0.29,14.34,10.4,12.41,01-Jul-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
01-Jul-2020 - 00:00,28.53,6.15,,,,4.99,22.42,6.7,0.25,12.96,10.85,11.56,02-Jul-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
02-Jul-2020 - 00:00,32.0,3.45,,,,5.52,24.4,6.79,0.3,15.15,11.25,13.16,03-Jul-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
03-Jul-2020 - 00:00,26.71,6.07,,,,5.12,21.74,6.52,0.25,23.46,8.79,12.95,04-Jul-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
04-Jul-2020 - 00:00,18.43,3.73,,,,5.39,31.59,7.61,0.27,7.4,16.44,15.16,05-Jul-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
05-Jul-2020 - 00:00,21.7,3.77,,,,5.63,41.07,7.32,0.1,0.74,29.87,11.19,06-Jul-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
06-Jul-2020 - 00:00,26.35,3.96,,,,5.49,37.76,6.69,0.21,10.46,23.6,14.16,07-Jul-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
07-Jul-2020 - 00:00,16.97,2.25,,,,5.08,20.23,5.93,0.2,11.08,9.71,10.52,08-Jul-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
08-Jul-2020 - 00:00,10.0,,,,,4.89,17.88,4.97,0.13,8.06,8.89,8.99,09-Jul-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
09-Jul-2020 - 00:00,8.89,,,,,5.38,32.7,7.74,0.42,7.74,14.19,18.51,10-Jul-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
10-Jul-2020 - 00:00,32.63,3.98,,,,5.23,22.85,5.83,0.32,8.49,11.23,11.62,11-Jul-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
11-Jul-2020 - 00:00,26.48,4.76,,,,5.11,18.9,5.05,0.26,8.1,9.4,9.5,12-Jul-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
12-Jul-2020 - 00:00,10.99,5.2,,,,5.05,11.72,3.85,0.16,12.6,6.84,4.88,13-Jul-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
13-Jul-2020 - 00:00,32.6,4.41,,,,5.41,24.31,4.7,0.31,10.14,10.98,13.33,14-Jul-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
14-Jul-2020 - 00:00,25.58,6.85,,,,5.4,24.67,4.94,0.25,9.53,11.71,12.96,15-Jul-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
15-Jul-2020 - 00:00,8.86,2.82,,,,5.2,14.88,3.32,0.11,11.98,7.52,7.35,16-Jul-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
16-Jul-2020 - 00:00,8.98,1.84,,,,5.24,15.72,3.29,0.14,12.2,7.45,8.27,17-Jul-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
17-Jul-2020 - 00:00,8.71,3.31,,,,5.16,13.81,2.59,0.12,13.72,7.07,6.74,18-Jul-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
18-Jul-2020 - 00:00,17.57,,,,,5.16,13.95,1.98,0.11,10.22,7.29,6.67,19-Jul-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
19-Jul-2020 - 00:00,18.94,,,,,5.19,12.95,1.43,0.11,10.58,7.11,5.84,20-Jul-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
20-Jul-2020 - 00:00,21.14,5.72,,,,5.32,16.09,1.63,0.2,9.12,8.08,8.02,21-Jul-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
21-Jul-2020 - 00:00,20.54,7.29,,,,5.35,16.1,1.82,0.2,9.62,8.44,7.66,22-Jul-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
22-Jul-2020 - 00:00,23.96,4.29,,,,5.29,18.79,3.03,0.21,10.33,8.89,9.91,23-Jul-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
23-Jul-2020 - 00:00,38.13,5.58,,,,5.44,24.68,3.82,0.29,9.76,10.46,14.22,24-Jul-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
24-Jul-2020 - 00:00,21.73,7.06,,,,5.37,19.98,3.57,0.22,9.75,9.21,10.78,25-Jul-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
25-Jul-2020 - 00:00,25.14,5.05,,,,5.4,21.97,5.81,0.26,9.58,10.27,11.71,26-Jul-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
26-Jul-2020 - 00:00,,,,,,,,,,,,,27-Jul-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
27-Jul-2020 - 00:00,36.53,2.0,,,,5.48,28.35,6.51,0.33,7.39,13.37,14.99,28-Jul-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
28-Jul-2020 - 00:00,31.96,7.85,,,,5.48,23.49,5.63,0.26,7.62,11.02,12.47,29-Jul-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
29-Jul-2020 - 00:00,36.96,8.12,,,,5.57,25.5,5.71,0.31,6.35,11.95,13.54,30-Jul-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
30-Jul-2020 - 00:00,30.22,6.87,,,,5.55,25.18,5.87,0.31,5.79,12.13,13.04,31-Jul-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
31-Jul-2020 - 00:00,29.92,4.83,,,,5.47,22.86,7.11,0.29,8.41,10.47,12.39,01-Aug-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
01-Aug-2020 - 00:00,22.65,4.58,,,,5.38,19.61,6.64,0.24,7.91,9.73,9.89,02-Aug-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
02-Aug-2020 - 00:00,10.37,,,,,5.37,16.52,4.8,0.18,9.94,8.17,8.35,03-Aug-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
03-Aug-2020 - 00:00,13.44,3.95,,,,5.49,21.06,3.87,0.23,8.35,10.36,10.7,04-Aug-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
04-Aug-2020 - 00:00,15.01,3.35,,,,5.48,18.47,3.43,0.2,10.65,9.05,9.43,05-Aug-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
05-Aug-2020 - 00:00,5.6,3.05,208.7,1.24,92.37,5.48,17.02,2.79,0.16,9.86,8.17,8.85,06-Aug-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
06-Aug-2020 - 00:00,21.0,4.0,228.09,1.25,86.84,5.61,20.31,2.84,0.22,8.23,10.45,9.87,07-Aug-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
07-Aug-2020 - 00:00,22.3,2.68,225.2,1.09,86.17,5.53,22.55,2.84,0.24,7.39,11.36,11.21,08-Aug-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
08-Aug-2020 - 00:00,33.21,6.95,231.84,0.87,86.38,5.48,25.63,2.46,0.26,6.8,11.87,13.76,09-Aug-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
09-Aug-2020 - 00:00,33.26,4.01,231.36,0.89,79.27,5.43,20.37,1.68,0.21,8.99,9.41,10.96,10-Aug-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
10-Aug-2020 - 00:00,17.29,4.0,222.18,0.96,84.97,5.47,24.95,2.27,0.3,9.12,10.47,14.48,11-Aug-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
11-Aug-2020 - 00:00,35.01,6.52,234.02,0.96,81.18,5.42,24.14,2.45,0.26,10.42,10.39,13.74,12-Aug-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
12-Aug-2020 - 00:00,56.8,10.53,231.7,1.26,74.15,5.36,28.79,2.39,0.36,9.38,12.99,15.8,13-Aug-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
13-Aug-2020 - 00:00,38.92,6.89,250.0,0.6,86.0,5.7,40.23,3.43,0.43,4.37,19.92,20.3,14-Aug-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
14-Aug-2020 - 00:00,57.04,6.44,222.44,1.69,83.27,5.55,24.93,4.3,0.31,7.47,12.34,12.6,15-Aug-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
15-Aug-2020 - 00:00,21.64,2.98,226.03,1.08,88.49,5.37,21.06,6.27,0.25,8.63,9.77,11.3,16-Aug-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
16-Aug-2020 - 00:00,5.19,3.6,229.18,0.8,92.5,5.15,21.92,5.95,0.23,7.91,9.7,12.23,17-Aug-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
17-Aug-2020 - 00:00,24.11,5.02,229.88,0.73,89.06,5.56,29.28,4.59,0.35,5.93,13.75,15.54,18-Aug-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
18-Aug-2020 - 00:00,33.53,9.32,228.52,0.95,84.1,5.58,24.87,5.74,0.29,6.36,12.24,12.64,19-Aug-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
19-Aug-2020 - 00:00,40.78,8.99,230.79,0.9,82.18,5.49,24.54,5.49,0.27,6.38,11.9,12.64,20-Aug-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
20-Aug-2020 - 00:00,36.35,3.67,229.02,0.93,84.29,5.38,26.95,4.26,0.31,5.72,14.0,12.95,21-Aug-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
21-Aug-2020 - 00:00,29.43,4.41,224.13,0.94,86.94,5.38,27.68,4.21,0.31,3.91,15.17,12.51,22-Aug-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
22-Aug-2020 - 00:00,25.74,1.99,227.41,0.88,83.9,5.23,21.07,3.6,0.23,4.66,11.5,9.56,23-Aug-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
23-Aug-2020 - 00:00,27.57,3.35,226.41,0.85,84.16,5.33,21.5,3.01,0.25,4.14,12.32,9.17,24-Aug-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
24-Aug-2020 - 00:00,34.41,4.18,226.18,0.92,83.19,5.45,27.08,3.87,0.34,3.53,15.45,11.63,25-Aug-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
25-Aug-2020 - 00:00,57.0,10.12,228.44,0.79,79.66,5.42,28.36,4.77,0.33,4.35,14.63,13.74,26-Aug-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
26-Aug-2020 - 00:00,66.67,17.85,230.45,0.75,77.96,5.48,28.31,4.75,0.32,4.22,14.96,13.35,27-Aug-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
27-Aug-2020 - 00:00,61.25,11.25,231.79,0.78,78.53,5.5,28.33,4.19,0.33,4.32,14.86,13.47,28-Aug-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
28-Aug-2020 - 00:00,47.04,4.51,226.99,0.84,81.41,5.56,27.44,3.96,0.32,3.33,15.86,11.58,29-Aug-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
29-Aug-2020 - 00:00,36.05,2.56,226.13,0.83,83.3,5.56,26.7,4.08,0.32,2.97,15.22,11.48,30-Aug-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
30-Aug-2020 - 00:00,20.79,1.97,224.79,0.78,85.47,5.43,22.32,3.79,0.28,2.97,12.64,9.68,31-Aug-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
31-Aug-2020 - 00:00,42.56,19.83,231.77,0.77,78.14,5.66,28.35,5.37,0.33,2.8,15.6,12.75,01-Sep-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
01-Sep-2020 - 00:00,51.62,13.83,231.38,0.6,77.73,5.83,34.89,7.26,0.42,3.91,19.68,15.21,02-Sep-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
02-Sep-2020 - 00:00,31.2,9.55,187.92,0.57,81.37,5.65,32.72,9.6,0.41,5.1,14.67,18.04,03-Sep-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
03-Sep-2020 - 00:00,58.74,16.85,154.35,0.61,75.76,5.6,28.46,8.23,0.33,9.72,11.41,17.06,04-Sep-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
04-Sep-2020 - 00:00,39.1,9.19,194.57,0.59,76.5,5.81,28.58,8.99,0.39,7.38,12.13,16.45,05-Sep-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
05-Sep-2020 - 00:00,67.15,17.71,164.45,0.54,72.92,5.9,37.86,9.22,0.52,5.24,14.96,22.9,06-Sep-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
06-Sep-2020 - 00:00,49.47,16.06,204.0,0.74,73.5,5.78,26.28,8.56,0.41,6.41,10.75,15.52,07-Sep-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
07-Sep-2020 - 00:00,36.53,6.88,204.75,0.78,75.71,5.64,24.41,12.53,0.34,9.08,9.98,14.43,08-Sep-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
08-Sep-2020 - 00:00,28.34,5.48,222.19,0.83,74.41,5.65,25.92,10.94,0.35,7.08,11.04,14.88,09-Sep-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
09-Sep-2020 - 00:00,29.3,5.37,213.6,0.93,76.42,5.63,25.97,9.12,0.36,8.22,10.7,15.27,10-Sep-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
10-Sep-2020 - 00:00,29.85,9.64,213.22,1.1,77.05,5.74,28.31,8.21,0.41,7.21,13.44,14.87,11-Sep-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
11-Sep-2020 - 00:00,34.47,2.91,222.3,1.23,78.95,5.74,33.1,7.92,0.45,5.75,15.1,18.01,12-Sep-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
12-Sep-2020 - 00:00,16.73,6.24,227.75,0.75,88.48,5.6,33.93,6.98,0.39,4.59,15.12,18.81,13-Sep-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
13-Sep-2020 - 00:00,31.89,7.85,233.59,0.63,85.53,5.6,33.33,6.23,0.36,4.49,14.72,18.62,14-Sep-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
14-Sep-2020 - 00:00,43.61,7.23,234.16,0.75,82.09,5.77,32.27,4.82,0.41,2.98,17.55,14.72,15-Sep-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
15-Sep-2020 - 00:00,41.04,6.85,231.66,0.78,79.26,5.75,30.19,4.32,0.37,3.37,15.45,14.75,16-Sep-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
16-Sep-2020 - 00:00,37.63,4.08,235.44,0.87,78.02,5.74,30.11,4.9,0.38,3.87,14.67,15.45,17-Sep-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
17-Sep-2020 - 00:00,24.74,4.46,233.52,0.93,77.06,5.64,24.64,3.99,0.32,3.8,12.68,11.96,18-Sep-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
18-Sep-2020 - 00:00,30.98,5.14,233.75,0.89,76.54,5.73,28.62,4.63,0.35,3.79,14.15,14.47,19-Sep-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
19-Sep-2020 - 00:00,21.57,5.09,227.55,0.78,84.82,5.98,36.97,6.84,0.45,2.83,18.81,18.16,20-Sep-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
20-Sep-2020 - 00:00,24.15,5.14,224.73,1.03,82.17,5.83,23.43,4.82,0.34,3.65,11.1,12.33,21-Sep-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
21-Sep-2020 - 00:00,7.99,2.4,221.03,1.45,90.56,5.83,23.33,4.11,0.35,3.94,11.73,11.6,22-Sep-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
22-Sep-2020 - 00:00,33.11,4.97,232.63,0.96,87.05,5.79,29.79,4.87,0.4,7.36,11.81,17.98,23-Sep-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
23-Sep-2020 - 00:00,25.63,6.1,224.25,1.2,85.18,5.65,25.61,4.42,0.35,5.4,11.56,14.06,24-Sep-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
24-Sep-2020 - 00:00,28.33,6.34,227.42,0.98,84.87,5.81,32.5,3.59,0.46,2.55,16.54,15.96,25-Sep-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
25-Sep-2020 - 00:00,16.26,3.46,227.15,0.88,85.36,5.91,36.75,4.36,0.49,1.91,18.91,17.85,26-Sep-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
26-Sep-2020 - 00:00,23.16,8.13,224.33,0.59,90.74,5.95,38.65,4.17,0.51,1.71,19.99,18.66,27-Sep-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
27-Sep-2020 - 00:00,40.16,8.92,237.67,0.61,82.41,5.89,34.94,4.48,0.44,1.84,17.57,17.37,28-Sep-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
28-Sep-2020 - 00:00,56.15,12.19,227.8,0.6,76.43,5.92,28.37,4.43,0.45,4.33,12.1,16.27,29-Sep-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
29-Sep-2020 - 00:00,64.95,10.13,227.17,0.64,73.67,5.92,31.72,4.09,0.43,4.44,13.05,18.66,30-Sep-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
30-Sep-2020 - 00:00,59.87,10.22,230.89,0.79,71.58,5.92,30.16,4.68,0.43,5.19,12.49,17.66,01-Oct-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
01-Oct-2020 - 00:00,55.61,11.64,222.33,0.7,70.92,6.05,28.54,8.96,0.5,5.92,13.92,14.6,02-Oct-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
02-Oct-2020 - 00:00,64.4,16.25,223.11,0.71,75.8,6.2,28.95,24.87,0.6,0.63,18.34,10.61,03-Oct-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
03-Oct-2020 - 00:00,54.28,15.14,234.13,0.72,78.9,6.29,31.53,20.63,0.68,0.51,20.99,10.55,04-Oct-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
04-Oct-2020 - 00:00,41.27,7.52,235.87,0.82,78.14,6.27,31.87,19.0,0.53,0.46,24.4,7.46,05-Oct-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
05-Oct-2020 - 00:00,37.38,9.82,230.05,0.63,80.89,6.44,34.84,19.57,0.69,0.48,25.4,9.44,06-Oct-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
06-Oct-2020 - 00:00,63.36,16.83,218.34,0.62,73.12,6.4,34.42,27.34,0.78,0.59,22.88,11.54,07-Oct-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
07-Oct-2020 - 00:00,87.44,32.5,232.75,0.6,74.55,7.29,33.27,32.63,0.76,0.57,18.53,14.74,08-Oct-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
08-Oct-2020 - 00:00,104.6,43.47,209.22,0.51,68.93,8.05,35.56,34.6,0.87,0.58,20.69,14.87,09-Oct-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
09-Oct-2020 - 00:00,106.13,44.84,232.84,0.63,72.74,6.62,33.6,28.99,0.91,0.72,16.95,16.65,10-Oct-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
10-Oct-2020 - 00:00,47.96,24.81,215.54,0.72,82.33,6.23,31.97,39.03,0.79,0.51,17.7,14.27,11-Oct-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
11-Oct-2020 - 00:00,53.14,21.28,231.06,0.67,82.23,6.3,32.0,28.29,0.74,0.41,20.61,11.39,12-Oct-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
12-Oct-2020 - 00:00,39.92,13.41,214.91,0.59,82.01,12.31,29.14,27.96,0.75,0.45,18.05,11.09,13-Oct-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
13-Oct-2020 - 00:00,35.58,9.34,221.82,0.54,80.45,13.3,39.3,29.31,0.73,0.56,29.39,9.9,14-Oct-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
14-Oct-2020 - 00:00,49.99,13.04,235.6,0.86,83.59,22.68,33.53,27.45,0.73,0.71,20.53,13.01,15-Oct-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
15-Oct-2020 - 00:00,47.67,16.39,216.94,1.37,84.22,6.56,27.03,24.56,0.73,1.12,11.64,15.39,16-Oct-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
16-Oct-2020 - 00:00,79.89,21.91,222.49,1.07,85.56,,39.15,24.02,0.75,1.5,19.22,19.93,17-Oct-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
17-Oct-2020 - 00:00,103.44,20.3,227.5,0.89,78.51,2.35,43.57,10.11,0.58,4.27,21.81,21.76,18-Oct-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
18-Oct-2020 - 00:00,76.03,17.1,228.46,0.71,74.24,,49.1,9.71,0.49,3.57,29.74,19.36,19-Oct-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
19-Oct-2020 - 00:00,62.6,15.88,231.91,0.65,73.42,6.39,39.9,9.1,0.56,4.25,19.57,20.33,20-Oct-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
20-Oct-2020 - 00:00,54.3,17.7,220.49,0.52,82.64,,39.96,9.47,0.71,3.67,12.57,27.39,21-Oct-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
21-Oct-2020 - 00:00,62.18,26.25,202.01,0.42,82.79,10.68,39.08,10.28,0.73,4.39,12.38,26.69,22-Oct-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
22-Oct-2020 - 00:00,94.97,39.45,230.54,0.61,78.99,19.88,44.2,10.94,0.8,3.78,15.41,28.79,23-Oct-2020 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
