from date,PM2.5,Benzene,Temp,RH,SR,RF,Toluene,Eth-Benzene,MP-Xylene,O Xylene,WS,NO2,NO,WD,NOx,NH3,SO2,CO,Ozone,PM10,to date,station
18-Apr-2019 - 00:00,40.88,0.0,31.08,19.4,802.59,0.0,0.0,0.0,0.0,0.0,2.09,3.7,0.62,160.0,2.43,9.85,1.44,0.51,90.09,67.51,19-Apr-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
19-Apr-2019 - 00:00,24.25,0.0,33.2,20.87,811.21,0.0,0.0,0.0,0.0,0.0,2.57,3.13,0.49,160.89,2.01,9.86,0.53,0.53,81.81,80.94,20-Apr-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
20-Apr-2019 - 00:00,24.59,0.0,33.87,15.77,794.51,0.0,0.0,0.0,0.0,0.0,2.58,3.19,0.4,131.49,1.98,9.84,1.39,0.57,83.93,85.23,21-Apr-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
21-Apr-2019 - 00:00,25.04,0.0,34.35,15.12,808.19,0.0,0.0,0.0,0.0,0.0,2.6,3.16,0.27,141.39,1.85,9.82,1.56,0.4,89.68,93.65,22-Apr-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
22-Apr-2019 - 00:00,30.69,0.0,34.91,12.91,786.3,0.0,0.0,0.0,0.0,0.0,1.93,2.67,0.29,166.09,1.6,9.85,1.6,0.48,80.1,63.66,23-Apr-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
23-Apr-2019 - 00:00,46.62,0.0,34.84,17.28,693.23,0.0,0.0,0.0,0.0,0.0,1.69,3.18,0.6,187.69,1.87,9.8,3.89,0.75,74.71,64.42,24-Apr-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
24-Apr-2019 - 00:00,38.51,0.0,36.1,15.89,798.59,0.0,0.0,0.0,0.0,0.0,1.8,3.01,0.75,183.25,1.27,9.84,0.07,0.71,73.36,98.42,25-Apr-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
25-Apr-2019 - 00:00,62.42,0.0,36.85,16.01,775.93,0.0,0.0,0.0,0.0,0.0,2.1,2.94,0.3,170.83,1.75,9.78,3.94,0.52,85.85,95.75,26-Apr-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
26-Apr-2019 - 00:00,46.44,0.0,38.02,13.08,873.08,0.0,0.0,0.0,0.0,0.0,1.74,2.87,0.36,198.44,1.59,9.74,6.83,0.37,94.18,64.46,27-Apr-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
27-Apr-2019 - 00:00,18.2,0.0,39.51,12.86,847.49,0.0,0.0,0.0,0.0,0.0,2.18,2.44,0.25,180.24,0.55,9.3,6.12,0.1,89.65,73.67,28-Apr-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
28-Apr-2019 - 00:00,0.02,0.0,38.91,9.95,841.08,0.0,0.0,0.0,0.0,0.0,2.76,2.25,0.07,170.29,0.01,9.78,0.7,0.0,95.15,86.8,29-Apr-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
29-Apr-2019 - 00:00,28.4,0.31,38.32,9.01,779.65,0.0,1.22,3.48,2.35,0.14,2.54,1.63,0.16,159.54,0.53,9.84,0.83,0.21,97.31,78.13,30-Apr-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
30-Apr-2019 - 00:00,58.76,0.17,36.47,14.29,786.97,0.0,5.29,10.88,3.2,0.22,3.15,1.98,0.11,128.47,1.1,9.84,3.32,0.49,55.17,89.46,01-May-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
01-May-2019 - 00:00,76.39,0.22,34.94,17.65,836.54,0.0,9.72,1.78,3.47,0.06,3.65,1.93,0.05,148.83,1.05,9.84,,0.74,,107.44,02-May-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
02-May-2019 - 00:00,68.21,0.21,33.45,23.64,855.2,0.0,9.48,1.74,3.38,0.06,3.45,2.06,0.06,143.35,1.08,9.85,1.21,0.5,,97.37,03-May-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
03-May-2019 - 00:00,51.0,,33.16,20.72,790.54,0.0,0.0,0.0,0.0,0.0,3.45,2.37,0.06,140.26,1.2,9.85,3.36,0.31,,75.34,04-May-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
04-May-2019 - 00:00,60.83,0.0,32.71,32.15,806.31,0.0,0.0,0.0,0.0,0.0,2.96,2.74,0.06,140.41,1.41,9.83,9.19,0.33,55.97,100.36,05-May-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
05-May-2019 - 00:00,25.81,0.0,33.36,31.6,765.87,0.0,0.0,0.0,0.0,0.0,3.22,3.38,0.07,140.76,1.77,9.79,2.41,0.39,41.43,102.31,06-May-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
06-May-2019 - 00:00,30.29,0.0,34.82,23.28,792.93,0.0,0.0,0.0,0.0,0.0,2.57,2.33,0.05,149.47,1.24,9.83,5.56,0.29,54.96,82.82,07-May-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
07-May-2019 - 00:00,45.04,0.06,35.76,16.76,776.55,0.0,1.84,0.24,0.46,0.02,3.01,1.53,0.04,153.67,0.77,9.86,3.25,0.21,75.32,71.36,08-May-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
08-May-2019 - 00:00,37.11,0.18,34.45,24.95,814.79,0.0,4.93,0.86,1.36,0.03,3.41,2.29,0.06,154.17,1.19,9.86,3.15,0.39,47.1,68.31,09-May-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
09-May-2019 - 00:00,63.18,0.0,33.52,29.44,785.74,0.0,0.0,0.0,0.0,0.0,3.51,2.26,0.08,143.16,1.19,9.84,2.77,0.29,44.62,63.55,10-May-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
10-May-2019 - 00:00,25.55,,33.25,34.17,797.19,0.0,,,,,3.54,2.36,0.07,139.22,1.24,9.82,4.82,0.28,39.56,57.16,11-May-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
11-May-2019 - 00:00,30.89,0.0,34.22,25.42,780.97,0.0,0.0,0.0,0.0,0.0,2.81,2.3,0.07,152.22,1.2,9.83,5.27,0.38,44.22,64.67,12-May-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
12-May-2019 - 00:00,66.67,0.0,35.07,22.11,772.76,0.0,0.0,0.0,0.0,0.0,2.63,2.16,0.07,148.15,1.14,9.85,4.97,0.29,43.68,74.2,13-May-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
13-May-2019 - 00:00,122.93,0.0,35.13,25.96,773.63,0.0,0.0,0.0,0.0,0.0,3.24,2.39,0.05,143.41,1.23,9.84,6.47,0.25,46.35,74.37,14-May-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
14-May-2019 - 00:00,72.16,0.7,34.97,22.04,788.93,0.0,6.47,1.28,1.64,0.17,3.02,2.12,0.07,143.93,1.08,9.86,6.01,0.42,48.29,77.83,15-May-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
15-May-2019 - 00:00,35.66,0.88,34.28,20.64,803.53,0.0,15.21,2.86,3.66,0.36,3.34,1.78,0.07,140.84,0.99,9.87,5.74,0.64,68.01,81.22,16-May-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
16-May-2019 - 00:00,35.66,0.88,34.34,18.38,805.44,0.0,15.21,2.86,3.66,0.36,3.16,1.78,0.07,148.72,0.99,9.87,5.74,0.64,68.01,81.22,17-May-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
17-May-2019 - 00:00,43.94,0.81,34.33,22.15,856.1,0.0,13.01,2.98,3.95,0.35,2.99,1.58,0.07,166.57,0.74,9.89,5.93,0.44,61.75,88.83,18-May-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
18-May-2019 - 00:00,53.24,0.87,35.86,21.43,773.6,0.0,15.95,4.63,5.43,0.42,2.88,1.72,0.08,172.3,0.97,9.89,6.07,0.34,57.19,98.18,19-May-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
19-May-2019 - 00:00,47.07,0.7,36.29,18.98,689.12,0.0,12.81,2.5,3.28,0.49,2.31,2.39,0.06,167.72,1.3,9.82,6.5,0.35,55.78,104.36,20-May-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
20-May-2019 - 00:00,42.39,0.8,37.07,17.64,794.12,0.0,24.92,5.31,9.63,0.61,2.0,1.91,0.06,173.32,0.97,9.87,5.74,0.48,58.68,97.87,21-May-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
21-May-2019 - 00:00,42.17,0.47,38.2,19.58,736.12,0.0,16.9,3.42,5.22,0.76,2.74,2.06,0.04,163.04,0.92,9.89,6.09,0.46,69.39,88.06,22-May-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
22-May-2019 - 00:00,37.21,0.79,37.06,22.94,733.02,0.0,16.72,3.18,5.3,0.64,2.63,1.99,0.06,145.26,0.96,9.9,8.24,0.49,66.04,95.99,23-May-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
23-May-2019 - 00:00,39.95,0.8,37.01,20.66,762.9,0.0,14.81,3.54,5.47,0.71,2.94,1.86,0.06,151.32,0.95,9.88,5.85,0.32,59.87,93.89,24-May-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
24-May-2019 - 00:00,27.22,0.61,35.98,26.16,789.55,0.0,16.26,4.13,4.59,0.43,3.1,1.65,0.03,139.0,0.83,9.86,2.36,0.19,53.8,91.4,25-May-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
25-May-2019 - 00:00,75.48,0.55,36.08,24.06,817.86,0.0,14.32,3.44,3.58,0.38,3.03,1.42,0.08,165.58,0.79,9.87,6.56,0.33,48.85,91.18,26-May-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
26-May-2019 - 00:00,152.97,,36.59,23.76,776.66,0.0,10.28,2.27,2.71,0.39,3.47,1.19,0.15,136.98,0.73,9.88,10.51,0.54,50.62,,27-May-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
27-May-2019 - 00:00,47.8,0.44,36.34,28.02,830.93,0.0,13.32,2.96,3.61,0.5,3.02,1.44,0.12,163.28,0.78,9.88,5.93,0.43,58.06,105.73,28-May-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
28-May-2019 - 00:00,58.11,0.37,36.55,21.32,797.37,0.0,13.09,2.71,3.58,0.42,3.02,1.4,0.11,159.85,0.74,9.91,3.29,0.39,65.72,98.99,29-May-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
29-May-2019 - 00:00,87.47,0.4,36.9,20.89,757.28,0.0,15.1,3.24,4.63,0.52,2.89,1.42,0.08,158.48,0.75,9.93,5.97,0.27,62.65,92.09,30-May-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
30-May-2019 - 00:00,62.28,0.84,36.85,22.25,773.71,0.0,19.6,4.01,5.56,0.4,3.1,1.61,2.99,150.71,0.83,9.9,6.9,0.32,48.54,94.95,31-May-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
31-May-2019 - 00:00,59.89,0.84,37.25,21.25,739.24,0.0,15.17,3.39,5.29,0.48,2.67,1.41,5.06,154.03,0.77,9.9,12.83,0.01,39.22,98.9,01-Jun-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
01-Jun-2019 - 00:00,56.6,0.75,35.55,33.93,648.78,0.0,16.35,3.68,5.79,0.45,3.55,1.36,5.06,134.03,0.7,9.9,10.59,0.1,45.17,95.05,02-Jun-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
02-Jun-2019 - 00:00,48.5,0.74,36.38,34.16,773.28,0.0,19.44,3.64,5.79,0.75,3.44,,,156.09,0.0,,6.37,0.24,44.56,91.1,03-Jun-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
03-Jun-2019 - 00:00,38.85,0.65,35.8,35.11,751.99,0.0,13.91,3.64,4.63,0.73,4.0,,,151.85,,,4.57,0.28,40.85,91.32,04-Jun-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
04-Jun-2019 - 00:00,51.3,0.5,35.64,38.72,766.26,0.0,12.25,3.8,4.38,0.46,3.59,,,150.74,,,4.5,0.25,37.42,91.06,05-Jun-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
05-Jun-2019 - 00:00,62.17,0.34,35.51,35.86,550.63,0.0,9.38,2.65,3.62,0.73,3.04,,,138.49,,,1.7,0.15,55.93,99.67,06-Jun-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
06-Jun-2019 - 00:00,66.77,0.64,34.55,39.24,463.98,0.02,16.46,4.46,6.63,0.47,3.38,,,123.27,0.0,,3.56,0.36,44.82,106.05,07-Jun-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
07-Jun-2019 - 00:00,96.67,0.83,34.66,42.39,719.72,0.0,19.27,4.54,6.12,0.29,3.15,,,129.24,,,4.02,0.39,43.82,100.08,08-Jun-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
08-Jun-2019 - 00:00,36.54,0.74,34.72,39.2,662.04,0.0,22.42,4.99,13.1,2.25,2.83,,,153.23,,,9.64,0.37,58.41,81.79,09-Jun-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
09-Jun-2019 - 00:00,43.41,0.9,34.21,45.9,578.7,0.0,29.86,6.36,8.97,1.0,2.46,,,131.3,,,3.8,0.46,45.42,95.56,10-Jun-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
10-Jun-2019 - 00:00,28.5,0.82,34.75,53.01,655.68,0.08,23.37,5.24,7.71,0.67,2.54,,,146.49,,,5.56,0.43,56.54,73.67,11-Jun-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
11-Jun-2019 - 00:00,32.28,0.9,36.85,54.22,622.37,0.06,24.18,6.34,10.6,1.22,2.34,,,149.93,,,2.54,0.49,47.19,77.0,12-Jun-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
12-Jun-2019 - 00:00,16.7,0.73,37.57,50.0,724.86,0.0,13.42,4.03,6.79,0.41,4.65,,,34.93,,,6.47,0.43,35.57,70.83,13-Jun-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
13-Jun-2019 - 00:00,76.42,0.86,34.17,54.01,603.54,0.0,20.58,5.05,7.41,0.35,3.58,,,86.1,,,5.93,0.42,31.44,67.14,14-Jun-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
14-Jun-2019 - 00:00,42.76,0.76,34.1,49.55,756.85,0.0,19.31,4.44,6.51,0.28,3.52,,,83.5,0.0,,6.1,0.34,30.73,84.19,15-Jun-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
15-Jun-2019 - 00:00,24.75,0.73,33.23,51.7,618.01,0.0,13.47,2.21,4.03,0.28,3.99,,,91.62,0.0,,5.09,0.19,28.43,83.26,16-Jun-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
16-Jun-2019 - 00:00,41.65,0.73,33.84,49.75,665.26,0.0,16.41,3.42,5.36,0.34,3.97,,,112.78,0.0,,3.66,0.22,26.55,81.43,17-Jun-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
17-Jun-2019 - 00:00,39.76,0.76,32.37,53.88,613.67,0.04,19.14,4.31,6.31,0.43,3.41,,,122.02,0.0,,9.22,0.28,22.89,81.19,18-Jun-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
18-Jun-2019 - 00:00,47.99,0.72,32.98,52.34,737.62,0.0,24.02,6.63,8.7,0.28,3.65,,,86.93,0.0,,3.01,0.36,24.32,79.91,19-Jun-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
19-Jun-2019 - 00:00,29.4,0.74,32.08,59.06,426.44,0.0,17.97,3.98,5.11,0.64,3.33,,,102.77,0.0,,1.6,0.29,26.52,72.61,20-Jun-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
20-Jun-2019 - 00:00,410.2,0.35,33.2,51.42,583.82,0.0,11.69,2.12,3.82,0.56,3.85,,,142.81,0.0,,8.02,0.11,47.58,91.38,21-Jun-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
21-Jun-2019 - 00:00,249.9,0.65,33.07,53.44,867.63,0.0,17.47,2.95,4.39,0.31,3.13,,,160.01,0.0,,6.28,0.26,37.01,71.93,22-Jun-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
22-Jun-2019 - 00:00,115.44,0.61,34.28,58.53,605.68,0.11,21.67,3.75,5.54,0.55,2.68,,,158.17,0.0,,3.49,0.3,38.79,72.93,23-Jun-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
23-Jun-2019 - 00:00,29.0,1.17,32.74,70.83,358.23,0.0,33.33,8.53,12.37,0.59,1.86,,,128.8,0.0,,8.31,0.74,31.47,82.99,24-Jun-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
24-Jun-2019 - 00:00,26.3,0.78,32.6,68.62,580.43,0.0,34.54,6.35,8.6,0.94,1.84,,,174.3,0.0,,6.49,0.34,55.35,73.36,25-Jun-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
25-Jun-2019 - 00:00,26.54,0.96,33.09,74.37,531.33,0.04,31.03,6.21,10.3,0.82,2.0,,,162.09,0.0,,8.77,0.43,41.15,76.34,26-Jun-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
26-Jun-2019 - 00:00,18.4,0.87,33.98,66.29,702.06,0.0,18.7,4.21,7.88,0.28,2.86,,284.67,127.99,0.0,,4.27,0.31,42.2,71.93,27-Jun-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
27-Jun-2019 - 00:00,28.23,0.97,32.7,73.57,482.72,0.15,19.04,4.18,6.36,0.4,2.47,67.7,10.49,134.13,25.07,2.72,4.19,0.28,31.36,69.79,28-Jun-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
28-Jun-2019 - 00:00,16.56,1.33,31.49,80.97,366.01,0.01,21.77,4.39,9.14,0.37,2.83,63.98,2.8,130.05,31.5,4.42,7.97,0.47,21.02,59.85,29-Jun-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
29-Jun-2019 - 00:00,17.22,1.39,30.03,83.33,179.69,0.0,21.07,4.22,9.5,0.69,3.24,66.13,1.28,116.86,29.66,4.48,5.59,0.39,22.98,63.15,30-Jun-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
30-Jun-2019 - 00:00,16.82,1.33,29.4,86.58,188.71,0.03,19.73,5.04,10.18,0.88,2.62,63.14,3.44,126.71,29.06,4.84,7.78,0.41,12.32,64.89,01-Jul-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
01-Jul-2019 - 00:00,18.69,1.58,30.79,79.36,441.55,0.03,23.92,5.91,8.25,0.66,2.41,61.91,3.38,146.39,28.38,5.19,4.09,0.5,,68.31,02-Jul-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
02-Jul-2019 - 00:00,16.46,1.35,30.77,80.36,378.49,0.02,24.02,5.63,8.25,0.52,3.12,60.88,4.24,135.88,29.07,5.14,2.74,0.5,29.61,67.49,03-Jul-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
03-Jul-2019 - 00:00,19.24,1.23,30.45,77.6,237.88,0.0,19.28,4.73,8.35,0.34,3.44,58.61,3.73,134.01,27.08,5.24,9.54,0.33,21.42,73.72,04-Jul-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
04-Jul-2019 - 00:00,18.29,1.18,30.83,74.66,410.2,0.02,17.35,5.39,7.32,0.32,3.52,57.02,1.32,128.78,24.85,5.49,5.15,0.46,18.25,69.88,05-Jul-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
05-Jul-2019 - 00:00,20.41,1.16,29.57,74.9,401.93,0.0,16.78,4.94,6.89,0.22,3.4,54.12,0.76,123.1,22.57,6.14,2.72,0.38,19.19,69.76,06-Jul-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
06-Jul-2019 - 00:00,17.11,1.39,28.9,80.62,413.31,0.1,17.43,5.6,6.49,0.26,3.21,47.5,0.79,117.33,18.95,7.19,11.73,0.28,19.38,63.64,07-Jul-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
07-Jul-2019 - 00:00,13.6,1.41,27.49,86.85,,0.0,12.34,3.21,3.74,0.27,2.42,50.04,0.61,93.54,14.68,6.85,13.49,0.37,13.29,65.4,08-Jul-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
08-Jul-2019 - 00:00,0.0,0.35,32.67,73.96,578.07,0.04,12.9,3.91,6.81,0.21,3.4,45.9,26.8,115.31,28.11,9.39,4.98,0.52,11.59,,09-Jul-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
09-Jul-2019 - 00:00,0.0,1.02,33.11,73.37,488.16,0.0,18.38,4.97,6.72,0.24,3.14,29.06,34.79,95.16,35.74,13.21,5.16,0.32,17.13,63.58,10-Jul-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
10-Jul-2019 - 00:00,,1.24,29.79,82.19,305.31,0.32,25.16,5.6,7.96,0.33,2.8,30.18,5.26,83.05,13.95,9.41,5.32,0.38,15.16,67.89,11-Jul-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
11-Jul-2019 - 00:00,,1.13,30.46,81.9,374.8,0.0,21.93,5.32,9.61,0.49,2.68,31.52,2.41,111.04,12.42,9.01,6.22,0.44,13.18,67.84,12-Jul-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
12-Jul-2019 - 00:00,,1.01,31.78,72.4,546.7,0.0,17.07,5.11,6.17,0.3,2.57,28.04,2.41,115.51,9.97,10.16,5.09,0.39,20.81,74.42,13-Jul-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
13-Jul-2019 - 00:00,,1.12,31.59,69.91,595.01,0.0,17.87,4.32,7.18,0.52,3.05,29.59,0.8,122.0,10.7,9.1,5.21,0.37,18.1,77.71,14-Jul-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
14-Jul-2019 - 00:00,,1.05,32.05,68.13,608.36,0.0,15.36,3.86,6.36,0.47,3.67,29.1,0.82,128.76,9.61,9.43,5.17,0.38,19.76,71.73,15-Jul-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
15-Jul-2019 - 00:00,,1.32,32.41,63.2,604.5,0.0,17.67,4.23,8.43,0.28,3.88,28.66,1.83,140.34,10.26,9.34,3.45,0.34,23.06,82.51,16-Jul-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
16-Jul-2019 - 00:00,,1.31,32.97,62.75,656.32,0.0,18.61,4.13,9.19,0.69,3.76,25.09,0.58,140.77,8.16,9.77,4.48,0.37,25.3,83.14,17-Jul-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
17-Jul-2019 - 00:00,,1.1,35.13,61.36,649.87,0.0,20.41,4.32,7.32,0.58,3.55,22.34,0.83,148.7,6.55,10.29,6.63,0.4,28.73,83.03,18-Jul-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
18-Jul-2019 - 00:00,,1.06,37.31,59.65,728.17,0.0,20.58,4.04,6.18,0.79,2.28,18.93,0.83,178.05,5.18,10.73,4.74,0.31,31.24,76.28,19-Jul-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
19-Jul-2019 - 00:00,0.0,1.16,37.15,73.04,456.17,0.15,19.48,4.28,7.16,0.79,2.06,19.59,0.68,174.64,5.23,10.66,6.03,0.4,29.24,70.84,20-Jul-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
20-Jul-2019 - 00:00,0.0,0.91,39.12,81.74,546.88,0.06,21.65,7.53,6.69,1.2,1.69,26.42,0.23,161.57,12.28,8.36,4.36,0.57,11.26,70.89,21-Jul-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
21-Jul-2019 - 00:00,0.0,0.91,33.64,80.66,544.67,0.0,14.36,9.04,5.85,0.81,1.51,28.58,0.12,189.98,14.83,7.45,4.56,0.71,9.31,73.42,22-Jul-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
22-Jul-2019 - 00:00,0.0,0.0,38.05,59.77,587.3,0.0,20.3,4.5,10.11,0.74,3.56,21.18,0.34,314.29,5.45,10.48,4.2,0.49,22.66,,23-Jul-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
23-Jul-2019 - 00:00,,,43.35,65.13,559.4,0.0,28.18,7.16,16.09,1.92,2.17,23.81,0.68,145.01,7.71,9.87,3.92,0.7,19.1,,24-Jul-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
24-Jul-2019 - 00:00,,,33.02,71.59,540.04,0.0,22.5,7.68,8.72,0.39,2.76,22.32,0.7,88.14,6.66,10.13,5.22,0.42,20.99,,25-Jul-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
25-Jul-2019 - 00:00,,,31.15,75.45,449.5,0.0,15.95,4.36,9.18,0.3,4.03,22.23,0.64,136.17,6.5,10.16,6.27,0.37,16.89,,26-Jul-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
26-Jul-2019 - 00:00,0.0,1.09,30.14,81.97,356.68,0.03,15.98,5.62,7.2,0.23,3.3,22.12,0.74,115.66,5.76,10.3,5.13,0.46,14.51,,27-Jul-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
27-Jul-2019 - 00:00,0.0,,29.23,82.96,228.1,0.06,17.2,4.8,7.87,0.28,3.62,23.67,0.62,121.36,7.06,9.81,4.76,0.38,14.64,,28-Jul-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
28-Jul-2019 - 00:00,,,28.62,87.46,177.48,0.06,16.36,3.76,7.27,0.21,3.42,23.37,0.74,128.46,7.19,9.92,5.79,0.43,11.61,,29-Jul-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
29-Jul-2019 - 00:00,0.0,0.89,28.11,89.71,145.39,0.03,20.32,4.22,9.17,0.55,,27.78,1.2,126.4,9.34,9.24,5.97,0.46,9.45,,30-Jul-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
30-Jul-2019 - 00:00,,,28.06,89.93,228.45,0.1,20.19,5.02,9.33,0.37,2.89,25.76,0.97,104.78,8.17,9.6,7.1,0.52,10.31,,31-Jul-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
31-Jul-2019 - 00:00,31.82,1.49,27.61,91.89,172.95,0.17,21.25,5.63,10.0,0.39,2.96,23.28,0.64,101.03,7.35,10.0,6.46,0.54,8.15,114.74,01-Aug-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
01-Aug-2019 - 00:00,19.8,1.19,29.01,84.07,420.63,0.0,21.88,4.95,10.24,0.3,3.59,22.54,,126.14,10.88,9.58,6.09,0.54,10.58,57.24,02-Aug-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
02-Aug-2019 - 00:00,15.68,1.42,29.0,85.76,351.42,0.01,21.05,5.08,8.9,0.28,3.39,20.54,0.35,129.51,7.47,10.07,5.69,0.48,17.74,42.73,03-Aug-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
