from date,Eth-Benzene,MP-Xylene,O Xylene,CO,NH3,NO,NO2,NOx,Ozone,PM10,PM2.5,RF,RH,SR,Temp,WD,WS,SO2,to date,station
22-Aug-2019 - 00:00,,,,0.93,26.97,14.01,6.6,20.66,13.22,135.78,36.08,,,643.28,18.26,118.32,0.49,18.73,23-Aug-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
23-Aug-2019 - 00:00,,,,1.19,22.54,8.76,17.84,26.69,19.53,89.96,32.0,,,641.35,18.28,175.48,0.44,11.7,24-Aug-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
24-Aug-2019 - 00:00,,,,1.08,45.44,11.37,28.65,40.02,18.43,146.42,30.2,,,640.0,18.64,159.75,0.57,11.89,25-Aug-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
25-Aug-2019 - 00:00,,,,0.83,58.17,9.47,25.16,34.63,18.64,121.26,19.64,,,690.45,16.79,120.07,0.67,11.69,26-Aug-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
26-Aug-2019 - 00:00,,,,1.35,56.39,10.25,34.22,44.8,20.05,94.43,30.43,,,621.93,17.7,137.98,0.45,21.0,27-Aug-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
27-Aug-2019 - 00:00,,,,1.37,44.44,8.64,31.03,39.65,26.25,98.9,24.77,,,581.27,19.23,234.72,0.48,15.36,28-Aug-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
28-Aug-2019 - 00:00,,,,1.16,41.06,6.08,26.64,33.2,29.24,90.54,26.75,,,567.52,19.38,187.89,0.55,11.99,29-Aug-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
29-Aug-2019 - 00:00,,,,1.28,64.57,9.67,36.63,46.3,20.62,115.66,29.35,,,604.6,19.28,169.97,0.53,8.83,30-Aug-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
30-Aug-2019 - 00:00,,,,1.5,66.27,10.01,33.51,43.52,12.77,106.09,33.69,,,721.98,17.29,146.3,0.52,8.86,31-Aug-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
31-Aug-2019 - 00:00,,,,1.64,110.77,17.81,57.44,75.47,6.42,120.37,41.88,,,660.47,18.59,198.71,0.46,9.37,01-Sep-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
01-Sep-2019 - 00:00,,,,1.08,195.73,26.91,66.34,95.48,2.45,97.06,24.64,,,753.96,15.91,125.05,0.53,8.91,02-Sep-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
02-Sep-2019 - 00:00,,,,1.16,186.1,31.19,74.42,108.19,15.25,117.29,29.97,,,666.91,17.6,175.53,0.55,28.03,03-Sep-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
03-Sep-2019 - 00:00,,,,1.35,93.39,14.68,45.96,60.63,18.59,120.02,36.41,,,645.19,18.39,222.35,0.46,25.44,04-Sep-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
04-Sep-2019 - 00:00,,,,1.29,41.96,4.43,25.5,29.64,32.92,98.66,32.12,,,645.77,18.27,158.79,0.6,9.48,05-Sep-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
05-Sep-2019 - 00:00,,,,1.04,41.56,3.59,27.76,31.83,22.84,115.43,27.82,,,699.02,16.42,105.22,0.61,32.23,06-Sep-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
06-Sep-2019 - 00:00,,,,1.28,60.64,7.32,32.71,39.72,16.73,124.95,35.06,,,677.29,18.07,139.76,0.44,6.52,07-Sep-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
07-Sep-2019 - 00:00,,,,1.03,60.71,7.92,29.19,37.12,12.65,64.05,32.55,,,680.44,18.46,176.17,0.37,4.83,08-Sep-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
08-Sep-2019 - 00:00,,,,0.77,78.9,8.04,35.17,43.2,11.98,54.65,28.55,,,667.66,18.22,168.56,0.45,5.02,09-Sep-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
09-Sep-2019 - 00:00,,,,0.64,59.74,5.77,40.25,46.64,16.28,59.58,30.73,,,629.57,17.87,214.22,0.4,5.04,10-Sep-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
10-Sep-2019 - 00:00,,,,0.61,86.59,7.84,40.35,48.19,18.54,79.15,33.37,,,625.69,19.12,163.54,0.43,5.08,11-Sep-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
11-Sep-2019 - 00:00,,,,0.57,75.46,8.86,35.7,45.09,10.48,75.97,35.41,,,625.32,19.41,184.25,0.66,5.47,12-Sep-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
12-Sep-2019 - 00:00,,,,0.52,64.09,5.76,29.81,35.66,8.28,90.26,34.86,,,669.03,18.77,150.56,0.57,4.84,13-Sep-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
13-Sep-2019 - 00:00,,,,0.61,71.82,6.4,39.1,46.03,15.39,139.19,30.51,,,616.81,17.33,131.99,0.62,19.06,14-Sep-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
14-Sep-2019 - 00:00,,,,1.01,154.31,18.08,65.96,83.95,8.45,87.67,28.33,,,660.0,17.8,143.85,0.44,9.66,15-Sep-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
15-Sep-2019 - 00:00,,,,0.59,67.36,62.34,123.77,186.07,8.66,53.2,18.1,,,670.13,17.66,150.35,0.48,46.09,16-Sep-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
16-Sep-2019 - 00:00,,,,0.6,25.23,4.69,12.85,18.33,15.24,79.76,20.61,,,589.11,16.4,148.0,0.7,5.93,17-Sep-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
17-Sep-2019 - 00:00,,,,0.87,30.15,4.78,2.11,6.88,13.65,57.93,26.86,,,600.86,17.4,132.15,0.41,10.05,18-Sep-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
18-Sep-2019 - 00:00,,,,0.71,28.48,4.09,1.63,6.26,14.27,55.11,29.19,,,683.59,16.27,106.97,0.44,6.81,19-Sep-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
19-Sep-2019 - 00:00,,,,0.73,22.76,12.09,9.6,22.13,20.54,38.25,22.4,,,648.35,15.72,113.12,0.65,9.36,20-Sep-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
20-Sep-2019 - 00:00,,,,0.95,18.79,15.75,13.04,28.8,23.52,40.56,23.54,,,603.35,15.82,140.41,0.57,13.33,21-Sep-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
21-Sep-2019 - 00:00,,,,0.81,22.31,11.48,19.24,31.01,11.14,71.23,26.1,,,533.96,16.08,179.92,0.42,16.76,22-Sep-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
22-Sep-2019 - 00:00,,,,1.08,24.78,13.98,21.15,35.13,3.83,80.31,28.25,,,622.1,15.9,110.89,0.46,9.21,23-Sep-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
23-Sep-2019 - 00:00,,,,0.98,25.67,15.16,20.14,35.45,15.29,56.7,24.11,,,597.85,15.95,121.19,0.37,9.09,24-Sep-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
24-Sep-2019 - 00:00,,,,1.6,28.03,18.72,16.96,35.68,13.42,65.37,28.31,,,676.46,15.47,127.89,0.29,9.41,25-Sep-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
25-Sep-2019 - 00:00,,,,1.18,23.67,14.19,21.36,35.55,19.87,70.41,40.8,,,635.41,16.51,157.08,0.31,9.0,26-Sep-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
26-Sep-2019 - 00:00,,,,1.23,18.27,8.55,18.58,27.17,19.16,106.57,41.82,,,679.75,16.32,132.58,0.47,13.02,27-Sep-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
27-Sep-2019 - 00:00,,,,0.76,11.95,10.08,12.78,23.1,28.64,44.97,22.43,,,684.75,15.23,134.5,0.5,16.65,28-Sep-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
28-Sep-2019 - 00:00,,,,0.88,17.89,19.86,9.93,29.77,16.6,60.67,23.83,,,762.29,13.31,141.15,0.52,11.09,29-Sep-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
29-Sep-2019 - 00:00,,,,0.46,22.79,18.83,12.81,31.63,17.79,19.3,11.22,,,729.41,12.69,91.66,0.74,6.61,30-Sep-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
30-Sep-2019 - 00:00,,,,0.72,23.15,18.02,15.85,34.85,23.33,48.56,28.24,,,734.37,13.06,85.13,0.65,8.83,01-Oct-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
01-Oct-2019 - 00:00,,,,0.85,21.11,19.44,17.49,37.37,31.61,50.91,29.6,,,631.84,14.1,115.13,0.58,10.4,02-Oct-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
02-Oct-2019 - 00:00,,,,1.57,21.87,19.65,21.08,42.49,22.56,69.56,38.72,,,568.74,14.65,127.8,0.34,10.17,03-Oct-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
03-Oct-2019 - 00:00,,,,0.8,21.07,22.39,32.72,56.39,31.02,60.36,35.09,,,601.14,13.85,153.7,0.65,18.0,04-Oct-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
04-Oct-2019 - 00:00,,,,0.79,17.45,17.98,37.47,55.46,26.53,53.86,31.38,,,595.1,11.63,227.19,0.55,12.74,05-Oct-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
05-Oct-2019 - 00:00,,,,0.61,23.88,3.41,40.82,44.79,39.38,62.19,36.16,,,602.37,12.65,284.99,0.52,12.75,06-Oct-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
06-Oct-2019 - 00:00,,,,0.55,36.4,3.53,45.28,48.8,29.61,70.3,40.79,,,600.32,13.46,234.16,0.48,20.15,07-Oct-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
07-Oct-2019 - 00:00,,,,0.6,22.96,2.63,37.79,40.42,33.35,65.39,38.01,,,516.22,13.78,274.16,0.64,18.04,08-Oct-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
08-Oct-2019 - 00:00,,,,0.62,23.94,1.22,39.33,40.54,23.46,56.91,33.08,,,526.94,13.41,213.43,0.39,10.71,09-Oct-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
09-Oct-2019 - 00:00,,,,0.55,24.7,7.54,29.99,37.38,26.11,70.65,41.08,,,524.47,13.24,111.7,0.37,28.5,10-Oct-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
10-Oct-2019 - 00:00,,,,0.64,34.58,8.73,16.33,25.03,15.05,52.48,30.51,,,462.0,13.67,154.75,0.35,24.13,11-Oct-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
11-Oct-2019 - 00:00,,,,0.84,16.22,6.91,16.71,23.49,18.71,85.3,49.59,,,521.48,14.26,182.09,0.35,11.5,12-Oct-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
12-Oct-2019 - 00:00,,,,0.88,20.53,6.27,20.44,26.76,19.79,92.23,53.62,,,537.17,20.95,168.93,0.39,10.35,13-Oct-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
13-Oct-2019 - 00:00,,,,0.88,66.08,9.26,22.05,31.27,27.56,114.37,66.49,,,544.3,28.06,180.74,0.39,12.59,14-Oct-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
14-Oct-2019 - 00:00,,,,1.09,49.28,21.93,16.54,30.94,13.66,128.77,74.84,,,547.8,28.53,146.19,0.39,9.55,15-Oct-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
15-Oct-2019 - 00:00,,,,0.87,39.02,9.61,17.75,26.94,15.25,127.34,79.8,,,571.05,28.32,138.84,0.35,9.41,16-Oct-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
16-Oct-2019 - 00:00,,,,0.91,41.8,10.98,16.54,26.45,13.71,131.3,85.35,,,593.73,27.74,115.05,0.31,9.63,17-Oct-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
17-Oct-2019 - 00:00,,,,0.73,20.82,6.14,15.06,21.3,19.71,140.91,74.73,,,584.48,27.85,110.21,0.36,8.11,18-Oct-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
18-Oct-2019 - 00:00,,,,0.69,26.94,7.16,14.83,21.83,24.38,170.75,89.44,,,495.4,24.97,148.31,1.02,14.48,19-Oct-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
19-Oct-2019 - 00:00,,,,0.54,40.11,6.94,15.78,23.12,36.39,95.56,60.54,,,466.93,25.83,260.41,0.73,17.81,20-Oct-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
20-Oct-2019 - 00:00,,,,0.72,91.32,11.65,23.66,35.3,38.31,140.64,81.76,,,433.93,25.74,271.93,0.55,13.86,21-Oct-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
21-Oct-2019 - 00:00,,,,0.81,73.35,15.22,15.71,31.06,36.32,157.24,90.71,,,457.65,25.06,259.86,0.47,13.63,22-Oct-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
22-Oct-2019 - 00:00,,,,0.91,37.79,7.7,15.75,23.23,58.96,125.15,74.78,,,438.35,25.69,233.49,0.52,13.18,23-Oct-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
23-Oct-2019 - 00:00,,,,0.87,36.77,5.93,19.76,25.69,24.92,135.93,82.22,,,477.57,25.73,168.73,0.31,18.5,24-Oct-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
24-Oct-2019 - 00:00,,,,1.31,37.05,20.83,13.2,23.89,18.17,146.31,86.9,,,497.41,25.57,151.89,0.35,12.3,25-Oct-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
25-Oct-2019 - 00:00,,,,1.14,43.98,36.52,11.08,22.98,15.67,135.53,78.96,,,565.81,24.98,114.46,0.31,9.31,26-Oct-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
26-Oct-2019 - 00:00,,,,0.76,39.35,17.74,7.95,22.6,17.68,157.66,91.66,,,539.88,25.23,164.66,0.33,8.68,27-Oct-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
27-Oct-2019 - 00:00,,,,0.87,51.47,18.17,12.14,30.19,21.93,232.41,137.53,,,491.62,24.98,193.47,0.45,21.23,28-Oct-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
28-Oct-2019 - 00:00,,,,1.13,42.84,29.05,39.7,67.47,24.26,373.26,206.89,,,536.84,25.05,145.97,0.35,20.82,29-Oct-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
29-Oct-2019 - 00:00,,,,1.35,30.59,17.31,37.46,45.76,19.29,177.23,103.05,,,566.48,24.93,150.58,0.36,9.2,30-Oct-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
30-Oct-2019 - 00:00,,,,1.27,42.47,17.6,56.48,38.46,21.16,265.23,154.19,,,600.56,25.28,156.94,0.26,10.59,31-Oct-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
31-Oct-2019 - 00:00,,,,1.35,72.06,9.51,25.92,35.04,23.42,231.58,133.42,,,593.06,25.14,151.59,0.35,13.09,01-Nov-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
01-Nov-2019 - 00:00,,,,1.38,59.51,19.56,16.3,35.85,21.55,217.1,126.25,,,559.48,25.06,198.08,0.43,15.56,02-Nov-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
02-Nov-2019 - 00:00,,,,2.06,47.55,31.1,15.52,46.63,22.65,247.83,144.09,,,638.3,23.28,179.93,0.39,18.42,03-Nov-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
03-Nov-2019 - 00:00,,,,1.17,79.18,32.96,17.04,50.04,32.49,332.75,193.48,,,591.51,24.65,262.09,0.5,10.34,04-Nov-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
04-Nov-2019 - 00:00,,,,1.33,84.1,23.77,27.12,50.89,31.74,216.94,126.29,,,460.02,24.65,278.14,0.64,12.14,05-Nov-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
05-Nov-2019 - 00:00,,,,1.38,100.37,14.4,35.77,50.09,22.96,212.5,123.55,,,464.45,24.13,185.95,0.49,17.14,06-Nov-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
06-Nov-2019 - 00:00,,,,0.95,39.14,8.63,8.66,17.29,21.96,216.39,125.81,,,434.42,24.42,115.9,0.66,10.48,07-Nov-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
07-Nov-2019 - 00:00,,,,0.9,32.5,7.18,9.54,16.78,29.1,103.34,60.07,,,495.37,22.27,120.4,1.11,3.76,08-Nov-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
08-Nov-2019 - 00:00,,,,1.11,33.87,7.13,16.5,23.39,32.1,72.35,42.07,,,575.44,21.39,235.03,0.75,11.92,09-Nov-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
09-Nov-2019 - 00:00,,,,1.21,34.67,7.25,18.78,26.03,25.12,78.32,45.54,,,518.53,21.89,259.61,0.45,7.79,10-Nov-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
10-Nov-2019 - 00:00,,,,1.13,39.72,7.27,14.7,21.97,32.89,155.05,90.14,,,465.35,21.56,232.22,0.39,9.97,11-Nov-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
11-Nov-2019 - 00:00,,,,1.25,40.06,6.05,25.5,31.64,22.39,173.67,95.68,,,523.86,20.45,199.07,0.36,10.55,12-Nov-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
12-Nov-2019 - 00:00,,,,1.34,36.85,5.99,21.25,27.24,17.36,184.77,107.42,,,566.64,20.6,212.93,0.4,7.47,13-Nov-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
13-Nov-2019 - 00:00,,,,1.53,41.96,16.97,41.24,58.21,9.9,206.28,119.93,,,645.17,20.19,242.97,0.4,8.58,14-Nov-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
14-Nov-2019 - 00:00,,,,1.36,131.04,28.84,75.68,104.73,7.0,165.24,96.07,,,703.74,20.89,211.07,0.39,13.15,15-Nov-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
15-Nov-2019 - 00:00,,,,0.95,127.02,17.73,76.69,94.42,17.21,190.77,110.91,,,582.27,22.29,260.94,0.54,21.43,16-Nov-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
16-Nov-2019 - 00:00,,,,1.08,62.73,11.11,44.07,54.71,18.29,130.59,76.03,,,637.3,21.24,224.91,0.67,10.28,17-Nov-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
17-Nov-2019 - 00:00,,,,1.08,67.83,4.9,47.42,52.32,21.23,98.58,57.3,,,582.74,20.75,279.09,0.68,4.97,18-Nov-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
18-Nov-2019 - 00:00,,,,1.11,39.3,18.26,37.6,55.86,27.91,130.39,75.73,,,558.77,20.92,218.26,0.47,12.93,19-Nov-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
19-Nov-2019 - 00:00,,,,0.97,65.47,22.87,57.67,79.9,19.18,162.06,94.22,,,577.36,19.73,160.54,0.37,8.52,20-Nov-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
20-Nov-2019 - 00:00,,,,0.96,43.51,25.12,36.34,61.45,22.63,155.84,90.04,,,602.53,19.37,139.71,0.36,12.59,21-Nov-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
21-Nov-2019 - 00:00,,,,0.75,82.07,19.76,42.72,62.47,16.76,152.5,88.47,,,672.62,19.48,197.79,0.43,13.08,22-Nov-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
22-Nov-2019 - 00:00,,,,0.75,74.65,9.08,36.66,46.06,11.19,168.08,94.49,,,690.75,19.24,224.24,0.58,26.82,23-Nov-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
23-Nov-2019 - 00:00,,,,0.89,73.04,7.05,37.52,44.74,22.72,83.11,48.32,,,546.75,21.49,279.87,0.64,13.16,24-Nov-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
24-Nov-2019 - 00:00,,,,0.69,74.61,10.22,43.01,53.31,21.56,118.57,68.94,,,532.22,20.5,204.18,0.39,10.76,25-Nov-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
25-Nov-2019 - 00:00,,,,0.43,26.25,19.66,21.71,41.47,13.36,167.02,97.09,,,551.05,19.12,146.91,0.34,8.74,26-Nov-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
26-Nov-2019 - 00:00,,,,0.73,10.65,12.85,12.67,25.52,10.58,119.06,69.23,,,549.67,19.38,143.67,0.48,27.81,27-Nov-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
27-Nov-2019 - 00:00,,,,0.78,13.07,9.15,14.87,24.05,10.21,84.39,49.07,,,628.75,20.04,93.85,0.52,6.03,28-Nov-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
28-Nov-2019 - 00:00,,,,0.57,13.58,6.94,13.77,20.72,11.14,74.28,43.19,,,681.76,19.23,148.82,0.53,6.15,29-Nov-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
29-Nov-2019 - 00:00,,,,0.67,10.19,7.09,15.21,22.3,11.9,67.12,39.02,,,663.2,19.63,216.74,0.51,8.85,30-Nov-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
30-Nov-2019 - 00:00,,,,0.88,8.86,7.91,18.79,26.7,12.99,85.16,49.52,,,585.45,18.85,272.2,0.51,7.79,01-Dec-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
01-Dec-2019 - 00:00,,,,0.47,8.08,8.33,19.93,28.26,15.87,124.93,72.59,,,535.97,17.84,179.34,0.39,16.31,02-Dec-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
02-Dec-2019 - 00:00,,,,0.55,7.69,8.93,21.81,30.74,15.71,127.6,74.18,,,536.12,17.28,178.03,0.35,12.67,03-Dec-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
03-Dec-2019 - 00:00,,,,0.73,8.8,7.41,20.1,27.46,18.66,127.89,74.39,,,500.46,16.64,179.77,0.39,15.28,04-Dec-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
04-Dec-2019 - 00:00,,,,0.94,7.12,7.49,20.91,28.4,13.4,179.83,104.55,,,600.3,15.63,114.99,0.32,9.74,05-Dec-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
05-Dec-2019 - 00:00,,,,0.98,11.37,7.79,21.05,28.83,14.24,171.47,99.7,,,613.6,16.1,117.13,0.27,8.31,06-Dec-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
06-Dec-2019 - 00:00,,,,0.81,12.91,8.49,15.2,24.21,10.84,159.63,88.86,,,548.09,17.6,240.7,0.35,17.49,07-Dec-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
07-Dec-2019 - 00:00,,,,0.71,11.32,6.91,6.0,12.78,12.58,121.09,70.41,,,514.05,17.82,203.28,0.29,16.74,08-Dec-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
08-Dec-2019 - 00:00,,,,0.67,10.65,14.04,6.58,20.58,15.08,113.23,65.31,,,528.33,16.9,153.89,0.27,12.21,09-Dec-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
09-Dec-2019 - 00:00,,,,0.66,10.07,15.39,6.94,22.83,11.46,145.13,84.38,,,598.75,15.99,174.62,0.32,11.52,10-Dec-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
10-Dec-2019 - 00:00,,,,0.76,10.69,15.65,12.01,27.66,11.8,173.27,100.74,,,636.95,14.82,181.87,0.34,12.19,11-Dec-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
11-Dec-2019 - 00:00,,,,1.1,8.58,16.36,11.66,28.02,10.71,158.4,92.09,,,618.79,15.15,129.2,0.31,13.37,12-Dec-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
12-Dec-2019 - 00:00,,,,0.9,7.58,16.29,15.81,33.61,7.29,146.72,85.3,,,763.33,15.03,112.97,0.47,11.4,13-Dec-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
13-Dec-2019 - 00:00,,,,0.8,7.26,19.31,18.33,37.64,11.49,71.99,41.85,,,792.83,14.59,159.77,0.61,11.8,14-Dec-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
14-Dec-2019 - 00:00,,,,0.9,6.58,15.98,14.16,30.13,8.22,86.25,50.15,,,755.03,15.06,177.44,0.36,9.04,15-Dec-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
15-Dec-2019 - 00:00,,,,0.97,5.38,12.83,5.12,17.95,8.59,75.78,44.06,,,713.93,14.23,281.59,0.68,7.99,16-Dec-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
16-Dec-2019 - 00:00,,,,0.93,6.8,13.72,8.36,22.08,9.49,94.69,55.01,,,740.39,12.49,267.14,0.69,7.18,17-Dec-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
17-Dec-2019 - 00:00,,,,0.84,7.13,14.48,10.33,24.81,13.7,76.05,44.22,,,709.25,12.71,270.02,0.64,6.91,18-Dec-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
18-Dec-2019 - 00:00,,,,0.71,9.16,13.43,12.65,27.82,10.29,95.89,55.74,,,768.37,11.38,221.49,0.6,15.45,19-Dec-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
19-Dec-2019 - 00:00,,,,0.66,11.45,15.98,22.28,38.72,6.52,87.64,50.97,,,735.53,12.11,162.82,0.33,8.38,20-Dec-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
20-Dec-2019 - 00:00,,,,0.7,15.86,17.82,32.8,50.82,9.61,106.37,61.83,,,749.94,13.02,276.51,0.5,18.07,21-Dec-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
21-Dec-2019 - 00:00,,,,0.74,15.21,18.42,29.93,48.35,11.26,102.15,59.39,,,754.41,13.03,248.5,0.56,11.12,22-Dec-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
22-Dec-2019 - 00:00,,,,0.76,10.86,16.94,26.92,43.86,10.87,71.55,41.6,,,798.87,10.89,281.7,0.69,6.1,23-Dec-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
23-Dec-2019 - 00:00,,,,0.62,13.62,16.24,26.94,43.38,19.01,112.59,65.78,,,751.1,11.76,204.83,0.56,6.55,24-Dec-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
24-Dec-2019 - 00:00,,,,0.52,16.26,16.46,26.04,42.67,21.28,111.09,64.59,,,721.63,10.54,174.03,0.59,7.42,25-Dec-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
25-Dec-2019 - 00:00,,,,0.71,16.93,16.57,26.01,42.58,22.71,113.72,66.12,,,742.45,9.34,300.05,0.78,6.13,26-Dec-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
26-Dec-2019 - 00:00,,,,0.76,14.8,14.36,24.73,39.1,23.75,97.75,56.83,,,714.59,9.3,278.54,0.65,7.46,27-Dec-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
27-Dec-2019 - 00:00,,,,0.59,16.02,9.95,18.27,28.31,18.58,139.46,81.08,,,391.9,8.82,174.35,0.42,8.49,28-Dec-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
28-Dec-2019 - 00:00,,,,0.52,15.37,7.36,16.18,23.5,18.64,117.24,68.16,,,124.76,9.04,210.68,0.51,9.1,29-Dec-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
29-Dec-2019 - 00:00,,,,0.63,16.6,7.46,17.62,25.08,17.75,118.47,68.87,,,151.72,9.05,217.21,0.48,6.82,30-Dec-2019 - 00:00,"Civil Line, Jalandhar - PPCB"
