from date,Temp,CO,Ozone,NO,NO2,NOx,NH3,SO2,PM2.5,PM10,Benzene,Toluene,Xylene,MP-Xylene,AT,RH,WS,WD,SR,BP,RF,to date,station
14-Apr-2019 - 00:00,30.59,0.35,19.14,3.42,10.51,8.22,25.0,7.32,37.62,123.12,0.36,1.43,1.94,1.23,25.61,31.41,0.51,171.47,220.4,742.62,0.0,15-Apr-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
15-Apr-2019 - 00:00,31.86,0.48,17.44,3.46,10.25,7.78,29.05,8.44,36.49,113.91,0.3,1.53,1.79,1.05,23.98,34.06,0.76,220.93,159.14,742.88,0.0,16-Apr-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
16-Apr-2019 - 00:00,30.15,0.32,24.64,3.63,10.08,8.04,25.35,8.47,37.96,103.59,0.24,1.37,1.72,0.95,22.89,33.56,0.9,197.97,185.01,742.8,0.06,17-Apr-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
17-Apr-2019 - 00:00,29.59,0.36,33.87,3.96,10.14,8.62,24.73,8.55,35.5,107.03,0.28,1.52,1.76,0.94,22.46,39.29,0.57,233.49,179.16,743.0,0.0,18-Apr-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
18-Apr-2019 - 00:00,29.6,0.49,34.05,3.84,12.0,9.5,24.91,8.71,47.14,139.66,0.36,2.04,2.19,1.14,23.46,36.5,0.56,233.6,194.43,742.85,0.0,19-Apr-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
19-Apr-2019 - 00:00,28.97,0.39,20.72,3.63,11.12,8.65,21.29,8.47,34.6,91.9,0.25,1.34,1.67,0.9,23.22,40.0,0.68,197.99,227.74,742.71,0.0,20-Apr-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
20-Apr-2019 - 00:00,29.63,0.28,33.09,4.02,5.43,6.03,20.52,8.15,25.68,67.23,0.14,0.72,1.28,0.84,22.6,41.59,1.57,144.63,181.06,742.24,0.0,21-Apr-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
21-Apr-2019 - 00:00,30.36,0.23,37.68,3.98,5.93,6.39,20.38,8.23,23.14,64.09,0.14,0.72,1.43,0.99,22.77,41.53,1.3,144.05,201.24,742.27,0.0,22-Apr-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
22-Apr-2019 - 00:00,30.46,0.24,35.25,3.89,6.47,6.45,20.0,8.27,26.04,70.56,0.18,0.8,1.24,0.79,22.49,40.74,1.14,164.11,191.5,742.3,0.0,23-Apr-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
23-Apr-2019 - 00:00,31.0,0.52,29.86,4.49,9.96,7.92,20.73,8.31,33.15,106.13,0.24,1.12,1.44,0.87,23.03,38.31,0.48,151.12,156.91,742.33,0.0,24-Apr-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
24-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,25-Apr-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
25-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,26-Apr-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
26-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,27-Apr-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
27-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,28-Apr-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
28-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,29-Apr-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
29-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,30-Apr-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
30-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,01-May-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
01-May-2019 - 00:00,33.73,0.42,29.63,3.79,12.88,9.94,40.48,9.69,38.7,139.32,0.32,1.91,2.43,1.51,38.67,27.38,0.67,143.6,179.54,741.96,0.0,02-May-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
02-May-2019 - 00:00,31.61,0.4,32.58,3.97,13.28,10.29,33.46,10.14,40.91,153.34,0.3,1.63,1.98,1.18,39.39,30.7,0.82,202.97,198.09,741.92,0.0,03-May-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
03-May-2019 - 00:00,31.21,0.58,30.95,3.83,11.96,9.48,29.75,8.48,43.74,181.71,0.39,2.01,2.14,1.19,38.23,31.31,0.92,222.64,185.48,742.0,0.0,04-May-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
04-May-2019 - 00:00,29.49,0.36,35.87,3.73,10.18,8.45,28.69,8.32,34.84,162.51,0.37,1.96,2.2,1.25,39.31,27.32,0.92,269.35,212.07,742.18,0.0,05-May-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
05-May-2019 - 00:00,27.33,0.38,36.23,4.69,15.03,11.81,29.97,8.85,36.9,151.05,0.31,1.83,2.18,1.26,39.65,27.53,0.8,268.46,201.01,742.59,0.0,06-May-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
06-May-2019 - 00:00,27.76,0.6,31.21,6.97,22.93,17.86,35.79,9.68,45.38,186.55,0.4,2.72,2.58,1.31,39.52,28.0,0.62,271.92,192.69,742.38,0.0,07-May-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
07-May-2019 - 00:00,28.34,0.66,29.48,5.37,22.21,16.18,35.29,9.08,46.99,202.84,0.46,3.03,3.04,1.55,41.23,27.91,0.7,207.53,189.06,742.17,0.0,08-May-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
08-May-2019 - 00:00,28.19,0.74,27.5,6.3,28.56,20.31,36.55,9.25,47.67,204.53,0.44,3.18,3.14,1.58,41.35,27.39,0.47,243.3,188.43,742.19,0.0,09-May-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
09-May-2019 - 00:00,28.43,0.55,28.78,6.76,21.33,16.85,35.06,8.87,41.21,162.45,0.38,2.69,2.65,1.38,41.27,27.53,0.69,188.83,200.82,742.06,0.0,10-May-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
10-May-2019 - 00:00,28.21,0.63,26.75,5.63,26.96,18.92,34.97,9.76,48.92,184.31,0.0,0.0,0.0,0.0,40.95,27.89,0.41,227.53,198.73,742.18,0.0,11-May-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
11-May-2019 - 00:00,30.0,0.5,25.47,5.28,17.68,13.29,33.02,8.14,35.2,146.03,0.0,0.0,0.0,0.0,41.25,30.22,0.61,226.28,199.28,742.24,0.0,12-May-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
12-May-2019 - 00:00,30.95,0.39,30.27,5.09,14.49,11.85,31.8,8.74,36.62,124.05,0.0,0.0,0.0,0.0,41.14,31.08,0.56,227.35,206.61,742.28,0.0,13-May-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
13-May-2019 - 00:00,30.88,0.47,26.96,4.58,15.71,12.07,31.81,8.9,45.37,171.84,0.0,0.0,0.0,0.0,40.97,30.94,0.51,186.93,195.48,742.2,0.0,14-May-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
14-May-2019 - 00:00,31.16,0.55,26.14,4.32,13.46,10.67,28.72,9.17,41.24,152.05,0.0,0.0,0.0,0.0,40.94,31.49,0.52,181.15,199.66,742.19,0.0,15-May-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
15-May-2019 - 00:00,29.81,0.52,23.04,5.2,16.96,12.25,29.29,8.52,49.67,168.21,0.0,0.0,0.0,0.0,38.9,36.02,0.34,180.26,149.56,742.32,0.0,16-May-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
16-May-2019 - 00:00,31.31,0.31,25.08,4.53,10.59,9.18,28.56,8.51,34.76,117.23,0.0,0.0,0.0,0.0,41.42,30.9,0.37,233.59,201.98,742.36,0.0,17-May-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
17-May-2019 - 00:00,31.67,0.46,23.3,4.6,15.9,12.2,31.99,9.2,41.34,159.22,0.0,0.0,0.0,0.0,41.42,28.73,0.48,265.91,199.57,742.36,0.0,18-May-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
18-May-2019 - 00:00,30.88,0.6,20.71,5.43,23.27,16.32,34.32,9.4,53.07,235.49,0.0,0.0,0.0,0.0,40.61,28.99,0.55,240.87,173.05,742.35,0.0,19-May-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
19-May-2019 - 00:00,31.66,0.44,24.05,5.3,17.21,13.46,33.85,8.91,44.84,197.48,0.0,0.0,0.0,0.0,41.26,28.49,0.44,221.91,207.68,742.4,0.0,20-May-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
20-May-2019 - 00:00,31.97,0.68,22.11,4.93,17.83,13.5,32.32,8.74,58.66,213.57,0.0,0.0,0.0,0.0,41.37,30.47,0.34,156.25,191.1,742.31,0.0,21-May-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
21-May-2019 - 00:00,30.62,0.3,23.09,4.23,7.22,7.28,30.74,8.54,49.11,155.6,0.0,0.0,0.0,0.0,40.96,33.35,1.21,167.34,206.53,742.22,0.0,22-May-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
22-May-2019 - 00:00,30.1,0.28,21.43,4.89,8.96,8.39,29.88,8.45,41.45,131.9,0.0,0.0,0.0,0.0,42.22,32.78,0.61,180.34,189.19,742.14,0.0,23-May-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
23-May-2019 - 00:00,31.92,0.19,19.87,4.85,8.19,8.3,30.79,8.03,39.52,113.06,,,,,41.89,34.78,0.87,183.74,203.56,742.1,0.0,24-May-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
24-May-2019 - 00:00,31.9,0.3,18.49,6.07,12.65,11.68,33.03,8.27,38.7,125.54,,,,,42.06,33.34,0.58,238.65,205.84,742.22,0.0,25-May-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
25-May-2019 - 00:00,31.9,0.34,17.1,5.29,13.06,11.24,30.38,8.75,38.62,156.62,,,,,42.39,28.36,0.46,258.12,211.97,742.18,0.0,26-May-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
26-May-2019 - 00:00,29.91,0.56,14.9,7.03,21.57,16.4,31.53,8.58,54.94,220.47,,,,,41.18,30.51,0.33,211.81,70.26,742.0,0.0,27-May-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
27-May-2019 - 00:00,32.27,0.43,13.43,5.14,18.28,13.62,39.71,8.86,42.62,182.47,0.38,2.01,2.52,1.78,43.39,27.33,0.63,264.79,198.9,742.0,0.0,28-May-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
28-May-2019 - 00:00,32.35,0.46,12.04,3.84,16.61,11.57,36.74,8.74,39.06,167.26,0.39,2.08,2.51,1.75,43.58,27.59,0.65,261.2,193.3,742.0,0.0,29-May-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
29-May-2019 - 00:00,32.58,0.24,13.12,3.32,9.46,7.73,34.8,8.61,35.57,152.49,0.32,1.51,2.13,1.59,41.11,28.4,0.66,216.69,228.31,741.85,0.0,30-May-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
30-May-2019 - 00:00,32.95,0.26,22.33,3.5,6.7,5.96,33.47,7.88,31.79,120.88,0.19,0.75,1.84,1.57,40.26,32.47,1.14,179.66,277.26,742.0,0.0,31-May-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
31-May-2019 - 00:00,32.11,0.28,25.93,2.85,5.87,5.45,32.04,8.27,36.71,117.45,0.2,0.72,1.48,1.24,38.23,36.09,1.13,184.54,174.31,742.0,0.0,01-Jun-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
01-Jun-2019 - 00:00,30.88,0.3,27.68,3.0,5.08,5.14,28.07,8.44,38.82,106.24,0.2,0.7,1.32,1.06,36.53,40.26,1.71,182.24,130.22,742.02,0.0,02-Jun-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
02-Jun-2019 - 00:00,32.3,0.32,26.74,2.64,7.24,6.0,28.88,8.74,37.14,126.45,0.21,0.82,1.73,1.48,38.78,34.59,0.76,197.04,167.16,742.0,0.0,03-Jun-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
03-Jun-2019 - 00:00,32.06,0.32,25.56,3.01,7.93,6.44,27.16,8.96,48.11,119.05,0.18,0.8,1.61,1.34,36.68,39.57,0.97,188.5,157.53,741.95,0.04,04-Jun-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
04-Jun-2019 - 00:00,30.94,0.3,25.17,3.02,6.98,6.12,26.29,8.57,27.93,97.87,0.16,0.67,1.46,1.19,33.93,45.06,1.09,174.82,205.07,742.0,0.05,05-Jun-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
05-Jun-2019 - 00:00,30.51,0.37,24.77,3.09,9.86,7.76,31.2,8.3,33.98,131.73,0.23,0.97,1.65,1.29,37.04,35.58,0.38,224.91,200.68,741.96,0.0,06-Jun-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
06-Jun-2019 - 00:00,31.78,0.64,20.51,3.86,15.62,10.99,32.73,8.98,42.21,172.45,0.34,2.19,2.48,1.71,37.88,34.24,0.86,208.13,190.09,741.91,0.0,07-Jun-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
07-Jun-2019 - 00:00,31.78,0.29,24.82,3.26,8.2,7.01,26.48,9.12,30.98,121.92,0.18,0.82,1.65,1.32,35.47,38.71,1.87,172.27,201.98,742.0,0.0,08-Jun-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
08-Jun-2019 - 00:00,31.07,0.31,25.01,3.03,6.13,5.73,25.54,8.4,28.73,90.04,0.2,0.86,1.6,1.27,35.15,40.68,0.68,216.26,188.29,742.04,0.0,09-Jun-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
09-Jun-2019 - 00:00,31.19,0.33,26.66,2.97,6.68,5.94,26.29,8.52,29.12,106.03,0.25,0.96,1.79,1.47,36.65,35.24,0.65,258.06,195.22,741.85,0.0,10-Jun-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
10-Jun-2019 - 00:00,30.07,0.3,26.74,3.2,5.39,5.47,26.88,8.39,28.51,113.42,0.2,0.89,1.61,1.25,35.42,27.67,0.95,241.22,199.52,741.52,0.02,11-Jun-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
11-Jun-2019 - 00:00,29.1,0.27,26.8,4.01,4.56,5.31,24.07,8.01,22.74,80.95,0.17,0.75,1.44,1.14,34.81,7.0,1.07,234.8,202.26,741.59,0.0,12-Jun-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
12-Jun-2019 - 00:00,29.76,0.23,26.09,3.53,3.32,4.59,24.3,8.46,10.08,48.93,0.15,0.76,1.38,1.05,34.79,6.61,1.78,225.83,221.75,741.51,0.0,13-Jun-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
13-Jun-2019 - 00:00,29.29,0.21,25.64,3.72,3.29,4.57,22.42,7.95,12.81,66.39,0.12,0.66,1.18,0.85,33.87,24.26,1.33,263.34,204.35,742.0,0.0,14-Jun-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
14-Jun-2019 - 00:00,30.8,0.26,21.57,4.17,2.71,4.47,23.39,8.37,10.02,48.17,0.13,0.75,1.3,0.97,34.6,36.88,0.91,242.56,192.54,741.95,0.0,15-Jun-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
15-Jun-2019 - 00:00,32.08,0.29,20.89,3.56,4.45,5.25,27.22,11.96,20.53,105.92,0.18,0.88,1.61,1.12,34.89,34.84,1.08,255.53,200.98,742.0,0.0,16-Jun-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
16-Jun-2019 - 00:00,31.55,0.21,23.78,3.28,3.02,4.21,23.41,14.4,21.86,81.6,0.14,0.67,1.3,1.0,34.0,38.82,1.25,278.38,203.85,742.0,0.0,17-Jun-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
17-Jun-2019 - 00:00,30.88,0.22,24.54,3.49,2.87,4.36,21.22,14.11,22.44,78.32,0.14,0.64,1.13,0.85,32.19,42.05,1.1,207.46,139.49,742.0,0.0,18-Jun-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
18-Jun-2019 - 00:00,31.47,0.26,14.3,3.69,4.39,5.34,22.39,14.47,22.51,87.28,0.17,0.79,1.3,0.97,35.27,3.67,0.82,237.4,189.68,742.0,0.0,19-Jun-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
19-Jun-2019 - 00:00,31.59,0.28,15.24,3.84,4.77,5.64,22.81,14.31,19.25,88.96,0.18,0.96,1.42,1.03,34.98,21.76,0.79,251.07,198.39,741.9,0.0,20-Jun-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
20-Jun-2019 - 00:00,31.26,0.31,24.86,3.85,4.74,5.63,23.23,14.05,20.31,79.74,0.19,0.99,1.4,0.96,32.1,43.98,1.49,246.31,159.44,741.92,0.02,21-Jun-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
21-Jun-2019 - 00:00,30.05,0.23,23.72,4.1,4.73,5.84,21.36,14.26,15.83,66.49,0.11,0.52,0.96,0.71,29.5,55.76,0.78,223.01,119.44,741.88,0.04,22-Jun-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
22-Jun-2019 - 00:00,30.48,0.34,22.42,4.29,3.67,5.26,20.5,14.14,17.62,66.4,0.14,0.49,0.88,0.65,30.08,52.15,0.76,255.06,166.45,741.89,0.03,23-Jun-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
23-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,24-Jun-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
24-Jun-2019 - 00:00,31.33,0.36,9.66,8.46,6.09,8.61,37.05,12.34,3.33,40.29,0.1,0.51,1.41,1.17,29.44,55.12,1.64,189.46,430.04,742.0,0.04,25-Jun-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
25-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,26-Jun-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
26-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,27-Jun-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
27-Jun-2019 - 00:00,35.43,0.12,14.39,9.72,11.28,10.43,37.31,12.99,6.3,67.1,0.23,1.46,3.83,3.41,33.95,41.25,2.44,255.42,10.92,741.0,0.0,28-Jun-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
28-Jun-2019 - 00:00,31.72,0.28,11.48,5.8,3.34,6.27,41.92,14.3,3.86,35.36,0.2,1.08,2.05,1.48,29.86,1.25,2.77,229.34,175.76,741.84,0.02,29-Jun-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
29-Jun-2019 - 00:00,31.52,0.28,11.13,5.42,1.21,4.62,37.76,14.08,1.24,20.07,0.16,1.0,1.75,1.32,27.1,44.51,0.41,233.93,71.5,741.67,0.09,30-Jun-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
30-Jun-2019 - 00:00,31.37,0.2,11.35,4.6,0.45,3.45,30.14,13.89,6.25,37.05,0.15,0.7,1.47,1.16,26.8,66.33,0.3,291.8,101.08,741.4,0.04,01-Jul-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
01-Jul-2019 - 00:00,31.53,0.26,12.33,4.46,1.07,3.87,31.17,14.08,3.18,32.19,0.16,0.88,1.49,1.05,26.57,66.95,0.3,235.8,83.56,741.25,0.08,02-Jul-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
02-Jul-2019 - 00:00,31.58,0.34,12.74,10.92,6.07,11.42,32.84,13.96,4.89,32.29,0.2,1.05,1.58,1.08,25.84,69.69,0.3,248.92,44.66,741.09,0.1,03-Jul-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
03-Jul-2019 - 00:00,31.95,0.34,12.64,4.92,8.66,8.47,35.18,13.81,6.33,30.28,0.17,0.93,1.51,1.06,26.35,68.54,0.3,293.14,59.57,741.29,0.13,04-Jul-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
04-Jul-2019 - 00:00,31.68,0.27,12.66,5.71,9.0,9.44,35.67,14.01,9.28,45.28,0.21,1.07,1.54,1.05,27.43,64.83,0.3,260.11,96.91,741.21,0.05,05-Jul-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
05-Jul-2019 - 00:00,31.67,0.29,12.81,6.11,8.79,9.65,36.76,13.99,8.18,37.97,0.2,1.1,1.6,1.05,26.49,68.93,0.48,286.56,52.53,741.0,0.04,06-Jul-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
06-Jul-2019 - 00:00,31.71,0.24,13.2,5.91,8.75,9.46,37.17,13.96,2.21,25.73,0.15,0.88,1.36,0.9,26.74,65.05,1.24,279.6,69.01,741.03,0.05,07-Jul-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
07-Jul-2019 - 00:00,31.83,0.2,12.66,6.93,7.47,9.48,40.06,13.71,0.06,19.45,0.16,0.77,1.29,0.87,26.64,66.75,0.86,282.03,35.93,741.29,0.09,08-Jul-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
08-Jul-2019 - 00:00,32.12,0.24,12.74,7.05,8.42,10.21,40.24,13.78,3.83,46.94,0.16,0.89,1.45,0.98,27.59,62.6,1.28,291.86,91.07,741.59,0.04,09-Jul-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
09-Jul-2019 - 00:00,32.57,0.41,13.47,9.21,10.03,12.82,45.14,14.52,6.56,37.54,0.24,1.34,1.7,1.04,26.69,67.97,0.94,244.51,75.98,741.49,0.04,10-Jul-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
10-Jul-2019 - 00:00,32.05,0.27,11.87,10.62,8.97,12.82,40.22,13.0,0.43,30.1,0.15,0.84,1.6,1.11,29.25,58.5,1.87,247.0,171.96,741.66,0.38,11-Jul-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
11-Jul-2019 - 00:00,32.53,0.19,11.99,8.02,8.25,10.92,45.98,13.69,1.96,25.73,0.16,0.86,1.57,1.09,26.95,65.86,1.92,250.85,82.4,741.88,2.42,12-Jul-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
12-Jul-2019 - 00:00,33.21,0.18,12.11,6.98,8.56,10.22,46.36,13.76,1.35,34.0,0.14,0.8,1.58,1.15,28.21,61.8,2.05,228.77,154.32,742.0,0.85,13-Jul-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
13-Jul-2019 - 00:00,33.04,0.2,12.27,6.78,9.88,10.77,47.15,13.72,7.26,57.3,0.16,0.83,1.55,1.15,29.99,54.54,1.81,245.2,162.94,742.0,0.06,14-Jul-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
14-Jul-2019 - 00:00,32.99,0.16,12.45,6.8,10.24,10.97,48.58,13.8,2.57,50.16,0.13,0.71,1.46,1.1,30.46,52.16,2.21,239.52,194.43,742.0,0.0,15-Jul-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
15-Jul-2019 - 00:00,32.99,0.24,12.64,4.91,11.34,10.02,50.39,13.91,13.31,75.18,0.16,1.19,1.44,1.01,30.26,52.32,1.99,233.59,183.69,741.74,0.0,16-Jul-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
16-Jul-2019 - 00:00,32.96,0.32,12.55,6.42,12.99,12.13,52.43,13.92,18.09,108.07,0.23,1.28,1.67,1.13,31.58,47.83,1.52,270.66,190.04,741.85,0.0,17-Jul-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
17-Jul-2019 - 00:00,33.17,0.32,12.8,6.72,13.22,12.49,51.36,14.25,17.59,104.66,0.23,1.27,1.7,1.16,31.94,46.68,1.48,250.99,193.87,741.68,0.0,18-Jul-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
18-Jul-2019 - 00:00,33.38,0.27,13.01,6.6,14.43,13.05,48.82,14.4,20.59,99.53,0.18,1.04,1.6,1.11,32.35,49.61,1.98,226.62,202.79,741.41,0.02,19-Jul-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
19-Jul-2019 - 00:00,29.14,0.31,13.53,5.84,13.32,11.83,43.22,13.97,19.47,60.94,0.16,0.92,1.31,0.95,29.75,58.11,1.21,215.54,164.17,741.24,0.0,20-Jul-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
20-Jul-2019 - 00:00,21.64,0.28,13.89,6.77,10.74,11.21,26.36,14.26,16.31,55.29,0.09,0.61,0.82,0.55,29.5,59.99,1.59,140.16,138.7,741.2,0.0,21-Jul-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
21-Jul-2019 - 00:00,23.69,0.17,14.67,6.18,8.91,9.76,25.04,13.76,14.99,47.01,0.11,0.41,0.83,0.62,29.07,60.62,2.13,172.96,131.81,741.35,0.0,22-Jul-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
22-Jul-2019 - 00:00,23.13,0.14,15.24,5.89,9.09,9.63,25.14,14.39,10.24,41.49,0.1,0.42,0.76,0.55,29.97,56.61,2.7,164.8,234.97,741.36,0.0,23-Jul-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
23-Jul-2019 - 00:00,31.41,0.18,13.12,7.39,9.29,10.68,40.73,13.26,2.57,42.62,0.1,0.6,1.03,0.73,32.53,48.67,1.9,203.02,256.37,741.0,0.0,24-Jul-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
24-Jul-2019 - 00:00,28.6,0.3,13.35,6.03,9.25,9.82,32.65,13.97,6.79,44.76,0.16,0.91,1.26,0.85,30.4,56.32,1.72,201.15,139.17,741.4,0.0,25-Jul-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
25-Jul-2019 - 00:00,24.9,0.22,14.33,4.56,12.1,10.12,12.98,13.94,0.84,30.46,0.14,0.79,0.92,0.56,30.56,47.19,2.28,244.25,152.03,741.42,0.0,26-Jul-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
26-Jul-2019 - 00:00,27.56,0.26,14.91,4.15,22.4,14.91,81.87,13.7,2.43,32.06,0.17,0.95,1.19,0.69,26.62,67.79,2.64,265.52,70.5,741.65,0.29,27-Jul-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
27-Jul-2019 - 00:00,31.34,0.2,15.62,3.36,19.9,13.32,81.05,13.6,1.21,18.29,0.14,0.71,1.14,0.77,25.86,57.51,2.8,290.84,52.35,741.24,0.01,28-Jul-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
28-Jul-2019 - 00:00,33.82,0.19,14.54,3.3,19.53,13.06,51.18,13.44,5.69,30.38,0.14,0.73,1.41,1.02,25.54,62.16,2.07,293.83,32.52,741.09,0.0,29-Jul-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
29-Jul-2019 - 00:00,31.12,0.16,14.57,3.29,17.96,12.08,42.28,13.6,2.32,19.41,0.11,0.57,1.02,0.72,25.08,74.96,3.07,289.64,15.48,741.0,0.1,30-Jul-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
30-Jul-2019 - 00:00,29.77,0.22,13.99,3.35,17.46,11.64,43.01,13.46,0.0,7.74,0.1,0.66,1.03,0.68,24.91,74.69,3.29,273.91,27.01,741.72,1.22,31-Jul-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
