from date,PM2.5,PM10,NO2,NOx,NO,CO,SO2,to date,station
10-Jul-2019 - 00:00,18.03,53.78,6.06,9.64,4.84,0.76,3.57,11-Jul-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
11-Jul-2019 - 00:00,26.63,74.81,6.04,10.29,4.66,0.73,3.63,12-Jul-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
12-Jul-2019 - 00:00,28.13,81.39,6.3,11.52,5.47,0.71,3.73,13-Jul-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
13-Jul-2019 - 00:00,23.43,74.44,6.7,11.99,6.23,0.68,3.75,14-Jul-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
14-Jul-2019 - 00:00,30.7,77.13,7.53,15.41,8.73,0.64,3.79,15-Jul-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
15-Jul-2019 - 00:00,29.11,104.67,9.13,21.38,14.78,0.59,3.86,16-Jul-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
16-Jul-2019 - 00:00,28.45,85.53,10.21,24.92,17.81,0.59,3.89,17-Jul-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
17-Jul-2019 - 00:00,28.69,85.5,11.51,30.87,22.28,0.56,3.82,18-Jul-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
18-Jul-2019 - 00:00,24.56,69.5,13.35,33.43,24.44,0.57,3.94,19-Jul-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
19-Jul-2019 - 00:00,28.49,74.12,14.19,35.72,24.83,0.58,3.92,20-Jul-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
20-Jul-2019 - 00:00,29.03,69.94,14.8,36.48,24.34,0.61,4.01,21-Jul-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
21-Jul-2019 - 00:00,24.92,54.58,14.82,39.85,27.32,0.54,3.85,22-Jul-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
22-Jul-2019 - 00:00,22.58,47.74,15.66,45.01,32.35,0.48,3.76,23-Jul-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
23-Jul-2019 - 00:00,24.91,49.92,16.11,45.32,35.54,0.45,3.75,24-Jul-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
24-Jul-2019 - 00:00,16.0,35.7,10.31,25.51,16.92,0.57,4.29,25-Jul-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
25-Jul-2019 - 00:00,9.3,35.31,7.27,15.97,9.24,0.6,4.22,26-Jul-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
26-Jul-2019 - 00:00,8.2,19.21,7.08,16.24,9.46,0.58,4.16,27-Jul-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
27-Jul-2019 - 00:00,14.74,36.09,7.63,17.18,10.68,0.58,4.28,28-Jul-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
28-Jul-2019 - 00:00,13.48,39.3,7.21,16.28,9.35,0.63,4.21,29-Jul-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
29-Jul-2019 - 00:00,10.64,22.04,6.56,13.63,7.82,0.6,4.19,30-Jul-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
30-Jul-2019 - 00:00,17.18,35.09,6.91,13.1,7.4,0.64,4.22,31-Jul-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
31-Jul-2019 - 00:00,14.4,28.29,6.71,13.08,7.28,0.63,4.08,01-Aug-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
01-Aug-2019 - 00:00,9.5,19.16,6.74,13.12,7.68,0.6,4.13,02-Aug-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
02-Aug-2019 - 00:00,11.68,22.77,7.14,15.4,8.86,0.56,4.16,03-Aug-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
03-Aug-2019 - 00:00,17.43,33.53,7.7,17.44,10.55,0.56,4.2,04-Aug-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
04-Aug-2019 - 00:00,10.55,20.6,7.95,18.08,12.38,0.54,4.27,05-Aug-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
05-Aug-2019 - 00:00,12.08,27.58,7.98,18.19,11.84,0.53,4.34,06-Aug-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
06-Aug-2019 - 00:00,8.45,23.85,6.34,10.36,5.8,0.7,4.32,07-Aug-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
07-Aug-2019 - 00:00,12.83,28.26,6.28,10.23,5.73,0.75,4.02,08-Aug-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
08-Aug-2019 - 00:00,8.39,21.75,6.35,10.9,5.75,0.81,3.76,09-Aug-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
09-Aug-2019 - 00:00,5.85,18.71,6.45,10.94,5.89,0.81,3.61,10-Aug-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
10-Aug-2019 - 00:00,22.13,53.9,6.49,11.46,5.94,0.78,3.63,11-Aug-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
11-Aug-2019 - 00:00,19.4,58.93,6.34,10.57,5.77,0.76,3.61,12-Aug-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
12-Aug-2019 - 00:00,15.04,36.46,6.37,10.79,5.89,0.74,3.55,13-Aug-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
13-Aug-2019 - 00:00,7.48,22.57,6.45,11.14,5.78,0.85,3.38,14-Aug-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
14-Aug-2019 - 00:00,8.44,20.13,6.76,12.42,5.61,0.91,3.3,15-Aug-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
15-Aug-2019 - 00:00,9.93,22.41,7.01,13.03,5.72,0.91,3.3,16-Aug-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
16-Aug-2019 - 00:00,16.45,42.11,7.1,12.59,5.89,0.86,3.34,17-Aug-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
17-Aug-2019 - 00:00,12.91,34.07,6.91,12.59,5.93,0.79,3.4,18-Aug-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
18-Aug-2019 - 00:00,14.88,45.58,7.0,12.84,5.82,0.73,3.48,19-Aug-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
19-Aug-2019 - 00:00,15.72,38.33,7.03,13.31,6.01,0.74,3.48,20-Aug-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
20-Aug-2019 - 00:00,5.08,13.32,6.71,12.04,5.72,0.67,3.64,21-Aug-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
21-Aug-2019 - 00:00,,,,,,,,22-Aug-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
22-Aug-2019 - 00:00,0.0,16.09,5.78,0.86,0.81,0.68,5.13,23-Aug-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
23-Aug-2019 - 00:00,13.84,30.46,8.37,12.87,4.52,0.59,3.94,24-Aug-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
24-Aug-2019 - 00:00,14.2,27.71,7.84,12.09,3.76,0.7,3.5,25-Aug-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
25-Aug-2019 - 00:00,18.51,38.68,8.05,12.29,3.7,0.78,3.21,26-Aug-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
26-Aug-2019 - 00:00,19.17,38.37,8.69,12.86,3.7,0.79,3.12,27-Aug-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
27-Aug-2019 - 00:00,18.1,35.31,9.03,13.8,4.0,0.81,3.09,28-Aug-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
28-Aug-2019 - 00:00,10.6,26.37,7.17,10.93,3.85,0.81,3.0,29-Aug-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
29-Aug-2019 - 00:00,10.71,22.24,6.08,9.71,3.4,0.8,3.08,30-Aug-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
30-Aug-2019 - 00:00,29.91,56.23,6.77,10.39,3.26,0.84,3.01,31-Aug-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
31-Aug-2019 - 00:00,22.46,259.05,6.86,11.3,3.59,0.81,2.99,01-Sep-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
01-Sep-2019 - 00:00,37.54,678.53,7.67,11.56,3.76,0.79,3.05,02-Sep-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
02-Sep-2019 - 00:00,30.14,52.22,7.61,11.98,3.53,0.8,3.06,03-Sep-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
03-Sep-2019 - 00:00,17.34,42.54,7.31,11.79,3.59,0.83,3.07,04-Sep-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
04-Sep-2019 - 00:00,18.9,52.48,7.11,11.33,3.65,0.79,3.12,05-Sep-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
05-Sep-2019 - 00:00,11.1,33.45,7.2,11.79,3.82,0.77,3.1,06-Sep-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
06-Sep-2019 - 00:00,11.82,32.7,7.21,11.46,3.64,0.77,3.1,07-Sep-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
07-Sep-2019 - 00:00,10.92,33.82,7.51,11.81,3.72,0.76,3.1,08-Sep-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
08-Sep-2019 - 00:00,10.96,31.97,7.72,12.01,3.7,0.76,3.06,09-Sep-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
09-Sep-2019 - 00:00,10.33,26.83,7.64,12.16,3.84,0.81,3.12,10-Sep-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
10-Sep-2019 - 00:00,10.13,30.1,8.06,12.95,4.47,0.81,3.11,11-Sep-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
11-Sep-2019 - 00:00,12.73,33.36,7.15,11.45,3.74,0.78,3.16,12-Sep-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
12-Sep-2019 - 00:00,9.97,35.27,20.15,25.18,11.54,0.46,5.85,13-Sep-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
13-Sep-2019 - 00:00,7.16,21.89,6.94,10.98,3.8,0.46,6.73,14-Sep-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
14-Sep-2019 - 00:00,9.03,31.37,8.88,13.69,3.75,0.37,6.71,15-Sep-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
15-Sep-2019 - 00:00,10.71,47.07,7.65,11.86,3.7,0.35,6.73,16-Sep-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
16-Sep-2019 - 00:00,13.23,58.12,7.33,11.12,3.74,0.35,6.72,17-Sep-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
17-Sep-2019 - 00:00,9.79,44.06,7.56,11.73,3.52,0.34,6.53,18-Sep-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
18-Sep-2019 - 00:00,21.28,76.75,7.58,11.41,3.3,0.4,6.58,19-Sep-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
19-Sep-2019 - 00:00,15.3,45.14,7.53,11.67,3.6,0.41,6.64,20-Sep-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
20-Sep-2019 - 00:00,16.84,19.76,8.25,12.22,3.62,0.4,6.78,21-Sep-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
21-Sep-2019 - 00:00,11.37,15.39,7.74,11.99,3.51,0.31,6.78,22-Sep-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
22-Sep-2019 - 00:00,11.72,14.42,7.06,11.33,3.39,0.35,6.82,23-Sep-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
23-Sep-2019 - 00:00,6.87,10.37,6.86,11.54,3.37,0.4,6.91,24-Sep-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
24-Sep-2019 - 00:00,11.77,15.3,7.53,11.7,3.47,0.54,6.98,25-Sep-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
25-Sep-2019 - 00:00,9.42,13.99,6.65,10.95,3.56,0.5,6.99,26-Sep-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
26-Sep-2019 - 00:00,5.75,10.37,7.03,10.86,3.58,0.48,7.04,27-Sep-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
27-Sep-2019 - 00:00,5.53,8.77,6.78,10.59,3.59,0.41,6.81,28-Sep-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
28-Sep-2019 - 00:00,5.66,12.04,6.46,10.28,3.49,0.46,7.01,29-Sep-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
29-Sep-2019 - 00:00,6.98,10.52,6.36,9.99,3.4,0.51,7.01,30-Sep-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
30-Sep-2019 - 00:00,14.02,20.45,6.59,10.5,3.55,0.51,6.98,01-Oct-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
01-Oct-2019 - 00:00,7.22,11.35,6.07,10.1,3.5,0.39,6.87,02-Oct-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
02-Oct-2019 - 00:00,5.63,8.74,7.95,12.39,3.67,0.38,6.99,03-Oct-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
03-Oct-2019 - 00:00,7.39,11.04,6.47,9.9,3.41,0.5,7.17,04-Oct-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
04-Oct-2019 - 00:00,12.14,15.31,6.1,9.77,3.4,0.47,6.96,05-Oct-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
05-Oct-2019 - 00:00,12.49,18.16,6.46,10.86,3.45,0.57,7.12,06-Oct-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
06-Oct-2019 - 00:00,25.39,29.98,7.04,10.56,3.53,0.64,7.12,07-Oct-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
07-Oct-2019 - 00:00,28.53,35.19,6.94,10.73,3.46,0.68,7.06,08-Oct-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
08-Oct-2019 - 00:00,43.2,54.18,7.09,10.15,3.42,0.65,6.91,09-Oct-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
09-Oct-2019 - 00:00,39.59,44.47,7.45,10.98,3.27,0.58,6.89,10-Oct-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
10-Oct-2019 - 00:00,36.94,41.57,8.12,12.05,3.73,0.69,7.1,11-Oct-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
11-Oct-2019 - 00:00,32.26,38.36,8.76,13.27,3.53,0.57,6.95,12-Oct-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
12-Oct-2019 - 00:00,26.96,32.4,7.99,12.9,3.72,0.58,7.04,13-Oct-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
13-Oct-2019 - 00:00,22.94,29.15,7.35,11.74,3.4,0.61,7.11,14-Oct-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
14-Oct-2019 - 00:00,27.28,32.14,8.83,12.82,3.45,0.66,7.09,15-Oct-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
15-Oct-2019 - 00:00,42.54,49.42,9.78,15.15,3.77,0.68,6.95,16-Oct-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
16-Oct-2019 - 00:00,35.52,39.7,7.28,11.14,3.33,0.58,6.87,17-Oct-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
17-Oct-2019 - 00:00,37.12,40.54,7.83,11.92,3.32,0.6,6.91,18-Oct-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
18-Oct-2019 - 00:00,41.1,65.87,7.68,11.9,3.48,0.61,6.96,19-Oct-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
19-Oct-2019 - 00:00,27.98,58.24,8.34,12.89,3.59,0.66,6.98,20-Oct-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
20-Oct-2019 - 00:00,20.0,44.96,8.75,13.66,3.75,0.73,7.14,21-Oct-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
21-Oct-2019 - 00:00,35.31,75.88,7.54,11.37,3.65,0.74,7.11,22-Oct-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
22-Oct-2019 - 00:00,26.76,57.34,8.08,11.6,3.51,0.62,6.95,23-Oct-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
23-Oct-2019 - 00:00,21.21,49.6,7.36,11.75,3.56,0.52,7.04,24-Oct-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
24-Oct-2019 - 00:00,48.38,103.04,7.82,11.03,3.5,0.66,7.06,25-Oct-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
25-Oct-2019 - 00:00,26.83,34.63,8.29,13.16,3.86,0.77,7.16,26-Oct-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
26-Oct-2019 - 00:00,26.15,56.61,8.3,13.1,3.91,0.66,7.12,27-Oct-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
27-Oct-2019 - 00:00,40.66,98.83,8.1,12.42,4.1,0.58,7.03,28-Oct-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
28-Oct-2019 - 00:00,48.94,117.2,9.19,13.69,3.7,0.53,6.96,29-Oct-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
29-Oct-2019 - 00:00,40.9,85.81,10.45,15.58,3.75,0.53,6.97,30-Oct-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
30-Oct-2019 - 00:00,37.83,63.18,8.38,13.32,3.56,0.57,6.9,31-Oct-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
31-Oct-2019 - 00:00,46.94,78.84,7.93,12.19,3.49,0.84,7.05,01-Nov-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
01-Nov-2019 - 00:00,31.22,58.92,11.95,16.84,3.53,0.82,7.0,02-Nov-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
02-Nov-2019 - 00:00,24.97,43.62,10.03,14.17,3.59,0.6,6.9,03-Nov-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
03-Nov-2019 - 00:00,27.72,41.47,8.19,11.83,3.51,0.53,6.99,04-Nov-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
04-Nov-2019 - 00:00,44.53,71.6,8.07,13.34,3.52,0.83,7.04,05-Nov-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
05-Nov-2019 - 00:00,30.42,56.73,8.03,12.56,3.52,0.63,7.1,06-Nov-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
06-Nov-2019 - 00:00,24.9,50.47,8.05,12.31,3.54,0.52,7.09,07-Nov-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
07-Nov-2019 - 00:00,25.68,57.84,8.71,12.64,3.7,0.49,7.12,08-Nov-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
08-Nov-2019 - 00:00,37.37,72.31,10.03,15.5,3.8,0.72,7.1,09-Nov-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
09-Nov-2019 - 00:00,29.45,56.85,9.14,12.86,3.75,0.75,7.18,10-Nov-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
10-Nov-2019 - 00:00,17.82,35.99,8.95,14.13,3.71,0.63,7.09,11-Nov-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
11-Nov-2019 - 00:00,19.07,39.71,7.89,12.64,3.74,0.55,7.05,12-Nov-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
12-Nov-2019 - 00:00,24.19,48.43,8.2,12.78,3.81,0.53,6.99,13-Nov-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
13-Nov-2019 - 00:00,31.38,65.6,9.17,14.52,3.82,0.56,6.97,14-Nov-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
14-Nov-2019 - 00:00,35.33,70.06,11.9,17.78,4.05,0.64,6.99,15-Nov-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
15-Nov-2019 - 00:00,33.61,64.08,10.34,15.49,3.81,0.66,7.06,16-Nov-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
16-Nov-2019 - 00:00,38.02,69.17,9.89,14.67,3.87,0.69,7.02,17-Nov-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
17-Nov-2019 - 00:00,29.92,59.25,8.79,13.83,3.88,0.71,6.98,18-Nov-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
18-Nov-2019 - 00:00,17.46,37.68,8.28,13.16,3.88,0.57,6.95,19-Nov-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
19-Nov-2019 - 00:00,20.5,47.01,9.79,13.26,5.58,0.56,8.25,20-Nov-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
20-Nov-2019 - 00:00,22.68,64.59,7.97,11.69,2.82,0.63,7.48,21-Nov-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
21-Nov-2019 - 00:00,26.08,69.45,7.55,11.14,2.71,0.65,7.02,22-Nov-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
22-Nov-2019 - 00:00,32.53,70.82,7.4,11.13,2.76,0.68,6.78,23-Nov-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
23-Nov-2019 - 00:00,31.78,66.24,8.17,12.27,2.98,0.74,6.74,24-Nov-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
24-Nov-2019 - 00:00,19.24,38.62,7.23,10.93,2.84,0.72,6.79,25-Nov-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
25-Nov-2019 - 00:00,24.39,52.63,8.39,11.8,2.91,0.62,6.86,26-Nov-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
26-Nov-2019 - 00:00,38.81,78.57,8.3,12.57,3.05,0.68,6.91,27-Nov-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
27-Nov-2019 - 00:00,30.05,56.63,9.22,13.82,3.18,0.72,6.91,28-Nov-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
28-Nov-2019 - 00:00,27.03,52.53,11.75,16.62,3.43,0.66,6.94,29-Nov-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
29-Nov-2019 - 00:00,32.49,66.92,8.55,13.44,3.03,0.83,6.97,30-Nov-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
30-Nov-2019 - 00:00,20.79,42.16,8.19,13.0,3.17,0.83,7.01,01-Dec-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
01-Dec-2019 - 00:00,22.13,45.54,8.84,13.22,3.35,0.82,6.99,02-Dec-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
02-Dec-2019 - 00:00,25.51,49.39,8.9,13.24,3.21,0.89,7.03,03-Dec-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
03-Dec-2019 - 00:00,15.33,31.42,8.23,11.98,3.35,0.79,7.06,04-Dec-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
04-Dec-2019 - 00:00,22.86,47.21,8.82,13.25,3.36,0.77,7.09,05-Dec-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
05-Dec-2019 - 00:00,55.06,109.99,9.3,14.06,3.32,0.9,7.12,06-Dec-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
06-Dec-2019 - 00:00,39.2,73.68,10.43,15.74,3.34,0.99,7.43,07-Dec-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
07-Dec-2019 - 00:00,37.9,71.61,9.65,14.46,3.42,1.07,7.74,08-Dec-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
08-Dec-2019 - 00:00,32.96,68.23,10.71,15.86,3.7,1.02,7.6,09-Dec-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
09-Dec-2019 - 00:00,31.48,65.63,10.27,15.61,3.63,1.02,7.7,10-Dec-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
10-Dec-2019 - 00:00,34.27,64.66,9.99,14.55,3.49,1.07,7.69,11-Dec-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
11-Dec-2019 - 00:00,32.23,63.37,10.91,17.09,4.08,0.73,7.77,12-Dec-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
12-Dec-2019 - 00:00,29.9,59.63,11.31,16.21,3.72,0.47,7.76,13-Dec-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
13-Dec-2019 - 00:00,17.95,32.76,8.66,14.57,3.7,0.46,7.72,14-Dec-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
14-Dec-2019 - 00:00,26.93,52.11,9.15,13.73,3.65,0.42,7.73,15-Dec-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
15-Dec-2019 - 00:00,42.38,92.83,8.62,13.03,3.74,0.41,7.72,16-Dec-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
16-Dec-2019 - 00:00,30.8,61.19,8.59,13.54,3.72,0.39,8.4,17-Dec-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
17-Dec-2019 - 00:00,34.67,51.21,9.85,14.07,3.71,0.44,9.71,18-Dec-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
18-Dec-2019 - 00:00,42.03,64.0,10.72,16.61,4.05,0.45,9.71,19-Dec-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
19-Dec-2019 - 00:00,45.79,69.77,9.89,14.4,4.01,0.51,9.75,20-Dec-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
20-Dec-2019 - 00:00,49.42,74.56,8.98,14.21,3.78,0.46,9.35,21-Dec-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
21-Dec-2019 - 00:00,33.55,52.97,10.76,15.73,3.98,0.41,7.68,22-Dec-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
22-Dec-2019 - 00:00,51.23,74.06,9.75,14.5,3.97,0.46,7.63,23-Dec-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
23-Dec-2019 - 00:00,44.17,64.2,10.0,15.25,3.86,0.45,7.61,24-Dec-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
24-Dec-2019 - 00:00,77.71,100.49,11.59,17.05,3.85,0.52,7.64,25-Dec-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
25-Dec-2019 - 00:00,51.93,67.02,12.08,17.75,4.11,0.53,7.68,26-Dec-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
26-Dec-2019 - 00:00,59.76,78.54,9.5,14.99,4.0,0.56,7.73,27-Dec-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
27-Dec-2019 - 00:00,49.27,66.19,9.47,14.42,4.1,0.58,7.8,28-Dec-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
28-Dec-2019 - 00:00,59.27,134.95,11.0,16.56,4.89,0.65,7.8,29-Dec-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
29-Dec-2019 - 00:00,66.9,101.53,11.01,16.65,3.36,0.72,7.77,30-Dec-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
30-Dec-2019 - 00:00,95.95,128.03,13.51,18.39,3.8,0.76,7.75,31-Dec-2019 - 00:00,"Sahilara, Maihar - KJS Cements"
31-Dec-2019 - 00:00,106.45,117.03,14.09,19.31,4.15,0.76,7.85,01-Jan-2020 - 00:00,"Sahilara, Maihar - KJS Cements"
